Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
680338185452617,Nanette Medved-Po,These ads ran without a disclaimer,393,1
101879075639742,Vicky Aguirre,These ads ran without a disclaimer,388,1
1623233607942798,Dada Reyes,Ron Anthony Tolentino Reyes,384,1
103095532784064,Arciee Santiago,These ads ran without a disclaimer,381,5
1540232876241171,Wavin Asia Pacific,These ads ran without a disclaimer,381,7
110774773589020,Jonas Porto Labuguen,Elenita Camposagrado Pulido,376,2
186819855951,Nisce Skin Medispa,These ads ran without a disclaimer,370,1
358481724165689,UTS International Students,These ads ran without a disclaimer,364,1
107709755469083,Bayan ng Magigiting,Message Doctor PH Company,360,3
1456888764613517,Vertis North,These ads ran without a disclaimer,355,1
733377353430298,Sustainable Davao Movement,Sustainable Davao Movement,355,1
312639689542558,Totie Sy Pro Detailer,Chris Lawrence Loo Sy,341,1
105014187849769,Binhood,Binhood,340,3
559675381076622,Bisyo Sen. Bong Go - Magserbisyo.,These ads ran without a disclaimer,337,1
108473028854650,Riza Oben Dormiendo,These ads ran without a disclaimer,335,2
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,331,55
113238417024056,Anna Mae Yu Lamentillo,These ads ran without a disclaimer,330,1
578216155668052,"Councilor Roger John ""RJ"" Fariñas",Roger John Caballero Farinas Ii,327,1
1434381969916553,PetroEnergy Resources Corporation,These ads ran without a disclaimer,320,1
445600182298314,Think Big Taguig,These ads ran without a disclaimer,318,1
1391024644348015,GuardianPh,"7Core Communications, Inc.",315,2
1452648134951782,Local Government Unit of Solano,Mae Madelaine Galamay Danao,311,1
108349731651004,Nissan Isabela by Mylene Eugenio Alvarez,These ads ran without a disclaimer,308,1
115119824858240,Sign Together,These ads ran without a disclaimer,307,2
101090801982743,George Tagalog,These ads ran without a disclaimer,307,2
637575903051285,Mariano Builders,These ads ran without a disclaimer,303,1
146152528747570,SL Agritech Super Hybrid Rice Seeds,Ebenezer Famorcan Basco,302,1
157586528019668,Nigel Ng,These ads ran without a disclaimer,302,1
144016848945624,Menchaca Hermanos,These ads ran without a disclaimer,300,1
104107531577239,Councilor Michelle Sweet,Jetel Ko,300,1
100958735357252,Michael 'MB' Balindoa,Michael Balindoa,300,1
102169376224571,WagGas,Aryanne Shirene Tarun De Ocampo,300,1
102974578564677,Kap Bobot Matutino,Conster Agunod Matutino,300,1
751007331705910,Vice Governor Jigjag Pelaez,Maria Cassandra Mae Padla Rosos,300,1
102042039250582,EFI Business Loan,These ads ran without a disclaimer,297,1
1408354379437566,Neil Mateo,These ads ran without a disclaimer,288,2
113143690600297,Ciao Italia,These ads ran without a disclaimer,281,1
1006886442757989,Aveeno,These ads ran without a disclaimer,281,1
110097037479650,2G Thrifty Boutique,These ads ran without a disclaimer,281,1
165453470579426,IQOR,These ads ran without a disclaimer,275,1
103111869101787,Little Dino,These ads ran without a disclaimer,273,5
110505531540054,Hon. Tata Ortega-Casetta,Maricel Joy Ortega Casetta,250,1
106307811321442,Dra. Shiela Ferrer - Baniqued,Angel Martinez Baniqued Jr,250,1
2050069718636102,Anrecul Sicnarf,These ads ran without a disclaimer,245,1
111450454091702,janzeventually,These ads ran without a disclaimer,245,1
110190847384741,SG works Advertising,These ads ran without a disclaimer,240,1
360694831492052,KAG. JOAN BATAN,These ads ran without a disclaimer,240,1
104595105786231,Pinoy OFW Network,Message Doctor PH Company,240,2
112131201686528,SUPER KAP,The Message Booster Corp.,240,2
283068288415736,HOPE: Business For Good,These ads ran without a disclaimer,238,1
106475068390652,Lương Y Phạm Anh Đào - Đặc Trị Xương Khớp,These ads ran without a disclaimer,232,3
111954177189197,Abogado Juan: Atty. John Bongat,These ads ran without a disclaimer,231,1
1608388002747239,Huawei FusionSolar,These ads ran without a disclaimer,225,1
102670618102667,Mayor JR Santos,Angelica Nerie De Vera Santos,224,1
1651058751878329,PinPin Uy,These ads ran without a disclaimer,223,1
116171264739528,Jhe Ssie Ca,These ads ran without a disclaimer,222,5
2526565254236651,SPM Gian Crisostomo,SPM Gian Crisostomo,222,1
382367002579443,101 boat buffet samal davao island hopping catering,These ads ran without a disclaimer,222,1
107081312406718,Kagawad Malou Castillo,Albert Allan Coronel Ventura,221,1
103288482637036,Merce Angele,These ads ran without a disclaimer,215,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,208,2
103740675411302,imgsinghannabelle,These ads ran without a disclaimer,207,1
106740405745094,Giting ng Santolan,These ads ran without a disclaimer,206,1
308432285929999,Solomon's Proverbs Commentary - Chinese Version,These ads ran without a disclaimer,204,1
102624811687715,Eye Can Cataract Surgery Center and Eye Care Clinic - San Juan CIty,These ads ran without a disclaimer,201,1
101896385927302,Authority Asia,Authority Asia Communications Inc.,200,1
104354016010360,Marcus & Co.,These ads ran without a disclaimer,200,1
108276595097870,Neptali Bacuso Camsol,Jonathan Malinias Camsol,200,1
104278205658325,Councilor Jahara Salazar Gubat,April Jahara Salazar Gubat,200,1
161724383883802,SB Naphy Facunla,Napholion C. Facunla,200,1
101769791641730,SB Tata Supporters,Rolly Jude Mariano Ortega,200,1
102389359204185,Cagayan de Oro City Information Office,These ads ran without a disclaimer,197,2
108161045597004,Lawrence Cesar Pelletero,These ads ran without a disclaimer,196,1
102958562272738,Miss Chief Editor,These ads ran without a disclaimer,195,1
108361825022035,PARC Samar and Leyte,These ads ran without a disclaimer,193,1
1674692332785202,"Miguel ""Migz"" Zayco",These ads ran without a disclaimer,192,1
659153664797556,Health Care Facility 4,These ads ran without a disclaimer,190,1
105934040893085,Thomas Isias Waje,These ads ran without a disclaimer,188,1
366797844060990,Now You Know,These ads ran without a disclaimer,186,1
107344477565011,Cong. Maria Fe Abunda,Chessa Sy Yutankin,177,1
438693356722628,Dadays Clothes Store Iba Zambales,These ads ran without a disclaimer,173,1
125595624162031,憲哥身材管理c3,These ads ran without a disclaimer,172,1
102735312138491,Tuloy Ang Tulong at Serbisyo-TATS,These ads ran without a disclaimer,172,1
107478862028628,Konsehal Giulius Samson,Giulius Samson,171,1
855066267986582,Affordable Life Plan and Insurance - St Peter agent Rechelle Morga,These ads ran without a disclaimer,171,1
1441778002773637,The way to Islam,These ads ran without a disclaimer,169,1
220542682612,DJ Double B InternationalHostEmcee LightsSounds LiveStreamingService,These ads ran without a disclaimer,168,2
114364031608765,Angelie M. Mamac,These ads ran without a disclaimer,168,1
483430665076578,Edukasyon.ph,Edukasyon.ph,166,2
103322022660019,Genreid Estrada,These ads ran without a disclaimer,163,1
118888011184460,"JRC Famous Fishball-Sampaloc,Manila",These ads ran without a disclaimer,162,1
104117745847093,Mrs Lucky18,These ads ran without a disclaimer,158,2
106314054409571,Zydee in Dubai,These ads ran without a disclaimer,153,1
372811693125669,"Newfold Digital Philippines - Formerly Dreamscape Networks, Inc.",These ads ran without a disclaimer,152,1
2021264188179777,Byaheng GAAbante,Byaheng GAAbante,150,1
105527488494426,Hidlaw Panay,HIDLAW Panay 2022,150,1
111096401719569,Colors of Life 色彩．人生,These ads ran without a disclaimer,148,1
125657870834588,The Freeman,These ads ran without a disclaimer,148,1
102106305033084,Hezekiah Accounting Services Co.-Pasig Branch,These ads ran without a disclaimer,147,2
188925428202321,Real California Milk Philippines,These ads ran without a disclaimer,146,1
352792565398869,Juzaika Japan & Autralian Surplus,These ads ran without a disclaimer,145,1
116660961323929,Charlie Artugue,These ads ran without a disclaimer,145,1
104990229278567,3rd Hinunangan Half Marathon 2023,These ads ran without a disclaimer,144,1
157566977640144,"7Core Communications, Inc.","7Core Communications, Inc.",138,1
118346724571615,Michael Van Barrios,These ads ran without a disclaimer,137,1
333332490824094,Plastic Bank,These ads ran without a disclaimer,137,1
229154803916893,Open Doors PH,These ads ran without a disclaimer,133,2
107847321664532,Henry Tumlos,These ads ran without a disclaimer,132,1
373083609877566,Kgd. Nol Quilinguen,These ads ran without a disclaimer,132,1
109753215266024,Maybelle Blossom Aquino Dumlao-Sevillena,These ads ran without a disclaimer,131,1
100108226244136,PH 24 ORAS,The Message Booster Enterprise,130,1
31292782350,Deutschland.de,These ads ran without a disclaimer,126,9
103904618020952,Kikumoto Immigration Firm,These ads ran without a disclaimer,124,1
117446344659032,Online Sugalan to the Max,Jonathan Uson Costamero,124,2
107745685148188,AAT Granite Installation Services,These ads ran without a disclaimer,123,1
109242738827757,The Royal Health Alliance,These ads ran without a disclaimer,123,1
106256777922958,SEA Today News,These ads ran without a disclaimer,121,4
104894502421974,PH Biz Forum,The Message Booster Enterprise,121,2
101329642785264,Alyansa,The Message Booster Corp.,120,1
100887732603426,"Cultural Center, Iran Manila",These ads ran without a disclaimer,120,2
347265340270,Architecture Competitions,These ads ran without a disclaimer,120,1
100117561674464,Tagalog Sermon Outline Resources,These ads ran without a disclaimer,120,1
1919620981640591,The Initiative PH,These ads ran without a disclaimer,118,1
323973651073403,"Visayas Command, AFP",These ads ran without a disclaimer,118,2
105515195010665,Terra Business Permits Assistance,These ads ran without a disclaimer,117,1
33308238802,Asian Institute of Management,These ads ran without a disclaimer,116,1
119666034725265,Aster DM Healthcare,These ads ran without a disclaimer,116,1
109970274861274,Councilor Kim Bandarlipe,Kim Garabiles Bandarlipe,115,1
1410371328976062,Roy M. Gonzales,These ads ran without a disclaimer,115,1
112346188472684,Stemcell Technologist,These ads ran without a disclaimer,114,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,112,3
120799677625833,4Rfamily,These ads ran without a disclaimer,112,1
112131201686528,SUPER KAP,Message Doctor PH Company,112,1
1850984888476544,Le An Travel Solutions,These ads ran without a disclaimer,111,1
127048324463682,Camaya Properties by Team LionHeart,These ads ran without a disclaimer,111,1
100193125465422,amanahlestarialam,These ads ran without a disclaimer,110,1
111716750661105,怦然星動,These ads ran without a disclaimer,110,1
105236148413499,chilean_mate,These ads ran without a disclaimer,109,1
115271461511500,Levie Fuentes Torres,These ads ran without a disclaimer,109,1
107328828775124,EcoSource Solar Solutions,These ads ran without a disclaimer,102,1
110862751824432,DVillanueva Annie,These ads ran without a disclaimer,102,1
101393355495269,Karina Cuevas Reyes,Karina Reyes,≤100,1
263174607643447,Ako Bakwit,Nazh-Far Mariwa Berganio,≤100,1
434362833996388,Board Member Juday Dote Servando,Judy Ann Dote Servando,≤100,1
888775471252534,Vice Mayor Jeffrey Ganzon,Ailalay,≤100,1
104068396002526,Project Lugud: O So Diskonekted,These ads ran without a disclaimer,≤100,2
101626476153675,USWAG Sibugaynon,These ads ran without a disclaimer,≤100,1
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,≤100,1
106630794679150,Thecutedumb,These ads ran without a disclaimer,≤100,2
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,4
108729722196390,Dear Self Noted,These ads ran without a disclaimer,≤100,1
106770122061435,Boses ng Bayan Amadeo,These ads ran without a disclaimer,≤100,1
299932104033196,Papa Designs - Main,These ads ran without a disclaimer,≤100,1
104770119213092,Kimmy Funtilon,These ads ran without a disclaimer,≤100,1
107927202016607,The Playhouse Cauayan,These ads ran without a disclaimer,≤100,1
101598589306750,Siga,Siga,≤100,1
101726075086081,Chesca Persia,Chesca Persia,≤100,1
252124794972587,Citie Blooms,These ads ran without a disclaimer,≤100,1
249882958438073,Quest Hotel & Conference Center - Cebu,These ads ran without a disclaimer,≤100,1
109454085186471,Asenso Baroy,These ads ran without a disclaimer,≤100,1
101137925240884,MJ's Closet,These ads ran without a disclaimer,≤100,1
111629731938245,"Tol, Transporter",These ads ran without a disclaimer,≤100,1
109357885371116,Maria Masaya P Pangaruy,These ads ran without a disclaimer,≤100,1
103014512816115,ballesteros vlog,These ads ran without a disclaimer,≤100,4
172348652806226,DEKRA,These ads ran without a disclaimer,≤100,1
108642343902560,Fight4Freedom Philippines,These ads ran without a disclaimer,≤100,1
2224604001197552,Michael Dragon Javier,These ads ran without a disclaimer,≤100,1
401812333925645,Malayang Quezon City,These ads ran without a disclaimer,≤100,1
472103676235654,"Ako'y Sariayahin, Ikaw ga?",These ads ran without a disclaimer,≤100,2
111303025104461,Yarn ang Pinoy,The Message Booster Enterprise,≤100,1
103679252545648,Obrero Pilipino,The Message Booster Enterprise,≤100,1
186941441963835,"Barangay Sabang, Lipa City",Nivend Dimayuga Lasin,≤100,4
113348455030276,Orson Ubay-ubay Garcia,These ads ran without a disclaimer,≤100,1
107709755469083,Bayan ng Magigiting,The Message Booster Enterprise,≤100,1
100479289400227,Municipal Government of Obando,These ads ran without a disclaimer,≤100,1
104595105786231,Pinoy OFW Network,The Message Booster Enterprise,≤100,1
104103019131273,Our World Meta,These ads ran without a disclaimer,≤100,1
100934369535972,Fred Anthony,These ads ran without a disclaimer,≤100,1
100173486265813,Malayang Pilipinas,The Message Booster Enterprise,≤100,1
111448271195692,8983aj,These ads ran without a disclaimer,≤100,1
107894342022059,Rebuilt & Rise Trading OPC,These ads ran without a disclaimer,≤100,1
170254846492680,Erga page,These ads ran without a disclaimer,≤100,1
111166681818462,KapeHuan Mobile,These ads ran without a disclaimer,≤100,1
106658591979559,Mac&J window blinds trading Bacolod branch,These ads ran without a disclaimer,≤100,1
105234167690261,AG Car Rental Cebu,These ads ran without a disclaimer,≤100,1
104884022478816,Clean Earth Ph,These ads ran without a disclaimer,≤100,1
354860568383206,JJS FOOD HUB,These ads ran without a disclaimer,≤100,1
1515763818663512,CNN Philippines,These ads ran without a disclaimer,≤100,2
164898030855342,Skin911 Davao - Lanang Branch,These ads ran without a disclaimer,≤100,1
130159990066736,City Sights,These ads ran without a disclaimer,≤100,1
109051174913912,Jhon Kevin G. Arado,These ads ran without a disclaimer,≤100,1
1743680625843449,OST Tayabas Heritage Group Incorporated,These ads ran without a disclaimer,≤100,1
118110185432759,Stoller Philippines,These ads ran without a disclaimer,≤100,1
1513598595608136,Konsehal Phillip Yerro Kimpo,These ads ran without a disclaimer,≤100,1
107480445285867,JCI Las Pinas,These ads ran without a disclaimer,≤100,1
105418119177148,Regal Governance Alliance League,These ads ran without a disclaimer,≤100,1
118068784628175,Chicas De Junta,These ads ran without a disclaimer,≤100,1
707882586056337,Ayala Malls Vertis North,These ads ran without a disclaimer,≤100,1
121892191231546,Евразийский банк развития,These ads ran without a disclaimer,≤100,1
100436846011077,Abogada Nikki Pilar,These ads ran without a disclaimer,≤100,2
122773617484272,Akhi Ceides Celestino Corral,These ads ran without a disclaimer,≤100,2
110818941452003,Morehackz Stories,These ads ran without a disclaimer,≤100,5
115976838124579,Yvonne Demotica Lindres Abaya Dumangas Fiesta Queen 2023,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100,2
533882799994202,Michael Choi,These ads ran without a disclaimer,≤100,1
101121136295759,ROE x MANNY Pacquiao NFT,These ads ran without a disclaimer,≤100,1
373926236471056,Kit Gallery,These ads ran without a disclaimer,≤100,1
105408382565175,Luz Carungay,These ads ran without a disclaimer,≤100,2
21474437688,Deloitte,These ads ran without a disclaimer,≤100,1
103976429249141,MetroPh Digital,These ads ran without a disclaimer,≤100,1
119229077807903,Haodehaode108,These ads ran without a disclaimer,≤100,1
121420517615441,Tamfaken Lum'alay Festival,These ads ran without a disclaimer,≤100,3
105637812232050,Archangels Sports Apparel,These ads ran without a disclaimer,≤100,1
115632074860305,Melita Redito Eleccion Rendon,These ads ran without a disclaimer,≤100,2
621083371323466,인민망,These ads ran without a disclaimer,≤100,1
101840411837559,Liang Crispy Roll PH,These ads ran without a disclaimer,≤100,1
100162738241949,Xu Zeyu,These ads ran without a disclaimer,≤100,1
104643954963972,Online Pabenta,These ads ran without a disclaimer,≤100,1
107777182316820,Baguio GREEN EXPO,These ads ran without a disclaimer,≤100,1
358172310973819,Pulse Association of the Philippines,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,2
113192036820162,Prof. Soc Anthony del Rosario,These ads ran without a disclaimer,≤100,1
101329642785264,Alyansa,The Message Booster Enterprise,≤100,1
103114146142400,YES to JVA,These ads ran without a disclaimer,≤100,1
101002224779138,J’s Heavy Equipment Rental Hub,These ads ran without a disclaimer,≤100,2
107357513999460,Breast Surgery PH,These ads ran without a disclaimer,≤100,2
326577858236185,Konsehal Amiboy A. Perales,These ads ran without a disclaimer,≤100,1
101295508364960,Alcoan Driving School,These ads ran without a disclaimer,≤100,1
106792341615255,One Day at a Time  O,These ads ran without a disclaimer,≤100,1
109369965391393,Jimmy Escondo Arroza,These ads ran without a disclaimer,≤100,1
109937251942333,Authentic Godo,These ads ran without a disclaimer,≤100,1
102682244647551,Gomez Kingharl,These ads ran without a disclaimer,≤100,1
101779124979467,BasisTables,These ads ran without a disclaimer,≤100,1
102780392650615,"Teodoro R. Yangco Masonic Lodge :: 351, R3-Zambales",These ads ran without a disclaimer,≤100,1
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
1452232881531908,UNICEF East Asia & Pacific,These ads ran without a disclaimer,≤100,3
104644508365454,jazxjelly.art,These ads ran without a disclaimer,≤100,1
112131201686528,SUPER KAP,The Message Booster Enterprise,≤100,1
110860242012594,PMFI-CSR,These ads ran without a disclaimer,≤100,2
2368316036787161,City Government of Isabela de Basilan,These ads ran without a disclaimer,≤100,2
102138619521029,Neth de los Santos,These ads ran without a disclaimer,≤100,1
100844496279800,M&B Auto Trading and Car Financing,These ads ran without a disclaimer,≤100,1
122572657813943,Pontifical University of St. Thomas Aquinas - Angelicum,These ads ran without a disclaimer,≤100,1
101291708363728,Tổng kho sách,These ads ran without a disclaimer,≤100,1
1726818180912288,Carlbalita Cotabato,These ads ran without a disclaimer,≤100,1
113267761589232,An Gel,These ads ran without a disclaimer,≤100,1
106396658531302,BCD PIO,These ads ran without a disclaimer,≤100,1
104453025918346,Catherine G. Plaza,These ads ran without a disclaimer,≤100,1
112034180621424,Mayor Don Abalon,These ads ran without a disclaimer,≤100,2
195624303902850,Rapport Ph,These ads ran without a disclaimer,≤100,1
134024489998663,"Aboitiz Land, Inc.",These ads ran without a disclaimer,≤100,1
110235408641442,Ipm-Cdc Waste Management Bacolod,These ads ran without a disclaimer,≤100,1
464529390281217,Fortrust Education PH,These ads ran without a disclaimer,≤100,2
122572870817792,Fa Chai Win,These ads ran without a disclaimer,≤100,1
101402578133322,DK-Core News,These ads ran without a disclaimer,≤100,1
122112487489355,Casa del Amor,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,16
845229052251749,ENZ Education Consultancy Services,These ads ran without a disclaimer,≤100,1
109249478779348,Konsi Ruben Sabado Agliam,These ads ran without a disclaimer,≤100,1
105003001590066,russy_p_papaphone,These ads ran without a disclaimer,≤100,1
101007335833258,Happy Truck,These ads ran without a disclaimer,≤100,1
119342637829973,HRD DepEd Northern Samar,These ads ran without a disclaimer,≤100,1
207586139332211,Asian Consulting Group - ACG,These ads ran without a disclaimer,≤100,2
799241656909898,Batanes Tattus Travel and Tours,These ads ran without a disclaimer,≤100,3
724904424249037,Sol Eugenio,These ads ran without a disclaimer,≤100,1
602757396840322,Bocah online,These ads ran without a disclaimer,≤100,1
100289162995811,Hugot ni Jacob,These ads ran without a disclaimer,≤100,1
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,2
105580165492268,Reprint Mnl Printing Services,These ads ran without a disclaimer,≤100,1
108088022141004,"Governor Edcel ""Grex"" Lagman",These ads ran without a disclaimer,≤100,2
103092238774307,Sobe Ad Agency,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,7
150793518281117,Covestro,These ads ran without a disclaimer,≤100,1
109877614125610,Komatsu,These ads ran without a disclaimer,≤100,1
101981918812659,Sindjus,These ads ran without a disclaimer,≤100,1
114186743283123,Australia Express,These ads ran without a disclaimer,≤100,1
102753938463585,Print Ko Disenyo,These ads ran without a disclaimer,≤100,1
1377727435646501,KIA BONGO CDO,These ads ran without a disclaimer,≤100,1
336816880446652,KARANSUtv,These ads ran without a disclaimer,≤100,1
162944477235247,Erlin Olan Photography,These ads ran without a disclaimer,≤100,1
109150338693242,Jason Adaza,These ads ran without a disclaimer,≤100,1
101466184613456,Fuzzy Times,These ads ran without a disclaimer,≤100,3
292780334633,International Christian Embassy Jerusalem (ICEJ),These ads ran without a disclaimer,≤100,1
550876251739520,Plastic Free Bohol,These ads ran without a disclaimer,≤100,1
101199639623409,Ji Su Ebike Dumaguete,These ads ran without a disclaimer,≤100,1
1717977938493466,Reyes Studio,These ads ran without a disclaimer,≤100,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,1
918318338180165,CHINT GROUP,These ads ran without a disclaimer,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,15
111647200322822,AERA Printing and Packaging Services,These ads ran without a disclaimer,≤100,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,≤100,1
105561875784355,saopaulomaisperto,These ads ran without a disclaimer,≤100,1
105494999119637,Akonucheya TV,These ads ran without a disclaimer,≤100,1
1927306467551545,Karera sa Bukid,These ads ran without a disclaimer,≤100,1
161666143844859,Sandvik,These ads ran without a disclaimer,≤100,1
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,1
105035672362276,ASEAN-Japan Eco-School,These ads ran without a disclaimer,≤100,1
101386416129005,Jonathan Baco Abrigo,These ads ran without a disclaimer,≤100,1
113440984313721,Jogarquiz/freefun,These ads ran without a disclaimer,≤100,1
749745838758975,Phelps Dodge Philippines - Wires and Cables,These ads ran without a disclaimer,≤100,1
100193915664500,Joseph Omar O. Andaya,These ads ran without a disclaimer,≤100,3
106442387950353,CL Fashion co.,These ads ran without a disclaimer,≤100,1
100165642915505,Joyce Percy Pugosa,These ads ran without a disclaimer,≤100,1
107294189026788,Percival Tingpets Velez Batar,These ads ran without a disclaimer,≤100,1
120756794689695,Central Luzon Doctors' Hospital,These ads ran without a disclaimer,≤100,1
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100,3
110099331940978,More Hackz - MediaSmarter,These ads ran without a disclaimer,≤100,2
106285788819078,"𝙀𝙍𝙄𝙆𝘼 ""𝙀𝙆𝘼 𝙍𝘼𝙈𝙊𝙎"" 𝙑𝙄𝙑𝘼𝙍",These ads ran without a disclaimer,≤100,1
63464009352,Mega Magazine,These ads ran without a disclaimer,≤100,1
151808344940167,Jevpic Productions,These ads ran without a disclaimer,≤100,1
101468615265397,Quiztest English,These ads ran without a disclaimer,≤100,1
102470226203265,Colonel Valencia,These ads ran without a disclaimer,≤100,3
1390745591150821,NRC - Norwegian Refugee Council,These ads ran without a disclaimer,≤100,1
102623776002357,Funnies Now - Magazine Page 2,These ads ran without a disclaimer,≤100,3
103023148280553,International HR Institute,These ads ran without a disclaimer,≤100,1
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,≤100,5
426799224176976,ActionAid,These ads ran without a disclaimer,≤100,1
251976498539216,Erwin Tulfo,These ads ran without a disclaimer,≤100,1
106104364874560,BayWa r.e. Solar Distribution / PH,These ads ran without a disclaimer,≤100,1
265345800469382,Hyundai Motor Group,These ads ran without a disclaimer,≤100,1
1718677031753316,Living ASEAN,These ads ran without a disclaimer,≤100,1
100432812945779,algoresearch,These ads ran without a disclaimer,≤100,1
103937795477854,Habitude,These ads ran without a disclaimer,≤100,1
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,≤100,2
105396005720390,Sahabat palestin,These ads ran without a disclaimer,≤100,1
109131941648187,Barefoot Theatre Collaborative,These ads ran without a disclaimer,≤100,1
109335605140131,Invest SEA,These ads ran without a disclaimer,≤100,1
469108196908388,Metro News Central,Metro News Central,≤100,2
106387855135011,VTV Đặc Trị Ung Bướu - Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,≤100,2
352462304853981,Serenity Band - Bohol,These ads ran without a disclaimer,≤100,1
105786685774089,Tita's Attic Finds,These ads ran without a disclaimer,≤100,1
430258463820053,International School of Ministry with Pastor Chris,These ads ran without a disclaimer,≤100,1
117818434635419,silasthestylish,These ads ran without a disclaimer,≤100,1
500259383489171,Guidable,These ads ran without a disclaimer,≤100,1
101178692525359,LONGi Asia-Pacific,These ads ran without a disclaimer,≤100,1
1378287415773116,Start Network,These ads ran without a disclaimer,≤100,1
111881424653695,Swank Guide,These ads ran without a disclaimer,≤100,1
165476513965,Royal Society Publishing,These ads ran without a disclaimer,≤100,1
112633081342760,RK World,These ads ran without a disclaimer,≤100,1
160368511216287,FrieslandCampina Careers,These ads ran without a disclaimer,≤100,2
204740833658478,Exness Life,These ads ran without a disclaimer,≤100,1
104324771785512,横河計測株式会社,These ads ran without a disclaimer,≤100,1
105880008604517,Tap Travel,These ads ran without a disclaimer,≤100,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100,3
107816645208695,Flagship Store Closing Clearance,These ads ran without a disclaimer,≤100,1
111497354798409,Tinfoil U-Turn,These ads ran without a disclaimer,≤100,1
107130245691025,Daily Gifts 24H,These ads ran without a disclaimer,≤100,2
121147297646274,history_in_comparisons,These ads ran without a disclaimer,≤100,1
156466741102918,Monty Mobile,These ads ran without a disclaimer,≤100,2
103072135315463,Fully Delicious - Trends,These ads ran without a disclaimer,≤100,1
294837634511305,24/7 Mirror,These ads ran without a disclaimer,≤100,1
111735824660625,Big Treveler,These ads ran without a disclaimer,≤100,1
110478361801170,Primmitive,These ads ran without a disclaimer,≤100,1
176312779081792,Hitachi Asia,These ads ran without a disclaimer,≤100,1
111232968542053,Manual del Instalador Solar,These ads ran without a disclaimer,≤100,1
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,≤100,2
107462001854150,Silly Traveler,These ads ran without a disclaimer,≤100,1
102800215034719,Lux & Lush - Culture,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
106573632404586,NYCrippyK,These ads ran without a disclaimer,≤100,1
319907181792138,Fiona  Xie,These ads ran without a disclaimer,≤100,1
105885549169547,Kanazawa - WebNovel,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
109036555449915,Slenergy,These ads ran without a disclaimer,≤100,1
329657520419653,FxGrow,These ads ran without a disclaimer,≤100,1
114336294489108,World Traveler,These ads ran without a disclaimer,≤100,2
872194049600781,Joorala,These ads ran without a disclaimer,≤100,1
110428748083535,Fleming College Toronto,These ads ran without a disclaimer,≤100,1
105789958807260,Trung tâm Da Liễu Việt Nam CS7,These ads ran without a disclaimer,≤100,1
105187402405067,Smart Better Manly,These ads ran without a disclaimer,≤100,5
100336519266202,MR Worldwide,These ads ran without a disclaimer,≤100,1
1448903671990351,China.org.cn,These ads ran without a disclaimer,≤100,1
102723762108199,Tsikdem Communication,These ads ran without a disclaimer,≤100,1
525102824185497,Indo-Pacific Defense Forum,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
1592983857598216,China Eastern Airlines,These ads ran without a disclaimer,≤100,1
342526129176907,World Maritime University - headquarters,These ads ran without a disclaimer,≤100,1
107169648214472,Every Day Koala Living,These ads ran without a disclaimer,≤100,1
102245370126806,Luis Felipe Tilleria,These ads ran without a disclaimer,≤100,2
100269512409339,Tripfeed,These ads ran without a disclaimer,≤100,1
108367678367599,Mok Reading,These ads ran without a disclaimer,≤100,1
105645202272681,Migración Hoy,These ads ran without a disclaimer,≤100,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,1
100539877985698,Spotlight Beijing,These ads ran without a disclaimer,≤100,1
115591005188475,Global Times,These ads ran without a disclaimer,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,2
1882160755422758,Edgar Boshart,These ads ran without a disclaimer,≤100,1
