Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
181516461879071,Carers NSW,These ads ran without a disclaimer,≤100,1
107987881740471,John Mullahy MP,John Mullahy MP,≤100,2
100182449759480,Lani Dumas - La Trobe Uni Council,Lani P Dumas,≤100,3
100606862104935,Feminist_Trash,These ads ran without a disclaimer,≤100,2
1104102933114800,Pitch Artist Agency,These ads ran without a disclaimer,≤100,1
110959515057413,SA Solar Energy Pty Ltd,These ads ran without a disclaimer,≤100,1
788385304507966,Joe Kelly MP,Joe Kelly MP,≤100,2
524465071077566,Mark Parton MLA,Mark Stuart Parton,≤100,2
107323888316909,Dr. Carina Garland Member for Chisholm,Dr. Carina Garland MP,≤100,7
103045794397820,Selfawear,These ads ran without a disclaimer,≤100,1
110866874147741,ShEqual,These ads ran without a disclaimer,≤100,1
109085037148677,LGEMA - Local Government Elected Members Association,Lorna Ann Buchan,≤100,1
563697713753175,Islamophobia Register Australia,Islamophobia Register Australia,≤100,1
755052671370244,Daily-Stuff.com,These ads ran without a disclaimer,≤100,5
217644065409,Dog News Australia,These ads ran without a disclaimer,≤100,1
1483396328456198,Acciona.Australia,These ads ran without a disclaimer,≤100,3
107962970744313,Deputy Mayor Jacob Madsen - Ipswich City Council,Jacob Madsen,≤100,1
1660905180833979,Parliament of Victoria,These ads ran without a disclaimer,≤100,2
54138464915,Mackay Regional Council,Mackay Regional Council,≤100,3
119344539932039,OptaPower,These ads ran without a disclaimer,≤100,9
185852198153710,Woollahra Council,These ads ran without a disclaimer,≤100,1
117926934617164,The Betting Brain,These ads ran without a disclaimer,≤100,1
207392485967326,Stacks Law Firm,Stacks Law Firm,≤100,3
94936997928,Reconciliation NSW,Reconciliation NSW,≤100,1
104766497639403,Mark Turner - Member for Blain,Mark Paul Michael Turner,≤100,1
131123836958575,Sisters of Charity Foundation,Sisters of Charity Foundation,≤100,2
191151434373471,Senator Sue Lines,Senator Sue Lines,≤100,1
925184444210789,Paisley Park,These ads ran without a disclaimer,≤100,1
513154475468041,Jason Hunt MP,Jason Hunt MP,≤100,1
105037008797149,Shawn Lu - Fairfield City Local,Shawn Anfernee Lu,≤100,1
1933939600195987,CFMEU Manufacturing,CFMEU Manufacturing Division,≤100,1
528419807322880,A Brave Life,These ads ran without a disclaimer,≤100,1
236408543507409,Donna Faragher MLC,Donna Evelyn Mary Faragher,≤100,1
785467871512103,TWOOBS,These ads ran without a disclaimer,≤100,1
118042578248954,ARIA,These ads ran without a disclaimer,≤100,1
1220981994590364,FT Partner Content,These ads ran without a disclaimer,≤100,4
111003895273446,history_unknown_1,These ads ran without a disclaimer,≤100,1
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,25
100198709493985,Nullker Company,These ads ran without a disclaimer,≤100,2
100285205797135,jasjowett,These ads ran without a disclaimer,≤100,1
360719903059,Senator Sarah Henderson,Senator Sarah Henderson,≤100,1
102207652565061,"Councillor Blake Lawrenson - Water Gully Ward, City of Tea Tree Gully","Councillor Blake Lawrenson - Water Gully Ward, City of Tea Tree Gully",≤100,1
1579519485669345,Ingham Sugar City Rodeo,These ads ran without a disclaimer,≤100,1
106033828831163,Teeny Brumby - Mayor of Burnie,Teeny Brumby,≤100,2
110447131547,Indigo Foundation (Australia),indigo foundation,≤100,1
107134458972894,First Nations Chamber of Commerce and Industry,These ads ran without a disclaimer,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
154841091197103,Bendigo Sustainability Group - BSG,Bendigo Sustainability Group - BSG,≤100,1
103101449449236,The National,These ads ran without a disclaimer,≤100,1
109315600543407,Groundswell Giving,Groundswell Giving,≤100,1
815108432178697,Us and The Earth,Us and The Earth,≤100,2
501779903241706,Animal Justice Party AJP Western Australia,Animal Justice Party,≤100,1
1008342222608464,We Are CBR,These ads ran without a disclaimer,≤100,1
1693649057528365,CPP,These ads ran without a disclaimer,≤100,1
432474437121377,Dan Purdie MP,Dan Purdie MP,≤100,1
2100865966677795,Stonnington Council Watch,Stonnington Council Watch,≤100,1
295744120519528,Cassie Rowe MLA,WA Labor,≤100,2
102770045033908,Mekong Plus Vietnam,These ads ran without a disclaimer,≤100,1
2167016373311038,QUT Online,These ads ran without a disclaimer,≤100,2
280493392071458,"Brett Treby FGIA - Deputy Mayor, City of Wanneroo",Brett Milton Treby,≤100,1
1539001816209461,Join the Adventure,Join the Adventure,≤100,1
263791470351475,Tim Whetstone - Member for Chaffey,Tim Whetstone MP,≤100,1
1540790036219706,Josh Willie MLC,Joshua Barton Willie,≤100,1
454457481253317,QCCL Queensland Council for Civil Liberties,Michael James Cope,≤100,1
367384130407738,National Secular Lobby,National Secular Lobby,≤100,1
109440785245448,Lord Mayor Jane Lomax-Smith,Jane Lomax-Smith,≤100,1
226488207490635,Mackay Mayor's Charity Ball,Mackay Regional Council,≤100,1
175217769351510,Bill Tilley MP,Bill Tilley MP,≤100,1
102899431394185,Progressive Port Phillip,Progressive Port Phillip,≤100,1
100732961417696,"Amy Eden - Councillor Div. 5, Cairns Regional Council",Amy Maree Eden,≤100,2
105373472095556,Avenir Soul,These ads ran without a disclaimer,≤100,1
243362776583569,Air Mail,These ads ran without a disclaimer,≤100,1
711307762589123,Lane Cove Council,These ads ran without a disclaimer,≤100,1
141579799212831,Refugee Action Coalition Sydney RAC,Refugee Action Coalition Sydney,≤100,1
57302496683,VulgarGrad,These ads ran without a disclaimer,≤100,1
1146798322074189,Sky Energy,These ads ran without a disclaimer,≤100,1
291683031664,Team Sadowski/Nevill Geraldton Real Estate,These ads ran without a disclaimer,≤100,2
169001986494190,Indian Link,Indian Link,≤100,2
282773121775000,Georges Riverkeeper,Georges Riverkeeper,≤100,1
304077750089183,Australian Federation of Islamic Councils,These ads ran without a disclaimer,≤100,1
232507546793455,Merewether Pharmacy,These ads ran without a disclaimer,≤100,2
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,4
106667257481619,re.alemos,These ads ran without a disclaimer,≤100,5
109650015149050,Luke Aneke,These ads ran without a disclaimer,≤100,1
606654792690003,City of Ryde,These ads ran without a disclaimer,≤100,1
565826410233605,Suzanne Orr,ACT Labor,≤100,1
244639282927426,Senator Gerard Rennick,Senator Gerard Rennick,≤100,1
202542336748323,"Ann-Maree Greaney - Councillor for Division 3, Townsville",Ann-Maree Greaney,≤100,1
192119404147831,Pace Farm Eggs,These ads ran without a disclaimer,≤100,1
136375939760190,PWOA - Pakistan Welfare Organisation In Australia,Syed M A Abidi,≤100,1
782938041757562,John Woodward - Councillor for Keswick Ward,John Paul Edward Woodward,≤100,1
104075199348867,𝘽𝙧𝙞𝙣𝙜 𝘽𝙚𝙣 𝘽𝙖𝙘𝙠: Ben Hines for USU,These ads ran without a disclaimer,≤100,1
107882827457499,Gippsland Climate Change Network,Gippsland Climate Change Network,≤100,1
103583419139276,Australians United - party,Jamal Daoud,≤100,1
448833041924647,Councillor Steven Rypp Town of Walkerville,Steven James Rypp,≤100,1
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,2
1917406621823191,St Maussaudes Soul Cleaners,These ads ran without a disclaimer,≤100,2
1494991424142437,Tweed Shire Council,These ads ran without a disclaimer,≤100,1
434825980207946,Lifelong Learning Centres,These ads ran without a disclaimer,≤100,3
100186029375659,Jeredine Koroma,These ads ran without a disclaimer,≤100,1
100257925642576,Uziiibuy-1,These ads ran without a disclaimer,≤100,5
1606464386255025,Western Rivers Alliance,Western Rivers Alliance,≤100,1
106226729131148,Justice4Heidi,These ads ran without a disclaimer,≤100,1
107948437715318,Energy Smart Farming,These ads ran without a disclaimer,≤100,1
203304343031704,Anglican Aid,Anglican Aid,≤100,7
106056495713667,Kiss + Tell,These ads ran without a disclaimer,≤100,2
315505355502028,Olivia Waters Couture,These ads ran without a disclaimer,≤100,1
1696265500641734,Simon Millman MLA,Simon Millman MLA,≤100,2
107960715275986,Moira Were Mayor City of Onkaparinga,Moira Therese Were,≤100,1
117241141903,Barnardos Australia,These ads ran without a disclaimer,≤100,2
108431372247643,1 Skinny Fact No Sugar,These ads ran without a disclaimer,≤100,1
194040513973995,Engineers Without Borders Australia,Engineers Without Borders Australia,≤100,1
275391606680727,Aus Solar Connect,These ads ran without a disclaimer,≤100,1
1870657019896432,Kobu Collective Swim,These ads ran without a disclaimer,≤100,1
104259137979023,WinZero - Wingecarribee Net Zero Carbon Emissions,WinZero Inc,≤100,2
1799511626793010,Dr Paul Harvey - The Plasticology Project,These ads ran without a disclaimer,≤100,1
876490469211317,DV-alert,These ads ran without a disclaimer,≤100,1
116618390633619,Monicaxt,These ads ran without a disclaimer,≤100,2
117039841320523,Big Pink Youth Dialogue,Northern Gold Coast Rotaract,≤100,1
103835705175614,Royal Flying Doctor Service Victoria,These ads ran without a disclaimer,≤100,2
126432930772237,MND South Australia,MND South Australia,≤100,1
102844187763382,Chan Sondhu Designs,These ads ran without a disclaimer,≤100,1
113407142024401,Your Law Victoria,These ads ran without a disclaimer,≤100,4
100729475607181,The Community Independents Project,The Community Independents Project Pty :td,≤100,2
310881492288130,Tempo Theatre,These ads ran without a disclaimer,≤100,1
109211515409715,Cog-Pkg Media,These ads ran without a disclaimer,≤100,1
116420018389028,Animal Liberation,Animal Liberation,≤100,6
111918525114924,Dandenong Council Watch,Dean Andrew Hurlston,≤100,1
109314307596236,ridewithprideorganization,These ads ran without a disclaimer,≤100,1
153621658012598,Sea Shepherd Australia,These ads ran without a disclaimer,≤100,4
106684621854998,Ruby Blinkhorn,These ads ran without a disclaimer,≤100,1
179523605276,City of Adelaide,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,9
1878571879098208,Narrandera Shire Council,These ads ran without a disclaimer,≤100,2
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,1
1511401052285385,Solace Kitchen,These ads ran without a disclaimer,≤100,1
886916111456585,Anita Dow MP,Anita Dow MP,≤100,2
121109440930352,Lineic,These ads ran without a disclaimer,≤100,3
107873953932701,BORRA - Brisbane Off Road Riders Alliance,These ads ran without a disclaimer,≤100,1
286150004818275,Westsun Energy,These ads ran without a disclaimer,≤100,1
370395603656,People with Disability Australia,These ads ran without a disclaimer,≤100,1
116976198039941,Agnaldo,These ads ran without a disclaimer,≤100,3
111400028911030,BOX4,Anthony J Snowden,≤100,1
216029662123709,Emma Hurst,Emma Hurst,≤100,1
195509953807454,Sloanebuilt,These ads ran without a disclaimer,≤100,1
105986798521827,Councillor Jam Xia,Jam Yuqi Xia,≤100,1
197283010361459,Gladstone Regional Council,These ads ran without a disclaimer,≤100,1
271736006173605,Chamber of Commerce Northern Territory,These ads ran without a disclaimer,≤100,1
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,These ads ran without a disclaimer,≤100,2
159277874235130,Golden Grove Lutheran Primary School,These ads ran without a disclaimer,≤100,1
1690297301268397,Narara Ecovillage,These ads ran without a disclaimer,≤100,1
213699815312440,Special Olympics South Australia,These ads ran without a disclaimer,≤100,1
116581154364399,Live the life you please,These ads ran without a disclaimer,≤100,1
802981656440514,CCHR Australia,CCHR Australia,≤100,1
175183845878753,WISE Employment,These ads ran without a disclaimer,≤100,2
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,6
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,15
1780212155636851,Peter Foster MLC,These ads ran without a disclaimer,≤100,1
1268343970438877,the.mad.activist,These ads ran without a disclaimer,≤100,1
104719648319623,Pinkish Pods,These ads ran without a disclaimer,≤100,1
1789178941324108,Lisa's Sanctuary,These ads ran without a disclaimer,≤100,1
1331578730298912,Nestlé Professional Australia,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,108
1423471007973396,ATCO Australia,Dennis Mcdougall,≤100,1
111419058878473,Australians for Constitutional Monarchy,David Edward Flint,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,2
110242335696844,UMM,These ads ran without a disclaimer,≤100,1
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100,2
104317368769548,Optus Business,These ads ran without a disclaimer,≤100,1
89134761236,Illawarra Mercury,These ads ran without a disclaimer,≤100,1
243147715707266,Australian Christians,Australian Christians,≤100,1
106958064048797,Progressives 4 Palestine - Australia,Progressives 4 Palestine - Australia,≤100,1
108658411912223,Spotoncare,These ads ran without a disclaimer,≤100,1
101230696278090,Twinchat,These ads ran without a disclaimer,≤100,3
100724372284317,Yoorrook Justice Commission,These ads ran without a disclaimer,≤100,1
105772921246280,MP Group International,These ads ran without a disclaimer,≤100,1
141219205935308,Youth Off The Streets,Youth Off The Streets,≤100,1
105336415886057,The EcoReef Project,These ads ran without a disclaimer,≤100,1
131699272417085,Paul Ell - Deputy Mayor of the Shoalhaven,Paul Stanley Ell,≤100,1
94936997928,Reconciliation NSW,These ads ran without a disclaimer,≤100,1
102858486046049,WATCA - WA Tree Canopy Advocates,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
417010238420382,Edgeworth Oasis Terry White Chemmart Pharmacy,These ads ran without a disclaimer,≤100,1
588037878004529,Happy Valley TerryWhite Chemmart,These ads ran without a disclaimer,≤100,1
1518243001761339,Australian Tamil Congress,Australian Tamil Congress,≤100,1
244713525682607,National Rural Women's Coalition and Network,These ads ran without a disclaimer,≤100,1
123241132914135,Rod Grljusich - Rock Politics,Rodney Wayne Grljusich,≤100,1
103775685370557,Rockhampton Mental Health and Well-Being Social Support Group,These ads ran without a disclaimer,≤100,1
112005770335190,TerryWhite Chemmart Brighton Day & Night,These ads ran without a disclaimer,≤100,1
173791759313339,Junction Fair Terry White Chemmart,These ads ran without a disclaimer,≤100,1
104836955823667,club less,These ads ran without a disclaimer,≤100,1
112686216759173,Aana Dhakal,These ads ran without a disclaimer,≤100,1
846129668781287,Karen Eckermann Councillor,Karen Jane Eckermann,≤100,2
101513458254322,Solar Pricing,These ads ran without a disclaimer,≤100,1
113326633345608,It Takes A Village AU,These ads ran without a disclaimer,≤100,1
334399880304131,Victorian Health Building Authority,These ads ran without a disclaimer,≤100,1
103614522167774,Unlabelled,These ads ran without a disclaimer,≤100,3
308876479158066,TerryWhite Chemmart Taree,These ads ran without a disclaimer,≤100,1
1120324981473380,Wiremarkers Australia,These ads ran without a disclaimer,≤100,1
102602482712009,Click and Trip,These ads ran without a disclaimer,≤100,1
105993535808893,linguisticbabbles,These ads ran without a disclaimer,≤100,1
1902341616753009,Yarapad,These ads ran without a disclaimer,≤100,16
1439364926329185,Animal Matters,These ads ran without a disclaimer,≤100,1
430163860353072,Edgeworth Town Square TerryWhite Chemmart Pharmacy,These ads ran without a disclaimer,≤100,1
162272217315455,Freemans Organic Farm,These ads ran without a disclaimer,≤100,1
479591878916190,Gaslight Pharmacy Rose Bay,These ads ran without a disclaimer,≤100,1
117260011341326,Simon Miles,These ads ran without a disclaimer,≤100,1
181890091876904,Medair,These ads ran without a disclaimer,≤100,1
209007655822452,Simone Heng,These ads ran without a disclaimer,≤100,1
100750315245205,TerryWhite Chemmart Greenvale Lakes,These ads ran without a disclaimer,≤100,1
67331678156,Rabobank Australia,These ads ran without a disclaimer,≤100,1
102386151868694,Graduatez - Graduation,These ads ran without a disclaimer,≤100,2
355448704565626,Jacinta Allan,Jacinta Allan MP,≤100,1
404644296260130,Catholic Education WA,These ads ran without a disclaimer,≤100,1
757440877654306,History Hit,These ads ran without a disclaimer,≤100,1
116454931415094,Yours Truly Support Services,These ads ran without a disclaimer,≤100,2
133570433378147,Roger Cook,Roger Cook,≤100,1
112700263754537,Clint de Young,Clinton de Young,≤100,1
560291854002373,Friends of Palestine WA,These ads ran without a disclaimer,≤100,1
102147636214234,Save Tassie's Mental Health Services,These ads ran without a disclaimer,≤100,2
153686851370520,Recycle Right WA,These ads ran without a disclaimer,≤100,1
947415075356990,Palace Cinemas,These ads ran without a disclaimer,≤100,4
852516428135513,YOUTH PoWR,These ads ran without a disclaimer,≤100,1
671983233213712,"Lorna Buchan, City of Rockingham Councillor",Lorna Ann Buchan,≤100,1
239926263171054,"Cr Steven Ostaszewskyj, City of Bayswater, Central Ward",Steven George Ostaszewskyj,≤100,1
1414006852170077,Independent Schools Victoria,Independent Schools Victoria,≤100,1
518604368157910,Hi-Power Cycles,These ads ran without a disclaimer,≤100,1
106079535139850,Solar Battery Group,These ads ran without a disclaimer,≤100,1
111588011850487,MendingMinds,These ads ran without a disclaimer,≤100,1
1919474238086499,Inside Audible,These ads ran without a disclaimer,≤100,1
104005085867205,yasminmoradi80,These ads ran without a disclaimer,≤100,1
101636839570063,infinite support,These ads ran without a disclaimer,≤100,2
101077795506758,berlinbarmelbourne,These ads ran without a disclaimer,≤100,1
1583798891944122,WestWind Energy - Australia,These ads ran without a disclaimer,≤100,2
353369884690573,Canberra Youth Theatre,These ads ran without a disclaimer,≤100,1
426781644160369,Hunter Rainbow History Group,These ads ran without a disclaimer,≤100,1
508554575980996,SDA NSW & ACT,These ads ran without a disclaimer,≤100,1
225766570789455,Lake Macquarie City Council,These ads ran without a disclaimer,≤100,1
615291135181605,Empire Marina Lake Macquarie,These ads ran without a disclaimer,≤100,2
313524160766,Employment Innovations (EI),These ads ran without a disclaimer,≤100,2
165924416898268,"Women's Electoral Lobby, Australia","Women's Electoral Lobby, Australia",≤100,1
217172158372,Maitland City Council,These ads ran without a disclaimer,≤100,1
64579042740,Barron's,These ads ran without a disclaimer,≤100,6
2006964502901731,City of Karratha Programming and Events,These ads ran without a disclaimer,≤100,1
1414006852170077,Independent Schools Victoria,These ads ran without a disclaimer,≤100,1
581606621934473,International Justice Mission,These ads ran without a disclaimer,≤100,1
136266656430479,Volkswagen R,These ads ran without a disclaimer,≤100,1
184456598234738,Australian Fabians,Australian Fabians Inc.,≤100,1
188543841215577,Islamic Relief Australia,These ads ran without a disclaimer,≤100,1
254267061368971,Inglewood Pharmacy,These ads ran without a disclaimer,≤100,2
1294654197277528,Murrindindi Shire Council,These ads ran without a disclaimer,≤100,2
558635534500700,Festival of Dangerous Ideas,These ads ran without a disclaimer,≤100,1
244628249678839,Senator Jess Walsh,Senator Jess Walsh,≤100,1
760435357474247,Cr Suzanne Migdale- City Of Stirling- Lawley Ward,Suzanne Natalie Migdale,≤100,1
125982670754724,SBS News,These ads ran without a disclaimer,≤100,7
121638470905915,Neglect Apparel,These ads ran without a disclaimer,≤100,1
411973422963732,Twenty Daily,These ads ran without a disclaimer,≤100,3
106976988800423,searching4wonders,These ads ran without a disclaimer,≤100,1
193078457756176,Fortuna Migration,These ads ran without a disclaimer,≤100,1
101442025614806,Chancellor,These ads ran without a disclaimer,≤100,3
1401874933200790,Chapters - Interactive Stories,These ads ran without a disclaimer,≤100,1
108166048910328,Срочные Новости,These ads ran without a disclaimer,≤100,3
858651307538137,Australian Centre on China in the World,These ads ran without a disclaimer,≤100,1
135519949818947,Early Childhood Australia,These ads ran without a disclaimer,≤100,1
204861347079936,The Fremantle Network,Christian John Mauri,≤100,1
297228350473919,Psychologyforasafeclimate,Psychology for a Safe Climate,≤100,1
298561390182731,Dr. Zwig,These ads ran without a disclaimer,≤100,1
103888075397501,NPAA - Nurses' Professional Association of Australia,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,2
1846191312152949,The Butchers Secret - Angle Vale,These ads ran without a disclaimer,≤100,1
691594514319574,Stonehaven Park Puppies,These ads ran without a disclaimer,≤100,2
102106709070933,Assas International,These ads ran without a disclaimer,≤100,1
1387826584807292,City of Canterbury Bankstown,These ads ran without a disclaimer,≤100,1
306644752711990,Wesley Quarter,These ads ran without a disclaimer,≤100,1
102121652521345,topend_pride,These ads ran without a disclaimer,≤100,1
148410063174,MS Australia,MS Australia,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,1
418039934919914,Sholem Aleichem College,These ads ran without a disclaimer,≤100,1
145977618769478,Epic Hair Designs,These ads ran without a disclaimer,≤100,1
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
1134954196548978,Peter Rundle MLA,Peter Rundle,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,4
107051145110721,The Investing Weekly Journal,These ads ran without a disclaimer,≤100,4
1342613499124896,BroadAgenda 50/50,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
379731009073924,Regional Victorians Opposed to Duck Shooting Inc.,These ads ran without a disclaimer,≤100,1
110222744714280,EnC유학/EnC Education/호주현지유학원,These ads ran without a disclaimer,≤100,1
189667167722993,Cascades Female Factory Historic Site,These ads ran without a disclaimer,≤100,2
113107588360656,Readamo,These ads ran without a disclaimer,≤100,1
113093568391141,Dreame C,These ads ran without a disclaimer,≤100,1
732968610114808,Relationships Australia NSW,These ads ran without a disclaimer,≤100,2
50984851770,Rainforest Rescue,These ads ran without a disclaimer,≤100,1
1679343972291059,TC Smiles,These ads ran without a disclaimer,≤100,2
138288682908752,World Literacy Foundation,These ads ran without a disclaimer,≤100,2
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,9
102129859040480,Giverr,These ads ran without a disclaimer,≤100,2
312409802789959,The Dismissal: An Extremely Serious Musical Comedy,These ads ran without a disclaimer,≤100,1
102129859040480,Giverr,Giverr,≤100,1
1736223203297562,Katherine Town Council,These ads ran without a disclaimer,≤100,1
104142955891242,Sustaining Freedom,These ads ran without a disclaimer,≤100,1
103848050994276,Southern Ocean Environmental Link,These ads ran without a disclaimer,≤100,1
259097057012,Melbourne Holocaust Museum,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
119271104477423,Essential Medicine Shortages,These ads ran without a disclaimer,≤100,1
102252525898596,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,≤100,2
100752172119075,Make My Shave,These ads ran without a disclaimer,≤100,1
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,12
762277677176014,Better Reading,These ads ran without a disclaimer,≤100,1
113386985068072,Never Alone Fight Together - NAFT,These ads ran without a disclaimer,≤100,1
1067685756598783,North Hobart Pharmacy,These ads ran without a disclaimer,≤100,1
110159344120713,"Cr Kate Hely - City of Stonnington - South Yarra, Toorak and Kooyong",Katherine A Hely,≤100,1
357246829616,RSPCA South Australia,These ads ran without a disclaimer,≤100,4
269021049871575,Zorali,These ads ran without a disclaimer,≤100,1
105115758913314,Connect Physio Co Aus,These ads ran without a disclaimer,≤100,1
1472445446312898,Elite Agent,These ads ran without a disclaimer,≤100,1
104289887657017,"那些關於貓,旅行和收納的一些小事",These ads ran without a disclaimer,≤100,1
183608415000255,Sikh Research Institute,These ads ran without a disclaimer,≤100,2
108114598930361,adamannear_music,These ads ran without a disclaimer,≤100,1
477604882595209,Northern Books,These ads ran without a disclaimer,≤100,1
2271545943114028,Indigenous Carbon Industry Network,These ads ran without a disclaimer,≤100,1
107132684935276,Petit Pappus,These ads ran without a disclaimer,≤100,1
106349407748983,AussenseiterDesignz,These ads ran without a disclaimer,≤100,2
108321961871247,Bamtoo,These ads ran without a disclaimer,≤100,1
135624286634387,Readly,These ads ran without a disclaimer,≤100,1
113532691710585,Tim Fraser - Real Estate Agent,These ads ran without a disclaimer,≤100,1
838531486281943,Treehouse Early Learning Centre Kingston,These ads ran without a disclaimer,≤100,1
1540232876241171,Wavin Asia Pacific,These ads ran without a disclaimer,≤100,4
163245248662,City of Bayswater,These ads ran without a disclaimer,≤100,1
104842597876497,KIANI MILLS,These ads ran without a disclaimer,≤100,1
103590365988182,PureSquare,These ads ran without a disclaimer,≤100,1
116989810428384,Entertainment Spotlight,These ads ran without a disclaimer,≤100,1
1036267299771902,Meta,These ads ran without a disclaimer,≤100,1
116665478022470,David Lambert,These ads ran without a disclaimer,≤100,1
1887678438164872,Den Of Weird,These ads ran without a disclaimer,≤100,1
105159369188048,Hotelex Shanghai,These ads ran without a disclaimer,≤100,1
115480881521095,actually.its.anisa,These ads ran without a disclaimer,≤100,1
105943845770393,jrteenoceaniaregency2023,These ads ran without a disclaimer,≤100,1
457134154670253,EVOL,These ads ran without a disclaimer,≤100,1
102358139058478,freedom ed,These ads ran without a disclaimer,≤100,1
1871945173131139,Mandy Hopper - Elite Performance Coaching,These ads ran without a disclaimer,≤100,1
296622467103056,SA Power Networks,These ads ran without a disclaimer,≤100,1
105167564329194,Sawt Sydney Radio إذاعة صوت سيدني,These ads ran without a disclaimer,≤100,1
276064132586352,Development Ready,These ads ran without a disclaimer,≤100,2
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,2
332298940164843,Regional Development Victoria,These ads ran without a disclaimer,≤100,1
336278470067445,North Brisbane News,These ads ran without a disclaimer,≤100,1
2060625374216923,Joh Hartog Productions,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,7
101562699358103,Bright Universe,These ads ran without a disclaimer,≤100,2
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100,8
301484606547864,Champagne Bollinger,These ads ran without a disclaimer,≤100,1
1885824505070635,Live Learn Survive,These ads ran without a disclaimer,≤100,1
334380810499470,Luxe Property Management - Sunshine Coast,These ads ran without a disclaimer,≤100,1
101564252710516,Libecampus,These ads ran without a disclaimer,≤100,3
108390824229,Yoursay South Australia,These ads ran without a disclaimer,≤100,1
246767678705915,Centacare,These ads ran without a disclaimer,≤100,1
114926968177854,MyAdalins,These ads ran without a disclaimer,≤100,10
103516052422619,Own Words,These ads ran without a disclaimer,≤100,1
1452904361600284,Rio Tinto,These ads ran without a disclaimer,≤100,1
100914285523682,Jellybuddy,These ads ran without a disclaimer,≤100,1
2277447825862128,Solarwave WA,These ads ran without a disclaimer,≤100,1
103466514611465,Enliven Housing,These ads ran without a disclaimer,≤100,1
450839735088078,GloBird Energy,These ads ran without a disclaimer,≤100,1
114124173638680,Women Rising,These ads ran without a disclaimer,≤100,4
654041194977132,Access Cardiology,These ads ran without a disclaimer,≤100,1
119355361133266,Cornelia,These ads ran without a disclaimer,≤100,1
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,9
107514105652766,META VOCUS,These ads ran without a disclaimer,≤100,3
1050770641685642,Mond,These ads ran without a disclaimer,≤100,1
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,5
207751449377169,Ruairí McKiernan - Hitching for Hope,These ads ran without a disclaimer,≤100,1
9012050691,Scribol,These ads ran without a disclaimer,≤100,4
164775774044498,Microsoft Partner Innovation,These ads ran without a disclaimer,≤100,1
271925597041,Art to Healing,These ads ran without a disclaimer,≤100,1
161666143844859,Sandvik,These ads ran without a disclaimer,≤100,2
109446231895739,Love Your Space,These ads ran without a disclaimer,≤100,3
100360562954277,Shaun Blackburn - RE/MAX Success Toowoomba,These ads ran without a disclaimer,≤100,1
117669281285187,Paula Farias,These ads ran without a disclaimer,≤100,1
111771608512423,Malaika healthcare,These ads ran without a disclaimer,≤100,1
101629894640758,Brainz Magazine,These ads ran without a disclaimer,≤100,1
110087442044695,powsols,These ads ran without a disclaimer,≤100,1
177985135560560,UltiMaker,These ads ran without a disclaimer,≤100,1
538378570438786,Boparai Studio,These ads ran without a disclaimer,≤100,1
110165567412984,Engelsberg Ideas,These ads ran without a disclaimer,≤100,2
368329703192018,SBS Punjabi,These ads ran without a disclaimer,≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
129748910430850,Monash Alumni,These ads ran without a disclaimer,≤100,1
101166432967399,Aus Solar Claim,These ads ran without a disclaimer,≤100,2
100619995863329,Mathilde Magazine,These ads ran without a disclaimer,≤100,1
100928308707897,Lydy,These ads ran without a disclaimer,≤100,2
