Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
103650197726925,Ali King MP,Ali King MP State Member for Pumicestone,300,2
250684105072363,Tony Pasin MP,Tony Pasin MP,300,2
1310881435665242,Bridget Vallence MP,Bridget Vallence MP,300,3
387283804637628,Queensland Environment,Department of Environment and Science,300,3
159082219490,Australian Youth Climate Coalition,Australian Youth Climate Coalition,298,4
21591025194,The University of Melbourne,These ads ran without a disclaimer,297,2
111940700704495,Discover Wanneroo,These ads ran without a disclaimer,296,1
507795122620067,Adelaide Park Lands Association,Adelaide Park Lands Association,294,3
1020802664670984,Llew O'Brien MP,Llew O'Brien MP,294,3
101131435034515,Gabrielle de Vietri,Gabrielle de Vietri,293,1
103611388592104,Cressida O'Hanlon,South Australian Labor,293,2
862566243922736,Monash University Student Information,Monash University,289,5
522394997927024,Les Walker MP - Mundingburra,Les Walker,289,4
665717566785019,Nick Staikos MP,Nick Staikos MP,288,5
1734173853529152,Queensland Family and Child Commission,Queensland Family and Child Commission,285,6
445081776006696,Whitehorse City Council,Whitehorse City Council,283,8
370395603656,People with Disability Australia,People with Disability Australia,279,7
476294959116536,Maroondah City Council,These ads ran without a disclaimer,277,1
17311508507,Mission Australia,These ads ran without a disclaimer,277,7
387729152003447,Dunn Street,Rebecca Connell,274,6
113012668443052,Peacefu,These ads ran without a disclaimer,274,6
100405089108108,OZ Arab Media,OZ Arab Media,270,8
801533023293160,Binary,Gender Awareness Australia,269,3
2677544598953099,Anne Webster MP,"Anne Webster MP, National Party of Australia, Mildura,",268,3
100450249072089,Sarah Andrews MP,Sarah Andrews MP,267,6
8220633961,Ticketmaster Australia,These ads ran without a disclaimer,262,1
104425638609974,Loan Experts,These ads ran without a disclaimer,261,1
112568068173391,Nathan Lambert MP,Nathan Lambert,259,5
106247122169922,Daniela De Martino MP,Daniela De Martino,257,11
107921965544663,Jacinta Ermacora MP,Jacinta Ermacora MP,256,10
112239124719864,Gen united,Gen United,256,2
367759967036315,Dr David Honey MLA,Dr David Honey MLA,255,5
1239428076201110,Jordan Crugnale MP,Jordan Crugnale MP,255,2
177612332350409,ICAS Assessments,These ads ran without a disclaimer,253,2
100497191813353,David Scaife MLA,David Scaife MLA,252,6
107392821052123,Stuart Aubrey MLA,Stuart Aubrey MLA,250,4
2094721964134949,Senator Paul Scarr,Senator Paul Scarr,250,1
186566668047628,Cr Andrew Wines,Andrew Wines,248,8
91780000665,NOVA Employment,These ads ran without a disclaimer,247,1
170564936379687,BirdLife Australia,BirdLife Australia,247,1
259965244912657,Senator David Van,Senator David Van,244,3
114056377451505,Senator Tammy Tyrrell,Senator Tammy Tyrrell,244,5
655173787829512,National Zakat Foundation Australia,NATIONAL ZAKAT FOUNDATION INCORPORATED,243,29
109493885412292,Queensland Unity Team,Queensland Unity Team,242,4
196080530960204,Sarah Connolly MP,Sarah Connolly MP,241,1
110478938386199,Ed Cocks MLA,Ed Cocks MLA,240,11
100493782079064,Jane Kelsbie - Member for Warren-Blackwood,Jane Kelsbie MLA,238,5
394508164021609,Peter Russo MP - Toohey,Peter Russo MP,237,3
626769050727637,Jeremy Hanson,Jeremy Hanson,236,4
106804545406366,Belinda Wilson MP,Belinda Wilson,234,2
771462172882741,OnePath Network,These ads ran without a disclaimer,234,3
648938855564982,Senator Tim Ayres,Tim Ayres,233,2
1767500736833451,Sustainable Population Australia,Sustainable Population Australia,232,4
191414167860517,David Littleproud MP,David Littleproud MP,231,1
233028667842,Youngcare Australia,Youngcare Ltd,229,16
108524283925240,Marisa Paterson MLA,Marisa Paterson MLA,229,38
402094193219398,Corena - Citizens Own Renewable Energy Network Australia Inc.,CORENA - Citizens Own Renewable Energy Network Australia Inc.,228,2
521992094618046,Cr Matthew Woodall - City of Melville,Councillor Matt Woodall,227,2
100136111793725,Cr Steve Holland,Stephen P Holland,225,2
406915409481640,Alsco Australia,These ads ran without a disclaimer,225,2
107519871037911,IPART - Independent Pricing & Regulatory Tribunal,These ads ran without a disclaimer,222,1
119962146939286,Brian O'Gallagher for Waters Ward,Brian Christopher Ogallagher,221,3
113474843753954,Clynton Hawks,Clynton John Albert Hawks,221,8
1038109532945210,PEXA,These ads ran without a disclaimer,220,1
608304245846447,Animal Justice Party South Australia,Animal Justice Party,219,3
472580276254813,Victorian and Tasmanian PHN Alliance,These ads ran without a disclaimer,216,4
113830088678537,Rob Mitchell MP - Federal Labor Member for McEwen,Rob Mitchell MP,215,63
104549661536614,Meredith Hammat MLA,Meredith Jane Hammat,212,3
149255515146524,Lock The Gate Alliance,Lock the Gate Alliance,209,2
345472159432126,James Martin MP,James Martin MP,209,4
1855851714645497,Grata Fund,Grata Fund,207,6
155583754460589,"Grapevine Group - Mackay, Isaac and Whitsunday regions suicide prevention","Grapevine Group - Mackay, Isaac and Whitsunday regions suicide prevention",205,5
278403342281472,Cindy McLeish MP,Cindy McLeish MP,204,6
1399742263614461,Mitchell Shire Council,Mitchell Shire Council,203,3
169218516812675,FIRST PEOPLE Recruitment Solutions,These ads ran without a disclaimer,202,1
212481495773011,Goodstart Early Learning,These ads ran without a disclaimer,201,2
249402148879302,Echo Church,Echo Church,200,1
118729714535032,Stop Debanking Iranians in Australia,Persian Citizen Services,200,3
222638564548274,"Environment, Planning and Sustainable Development","ACT Government (Environment, Planning and Sustainable Development Directorate)",200,1
137980382937118,Unions Tasmania,Unions Tasmania,200,2
120955261294684,David Pocock,DP Independent Pty Ltd,200,1
363184810447890,Jarrod Bleijie MP,Jarrod Bleijie MP,200,2
293583224426541,Josh Teague - Member for Heysen,Josh Teague MP,200,2
222135974561785,Asbestos Diseases Society of Australia Inc.,Asbestos Diseases Society of Australia Inc.,200,2
139734602739223,Michelle Rowland MP,Michelle Anne Rowland,200,2
109729284708591,Team Woods - River,Team Woods - River,200,1
801881613339051,Tania Lawrence MP,Tania Lawrence MP,200,2
168475823483405,Kim Richards Member for Redlands,Kim Richards Member for Redlands,200,2
455520607867683,Frack Free NT,Lock The Gate Alliance,200,1
100947622353005,Karen Grogan - Senator for SA,Senator Karen Grogan,200,3
236620553143019,Simone McGurk MLA,Simone McGurk MLA,200,2
779494495436671,FOUR PAWS,FOUR PAWS Australia,200,2
106876242683682,Brotherhood of St. Laurence,These ads ran without a disclaimer,200,1
157869720931836,Search Foundation,SEARCH Foundation,200,1
197748653599683,City of Marion,City of Marion,199,1
100126249267075,Mathew Hilakari MP,Mathew Hilakari MP,199,2
21551986502,The Greens (WA),The Greens (WA),197,1
100966656322626,Place Score,These ads ran without a disclaimer,197,2
111289660281853,Councillor Mark Hammel,Mark Hammel,197,4
107195068310899,Sally Sitou MP 陈莎莉,Sally Sitou,197,3
380691972011568,Environs Kimberley,Environs Kimberley,196,1
626220751105815,PLan: The Planning Action Network Inc,PLan: the Planning Action Network Inc,195,3
120462224723459,NSW Nationals,National Party of Australia - NSW,195,2
107664064169906,Lance McCallum MP,Lance McCallum MP,194,5
296277177908,Cassy O'Connor MP,Cassy O'Connor MP,190,1
440867139305532,Josh's House,Darcy Gerard Hodgkinson,187,4
100652584936212,Elder Abuse Action Australia,These ads ran without a disclaimer,186,14
428308380384,Surfrider Foundation Australia,Surfrider Foundation Australia,184,1
6598599526,Australian Museum,These ads ran without a disclaimer,184,4
104473422044858,PETER J. HOOD CPA - Mayoral Candidate Whitsunday Regional Council,Peter James Hood,183,7
107181934438003,Jade Benham MP,Jade Benham MP,183,8
144925335531540,Independent Australia,Independent Australia,182,5
172774889455415,Catholic Mission,Catholic Mission,182,1
89151782746,Fauna & Flora,These ads ran without a disclaimer,182,7
740083362711653,Joan Pease MP,Joan Pease MP,181,2
459640760772252,SBS Tamil,SBS Tamil,180,10
307014179414836,David Speirs MP,David Speirs MP,180,2
102619662175521,Louise Miller-Frost MP,Office of Louise Miller-Frost MP,179,3
531929050236161,John Quigley,John Quigley MLA,178,4
137834192908368,ANTAR,ANTaR,178,1
775691805839970,The North Face - Australia & New Zealand,These ads ran without a disclaimer,178,1
102478381347283,Jodie Hanns MLA,Jodie Hanns MLA,177,4
101490548464370,WA Solar Program,These ads ran without a disclaimer,177,4
226846087441593,BHP,These ads ran without a disclaimer,177,1
275866669090583,South Australian Liberal Party,South Australian Liberals,176,2
108781422555722,FamilyVoice Australia,FamilyVoice Australia,176,4
131380685802,Summer Foundation,Summer Foundation,175,2
160879643955927,Enable Western Australia,These ads ran without a disclaimer,175,2
1782901308671525,Ecovantage,These ads ran without a disclaimer,174,2
1629291020711093,Stop Adani,Stop Adani,174,4
457658091048476,Labor for Brisbane,Labor for Brisbane,173,1
603022043213707,Joe McCracken MP,Joe McCracken MP,172,1
102180071873068,Dr Katrina Stratton MLA,Katrina Stratton,172,3
1513592732024158,Councillor Sreeni Pillamarri,Sreeni Pillamarri,168,3
177170275669103,ACT Region Crime Stoppers,Crime Stoppers Australia,168,1
619402151410387,Gallagher Australia,These ads ran without a disclaimer,165,1
483744208333232,Spotify,These ads ran without a disclaimer,165,1
232953157609233,Senator Jana Stewart,Senator Jana Stewart,165,3
354199361755833,Luật Sư Hồ Sỹ Linh,Linh Sy Ho,163,1
1123602157688696,TWiSK,Gregory John Day,162,5
1717658871783507,Queensland Youth,Department of Environment and Science,162,2
291517718311079,Evan Mulholland MP,Evan Mulholland MP,161,4
539690296167013,Dr Christian Rowan MP,Dr Christian Rowan MP,160,4
606654792690003,City of Ryde,City of Ryde,157,2
465505093603615,Work180,These ads ran without a disclaimer,157,4
100669608406112,Libertarian Party of Australia,Libertarian Party of Australia,157,2
109456968666300,"Michael Regan, Independent Member for Wakehurst",Michael Regan,156,2
1408935539376139,Mark Bailey MP,Mark Bailey MP,156,1
101606898126747,Tom Smith - Member for Bundaberg,Tom Smith MP,154,3
381942691920722,Ron Hoenig MP,Ron Hoenig MP,152,1
101638139106162,Australian Peacekeeper and Peacemaker Veterans’ Association Ltd,These ads ran without a disclaimer,151,2
1709098599380037,Lighter Footprints,Lighter Footprints.org,151,5
512143265465703,Questacon,These ads ran without a disclaimer,151,1
5755052206,University of Sydney,These ads ran without a disclaimer,151,3
106781186031116,Free To Shine,Free To Shine,150,1
192240250975624,Kent Removals & Storage,These ads ran without a disclaimer,150,1
603935706758911,Erin Thompson MP,Erin Thompson MP,150,5
118838951593798,Amateur Fishermen's Association NT (AFANT),Amateur Fishermen's Association NT (AFANT),150,1
610382465785726,Madeleine King MP,Madeleine King MP,150,2
1476193982599877,Russell Broadbent MP,Russell Broadbent MP,150,3
108183324201155,Alison Champion,Alison Champion,150,2
100339275539852,Andrew Mackay for Litchfield,Andrew Reay Mackay,150,1
345997035530264,Emma McBride MP,Emma McBride MP,150,10
875283942553361,Gayle Tierney MP,Gayle Tierney MP,149,1
1424928444470555,Unions WA,UnionsWA Inc,149,2
2066626666766955,Specialized Solar & Electrical,Specialized Solar & Electrical,144,6
109866061609836,She Evolves Community,These ads ran without a disclaimer,143,1
135109046653752,Banyule City Council,These ads ran without a disclaimer,142,4
624398160906098,Townsville City Council,Townsville City Council,142,3
104635238631089,thetrashlawyer,These ads ran without a disclaimer,141,1
113888451994665,NSW Teachers Federation,NSW Teachers Federation,139,2
710266392358023,Future Super,These ads ran without a disclaimer,137,1
104798065270818,Hands off Boston Bay,These ads ran without a disclaimer,136,1
1389876877917024,City of Greater Geraldton,City of Greater Geraldton,135,2
106653364030454,Enver Erdogan MP,Enver Erdogan,134,1
100841027945253,Magnus Health,These ads ran without a disclaimer,133,1
104484451176385,Steve Martin MLC,Steven John Martin,133,5
239570749401363,Inner West Council,Inner West Council,131,1
102295492272188,Aussie Solar Renewables,Aussie Solar Renewables,129,1
102487032784269,Powered By Tasmania,These ads ran without a disclaimer,127,4
988722514510665,Lisa O'Malley MLA,Lisa O'Malley MLA,126,2
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,These ads ran without a disclaimer,125,1
335188256526442,Forest Super Foods,These ads ran without a disclaimer,125,7
126018004076298,South Coast Labour Council,South Coast Labour Council,125,2
172781430328382,Western Mine Workers Alliance - WMWA,Australian Workers' Union,123,1
10113538711,WWF-Australia,These ads ran without a disclaimer,120,2
467602216674884,Chris Whiting MP,Chris Whiting MP,120,2
223134308318284,Louise Bloomfield Alderman Hobart City Council,Louise Anne Bloomfield,120,1
240760429283060,PerthNow - Wanneroo/Joondalup,PerthNow - Wanneroo/Joondalup,119,1
106664985275716,Dylan Wight MP,Dylan Wight,117,4
89794331215,Oxfam,OXFAM AUSTRALIA,117,12
1410167955931527,Di Farmer MP,Di Farmer MP,116,2
446104645411014,Women's Health and Equality Queensland,These ads ran without a disclaimer,115,1
297825343569944,AIJAC - Australia/Israel & Jewish Affairs Council,AIJAC,115,8
629807850483591,"Cathy Zeiger - Div. 3 Councillor, Cairns Regional Council",Catherine Angelique Zeiger,115,9
291007457920524,Go Gentle Australia,Go Gentle Australia,115,1
1415055752091843,The Mandarin,These ads ran without a disclaimer,114,5
105946935203872,Octomop - Homestead Cleaning Australia,These ads ran without a disclaimer,114,4
1693649057528365,CPP,Clinton de Young,114,2
196790584582115,Parliament of South Australia,Parliament of South Australia,113,3
12842221825,La Trobe University,These ads ran without a disclaimer,113,1
528397327182348,Senator Matthew Canavan,Senator Matthew Canavan,113,1
105890151986740,Bryson Head MP,Bryson Head MP,113,1
315605605930817,Councillor Cody Davies - Town of Gawler,Cody James Davies,112,11
113083368051071,Sarah Game MLC,Sarah Game,112,1
431308916919365,Luke Howarth,Luke Howarth,111,3
106006371159889,Cr Pierce Tyson - Mayor of Moonee Valley,Pierce C Tyson,110,1
120332564643697,The Centre for Volunteering,These ads ran without a disclaimer,110,2
106526077395977,Charles Druckmann - The Greens for Pullenvale Ward,Charles Richard Druckmann,110,2
495343477244940,SBS Pashto Radio / اس بي اس پښتو راډيو,SBS Pashto Radio / اس بي اس پښتو راډيو,110,8
110253304577016,Our Democracy,Australian Democracy Network,110,3
105968126106920,Repreve,These ads ran without a disclaimer,109,1
236936930181736,Taiwan Film Festival in Australia,Yao-Tsu WU,108,5
361306260615393,Susan Templeman MP,Susan Templeman MP,108,5
220677281357963,Leanne Linard MP,Leanne Linard MP,107,1
12173141558,Amanda Rishworth MP,Amanda Rishworth MP,107,6
973403346011483,Yorganop - Foster Care,These ads ran without a disclaimer,107,1
132527513486028,Colliers Toowoomba,Colliers Toowoomba,106,5
101431349364666,Councillor Lauren Brug for South Ward,Beau Kane Brandon Lee Brug,106,3
137377391864,Environment Centre NT,Environment Centre NT,106,1
149255515146524,Lock The Gate Alliance,Lock The Gate Alliance,105,2
290910011393331,The Lott,These ads ran without a disclaimer,104,3
110811167065347,Jo Clay MLA - Member for Ginninderra,Jo Clay MLA,104,1
193867507304062,Wyndham City,These ads ran without a disclaimer,104,2
100942271623484,Ballarat IVF,These ads ran without a disclaimer,102,2
114475368293054,Offer- Leader,These ads ran without a disclaimer,102,1
131618443536993,Bond University,Bond University,101,4
207180219763572,Xylem ANZ,These ads ran without a disclaimer,101,1
165961726752891,Moonee Valley City Council,These ads ran without a disclaimer,101,2
346705712073633,Australian Academy of Science,Australian Academy of Science,≤100,1
102446171341469,Building For Tomorrow,Building For Tomorrow,≤100,1
399805615144,ANUSA - ANU Students' Association,ANUSA - ANU Students' Association,≤100,1
191866027863642,Sabine Winton MLA,Sabine Winton MLA,≤100,1
381942691920722,Ron Hoenig MP,Ron Hoenig,≤100,1
168679396528669,Gladstone Chamber of Commerce & Industry,Gladstone Chamber of Commerce & Industry,≤100,1
1500111663533656,Redlands2030,Redlands2030,≤100,2
2057041367767936,Pat Conroy MP,Pat Conroy MP,≤100,1
389125434502747,Andrew Powell MP,Andrew Powell MP,≤100,1
554571657927786,Ben Carroll MP,Ben Carroll MP,≤100,1
2060469440930305,Nina Taylor MP,Nina Taylor,≤100,2
136441724510,Humane Society International Australia,Humane Society International Australia,≤100,3
103943488824397,Zoe McKenzie MP,Zoe McKenzie MP,≤100,1
1241320295916967,Blair Boyer MP,Blair Boyer,≤100,1
214580121886337,The Ethics Centre,The Ethics Centre,≤100,5
521696954688354,Guardian Labs,Guardian Labs,≤100,3
162813647882139,She's A Crowd,She's A Crowd,≤100,4
558437077557395,Brisbane Business Hub,Brisbane Business Hub,≤100,1
1741732619489472,Equilibria Finance - Mortgage Brokers,These ads ran without a disclaimer,≤100,1
172590862796993,Webjet.com.au,These ads ran without a disclaimer,≤100,1
418071004886444,Zoe Bettison MP,Zoe Bettison MP,≤100,1
460992087726676,Sonja Terpstra MP,Sonja Terpstra MP,≤100,1
1780212155636851,Peter Foster MLC,Peter Allan Foster,≤100,1
202081393153894,Women With Disabilities Australia (WWDA),Women With Disabilities Australia (WWDA),≤100,1
100135424849491,Simon Ingram,Simon Andrew Ingram,≤100,2
103466256043686,CyberWest,CyberWest - WA AustCyber Innovation Hub,≤100,2
1656104201371564,Bayside Council,Bayside Council,≤100,1
104437512072571,thedailyeducator,These ads ran without a disclaimer,≤100,2
669006439864067,NT Electoral Commission,Northern Territory Electoral Commission,≤100,3
113174381629359,Alcoa Australia,These ads ran without a disclaimer,≤100,2
195906990478739,Jenny McAllister,Jenny McAllister,≤100,6
1915186665431831,Charis Mullen MP,Charis Mullen MP,≤100,1
626021767550413,Boonah Freedom Climb,Tracey Renee Rieck,≤100,1
471366016218616,Life at bp,These ads ran without a disclaimer,≤100,2
128807987783091,Adrian Raedel,Adrian Melville Raedel,≤100,1
403496286928405,Sunlogics Australia,These ads ran without a disclaimer,≤100,1
104602672378722,"Councillor Alan Graham -  South Ward, City of Salisbury",Alan Graham,≤100,1
110123737460335,felix mobile,These ads ran without a disclaimer,≤100,1
410435982484545,Councillor Jared Cassidy,Councillor Jared Cassidy,≤100,2
167010053353176,Armenian National Committee of Australia,Armenian National Committee of Australia,≤100,4
828895283962940,Mohammad Mirza Katawazai,These ads ran without a disclaimer,≤100,1
1649491345338182,Meshel Laurie,These ads ran without a disclaimer,≤100,1
20533054080,Duct Tape Marketing,These ads ran without a disclaimer,≤100,5
104492907835152,Academy of Therapy Wisdom,These ads ran without a disclaimer,≤100,6
100593108554487,Hannah Beazley MLA,Hannah Beazley MLA,≤100,5
102618228842018,Raw Bulk Foods online,These ads ran without a disclaimer,≤100,1
905661696174679,City of Subiaco,City of Subiaco,≤100,4
204875396555166,Terry Healy MLA,Terry Healy MLA,≤100,3
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
102288789415463,Architects Assist,Australian Institute of Architects,≤100,1
759524890918819,NSW Legislative Council,NSW Legislative Council,≤100,1
107769705417475,Linda Champion,Linda Jane Champion,≤100,4
132163213112495,CuratD Health,These ads ran without a disclaimer,≤100,3
115257390327235,BBows,These ads ran without a disclaimer,≤100,13
110763578935482,Micah Australia,Micah Australia,≤100,1
329777267205680,ACT Government,These ads ran without a disclaimer,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,5
150756741730109,"Cr. Theo Zographos, City of Monash",Theo Zographos,≤100,2
761365234028091,Simson's Pantry,These ads ran without a disclaimer,≤100,3
308646522522104,SBS Ukrainian,SBS Ukrainian,≤100,3
149003595290722,Queensland Seniors Month,COTA Queensland,≤100,1
1387291021493416,Ros Spence MP,Office of Ros Spence MP,≤100,1
581606621934473,International Justice Mission,International Justice Mission Australia,≤100,5
184555644912125,Blacktown City Council,These ads ran without a disclaimer,≤100,1
727974650569697,Fiona Phillips MP,Fiona Phillips MP,≤100,3
161281790885231,Cr Brian Stockwell's Noosa Coast & Country,Cr Brian Stockwell,≤100,4
409073242479531,Mornington Peninsula Shire,These ads ran without a disclaimer,≤100,1
1560701037480646,Opal HealthCare,These ads ran without a disclaimer,≤100,1
105321118555537,Sam Lim MP,Sam Lim MP,≤100,4
103231729273819,Quakers Western Australia,Quakers Western Australia,≤100,1
110102318111173,Dave A Fulton,David Andrew Fulton,≤100,1
212984025779523,Paul Lilburne MLA,Paul Lilburne MLA,≤100,1
317856871906116,Cross River Rail,These ads ran without a disclaimer,≤100,1
522319471159933,SBS Korean,These ads ran without a disclaimer,≤100,3
100783976760286,Volvo Car Australia,These ads ran without a disclaimer,≤100,1
113739291232474,Heart Mind Institute,These ads ran without a disclaimer,≤100,14
102047474939736,Robert Skelton MP for Nicklin,Robert Skelton MP,≤100,2
254076533165260,Just Collapse,Just Collapse,≤100,4
379731009073924,Regional Victorians Opposed to Duck Shooting Inc.,Regional Victorians Opposed to Duck Shooting Inc.,≤100,1
110106958316248,Andrew Charlton MP,Andrew Charlton MP,≤100,3
1568113776764144,Julieanne Gilbert Member for Mackay,Julieanne Gilbert MP,≤100,2
101457271423792,Bev Walters,Beverly-Ann Walters,≤100,1
558635534500700,Festival of Dangerous Ideas,Festival of Dangerous Ideas,≤100,3
733189110161093,LDB Group - Accountants & Advisors,LDB Group - Accountants & Advisors,≤100,1
234238426704268,Push Mobility,These ads ran without a disclaimer,≤100,1
232507546793455,Merewether Pharmacy,Merewether Pharmacy,≤100,2
106044004276955,Councillor Amanda Spencer-Teo Bannister Ward,Amanda Caroline Spencer-Teo,≤100,4
10852627380,World Animal Protection Australia,These ads ran without a disclaimer,≤100,7
100292545627811,Hawkesbury Matters,Hawkesbury Matters,≤100,2
1494773490599020,Mich-Elle Myers,These ads ran without a disclaimer,≤100,2
226910324107501,Green Left,David Andrew Chuter,≤100,1
111967013731903,Goldwind,These ads ran without a disclaimer,≤100,1
544243389044543,Rebus,Rebus Theatre Inc,≤100,4
107077214413003,Vasilios Tsalkos,Vasilios Tsalkos,≤100,2
847572748725688,Johnn Johnn's,These ads ran without a disclaimer,≤100,1
110951791659961,Move Beyond Coal,Move Beyond Coal,≤100,1
167017986671102,Samaritans,Samaritans Foundation,≤100,1
111872638572563,Independent for Sydney,Click Gravity,≤100,2
114980098553874,Sustainable Australia Party - Stop Overdevelopment & Corruption,Sustainable Australia Party,≤100,6
193569081441,Rationalist Society of Australia,Rationalist Society of Australia Inc,≤100,2
100385049145414,Allegra Spender,Allegra Spender MP,≤100,5
1692911060977176,SHE DEFINED,SHE DEFINED,≤100,2
109752483800527,Art Disrupt,These ads ran without a disclaimer,≤100,2
254901051023,Grassroots IT,These ads ran without a disclaimer,≤100,3
1390745591150821,NRC - Norwegian Refugee Council,These ads ran without a disclaimer,≤100,2
1397048917229737,House Of Siam Thai Restaurant,Prasit Pansean,≤100,1
353010901556860,Share the Dignity,These ads ran without a disclaimer,≤100,1
100501088386882,WOSUP Cup,These ads ran without a disclaimer,≤100,2
106967398780847,Ethan White - Councillor for the Town of Gawler,Ethan James White,≤100,1
204577003549168,Kate Thwaites MP,Kate Thwaites MP,≤100,1
115723399123909,Taverner Research,These ads ran without a disclaimer,≤100,1
401049713305485,Maree Edwards MP,Maree Edwards MP,≤100,2
71605069428,City of Melville,City of Melville,≤100,2
112448177211679,Hugh Jones MLA,Hugh Jones MLA,≤100,2
471482422908270,Australian Association of Social Workers,Australian Association of Social Workers,≤100,13
665017740294128,Julian Hill MP,Julian Hill MP,≤100,2
386290868209311,Plus61J Media,Plus61J,≤100,2
1663441330366782,Mining.com.au,These ads ran without a disclaimer,≤100,1
255774254930728,Bart Mellish MP,Bart Mellish MP,≤100,1
223820240968967,Western Australian Electoral Commission,These ads ran without a disclaimer,≤100,1
43726922006,SiteGround,These ads ran without a disclaimer,≤100,6
1953530284891739,Au Against Same-Sex Marriage,Au Against SSM,≤100,1
1274171902629844,Councillor Beau Brug JP,Beau Kane Brandon Lee Brug,≤100,1
117271945354669,Peel Development Commission,Peel Development Commission,≤100,1
621077851384984,Cr Stuart James,Stuart James,≤100,2
185738798123705,South Australian Labor,South Australian Labor,≤100,3
179523605276,City of Adelaide,City of Adelaide,≤100,2
1885824505070635,Live Learn Survive,Live Learn Survive Ltd,≤100,1
668302109935633,City of Launceston Official,City of Launceston Official,≤100,1
1653883974884352,Roma Britnell MP,Roma Britnell MP,≤100,1
386290868209311,Plus61J Media,These ads ran without a disclaimer,≤100,1
707146719667695,Councillor John Stamolis,Councillor John Stamolis,≤100,1
213243578710873,Andrew Laming,Andrew Charles Laming,≤100,1
108641482159680,No Salmon Farms - Wynyard RALLY,These ads ran without a disclaimer,≤100,1
160228027463818,Ged Kearney,Ged Kearney,≤100,1
101185212077920,Cr John Keogh for River Ward - City of Armadale,John Edward Keogh,≤100,1
662955787059972,Shane King MP,Shane King MP,≤100,1
520765594773519,David Janetzki MP,David Carl Janetzki,≤100,1
214616692575408,Choose Your Future,Choose Your Future Pty Ltd,≤100,2
226738247458584,Rugby News,These ads ran without a disclaimer,≤100,1
1692243401039740,Emily Hamilton MLA,Emily Hamilton MLA,≤100,1
157799481081191,Finterest,Finterest,≤100,1
125627804305487,Rick Wilson,Rick Wilson,≤100,1
323258042136,SA Unions,SA Unions,≤100,1
102328768041266,QF Travel Insider,These ads ran without a disclaimer,≤100,4
101320028320143,Caitlin Collins MLA,Caitlin Mary Collins,≤100,1
114108316662776,Jonty Bush - Member for Cooper,Jonty Bush,≤100,1
1717658871783507,Queensland Youth,These ads ran without a disclaimer,≤100,1
107392188400340,Project Paradigm Australia,Project Paradigm Australia,≤100,1
417714538385668,Michael Berkman - Greens MP for Maiwar,Michael Berkman MP,≤100,1
355298382062737,Lucy Hood MP,Lucy Hood MP,≤100,5
1458159167729014,Vicki Ward MP for Eltham,Vicki Ward MP,≤100,1
101339424659129,Yavuz Gallery Sydney,These ads ran without a disclaimer,≤100,1
79101426653,ChildFund Australia,These ads ran without a disclaimer,≤100,2
104208329182768,Smarter Justice for Safer Communities,These ads ran without a disclaimer,≤100,1
458560354194747,Blue Mountains Unions & Community,Blue Mountains Unions & Community,≤100,1
360227777335790,Rita Saffioti MLA,Rita Saffioti MLA,≤100,1
107880424868536,Councillor Jordan Wright- City of Wanneroo,Jordan Wright,≤100,1
276813152420770,Councillor Sean O'Reilly,Sean S O'Reilly,≤100,4
1628391687471946,David Cortous - McGrath Estate Agents,These ads ran without a disclaimer,≤100,1
106124625805036,Nibras Ashuty,These ads ran without a disclaimer,≤100,1
117443068305863,INSS - The Institute for National Security Studies,These ads ran without a disclaimer,≤100,3
785196888157078,Aaron Harper MP,Aaron David Harper,≤100,2
259029627912038,Petersen Legal,Petersen Legal,≤100,1
121587069578,Black Dog Institute,These ads ran without a disclaimer,≤100,1
338368899845370,Amy MacMahon - Greens MP for South Brisbane,Amy MacMahon - Greens MP for South Brisbane,≤100,3
8301814001,Yeshiva University,These ads ran without a disclaimer,≤100,1
131283957610666,Australian Jewish Association - AJA,David Adler,≤100,3
90728602000,Greening Australia,These ads ran without a disclaimer,≤100,1
104777758455039,Sirisbuy.shop,These ads ran without a disclaimer,≤100,6
199737276719439,Refugee Action Collective (Victoria),Lucy M Honan,≤100,1
1435117153448545,MUA The National Team,These ads ran without a disclaimer,≤100,3
318841208703555,Justin Clancy MP,Justin Clancy MP,≤100,2
325083185784,Minus18,These ads ran without a disclaimer,≤100,2
12205341709,Belvoir St Theatre,These ads ran without a disclaimer,≤100,1
116732538066263,Elvis Godoy,These ads ran without a disclaimer,≤100,9
1092905990840501,Councillor Karlo Perkov - City of Stirling,Karlo Perkov,≤100,2
109419782092801,battery_commodity,These ads ran without a disclaimer,≤100,1
144506229554756,Lucy Morrison City of Palmerston Deputy Mayor,Lucy Morrison,≤100,1
113353998337034,GET A ROOM: Students for Affordable Housing,Yasmine Marianne Johnson,≤100,1
246767678705915,Centacare,Centacare,≤100,1
580463748688717,Jenny Leong,Jenny Leong MP,≤100,1
541374842949852,"Tom Morrison - Mitcham Councillor, Park Ward",Tom William Morrison,≤100,1
119661504744578,Boomerang Alliance,Boomerang Alliance,≤100,1
109115940893832,Cash Welcome,These ads ran without a disclaimer,≤100,1
101167299109198,Michelle Dracoulis Mayor of Derwent Valley Council,Michelle Lisa Dracoulis,≤100,2
