Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
714595698939267,TheraPsil,Therapsil,308,12
153451551862943,Brunet Disraeli,PHARMALEAD,308,7
868325196530591,Fondation Jeunes en Tête,Fondation Jeunes en Tête,305,2
340926116057118,Delacalle Lan,These ads ran without a disclaimer,305,2
665969490124181,EcoSchools Canada,EcoSchools Canada,302,6
112200184451188,Michael Ras,Michael Ras Campaign,302,4
220942375077886,Canada Proud,Canada Proud,302,1
361082387079301,Catherine Holt for Oak Bay - Gordon Head,Civil Communications,300,2
191073647421480,Elect Keenan Adams,Elect Keenan Adams,299,12
163974530411362,Jean Coutu M. D'Amours & M. Leclerc,PHARMALEAD,297,12
101837288924546,Muslimi,These ads ran without a disclaimer,293,19
120965426486439,Accès pharma chez Walmart St-Eustache,PHARMALEAD,292,7
2331226193831506,Family Forest Network,Nova Scotia Woodlot Owners and Operators Association,290,1
265449439981232,Mahalo Bracelets,These ads ran without a disclaimer,288,1
347605811776054,Simple Canada,These ads ran without a disclaimer,287,10
638338809516685,"Familiprix Extra - Pascale Caplette, Caroline Gaudreau et Maude Pelletier",PHARMALEAD,282,6
167559993283868,Nature Québec,Nature Québec,280,3
101096195976799,A5,These ads ran without a disclaimer,277,16
257338584140080,Growth strategies,These ads ran without a disclaimer,276,13
1689222824663275,Familiprix Lafontaine,PHARMALEAD,275,7
392160487306726,Home Sweet6,These ads ran without a disclaimer,268,8
307835105753801,Storiescast,These ads ran without a disclaimer,267,13
116483204804738,Claire Johnson Moncton South/Sud,News Brunswick Liberal Association,267,8
1555671131381720,Imagine Producciones,These ads ran without a disclaimer,266,6
211531832738216,Brunet Plus Sainte-Julienne,PHARMALEAD,266,6
151532612134095,Espace des bâtisseurs,Rio Tinto,265,6
885367448177343,Bob Zimmer MP,Bob Zimmer MP,264,16
164342523432105,"Tim Thielmann, Conservative Party of BC Candidate for Victoria-Beacon Hill","Tim Thielmann, Conservative Party of BC Candidate for Victoria-Beacon Hill",264,3
397703763716633,"J.D. Irving, Limited",J.D.Irving,263,22
109122465540225,Investment Insights,These ads ran without a disclaimer,262,3
336171032921065,Waterline Ship,These ads ran without a disclaimer,261,1
293592523847639,Leitfiguren,These ads ran without a disclaimer,261,39
271738539556444,City of Pickering,City of Pickering,259,1
291152831008398,Jean Coutu - Maniwaki,PHARMALEAD,258,6
963456603785844,Steve Schafer,"Sacha Peter, FA for Steve Schafer",257,2
228606423849982,Graydon Smith,Graydon Smith,256,2
276617075542214,Amelia Boultbee - MLA Candidate BC Conservatives Penticton - Summerland,Amelia Boultbee - MLA Candidate BC Conservatives Penticton - Summerland,254,5
1384607308450527,Jean Coutu Gaspé,PHARMALEAD,253,6
141646062556362,Société de l’arthrite du Canada,Société de l’arthrite,251,1
376483929037180,Ville de Senneterre,Ville de Senneterre,250,1
279866952836863,CFVF - Coalition féministe contre la violence envers les femmes,CFVF - Coalition féministe contre la violence envers les femmes,250,1
150435931672156,Élections Québec,Élections Québec,250,1
337664192752999,Unrivalled chrysanthemum,These ads ran without a disclaimer,249,4
324167227692651,Andrew Mercier,Andrew Mercier,248,3
300299583171399,Canadian Life,These ads ran without a disclaimer,247,2
220369424839814,Jeff Burch,Jeff Burch,245,3
1829571583943304,Bigplat,These ads ran without a disclaimer,245,6
335755149617285,William Breckenridge for District 7,William Breckenridge for District 7,243,2
572705946101656,Todd Stone,Todd Stone,243,9
285615051312450,Sarah Wright - Regina Lakeview’s Sask Party Candidate 2024,Sask Party,241,4
111801910684260,York South-Weston Tenant Union,York South-Weston Tenant Union,241,6
107037924117528,Jean Coutu Mont-Laurier,PHARMALEAD,241,7
294097234047658,The Brocode,These ads ran without a disclaimer,240,3
5777333398,Canada Strong and Free Network,Canada Strong and Free Network,239,4
358421800689537,Thefootballhub59,These ads ran without a disclaimer,238,9
100569496194918,My Climate Plan,My Climate Plan Society,238,9
605574922790024,Mike Bernier - Peace River South,MLA Mike Bernier,238,6
1620663581526309,Grandes del centro de varones,These ads ran without a disclaimer,235,2
112277598540493,Canadian Affairs,Canadian Affairs News Inc.,231,4
100248276407668,Sybil Warren,These ads ran without a disclaimer,227,7
145996858587702,Pavneet Singh for Kelowna - Lake Country -  Coldstream,Pavneet Singh for Kelowna - Lake Country -  Coldstream,226,2
114990521809,Desjardins Group,Desjardins Group,225,1
467348316733220,Tracy Gray,Tracy Gray,225,4
33730130515,Metro Vancouver,Metro Vancouver,221,2
312380892116930,Cuso International,These ads ran without a disclaimer,220,7
259590020574201,Scott McInnis Columbia River-Revelstoke Candidate BC United,Scott McInnis Columbia River-Revelstoke Candidate BC United,219,7
858050834343688,Brunet Ste-Agathe,PHARMALEAD,219,7
371967062666948,Home Sweet3,These ads ran without a disclaimer,218,5
1157247757741162,Coast Funds,Coast Funds,217,8
257029234408526,BC Greens Kamloops RA - KamGreens,BC Green Party,216,4
82373174508,Fresh Start Recovery,Fresh Start Recovery,215,3
733851043405590,Chilltv,Chilltv,215,6
527217270712141,Jean Coutu Fort-Saint-Louis,PHARMALEAD,214,11
216582391864869,"Jamie Schmale, MP","Jamie Schmale, MP",211,14
442974489937129,Canada News 6,These ads ran without a disclaimer,210,22
308735532331063,Beautiful  chrysanthemum,These ads ran without a disclaimer,210,6
256813345043241,Philip Lawrence,MP Philip Lawrence,209,3
677101125674959,Peter Milobar,BC United,209,4
423019977746485,Ontario Council of Hospital Unions - CUPE,Ontario Council of Hospital Unions-CUPE,208,3
104543375595634,Aristotle Foundation for Public Policy,Aristotle Foundation,208,8
344708802058839,Business Solutions,These ads ran without a disclaimer,207,5
323896264322229,Coline Maxa,These ads ran without a disclaimer,205,1
104175532640036,Show Me Your Regina,Show Me Your Regina,204,5
149359161748927,Inuit Tapiriit Kanatami,Inuit Tapiriit Kanatami,200,1
209191002426864,County of Grande Prairie No. 1,the County of Grande Prairie,200,5
100552740022701,Réseau d'experts Nutrite,Réseau d'experts Nutrite,200,1
184374514949415,Darren Fisher,Office of MP Darren Fisher,200,2
777481999018344,Jenny Kwan,Jenny Kwan,200,1
1395790247377471,Canadian Shooting Sports Association,Canadian Shooting Sports Association,200,2
297117233483758,En Protos,These ads ran without a disclaimer,200,5
116207779747238,Jasraj Singh Hallan,MP Jasraj Singh Hallan,200,1
140961138903,The Globe and Mail,These ads ran without a disclaimer,199,14
988115218015269,Jack Hundial,Jack Hundial,197,1
67345351268,The Fur-Bearers,The Fur-Bearers,195,3
347794988425656,Today News,These ads ran without a disclaimer,194,1
288148901301810,Nova Scotia Woodlot Owners and Operators Association,Nova Scotia Woodlot Owners and Operators Association,193,1
335955910126428,Real New 9,These ads ran without a disclaimer,193,7
106792975524715,Proxim Maria Pia Bergonzi Torres,PHARMALEAD,192,5
660721067413100,Dense Breasts Canada,Dense Breasts Canada,191,6
204844912876739,Blake Richards,Banff-Airdrie Conservative EDA,191,33
108319027557796,Seventeen17,These ads ran without a disclaimer,190,6
230099464049,Craig Chandler,Craig Chandler,190,1
243795232247,Mennonite Central Committee - MCC,Mennonite Central Committee Canada,189,1
258007764251682,First United - Vancouver Downtown Eastside,First United Church Community Ministry Society,189,1
937166036298256,Tom Shypitka,Tom Shypitka Kootenay East MLA,189,9
122094483488011902,Vote Kevin Acton,Kevin Acton,188,4
117429248657835,Elections Yukon,Elections Yukon,187,2
113538443844609,Faytene Grasseschi / PCNB / Hampton - Fundy - St. Martins,Faytene for Hampton-Fundy-St. Martins,186,4
182271719069155,Jean Coutu Terrebonne,PHARMALEAD,186,4
100371388906713,Jean Coutu St-Sauveur,PHARMALEAD,186,6
325629653967568,Enterprise Essentials,These ads ran without a disclaimer,184,6
294165127109941,York Centre PC Riding Association,York Centre PC Riding Association,183,5
477898292305690,Médecins NB Docs,NB Docs,181,4
116486331729420,350 Canada,350 Canada,181,35
231211090395156,Julie Dzerowicz,Julie Dzerowicz,181,6
100764981598616,Xé agora é notícias,These ads ran without a disclaimer,180,9
107424984239,Société pour la nature et les parcs - SNAP Québec,Société pour la nature et les parcs - SNAP Québec,180,1
105474801732480,Joanne Thompson - St. John's East,Joanne Thompson,179,2
160236723849616,Dave Gouthro for Albert-Riverview,Dave Gouthro for Albert-Riverview,179,9
108780691949114,Hebrew Sandrine,These ads ran without a disclaimer,178,6
325702967294561,Vote Merrick Matteazzi - BC United,Vote Merrick Matteazzi - BC United,178,5
681249728614792,Mayor Tom Mrakas,Tom Mrakas,177,4
694575633903484,CUPW STTP,Canadian Union of Postal Workers,176,3
416169538729792,Mapping the Way,Mapping the Way,176,9
127880943927960,Médecins du Monde Canada,Médecins du Monde Canada,176,11
101235012628943,Heartwood Healing Centre,Heartwood Healing Centre,175,6
250529554814869,Pete Davis,Pete Davis for MLA,175,7
319385804591399,Gopal saini- Councillor Candidate Chestermere,Gopal Saini,175,2
1506858022899841,Uniprix Louiseville,PHARMALEAD,174,4
104968895569822,Glass Shanen,These ads ran without a disclaimer,172,3
387577611402843,Scott Cyr,Scott Cyr,171,22
103116921618102,Accès pharma chez Walmart,PHARMALEAD,170,4
2187464101499193,Kent Medicine Shoppe Pharmacy,PHARMALEAD,166,8
108496061848115,Sadra Nasseri for YRDSB Trustee,Sadra Nasseri for YRDSB Trustee Campaign,160,10
116973161327159,Last Generation Canada,Last Generation Canada,159,5
100346316180965,Bio pistachio,These ads ran without a disclaimer,156,3
118706884924526,Indspire,Indspire,153,8
74982491149,The Hazel McCallion Line,These ads ran without a disclaimer,151,1
100558828957854,Elaine Allan,Elaine Allan,151,3
100265328589823,I Care For Rare,I Care For Rare,151,1
111397808354159,Yukon Department of Education,Yukon Department of Education,150,92
1448987228672714,Cape Breton Regional Municipality,Cape Breton Regional Municipality,150,1
102245341668699,Keewatinohk Inniniw Minoayawin,Keewatinohk Inniniw Minoayawin,150,1
465152633548835,Generation Squeeze,Generation Squeeze,150,2
711365132373586,Juliano Cezar Modelo,These ads ran without a disclaimer,148,1
325007060690359,Centro de Vida Global SCZ Montero,These ads ran without a disclaimer,146,2
387521831101446,Idee,These ads ran without a disclaimer,146,2
473996025974237,"Scott Anderson, CPC Candidate Nominee","Scott Anderson, CPC Candidate Nominee",146,2
271761322694966,Malik Ashraf Next MP in Calgary McKnight,Malik Ashraf Next MP in Calgary McKnight,145,9
136045101977299,Sudbury Conservative Riding Association,Sudbury Conservative EDA,144,1
287143565368414,Spoon Art Design,These ads ran without a disclaimer,144,2
115028031092495,CitizenGO Canada,CitizenGO Canada,143,1
240254695846918,Vanguard Voice,These ads ran without a disclaimer,142,3
332789656918574,InvestInsights.,These ads ran without a disclaimer,142,3
200424090114451,Ukrainian Canadian Congress - Toronto Branch,Ukrainian Canadian Congress - Toronto Branch,140,1
342197765819636,Fair Vote Yukon,Fair Vote Yukon,140,2
107498668773236,Rich Heidyn,These ads ran without a disclaimer,140,2
1798578616828336,Indus Development Foundation,These ads ran without a disclaimer,139,1
109694068112587,Debtreliefcanada.com,These ads ran without a disclaimer,139,1
102038242942698,Western Canada Live,A Black Press Media Advertiser,137,4
229021295039299,Accès pharma chez Walmart - St-Bruno,PHARMALEAD,137,3
102645202832484,Alliance for a Liveable Ontario,Alliance for a Liveable Ontario,137,4
359264387260362,Rachel Enns,Financial Agent for the Rachel Enns Nomination Campaign,135,4
109334132230209,Stephen Curran,Stephen Curran Nomination Campaign,135,5
1850066245319491,Brunet Weedon,PHARMALEAD,134,4
1027230464105978,"Jean-Claude JC D'Amours, député / MLA Edmundston Madawaska Centre","Jean-Claude JC D'Amours, député / MLA Edmundston Madawaska Centre",134,10
952386524962035,Design Consultant: Comfort Decor House,These ads ran without a disclaimer,132,5
434853360274771,Simmi Minhas Real Estate,These ads ran without a disclaimer,131,1
134722519884782,City of Saskatoon - Your Local Government,City of Saskatoon,131,4
101436926004250,Councillor Adil Khalqi,Councillor Adil Khalqi,130,4
10092710399,Wildsight,Wildsight,127,5
616080718779244,STAR HEADS,These ads ran without a disclaimer,127,9
1610696759075826,Peter Singh,Peter Singh,126,3
886476401379378,Anam Biswas,These ads ran without a disclaimer,125,1
211362652762698,Richard Martel,"Richard Martel, Chicoutimi - Le Fjord",125,1
367183183909976,Deaf Children Matter,Deaf Children Matter,125,4
840193969381131,BC NDP in Langford-Highlands,BC NDP in Langford-Highlands,125,4
101061601633253,Kimchi ni MAMU,These ads ran without a disclaimer,125,4
1705133309767366,Dan Davies - Peace River North,Dan Davies - Peace River North,123,3
218423934966621,Almaguin Community Economic Development - ACED,Almaguin Community Economic Development,123,1
303473312998028,FedEx,These ads ran without a disclaimer,123,1
134878444023725,Dave Sidhu,Dave Sidhu Campaign,123,1
259859994921316,Tako van Popta,Tako van Popta,122,2
105435565128513,Property Tax Pro Paul Sullivan,Ryan ULC,121,1
104197194293273,Patrick Weiler,Patrick Weiler,120,2
136570420789,Homebuilders Association Vancouver - HAVAN,Homebuilders Association Vancouver,120,2
100689581907204,Kerry For Oakville West,Kerry For Oakville,119,1
292291270644296,Sport 65,These ads ran without a disclaimer,119,1
188738344531980,Inter Pares,Inter Pares,119,2
169298040077923,Uniprix Claude Noël,PHARMALEAD,119,4
2272068239698194,A história do miúdo que vai ser Estrela  do kassequel,These ads ran without a disclaimer,118,1
133690690015346,USJE - SESJ,USJE - SESJ,115,2
136772905237,Historica Canada,Historica Canada,115,1
111094583963201,Accès pharma Martin Payer chez Walmart,PHARMALEAD,114,7
115444021428421,TheRockies.Life,TheRockies.Life,113,3
320361751166646,Summer Vitamins,These ads ran without a disclaimer,112,6
142434772510922,Lazaris TheTopDon,These ads ran without a disclaimer,112,9
167876673259490,SSK Kociánka,These ads ran without a disclaimer,111,1
290585747472428,Jackie4MP,Jackie4MP,111,3
232442346800828,Return to Reason,Return to Reason,111,2
335850859612380,Mayank Patel for Waterloo,Mayank Patel Campaign,110,2
279240795276656,Veronique Arsenault - For/Pour Miramichi East,Veronique Arsenault - For/Pour Miramichi East,109,1
431950893537501,Patricia Arab,Official Agent for Patricia Arab,109,1
108413685675336,Benjamin Lauder,These ads ran without a disclaimer,109,4
110676318287494,Sabc News,These ads ran without a disclaimer,108,1
102641588585816,Victoria Rumble Room,Victoria Rumble Room,108,6
126696884068046,Canadians for Tax Fairness,Canadians for Tax Fairness,107,1
483128935106792,Visionet.cl,These ads ran without a disclaimer,107,1
116805682100,Fédération québécoise des chasseurs et pêcheurs,Fédération québécoise des chasseurs et pêcheurs,107,1
275941155599865,Утренние Вести,These ads ran without a disclaimer,106,3
857860094339244,The GIST,These ads ran without a disclaimer,104,3
363558333497926,CBS News Canada,These ads ran without a disclaimer,103,5
104569164399817,Real New 2,These ads ran without a disclaimer,103,24
122839461066472,Goldstream News Gazette,a BPM advertiser,103,2
124796980707746,Prideearth,These ads ran without a disclaimer,102,2
110225254594,National Post,These ads ran without a disclaimer,101,17
269058656597576,Uniprix Kalfane,PHARMALEAD,≤100,2
100222008179889,Dr. Leslyn Lewis,Dr. Leslyn Lewis,≤100,1
656576637722071,Salma Zahid,Salma Zahid,≤100,1
188512077837868,Habitat for Humanity Greater Ottawa,Habitat for Humanity Greater Ottawa,≤100,1
200969789971450,Dan Albas,Dan Albas,≤100,1
377702285418984,Bernard Trottier for Etobicoke-Lakeshore,Bernard Trottier Campaign,≤100,1
112634204838215,Abbytv Channel,Abbytv Channel,≤100,5
140210399385186,The Wilberforce Project,The Wilberforce Project,≤100,3
1723753627896051,Gregory Thomas,Gregory Thomas,≤100,2
1590219921201770,Élections Canada,Élections Canada,≤100,9
327604087101492,Edmonton Forward,Edmonton Forward,≤100,1
104258727963565,Centre For Intellectual Excellence,Centre For Intellectual Excellence,≤100,1
548350588948821,Réseau en immigration francophone du Nouveau-Brunswick - RIFNB,These ads ran without a disclaimer,≤100,1
273039025896167,Jean Coutu Prévost,PHARMALEAD,≤100,2
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,≤100,1
96266398170,City of Victoria - Local Government,The City of Victoria,≤100,2
119545138123982,Moss Brendana,These ads ran without a disclaimer,≤100,1
175797376373,"WaterFurnace Geothermal Heating, Cooling & Hot Water",These ads ran without a disclaimer,≤100,1
694493610951112,Politics Kamloops Thompson Cariboo,Politics Kamloops Thompson Cariboo,≤100,1
753889838292279,BC Assembly of First Nations,BC Assembly of First Nations,≤100,2
122141427656123,Kiel Giddens,BC United,≤100,5
182141188503722,Chambre de Commerce du Grand Sainte-Agathe,Chambre de Commerce du Grand Sainte-Agathe,≤100,2
152692501480399,Are Mal,These ads ran without a disclaimer,≤100,3
279504251906972,neweconomicthinking,These ads ran without a disclaimer,≤100,1
100451279572980,Revolution Party of Canada,Revolution Party of Canada,≤100,3
271226044753413,Alexandre Desbiens - Conseiller District 2 - Drummondville,Alexandre Desbiens - Conseiller District 2 - Drummondville,≤100,2
132125293547127,Animal Alliance of Canada,Animal Alliance of Canada,≤100,1
140734592669774,Democracy Watch,Democracy Watch,≤100,1
362491473610283,Cost of Living Protest,Cost of Living Protest,≤100,1
1580746035533280,Terry Sheehan,"Terry Sheehan, MP for Sault Ste. Marie",≤100,4
578727552299869,New Statement-7,These ads ran without a disclaimer,≤100,64
110428278317957,Cuiqiu_Thailand,These ads ran without a disclaimer,≤100,5
51316485747,Developing World Connections,Developing World Connections,≤100,3
273310203282725,"Louis Lemieux, député de Saint-Jean à l'Assemblée nationale",Coalition Avenir Québec,≤100,7
113932273347092,Jean Coutu St-Canut,PHARMALEAD,≤100,7
837293722953465,Transition Salt Spring Society,Transition Salt Spring,≤100,3
187556171283509,EquityMasters.,These ads ran without a disclaimer,≤100,2
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
108372001878238,Yannick Gagnon - député de Jonquière à l'Assemblée Nationale,Yannick Gagnon - Député de Jonquière à l'Assemblée nationale,≤100,3
247888910463883,Media MHB,These ads ran without a disclaimer,≤100,4
181097945086500,Dr Prathamesh Kale,Dr Prathamesh Kale,≤100,1
132131911688,QEII Foundation,These ads ran without a disclaimer,≤100,1
1770099126380076,Familiprix Danielle Tardif - Cantley,PHARMALEAD,≤100,6
1012184685531364,Todaymany,These ads ran without a disclaimer,≤100,1
8223823389,Don Davies,Don Davies,≤100,3
732271663499527,Matthew Shoemaker,Matthew Shoemaker,≤100,4
355950054271429,Okbaybe 0112,These ads ran without a disclaimer,≤100,2
229810340365531,Alliance des femmes de la francophonie canadienne - AFFC,Alliance des femmes de la francophonie canadienne - AFFC,≤100,1
398671859987577,Home Sweet2,These ads ran without a disclaimer,≤100,6
486677418032517,Bruce-Grey-Owen Sound Greens,Green Party of Ontario,≤100,1
109479742783542,Mel Arnold MP,Mel Arnold MP,≤100,2
104321298871939,"David West, Mayor, Richmond Hill, Ontario",Office of the Mayor of Richmond Hill,≤100,1
918395134840916,Jason Nixon,"Jason Nixon, MLA for Rimbey-Rocky Mountain House-Sundre",≤100,4
622310825076980,Duffie,Duffie,≤100,1
204285256257924,Cranbrook Townsman,Black Press Media,≤100,3
100899322818124,Escolinha da PAz,These ads ran without a disclaimer,≤100,2
488202961191169,Devenant,These ads ran without a disclaimer,≤100,1
166078260110699,CUPE 503,CUPE 503,≤100,3
116724018346372,Parti vert NB Green Party,Parti vert NB Green Party,≤100,6
104240525529767,Media MEG,These ads ran without a disclaimer,≤100,3
79825779975,National Gallery of Canada,These ads ran without a disclaimer,≤100,1
164878297606432,David Egan for Edmonton Griesbach Conservative Party of Canada Nomination,David Egan for Edmonton Griesbach Conservative Party of Canada Nomination,≤100,1
1242717912408041,Stephanie Kusie,"Office of Stephanie Kusie, MP Calgary Midnapore",≤100,2
163765883653829,Watershed Watch Salmon Society,Watershed Watch Salmon Society,≤100,5
1087241024725575,Frosted Mint,These ads ran without a disclaimer,≤100,2
599601796904723,Humane Society International/Canada,Humane Society International/Canada,≤100,2
125577278031983,Boze,These ads ran without a disclaimer,≤100,1
139304702760957,Hope Air,Hope Air,≤100,3
340750226430601,Warren Steinley,Warren Steinley,≤100,1
104291101719757,Frank Caputo,"Office of Frank Caputo, M.P.",≤100,1
544452202257806,UBC Okanagan School of Education,UBC Okanagan,≤100,2
14410062131,MaRS Discovery District,These ads ran without a disclaimer,≤100,2
302613969612419,News Liders,These ads ran without a disclaimer,≤100,5
120749128507107,Brunet Rudy Hinh-Thai,PHARMALEAD,≤100,4
107953199261156,ifaw,These ads ran without a disclaimer,≤100,4
103474139327882,"Éducation, Culture et Formation - GTNO",Gouvernement des Territoires du Nord-Ouest,≤100,1
1488032994626927,David Hickey,David Hickey,≤100,2
218064368205644,Rowe Calen,These ads ran without a disclaimer,≤100,1
143287192374311,Conseil régional de l'environnement Mauricie,Conseil régional de l'environnement Mauricie,≤100,2
109248155261420,Jimmy Hassan; Councillor of Trillium District,Jimmy Hassan; Councillor of Trillium District,≤100,1
1436202436649850,"Andrew Dowie PC, Windsor-Tecumseh","Andrew Dowie PC, Windsor-Tecumseh",≤100,1
104400045901772,Consumer Path,These ads ran without a disclaimer,≤100,1
534459283351163,Island Safety Watch,Island Safety Watch,≤100,5
100419415168970,JGP cakes,These ads ran without a disclaimer,≤100,2
1470570793264364,Jean Coutu,PHARMALEAD,≤100,5
57887514691,University of Toronto Press,University of Toronto Press,≤100,2
251360678068375,Newblacks,These ads ran without a disclaimer,≤100,46
2310539862308811,Establish Media,Establish Media,≤100,6
105004752184845,Amita Pathak,These ads ran without a disclaimer,≤100,3
265793019946760,Shanjeelin Dwivedi,Shanjeelin Dwivedi,≤100,2
269525309818669,District of Squamish,District of Squamish,≤100,2
321096951095923,Strengthen Canada's Military,Robert Gichuru,≤100,2
218433720170241,John Haskins,These ads ran without a disclaimer,≤100,1
103263668345348,Safe At Home,Safe at Home,≤100,4
270032072866490,Shaheryar Mian Conservative Nomination Campaign,Shaheryar Mian Conservative Nomination Campaign,≤100,6
109507830610903,Woken Promises,Woken Promises,≤100,1
423193734535043,Jennifer O'Connell,Jennifer O'Connell,≤100,2
1562319613991319,Bruce Banman MLA Abbotsford South,Abbotsford South Constituency Office,≤100,1
1480679982243190,Harmonyproduction,These ads ran without a disclaimer,≤100,2
1659942897647060,Blòdè Zòn Komedi,These ads ran without a disclaimer,≤100,2
242109115885979,Canadian Light Source,Canadian Light Source,≤100,7
338540502931805,InvestGuru,These ads ran without a disclaimer,≤100,3
246572661883693,Hi Ads,These ads ran without a disclaimer,≤100,4
230439407013759,Ville de Lac-Brome,Ville de Lac-Brome,≤100,2
234391016434973,Fair Care Alliance,Fair Care Alliance,≤100,1
2288653164793708,Fridays For Future Ottawa,Fridays For Future Ottawa,≤100,5
57887514691,University of Toronto Press,These ads ran without a disclaimer,≤100,1
131517023569105,Arthritis Society Canada,Arthritis Society,≤100,1
239656796079695,Wood's Homes,Wood's Homes,≤100,4
21338413843,TD Friends of the Environment Foundation,TD Friends of the Environment Foundation,≤100,8
323083127560205,Kevin Guest,Kevin Guest,≤100,6
266972506489781,Goodman Pour Pontiac / Goodman For Pontiac,Goodman Pour Pontiac / Goodman For Pontiac,≤100,2
285663447971123,Marshall Chalmers for Mayor of Chestermere,Marshall Chalmers Campaign,≤100,2
102848641671409,Açaí Clothing,These ads ran without a disclaimer,≤100,1
363594530171415,Career Curve,These ads ran without a disclaimer,≤100,3
100484820802,Apple TV,These ads ran without a disclaimer,≤100,1
863298240496439,Peter Guthrie,Peter Guthrie,≤100,2
106036894596365,Kelli Paddon MLA,Kelli Paddon MLA,≤100,1
0,Instagram User 1994042361,These ads ran without a disclaimer,≤100,1
183254541537973,Al Mira,These ads ran without a disclaimer,≤100,2
103235075340486,Fred Tilley,Fred Tilley,≤100,4
133858626671673,Golf Avenue,These ads ran without a disclaimer,≤100,4
326931144005767,Fédération du Québec pour le planning des naissances,Fédération du Québec pour le planning des naissances,≤100,5
244310222696913,Lake Lullabies,These ads ran without a disclaimer,≤100,1
472830029457851,Victim Services,These ads ran without a disclaimer,≤100,1
106259715495295,The lifetime,These ads ran without a disclaimer,≤100,4
112290410248573,IGA Extra Famille St-Jacques,ECOLEAD Marketing,≤100,1
101913929398753,"Carl Cosby, Advocating for Kent North - MLA Hopeful","Carl Cosby, Advocating for Kent North - MLA Hopeful",≤100,1
1451940021709442,Uniprix Joliette,PHARMALEAD,≤100,1
1490205294614653,GuelphToday.com,GuelphToday.com,≤100,1
110298731950020,Branden Leslie,Branden Leslie,≤100,1
131313640997,"City of Thunder Bay - Municipal Government, Ontario, Canada","City of Thunder Bay - Municipal Government, Ontario, Canada",≤100,1
2389440208005428,For Our Kids,For Our Kids,≤100,1
557724307720097,Right Now,RightNow HQ Canada,≤100,1
121862690477,Saskatchewan Intercultural Association,Saskatchewan Intercultural Association,≤100,1
431022573924234,Brunet Deux-Montagnes,PHARMALEAD,≤100,2
869127933125944,Indigenous Link,Indigenous Link,≤100,1
105796631029095,Real New 10,These ads ran without a disclaimer,≤100,7
155047831021880,LaPresse.ca,These ads ran without a disclaimer,≤100,2
347396771971877,SOPREMA Canada,Soprema Canada,≤100,31
107108460682628,Good Deed Charity Organisation,These ads ran without a disclaimer,≤100,1
191170911042698,Ideabar,These ads ran without a disclaimer,≤100,5
427014760813801,Imágenes :3,These ads ran without a disclaimer,≤100,1
339682308115,Metis Nation of Alberta,Metis Nation of Alberta,≤100,1
273909258097,Saanich News,a BPM advertiser,≤100,1
1694706720796851,Manitoba Pork,Manitoba Pork Council,≤100,5
244258898764799,Polite Canada,Polite Canada,≤100,3
166323303332,Partners International (Canada),Partners International Canada,≤100,1
108192689198864,Petit Théâtre du Vieux Noranda,These ads ran without a disclaimer,≤100,1
107609393926645,Tom Parkin,Impact Strategies,≤100,2
168788863152162,Cantiro Homes,Cantiro,≤100,2
101477372255458,Mauro Francis for Burnaby North-Seymour,Mauro Francis for Burnaby North-Seymour,≤100,1
327735317604945,Jakliny kina,These ads ran without a disclaimer,≤100,2
116483204804738,Claire Johnson Moncton South/Sud,Claire Johnson Moncton South/Sud,≤100,6
115191861179321,Tuptim Shop,These ads ran without a disclaimer,≤100,1
265651059970558,Elect George Tsiklis Ward 2,Campaign to Elect George Tsiklis,≤100,1
1975085216126739,Logan McLellan,Logan McLellan,≤100,1
575698229519777,Quatre95,URBANIA,≤100,4
178355362032581,Daily fun magazine,These ads ran without a disclaimer,≤100,1
108752008502356,Sherry Sapphire,These ads ran without a disclaimer,≤100,3
110366461478780,David Hill - Councillor - Ward 3 Barrhaven West,David Hill - Councillor - Ward 3 Barrhaven West,≤100,1
365707343288080,Toronto today 24/7,These ads ran without a disclaimer,≤100,1
102976079552554,Initiative 1,These ads ran without a disclaimer,≤100,3
115444021428421,TheRockies.Life,These ads ran without a disclaimer,≤100,1
1376479192620824,UBIe DesignStudio,These ads ran without a disclaimer,≤100,1
1698373080245187,Safe Salmon: Defend our Wild Salmon,Watershed Watch Salmon Society,≤100,1
106611099179163,"ELECT Olasehinde Adebayo: MLA Coronation Park, Saskatchewan, Canada",Prime Heritage Services,≤100,1
335559313194742,Emily Kimelman,These ads ran without a disclaimer,≤100,1
112640875074031,Mediaplanet Canada,Mediaplanet Canada,≤100,1
352811708084428,thefreepress.ca,a Black Press Media advertiser,≤100,2
102845715959392,What’s Interesting Vaughan,What’s Interesting Vaughan,≤100,1
483741501712814,David Coon,Parti vert NB Green Party,≤100,4
101908322607310,Surrey First 2024,Surrey First Electors' Society,≤100,1
187299737984317,Sudbury Federal Liberal Association,Sudbury Federal Liberal Association,≤100,3
110245434894967,Tcvds CA,These ads ran without a disclaimer,≤100,1
115406242382746,Brunet Wakefield,PHARMALEAD,≤100,3
147816292606803,kimberleybulletin.com,a Black Press Media advertiser,≤100,1
1650426011849424,"GNWT Education, Culture and Employment",Government of the Northwest Territories,≤100,1
211677358848244,Jinny Sims,Jinny Sims,≤100,2
117122791435333,Tringa totanus,These ads ran without a disclaimer,≤100,2
