Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
104115634957659,Máfia 777 Music,These ads ran without a disclaimer,≤100,3
263237773709832,Maison d'hébergement La Volte-Face,Maison d'hébergement La Volte-Face,≤100,4
103788421893891,Lynix Xi,These ads ran without a disclaimer,≤100,1
2291471984397824,Éden Arsénio  Januário,These ads ran without a disclaimer,≤100,1
174000851080,Centraide Québec et Chaudière-Appalaches,These ads ran without a disclaimer,≤100,1
72138112414,Divine Taste by Anushruti,These ads ran without a disclaimer,≤100,10
315489079651,Ted Hsu,Ted Hsu,≤100,2
213056725235092,Alberta First Pension,Alberta First Pension,≤100,1
524391507943845,BOLD,These ads ran without a disclaimer,≤100,1
103038506079705,Kerry Diotte,Kerry Diotte Conservative Nomination Campaign,≤100,1
640284822743784,Abdhammad,These ads ran without a disclaimer,≤100,1
141547682383209,Isabel Otero,These ads ran without a disclaimer,≤100,1
107634799309158,Edmonton Public Schools,Edmonton Public Schools,≤100,1
108231928962220,TCP Europe Pageants,These ads ran without a disclaimer,≤100,8
167515533120201,Popo Army,These ads ran without a disclaimer,≤100,1
118320763340668,Sam Raven- Smithers Town Councillor,Sam Raven- Smithers Town Councillor,≤100,2
249816024886998,James Robertson for Saint John-Kennebecasis,James Robertson for Saint John-Kennebecasis,≤100,1
124674297212780,Joseph James,Alex Sampson,≤100,1
1401645180072600,Accessibility Advisory Committee,Accessibility Advisory Committee,≤100,11
260432254600520,Intelecto Subversivo Nacional,These ads ran without a disclaimer,≤100,1
103123312703168,Deep Blue,These ads ran without a disclaimer,≤100,2
109102123982555,New Statement-6,These ads ran without a disclaimer,≤100,35
324250591559449,Erineu Torres,These ads ran without a disclaimer,≤100,1
138327309623972,Maxian,These ads ran without a disclaimer,≤100,1
105764658152064,Larry Brock,Larry Brock,≤100,2
103694205374342,Serene Seaside,These ads ran without a disclaimer,≤100,2
101816105639495,Chantelle de Jonge for Chestermere-Strathmore,Chantelle de Jonge for Chestermere-Strathmore,≤100,1
143249880633,World Animal Protection Canada,These ads ran without a disclaimer,≤100,1
1416258565290041,Loblaw Companies Limited,These ads ran without a disclaimer,≤100,1
101314372782783,Marc Perez,These ads ran without a disclaimer,≤100,1
291327944305693,Town of Georgina,Town of Georgina,≤100,1
382183742242682,Parti vert - Moncton South - Green Party,Parti vert - Moncton South - Green Party,≤100,2
362479080505188,Royal LePage Binder Real Estate,These ads ran without a disclaimer,≤100,1
221611235356647,Chris Lewis MP,Chris Lewis MP,≤100,1
1435561726659368,Cariboo Chilcotin Conservation Society,Cariboo Chilcotin Conservation Society,≤100,2
105039417804164,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,1
321707734367227,Leadership landmarks,These ads ran without a disclaimer,≤100,1
295990467848061,Steve Milani of Port Moody,Steve Milani of Port Moody,≤100,2
103580751356713,Louco de Alma,These ads ran without a disclaimer,≤100,1
6013004059,The Economist,These ads ran without a disclaimer,≤100,2
98673036962,ROLDA,These ads ran without a disclaimer,≤100,1
100642632975505,Marco LeBlanc,Marco LeBlanc - Député Restigouche Chaleur,≤100,1
280025171862821,Laura White,Official Agent for Laura White,≤100,2
1424110981184230,Curium,Curium,≤100,2
1651192185110470,Ontario Headwaters Institute,The Ontario Headwaters Institute,≤100,1
242570858933035,Kerry van Aswegen,Kerry van Aswegen,≤100,1
49028671668,Shirley Bond,Shirley Bond,≤100,1
122105548550003076,Forestso,These ads ran without a disclaimer,≤100,43
106238018420240,Media For,These ads ran without a disclaimer,≤100,1
654057134661490,Nathan Pachal,Nathan Pachal,≤100,1
1314636791961346,Lovecraftians,These ads ran without a disclaimer,≤100,1
114312524502,City of Surrey,These ads ran without a disclaimer,≤100,1
101061667169256,Yukon Electoral District Boundaries Commission,Yukon Electoral District Boundaries Commission,≤100,1
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,2
398024340266221,Mokami Status of Women Council/Women's Centre,These ads ran without a disclaimer,≤100,1
559805134151839,Concerned Friends: A Voice For Quality in Long-Term Care,Concerned Friends,≤100,2
2118969261683045,Kevin Holland - MPP Thunder Bay-Atikokan,Kevin Holland - MPP Thunder Bay-Atikokan,≤100,1
116532771399974,realestateundertheradar,These ads ran without a disclaimer,≤100,1
92729316952,Reworld Waste,These ads ran without a disclaimer,≤100,7
128877987285543,Info Unik,These ads ran without a disclaimer,≤100,1
100863216156067,Path to Independence,These ads ran without a disclaimer,≤100,3
110713547051205,Boss Electronics And Supply,These ads ran without a disclaimer,≤100,7
329260020274971,Barnaty,These ads ran without a disclaimer,≤100,1
125085994168691,Awesome Ottawa,Awesome Ottawa,≤100,2
391100957410782,ProfOil,These ads ran without a disclaimer,≤100,1
2064019553928751,Soldbyfiorenza,These ads ran without a disclaimer,≤100,1
111080357419662,Real New 8,These ads ran without a disclaimer,≤100,6
104078965653400,Xiczech,These ads ran without a disclaimer,≤100,2
166617030624465,"Scott Crone, Councillor, Ward 3",Scott Crone Political Candidate,≤100,1
106961424247323,Laidler,These ads ran without a disclaimer,≤100,1
112568821728397,Freedom Party of British Columbia,Freedom Party of British Columbia,≤100,2
106382668371032,Geopolitics Insider,These ads ran without a disclaimer,≤100,1
518574831553012,People's Alliance Party of NB - L'Alliance des Gens du NB,People's Alliance Party of NB - L'Alliance des Gens du NB,≤100,2
106594712056801,𝒑𝒓𝒐𝒎,These ads ran without a disclaimer,≤100,1
129648666837,Unite Here! Local 40,These ads ran without a disclaimer,≤100,1
1380460498881158,Mission Without Borders Canada,Mission Without Borders Canada,≤100,1
49530722523,Ecojustice,Ecojustice,≤100,1
414858950050,Conservation Council of New Brunswick,Conservation Council of New Brunswick,≤100,1
10150095427915144,Ceasefire.ca,Rideau Institute,≤100,1
57819020597,Victoria Playhouse,Victoria Playhouse,≤100,1
173469116033536,Town of Banff,Town of Banff,≤100,1
100854146049810,Suzanne Tremblay - députée de Hull à l'Assemblée Nationale,Suzanne Tremblay - députée de Hull à l'Assemblée Nationale,≤100,1
331468530262542,Community Food Centres Canada,Community Food Centres Canada,≤100,2
101829432979402,Yanel Raul Nieves González,These ads ran without a disclaimer,≤100,1
274379872433672,Lincoln 1,These ads ran without a disclaimer,≤100,1
138278482866502,The Wrestling Game,These ads ran without a disclaimer,≤100,1
141841292611199,Canbera,These ads ran without a disclaimer,≤100,1
293621321684,Uncle Frank,These ads ran without a disclaimer,≤100,1
213435765187125,Don McBean - NDP Candidate Saskatoon Chief Mistawasis,the Financial Agent for the Candidate,≤100,1
341574825702550,Moss Michael,These ads ran without a disclaimer,≤100,1
216261779028250,Mayor Bill Gordon,Bill Gordon,≤100,2
110801517918012,Tamara Kronis,Tamara Kronis,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
111095907451594,Harvest ETFs,These ads ran without a disclaimer,≤100,1
374486982601357,Squamish Nation,Squamish Nation,≤100,1
125333825527385,Lehann Wallace,Lehann Wallace,≤100,3
355772491162964,Esker Foundation,These ads ran without a disclaimer,≤100,1
41144777377,Yalo Cuellar,These ads ran without a disclaimer,≤100,1
101497852702090,Truth Ent Films,These ads ran without a disclaimer,≤100,1
1341335746011248,Tamara Jansen,The Official Agent for Tamara Jansen,≤100,2
183919981662503,Productions du Raccourci,These ads ran without a disclaimer,≤100,1
115956350259084,Jermaine Chambers,Jermaine Chambers Campaign,≤100,1
298736413331253,AlecStratford4ColeHarbour,Alecstratford4coleharbour,≤100,1
371260986301489,Islamic Relief Canada,These ads ran without a disclaimer,≤100,1
104303959035479,Canada Today,These ads ran without a disclaimer,≤100,3
103890845903910,Steven A. Cohen,These ads ran without a disclaimer,≤100,17
198161003562116,Vancouver Humane Society,Vancouver Humane Society,≤100,1
408575746322633,Reimagine Co,Reimagine Co,≤100,1
296954320422214,Jennifer Rice,Jennifer Rice,≤100,1
192797460591509,Bryan Tepper Candidate for Surrey - White Rock Conservative Party of BC,"Conservative Party of BC, Financial Agent for Bryan Tepper",≤100,1
109214044879,Resort Municipality of Whistler (RMOW),Resort Municipality of Whistler (RMOW),≤100,1
505604139837603,Muslim Hands Canada,These ads ran without a disclaimer,≤100,1
147900210764383,Sophie Chatel,"Sophie Chatel, MP",≤100,1
111241274960716,Common Ground,Common Ground,≤100,1
319745934561618,Jackson Brown,These ads ran without a disclaimer,≤100,2
116652824810376,West Nova Chamber of Commerce,West Nova Chamber of Commerce,≤100,1
364579230061369,Deep Sky,These ads ran without a disclaimer,≤100,2
153824057808484,Bathroom tiles,These ads ran without a disclaimer,≤100,1
170578859467775,Harainbow,These ads ran without a disclaimer,≤100,18
375379585658449,Itinvestingnews,These ads ran without a disclaimer,≤100,1
2114146695521483,Damien C. Kurek,Damien C. Kurek (MP for Battle River-Crowfoot),≤100,1
285895524587655,Sean Wilson for Canora Pelly,Sean Wilson for Canora Pelly,≤100,2
101869252545585,House of Power: The Game,These ads ran without a disclaimer,≤100,26
382411964944451,Andre Mattos Garage,These ads ran without a disclaimer,≤100,1
2012617162329822,AI Chat · Chatbot Assistant,These ads ran without a disclaimer,≤100,4
114856358566968,GRUP BUKU KARANGKRAF,These ads ran without a disclaimer,≤100,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,13
2179386062286695,Matilda,These ads ran without a disclaimer,≤100,1
113673211606803,Aviator BR,These ads ran without a disclaimer,≤100,1
338938935972949,Canada now,These ads ran without a disclaimer,≤100,1
313975705140706,Community Development Block Grant,These ads ran without a disclaimer,≤100,1
399590446560644,ninetofivewanderlust,These ads ran without a disclaimer,≤100,1
123406740857035,Courtenay Alberni Conservative Association,Courtenay Alberni Conservative Association,≤100,1
165087446679536,Feel The Facts,These ads ran without a disclaimer,≤100,1
349171621608528,Automated Trading Platform,These ads ran without a disclaimer,≤100,4
53320617721,Global Rescue,These ads ran without a disclaimer,≤100,1
393119707468640,Grupo Renascer,These ads ran without a disclaimer,≤100,3
114121483349197,Lorraine Cormier,These ads ran without a disclaimer,≤100,1
627351993959394,Éditions Robert Laffont Canada,Éditions Robert Laffont Canada,≤100,2
0,Instagram User 5259906933,These ads ran without a disclaimer,≤100,2
682723375175688,Urbanicity Hamilton,These ads ran without a disclaimer,≤100,1
108918301191,Dave Barber Cinematheque,Winnipeg Cinematheque,≤100,1
108657030892223,Vivianeatarao_vendas,These ads ran without a disclaimer,≤100,1
102992022845540,Ca Ai Investments,These ads ran without a disclaimer,≤100,1
125321009136403,Las Vegas Travel Company,These ads ran without a disclaimer,≤100,1
1444275062374912,Chemtrade,Chemtrade Logistics,≤100,2
110171632407726,Conseil national des chômeurs et chômeuses,Conseil national des chômeurs et chômeuses,≤100,1
590009254366898,Faytene - Speaking To Issues / Doing Life,Faytene Grasseschi,≤100,3
113043691403226,Media MAH,These ads ran without a disclaimer,≤100,2
256967407720183,LEO,Léger,≤100,3
986285634719895,Park Distillery Restaurant & Bar,These ads ran without a disclaimer,≤100,2
1512400782371519,Women's Advisory Voice of Edmonton,Women's Advisory Voice of Edmonton,≤100,5
101450496338870,mouvement_uber_equitable,These ads ran without a disclaimer,≤100,2
245574471982249,The Cabin Depot Sudbury,These ads ran without a disclaimer,≤100,1
352386737960132,gazawar2024,These ads ran without a disclaimer,≤100,1
1846441248912094,Dyslexia Canada,Dyslexia Canada,≤100,1
287176007823422,Team Progressive - GVBCA 2024-26,Webhive Digital,≤100,7
108294385415320,Media REW,These ads ran without a disclaimer,≤100,2
1688616911355965,Marché des fermiers de Bouctouche Farmers' Market,These ads ran without a disclaimer,≤100,2
142096792316106,HEEQ - Habitation Éco-Énergétique du Québec,These ads ran without a disclaimer,≤100,2
521514887893043,Tania Benson,These ads ran without a disclaimer,≤100,1
282740261599948,TalkNation.ca,These ads ran without a disclaimer,≤100,2
202718503087640,Bright Codyn,These ads ran without a disclaimer,≤100,1
293569340716849,Mike Ouellette • Real Estate,These ads ran without a disclaimer,≤100,1
188312381502634,Migrant Rights Network,Migrant Rights Network,≤100,1
108315267436869,MYNI,These ads ran without a disclaimer,≤100,1
133008806908658,Platformlive,These ads ran without a disclaimer,≤100,1
246616812158903,Angel,These ads ran without a disclaimer,≤100,1
327044361250075,News News,These ads ran without a disclaimer,≤100,1
559518311068324,Les engagés publics,Engagés publics,≤100,1
102522624942574,Niki Sharma,Niki Sharma,≤100,1
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,≤100,1
269620336244633,naji.abukhaled,These ads ran without a disclaimer,≤100,1
205757452769482,RBC,These ads ran without a disclaimer,≤100,1
677025145982250,Commissioner of Canada Elections,Commissioner of Canada Elections,≤100,1
0,Instagram User 2446304091,These ads ran without a disclaimer,≤100,2
103440005946462,Drillage Time,These ads ran without a disclaimer,≤100,1
272782365921087,Elizabeth Williams,These ads ran without a disclaimer,≤100,10
126012407432250,Musée canadien pour les droits de la personne,Musée canadien pour les droits de la personne,≤100,1
100286895732804,Thái Hồng,These ads ran without a disclaimer,≤100,2
254637447736322,Zach Astakeesic,Yvonne Ned and Zachary Astakeesic 4 Upper Nicola Band Council 2024 election,≤100,1
315324971660376,KKSFirstNations,These ads ran without a disclaimer,≤100,1
113359736904026,New Statement-3,These ads ran without a disclaimer,≤100,2
110758452300716,Elections NB,These ads ran without a disclaimer,≤100,1
341986472333795,Chris Moore for MLA Powell River-Sunshine Coast Conservative Party of BC,Chris Moore for MLA Powell River-Sunshine Coast Conservative Party of BC,≤100,1
399810206538644,Qinzhuoxiao001-03,These ads ran without a disclaimer,≤100,6
128636327000495,PWM,These ads ran without a disclaimer,≤100,1
272202456132203,Comité Chômage de Montréal,Comité Chômage de Montréal,≤100,1
114085173685588,Upside Business,These ads ran without a disclaimer,≤100,1
109432098690519,Abdul Aleem Shah,These ads ran without a disclaimer,≤100,1
111849881905419,Quantum Profit,These ads ran without a disclaimer,≤100,1
713706908660288,Paul Borrelli,Paul Borrelli,≤100,1
204023732984086,Rémy Perras Pro,Au Microphone,≤100,1
15012397923,Miladin Šobić,These ads ran without a disclaimer,≤100,3
132728760667716,Christine Hogarth,"Christine Hogarth, MPP Etobicoke-Lakeshore",≤100,1
101241079373250,Meier Publishing,Meier Publishing,≤100,2
1551935088365478,Niagara Folk Arts,These ads ran without a disclaimer,≤100,1
107220180830021,Star Dance Centre,These ads ran without a disclaimer,≤100,1
152467601467262,BMO Groupe financier,These ads ran without a disclaimer,≤100,1
145908438611550,Labworkonesstore,These ads ran without a disclaimer,≤100,3
139938125874489,Being Human Clothing Canada,These ads ran without a disclaimer,≤100,1
154352297751569,3B Energy,These ads ran without a disclaimer,≤100,2
0,Instagram User 7004811349,These ads ran without a disclaimer,≤100,1
293671893826298,Taking Up Space Podcast,These ads ran without a disclaimer,≤100,1
32583114028,City of Kelowna,These ads ran without a disclaimer,≤100,1
178822551991097,RIXE,These ads ran without a disclaimer,≤100,1
105119945722294,Media AKZ,These ads ran without a disclaimer,≤100,3
323296097542892,Globalupdatesca,globalupdatesca,≤100,1
337211142811081,Women's Strike Hamilton,Womens Strike Hamilton,≤100,1
1079743815448235,Glencore,These ads ran without a disclaimer,≤100,2
108121782369853,Mario Huot,These ads ran without a disclaimer,≤100,6
111577534017380,Campaign for Wool - Canada,These ads ran without a disclaimer,≤100,1
110272245706413,Action Against Hunger / Action contre la Faim Canada,These ads ran without a disclaimer,≤100,2
1439364926329185,Animal Matters,These ads ran without a disclaimer,≤100,1
109355752026583,Western Alumni,These ads ran without a disclaimer,≤100,1
145267205342160,Jean Bourgeois - Parti Vert NB / Green Party NB,Jean Bourgeois - Parti Vert NB / Green Party NB,≤100,2
101231998395850,Far Out With Faust,These ads ran without a disclaimer,≤100,1
114611848374149,Taylor Fashion,These ads ran without a disclaimer,≤100,2
229087490286658,USA Today 2X,These ads ran without a disclaimer,≤100,4
741219896000835,Office of the Seniors Advocate,These ads ran without a disclaimer,≤100,1
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100,1
100870914741835,The Smart Energy Company,These ads ran without a disclaimer,≤100,1
105107488836594,RiverTown Readers,These ads ran without a disclaimer,≤100,1
815758135228055,Zoomet,These ads ran without a disclaimer,≤100,1
108245017766966,Madinah US,These ads ran without a disclaimer,≤100,3
785215718222751,"Lisa Lambert, MLA for Saskatoon Churchill-Wildwood","Lisa Lambert, MLA for Saskatoon Churchill-Wildwood",≤100,1
108645754989425,MATW Project UK,These ads ran without a disclaimer,≤100,11
102538262794305,Al Mustafa Canada,These ads ran without a disclaimer,≤100,3
104070525501162,Thinksmart Brother Smart Trade,These ads ran without a disclaimer,≤100,11
108496061848115,Sadra Nasseri for YRDSB Trustee,These ads ran without a disclaimer,≤100,1
74879749136,Montecristo Magazine,These ads ran without a disclaimer,≤100,1
189137841636916,Municipalité des Coteaux,These ads ran without a disclaimer,≤100,1
107999562154329,Kyle Bass,These ads ran without a disclaimer,≤100,5
202079439822180,CUPE NB SCFP,Canadian Union of Public Employees,≤100,1
0,Instagram User 916247667,These ads ran without a disclaimer,≤100,1
86132414080,Cottage Life,These ads ran without a disclaimer,≤100,1
112277598540493,Canadian Affairs,These ads ran without a disclaimer,≤100,1
10633250963,Save the Children Canada,These ads ran without a disclaimer,≤100,1
109829504951826,Alberta Bold,Alberta Bold,≤100,1
122463687512419,DreamSupply,These ads ran without a disclaimer,≤100,1
104457682305049,Escolinha da PAz fc,These ads ran without a disclaimer,≤100,1
0,Instagram User 1193196562,These ads ran without a disclaimer,≤100,2
106650449057317,magnerdom,These ads ran without a disclaimer,≤100,4
371203739400354,BalaVancouver,These ads ran without a disclaimer,≤100,1
350259991495167,Life-life-0,These ads ran without a disclaimer,≤100,2
394213003764633,PLM,These ads ran without a disclaimer,≤100,1
837946616273410,Argus Bermuda,These ads ran without a disclaimer,≤100,1
206331815891759,The J Healthcare Initiative,These ads ran without a disclaimer,≤100,1
345415848644274,TBH,These ads ran without a disclaimer,≤100,1
281844617168,Jewish Voice Ministries International,These ads ran without a disclaimer,≤100,1
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100,1
535903743451044,Finding Our Power Together,These ads ran without a disclaimer,≤100,1
363972363468620,Maha&ymen,These ads ran without a disclaimer,≤100,1
117353578016750,GO Expansion,These ads ran without a disclaimer,≤100,1
163428743693572,"City of Charlottetown, PE",These ads ran without a disclaimer,≤100,1
1583430205202800,City of Toronto,These ads ran without a disclaimer,≤100,1
1553928068248283,Environment and Climate Change,Government of the Northwest Territories,≤100,1
115134624511404,Gabriola Health Care Foundation,Gabriola Health Care Foundation,≤100,1
102878304613665,Global Heroes,These ads ran without a disclaimer,≤100,4
122510054281305,A Better YXE,These ads ran without a disclaimer,≤100,1
263237773709832,Maison d'hébergement La Volte-Face,These ads ran without a disclaimer,≤100,1
132551673617641,All u Need From UK,These ads ran without a disclaimer,≤100,1
103580112573510,Auction Vaults,These ads ran without a disclaimer,≤100,1
322001340991936,Achicms,These ads ran without a disclaimer,≤100,9
0,Instagram User 6302135554,These ads ran without a disclaimer,≤100,1
143592658843176,Propagator Inc,These ads ran without a disclaimer,≤100,1
0,Instagram User 4773612625,These ads ran without a disclaimer,≤100,1
2325535424189001,Raj Dhaliwal,Raj Dhaliwal,≤100,1
162474220880758,Fibrose kystique Canada,These ads ran without a disclaimer,≤100,1
412182446302213,La Bartola,These ads ran without a disclaimer,≤100,1
105943965647775,Shaun Preston,These ads ran without a disclaimer,≤100,1
1575158072729832,Colliers Canada,These ads ran without a disclaimer,≤100,1
110110695487194,Sylhet BroadCast - সিলেট ব্রডকাস্ট,These ads ran without a disclaimer,≤100,1
107520301406883,Canada News 5,These ads ran without a disclaimer,≤100,1
307435505794368,Mandela affected,These ads ran without a disclaimer,≤100,1
386162897904753,Harper Rodriguez,These ads ran without a disclaimer,≤100,1
103874761197163,Commissaire aux élections fédérales,Commissaire aux élections fédérales,≤100,1
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,≤100,2
1736696999791434,Wan,These ads ran without a disclaimer,≤100,1
102716852574488,Makemajor.net,These ads ran without a disclaimer,≤100,29
0,Instagram User 9610045521,These ads ran without a disclaimer,≤100,1
121032319833,ASME (American Society of Mechanical Engineers),These ads ran without a disclaimer,≤100,2
118459294580788,Habibi Plz,These ads ran without a disclaimer,≤100,1
0,Instagram User 3729686580,These ads ran without a disclaimer,≤100,1
0,Instagram User 6745023861,These ads ran without a disclaimer,≤100,1
1766857186700637,Mike Maleki,These ads ran without a disclaimer,≤100,2
303310806192535,Zach Segal for Richmond Centre Marpole,Zach Segal for Richmond Centre Marpole,≤100,2
107063937565451,Ryoko,These ads ran without a disclaimer,≤100,1
106035928815681,Sports Drop Daily,These ads ran without a disclaimer,≤100,11
101093986129655,Structuraly.style,These ads ran without a disclaimer,≤100,17
104479398203320,Aeromag,These ads ran without a disclaimer,≤100,2
95775573753,Frontiers,These ads ran without a disclaimer,≤100,3
139756972563260,Moodesigner,These ads ran without a disclaimer,≤100,13
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,1
543398805714981,Pierre Lemieux,Official Agent for Pierre Lemieux Campaign,≤100,1
556610797692792,VINTA Gallery,These ads ran without a disclaimer,≤100,1
397405733446138,Way to health en,These ads ran without a disclaimer,≤100,1
262589367126101,The Tikvah Fund,These ads ran without a disclaimer,≤100,1
433522976666717,Pure Hands,These ads ran without a disclaimer,≤100,3
303118356229085,Stock Market Insights,These ads ran without a disclaimer,≤100,1
171047496084252,Главные новости,These ads ran without a disclaimer,≤100,2
199598300060910,Victoria News,These ads ran without a disclaimer,≤100,1
123099120706230,Mary Chol,These ads ran without a disclaimer,≤100,1
102722055049619,NVS Professional Corporation,These ads ran without a disclaimer,≤100,1
208947112492576,Hong Kong Science Park,These ads ran without a disclaimer,≤100,1
329197133602257,Vote Bill Coltart,Vote Bill Coltart,≤100,1
102102912197372,"Pascale Albernhe-Lahaie, conseillère municipale - district des Rivières","Pascale Albernhe-Lahaie, conseillère municipale - district des Rivières",≤100,1
180212065182986,Probashi TV News - Canada,These ads ran without a disclaimer,≤100,1
162073444019,City of Leduc,These ads ran without a disclaimer,≤100,2
108580620997296,Joeydolls: Celebrating Culture & Diversity,These ads ran without a disclaimer,≤100,4
106977668934025,"Lily Cheng, City Councillor of Willowdale","Lily Cheng, City Councillor of Willowdale",≤100,1
102042905902280,Runwayfashionstreet_toronto,These ads ran without a disclaimer,≤100,1
107015004441446,Undeniable Clothing,These ads ran without a disclaimer,≤100,1
110852741535288,Victoria Urban Food Table,These ads ran without a disclaimer,≤100,2
1275268385847178,Société de développement économique du Saint-Laurent,These ads ran without a disclaimer,≤100,1
128534543677409,Homes to Zero,These ads ran without a disclaimer,≤100,2
106138931170597,Media GUG,These ads ran without a disclaimer,≤100,1
104393032281198,Pres tigesmi,These ads ran without a disclaimer,≤100,9
75742730285,Cornwall Centre,These ads ran without a disclaimer,≤100,1
495130010851383,Mental Health Research Canada,These ads ran without a disclaimer,≤100,1
100473849518854,Media GET,These ads ran without a disclaimer,≤100,1
1347228948633916,MLA Canada,These ads ran without a disclaimer,≤100,1
20186429434,Hope and Homes for Children,These ads ran without a disclaimer,≤100,6
0,Instagram User 8949812448,These ads ran without a disclaimer,≤100,1
70777472421,County of Brant,County of Brant,≤100,1
111475251566938,Justnowmn,These ads ran without a disclaimer,≤100,18
105556608688620,Hussein Elshahat,These ads ran without a disclaimer,≤100,1
304842759546695,Brooklyn Institute for Social Research,These ads ran without a disclaimer,≤100,2
104387498728560,Hype Hub,These ads ran without a disclaimer,≤100,1
144910028716344,catharsistoronto,These ads ran without a disclaimer,≤100,1
196254140406272,MHI RJ Aviation Group,These ads ran without a disclaimer,≤100,1
121502011041258,Truth Tribe show,These ads ran without a disclaimer,≤100,1
103178705835895,Jeff Walters SK,These ads ran without a disclaimer,≤100,1
108393858254699,James David Vance,These ads ran without a disclaimer,≤100,2
502005563603820,Delia Arts Foundation,These ads ran without a disclaimer,≤100,1
191036457736608,Sublime Architecture,These ads ran without a disclaimer,≤100,1
161796243843515,Commonwealth of Learning,These ads ran without a disclaimer,≤100,1
179217172116557,DC Magna,These ads ran without a disclaimer,≤100,2
95000441700,Panda Security,These ads ran without a disclaimer,≤100,1
110211940351127,Pinay Collection,These ads ran without a disclaimer,≤100,2
2068689353407405,NDP PEI,NDP PEI,≤100,1
104570672365928,Sports Drop Trends,These ads ran without a disclaimer,≤100,10
1846441248912094,Dyslexia Canada,These ads ran without a disclaimer,≤100,1
284266931446459,"Entre chien et loup, soirées de poésie et musique",These ads ran without a disclaimer,≤100,1
100847629145372,Energy Economics,These ads ran without a disclaimer,≤100,1
157921957400857,David Alston for Saint John East,David Alston for Saint John East,≤100,2
144624012257762,Region of Waterloo,These ads ran without a disclaimer,≤100,1
256410092827327,Child Of Light,These ads ran without a disclaimer,≤100,1
111465731787860,Lezinfromnow,These ads ran without a disclaimer,≤100,1
333246083198957,VisualMind: AI Mind Map & ChatBot,These ads ran without a disclaimer,≤100,1
1575767776024795,Gorgonzola AOP,These ads ran without a disclaimer,≤100,2
535611816477922,Harperinvest,These ads ran without a disclaimer,≤100,1
102955285014624,Bishop's Crossing Pharmacy & Travel Clinic,These ads ran without a disclaimer,≤100,1
327202177150809,Service-life-4,These ads ran without a disclaimer,≤100,2
194107107271152,Société de recherche sur le cancer / Cancer Research Society,Société de recherche sur le cancer / Cancer Research Society,≤100,2
126468671573,Éditions du Boréal,These ads ran without a disclaimer,≤100,1
100787545219350,Oladipupo Clement,These ads ran without a disclaimer,≤100,1
1489611557924544,No 900,These ads ran without a disclaimer,≤100,1
6670227700,Compassion Canada,These ads ran without a disclaimer,≤100,2
365353986653530,Yichihub,These ads ran without a disclaimer,≤100,2
389536044232819,Investment master,These ads ran without a disclaimer,≤100,3
109237415260597,rafeeq.alaloul,These ads ran without a disclaimer,≤100,1
269033716290660,Linenable,These ads ran without a disclaimer,≤100,8
235322439667485,Happiscenery,These ads ran without a disclaimer,≤100,4
1325393754139045,شَذَرَآت,These ads ran without a disclaimer,≤100,1
109973985488101,Onlinehol,These ads ran without a disclaimer,≤100,3
170130592854300,thembn,These ads ran without a disclaimer,≤100,1
266304796572417,Hider,These ads ran without a disclaimer,≤100,2
110745958412337,Plush-gorgeous.gg,These ads ran without a disclaimer,≤100,11
821512364633485,Blue Fox Entertainment,These ads ran without a disclaimer,≤100,1
113265301619127,Sionup,These ads ran without a disclaimer,≤100,7
106023968485729,IronPanda Online Discounts,These ads ran without a disclaimer,≤100,2
100746896380064,1000 Libraries,These ads ran without a disclaimer,≤100,1
164513553408156,Business Revolution HQ,These ads ran without a disclaimer,≤100,1
109771401787833,Splendiday,These ads ran without a disclaimer,≤100,1
113017044637651,Human Appeal USA,These ads ran without a disclaimer,≤100,1
352747941253737,Trading straregy,These ads ran without a disclaimer,≤100,1
420516608412221,Healthy Lake Huron,These ads ran without a disclaimer,≤100,1
233402219864720,Media TUH,These ads ran without a disclaimer,≤100,1
104876322275825,Sports Drop Fans,These ads ran without a disclaimer,≤100,5
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100,1
2605276089542503,Dr. CC,These ads ran without a disclaimer,≤100,1
169841786201442,Makenzie Maria,These ads ran without a disclaimer,≤100,1
14892757589,Le Monde,These ads ran without a disclaimer,≤100,2
1719203398405653,Silent Ember,These ads ran without a disclaimer,≤100,2
338974245970386,Stock Sensei,These ads ran without a disclaimer,≤100,1
101104902764928,Precious-fairytale.fa,These ads ran without a disclaimer,≤100,2
246120659185606,Factination,These ads ran without a disclaimer,≤100,4
837293722953465,Transition Salt Spring Society,These ads ran without a disclaimer,≤100,1
141182305752747,c.s.p.o.c,These ads ran without a disclaimer,≤100,1
211928638679961,Palestinelivesmatter,These ads ran without a disclaimer,≤100,2
104980049231473,teaandchatwithmanpreet,These ads ran without a disclaimer,≤100,4
