Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
111996558526662,aaditya_patakrao,These ads ran without a disclaimer,600,1
455447354644551,Sabir Ali,Sabir Ali,600,1
101602501464510,CR PraphulKrishnan,Abhinath V,600,2
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,600,2
997367917321260,Jayanta Borah,Utpal Phukan,599,2
109944350380762,Anshu Tripathy,These ads ran without a disclaimer,599,13
1335725223235418,Bhupendra Singh Badoli,These ads ran without a disclaimer,599,1
102427269492042,फिर एक बार भाजपा सरकार,Manish Kumar,598,4
101809788143716,Rajesh Kumar Gupta,Rajesh Kumar Gupta,598,1
104072259328136,Ashok Arora,Ashish Sharma,597,1
107899695468721,Ekagra Foundation,These ads ran without a disclaimer,597,2
111420824115322,अंकित सारण,These ads ran without a disclaimer,597,2
1879092478989809,Idam Valam,Idam Valam,596,2
107671108695464,Gourav sunny mahajan,These ads ran without a disclaimer,596,3
105494315161744,talkdiplomacy,These ads ran without a disclaimer,596,7
103385029311235,Mohammed Aarif Bhati,These ads ran without a disclaimer,595,2
115990078092211,Vikas Singh Boby,Ravish Singh,595,1
2011206155800340,Janunda sarpanch Khuman singh,Prakhar Kashyap Singh,595,3
108320244286278,Ãmãñ Ãgãrwãl Bhãrtiyã,Aman Agarwal,593,2
113212068340712,Dev Bhoomi Corbett Resort,Shyam Sunder Singh Negi,593,1
164429494327494,नितिन मोरेश्वर पिंपळशेंडे,Nitin Pimpalshende,593,3
551218175249236,The Bihar Media,Bijoy Kumar Parvat,593,2
111349931091491,Shobhana Onkar,Shobhana Onkar,593,4
110822130490378,Abhijeet Singh Sanga,These ads ran without a disclaimer,593,3
101923906226180,सीमा मोगा चेयरमैन पद प्रत्याशी टटीरी बागपत,These ads ran without a disclaimer,592,4
101364849264056,Devilal Dadarwal,Devilal Dadarwal,591,2
111688588579276,पंकज सचान पार्षद वार्ड 65 नौबस्ता पश्चिम,Ayush Sachan,590,5
108564890698720,Dhairryasheel Vijaysingh Patil,Sublize Technology,590,4
112713521676346,naresh_bhandari_91,These ads ran without a disclaimer,590,2
285575245349725,Hemanga Thakuria,Hemanga Thakuria,590,5
101654312884301,जागृति पांडेय पत्नी कुलदीप पाठक,Pranesh Kumar Mishra,589,1
104523387649463,Yogesh Choudhary Neemka,Karan Singh,589,1
106065645181245,Dr Astha Agarwal,Himanshu,589,4
116216431070608,LIVE NOTIFIED,LIVE NOTIFIED,588,3
2035669320006585,प्रभाती लाल जाट RAS,Pankaj Sharma,588,2
102149272261631,Ashish Kishan,Ashish Kishan,588,1
103734736048081,ramesh_londhe_27,These ads ran without a disclaimer,587,2
116685794723310,Sanjay Tamboli,These ads ran without a disclaimer,587,3
113714091696580,Suraj Naik Soni,Yogesh Gonda,586,1
103068415065203,Renuka Katoch District President BJP Mahila Morcha Ramban,Renuka Katoch,586,5
1617537088542364,Ranbir Singh Gangwa,Neeraj Mehta,586,1
254773574703403,BB Patil,These ads ran without a disclaimer,585,1
105966812475533,Himachal Today Channel,Blue Falcon Networks Private Limited,584,2
101328314869205,Atal Amrit Abhiyan Society,Atal Amrit Abhiyan Society,582,1
107743448931070,मंगल पूनमचंद गुर्जर,These ads ran without a disclaimer,580,4
103243945900777,ritikaramtri,These ads ran without a disclaimer,579,4
353121348075228,Rajneesh Agrawal,Rajneesh,578,1
109527448537989,fayastm666,These ads ran without a disclaimer,578,1
106349958500046,शमीम कुरैशी ज़िला अध्यक्ष लखनऊ,Pranesh Kumar Mishra,578,1
107856004316756,Aashutosh Chouksey,Aashutosh Chouksey,578,4
538285896517078,Ramveer Shahbadi BJP,Ramveer Shahbadi BJP,578,4
110642898120420,Team Congress,INC INDIA,578,1
101507656049120,Daily Buzz,Indu  Rayadurgam,578,1
604109646276081,CK Abdul Rahman Sharief,C K Abdul Rahman Sharief,578,1
241514919617090,Dileep Puri,Dileep Puri,578,1
173605583219720,Manoj Pathak,Suraj Goswami,578,1
102983436060412,Dr. Basavaraj B - BJP Siruguppa Leader,B Basavaraj,577,2
104711944678961,Tribe TV,Tribe TV,577,1
100738518104429,Dr. Chetan Narake,Ashwamedh Media,577,1
110080768727631,Zam Zam Electronics,These ads ran without a disclaimer,577,1
110697875316729,r2s_signature.weddings,These ads ran without a disclaimer,576,1
130485577594855,जय माता दी,Adv Tech,576,1
1632292766914205,Pawan pandey,Sarvesh Patidar,576,10
153887384672062,Doctors Without Borders / Médecins Sans Frontières,These ads ran without a disclaimer,575,1
106221618695395,Aryan Tyagi,Sharma Rohit,575,4
108088074367367,Sunayna Prakash - Soul 2 Soul with Sunayna,Amit Prakash,575,7
1402025156743099,ANSHUL GUPTA,Amit Dhariwal,574,2
111135334049877,Rakesh Thakur,Vikrant Shukla,574,3
100189608970240,Pappu Tripathi,Shubham Rajesh Mishra,574,4
113885965020096,Ballia Samachar,Prakhar Kashyap Singh,574,1
575409995968371,BjpJangaon,Dandu Srinivas,573,3
100956962558580,cid_celebrity_encounters808,These ads ran without a disclaimer,573,1
106861382402072,स्वास्थ्य पहले आता है,These ads ran without a disclaimer,573,5
345840486219924,Energy China,These ads ran without a disclaimer,573,1
132653703062608,Cinema CentralInfluencer InsightsEncouraging Energies,These ads ran without a disclaimer,573,3
1661165787443223,Shailendra singh Bisht,Suresh Sharma,573,2
108375405469093,Ashok Mittal,Ujjval Jain,572,1
2107159476234735,Hamro Sikkim,Hamro Sikkim Party,572,2
892031744181893,Olirum Erodu,Syed Jamal Syed Mohammad,572,1
756591544507020,Kandula Sadanandam,Sadanandam Kandula,572,2
116380268026779,_rajveer_1,These ads ran without a disclaimer,570,1
107677118973004,कमल कुमार पाण्डेय,Brajesh Kumar Singh,570,2
108432861353908,Karan Singh Yadav,Mukesh Kumar Yadav,570,3
581097272235320,Vijay Pal Singh,Vijay Pal Singh,569,3
1300740943374305,Aapka khabri News,Kishan Singh,569,3
176251283050914,Atul Pratap Singh,These ads ran without a disclaimer,569,3
110903593915200,Kerala Pravasi Association - KPA,These ads ran without a disclaimer,568,1
100504119396476,bhai_bhai_fashion_,These ads ran without a disclaimer,568,2
100775445907227,Subhash Bunkar,Anurag Sharma,566,1
100909212130735,Nagar Panchayat -Rupaidiha,Waquar Ahmed,566,3
239920290089141,Punjab Now Hd,Amandeep Singh,565,4
1912356972352200,Cybervie.com,These ads ran without a disclaimer,565,2
106011541993398,UPSC Mentors,These ads ran without a disclaimer,564,1
763590550382323,Digambar Mandal,Digambar Mandal,564,3
114897268262845,Abhishek Maurya - Khamaria,Deepak Mishra,564,4
787962211249299,Khabar Samay,Pinetree Digital Network Pvt. Ltd.,563,1
102632214510525,Kaneez Fatima,Mohammed Majid Ahmed Kajal,563,2
603697863301609,Vivek Singh Bohra,Karmanya Singh,562,6
105631985768756,Best Antivirus,These ads ran without a disclaimer,561,1
423928144293931,Mahender Pratap Singh,Pankaj Sharma,560,1
104517216271689,Rakesh Singh,Rakesh Singh,560,5
110967695146133,Govind Kumar Jain,Ganesh Kumar,560,6
113170171748495,coin selling head branch,These ads ran without a disclaimer,559,1
330631540748988,Rahul Kanaujiya,These ads ran without a disclaimer,558,2
103439354790718,B.M. தேவராஜ்   தி மு க -வேலூர்,M Devaraj,558,5
1554353774598890,Paini khabar,Deepnarayan Chaubey,558,7
450756808820466,Commando Gurmit Narwal,Commando Gurmit Narwal,558,4
100156505151971,Digi Yuva,Navdeep Sehrawat,557,2
114858423646889,Manohar Publishers and Distributors,These ads ran without a disclaimer,556,1
403158766771201,Rawat Chandra Singh Chauhan,Rawat Chandra Singh Chauhan,556,5
847815745238429,Chilla Jagadeeshwari,Nithin Kumar Chilla,555,1
109066315147120,News Temple,Jainendra Agrawal,555,1
109049718729727,Neta Khadi Shirts,Trupti S Deorukhkar,555,2
116217684784522,BJP Dhiraj Agarwal,Dhiraj Agarwal,553,1
101181391709672,Vijay Choudhary,Vijay Choudhary,553,3
112235955092799,Political360,Political360 media india private lmited,553,2
115111222418606,Renu chauhan,Rubil Chauhan,553,4
104425059255223,Mahboob Ahmad Khan,Mahboob Ahmad Khan,552,2
100755516228061,Pratima Sanjay Singh,Pratima Sanjay Singh,552,4
105239201213356,Sachin Jaybhaye सचिन जायभाये,Aniket Maruti Gharge,552,4
105938422478347,Quick Loan Online,These ads ran without a disclaimer,552,1
102284956072536,mahendra shukla 01,SWDPL,551,4
118615981207607,Bca Online Wala,These ads ran without a disclaimer,551,2
100131109737255,coin saling head branch,These ads ran without a disclaimer,551,1
100386762910841,Pankaj Srivastava - JIS,These ads ran without a disclaimer,551,2
524165647975801,Arvind Chaudhary Chintu,Nitin Poddar,550,1
113607803769884,Nattasha Sharrma,Policy Briefcase,550,1
2220752738241520,Kamlesh Kumar Singh,Kamlesh Kumar Singh,550,3
100458969656180,K K Patil - के के पाटील,Sudhir Maruti Bondre,550,2
1454370108203294,AdMark Election Management,AdMark Election Management,550,3
112119650309312,Technoptimize,Manish Pandey,550,3
111243388422067,Sardool Kang Srikaranpur,Satnam Singh Kang,549,3
102747001203727,Mahesh Kumathalli,Prasad Pachandi,549,2
109717161618214,abhishek_barne_official,These ads ran without a disclaimer,549,1
100367783028722,ಪ್ರಮೋದ್ ಮುತಾಲಿಕ್ ಅಭಿಮಾನಿಗಳು ಕಾರ್ಕಳ,Basavachetan,549,1
102765569476763,Natraj pancil packing homeworkjob salary30000 advance15000 joining fees620,These ads ran without a disclaimer,549,1
118264377834881,Krishna Dev Singh Judev - कृष्ण देव सिंह जूदेव,Akash Singh,549,1
103080718018839,Dr H V Kotturesha Rasthapuramath,Halladarasthapurmath,549,6
811329602580194,Society of Energy Engineers and Managers,These ads ran without a disclaimer,548,2
612629662420991,Ankit Sharma,Sunil Kumar Prajapat,548,1
101565746101514,Pooja Jaswani,Qazi Faraz Ahmad,547,1
1655478897929127,Ladies Social Network,These ads ran without a disclaimer,547,1
108015285899602,Confederation of Indian Industry,These ads ran without a disclaimer,546,2
237858153078265,Shabnam Godara,Anil Kumar,546,9
120964241595969,Abhigyan Tiwari,Harish Kumar Dube,545,4
140698563229767,R-Elan,These ads ran without a disclaimer,544,2
1672687666360628,Jai Mata Di,adv-tech,544,1
101833029541718,Baba Gurmit Singh-Paonta Sahib Wale,Prakhar Kashyap Singh,544,2
590235044512297,Virchandra Paswan,Virchandra Paswan,543,2
111989971862286,Homework job headphone packing share bhi 40000 advance ₹15000 joining,These ads ran without a disclaimer,543,4
112580883926082,Rajan Trivedi,Ankaj Tiwari,543,8
285530825204,Klitschko,These ads ran without a disclaimer,542,6
105362914553786,Bapu Singh Tanwar,Bapu Singh Tanwar,541,3
101460484949823,Ajeet Singh,Ajeet Singh,540,5
100466051305529,Pappu Deshmukh,Raju Suresh Dabre,540,8
100955801920583,Meenakshi Chandela,Luxmi Devi,540,6
1490917271163033,Dhakad Mona Sustani,Jai Vardhan Singh,540,1
246355112667671,डॉ. अजय ढ़िल,Ajay Kumar,538,5
112915448420375,Gore Tiwari Youth Neta,These ads ran without a disclaimer,538,1
109189744695292,Hardip Singh Mundian,Deepak Dhillon,538,1
1514177722195379,Matam Mayurnath,Mayurnath Matam,538,1
109438310542123,Byreddy Shabari,Vutla Vinod,537,6
106326052431978,Fateh Singh Gujar,Pushpendra Singh,537,2
101887311162468,flamingosofmumbai,These ads ran without a disclaimer,536,1
102110025215686,डॉ देवेन्द्र सिंह धाकड़,These ads ran without a disclaimer,535,3
479959875510329,Pothuri Ramaraju,Digital Wala Company,535,3
453471765027786,Adireddy Srinivas,Politics for Impact,535,1
561401207312234,StartUs,These ads ran without a disclaimer,534,2
116682021372327,Dr. Chandra Kumar Das- Cardiologist,These ads ran without a disclaimer,533,2
624122961126616,Dhanwati Chandela,Luxmi Devi,533,6
104078296006176,marketing_vrn,These ads ran without a disclaimer,532,1
112776375050763,Carbon Credit Project of Kairali Agriculture MSCS,These ads ran without a disclaimer,532,1
109579788278099,Narendra Gupta,Narendra Gupta,532,3
103767744732591,Mindcoach Swati,These ads ran without a disclaimer,532,1
101719745754840,Business Guru Bharat,Akash Deep,531,6
358869604259392,Dr. Ramchandra Yadav,Dr. Ramchandra Yadav,531,3
104677265768767,The Voice Of Jaipur,Vinod Kumar Swami,530,1
105237395768913,Team Harish Yadav Anantapur,Shaik Mahammad Shafi Allagutti,529,1
213099295938554,Balasaheb Gaikwad,Rahul Digambarrao Borole,528,1
1594512487231234,Ajit Patil,These ads ran without a disclaimer,528,3
102351648972541,Ravi Kumar Mishra,Ravi Kumar Mishra,527,5
109773291920927,Rohan Survase Patil,Sudhir Maruti Bondre,526,3
107412858935164,Suraj Bhaiya Deshmukh FC,Akash Singh,526,2
102061699503473,Surinder Singh Bagge Ke Pipal,Surinder Singh Bagge Ke Pipal,526,3
290191104452412,Yogesh Sagar,Priyank Nitin Pamkar,526,3
104310224809066,Akshat Khunteta BJP,Akshat Khunteta,526,1
100128766312080,Amar Bahada,These ads ran without a disclaimer,525,1
131664893560695,Origins OSU,These ads ran without a disclaimer,525,2
111568351449292,graviti_net,These ads ran without a disclaimer,524,3
269174147050795,महेंद्र सिंह किरार सामरसिंगा,Nitin Raghuwanshi,524,1
221611318397060,Digital Bhoomi,Seema Rani,524,3
105113959219210,Infotech Services,Rahul Tiwari,524,3
102584546049699,Kamal Nahi Kamalnath,Indirakalaalpurepanchsaal,524,5
101023001955974,Deepak Banka,Ravi Roshan Kumar,523,4
101648491206533,Bikash Dubey,Bikash Dubey,523,1
217033208370813,Sree Ramaseva Mandali-B'lore,Sree Ramaseva Mandali-B'lore,523,2
101440672750753,वीरेंद्र जायसवाल,Manish Pandey,522,3
104151878893017,Surkhab Entertainment,These ads ran without a disclaimer,522,1
102526615604654,Aatral Ashok Kumar,Aatral Ashok Kumar,522,1
462131483977400,Dr Pritam Gopinath Munde,Rajesh Shrihari Munde,522,2
1636301950026709,Pt. Mahant Avnesh Kaushik,Himanshu,521,4
104394465733995,डॉ राम मीणा,Dr Ram meena,521,2
101660088022406,Pratah Time,Pratah Time,521,7
111215155026689,कपिल त्यागी एडवोकेट सिरोंज लटेरी विधानसभा क्षेत्र,कपिल त्यागी एडवोकेट सिरोंज लटेरी विधानसभा क्षेत्र,521,3
594856377269199,Dandem Ram Reddy,Dandem Ram Reddy,520,4
102260725023343,Gagan Sharma,Gagan Sharma,519,1
109807958497573,Mithu Jhajhra,Vijay Kumar,518,1
100684015628316,Ashwani jangid,Ashwani Carpenter,518,2
367203836657399,Rajendra Singh Surpura,Prakash Jaiswal,517,9
100882521819883,Janmanch News,Devendra Kumar,517,4
1470607919835752,HCG Panda Cancer Centre Cuttack,These ads ran without a disclaimer,516,1
116094219769368,Chandan's Coaching,Chandan Sutradhar,516,2
114286644902260,Online loan Process,These ads ran without a disclaimer,515,1
108861495179406,Shah Alam urf Guddu Jamali,digital prachaar,515,1
100294014878625,Sushil Julhera,Engitech Media,515,2
205059642847856,AP Girijan Cooperative Corporation - GCC,AP Girijan Cooperative Corporation - GCC,515,5
135880836493732,Hyatt Regency Chennai,These ads ran without a disclaimer,515,1
108478988286371,Storyteller Meg,These ads ran without a disclaimer,513,1
567821270266572,Chetan Choudhary,Chetan Choudhary,513,3
416975295059525,Nirmal srivastava Gonda,These ads ran without a disclaimer,513,4
117607017974096,mdbabar8805,These ads ran without a disclaimer,512,1
111576633954789,Ashwani Sharma,Ashwani Sharma,512,7
102916929141480,Priyanka Sharma-AJSU,These ads ran without a disclaimer,512,1
600608150069458,Rawal Jani Bhojakor,Rajendra Prasad,512,6
2218902201680311,RAVI RAI,Utkarsh Srivastava,511,15
101204505440026,Indraj Khichar,Indraj Khichar,511,3
100851572780182,Rashtriya Sangam News,Rakesh Kumar Singh,511,1
114863904904949,Unlive Special,Sohel Bhattacharya,511,1
108531050841926,Shanu Yadav,These ads ran without a disclaimer,510,1
112521665121391,Best Choice Ads,Achi Ramasamy Ramakrishnan,509,2
114317644867947,Aadhar finance,These ads ran without a disclaimer,509,1
1559674424290506,Dinesh Jatwa,Dinesh Jatwa,508,2
109413561509712,Amit Kumar,Amit Kumar Dubey,508,1
1409535529078881,Rohit Deshmukh,Rohit Rohidas Deshmukh,508,4
102864939468949,Pen pencil Peking ka job selry 30000 advance 15000 ghar par karna hai,These ads ran without a disclaimer,508,1
115829778154313,अमित कुमार बच्चा भईया,Amit Kumar,508,1
262327200933058,Sumit Kumar,Sumit Kumar,508,3
1511299655841290,Odia Scraps,Prabhat Kumar Nayak,508,1
245675895557121,Pawan Goyal,Pawan Kumar Sharma,508,12
103012229208693,RCID Laboratories,Think First,508,4
100593229634195,bopopai,bopopai,507,2
104133276009786,Pawan Pandey,Rohan Shukla,507,6
103449629356420,Rameshwar Gudda Patel,Deepak Rathore,507,2
169215580237959,Nagarsevak Keshav Porje,Swapnil Maruti Deokar,507,1
115787471441099,itzzme_anjj,These ads ran without a disclaimer,507,1
100745255821746,कर्मचारी महासंघ PCMC,Manoj Vitthal Shinguste,506,3
108069755234916,Ch. Ablu Hassan Baraut,Kanav Kathuria,506,2
105363717975892,Rajeshahee.com,These ads ran without a disclaimer,505,1
108450475053445,Rahul Kansana,Asheesh,504,4
101007669513757,Mahiman Singh Kanyal,Piyush Joshi,504,3
1735930556666795,Rishipal Singh,Balveer Singh Yadav,504,6
105773079166572,Akash Gupta BJP,Akash Gupta,503,6
244905932227183,Shashikala Jolle,Raghaveendra Gidd,503,1
101188725976120,एवन खल,These ads ran without a disclaimer,502,2
1700294676856819,Rahul Kothari,ANUBHAV JAIN1,502,1
1654469354777159,Adv Faizul haque,These ads ran without a disclaimer,502,3
235832590278980,Prakhar Rai 'Youth' Leader,These ads ran without a disclaimer,501,1
100247143031039,Jaydeep Patel - जयदीप पटेल,Gourav Khare,501,1
