Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
578330142263908,Santi Marrodán -Marcelo Santiago Marrodán-,Marcelo Santiago Marrodán,54745,34
1750226538579919,Facundo Perez Carletti,Facundo Perez Carletti,54744,10
396716077526921,Walter Kabuby Araoz,Walter Kabuby Araoz,54650,15
819858528127384,Santiago Igon,Santiago Igon,54573,19
210042469065414,Diego Kravetz,Diego Kravetz,54520,6
101734714847563,Emanuel Castro Perez,Erik Emanuel Castro,54159,11
113347327938892,Bullrichmania Argentina,Me&Bo Consultora,54136,11
473850693005676,Maria Luisa Luconi,Maria Luisa Luconi,54102,21
2003697709923162,Ministerio de Educación de La Pampa,Ministerio de Educación de La Pampa,53770,15
1010175489030452,Harold Bridger,Harold Bridger,53614,13
1466924390221774,Lucio Gonzalez,Lucio Gonzalez,53396,10
105207265845422,Sebastian Carbajal,Sebastián Carbajal,53000,7
161168404454194,Sensación Tierra del Fuego,ComunicaciónPop,52766,21
484757575061442,Gobierno de la Ciudad de Alta Gracia,Municipalidad de Alta Gracia,52703,6
101505288317194,Antonella Garcia,Antonella Natacha Garcia,52544,9
105021265448275,Alberto Hensel,Alberto Hensel,52430,17
114617921589944,Entre Ríos Productivo,Entre Rios Productivo,52297,4
119693794421876,Sabbadini Gobernador,Mauro Sabbadini,52211,20
622147001149782,ATE Provincia de Santa Fe,Asociación Trabajadores del Estado - Santa Fe,51884,40
215867742129773,Pablo del Valle,Pablo del Valle,51799,6
105639634606492,Martín Hinojosa,Martin Hinojosa,51304,52
1202503246483747,Tucumán Despierta,Sebastián Alfredo Luna,51182,6
109301321543745,Matías Taccetta,Pro Chubut,51065,30
2200773263525947,Alejandro Melo,Alejandro Melo,50915,18
105742868282502,Darío Nieto,Dario Nieto,50790,7
141553702688103,Pepe Pianesi,Ariel Fernando Pianesi,50436,12
102680194915433,PRO Tierra del Fuego,PRO Tierra del Fuego,50301,8
107367938449539,Juan Granillo Fernández,Juan Granillo Fernández,50197,15
115110241989476,Plus Informacion Noticias,Plus Informacion Noticias,50000,1
206539149915701,Contá Pué Salta,Laura Natalia Carmona,50000,1
103792004975563,Sebastian Giobellina,Sebastian Giobellina,50000,3
107277605038253,Lanús Construye Futuro,Lanús Construye Futuro,50000,1
174586312591604,Diario Popular,Diario Popular,50000,1
100511725907204,Vecinos Chubut,Vecinos Chubut,49931,1
105493327767840,Newsweek Argentina,Newsweek Argentina,49897,35
597240317424871,Enrique Lazarte,Enrique Lazarte,49666,16
101584755359746,Rosario Al Toque Noticias,Rosario Al Toque Noticias,49535,8
111981023974911,Vecinos movilizados,Vecinos movilizados,49522,3
2353212851580412,Esteban Noller,Esteban Noller,49511,11
1970394976522659,Flavia Delmonte,Almacen Creativo,49206,9
100527839474948,Alejandro Casares,Alejandro Casares,49188,8
1616731398614099,Marisa Fassi,Frente de Todos Cañuelas,48986,41
572676212777687,Alfredo Schiavoni,Alfredo Oscar Schiavoni,48758,17
104108652673289,Cosquín Avanza,Cosquín Avanza,48636,10
211670199574644,Nacho Rímini,Juan Ignacio Rimini,48574,8
110100144788981,Josefina Bussi,Josefina Maria Bussi,48574,12
113474153674452,Secretaría de Gestión Ambiental y Sostenibilidad,Secretaría de Gestión Ambiental y Sostenibilidad,48446,3
1192374014146549,María Emilia Abdelnabe,Maria Emilia Abdelnabe,48382,23
2247520658697288,Natalia Souto,Natalia Souto,48369,4
667950270323562,Juan Pablo Visuara,Juan Pablo Visuara,48328,7
57718951374,Jorge Macri,Jorge Macri,48189,14
2327114977572273,Gustavo Fernández,Gustavo Emilio Fernandez,48183,46
102515031522510,Julio Zavala,Julio Zavala,48136,7
1540756842902100,Municipio de Luján,Municipio de Luján,48057,10
294792134027113,Tomás Grunhaut,Tomás Grunhaut,47961,9
231650836889680,Pablo Yedlin,Pablo Yedlin,47843,1
1411067452463532,Ariel García,Fabian Nahuel Mira,47834,15
113648051656225,Mirey Zeidan,Una Nueva Época,47321,8
111548121451695,Camino a la Victoria,Camino a la Victoria,47149,6
181731659317346,Rubén García,Rubén García,47135,13
2194919247400582,Andrés Watson,Andres Guillermo Watson,47078,7
968497773177828,Prensa Ensenada,Municipalidad de Ensenada,46942,6
1960408947531757,Germán Alfaro,Municipalidad de San Miguel de Tucumán,46795,1
1538001533133129,Formosa tu Ciudad,Formosa tu Ciudad,46784,21
103439277924669,Mauricio Maroevich,Mauricio Rodrigo Maroevich,46772,19
102147594684104,Marcos Panquilto,Marcos Abel Panquilto,46718,10
1525482941081445,Roxana Reyes,Roxana Nahir Claudia Reyes,46543,11
865033767162444,Carla Deiana,Partido Obrero,46440,3
105455288953338,Esto es Boca,Esto es Boca,46376,5
107940494045854,Municipalidad de Embarcación,Claudio Marcelo Rojas,46118,27
255917367755037,RADIO DIMENSION SAN LUIS,Radio Dimension San Luis,46074,22
111424165032805,Fabiana Carrizo,Fabiana Carrizo,46045,14
104441091905160,Dr Juampi Cuellar 2023,Juan Pablo Cuellar Garnica,46000,6
104895511919551,Álvaro Simón Padrós,Álvaro Simón Padrós,45927,5
104239194551765,Mario Casali,Ricardo Matías Mercado,45919,9
109385351968930,Florencia Vargas,Florencia Vargas,45900,4
120078527735217,Ramiro Beti - Legislador 2023,Ramiro Adolfo Beti,45773,8
195529894411125,Luis Dendarys,Soledad Andrea Maldonado,45745,11
103832331784993,Ahora San Juan,Ahora San Juan,45724,8
102290392343595,horaciogiuri,These ads ran without a disclaimer,45705,1
819706181516315,Catalina Riganti,ConVocación por San Isidro,45695,2
233454334261427,Enzo Cornejo,Enzo Cornejo,45674,11
764830970288611,Andrés Ibarra,Movimiento Pasión y Gestión,45451,4
108747171494977,Ambiente La Pampa,Subsecretaria de Ambiente de La Pampa,45372,10
1586721111613580,Juan Ruiz Moreno,Juan Ruiz Moreno,45211,20
108335134881351,Política Hoy,Política Hoy,45141,5
107027294585957,U. P. B,Jesus Armando Marino,45095,13
1638824339719667,Impacto Rioja,Impacto Rioja,45000,2
100301136332304,Organización Cívica,Maria Claudia Roxana Canova,44999,9
2008685272488657,Sureños por el Desarrollo y el Trabajo,Sureños por el desarrollo,44995,5
106238024913688,Agustina Serrano Gómez,Agustina Serrano Gómez,44897,7
489148231265908,Alejandro Santolaya,Alejandro Santolaya,44746,19
232133317666204,Partido Justicialista Anguil,Partido Justicialista Anguil,44724,17
259700217384725,Le Monde diplomatique - Edición Cono Sur,Capital Intelectual S.A.,44631,13
490975194414672,Matías Chamorro,Matías Chamorro,44629,6
106022882033350,Puntopolitico,PuntoPolitico,44494,3
685877428466477,Sensación Pilar,Sensacion Pilar,44316,17
103491299400318,Daniel Facio,Daniel Alberto Facio,44303,9
101760892910008,Juventud Liberal de Pilar,Maxi Marquez,43797,2
101062592345143,Francisco Paoltroni,Francisco Manuel Paoltroni,43559,6
101558199460395,Julio Heredia,Julio Ignacio Heredia,43359,9
223506754358437,LaOpinionPopular.com.ar,Carlos Blas Garcia,43212,5
115686708175216,Alvaro 2023,Equipo Digital,43186,4
833112883437145,Javier Iguacel,These ads ran without a disclaimer,43177,2
200449356802931,Francisco Guevara,Alejandro Francisco Guevara Olivera,43018,2
104168941798600,Rolo Margherit,Rolo Margherit,43000,5
111036561971525,Snack noticias,Gaucho Rojo,42869,20
100934708594422,Nico Martínez Delgado,Martínez Delgado Nicolas Antonio,42852,4
105724819182936,La Glinskineta,La Glinskineta,42847,3
313591265976762,Pablo Hassan,Pablo Hassan,42823,10
100906542624841,Primero Rio Grande,Primero Río Grande,42818,42
106372197511073,Martin Correa,Frente de Izquierda,42792,8
1541663639410402,Peta Bernarte,Damian Javier Bernarte,42661,16
672238573214250,Diego Arévalo,Frente Chaqueño,42589,3
154946458031100,Ganemos Corrientes 2023,Alejandro Karlen,42563,6
256387424757136,"Ministerio de Gobierno, Justicia y Derechos Humanos de La Pampa","Ministerio de Gobierno, Justicia y Derechos Humanos de La Pampa",42358,12
454694298006068,Ayelen Acosta,Rosario Ayelen Acosta,42318,4
2008446435864667,Primer Argentino,Primer Argentino,42000,3
103240269328969,Milei Luján 2023,Milei Luján 2023,41989,7
742755562475908,Javier Noguera,Javier Noguera,41962,2
111509551806903,El Deportivo Web,El deportivo oficial,41556,4
104405599268652,Jorge Arce,Jorge Arce,41541,5
430171530685099,Connie Tommasone,Connie Tommasone,41529,8
107496042309395,Juan Manuel Baigorria,Javier Edgardo Virazate,41501,13
112233751493488,Lavoz de Chubut,LaVozdeChubut,41424,43
105704655045178,Carina Cordoba,Pablo Nathaniel Malagoli Morales,41306,3
104193005897251,carlosbakeoff,Juntos por el Cambio,41262,5
109362811850636,La ventana del oeste,La Ventana del Oeste,41179,8
109351389090584,Sergio Urribarri,Sergio Urribarri,41120,16
111840548197413,Marcos Corach,Marcos Corach,41068,7
418089322332801,Natalia Alcaraz,Natalia Alcaraz,40979,7
117782078843803,Juan Argañaraz,VIDA Y FAMILIA,40825,9
879513872091792,Romina Rosas,Romina Rosas,40760,36
192117431956,Roberto Costa,Cristian Vila,40653,7
433136076759972,Edhasa Argentina,Edhasa Argentina,40381,6
1800792906714280,Gustavo Perez Bocco Intendente,Gustavo Hernan Perez Bocco,40235,5
104318889267129,Astrid Baetke,Yahel Mercado,40193,26
311410772859463,Pablo Llancapani,Pablo Antonio Llancapani,40069,7
149619018406294,Siglo XXI Editores Argentina,Siglo XXI Editores Argentina S.A.,40065,19
109237045323181,Patagonia Noticias,Patagonia Noticias,40000,3
670959489635511,Ramon Rioseco,Frente y Participación Neuquina,40000,2
142508529763477,Noticias en Red Salta,Noticias en Red,40000,1
259142520859953,Municipalidad de Villa General Belgrano,Municipalidad de Villa General Belgrano,40000,3
103780997884434,Comunidad Argentina,Comunidad Argentina,39987,21
101662834528956,Juan Grabois,Juan Grabois,39607,13
1388924317996630,El Riojanazo,El Riojanazo,39492,9
269810603537426,Esteban Lenci,Esteban Lenci,39467,3
141991679847091,Taquion,Taquion,39389,1
1615803131974783,Partido Social Patagónico,Partido Social Patagónico,39288,6
100701953004311,Nieves Mendoza,Nieves Mendoza,39022,9
417568458996247,Dario Huesen,Dario Victor Huesen,39013,9
101388507938905,Nilson Ortega,Gabriel Nilson Ortega,39000,5
116371984697719,Julio González Constituyente Garupá,Julio González Constituyente Garupá,38943,4
612558932188461,Segundo Cernadas,Tigre en Acción,38861,4
103477532433799,Misiones Centro FM 89.7,Misiones Centro FM 89.7,38829,13
111993595191852,Guillermo Durand Cornejo,Andrea Balderrama,38800,7
111667775192921,Sergio Padro,Sergio Padro,38787,1
100267346330819,Juntos X Riglos,Juntos X Riglos,38533,14
1671287342890703,"María ""Petu""  Argañaraz","María ""Petu""  Argañaraz",38125,21
104859954358151,Jimena Senn,Jimena Guadalupe Senn,38122,4
201333653808682,Nico Filoni,Nico Filoni,38085,16
373191063238201,Juntos Somos Monte Buey,Juntos Somos Monte Buey,38070,18
206745532699914,Eduardo Aguilar,Eduardo Alberto Aguilar,37871,21
1018409418303450,Dra. Veronica Sikora,Veronica Sofia Sikora,37796,10
101206396151957,Ricardo Curone,Ricardo Curone,37747,10
372565472933640,Dario Monteros,José Fabián Juárez López,37659,4
837126866357906,Partido Obrero La Pampa,Frente de Izquierda,37561,6
385958661832297,CPC Villa El Libertador Municba,municipalidad de córdoba,37458,1
918158378274332,César Lezcano,Frente de Todos Corrientes,37390,27
1873627455984240,Guillermo Ferreyra,Guillermo Ferreyra,37389,6
610065179346397,NotiBaires,Comunicarg,37378,21
112842100412008,Consciente Colectivo,Tomas Ezequiel Teicher,37343,3
236866663333273,387 Salta,387 Salta,37305,4
1670540183177066,Carolina Goycochea,Izquierda Socialista,37095,5
106705804357319,Bluetti Global,These ads ran without a disclaimer,36889,1
131280335507,Secretaría de Cultura de la Municipalidad de Berazategui,Secretaría de Cultura y Educación,36754,5
1828961774079899,Tomas Buffa,Tomás Buffa,36673,10
258546478015654,Laura Jure,Laura Jure,36639,13
573018649750585,Ana Clara Romero,Pro Chubut,36622,11
111873094481647,Juan Martínez,Juan Martínez,36563,11
1323405841047508,Laura Mondino,Laura Mondino,36465,6
112452611753943,Mabel Calderon,Iris Mabel Calderon,36426,5
932929550068803,PoloSur,PoloSur,36381,4
2125270134364647,Sergio Tamayo,Sergio Tamayo,36352,3
126769097861433,Lisandro Ruiz Cardona,Juntos por el Cambio,36336,5
1030058910343698,Federico Javier Cacace,Federico Javier Cacace Estrada,36139,5
105476149147675,Ale Made Concejal,Ale Made Concejal,36126,9
910992128910944,Luis Rodriguez,Luis Rodriguez,36097,15
722440931250114,"Dr. César Elías ""Kelo"" Dip",Cesar Elias Dip,36000,9
1580154892230727,Juan Carlos Moran,Juan Carlos Moran,35664,16
103021535961289,Cede,Cede,35524,6
2251397431784810,InfoArgentina,Comunicarg,35514,22
395833031040370,Política Obrera Salta,Política Obrera Salta,35414,18
2019602358355510,Opina Patagonia,Opina Patagonia,35384,6
341449295874456,SEOhoy,Momentum SEO,35356,82
116617641368990,smartpos.ok,Rita Yanina Maria Galmarini,35341,4
322272181265936,"Partido Producción y Trabajo Capital, San Juan","Partido Producción y Trabajo Capital, San Juan",35226,3
101670032678273,Mario Alberto Ishii,Mario Alberto Ishii,35200,2
567995886740690,Frente Nuevo Justo Daract,Jan Albert Ortlieb,35101,14
1544223389195438,Juan Pablo Funes Bianchi,Juan Pablo Funes Bianchi,35095,12
1196745413687431,El Diario de Oliva,Santiago Montoya,35000,3
1782770091995310,Mariano Castagnaro,Mariano Lucas Castagnaro,35000,1
100890602929498,Jujuy tiene Futuro,Pablo Saul Jurado,34995,4
132649176862320,Jorge Hoffmann,Jorge Hoffmann,34988,17
103733399330039,Cristian Ortega,Cristian Ortega,34953,9
101797099509905,Activá Mendoza,Activá Mendoza,34897,1
116555508073585,Santiago Rodríguez Moreno,ciatware,34862,4
673677419727300,Horacio Vermal,Ricardo Matias Mercado,34811,19
253898394637965,Luciana Echevarría,MST Movimiento Socialista de los Trabajadores,34754,11
793825464001471,Fa Leguizamón Fotografías,Fabián Horacio Leguizamón,34659,7
118343274540818,Plan de Escucha Vecinal,Acción Marplatense,34619,1
106266265612690,Fabián Firmán,Fabián Firmán,34539,4
118840147845358,La Rioja Puede,Frente La Rioja Puede,34278,21
109187295412340,Levantados,These ads ran without a disclaimer,34208,1
109104945462486,Lomenses,Lomenses,34181,4
422411574885385,Adrian Valenzuela,Adrian Valenzuela,34125,6
1627156040859708,Profe Pablo Guzmán,Profe Pablo Guzmán,34068,32
136732420109228,Augusto Zuccarelli,Augusto Gabriel Zuccarelli,34043,27
110077041887473,Fabricio Cuadrado,Fabricio Cuadrado,34013,10
387470471654182,Carlos Zapata,Rodrigo Alfreperez Quinteros,34006,5
667275516732385,"Alberto ""Conta"" Celiz",Manuel Alberto Celiz,33884,23
103301272375951,Fabio Di Palma,Fabio Oscar Di Palma,33783,7
1782535692054580,Miguel López PTS- FIT  Ledesma,Frente de Izquierda,33728,3
142425022497855,Juan M Quiroga (OFICIAL),Juan Manuel Quiroga Lucero,33629,12
109977027273576,Luis Rubeo,Luis Daniel Rubeo,33500,3
102991618555120,Yerba Buena Online,Yerba Buena Online,33483,5
117682554627558,Patricia Raque Venialgo,Patricia Venialgo,33410,13
108005414995696,Ambito Catamarca,Ambito Catamarca,33286,18
289560214769634,Juan Carlos Tierno,Juan Carlos Tierno,33170,4
606234156240763,Ezequiel Lemos,Ezequiel Lemos,33040,11
2775410565833764,Jose Maria Odarda,Jose Maria Odarda,32997,7
105152432570567,Edgar Zorzenon 2023,Ana Rosa Funes Aragón,32968,15
109566368125684,Pilar 360,Noticias de mi barrio,32917,8
206443346792994,Ricardo Martin,Ricardo Martin,32754,14
212898482218428,Gabriel Frizza,Gabriel Frizza,32745,13
111562975267716,Es con Bettina Romero,Daiana Rodriguez,32723,4
453252135056007,Partido Obrero San Juan - en el Frente de Izquierda,Frente de Izquierda,32635,5
110579845341009,Saltanosuneenelcomercio,Monty Mont Diaz,32626,16
110654551614429,Vecinos Autoconvocados Los Hornos,Vecinos Autoconvocados Los Hornos,32612,1
567597717079567,Silvia Paleo,Silvia Paleo,32535,13
101096627908478,Infotdf 2.0,Infotdf 2.0,32500,8
112320104715079,Córdoba 247,Córdoba 247,32367,19
117782078843803,Juan Argañaraz,INSPIRAR,32345,6
108835458799258,Emilcecontino2023,Emilce Contino,32299,14
118708984546682,Pecho López,Gaston Eduardo Toro,32173,7
1645012462431967,Beto Castillo,Alberto Ramon Castillo,32000,4
1855198384578490,Pulso Tucumán,Pulso Tucumán,31986,38
100449218944717,Patricio Peñalba,Patricio Peñalba Arias,31928,5
1643745862377667,Del Viso me importa,Pilar quiere saber,31916,25
1453769238278093,Gastón Castagneto,Gastón Castagneto,31896,4
105706365777014,El Ojo Liberal de Hurlingham,El Ojo Liberal de Hurlingham,31760,6
117603704632201,Santos Barrios Intendente,Santos Barrios,31578,9
193671924033178,El Argentino,Estudio AMBA SRL,31555,21
181639422183951,Dr. Carlos Hugo Funes,Claudio Marcelo Rojas,31534,23
100824268950138,Jorge Restom,Nos Merecemos una Vida Mejor,31500,21
227469003952751,Mario Raúl Negri,Mario Negri,31488,4
100521389699640,Lucía Carrasco,Ciatware,31463,5
187691196067583,Maria Sotolano,Maria Angel Sotolano,31388,15
220598064661184,Juan Carlos Gioja,Juan Carlos Gioja,31297,14
111088925308367,Sergio Ontivero,Sergio Ruben Ontivero,31285,12
216795502314810,Voces Críticas,vocescriticas.com,31280,8
795021870593381,Info al día,Info al Día,31255,4
1355449444536526,Gaston Remy,Frente de Izquierda,31209,3
416391221875769,Ruben Manzi,Rubén Manzi,31123,7
284126885639323,Partido Libertario San Francisco,Partido Libertario San Francisco,31016,5
111154593869631,Baires News,Baires News,31010,22
296125587732930,Guillermo Rey Leyes,Guillermo Jose Rey Leyes,31000,4
2170927119892039,Manu Feito,Manu Feito,30958,7
400574720505458,Victor Archilla,Victor Archilla,30914,11
230031541239153,Federico Miranda,Federico Miranda,30874,14
977420185791449,Pedro Bossa,Pedro Bossa,30764,9
425208234739953,Que Te Pasa TDF,Que Te Pasa TDF,30750,7
747096195444024,Noe Correa,Noelia Correa,30692,2
116295411442570,Noticias Provincia,Noticias Provincia,30619,2
1478052378895112,Hugo Daniel Avila,Roxana Beatriz Moya,30606,16
340468193432841,Clarisa Armando,Clarisa Armando,30536,2
793493827424692,Mauricio Camacho,Mauricio Camacho,30489,12
1065521226832109,Juan Carlos Scotto,Juan Carlos Scotto,30458,4
1411547352487734,Panamericana Embarcacion,Panamericana Embarcacion,30423,18
108137787336469,Adriana Ruarte,Adriana Ruarte,30358,10
185382695166196,Joaquín Blanco,Joaquín Blanco,30325,9
1397668493777947,Dignidad Ciudadana,Dignidad Ciudadana,30234,16
440677362630997,Sebastian Galmarini,Sebastian Galmarini,30177,4
117743657980512,Oscar Bonnardel Intendente,Oscar Bonnardel,30031,14
320692405216198,Juntos por el Cambio - Catriló,Juntos por el Cambio - Catriló,30002,35
910681208985751,Ecosfueguinos,ecofueguino,30000,1
168941069944763,Martin Maquieyra,Pro La Pampa,30000,1
240668663294161,Concejal Eduardo Verón,Ignacio Veron,30000,1
667822093382624,Tiago Puente,Lourdes Ibañez,30000,1
204024623503898,La Rioja Noticias,La Rioja Noticias,30000,1
111842694665173,Entrevistas con el Dr. Jorge Derna,Jorge Alberto Derna,29969,1
316402711752761,Pablo Chamatropulos,Pablo Chamatropulos,29840,10
117857761240774,Activar Alem,Activar Alem,29736,3
271721466769325,Ricardo Merlo,These ads ran without a disclaimer,29687,1
117170064701229,Juan Garaventa,Juntos Por Pehuajó,29592,5
114308576612360,Entre Todos Chicoana,Entre Todos Chicoana,29474,11
660416864150494,Obras La Pampa,Obras La Pampa,29461,20
1622101791344540,María Amelia Chiofalo,María Amelia Chiofalo,29421,10
112425320320116,Yamil Reigosa,Yamil Reigosa,29033,10
379525492637333,Daniel Urquiza,Daniel Urquiza,29000,3
100667016334931,Nelson López,Nelson Lopez Schvartz,28999,9
1689208734631579,Gobierno de Jujuy,Gobierno De Jujuy,28964,4
213148592527828,Sebastián Tiozzo 2023,Ruben Sebastian Tiozzo,28921,4
305718592859851,Canal Doce Misiones,Canal Doce Misiones,28901,13
633144107112072,Ricardo Zacarías,Ricardo Nestor Zacarias,28887,12
100551438373315,Gabriela Carpineti,Gabriela Carpineti,28800,4
1974541446111201,Iván Darío Ortega,Iván Darío Ortega,28791,9
1540115579589194,Pablo Corsalini,Pablo Corsalini,28765,7
2340752059343617,Sebastian Ianantuony,Leandro Sebastian Ianantuony,28741,10
312565029437024,Daiana Freiberger,Daiana Freiberger,28726,3
114671484578218,Concordia YA,Concordia YA,28608,9
107029238090602,Rodolfo Tecchi,Rodolfo Tecchi,28566,6
121725210866665,Encuentro por San Carlos,Nicolas Andres Maresca Mateo,28519,8
1943570372417559,Santiago Mansilla Figueroa,Santiago Mansilla Figueroa,28430,9
107318882337863,Élida Rechi,Elida Del Valle Rechi,28400,25
507923922876346,Frente Cambia Jujuy Palpalá,Frente Cambia Jujuy Palpalá,28389,154
101438661569363,Ignacio Castaños,Ignacio Castaños,28199,8
479882842768332,Ricardo Andersen,Saul Aaron Maidana,28190,11
181617055900077,Prensa Bahía,Municipalidad de Bahía Blanca,28164,1
1469247346700561,Principios Diario,Principios Diario,28121,11
106575105171935,fernandoanibalmeza,These ads ran without a disclaimer,28068,2
454694298006068,Ayelen Acosta,Ayelen Acosta,28028,12
1724549447807950,Ministerio de Desarrollo Social de La Pampa,Ministerio de Desarrollo Social de La Pampa,27944,13
113622778328775,Maxi Rossetto Intendente,Maxi Rossetto Intendente,27799,6
1758626444354007,Claudio Del Pla,Partido Obrero Salta,27795,6
112083471877504,Carlos Omar Flores,Carlos Flores,27706,18
818037774927568,Noticias de Aca,NDA!,27640,3
2246825555375359,Roberto Nicolo,Roberto Nicolo,27640,8
329366194442407,Inmobiliaria HONFI,Luis Esteban Honfi,27535,17
113319381743808,Jonatan Gomez,MST La Pampa,27400,5
743239569098884,Marcelo Cossar,Marcelo Arnolfo Cossar,27388,37
351793851611013,Adriana Cáceres,Adriana Cáceres,27378,8
326355544134540,Luis Naidenoff,These ads ran without a disclaimer,27294,1
110864125304209,Juan Bertone,Juan Bertone,27207,6
227698748090156,Leopoldo Grumstrup,Leopoldo Grumstrup,27200,13
82928774489,Panda Security,These ads ran without a disclaimer,27086,3
698620953554803,David Consalvi,David Alfredo Consalvi,27078,5
226245062146060,Rolando  Roa,Rolando  Roa,27075,8
110069207206141,Volver a brillar,Volver a brillar,26983,7
2088278501388267,"Ministerio de Economía, Hacienda y Finanzas de Formosa","Ministerio de Economía, Hacienda y Finanzas de Formosa",26970,101
670817623346264,Agustin Celi,Agustin Jose Celi,26967,10
233826440281987,Ministerio de Gobierno,Ministerio de Gobierno,26876,18
399216250203388,Julio Loza,Julio Antonio Loza,26866,8
101626158321598,Municipalidad de Candelaria,Municipalidad de Candelaria,26829,7
119851421739420,Informate Valle,Informate Valle,26746,3
668539193565639,Fabio H. Guaschino,Fabio H. Guaschino,26724,2
101052519522899,Vladimir Espeche,Vladimir Espeche,26685,5
126123414129628,Que Pasa Salta,Que Pasa Salta,26672,1
438639693271201,MOPOF 54,MOPOF 54,26559,10
382381418491038,Patricio Hogan,Mabu Comunicación,26549,8
241766066497583,Leandro Cavaco,Leandro Cavaco,26536,4
118838927813799,Juntos Podemos,Juntos Podemos,26531,2
1197375597028066,Alejandro Aradas,Alejandro Aradas,26493,7
341607580031350,Raúl Recalde,Raúl Recalde,26458,12
107445247737598,Agrupación Por Siempre Evita,Agrupación Por Siempre Evita,26458,10
846213962081608,Mariana Caserio,Mariana Alicia Caserio,26404,5
771780936275200,Ignacio Alaniz,Ignacio Alaniz,26341,5
1615729051982102,Juventud del PTS - Corriente Universitaria Córdoba,Partido de los Trabajadores Socialistas (PTS),26315,5
104576054784633,Soy Cordobés,Soy cordobés,26305,81
111923271847882,Sublema Dignidad Popular,Sublema Dignidad Popular,26285,14
321905465085028,Adriana Olima,Frente Federal Famatina,26190,15
325539471476976,Lorena Ulieldin,Lorena Teresita Ulieldin,26072,5
1048083012065518,Valeria Amaya,Valeria Amaya,26048,10
103983445547325,Facundo Rufeil,Facundo Rufeil,26031,15
1046650002101507,Malvina Gareca,Malvina Mercedes Gareca,26016,7
110890305299900,Danny Velázquez Concejal,Danny Velazquez,26000,3
106607635525252,Veronica Navarro Alegre,Veronica Navarro Alegre,25914,17
103665608847016,Juntos por el Cambio San Lorenzo Salta,Juntos por el Cambio San Lorenzo Salta,25855,7
115812621486914,La Reina del Bache,Daiana Rodriguez,25800,7
597563186932136,Municipalidad de Esperanza,Municipalidad de Esperanza,25799,4
103112032678024,Pico Es Comunidad,Pico Es Comunidad,25610,9
1658364030915508,Regino Racedo,Regino Racedo,25600,3
96549078159,Federico Susbielles,Federico Susbielles,25557,14
108033988202714,Lita Alberstein,MST Movimiento Socialista de los Trabajadores,25450,2
117366571329676,MOPOF TDF,Rene Marcelino Arenas,25402,5
2297790937176794,Catato Lorenzo,Horacio Alberto Lorenzo,25401,11
103891389084724,Sebastián Julierac Pinasco,Sebastián Julierac Pinasco,25390,1
112673040177992,María Guevara,Maria  De Los Angeles Guevara,25374,5
106860735459949,Pasa en Concordia Noticias,Pasa en Concordia Noticias,25348,26
352356098165102,"Rodrigo ""Tata"" Alvizo","Rodrigo ""Tata"" Alvizo",25342,8
100264446334819,Dr. Ramp,Dr. Ramp,25257,9
113300045069178,Hugo Villalba Intendente,Pablo Ezequiel Cobos,25139,22
217116573073757,Juan Montejano,Juan Montejano,25130,15
1426373070912699,Cholila Online Portal de Noticias Digital,Cholila Online,25031,13
102374069110324,Vocero Cívico,Vocero Cívico,25011,4
105472487597843,PoliticaProvincia,Politica Provincia,25000,2
126165920400701,Daniel Hoffmann Intendente 2023,Fabián Horacio Leguizamón,25000,5
107919011974055,Hoy Sur,Hoy Sur,25000,2
779066648938682,Gisele Agostinelli,Gisele Agostinelli,25000,6
104726201267494,Legislatura de Neuquén,Legislatura de Neuquén,25000,2
1546471862335425,Mónica Urquiza,M.Urquiza,25000,2
275127906670011,Comunidad PJ,Comunidad PJ,25000,3
113342722009221,La Topadora,Gustavo Gabriel Vaccarella,25000,3
106114454133868,Noticias de La Provincia,Noticias de la Provincia,24999,1
625328660976925,Laura Velasco,Laura Gonzalez Velasco,24999,2
100697759284718,Matias Espejo,Matias Espejo,24972,5
100109942928851,Hernán Parra,Hernán Abel Parra,24945,9
108261190561002,Laura Sprovieri,Laura Sprovieri,24922,10
761486380605123,MoPIP Acción Política,MoPIP Acción Política,24795,7
117948037902006,Alfredo Castro,Alfredo Mario Castro Lopez,24550,11
419372375098772,PACO Achitte,Eduardo Alfredo Achitte,24491,24
186159618095984,Julio Zamora,Municipalidad de Tigre,24331,12
147026682520945,Gustavo Saadi,Gustavo Saadi,24146,8
114234778298466,Guemes Juntos por el Cambio,Rodrigo Ezequiel Maidana,24079,10
1951634058482639,Somos Villa Rosa,Informate Pilar,24064,16
243493279854673,Proyecto Patagones - Derecho al futuro,Agencia Glux,24064,4
103310735580366,Javier Capalbi Intendente,Javier Capalbi Intendente,24000,7
355798051672544,Iñaki Aldasoro,Iñaki Aldasoro,23999,4
109098788145750,Joel Chato Gomez,Joel Chato Gomez,23970,13
114271673602981,NEA HOY,NEA HOY,23829,101
106240638430450,Gisela Lamberti,Gisela Cecilia Lamberti,23795,2
104375948431009,Agenda 2030.lat,Agenda2030.lat,23764,3
1006046006086441,Danielbehler,Danielbehler,23737,5
102160902467752,Juan Pablo Ortiz,These ads ran without a disclaimer,23726,6
101268092728725,Federico Caroprese,Federico Caroprese,23604,7
468067389880768,Fernando Salvi,Fernando salvi,23583,6
316379785892393,Flor González,Florencia Natalia Gonzalez,23494,13
