Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
640043449493888,Marcela Varas,Marcela Alicia Varas Fuentes,33920,5
111099218377933,Benjamín Moreno Diputado,Benjamín Moreno Bascur,33755,5
108390475493550,Belong Communication Lab,Belong Communication Lab,33661,6
111508938549004,Greis Parada Rojas,Greis Parada Rojas,33251,3
106467527978267,Dr. Fernando Araos Dattoli,Fernando Dattoli,33241,3
114903054926147,Informate Chile,These ads ran without a disclaimer,32989,1
116677364701305,raul_araya23,RAÚL ARAYA ZEPEDA,32753,6
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,31442,3
105170888829924,Concejal Claudio Vargas,Claudio José Vargas Sandoval,31397,2
115589734809868,Constanza Pavez Consejera Constitucional D19,These ads ran without a disclaimer,31257,3
401680316582113,Periódico de la Costa,PERIODICO DE LA COSTA,30890,3
107659082599076,Unegocios,These ads ran without a disclaimer,30575,8
111498933878722,Ana Campos escritora,Ana Campos Escritora,30078,2
103850911739503,Manuel Améstica,Manuel Améstica Gaete,30049,8
112373491778575,Republicanos en la Convención,Partido Republicano de Los Ríos,30000,2
111985720928105,Eduardo Cornejo Diputado,Eduardo Cornejo,30000,2
34898474917,Esteban Velásquez Núñez,José Eduardo Velásquez Lizama,30000,1
101579022115580,Javiera Morales Alvarado,Javiera Ignacia Morales Alvarado,30000,2
539784103214984,Tomas de Rementeria Venegas diputado,Tomás Eguzky de Rementeria Venegas,30000,1
107913407830351,Paulina Veloso Muñoz,Paulina Natalia Veloso Munoz,29999,2
101668895480680,Concejal Ismael San Martín,Concejal Ismael San Martín,29930,11
101675116255868,joseluishidalgop_,These ads ran without a disclaimer,29770,3
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,29489,7
115755108160566,Claudia Villegas Consejera Constitucional,Claudia Villegas Carvajal,29409,1
392253494143242,Concejal Juan Pablo Rojas,Concejal Juan Pablo Rojas,29345,6
1621023591454427,Sandro Puebla Veas,Sandro Antonio Puebla Veas,28999,5
764342266951836,Casa Abierta Arauco - Ránquil,These ads ran without a disclaimer,28966,1
101876126200855,Gonzalo Vega Moreno Consejero Constitucional,These ads ran without a disclaimer,28801,2
106458548157752,sylviacastroconcejala,Sylvia Ariela Del Transito Castro Gonzalez,28667,4
109086802113220,Claudia Mac-lean Bravo Constituyente,Claudia Mac-lean Bravo Constituyente,28463,14
317209815074690,Diario La Batalla de Maipú,Diario La Batalla de Maipú,26895,21
320489664817120,ONG FIMA,Maritza Harleth Cerda Cerda,26497,1
100157495407742,Felipe Martínez - CORE Malleco,Felipe Andres Martínez Reyes,26000,4
100975964813324,No+desempleo,These ads ran without a disclaimer,25747,1
32661797351,Centro Estudio Paisaje,These ads ran without a disclaimer,25684,2
627032047431974,Marcela Espinoza,Marcela Espinoza Silva,25306,3
101153018591121,Alihuen Antileo Consejero Constitucional,These ads ran without a disclaimer,25253,6
104185768004486,Rafael Vera Castillo,Rafael Vera Castillo,25198,6
101443865184651,Marianella Benavides Concejala Los Andes,Lidia Marianella Benavides Cardenas,25000,3
383552768434495,César Muñoz Vergara,César Manuel Muñoz Vergara,25000,1
1960805740881871,Acción Laboral,Elso Andres Pizarro Nuñez,24992,1
808445072551315,So Long,These ads ran without a disclaimer,24821,2
110819144737014,PS Comunal Los Andes,Álvaro Díaz Sandoval,24809,3
1503096909935398,ATI Antofagasta Terminal Internacional,Brecha Digital Consultores Ltda.,24680,3
207212363097967,Senador José Durana Semir - XV,José Miguel Alberto Durana Semir,24323,3
151676178849005,Felipe Donoso Castro,Felipe Guillermo Donoso Castro,24261,2
111549203970340,Robinson Flores,Robinson Flores,24138,3
358940384476087,Patricio Pinilla Valencia,Patricio Alfonso Pinilla Valencia,24138,1
313508416035362,David Cabedo Rosas,David Cabedo Rosas,24138,1
295886120554128,Polpaico,These ads ran without a disclaimer,23500,1
856012741442139,Ipas LAC,Neuma,22849,3
103087261729997,Camila Avilés Barraza,Camila Avilés Barraza,22550,22
104720755290885,Te despidieron.cl,These ads ran without a disclaimer,22498,1
102022139029779,eduardo.rojas.1983,These ads ran without a disclaimer,22399,1
1606737326204665,Dirección de Cultura Alcaldía Ciudadana,These ads ran without a disclaimer,22251,1
111693578511027,Candidato Víctor Hugo Pacheco,Victor Hugo Hiram Pacheco Schmidt,21507,3
292561364107245,Centro de Estudios Publicos,These ads ran without a disclaimer,21410,1
109416599136825,El Diario de Antofagasta,El Diario de Antofagasta,21137,14
103871524352074,Abogada Tamara Villegas Redlich,Tamara Yoseline Villegas Redlich,20921,3
39532315173,Marcos Ilabaca Cerda,Marcos Ilabaca Cerda,20203,2
116650890088463,Fundación Tecfem,These ads ran without a disclaimer,20043,2
1843354599272180,Américo Guajardo Oyarce - Alcalde de Río Claro,Américo Gustavo Guajardo Oyarce,20000,2
102986086080088,Yoris Rojas Constituyente,Yoris Mirna Rojas Vlastelica,20000,2
101165425399412,José Osvaldo Zuñiga Consejero Constitucional Ñuble,These ads ran without a disclaimer,20000,1
100571905359593,Paola Peña Marín,Paola Ximena Peña Marin,20000,2
265807973875814,Patricio Neira,Patricio Antonio Neira Pezoa,20000,1
112948331041597,Centro de Energía - FCFM - Universidad de Chile,María Giselle Ogaz Norambuena,20000,1
639564622726191,Leonardo Vargas Meza,Héctor Patricio Rodriguez Albiceleste,20000,2
114134877953197,Alerta Ñiquen,Mauricio Andres Catoni Contreras,19997,1
105091012517593,Bruno Baranda,These ads ran without a disclaimer,19950,1
1257818931046767,Azerta Chile,Azerta,19815,2
283127255038093,Qué Pasa,These ads ran without a disclaimer,19756,1
120291311004969,yovotoencontra,These ads ran without a disclaimer,19483,2
106973842317140,Sophia Ribeiro,These ads ran without a disclaimer,19465,9
1684275668479792,La Casona de los Jóvenes,La Casona de los Jóvenes,19424,1
1566619386970328,Agrupación de victimas de violencia policial de Chile,Miguel Angel Fonseca Carrillo,19246,10
285507651910599,Fundación ConTrabajo,Pedro Santana Droguett,19070,2
264341100696482,Salud Cerro Navia,Salud Cerro Navia,18964,1
104273241015976,Despegue marketing Digital,These ads ran without a disclaimer,18927,1
113838817025219,Coperiodistas,Coperiodistas,18522,1
344918319681320,Pageonechile,These ads ran without a disclaimer,18398,1
106979305573686,walktt.cl,These ads ran without a disclaimer,18298,1
103959840944518,c.f_tienda_,These ads ran without a disclaimer,18230,2
115077078156996,Hazte un Tiempo,Nicolás Javier Ignacio Rodríguez Blanco,17799,1
112660017529864,José Arellano Blanco - Concejal por Alhué,José Andrés Arellano Blanco,17764,2
106319847762043,Maipo Informado,maipoinformado,17588,3
109514637047257,Previsión y Finanzas,Previsión y Finanzas,17548,1
108445362190409,Carlos Alvarado Candidato Consejero Constituyente,Carlos Miguel Alvarado Aguirre,17187,5
239637413439840,Museo de las Mujeres - Chile,These ads ran without a disclaimer,16283,1
118780851160253,mbarrigaporlosrios,These ads ran without a disclaimer,16013,1
19591763420,Mallplaza,These ads ran without a disclaimer,15287,1
763887853794135,Camilo Benavente,Camilo Francisco Benavente Jiménez,15076,5
108200541055730,Diputado Sergio Bobadilla Muñoz,Sergio Enrique Bodadilla Muñoz,15046,2
112555455065264,Vehículos en Peligro,These ads ran without a disclaimer,15035,2
231952623614906,Daniel Melo Diputado,Diputado Daniel Melo,15000,1
335068640271176,Nataly Neira Candidata Consejera Constitucional BioBio,These ads ran without a disclaimer,14215,1
108557574347706,Fundación Conecta Mayor,Fundación Conecta Mayor,14134,1
1637457636467958,Salesianos Chile - www.boletinsalesiano.cl,Congregación Salesiana,14127,1
1661207433889496,Dr Salvador Urrutia y Constitución,These ads ran without a disclaimer,14113,1
274390833063043,Cristina Bravo Castro,Cristina Andrea Bravo Castro,13999,3
1571540266449676,Diputada Sofía Cid V.,Sofía Slovena Cid Versalovic,13693,3
114185448286375,Educa ya,These ads ran without a disclaimer,13678,13
108176821871835,lecturasparasubirelvolumen,These ads ran without a disclaimer,13613,1
110951722267366,World Vision Chile,These ads ran without a disclaimer,13546,1
198921630648476,Vidrios Lirquén,These ads ran without a disclaimer,13490,1
106962558985029,Naty Suarez,These ads ran without a disclaimer,13260,15
116409214719049,Acción y Reacción,These ads ran without a disclaimer,13132,1
576802222491354,Elecciones Presidenciales Chile,Elecciones Presidenciales Chile,13105,1
101248444922540,Pescadores Industriales del Biobío,These ads ran without a disclaimer,12588,1
103190368459423,Scarlett Valdés Pizarro,Scarlett Beatriz Valdés Pizarro,12531,1
1943273689302683,País Circular,These ads ran without a disclaimer,12439,1
110252714651433,Alberto Jarpa Core 2022-2025,Lógicamente ltda.,11999,1
117922741256347,Alvaro Ojeda Consejero Constitucional,These ads ran without a disclaimer,11915,2
1672033609511326,Colores del Norte,These ads ran without a disclaimer,11908,1
112115941830810,Robert Contreras Reyes,These ads ran without a disclaimer,11833,1
102668426047955,Mutuamente,Mutuamente,11553,1
105167202072,Mario Desbordes,Mario Desbordes,11472,2
103892671886484,Perfimet,These ads ran without a disclaimer,11302,1
112903595108344,Sebastian Parraguez C-10,Sebastián Esteban Parraguez González,11230,6
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,10789,3
116640481320735,Itaú Inversiones Chile,These ads ran without a disclaimer,10758,2
101634418333209,Naomi Calle G.,These ads ran without a disclaimer,10720,1
522505097904203,Quesos El Roble,These ads ran without a disclaimer,10651,1
1384455488528563,Sociedad Nacional de Minería,Sociedad Nacional de Minería,10000,2
1544524942457436,Iván Flores García,Iván Alberto Flores García,10000,1
100393644843970,Pedro Burgos Vásquez,Tomás Hilario Maquehue Ampuero,10000,2
1613450085341022,Tomás Soto  Alto Hospicio,Tomás Adolfo Soto Díaz,10000,1
246625369670,Museo de la Memoria y los Derechos Humanos,These ads ran without a disclaimer,9999,1
101412708615017,LuisPitaface,LuisPitaface,9998,1
187686168544096,Praderas de Frutillar,These ads ran without a disclaimer,9804,2
100212501623545,Liset Quilodrán Consejera constitucional,Paulina Andrea González Vargas,9774,1
159818737409588,Viña Santa Ema,These ads ran without a disclaimer,9658,2
106037731330237,CentroAvance,Centro Avance,9655,1
101449098523032,Juan Vilches Concejal,Juan Francisco Vilches,9624,3
107983511078102,Flor Weisse,Flor Isabel Weisse Novoa,9605,1
122988594435371,Instituto Forymat,These ads ran without a disclaimer,9333,5
102516211857044,José Antonio Videla Ponce,Jose Antonio Videla Ponce,9297,1
111930508488389,Chiloé Panderetas,These ads ran without a disclaimer,9181,1
276495626058232,En Tu Propia Late,Jose Luis Silva,8979,2
100509762252,El Rancahuaso,MiVoz.cl,8951,9
108520721594832,Es tu salud Chile,BFLOOW SPA,8891,6
108318715562829,Abi Espin,These ads ran without a disclaimer,8851,16
202734309765066,MAGGI,These ads ran without a disclaimer,8851,1
1922472791174991,Jaime Petit-Breuilh Jaque,Jaime David Petit-Breuilh Jaque,8733,2
165042833621264,Schneider Electric,These ads ran without a disclaimer,8580,1
307181769365390,El Concecuente,MiVoz.cl,8525,9
104502961416584,Maternar Violeta,These ads ran without a disclaimer,8368,1
101183018732856,Gran Reserva Concha y Toro,These ads ran without a disclaimer,8046,1
117963364607776,Núcleo Milenio LM2C2,Constanza Isidora Pérez Zuniga,8007,1
1491268871178504,Curacaví Digital,Leonel Armando Gatica Cardemil,8000,1
229512630397510,El Amaule,MiVoz.cl,7988,8
101076618579130,"Rodrigo Salazar Jimenez, Concejal por Mariquina",Rodrigo Francisco Salazar Jiménez,7967,2
107361720633307,Julieth Asesora de imagen y estilista,These ads ran without a disclaimer,7884,1
782846321738864,Marfrig,These ads ran without a disclaimer,7875,1
173342680271476,Escuela Palestino La Reina,These ads ran without a disclaimer,7870,1
2264697863651810,TV EnPlacilla,These ads ran without a disclaimer,7647,1
105257689166961,María de los Angeles López,These ads ran without a disclaimer,7571,1
391942677830037,Henry Leal Bizama,Henry Leal Bizama,7499,2
101196035964072,Lareparadora.cl,These ads ran without a disclaimer,7377,1
140280689337896,Escuela de Posgrados en Comunicación - Universidad Austral,These ads ran without a disclaimer,7330,2
930597163645465,Muni Colina,Muni Colina,7300,1
106112795743664,Verónica Garrido Briceño,Carlos Nino Pizarro Assante,7266,2
359488367510836,Bosch Home,These ads ran without a disclaimer,7185,2
293103284121826,Fundación Para el Progreso,These ads ran without a disclaimer,7163,1
207664915915263,El Magallanews,MiVoz.cl,6975,7
101818575418346,Lomas de Millaray,These ads ran without a disclaimer,6973,2
366702946855143,Ilustre Municipalidad de Camarones,These ads ran without a disclaimer,6755,1
618572991673954,Dr. Ricardo Celis,Dr. Ricardo Celis,6640,2
103688152660395,Lorena Constituyente,Lorena Leichtle,6440,3
1350129105152539,Galpón Al Margen,These ads ran without a disclaimer,6226,1
115046015881560,Alcalde Marcos Morales Ureta,Marcos Antonio Morales Ureta,6019,1
317644722033741,Coagra S.A.,These ads ran without a disclaimer,6000,1
111732297332871,Nelson Venegas Diputado,Nelson Esteban Venegas Salazar,6000,2
553717067994412,El Nortero,MiVoz.cl,5987,6
401014659983460,El Morrocotudo,MiVoz.cl,5953,6
111510531866274,Automotora Galem Illapel,These ads ran without a disclaimer,5744,1
101979001959693,Soser S.A.,These ads ran without a disclaimer,5670,1
143395282379300,MINI,These ads ran without a disclaimer,5632,1
104847449013781,Niños Genios,These ads ran without a disclaimer,5630,1
834989769931949,PDAO,These ads ran without a disclaimer,5468,1
316056528999754,Periodistas x el planeta,These ads ran without a disclaimer,5464,5
287523667947643,Corporación Municipal de Colina,These ads ran without a disclaimer,5434,1
100705868422849,Planeta de Letras Chile,These ads ran without a disclaimer,5415,1
393001710786253,Municipalidad de Coquimbo,These ads ran without a disclaimer,5415,1
444575512684769,Benetton Perfumes,These ads ran without a disclaimer,5391,3
1300835390069683,Don Maíz,These ads ran without a disclaimer,5217,3
210367903088442,Bodegas San Francisco - BSF,These ads ran without a disclaimer,5179,1
100873296336985,Raisa Martinez Unidad para Chile - Rancagua.,Dany Gilberto,5024,1
114675038259221,Pedro Marchant Villanueva,These ads ran without a disclaimer,5000,1
1033083156764729,José Pérez Arriagada,José Pérez Arriagada,5000,1
184630646453529,Ramón Espinoza 2024,Ramón Espinoza,5000,1
109275953834449,Nicolás López Pimentel - Concejal Viña,Nicolas Andres López Pimentel,5000,1
103448174748810,Marcia Yañez Mendoza Siempre Contigo,Marcia Alejandra Yañez Mendoza,5000,1
296514567378265,Luis Ibacache,Alejandra Riquelme Fernández,5000,1
100622491799515,Sara ConchaSmith Diputada Ñuble,Sara Nicol Concha Smith,4991,1
145648978807373,El Boyaldía,MiVoz.cl,4970,5
116242061445189,Dispensario Patagonia,These ads ran without a disclaimer,4952,1
101211475200506,risterojeda,These ads ran without a disclaimer,4868,1
419733491878944,Pewün compostaje,These ads ran without a disclaimer,4858,1
101172636244002,YoAnulo,These ads ran without a disclaimer,4839,1
106832122350158,conadecus,These ads ran without a disclaimer,4828,1
117294781353895,papa_patrimonio,These ads ran without a disclaimer,4828,1
109416599136825,El Diario de Antofagasta,These ads ran without a disclaimer,4828,4
78239901502,Diario Financiero,These ads ran without a disclaimer,4828,4
206977495995474,ANDA - Asociación Nacional de avisadores,These ads ran without a disclaimer,4828,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,4828,3
549639541905708,DLphone,These ads ran without a disclaimer,4688,1
704316149961566,Página 19,Marco Antonio Machuca Bezares,4670,2
100383352725236,Presentes,These ads ran without a disclaimer,4552,2
163350934071053,Marcelo Barrientos Barrientos,These ads ran without a disclaimer,4515,1
105236148413499,chilean_mate,These ads ran without a disclaimer,4401,1
111252015243565,Claudio Paredes Cárdenas,These ads ran without a disclaimer,4341,1
108673291007288,Judith Marín Concejal por San Ramón,Judith Makarena Marín Morales,4181,1
1939623623024575,Meliden Los Andes,These ads ran without a disclaimer,4156,1
101856316242277,Diputado Cosme Mellado,Cosme Mellado Pino,4140,1
102261899525247,forsa_maule,These ads ran without a disclaimer,4066,2
107475414174704,Montes Wines,These ads ran without a disclaimer,4049,1
112209698034616,autodespidopuntocom,These ads ran without a disclaimer,4034,1
103908716019486,oscarxlosrios,These ads ran without a disclaimer,4023,1
319360854774007,Tanner,These ads ran without a disclaimer,4023,1
1657924067839348,Aguas Antofagasta Grupo EPM,These ads ran without a disclaimer,4023,1
104615144408979,andra_banks,These ads ran without a disclaimer,4008,1
967151270048795,Ricardo Díaz Cortés,Lizza Alejandra Aravena Briceño,3946,1
967151270048795,Ricardo Díaz Cortés,These ads ran without a disclaimer,3933,1
107472658958129,Cecilia Cárdenas Consejera Constitucional,These ads ran without a disclaimer,3713,1
108187925571235,cidemchile,These ads ran without a disclaimer,3399,1
261688417788577,Christian Vasquez RN,These ads ran without a disclaimer,3296,1
112219113726132,Periódico El Rerino 2.0,These ads ran without a disclaimer,3245,1
108775122211261,PTI Hortícola Coquimbo,Alicia Isabel Acuña Galleguillos,3241,2
257822948228305,Enel X,These ads ran without a disclaimer,3239,1
122270234471211,MIT Professional Education,These ads ran without a disclaimer,3218,3
107459327746459,Marco Silva Candidato Alcalde,Giovanni Ariel Gómez Gómez,3209,1
103235872684467,aminovias_ksb,These ads ran without a disclaimer,3207,2
102637382444688,p_republicanoxv,These ads ran without a disclaimer,3170,1
183517278335266,El Quehaydecierto,MiVoz.cl,2985,3
101570782846825,Unidad Ozono Ministerio del Medio Ambiente Chile,These ads ran without a disclaimer,2977,1
110094312074543,Alerta_ciudadana,These ads ran without a disclaimer,2972,1
105311938353424,Trading Legend รวยรวยรวย - 37Games,These ads ran without a disclaimer,2897,3
82928774489,Panda Security,These ads ran without a disclaimer,2878,3
101915952829830,María Pardo Vergara,These ads ran without a disclaimer,2875,1
112502017193632,SanofiChile,These ads ran without a disclaimer,2864,2
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,2850,7
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,2830,2
150581112024928,Cultura Puerto Montt - Diego Rivera,These ads ran without a disclaimer,2820,1
102490871558031,Prensa Poniente,PONIENTE MEDIA SPA,2759,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,2664,1
311368549779237,Orizon,These ads ran without a disclaimer,2617,1
1832817333710502,Diario ID,Cesar Enrique Alvarez Castillo,2609,3
1688599581390197,Pablo Albornoz Campusano,Pablo Gabriel Albornoz Campusano,2584,1
100249739426308,Asociación Mundial de Periodistas,These ads ran without a disclaimer,2567,1
269529733388204,Jaime Vásquez Consejero,These ads ran without a disclaimer,2439,1
645435345921441,Grupo Cbb,These ads ran without a disclaimer,2414,2
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,2414,3
273770503576765,Libro de Mormón Oficial,These ads ran without a disclaimer,2414,1
107970838764187,LibredeJaulas,These ads ran without a disclaimer,2414,1
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,2411,1
107591702149758,revista_stultifera_navis,These ads ran without a disclaimer,2402,1
105731148188087,The District of Fans,These ads ran without a disclaimer,2335,1
105236592128896,Hitec_Chile,These ads ran without a disclaimer,2331,3
103788115244726,"Partido Liberal, Región de La Araucanía",Carlos Manuel Fuentes Del Valle,2325,1
183585818449296,Samaira Escuela Danzas Árabes Rancagua,These ads ran without a disclaimer,2295,1
1489474107936390,Gasvalpo,These ads ran without a disclaimer,2242,1
211676538936148,Fundación Reforestemos,These ads ran without a disclaimer,2216,1
118685221161652,Miriam Paola Valdés Zuñiga - Candidata a Consejera Constitucional,Miriam Paola Valdés,2204,1
165251946961600,Partido Comunes   Los Lagos,These ads ran without a disclaimer,2156,1
108915485452176,She's Mercedes Chile,These ads ran without a disclaimer,2140,1
358442097543367,Materia,These ads ran without a disclaimer,2043,5
111660622866921,Ikonnex,These ads ran without a disclaimer,2000,1
11317582410,El Repuertero,MiVoz.cl,1998,2
447546772072326,Espíritu de Chile Wines,These ads ran without a disclaimer,1998,1
110606602022736,Miguel Littin Por Pichilemu,These ads ran without a disclaimer,1977,1
100912541413695,Más Impulso,These ads ran without a disclaimer,1970,3
112872221753732,Sara Perez,These ads ran without a disclaimer,1940,16
105607552434777,Instalador Solar,These ads ran without a disclaimer,1929,1
106847638932154,기후산업국제박람회 WCE 2023,These ads ran without a disclaimer,1920,1
612175569441162,Cervezas del Mundo,These ads ran without a disclaimer,1917,1
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,1905,2
22898109808,Grist.org,These ads ran without a disclaimer,1893,1
106726445026786,datomigrante,These ads ran without a disclaimer,1849,1
117922741256347,Alvaro Ojeda Consejero Constitucional,Alvaro Fabian Ojeda Alvarado,1788,1
100942448494149,Fernanda Pinochet,These ads ran without a disclaimer,1731,1
106596641006753,GeoRuston SpA,These ads ran without a disclaimer,1694,1
103404685915654,nuevaaurorachile,These ads ran without a disclaimer,1693,1
543592879367557,Estudio Jurídico MV,These ads ran without a disclaimer,1614,1
109192571757090,dnablock.ai,These ads ran without a disclaimer,1609,1
108977081439733,Maru Digitals,These ads ran without a disclaimer,1609,1
425899544931153,CloudMasters,These ads ran without a disclaimer,1599,1
103934207741083,Selena Ryan,These ads ran without a disclaimer,1464,1
185131798172415,McDonald's,These ads ran without a disclaimer,1448,1
1715542162000038,Librería En El Blanco,Librería En el Blanco,1432,1
103896499354030,Olga Arzola,These ads ran without a disclaimer,1400,1
111350838613001,alihuenantileo,These ads ran without a disclaimer,1291,1
115895401463440,Entretenimiento,These ads ran without a disclaimer,1286,6
94005676787,Hitachi Vantara,These ads ran without a disclaimer,1263,1
110796114911902,sparktalents,These ads ran without a disclaimer,1261,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,1230,6
106766455595735,Salon Solutions - Soluciones digitales para tu negocio,These ads ran without a disclaimer,1226,1
200768054063541,Concejal Fernando Alcantara B,Fernando Enrique Alcantara Barrios,1198,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,1178,1
101155476033811,Somos Cambio,These ads ran without a disclaimer,1125,1
101207042830959,Auto.cl,These ads ran without a disclaimer,1090,1
105383349027405,redsalud_capredena,These ads ran without a disclaimer,1071,1
317101858305127,Noches a GOGO,These ads ran without a disclaimer,1049,1
103761829139784,ps.camilacarcamo,These ads ran without a disclaimer,1034,1
101907586066816,Caminar con Propósito,These ads ran without a disclaimer,1032,1
110757408532444,Hotel Ibis Styles antofagasta,These ads ran without a disclaimer,1015,1
179070875549922,El Naveghable,MiVoz.cl,1000,1
454151188341151,Residencia Beit Israel,These ads ran without a disclaimer,1000,1
356808844426,El Martutino,MiVoz.cl,1000,1
11005572919,La Opiñón,MiVoz.cl,999,1
108178312103,El Vacanudo,MiVoz.cl,999,1
104863421378716,Eduardo Tellez - Ingenia,These ads ran without a disclaimer,982,1
109877614125610,Komatsu,These ads ran without a disclaimer,976,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,957,2
139359281350,ILAC,These ads ran without a disclaimer,950,1
285507651910599,Fundación ConTrabajo,These ads ran without a disclaimer,930,1
101888068052866,Tienda Jechu - María Jesús,These ads ran without a disclaimer,896,1
2051067445198623,APLANET,These ads ran without a disclaimer,888,2
1482174305394430,el pupitre de Pilu,These ads ran without a disclaimer,888,1
108033654357334,Ocho comunicaciones,These ads ran without a disclaimer,877,1
110668218440647,isabellekettner,These ads ran without a disclaimer,862,1
140451442722331,Grupo Tesacom,These ads ran without a disclaimer,845,1
1595655150730140,Efeyer,These ads ran without a disclaimer,831,1
108910541434204,Unidad Para Chile EntreLagos,These ads ran without a disclaimer,823,1
107058722349068,Gastón Von Muhlenbrock Zamora,These ads ran without a disclaimer,819,1
110365652003710,ECMPO WAFO WAPI,These ads ran without a disclaimer,808,1
103556252255949,Manuel Garcia,These ads ran without a disclaimer,805,1
353975854746124,BMW Motorrad Chile,These ads ran without a disclaimer,805,1
100427526341454,Active active,These ads ran without a disclaimer,805,2
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,805,2
111140879275674,JA Luxury Group,These ads ran without a disclaimer,805,1
109613811893240,Aiby • AI Art & Avatar Generator,These ads ran without a disclaimer,805,1
107689018776768,Yonodijeeso Radio,These ads ran without a disclaimer,805,1
101358036245588,App Leap,These ads ran without a disclaimer,805,1
100162738241949,Xu Zeyu,These ads ran without a disclaimer,805,1
100956962558580,cid_celebrity_encounters808,These ads ran without a disclaimer,805,1
112367426894013,carinacastrofumeronp,These ads ran without a disclaimer,774,1
100729466033956,Novenavisión Araucanía,These ads ran without a disclaimer,761,1
120225424348569,Phillip & Martins - by Emrhys,These ads ran without a disclaimer,753,1
111232968542053,Manual del Instalador Solar,These ads ran without a disclaimer,731,1
394909614243442,Educación libre Camino Real Viña del Mar,These ads ran without a disclaimer,697,1
107706102295108,Wire Tool,These ads ran without a disclaimer,684,2
796821034041692,Luxury Nails Factory,These ads ran without a disclaimer,664,1
226593947367922,Cultiva,These ads ran without a disclaimer,660,2
306808303586174,Clare Bonnard,These ads ran without a disclaimer,660,1
110613671952570,Kiria Antileo Consejera,Kiria Antileo Mella,608,1
1081993428577328,Ama Viajar,These ads ran without a disclaimer,581,1
804269799722671,Libro Verde,These ads ran without a disclaimer,561,1
112731733833728,Familias: Ahora,These ads ran without a disclaimer,560,1
104204428019174,Viajar es Mundial,These ads ran without a disclaimer,524,5
109926928389181,Gabriel Nunes,These ads ran without a disclaimer,482,10
124111897273223,illuminatisupreme97,These ads ran without a disclaimer,459,1
100424389465951,Esporas,These ads ran without a disclaimer,423,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,421,7
286255651767382,Colbún Energía,These ads ran without a disclaimer,414,1
774547935953940,Seafood Show,These ads ran without a disclaimer,399,3
105366998046112,ILYAN,These ads ran without a disclaimer,394,1
100770342777002,gigantessinfronteras,These ads ran without a disclaimer,394,1
644619142352278,Volvo Construction Equipment Hispanoamérica,These ads ran without a disclaimer,389,2
108847172131873,Claudio Ferrada x Ñuble,These ads ran without a disclaimer,378,1
101310962527401,repsilientes,These ads ran without a disclaimer,377,1
338498942920820,WWF Chile,These ads ran without a disclaimer,374,1
115319861434823,Inversiones San Javier Ltda,These ads ran without a disclaimer,362,2
140901935995805,Animal Care - ACWS.,These ads ran without a disclaimer,359,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,354,44
101796762660679,Clinica Signa,These ads ran without a disclaimer,352,1
103902772675099,Paola Noboa,These ads ran without a disclaimer,346,20
105434295876078,redjuafro.lac,These ads ran without a disclaimer,330,1
104856655911985,inode_chile,These ads ran without a disclaimer,328,1
115813078140345,Amigurumis lindos,These ads ran without a disclaimer,321,5
300858333588568,Rafael Ramirez Parra,These ads ran without a disclaimer,315,1
101436044789330,pato.cine,These ads ran without a disclaimer,308,1
1242000152517734,WoomUp,These ads ran without a disclaimer,307,1
100347019683490,Info Claro,These ads ran without a disclaimer,306,1
199897540054379,Félix Gracia,These ads ran without a disclaimer,293,1
104242488953576,ilumarce,These ads ran without a disclaimer,290,1
103693671901738,kariwidemann,These ads ran without a disclaimer,285,1
859053560892477,Ojo al Clima,These ads ran without a disclaimer,280,2
111979235195228,TusPapers247.com,These ads ran without a disclaimer,241,1
112385451842038,educbrecha,These ads ran without a disclaimer,225,1
107905085615421,m.acarena.r,These ads ran without a disclaimer,206,1
108061471650955,SoluTec,These ads ran without a disclaimer,206,5
109678805152565,Lilibeth Huerta,These ads ran without a disclaimer,203,1
261393040627329,Universidad Bíblica Latinoamericana,These ads ran without a disclaimer,194,1
1939556752826671,El Fenix Puq,These ads ran without a disclaimer,190,1
499413494191734,martinianoterragni,These ads ran without a disclaimer,188,1
1717631098456815,Muebles Los Ángeles,These ads ran without a disclaimer,180,1
113423241733053,Group Energy Solar,These ads ran without a disclaimer,177,1
111542721915368,Naturalmente bella,These ads ran without a disclaimer,174,2
118942881143249,Raffro Fernandes,These ads ran without a disclaimer,161,1
102630459184626,Ju no Mundo,These ads ran without a disclaimer,161,1
