Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
346014985437884,Santo Cartão,These ads ran without a disclaimer,≤100,1
107618961460395,enf.gabryel,These ads ran without a disclaimer,≤100,1
106834275719654,psicologa.catarinacoutinho,These ads ran without a disclaimer,≤100,1
110708826271388,Intermuseus,These ads ran without a disclaimer,≤100,1
100639395081815,Isitys Lorhanne,These ads ran without a disclaimer,≤100,2
111227555231335,Simples Assim Podcast,These ads ran without a disclaimer,≤100,1
219786871375737,Pan American School of Porto Alegre,These ads ran without a disclaimer,≤100,1
110876391889245,Diário Itaquá,These ads ran without a disclaimer,≤100,1
100872622528525,luucastrovo,These ads ran without a disclaimer,≤100,1
104131505561095,grace_proenca_,These ads ran without a disclaimer,≤100,1
107997307253721,Pᴀᴘᴏ ᴅᴇ Mɪʟ Gʀᴀᴜ,These ads ran without a disclaimer,≤100,1
299114003506491,IDEG,These ads ran without a disclaimer,≤100,1
105063441524447,Gasparino Corrêa - Advogado,These ads ran without a disclaimer,≤100,1
102633409133565,ong_phietra_blakimon,These ads ran without a disclaimer,≤100,1
117082824315505,prof.fersoares,These ads ran without a disclaimer,≤100,1
474671152723516,Revvo,These ads ran without a disclaimer,≤100,2
253493144699332,NorteShopping RJ,These ads ran without a disclaimer,≤100,1
126630729597665,Mercatus,These ads ran without a disclaimer,≤100,1
175763331190550,Tatuagem e Arte,These ads ran without a disclaimer,≤100,1
109751674881028,5pila.com - Ações Campanhas Solidariedade Liberdade,These ads ran without a disclaimer,≤100,1
146188555720501,Projeto Vôlei do Amanhã,These ads ran without a disclaimer,≤100,1
100855319346112,Alexandre Pantaleão,These ads ran without a disclaimer,≤100,1
113558805046270,Tanea Medeiros,These ads ran without a disclaimer,≤100,1
112200728483465,fabimattosluiz,These ads ran without a disclaimer,≤100,1
104164055945937,mari.gandolfialthman,These ads ran without a disclaimer,≤100,1
101589867928109,Lucilaagarcia,These ads ran without a disclaimer,≤100,1
109614855302469,marcospcfontes,These ads ran without a disclaimer,≤100,1
113715223351357,Cazadocumentos,These ads ran without a disclaimer,≤100,3
265992060230892,SINDIEDUTEC-Sindicato,These ads ran without a disclaimer,≤100,1
614781001976113,Marcia Lucas,These ads ran without a disclaimer,≤100,1
1740137062910100,Universo da Floresta,These ads ran without a disclaimer,≤100,1
103674939367115,Lucas Silva,These ads ran without a disclaimer,≤100,2
318814371840764,Galassi & Nazatto Advogados,These ads ran without a disclaimer,≤100,1
113502921623374,emilia_turismo_arapiraca,These ads ran without a disclaimer,≤100,1
131282693614635,Cemig,These ads ran without a disclaimer,≤100,5
101318089272671,PRETO MAIS,These ads ran without a disclaimer,≤100,1
104806462407982,politicadamulhernegra,These ads ran without a disclaimer,≤100,1
110930756985621,William Domingos Vereador,These ads ran without a disclaimer,≤100,1
114513576860784,Buyecom,These ads ran without a disclaimer,≤100,1
104467602640019,Rosalino Dimas,These ads ran without a disclaimer,≤100,1
116802103562560,Núcleo Solar Energia,These ads ran without a disclaimer,≤100,1
109565368453959,Ícaro Alves Advocacia Trabalhista Especializada,These ads ran without a disclaimer,≤100,1
1618201128398943,Canal Da Cana,These ads ran without a disclaimer,≤100,1
114455278275773,Sinestesia Produções,These ads ran without a disclaimer,≤100,1
110535220664115,Repórter Márcio Mendes,These ads ran without a disclaimer,≤100,1
113423241733053,Group Energy Solar,These ads ran without a disclaimer,≤100,1
114265264977228,vereadorvicentini,These ads ran without a disclaimer,≤100,1
258031891541842,MAGL Imóveis,These ads ran without a disclaimer,≤100,1
104277552632622,trilhadostribunais1,These ads ran without a disclaimer,≤100,1
105862438173978,Marlon Aguiar Advogados Associados,These ads ran without a disclaimer,≤100,2
107005872257009,wilson.prof,These ads ran without a disclaimer,≤100,1
107234250899863,Missão Lute,These ads ran without a disclaimer,≤100,1
102196279094653,Kley Carneiro Lima,These ads ran without a disclaimer,≤100,1
105415094719832,lorenamassariollipsi,These ads ran without a disclaimer,≤100,1
111683721900057,profaalynefigueiredo,These ads ran without a disclaimer,≤100,1
107664822116162,emporiodoboice,These ads ran without a disclaimer,≤100,1
103166542529616,Novosmo,These ads ran without a disclaimer,≤100,1
103819192689255,medicosampb,These ads ran without a disclaimer,≤100,1
111068861573562,Facilita Crédito Consignado,These ads ran without a disclaimer,≤100,1
1627015460692939,Amare Consultório de Psicologia,These ads ran without a disclaimer,≤100,1
103754271395810,Thiago Silva,These ads ran without a disclaimer,≤100,1
114779083987844,gondwana.fc,These ads ran without a disclaimer,≤100,1
239263449565655,Kasalink,These ads ran without a disclaimer,≤100,1
170470402998573,Professor Mazza,These ads ran without a disclaimer,≤100,1
121036490965669,Bianca Fernandes,These ads ran without a disclaimer,≤100,1
103673034718759,Sol a Sol Energia Solar,These ads ran without a disclaimer,≤100,1
151211933004,Governo do Estado do Amazonas,These ads ran without a disclaimer,≤100,1
1616045601793785,Japaratinga Lounge Resort,These ads ran without a disclaimer,≤100,2
103703778483575,soldevanita,These ads ran without a disclaimer,≤100,2
295940566431,Instituto Ethos,These ads ran without a disclaimer,≤100,1
107983314782907,Blog do Edinei Ferreira,These ads ran without a disclaimer,≤100,1
103358464534918,SAPT - Santo Antônio da Platina dos Trabalhadores,SAPT - Santo Antônio da Platina dos Trabalhadores,≤100,1
108097071933151,UB TECH,These ads ran without a disclaimer,≤100,1
107540621066801,EXPRESSIVA IMÓVEIS ITATIBA,These ads ran without a disclaimer,≤100,1
109552175462307,Alessandra Santos,These ads ran without a disclaimer,≤100,1
1820034408214697,envoPAP,These ads ran without a disclaimer,≤100,1
100580786019442,profapaulazerbini,These ads ran without a disclaimer,≤100,1
103276085097067,Ricardo Morais,These ads ran without a disclaimer,≤100,1
113420598308945,mulheresepoliticabr,These ads ran without a disclaimer,≤100,1
100154702867844,docentecarioca,These ads ran without a disclaimer,≤100,1
107952622107175,Abidao Filho,These ads ran without a disclaimer,≤100,9
891288050928656,Judicial Italiano,These ads ran without a disclaimer,≤100,1
765667336867771,Talíria Petrone,These ads ran without a disclaimer,≤100,1
104060262376686,thegardenproject.brasil,These ads ran without a disclaimer,≤100,1
117523457933641,projetojustamedida,These ads ran without a disclaimer,≤100,1
317683181703180,Iquegami Supermercados,These ads ran without a disclaimer,≤100,3
102161058375474,Fast Company Brasil,These ads ran without a disclaimer,≤100,1
105753089060165,sintelmark,These ads ran without a disclaimer,≤100,1
103310582760671,arcaicopan,These ads ran without a disclaimer,≤100,1
115512838127912,studiothelmaregina_loiros,These ads ran without a disclaimer,≤100,1
462353693816400,Jardel Fernandes,These ads ran without a disclaimer,≤100,1
103558449376509,Guaracy de Jesus,These ads ran without a disclaimer,≤100,1
105316935576806,danielrosa2022,These ads ran without a disclaimer,≤100,1
107374384354021,Paulo Ricardo Bomfim,These ads ran without a disclaimer,≤100,1
144281602411390,Bilheteria Express,These ads ran without a disclaimer,≤100,1
100828121586777,Shoowdepretas,These ads ran without a disclaimer,≤100,1
107157445691809,Paulo Lima,TGM BISSOLI PRODUTOS DIGITAIS LTDA,≤100,1
241341789311306,Sistema OCB,These ads ran without a disclaimer,≤100,1
101320818262166,Boletim Certeza da Vitória,These ads ran without a disclaimer,≤100,4
102894741353687,itcmed,These ads ran without a disclaimer,≤100,1
113894401707552,Marilyn Sustentável,These ads ran without a disclaimer,≤100,1
315487065802885,SUAS Conversas,These ads ran without a disclaimer,≤100,1
105522008440592,Douglas Borges Trindade,Douglas Borges Pires,≤100,1
114997721095616,Psi Natália Alves,These ads ran without a disclaimer,≤100,1
102651218104265,moiseskellyano.oficial,These ads ran without a disclaimer,≤100,1
107720285421447,Konkretintas CE,Republica Sobrenome,≤100,1
791231721266460,Empiricus Investimentos,These ads ran without a disclaimer,≤100,1
107586088904925,João Paulo Lyra Pessôa de Mello,These ads ran without a disclaimer,≤100,1
111525860516193,movimentoblackrs,These ads ran without a disclaimer,≤100,1
105955738336343,Hope Neuropsiquiatria,These ads ran without a disclaimer,≤100,1
109435918752734,Júnior Máquinas,These ads ran without a disclaimer,≤100,1
453401278092959,Aprovação PGE,These ads ran without a disclaimer,≤100,1
107359432320223,Veronica freitas,Adeilza Soares Souto e Silva,≤100,1
100170766137570,maikeaurelio,These ads ran without a disclaimer,≤100,1
100541272630727,Liga Aleitamento Brasil,These ads ran without a disclaimer,≤100,1
108834765526334,Benefícios Mais Amigo,These ads ran without a disclaimer,≤100,1
103075425658485,eliasberg17,These ads ran without a disclaimer,≤100,1
314405152450460,Aurélio Valporto,These ads ran without a disclaimer,≤100,2
101600576199951,Carolina Fernandes,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,6
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,13
104498669210628,Gustavo Rodrigenes,Assinatura Direito,≤100,3
739880973080415,Nutricionista Junior Stoianovi,These ads ran without a disclaimer,≤100,1
396732597133039,Escola Viva,These ads ran without a disclaimer,≤100,1
110667543729217,PIX do PT,These ads ran without a disclaimer,≤100,1
109464694579920,ana.paula.ac,These ads ran without a disclaimer,≤100,1
245729460693475,notavelmovie,These ads ran without a disclaimer,≤100,1
101957956176775,Unir Para Avançar UFC,These ads ran without a disclaimer,≤100,1
1828441143871445,Movimento Bem Maior,These ads ran without a disclaimer,≤100,1
104805988107085,SENAI Joaçaba,These ads ran without a disclaimer,≤100,1
108562965017764,vaccottifer,These ads ran without a disclaimer,≤100,1
101628342045939,Veredas_Digitais,These ads ran without a disclaimer,≤100,1
111056235283326,Arequipa Música,These ads ran without a disclaimer,≤100,1
103274038686861,SurpraizeSurpraize,These ads ran without a disclaimer,≤100,1
922835454714796,Computação e Informática,Marcelo Telles,≤100,1
100822252748044,manoellukaku,These ads ran without a disclaimer,≤100,1
103022549307335,Vox2you - João Naves,These ads ran without a disclaimer,≤100,1
259035644138103,YouGreen,These ads ran without a disclaimer,≤100,1
109079780760010,Pertinho de Casa,These ads ran without a disclaimer,≤100,2
116107718089314,maquinaderefletir,These ads ran without a disclaimer,≤100,1
191644047572141,Rafael Greca,These ads ran without a disclaimer,≤100,1
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,≤100,2
104666662352493,Farra Universitária,These ads ran without a disclaimer,≤100,1
101631952619054,tvagl_oficial,These ads ran without a disclaimer,≤100,1
100159172885426,CM Ekklésia,These ads ran without a disclaimer,≤100,1
608029512598292,Marco Pontis Formazione e Ricerca,These ads ran without a disclaimer,≤100,1
106226648889027,Rotunno Cidadania,These ads ran without a disclaimer,≤100,2
100762892000915,sededevida1,These ads ran without a disclaimer,≤100,1
366894627424392,Alto Vale Médica,These ads ran without a disclaimer,≤100,1
106318958518525,SOLAR TECH,These ads ran without a disclaimer,≤100,3
116390898089144,barbosa.silvarn,These ads ran without a disclaimer,≤100,1
316132075401004,Solar Center Aquecimento e Energia,These ads ran without a disclaimer,≤100,2
102058538173549,Rodrigo da Brasil,These ads ran without a disclaimer,≤100,1
108148822100434,cristiandequevedo,These ads ran without a disclaimer,≤100,1
108077100999976,Vereador Alex Gomes,Alex Gomes Ferreira,≤100,2
107305235691874,amaedogael,These ads ran without a disclaimer,≤100,1
862245157476099,kasaraomoveis,These ads ran without a disclaimer,≤100,1
805333719488912,PSTU MS,These ads ran without a disclaimer,≤100,1
334755123841142,Psico Vida,These ads ran without a disclaimer,≤100,1
113841881667321,CA News,These ads ran without a disclaimer,≤100,4
111232968542053,Manual del Instalador Solar,These ads ran without a disclaimer,≤100,1
108603545518524,Abilio Junior,These ads ran without a disclaimer,≤100,1
111134778476891,Ariene Almeida - Advocacia,These ads ran without a disclaimer,≤100,1
111963051871598,Lucas Totty,These ads ran without a disclaimer,≤100,1
102587145568483,MT POST,These ads ran without a disclaimer,≤100,1
203183283123762,Empiricus,These ads ran without a disclaimer,≤100,1
122287075841134,colcampos,These ads ran without a disclaimer,≤100,1
183963011949497,Ubiratã Online,These ads ran without a disclaimer,≤100,1
371430172959019,Gesuas,These ads ran without a disclaimer,≤100,4
186860698582027,Helvio Couto,These ads ran without a disclaimer,≤100,1
2315386852009343,MB Notícias Portão,These ads ran without a disclaimer,≤100,3
424997361200680,Minas Ponto Relógios Industriais,These ads ran without a disclaimer,≤100,1
110203831817736,Help Multas Araucária,These ads ran without a disclaimer,≤100,1
119262947816484,Professor natanael,These ads ran without a disclaimer,≤100,1
142760679133154,Farmoderm Farmácia de Manipulação,These ads ran without a disclaimer,≤100,1
115980917659375,Secretaria de Saúde de Estiva-MG,These ads ran without a disclaimer,≤100,1
1176751532497253,Bravo Concursos,These ads ran without a disclaimer,≤100,1
111368001763817,claudiamessiasbg,These ads ran without a disclaimer,≤100,1
102964102556890,Bettermanly - Magazine page 2,These ads ran without a disclaimer,≤100,1
116679401363112,Kelce Jam,These ads ran without a disclaimer,≤100,2
105735065616245,SOFAR,These ads ran without a disclaimer,≤100,1
