Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
105549448762445,Asesores de creditos de libranza,These ads ran without a disclaimer,95755,1
818873838495671,Juliana Sepúlveda,Juliana Sepúlveda,95007,6
104064959093222,Linda Perdomo,Linda Perdomo,94999,3
1623979207858057,Hanner Concejal,Hanner Concejal,93025,1
106152734587830,CMR TV,CMR TV,92892,3
216098139330585,Marketing Digital Político & Electoral,Marketing Digital Político,92786,6
105011584239888,Oscar Salas Parra,Oscar Salas Parra,92747,3
108741772196529,Ricardo Andres Lopez,Ricardo Andres Lopez Berdejo,92618,9
185965224778568,Diario Occidente,Nuevo Diario Occidente,92447,7
2274735309226951,Marinilla con Futuro,Carlos Zuleta,92028,7
194971430602434,Alcaldía Mayor de Tunja,Alcaldía Mayor de Tunja,89999,2
108946084100541,Alcaldía Cartagena Del Chairá,Tuto Gonzalez,89827,4
103596816009903,Voy con Leo,Voy con Leo,89516,2
104408337811741,Eduar Triana,Eduar Triana,88000,1
106887904508630,Agencia publicitarias,Agencia publicitarias,87955,1
108494317591858,Alexis Idarraga,Alexis Idarraga,87731,50
1798830637009736,Ciudad Bolívar Ant.,Mauricio Marquez Valencia,87578,5
2123572197971496,Javier Angulo,Javier Andres Angulo Gutierrez,85905,2
130913580922547,Página: Faiber Tamayo su Concejal,José Faiber Tamayo Mendez,85264,3
385663958916738,Juan Pablo Ramírez Galindo,Juan Pablo Ramírez Galindo,85079,2
101380898204542,Padre Huerfano,Padre Huerfano,84766,2
1519006894853848,El Quindiano,EL QUINDIANO SAS,84246,5
106125295156311,Jose Elner Gonzalez,Jose Elner Gonzalez Azcarate,84050,1
444739439413527,Cristian León,Cristian Camilo Leon Ramirez,83008,4
248416326030329,Erika Herrera,Erika Herrera,82993,1
994154957311674,Eliécer Arteaga Vargas,Eliecer Arteaga Vargas,82464,6
2308381916109967,Libardo Asprilla,Jaimer Cantillo Bello,82297,3
120677592657467,Data Analytic,Data Analytic,82019,1
101990668625188,Sandra Jaimes Cruz,Sandra Jaimes,81364,3
190422351124036,Jorge Gómez Urrego Concejal,Jorge Ivan Gomez Urrego,80000,1
1916140878707009,7N Noticias,Edwin Iznardo Camargo Mojica,80000,1
115991351420904,Rey Tovar,Rey Tovar,79999,1
351633895540830,Cristhian Fernandez Concejal,Cristhian Camilo Fernandez Morales,79991,4
110542381762005,Liliana Ramirez Quintero,Liliana Maria Ramirez Quintero,79986,4
106343180724656,José Julián Chia Concejal,José Julián Chia Concejal,79961,2
106317512287851,Javier chaparro,Nicolas Salamanca Rojas,79841,6
117051868029163,olgasalazar_s,These ads ran without a disclaimer,79734,1
103529342346614,Juan Andrés Ruiz Frutos,Juan Andres Ruiz Frutos,79605,1
941293005965935,Jonny Portilla Confía Putumayo,Jonny Fernando Portilla Moncayo,79212,4
101447001198591,Angélica Gómez,Maria Angelica Gomez Lopez,78580,7
102323022708285,Juan David Carvajal Rengifo,Juan David Carvajal Rengifo,78313,3
101380345769714,Belen Caro,Belen Caro,77517,8
229226327102836,Juan Sebastian Montoya,Juan Sebastian Montoya,76401,4
257058768509536,Yamid Carvajal,Yamid Carvajal Carvajal,75299,4
122270234471211,MIT Professional Education,These ads ran without a disclaimer,75043,3
112064890693256,Julio César Gómez Salazar,Julio César Gómez Salazar,74908,2
120353767717013,Victoria Feuillet,These ads ran without a disclaimer,73934,2
329121923899942,Rufina Zumbafitness&GX,These ads ran without a disclaimer,73824,1
108597662815379,Diego Garay Concejal,Diego Alexander Garay Ruiz,73613,2
115410384828267,Coronel Francisco Roa Millán,Edgar Dionisio Fernandez,73315,5
341743792688909,Centro de Ciencia y Tecnología de Antioquia,Centro de Ciencia y Tecnología de Antioquia,71932,12
104847399245546,Adrián Osorio,Andrés Avila,71389,4
519422578258945,Secretaría de Infraestructura del Cauca,Diego Alejandro Luna Bejarano,71068,2
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,70745,2
110465777994948,JC Juan Carlos González Mejía,JC Juan Carlos Gonzalez Mejia,70726,5
202318696463177,ILC América Latina,These ads ran without a disclaimer,70353,1
105097308302010,Dignidad y Compromiso Cundinamarca,Amy Reina Mayorga,70000,1
164499104298953,Terry Hurtado,Patricia Dosman Castillo,70000,1
104947707728179,Personería Municipal Jamundí,Jorge Iván Mejía Gutiérrez,69115,5
266293160217248,Mirador del Putumayo,Joan Mauricio Fajardo Coral,67731,3
989983251018133,Alcaldía de San Pablo de Borbur,Mario Eduardo Sánchez Arévalo,67621,2
102662241104783,Toño Vargas - #5 - JuntosPodemos,Toño Vargas - #5 - JuntosPodemos,67536,4
101741566015291,Victoria Avendaño,Victoria Avendaño,67000,1
267696020706452,"Orlando ""El Negro"" Saavedra",Luis Fernando Guerra,66979,2
114342281648873,Señor x,Jesus Andres Morales Betancur,66828,3
148475051852754,Rockefeller Foundation,These ads ran without a disclaimer,66416,4
101358036245588,App Leap,These ads ran without a disclaimer,65663,1
187375004784694,Lets Speak English,These ads ran without a disclaimer,65531,1
100383352725236,Presentes,Presentes,65000,1
33735247931,Néstor Brugés,Néstor Brugés,64999,4
107094897428816,Amaury “El Mono” González,Amaury “El Mono” González,64842,7
117033733757656,Martin Rojas,These ads ran without a disclaimer,64804,1
102752811395566,Harvey Restrepo M,Harvey Restrepo Muñoz,63302,2
100476942967460,Candelo Popayan,Candelo Popayan,63096,4
108489893822657,Alcaldía De Guasca 2020-2023.,Alcaldía De Guasca 2020-2023.,63000,3
174097049789783,Experience Idiomas,These ads ran without a disclaimer,62363,1
103753116058415,"Hicimos, hacemos, haremos",Movil Consultores,62343,1
108486598495385,Zaida Londoño Chavarro,Zaida Londoño Chavarro,62263,3
358442097543367,Materia,These ads ran without a disclaimer,62127,5
600388847123508,Yasmin Noriega - EntreAbogados,Yasmin Del Carmen Noriega Oviedo,61301,3
140280689337896,Escuela de Posgrados en Comunicación - Universidad Austral,These ads ran without a disclaimer,60973,2
425899544931153,CloudMasters,These ads ran without a disclaimer,60884,1
2839231929635523,Jorge Patiño,Jorge Patiño,60172,3
202077309866186,Instituto Distrital de Patrimonio Cultural,These ads ran without a disclaimer,60016,3
102676629272823,Germán Hernández,German Hernandez Vera,60010,1
116329174721498,Wolgfan 8A,Juntos Transformamos,60000,1
110128891878912,Tribuna Sindical,Amy Reina Mayorga,60000,1
104625432104134,Erwin Lechuga,Erwin Jesus  Lechuga Heredia,59999,2
1086829978159396,Roger Ayala R.,Roger Ayala R.,59999,1
821184711269478,Maria Fernanda Plazas,Maria Fernanda Plazas Bravo,59985,8
111224613562433,Diego Zambrano - #Putumayosomostodos,Diego Zambrano - #Putumayosomostodos,59983,3
105005878948596,Bruno Urán,Bruno Uran Cardona,59931,2
838927469815494,Diana Diago,Diana Marcela Diago,59760,8
527136077735125,Thomas Balaguera,Thomas Balaguera,59685,5
106962558985029,Naty Suarez,These ads ran without a disclaimer,59407,15
1994248654223126,Ricardo Jorge,Ricardo Jorge,59028,1
2347968758813268,Julito Romero,Julito Romero,58961,6
137663156763584,Edward Varon,Edward Varón,58567,2
187876917947909,REPUBLICA EVENTOS PRODUCCIONES,REPUBLICA EVENTOS PRODUCCIONES,58296,1
122285814067303,Ruben Hernandez,These ads ran without a disclaimer,57906,1
108827338788235,Hernando Morales,These ads ran without a disclaimer,57376,3
435214760003286,180 Grados Digital Quindío,180 Grados Digital,57183,5
290121174369222,Alcaldía de Ibagué,These ads ran without a disclaimer,56936,2
100657948433952,"Medico, Jorge Alvarez Barreto","Medico, Jorge Alvarez Barreto",56936,4
111310940455631,Alex López,Alex López,56832,2
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,56796,3
102443416034705,Paula Toro Santana,Paula Toro Santana,56283,6
2301802950094361,Wilson Gutiérrez Montaña,María Fernanda Casas Ramirez,56168,2
123469995988185,Jhonatan Cano,Jhonatan Cano,56162,2
186850511364615,Presidencia de la República de Colombia,These ads ran without a disclaimer,56063,3
331723989837,Mapi Velasco,Mapi Velasco,55608,1
100299935303598,Humberto Alvarado Guzmán,Humberto Alvarado Guzmán,54653,7
102591322805084,Martha Borda,Martha Patricia Borda Romero,54083,4
112410048487812,Diógenes Orjuela,Amy Reina Mayorga,53895,1
2325955664348883,Cristhian Gómez,Cristhian Gómez,53578,3
1424975741154818,Unión Patriótica Nariño,José Felix Champutis Calpa,53454,1
584994241973875,Willy Cabezas,William Andrés Cabezas Montealegre,53388,2
103202732713010,juanpablocanop,These ads ran without a disclaimer,52013,1
1171960112973949,Yamid Sanabria,These ads ran without a disclaimer,51790,1
108318715562829,Abi Espin,These ads ran without a disclaimer,51592,16
104863421378716,Eduardo Tellez - Ingenia,These ads ran without a disclaimer,51592,1
106058462189530,ɪᴜꜱ ᴇʟᴇᴄᴛɪ ᴀʙᴏɢᴀᴅᴏs,These ads ran without a disclaimer,51004,3
110811074926722,Andap Boyacá,These ads ran without a disclaimer,50961,2
1387946517884556,JOSE CRUZ,These ads ran without a disclaimer,50774,1
105342318780721,efrainecheverryconcejal,These ads ran without a disclaimer,50469,2
1509260069096765,Entretenimiento De primera,These ads ran without a disclaimer,50463,3
102272988657596,Noticias de Villavicencio,Noticias de Villavicencio,50426,2
111224613562433,Diego Zambrano - #Putumayosomostodos,Diego Fernando Zambrano Pardo,50366,3
1367172726664884,Emiliano Salas -  Lenguaje Corporal,These ads ran without a disclaimer,50289,2
111778290593679,Infórmate Plato Colombia,Miguel Angel Perez Arrieta,50000,1
471544960330066,Yandun Diputado Natural,Jordi Julian Galeano Gomez,50000,1
104850351196871,Fly - Publicidad Digital,Fly - Publicidad Digital,50000,1
101563649556730,Carlos Tavera,Carlos Tavera,50000,1
103778072637742,David Bedoya - Política,David Bedoya - Política,49999,1
101194249566867,ING. Mohamad Amra,These ads ran without a disclaimer,49996,2
152211468318453,UMCTV,Freddy Barrera,49767,1
100411885092907,Partido Comunista Colombiano - Regional Nariño,José Felix Champutis Calpa,48999,1
107070190719923,Diego mendoza,These ads ran without a disclaimer,48664,2
101040961815188,Santander Se Conecta,Eduardo Aguilar Jaimes,48464,3
102199985597353,Óscar Andrés Sánchez Á.,These ads ran without a disclaimer,48326,1
101652429585495,Movimiento alternativo progresista MAP,These ads ran without a disclaimer,46776,1
158623901506872,Alcaldía de Andalucía Valle,Santiago Guzman Prada,46722,1
588841011459819,Abg. César Rodríguez,Cesar Hernando  Rodriguez Ramos,46700,2
112829330196207,Sandoval concejal,Jose Vicente Sandoval Camacho,46060,2
2261847824058729,Cotemagcienagaco,These ads ran without a disclaimer,46018,1
777725739278207,Montes Concejal,Carlos Montes,46000,2
110095518587579,Verdad & Pruebas,Verdad & Pruebas,45396,4
172848216145571,Lecto Nivelación Académica,These ads ran without a disclaimer,45338,1
100927142976163,Juancho Villegas - El Parche Independiente,Pedro Antonio Perdomo Ramirez,45293,1
439737926215763,"Luisfer ""Pica"" Sánchez. Edil Localidad #2","Luisfer ""Pica"" Sánchez. Edil Localidad #2",45000,1
109400621957381,José Luis Martínez,José Luis Martínez,44993,1
566785573463878,Arley Gómez,Pedro Jose Cuellar Silva,44947,1
101817102837713,Medardo Hernández Baldiris,Amy Reina Mayorga,44568,1
113126638396730,Andrés Aristizábal Marín,These ads ran without a disclaimer,44419,1
423124458019519,Café Y Petróleo,Café Y Petróleo,44414,5
110739551963437,Liliana Fernández Duque,Liliana Fernández Duque,43837,4
100507235515368,Consultorio Jurídico Virtual,These ads ran without a disclaimer,43798,1
1178880718791715,Yacha Inti Waira Colombia,These ads ran without a disclaimer,43473,1
107374008817182,La Polémica,La Polémica,43111,6
107267795571030,Emprendiendo con la Oportunidad,These ads ran without a disclaimer,42928,1
460313718057081,Oscar Rodriguez,Óscar Yesid Rodríguez,42395,1
1791953117701952,Villavonoticias.com,Dumar Alecides Parra Fandiño,42350,11
110269528090781,Colombia Humana Bello,Colombia Humana Bello,42242,1
102311254498371,STC Medios,STC Medios,42178,3
106592632188718,Yolanda Rivera Bravo,Yolanda Rivera Bravo,42102,7
100775989595765,Nhora Mondragón,Nhora Yhanet Mondragon Ortiz,42091,1
110862915167627,RR Soy Ciudadano,RR Soy Ciudadano,42068,2
100230941410922,Sin Tapujos,Sin Tapujos,42011,1
102766378177231,Yamid López,Yamid López,41604,1
437554710309705,Jesús Sepúlveda Bermonth / Concejal de Cúcuta 2021-2023,Jesús Sepúlveda Bermonth,40906,1
100383352725236,Presentes,These ads ran without a disclaimer,40632,1
225325920847874,Adrian Leal Mora,Adrian Leal Mora,40611,1
104402452272840,Guianzamayor.com,These ads ran without a disclaimer,40602,1
105240185909808,Marcos Urrutia,Diego Villada,40393,4
104523362286716,Leonardo Pereira,Leonardo Pereira,40164,2
170633243101916,Alexander Serrato,These ads ran without a disclaimer,40000,1
2200372883513792,Daniel Mendoza Zapata,Daniel Eduardo Mendoza Zapata,40000,1
103324992726075,Gustavo Ceballos,JAVIER BONILLA,40000,1
447123426141864,Lina Maria Garrido,Ricardo Andrés Peña Alcate,40000,1
108872795471500,Valentina Villafañe,Valentina Villafañe,40000,3
748326925215400,Periódico Centrópolis,Periódico Centrópolis,40000,2
100545519702039,Leyner Herrera,Leyner Alejandro Herrera Fernandez,39999,1
378686602773406,Omar Ortega Concejal,Omar Hernando Ortega Molina,39998,1
119601731104438,Felix Cruz Garcia,Eliecer Cruz Rojas,39980,1
127263917374129,90Segundos - Magazin en la Mira,Haisamar Emileidy Sanchez Cardenas,39864,4
229739057677886,Jairo Luis Ruiz,Jairo Luis Ruiz Perez,39741,1
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,39693,2
924053940948178,Oliverio Castellanos OC,Oliverio Castellanos,39612,1
610946942647692,jorgeluisarzuaga,jorgeluisarzuaga,39499,1
117701693691340,Ricardo Cadavid,These ads ran without a disclaimer,39155,1
100801257933323,Jesus Trujillo Torres,Jesus David Trujillo Torres,38745,1
573884902749736,Edward Orozco Humanista,Edward Orozco Humanista,38416,2
405939179615966,Alcaldía de Vijes,Alcaldía de Vijes,37584,1
218818632270762,HoraCero,These ads ran without a disclaimer,37522,1
1699094717042360,Tania Fernández Sánchez,Tania Fernández Sánchez,37198,4
100313462584690,Silos merece MÁS,Jairo Alonso Gauta Granados,36880,2
103611558024292,Centro Superior de Estudios Financieros e Informáticos,Claudia Gonzalez Mancheco,36624,2
111223801786287,atrevetebarranquilla,These ads ran without a disclaimer,36402,1
105499305779270,juancaupeguifans,These ads ran without a disclaimer,36127,2
24382839930,CESDE,These ads ran without a disclaimer,36122,12
107088599015969,Carlos Ovalle Morales,Carlos Ovalle Morales,35954,2
101383575004783,En Primera Línea,These ads ran without a disclaimer,35400,2
108163305403611,Jairo A. Tobaria,JJ COBRANZAS Y ABOGADOS S.A.S,35358,1
112646311755775,Otto Ali Suárez,Otto Ali Suarez Tafur,35000,2
111270314570537,Ultima Hora Casanare,Ultima Hora Casanare,35000,1
111674315236155,erwin_lechuga,These ads ran without a disclaimer,34355,1
102152936187163,Anderson Mancilla,Anderson Fabian Mancilla Valderrama,34100,1
351196695436136,Juli Álvarez,Juli Álvarez,34033,1
106136432263487,Fabian Naranjo,These ads ran without a disclaimer,34005,1
110911817279802,ERIK Puentes,Jhon Erik Puentes Estevez,33874,5
228112874004221,Aguas y Aguas de Pereira,These ads ran without a disclaimer,33532,1
1179914168809130,Leonardo Sánchez Quintero,Leonardo Sánchez Quintero,33379,2
524758524304785,"Edgardo ""Nene"" Pérez Díaz",These ads ran without a disclaimer,33260,1
1069804809760669,Alcaldía Boyacá Boyacá,Alcaldía Boyacá Boyacá,33109,1
108437275009116,nicolashrr,These ads ran without a disclaimer,33054,1
100258216142217,Yuleycer Torrado,Yuleycer Torrado,33000,1
165595280301956,Docentes del Valle del Cauca,Docentes del Valle del Cauca,32933,1
177418580619724,Lado a Lado,Lado a Lado,32863,1
1548550405179586,Sunet Subdirectiva Tolima,Sunet Subdirectiva Tolima,32769,1
1670687776515651,Tachi Nieto a la Alcaldía,Tachi Nieto,32683,2
145925579383362,Jose Amelio Esquivel,José Amelio Esquivel Villabona,32445,1
2668429943185338,Juan Pablo Jimenez Camacho,These ads ran without a disclaimer,31906,1
158439064365079,DR. Rodolfo Cruz,Juan Camilo Camelo Torres,31879,1
104575245899789,Sofia Gómez Cabrera,Sofia Gómez Cabrera,31869,4
100116533025064,La Victoria Noticias,La Victoria Noticias,31406,1
112622060418979,Fernando Mier Bolaño,Fernando Mier Bolaño,31222,2
534267340341487,Jorge Trujillo Jaramillo,Jorge Hernan Trujillo Jaramillo,30986,2
2334776863455455,Diego Cardona,Diego Cardona,30971,1
108637132149790,Jaime Antonio Villa,Jaime Antonio Villa Hernandez,30846,2
453092718579602,Alfonso Salcedo Macias,Alfonso Salcedo Macias,30617,1
104575245899789,Sofia Gómez Cabrera,Maria Camila Medina Guerrero,30593,3
168784053795347,Fondo Monetario Internacional,These ads ran without a disclaimer,30299,1
107346928933328,Guillermo Artunduaga,These ads ran without a disclaimer,30000,1
303973986450326,Luis Eduardo Grijalba Muñoz,Luis Eduardo Grijalba Muñoz,30000,1
1741566786141150,Alcaldía Municipal de Sibaté,Alcaldía de Sibaté,30000,1
110310404022233,Paula Orduña,Paula Orduña,30000,1
164818487435032,Concejal Wilson Rodriguez,Concejal Wilson Rodriguez,30000,1
1339254189431462,Tuto Gonzalez,Tuto Gonzalez,29965,2
1714672845507081,Yenny Alexandra Trujillo Alzate,Yenny Alexandra Trujillo Alzate,29892,1
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,29812,2
224043818346072,LEDS LAC,These ads ran without a disclaimer,29783,1
288558181158008,"Rigzone.com is The Leader in Oil & Gas Jobs, News, Oil Prices, and Events.",These ads ran without a disclaimer,29500,1
106269305054012,mattapexnutrition,These ads ran without a disclaimer,29500,1
102821612760525,Diego Javier Mesa,Diego Javier Mesa,29157,3
266450273989206,Claudia Margarita Zuleta M.,Claudia Margarita Zuleta Murgas,28895,2
188970968148276,Yimmy Picón Paez,These ads ran without a disclaimer,28827,1
639873283045748,Andrés Felipe Moncayo Zapata,These ads ran without a disclaimer,28645,1
975773272625547,Cesar German Roa,Cesar German Roa,28438,4
295606090839834,Sebastian Parra,These ads ran without a disclaimer,28141,2
224585887628604,PECS,These ads ran without a disclaimer,28141,1
1960771254048922,Tu Conciliador Tributario,These ads ran without a disclaimer,28003,2
102455054807790,Jorge Eduardo Ramirez,Jorge Eduardo Ramirez,27995,1
107592007270552,Primero Riosucio,Juan Carlos Barrera Valencia,27994,2
499976616711322,Richy Gómez,Ricardo Gómez Botero,27729,2
480137695665588,Nydia Corredor,These ads ran without a disclaimer,27671,4
102910629327182,Bogotá Rola,These ads ran without a disclaimer,27592,1
2308615746066437,Carlos Andrés Londoño,Carlos Andres Londoño Orrego,27589,1
1477372742560381,José Hugo Restán Sánchez,Fundación Política,27443,1
101875714614175,Kelly Rojas Cano,Kelly Rojas Cano,27142,2
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,26530,2
107931315531505,Camilo Pinza,Camilo Pinza,26500,2
103568512612657,Yeferson Buitrago Gómez,Yeferson Buitrago Gómez,26383,1
101105412337795,Jesús Bernal PZA,Jesus Hermel Bernal Delgado,25996,1
251699338005,Revista Cartel Urbano,These ads ran without a disclaimer,25692,1
305443930185737,Juan Pérez,These ads ran without a disclaimer,25485,4
108642638382761,darschan.ocampo,These ads ran without a disclaimer,25468,1
101155476033811,Somos Cambio,These ads ran without a disclaimer,25445,1
400404263677678,Miguel Angel Buitrago,These ads ran without a disclaimer,25374,1
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,25295,1
100202298640044,José Leonardo Rojas Díaz,Jose Leonardo Rojas Diaz,25210,1
107777585579281,Jose Antonio Rivera Valencia,Jose Antonio Rivera Valencia,25209,5
775006305933828,Juan Manuel Martín Ocampo,Juan Manuel Martin Ocampo,25000,1
541385419359306,Felipe Becerra,Felipe Becerra,25000,1
478695502188544,Actualidad Política Tequendama,Actualidad Política Tequendama,25000,1
288171914629124,Alcaldía de Buenaventura,Alcaldía de Buenaventura,25000,1
358872774180600,Empresa de Vivienda de Antioquia VIVA,Juan Camilo Botero García,25000,1
107408233930969,Brahiam Quintana,Brahiam Quintana,25000,1
103814531988177,Daniel Vergara,Daniel Alcides Vergara Tobon,25000,1
109031948033775,Partido Verde Itagüí,Alexander Sanchez Vanegas,25000,1
120672175244436,Innovación Lebrija,Innovación Lebrija,24999,2
706214723142462,Oscar David Benavides A,Oscar David Benavides Angulo,24843,1
105114864273560,Fundación Funsavical,These ads ran without a disclaimer,24762,1
111283090704964,Andres Arias,Arnulfo Andres Arias Quintana,24000,1
110495931467309,"Cursos Online certificados, salud, estética y belleza",These ads ran without a disclaimer,23730,2
882286728503299,Luis Gerson Ruiz Hernández,These ads ran without a disclaimer,23710,2
476783733146107,Oscar Armando Trujillo,These ads ran without a disclaimer,23700,1
140451182823675,Edwin Palma Egea,Edwin Palma Egea,23650,1
1417911218305903,Daniel Mauricio Restrepo Izquierdo,Daniel Mauricio Restrepo Izquierdo,23645,1
526721521052053,Juan Carlos Wills Ospina,Juan Carlos Wills Ospina,23574,1
1409186522683714,Escuelacuarteldeventas,These ads ran without a disclaimer,23451,3
1890977487839058,Harry Silva LLinás,These ads ran without a disclaimer,23451,1
115813078140345,Amigurumis lindos,These ads ran without a disclaimer,23422,5
105847287857532,José Fernando Flórez,These ads ran without a disclaimer,23343,1
101139075128333,Sergio arevalo,These ads ran without a disclaimer,23269,1
101881129162985,Humberto González Villanueva,These ads ran without a disclaimer,23173,1
115704241467423,hollmanibanezp,These ads ran without a disclaimer,23170,1
326278321584643,Juan Pablo Villalobos,Juan Villalobos,23028,1
128041430908024,Alcaldía Distrital De Riohacha,Yeny Paola Quintero Buelvas,22753,1
559578904170266,Oswaldo Avellaneda,Oswaldo Avellaneda,22750,1
121669444208502,,Sergio Flechas,22628,2
119248781104214,leo_pereira33,These ads ran without a disclaimer,22508,1
385797072218155,JAIR Acevedo,Acevedo Cavadia,22233,1
415910721915879,Hector Fabio Velasco Hernandez,These ads ran without a disclaimer,22226,1
107706102295108,Wire Tool,These ads ran without a disclaimer,22138,2
102202755409948,Movimiento Colombia,Cristian Hernandez,22067,10
101648321558261,Jose Luis Portilla Henao,Jose Luis Portilla Henao,22021,2
187876917947909,REPUBLICA EVENTOS PRODUCCIONES,These ads ran without a disclaimer,21704,1
102887575228781,Moviéndonos,Moviéndonos,21630,2
103035575976782,El Sionon,These ads ran without a disclaimer,21476,1
104349427672335,Rolando Castaño Vergara,Camilo Alexander Castaño Vergara,21229,2
1715595945389310,Boost Business Consulting,These ads ran without a disclaimer,21102,1
100704789601253,Diana Osorio Bernal,Diana Yaneth Osorio Bernal,21019,3
1584499998299846,Movimiento Juvenil Giganteño,Movimiento Juvenil Giganteño,20887,2
121350964566751,DHL Motorsports,These ads ran without a disclaimer,20709,1
282609205261913,Soy Rico,These ads ran without a disclaimer,20480,1
101628762612327,Secretaría de Gobierno de Pasto,Secretaría de Gobierno de Pasto,20410,2
1956865101237851,Lucía Carvajal,Lucía Carvajal,20407,1
106287665048145,Sebastian Bedoya,Sebastian Bedoya,20000,1
339017510001793,Cristian Céspedes,Cristian David Céspedes Correa,20000,1
295277256700,Concejal María Victoria Vargas Silva,Carmen Pumarejo,20000,1
208173746321321,Entérate Pereira,Carolina Lozano,20000,2
708197592914793,Meeting Colombia,Rafael Jose Rios Buelvas,20000,4
114129871548446,Esoterismo karel,These ads ran without a disclaimer,19849,5
127659373911257,Pelikan Latino,These ads ran without a disclaimer,19793,1
102142306129584,Coach Bank,These ads ran without a disclaimer,19595,1
104042227605447,John Stiven Estrada Quesada,John Stiven Estrada Quesada,19546,1
114841084871669,alfredoyermain,These ads ran without a disclaimer,19301,1
1536659106649962,Nueva Granada Magdalena,Nueva Granada Magdalena,19234,1
2329536030605700,Laboyanos.com,Laboyanos.com,19150,1
105894917487205,Rigoberto cañon,Rigoberto cañon,19000,1
104162279355204,Nuevas Ideas: Una Historia Diferente,Diomara Montañez Peñaranda,18969,1
100390666274901,Montaño M&W Abogados Asociados,These ads ran without a disclaimer,18889,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,18534,1
111089714889641,Comité Petro Presidente,Juan Esteban Rivera Pajoy,18404,1
646766738800406,Terroir Café,These ads ran without a disclaimer,18115,1
105946795816031,Daniel Mejía Carmona,Daniel Stiven Mejia Carmona,18000,1
112039678504645,Alfonso Lastra,Alfonso Lastra Fuscaldo,17925,2
101441461273485,Cursos Especializados del Valle,These ads ran without a disclaimer,17863,4
106023887961995,Sergio Zúñiga,Sergio Zúñiga,17791,3
189844404462391,Teatro Mayor Julio Mario Santo Domingo,These ads ran without a disclaimer,17729,1
104195705703466,Neder Machacon Rivera,Neder Machacon Rivera,17644,2
107966524449588,Aguante Popular,Aguante Popular,17576,2
374314716743527,Doing Business in Latin America,These ads ran without a disclaimer,17458,1
111256125263683,Fredy Quiroz Vanegas,These ads ran without a disclaimer,17374,4
185389958662008,Control y Defensa Electoral,These ads ran without a disclaimer,17173,1
108061471650955,SoluTec,These ads ran without a disclaimer,17149,5
108900088178261,Nodo Departamental de Mujeres Primero Santander,Danna Gineth Castañeda Gómez,17113,1
182061512544740,Tv Valledupar,Luis Fernando Guerra,17019,1
172603406118663,Poder Estéreo 88.4 FM,Rafael Jose Rios Buelvas,17017,4
112143761795575,"Jenny Trujillo Martinez  ""Pradunos, Trabajemos Juntos""","Jenny Trujillo Martinez  ""Pradunos, Trabajemos Juntos""",16811,1
330613740362540,Voces Regionales WEB,Jaime Montaño Castro,16807,1
185963958959506,Bienestar y Derechos de los animales - Pedro Vargas,Pedro Andres Vargas Mariño,16806,2
101822126249893,Giancarlo Avila Alvarez.,Jose Giancarlo Avila Alvarez,16597,1
495310654257835,Pasimedia,These ads ran without a disclaimer,16510,1
103727635426939,Alexandra Vásquez Ochoa,These ads ran without a disclaimer,16383,1
110949610429115,Nelson Camacho Caicedo,Nelson E. Camacho Caicedo,16000,1
115610041447469,Más Democracia,Luis Miguel Perdomo Celestino,15947,1
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,15900,2
110764418470615,Pomì South America,These ads ran without a disclaimer,15842,1
110189877267356,Secretaría para la Aplicación de la Legislación Ambiental,Secretaría para la Aplicación de la Legislación Ambiental,15742,1
103271204488275,Colectivo Sharvana,Sandra Viviana Sanchez Marin,15603,1
100347019683490,Info Claro,These ads ran without a disclaimer,15572,1
110260770340343,Leonardo Jácome,Leonardo Jácome,15563,1
101898815768121,tuytusombrero,These ads ran without a disclaimer,15532,1
100684621294069,Diego Cancino - Concejal de Bogotá,Equipo Diego Cancino,15453,1
106479318153202,climatetracker_es,These ads ran without a disclaimer,15431,2
107147057674865,Ruben dario el amigo de todos,These ads ran without a disclaimer,15379,1
155933364485285,Revista El Congreso Siglo XXI,Revista El Congreso Siglo XXI,15000,1
101688552085007,Andrés Ramírez,These ads ran without a disclaimer,14996,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,14587,2
114648461608472,Jhon Cardona & Eyner Vasquez / Egresados Unipacifico,These ads ran without a disclaimer,14426,1
287842647957979,EU International Partnerships,These ads ran without a disclaimer,14289,2
361906317540130,Michel Baldovino,These ads ran without a disclaimer,14083,1
1484031468591827,nexos+1,These ads ran without a disclaimer,14071,2
332066767702024,Javier Sotelo - Sotelistas 100%,These ads ran without a disclaimer,14071,1
105311938353424,Trading Legend รวยรวยรวย - 37Games,These ads ran without a disclaimer,14071,3
106158585795510,salustianolargo20,These ads ran without a disclaimer,14071,1
410687222285244,Revista Digital,Carlos Javier Navas Murillo,14000,1
310793955940013,Democracia Abierta,These ads ran without a disclaimer,13695,2
598919400606134,Jhon Ermel Rios,Jhon Darvin Rojas Montilla,13582,2
