Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,774359,263
222490514559847,Comunicación del Estado Plurinacional de Bolivia,These ads ran without a disclaimer,405347,239
286305325299682,Carlos D. Mesa Gisbert,Conéctica Ltda,365611,122
1404045426527172,Tribunal Supremo Electoral,Yesenia Daniela Sevillano Mariaca,350632,78
286305325299682,Carlos D. Mesa Gisbert,FRI,304374,92
1592036017680005,Angélica Sosa,Santa Cruz Para Todos - SPT,192563,22
128123870725,Samuel Doria Medina,Samuel Doria Medina,178485,112
406156266216789,Rosario Schamisseddine,Rosarioscz,155008,18
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,154622,120
298405986852396,Santa Cruz Para Todos - SPT,Santa Cruz Para Todos - SPT,145551,30
373759069434274,Jorge Tuto Quiroga Ramirez,Samuel Alberto Jaldin Vargas,140993,97
110812991225129,Secretaría de Salud y Desarrollo Humano,Servicio Departamental de Salud,129350,11
110095557039118,CANDIDatxs,Grecia Tardío,113585,35
1592996067578523,Adrián Oliva Alcázar,Adrián Oliva Alcázar,109871,365
261828750626422,Gobierno Autónomo Municipal de Santa Cruz de la Sierra,Gobierno Autónomo Municipal de Santa Cruz de la Sierra,106013,31
964080723662055,Carlos Subirana Responde,Carlos Subirana Responde,105365,350
109201057318552,JCSV,Fernando Omar Rosales Perez,103818,445
964080723662055,Carlos Subirana Responde,Editorial CSS,103254,244
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho Vaca,102501,33
565846926779739,Mario Cronenbold,Mario Cronenbold,101438,62
162964977170060,Solidar Suiza Bolivia,Doctora Edilicia,96253,1151
1514671142132174,Oscar Montes Gobernador,Mayra Lorena Montes Ponce,95057,125
112455460599883,Lucho x mi país,Jaime Antonio Jadue Aramayo,92663,59
140554836091476,Roly Aguilera Gasser,Demócratas,87429,83
108430600913468,Mauricio Guiteras Arias,Smid Media Center,84466,103
217948432069023,Bolivia Maya,Bolivia Maya,81627,47
406156266216789,Rosario Schamisseddine,Agencia Wiki,72992,35
158797657539,Oscar Ortiz,Oscar Miguel Ortiz Antelo,68705,69
366160423892004,César Dockweiler,César Dockweiler,65690,90
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,64503,261
714613835270354,Enrique Bruno,Enrique Bruno,61314,29
345360076359048,Germain Caballero Vargas,Diego Caballero,60311,234
107900364398966,Seeker Bolivia,Seeker-Bolivia,58571,12
105622841247322,Alianza de Profesionales por Bolivia,Carlos Victor Manuel Ugalde Canedo,55454,87
1909351909392031,Jeanine Añez Chavez,Alianza Juntos,51593,23
266947516830163,Adriana Salvatierra,Sherman Chavez Moron,51365,29
892958317529945,Franklin Flores,Kevin Marcelo Anibarro Guerrero,47462,51
599212970245484,Saul Rosas Rector UAGRM,Carlos Eduardo Rosas Boutier,45115,52
1611227912448446,Gobierno Autónomo Departamental de Tarija,Gobierno Autónomo Departamental de Tarija,44853,118
1909351909392031,Jeanine Añez Chavez,Unidad Nacional,42909,41
597394330405873,Johnny Torres Terzo,Smid Media Center,41367,81
103768961002454,Periódico La Estrella del Oriente,Nathaly Mariel Zambrana Marzluf,39983,86
1514671142132174,Oscar Montes Gobernador,Katitza Patiño Maldonado,39910,67
232415936828624,Gobierno Autónomo Municipal de La Paz,Gobierno Autónomo Municipal de La Paz,38744,18
100790651577316,Defensa Jurídica  PARA TODOS,Unidad Nacional,38701,12
964080723662055,Carlos Subirana Responde,Axl Sebastian Justiniano Zenteno,33340,84
758065350945550,Alan Echart Sossa,Alan,33018,139
106478001400246,Henry Alcalde,Unidad Nacional,32652,15
34839376970,Infobae,These ads ran without a disclaimer,31005,50
434901706707823,Warnes sos vos,Mariel Angela Coronado Flores,30298,73
2112603248988287,Metatron,Ronald Wilson Morales Llerena,29381,5
108862851270208,UNIDOS UAGRM,Sebastian Gutierrez Salazar,29344,109
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,27693,110
606591426028976,Roberto Perrogón,Roberto Perrogón,27377,27
110812991225129,Secretaría de Salud y Desarrollo Humano,These ads ran without a disclaimer,27320,5
580038358771795,Horacio Poppe,Horacio Poppe Inch,26191,255
1074605092564737,Javier Tarqui,Javier Tarqui 2021,25048,49
110555990500784,Ingvar Ellefsen - Diputado,Ingvar Ellefsen,23743,99
105132091396199,Aleiza Alcira Rodríguez Montero.,Aleiza Alcira Rodriguez Montero,23057,255
101014104885737,Juan Carlos Medrano,Daniel Choque Mamani,21290,169
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,20441,98
100393048247870,Daniela Cabrera Concejal,Daniela Cabrera Guillén,20396,181
728349337196010,SAFI Mercantil Santa Cruz,These ads ran without a disclaimer,19559,12
103703307823878,Regys Medina,Andres Medina Sotomayor,19123,45
581020842029657,Gobierno Autónomo Municipal de Cochabamba,Quick Experience,19119,110
101029268584854,José Carlos Sánchez Verazaín,Alejandro Gustavo Coca Cespedes,19052,49
1514671142132174,Oscar Montes Gobernador,Oscar Gerardo Montes Barzón,19011,31
111101294135679,Álvaro Blondel,SOBERANIA Y LIBERTAD SOL.BO,18921,36
1119669518128815,Miguel Rivero - Figuretti,Perspectiva - Publicidad y Drones,18400,62
1592996067578523,Adrián Oliva Alcázar,Yeny Maria Raña Rodriguez,17876,25
111307940726457,Equipo 10,Equipo 10,17199,12
101006065279575,Miguel Becerra Suárez,Miguel Becerra,17140,73
101228211333590,Fernando Llapiz,Paredros politics,16537,56
101347134703879,José Manuel Encinas Caballero,Jose Manuel Encinas,16534,39
1650059801952800,Beatriz Alvarez Jahuira,Soberanía y Libertad SOL,15863,39
768710046854823,Gustavo Pedraza Merida,Gustavo Pedraza Merida,15360,106
518448631920429,Dr. Edwin Vejarano C.,Jorge R. Vejarano Moreno,14967,31
111947357204421,Marathon Bolivia,These ads ran without a disclaimer,14879,2
194185690630176,UNICEF Bolivia,These ads ran without a disclaimer,14289,2
104864678120869,Súmate,Súmate,13930,42
108575614345461,Alfajoritos,Horacio Salvador Cuba Gomez,13760,1
108437480728836,Jerges Mercado Suárez,Manuel Alejandro Padilla Flores,13437,40
965074353570589,TaDa Bolivia,These ads ran without a disclaimer,13077,9
597394330405873,Johnny Torres Terzo,GR Company,12236,26
1281741735193894,Alvaro Ruiz,Cristian David Flores Pereira,12213,52
106403237850347,Goberna Bolivia,Goberna,11695,80
728004857635580,Está en vos,Diego Caballero,11676,52
105595928185900,David Castro  -  Alcalde,Juan Carlos Alanoca Mamani,11549,65
102524055254938,Centro de Preparación Internado Khana Marka,Sandro Iquise Vincenti,11496,33
138454839929953,Wilman Cardozo,Rodrigo Garcia Zambrana,11078,106
109308084329989,DR. MARIO SALEK,Mario Salek,10823,14
112256903576526,No al Bloqueo Mediatico,Diego Mauricio Terán Alvarez,10799,34
130336323685885,Gobernación de Santa Cruz,These ads ran without a disclaimer,10561,7
158714780827513,UNFPA,UNFPA,10328,258
102674511293040,Manfred Reyes Villa,Súmate,10314,26
781497115519700,Erick Mita - Recuperemos el prestigio,Henry Mauricio Mendoza Osuna,10224,285
107840850920695,Tarjeta 360,Ricky Harold Moppi Ugarte,10131,67
111459513760201,Walthy Eguez Diputado C-44,Johan Escobar Castedo,10093,61
100741388001812,Chulo Torrez,Sirley Isabel Sanchez Gareca,10060,95
119103232077595,Roger Quiroga,Carlos Alberto Prudencio Luizaga,10043,85
735802156555352,Hugo Vargas Roca,Hugo Vargas Roca,9881,75
113395115480500,Organizacion Cultural Multidisciplinaria Khana Marka,Sandro Iquise Vincenti,9742,27
104504438466,Federal Voting Assistance Program - FVAP,These ads ran without a disclaimer,9462,16
253645825290255,Agencia Judicial de Noticias,Antenor David Uriarte Gardeazabal,9274,16
104839011443343,UNI - Noticias Tarija,Paolo Deriu,8944,10
106313754795373,Quillacollo 24 - 7,Javier Pacheco Machado,8925,40
329073124182193,"Instituto Técnico Alembert Bolivia ""Iptabol""",These ads ran without a disclaimer,8925,5
102970704956463,Erik Mollinedo,Erik Mollinedo,8859,37
106781781350031,QuiqueAlcalde,Enrique Leaño Palenque,8671,49
1404045426527172,Tribunal Supremo Electoral,These ads ran without a disclaimer,8610,6
100121098709810,La Paz - Ciudad de Oportunidades,Nelson Fabricio Góngora Flores,8544,9
824229244292146,Sergio Rodriguez - Vikingo,Sergio Oliver Rodriguez Mercado,8384,29
116524753807387,Por una Bolivia Mejor,Irma Yolanda Vargas Aliaga,8274,4
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,8208,157
1726312537591393,Aduana Nacional - Bolivia,Eduardo Navarro,8096,5
101314014881763,Damián Condori Herrera,Chuquisaca Somos Todos,8089,47
541268949271170,Iván Arias Duran,Iván Arias Durán,8084,136
214910702678139,Juan Carlos León Rodas,Juan Carlos León Rodas,7961,40
232415936828624,Gobierno Autónomo Municipal de La Paz,These ads ran without a disclaimer,7937,5
102643718324851,Diego Caballero,Diego Caballero,7902,34
2119112018360378,Felix Patzi Ph.D,G.P.I.,7605,9
264361251134755,Osvaldo Gil Alcalde,Osvaldo Gil Landivar,7571,57
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,7554,130
108593277301144,Oscar Sogliano Tu Concejal,Orlando Richard Aguila Macdonal,7375,25
111347087317819,Cash'em All,These ads ran without a disclaimer,7358,1
101558025154013,Chiquitín Gobernador 21 - 26,Miguel Becerra Suárez,7267,48
181646422172306,FAM BOLIVIA,Edwin Quispe Ortiz,7192,237
856012741442139,Ipas LAC,NEUMA,7151,20
104447781556074,Demócratas Tv,Notio Bolivia,6922,14
216863558866382,Democracia de Verdad,Luis  Fernando Rocabado Quevedo,6907,53
101711747851266,TODOS CON Noelia,Juan Carlos Ruiz Flores,6906,256
1404045426527172,Tribunal Supremo Electoral,Guery Marañón Alarcón,6880,2
174003842767031,Unidad Nacional,Unidad Nacional,6850,4
58895017663,Banco Interamericano de Desarrollo,These ads ran without a disclaimer,6623,40
1330100210337617,Lily Ramos Rojas,Lily Luisa Ramos Rojas,6559,60
105639074616357,Ahora,Walter Pol Salinas,6463,35
282499891952674,Mamen Saavedra,Carlos Manuel Saavedra Saavedra,6234,52
242483566108002,Whetu,These ads ran without a disclaimer,6120,108
101740945285390,Raúl Alvis Alcalde 2021-2026,Jorge Orlando Alborta Ardaya,6117,40
100905911779337,Encuestas Elecciones Bolivia,Paola Vanessa Martinez Velasco,6090,132
1547950678769057,Global Milenio Santa Cruz de la Sierra,Enrique Gustavo Chavez Cabezas,5990,15
162880980862726,Red Hat,These ads ran without a disclaimer,5942,2
103846171643237,Irineo Flores Alcalde 2021-2026,SocialMedia,5905,31
167103497085585,Warnes Denuncia,Mariel Angela Coronado Flores,5814,7
106361554615971,Neptaly Alcalde 2021-2026,Alejandro Justiniano Paz,5788,60
108309620754506,Franz Gutierrez,Daniel Alberto Solorzano Silguera,5766,60
1404045426527172,Tribunal Supremo Electoral,Toño Cortez Irala,5762,6
100845484860287,Jaime Diez Canseco,Jaime Jesus Diez Canseco Rojas,5761,27
1732486926859305,Kenny Perez,Cesar Kenny Perez Rojas,5755,226
102554358428229,Ciudad Humana,Nelson Fabricio Góngora Flores,5679,10
1460437564069144,Orgullo masista,Nelson Fabricio Góngora Flores,5676,5
107148967987761,Somos Renovación,Daniel Gutierrez Ampuero,5669,9
104839011443343,UNI - Noticias Tarija,Daniela Dania Vanessa Machicao Miranda,5629,15
525988041259499,El Golpista,These ads ran without a disclaimer,5530,22
108312794180826,Mariela Paniagua,Fabio Alonzo Paniagua Vaca Diez,5490,21
200478833663042,Land Rights Now,These ads ran without a disclaimer,5471,3
1534484356814325,Juan Carlos Nallar - Pacalo,Cesar Rodrigo Urcullo Villarroel,5460,29
111000583932810,Alcaldía de Warnes,Jireldy Aide Varela Mendoza,5367,20
100298478122004,Bolivia Somos Todos,Chuquisaca Somos Todos,5270,25
104883294792264,Juan Carlos Castillo,Unidos Yacuiba,5269,39
103459101765233,Warnes y Satélite Comunica,Mariel Angela Coronado Flores,5246,5
182139336064314,Mueve América Latina,These ads ran without a disclaimer,5212,5
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,5209,22
312918482971376,Alejandro Rivero Toledo,Alejandro Rivero,5200,9
104070994919441,Richard Rosendo Rocha Alcalde de Tarija 2021,Patrick Daniel Tárraga Cruz,5108,26
105894621469686,Coordenada Digital,Equipo RRSS Adhemar,5040,39
594162887912007,Sedeges Tarija - Servicio Departamental de Gestión Social,Gobierno Autónomo Departamental de Tarija,5029,11
106037378111970,ITV El Megacanal,Ludwig Xavier Calderon Ramos,4974,26
107840850920695,Tarjeta 360,Riky Harold Moppi Ugarte,4972,57
195933611171149,Eva Copa,Teclea,4954,12
102926745105749,Fernando Aponte Larach,Fernando Aponte Larach,4953,60
142062936237878,Goberna,These ads ran without a disclaimer,4902,101
959291374109807,Alipay,These ads ran without a disclaimer,4857,2
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,4855,91
110126930749363,Daab Diseños y Creaciones,Kendra Guzmán Trinidad,4799,86
710563322658231,Comunidad Ciudadana Santa Cruz,Gustavo Pedraza,4656,18
147751821930575,Salud Digital Fundación Carlos Slim,These ads ran without a disclaimer,4646,5
100259925193718,EnDemocracia,Alvaro Limber Chirino Gutierrez,4635,30
360144221056116,César Dockweiler Alcalde,Nelson Fabricio Góngora Flores,4627,8
336019463694115,Miguel Carrasco - UAGRM,Miguel Angel Carrasco Martinez,4583,11
100854301513506,Erica Ortiz Diputada C-49,Maria Esther Valdez Virieux,4472,17
104946684811869,Asuncion Ramos Mami Alcalde  21-26,Fernando Portal,4438,26
103343434992097,Margoth Yo Confío en Vos,Carmelo Rivero Sanchez,4390,34
101006065279575,Miguel Becerra Suárez,Eliot Dario Torrez Burgoa,4297,38
105941541719195,Concejo Municipal de El Alto,Ronald Wilson Morales Llerena,4230,80
186125102231313,G7,These ads ran without a disclaimer,4227,12
110112133843808,El Alto de Pie,360mk.net,4189,38
106820797940732,Alianza Social Patriotica - Asp,Deymar Callisaya Quispe,4179,26
1018568154880916,A2 Aprende y Aplica,These ads ran without a disclaimer,4154,13
103291435008293,Viceministerio de Agua Potable y Saneamiento Básico,These ads ran without a disclaimer,4124,20
340603512771717,Canal 17 Warnes tv.,Mariel Angela Coronado Flores,4000,2
190739455190659,Molly Saldaña,Molly Margarita Saldaña Araujo,3997,68
456194981251786,Gonzalo Gandarillas,Gonzalo Tezanos Pinto,3989,25
108789613984395,Kasacristal SRL Servicios Generales,These ads ran without a disclaimer,3989,19
100347469231384,Casa Grande Del Pueblo,These ads ran without a disclaimer,3979,29
106087594778912,Juanita Araúz Alcalde 2021 - 2026,Mariel Angela Coronado Flores,3961,15
107303517978443,Claudia Lorena Flores Argandoña - Alcaldesa,Jaime Jesus Diez Canseco Rojas,3953,18
321770234824026,Daniel Carvajal,Adrian Angel Vargas Ibañez,3937,21
104792937942037,Omar Yujra Diputado Nacional,Juan Jose Bedregal,3872,68
270690403582071,Alvaro Ríos Alcalde,Alvaro Rios Escalier,3859,33
648284335950963,Salek Alcalde - La Guardia,Luis Daniel Vaca Gomez,3837,16
107289820849159,Chichino Morales Alcalde,Nolberto Zabala Quiroz,3815,24
106635454734549,Willy Pozo Alcalde 2021 - 2026  Frente Para la Victoria Sacaba,Ale Quisberth Gamarra,3805,7
114972633525483,Tile fun,These ads ran without a disclaimer,3805,1
107821300855120,Notio Bolivia,Notio Bolivia,3770,15
1448451868501501,Diputado Daniel Prieto,Daniel Prieto Tomelitch,3744,66
117217066351791,Unitel Bolivia,Unitel Bolivia,3698,7
101114371928727,Álvaro Barañado Gobernador,IMD Publicidad,3660,29
2116342611779148,Juan Zarzar,Kevin Marco Kanaudt Mollo,3659,27
474276366001351,PayPal,These ads ran without a disclaimer,3654,1
101856878750576,Gobierno Autónomo Departamental del Beni,Gobierno Autónomo Departamental del Beni,3623,133
100265355096831,Imperio: Rising Civilization,These ads ran without a disclaimer,3593,12
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,3589,132
2101654663431698,El Pueblo de Sucre,These ads ran without a disclaimer,3546,39
101172058907487,Victor Alejandro Contreras - Concejal,Victor Alejandro Contreras Chui,3530,16
105978465417563,Gobierno  Autónomo Departamental del Beni,Gobierno Autónomo Departamental del Beni,3512,39
711413762339425,Carlos Brú,Vamos Yacuiba,3503,16
714613835270354,Enrique Bruno,Bruno Enrique Bruno Camacho,3500,1
1365194673553111,Xavier Iturralde,Paola Andrea Ovando Cuevas,3500,8
1420825398141777,Defensoría del Pueblo Bolivia,Micaela Yamilka Ortuño Huata,3486,41
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,3470,22
102816301672987,Arq. Riony Villarroel,Riony Villarroel,3442,21
542920212388135,Pollos Kiky,These ads ran without a disclaimer,3431,2
103109818454267,Diario Lapacho,Diario Lapacho,3381,19
128123870725,Samuel Doria Medina,These ads ran without a disclaimer,3374,4
326020342097812,Richard Gonzales Peredo,Stephanie Brunner Siles,3374,34
428150687383928,EICAP Escuela de Capacitación CCTP,These ads ran without a disclaimer,3362,23
1438089336414097,"Empresa Multidisciplinaria De Seguridad Privada ""Khana Marka""",Sandro Iquise Vincenti,3349,13
100301178044225,Viralcom,ViralComtv,3327,51
267596210241368,"Waldo y Marcelo, Primero la U",Jonas Baron Cervantes,3282,18
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,3275,49
170489699983178,Taxi Noticias,Juan de Dios Peña Gomez,3265,16
105645494848235,Carlos Dan Alcalde & Jorge Rojas Concejal,Jorge Rojas Salgueiro,3260,23
545430258829956,República 2025,República 2025,3251,21
128071033870721,Voz de América,These ads ran without a disclaimer,3203,54
213402702063106,MANODIVERSA,Frank Evelio Arteaga Flores,3180,23
97320092545,PAHO-WHO,These ads ran without a disclaimer,3175,4
103295431650570,César Salinas,Gustavo Garcia,3170,16
28312410177,World Food Programme,These ads ran without a disclaimer,3164,157
102866068252246,Elvira Mendoza,Elvira Mendoza Duran,3160,25
153481244716560,TARIJA 200,Rosa Casal,3143,154
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,3135,131
140363639973820,Edwin Rodriguez Gobernador Potosí,Lourdes Rosales Montaño,3120,11
110555990500784,Ingvar Ellefsen - Diputado,Senaida Rojas Banegas,3090,13
1410110289210569,Límite Al Extremo,Jonnatan Mosquera,3090,27
110061082493942,Fiscalía General del Estado - Bolivia,These ads ran without a disclaimer,3087,6
103559481699153,Pacha Alcalde,Miguel Angel Huanca Dorado,3021,17
102674511293040,Manfred Reyes Villa,Manfred Reyes Villa,3018,9
112150731537958,Tienda_madiago,Tienda_madiago,2983,22
101943968584311,Yo apoyo a José Carlos Sánchez V. Gobernador,Mario Reque,2958,27
100232444736984,Peter Campos al Rectorado USFX,Daniel Choque Mamani,2918,25
106739781218241,Bolivia Today Potosí,These ads ran without a disclaimer,2898,3
644561602321818,Arnaldo Adorno,Sherman Chavez Moron,2872,10
333400303744135,Instituto Tecnico Khana Marka,Sandro Iquise Vincenti,2839,9
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,2821,49
104985811531271,Humberto Sánchez,Marcela Judith Magne Loayza,2799,20
1705555859703070,Patricia Paputsakis Burgos,Daniel Alberto Solorzano Silguera,2756,19
112943033881931,StoryFed Bolivia,StoryFed Bolivia,2751,104
491045330065,RFI Español,These ads ran without a disclaimer,2751,280
111857870611457,Freddy Jiménez,Silvia Ines Orellana Ferrufino,2749,73
469982733117438,Red Patria Nueva - Radio Illimani,These ads ran without a disclaimer,2741,16
101244425259064,Elena Sisy Justiniano,Carlos Orlando Justiniano Roca,2725,32
260485443978322,Bolivia tv,These ads ran without a disclaimer,2703,14
113053113848976,Somos Pueblo,Mario Reque,2689,11
104131907634344,Rebeldía Libertaria,Paola Andrea Ovando Cuevas,2688,8
636726443135720,La Pública,Javier Eduardo Badani Ruiz,2686,28
102536645161497,Pierre Chain - C O N C E J A L,Gabo Porcel,2676,20
114572040392343,Chi Puede - Santa Cruz,Derek Robles,2676,11
105393178215763,Mary Pacheco - Concejal,Merlin Ariel Lopez Villagomez,2668,28
111788407071914,Herlan Ramirez,Herlan Marcos Ramirez Murillo,2647,19
104866724344754,Erwin Villalba,Lizeth Viviana Mendez Peña,2638,23
198861737201332,Waminqa Serrano Concejal,Waminqa Inti Serrano Lopez,2621,25
688211228180107,"Waldo López Rector, Primero la U",Jonas Baron Cervantes,2618,16
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,2618,10
111113643840859,Rodrigo Torreblanca Vargas,Fabio Andres Prado Justiniano,2597,9
100562388659777,Gustavo Aranibar Alcalde,Juan Paco Vincentty,2587,52
1175829935777507,Sub Gobernación Cercado - Dr. Johnny Torres T.,GR Company,2577,5
626569324639051,Erick Olmos,Celso Erick Olmos Gomez,2571,10
342491619262262,Soberanía y Libertad SOL,Renzo Nicanor Ayarde Velasco,2569,7
100301178044225,Viralcom,Sirley Isabel Sanchez Gareca,2565,41
111731575547398,Microsoft Educación,These ads ran without a disclaimer,2551,1
1434130393310166,Eduardo Sarmiento Rojas,Daniel Gutierrez Ampuero,2543,5
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,2509,30
100754878619793,Breton Alcalde,Juan Pablo Breton Mercado,2509,24
100186405375654,Noelia Rea Suárez,Smid Media Center,2500,9
118835276179419,Chi Hyun Chung,Proyecto Chi Puede,2500,8
580038358771795,Horacio Poppe,República 2025,2486,18
705977413182652,Silvia Salame Farjat,Silvia Salame Farjat,2472,16
287638748546986,Unidos,Diego Caballero,2445,26
105135064449246,Tutumino,Tatiana Paz,2431,20
105554898137162,Nyls Carmona,Sissy Carmona Suarez,2407,16
104437360977290,EGEI SRL,These ads ran without a disclaimer,2407,5
169480266403469,Radio Stilo 99.3 FM de Warnes,Ximena Alejandra Espada Pereira,2400,1
495635730817371,Stilo Informa - Warnes,Ximena Alejandra Espada Pereira,2399,2
101768651184639,Jimmy Seoane,G.P.I.,2386,4
106395328005704,José Luis Ábrego,Play Creativo,2378,55
1566189867031453,Universidad Pontificia de Salamanca,These ads ran without a disclaimer,2374,4
114635713236883,Amigos de Alvaro,Play Creativo,2353,53
119594368115315,Centro de Promoción de la Mujer Gregoria Apaza (CPMGA),Eduardo Navarro,2337,36
340603512771717,Canal 17 Warnes tv.,Ximena Alejandra Espada Pereira,2337,5
103696281588815,Robin Carrillo Alcalde,Dario Enrique Aoiz Jimenez,2334,9
100503355322937,Lucho Alcalde x Shinahota,Adolfo Aldunate Torrico,2320,28
1212619588811293,UNION Civica SANTA CRUZ,Diego Armando Ortiz Pacheco,2313,7
112455460599883,Lucho x mi país,Rodrigo Torreblanca Vargas,2309,13
2211319445796018,Unidos por Viacha UN,Unidad Nacional,2300,3
104540777955759,Yadive Ascimani,Yadive Ascimani Tovias,2280,35
102070221402244,Hugo Banzer Donoso,Hugo Banzer Donoso,2250,8
118835276179419,Chi Hyun Chung,Karina Roxana Herrera Ponce,2247,13
1135750719799127,Roly Alcalde,Amigos de Roly,2243,4
100572438654738,Carmen Eva Gobernadora,Eldon Junior Centella Ribera,2210,26
104249794774003,Ciudadanos Santa Cruz contra el MAS,Diego Armando Ortiz Pacheco,2199,10
103114798629461,Periódico Ahora El Pueblo - Bolivia,These ads ran without a disclaimer,2192,17
1538678619722412,Henry Paredes,Alejandro Poppe,2190,32
101001214817294,Apoyo Papito,Daniela Cecilia Calderon Salazar,2188,24
319749898114045,Jackpot Party Casino Community,These ads ran without a disclaimer,2183,3
321770234824026,Daniel Carvajal,Abigail Sohar Vedia Michel,2157,26
1529030773804004,Agrupación Ciudadana VOCES,Lider El Hage,2156,16
332445240520034,María Renee Barrios Vargas,Luis Aguirre,2155,34
100769781397341,Gamal Serhan Jaldin,Edwin Gamal Serhan Jaldin,2124,7
103466912684381,Reforma Judicial SCZ,JMS.COM.BO,2118,30
102476404911231,Colcapirhua Comunidad Ciudadana,Luis Eduar Cespedes Quispe,2109,21
363805030885584,Concejo Municipal de Sucre,Cesar Orlando Vale,2107,96
230102310355042,La Costilla de José Antonio Bedregal,Jose Antonio Bedregal Fernandez,2107,4
104877691613639,URUBÓ informa,Ana Laura Roca Suarez,2100,5
558189177626004,Roberto Fernandez Saucedo,Danny Vargas Rivero,2100,10
106667280917178,Apc Warnes,Einar Palenque Varon,2098,22
107585134511680,Jaime Mamani Espíndola,Patricio Huaynoca Fuentes,2094,7
103348755063948,Pachy Cabrera,Luis Francisco Cabrera Vargas,2091,19
68793499001,UNICEF,UNICEF with Facebook Ad Credits,2081,362
252138304821882,Banco Bisa,These ads ran without a disclaimer,2064,1
426609331441871,Viralcomtv.,Sirley Isabel Sanchez Gareca,2054,24
109091011430956,Ultra Fighter: Supernova,These ads ran without a disclaimer,2037,14
406156266216789,Rosario Schamisseddine,These ads ran without a disclaimer,2035,2
128692467209771,Visita Cochabamba,Smart Group,2019,33
209162673317699,ManoBook,These ads ran without a disclaimer,2011,10
106025074691057,Nelson Cox - Alcalde de Cochabamba,Saúl Ximénez Tórrez,1999,11
370615526396567,Pablo Arízaga Ruiz,Walter Pablo Arízaga Ruiz,1991,40
1832810856820554,Jhonny Antezana,Saúl Ximénez Tórrez,1987,9
301820457394059,Encuestas por internet,Captura Consulting,1986,4
101050805345278,Freddo Suarez,Cedecap Bolivia,1983,13
2076533975905511,Germaín Caballero,Diego Caballero,1978,19
888448461239493,Instituto de Belleza Copacabana,These ads ran without a disclaimer,1975,1
248986568895243,Speechify,These ads ran without a disclaimer,1963,23
102785454915614,Todos Amamos Bolivia - Proyecto Peter,Ana Lourdes Vargas Rivera,1956,29
105706531490059,David Orellana Flores,Marizabeth Torrico Escudero,1953,51
103605725032322,Dr. David Capobianco Alcalde 2021 - 2026,David Guillermo Capobianco Camacho,1946,8
129857310514839,Comité pro Santa Cruz,Comité pro Santa Cruz,1946,4
764951783601749,Agencia Boliviana de Información,These ads ran without a disclaimer,1944,20
431851190259842,Luis Felipe Dorado Gobernador,Luis Middagh,1927,9
415591718993966,Sigamos Cambiando,Kevin Marcelo Anibarro Guerrero,1900,1
112336526861780,Somos Bolivia,Kevin Marcelo Anibarro Guerrero,1900,1
110555990500784,Ingvar Ellefsen - Diputado,Odin Mauricio Martinez Paris,1898,9
102428068340093,Bella Flor - Pando,Gari Yurguen Von Boeck Sanchez,1895,12
152914224736727,Banco Mundial,These ads ran without a disclaimer,1894,251
292513624645,Roberto Vaca Yorge,Roberto Vaca Yorge,1879,56
106161348081092,Roger Franco Alcalde,Eldon Junior Centella Ribera,1873,23
2359390664092566,Santiago Terceros,Santiago Xavier Terceros Pavisich,1864,4
650189712276383,Gladys Loza Palacios,Miguel Paredes Loza,1859,15
535047946534327,Jose Gary Añez,Alcides Reyes Duran,1858,4
1500708306632289,Augusto Chávez Becerra - Cocote,rodneycarlac58.org,1856,10
104070184953420,Paola Pinaya Gutiérrez - Futura Gobernadora,Delicia Nuñez Campos,1850,2
105132091396199,Aleiza Alcira Rodríguez Montero.,Cristian Vidal Huanaco Galarza,1845,5
115255266772934,Gustavo Pereira Alcalde,Jenny Marta Ajhuacho Renteria,1827,20
1561545047402131,Tribunal Electoral Departamental de Chuquisaca,Ramiro Daniel Rivas Orozco,1817,13
102189257909600,Mariela Baldivieso,Mariela Baldivieso,1805,16
102785454915614,Todos Amamos Bolivia - Proyecto Peter,Jorge Javier Meruvia Crespo,1805,20
105830238034002,David Suarez - Alcalde de Colcapirhua 2021- 2026,Brian Javier Aranda Panozo,1801,14
697223227359450,Pedro Patzi Diputado por la C-11 Comunidad Ciudadana El Alto,Eddy Laura Flores,1800,19
