Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
160291374555760,Cristhian Camara Arratia,Trinidad - Alzando Vuelo,300,2
104331175095,ASOCIACIÓN BOLIVIANA DE CIENCIA POLÍTICA,Julio Ascarrunz,300,1
101791678360633,Marianela Villanueva,These ads ran without a disclaimer,300,8
105331937717761,Herlan Aldana,Daniel Alberto Solorzano Silguera,300,1
181622823402104,PAN BOL Viacha,Williams Marcelo Martinez Ilaluque,300,3
115484611497050,Eduwin Portocarrero,These ads ran without a disclaimer,300,1
101352171694702,Comunal Bolivia,proyecto mARTadero,300,5
1832810856820554,Jhonny Antezana,Victor Alberto Ustariz Salinas,300,3
104847465018386,Mauge García - Vicerrectora,Kevin Marcelo Anibarro Guerrero,300,3
100330435163120,Manfed Reyes Villa- Bienestar y Proteccion Animal,Hugo Gonzalo Guevara Espada,300,6
102231891342336,Profesionales de Santa Cruz para Todos.,Eduardo Mauricio Mercado Balcazar,300,3
101523481927027,Mauricio Barba Iriarte,Mauricio Barba Mendonza,300,1
101127711576206,ERIC GOYET Comunidad Solidaria,These ads ran without a disclaimer,299,30
108883513802613,Deisy Choque Diputada C 52,Jose Antonio Arnez Choque,299,7
214188745288275,Dragon Team,These ads ran without a disclaimer,295,1
127218037370662,ABCZ,These ads ran without a disclaimer,295,1
335309769951199,"Alfonso ""Pica"" Lema Grosz",These ads ran without a disclaimer,295,5
105382521511445,Unidos,These ads ran without a disclaimer,295,7
102194121813158,Mauricio Cairo Alcalde Cobija 21-26,Cruzcaya Sidia Borda Mercado,295,8
111212637178700,Unidad Nacional Pailón,Diego Sossa Catima,295,2
113134153845657,Federación Nacional de Trabajadoras Asalariadas del Hogar de Bolivia,These ads ran without a disclaimer,293,3
221108751377185,UNITAS,These ads ran without a disclaimer,293,7
203581046319245,PETA Latino,These ads ran without a disclaimer,292,6
1698176817074036,Gonzalo Guillermo  Barrientos Alvarado,These ads ran without a disclaimer,291,7
106071048007693,Omar Rivera Alcalde - Vecinos al Poder,Jose Luis Vaca Pereyra,290,3
171994409583875,La Razón Bolivia,La Razón Bolivia,290,2
1991090007643593,República Camba,These ads ran without a disclaimer,289,8
100503802103149,Escuela Origen Latinoamérica,These ads ran without a disclaimer,289,1
342491619262262,Soberanía y Libertad SOL,These ads ran without a disclaimer,288,4
113615355316959,WIRED UK,These ads ran without a disclaimer,287,51
1471145243192259,"Feria Vinos, Quesos y Singanis",These ads ran without a disclaimer,287,1
104797632205097,Central de Noticias Bolivia,JMS.COM.BO,285,1
103028258417801,René Joaquino Alcalde 2021- 2026,Reynaldo Juan Pereira Heredia,285,11
125335024157691,Promine,These ads ran without a disclaimer,284,3
105352014605332,Marketing Solutions,Delfin Choque Garcia,284,2
108715894054772,Estefania Morales,Kevin Marcelo Anibarro Guerrero,284,4
112866447249983,Creemos Chuquisaca,Alvaro Marcelo Olivares Villca,282,15
106877431449734,Memes Paceñicimos,These ads ran without a disclaimer,282,13
1730630540553065,Curio,These ads ran without a disclaimer,281,5
271720906203720,OIM México,These ads ran without a disclaimer,281,3
1694312840615365,Juventud Porteña,Armando Norman Sánchez Herrera,280,5
124004579443397,Partido Libertario de Bolivia,George Quiroga,280,11
106361554615971,Neptaly Alcalde 2021-2026,These ads ran without a disclaimer,280,5
1411574912505900,Infante - Promoción Integral de la Mujer y la Infancia,Banesa Lunaria,280,2
103128681779348,Vito Chambi Guzmán - Candidato a Alcalde por Oruro PP,Simon Waldo Zeballos Apaza,280,4
442598449136436,Rincon Chaqueño,Ricky Harold Moppi Ugarte,279,4
100338145328534,Ernesto Bernal Alcalde,Wilson Delgado Garnica,279,6
1273469659420526,Primero Bolivia,Jose Manuel Encinas,278,2
185715491485794,BancoSol,These ads ran without a disclaimer,275,1
779021918813230,UltraCasas,These ads ran without a disclaimer,275,1
107298104900772,Richard Limpias - Century 21,These ads ran without a disclaimer,275,2
102393381667770,Secretaría de Obras Públicas y Ordenamiento Territorial,These ads ran without a disclaimer,274,1
106343237377484,Olivia Guachalla Diputada C-22,Juan Pablo Rojas Gomez,274,4
563287193771389,Viceministerio de Recursos Hídricos y Riego,Lizeth Alvarez Mendoza,274,14
1510658505898987,Subalcaldía Sur,Fabian Christian Meneces Portugal,273,5
102219541407954,Juan Carlos Díaz  Diputado C - 51,Carla Díaz,272,15
106983891952270,Deep Wallpaper-wei316,These ads ran without a disclaimer,271,2
1489470971148070,"José Luis Ribera ""Chocoloma""",Armando Villegas Mercado,270,5
17918678894,Hate S.A.,Ricardo Larrazabal,270,6
116530513055759,Tiendas Ya Oruro,These ads ran without a disclaimer,268,2
2218531771716426,Tiendas YA Tarija,These ads ran without a disclaimer,268,2
114009720399261,Jenniffer Torrico,Gerardo Santander Torrez,268,2
1976015725948806,Bernardo S Romero Quintela,Bernardo Sebastian Romero Quintela,268,8
537406009612079,Fancy wallpaper-1,These ads ran without a disclaimer,268,5
126198082627810,Federación médica Tarija,These ads ran without a disclaimer,267,4
434901706707823,Warnes sos vos,Ximena Alejandra Espada Pereira,265,1
102950518482963,Bases para torta,Roger Salgueiro Bustos,265,8
109201057318552,JCSV,These ads ran without a disclaimer,263,6
109141937100114,Maria Rene Alvarez,Eduardo Mercado Cuellar,262,4
399695537462905,Sara U - Frente Libertario,Irahola De Llanos Etelvina Maura,262,3
105906991436541,Chichin Quezada,Meliza Alfonsina Eid Gomez,262,1
321770234824026,Daniel Carvajal,These ads ran without a disclaimer,261,1
1409954765977599,IMEP - Institute of Medicine and Psychology,These ads ran without a disclaimer,261,96
109058441240546,Estudio Jurídico Morales & Asociados,These ads ran without a disclaimer,260,3
336358930346953,TERRA Center,These ads ran without a disclaimer,259,17
320801092143071,Talently,These ads ran without a disclaimer,258,3
101256845269071,Uriondo con Álvaro Ruiz,Cristian Clavel Lopez,258,1
100311165328938,Mauricio Viera,These ads ran without a disclaimer,257,1
104837361821110,ONE de la Sierra by ONE,These ads ran without a disclaimer,257,2
100693651653474,Carla Ulloa - Senadora,Carla Ulloa,257,12
109775437094296,William Zapata García,These ads ran without a disclaimer,255,2
458248597966121,Economy,Economy,255,2
397014473741156,Solquifar SRL Soluciones Químicas y Farmacéuticas,These ads ran without a disclaimer,255,1
101474925226154,Urbanizaciones Buen Vivir,These ads ran without a disclaimer,254,1
166591246714313,Tetra Pak,These ads ran without a disclaimer,254,8
101870884794193,Vania Rocha Muñoz,These ads ran without a disclaimer,254,1
206427620171657,Alex García Concejal de Cochabamba,Alex Garcia,254,7
106922122159649,Irlanda España,WOOW,254,11
110435377462094,Mery Canedo,These ads ran without a disclaimer,253,8
107137681331739,SOL - Yapacani Concejales Hijos del Pueblo para el Pueblo,Carlos Canaza Oña,253,5
1601060980188023,Colchones F A  Bolivia,These ads ran without a disclaimer,252,21
115450926984380,Andres Palacios,Cristhian Andres Palacios Bustamante,252,4
820246878376531,Mario Cavero Rioja,Rodrigo Garcia Zambrana,251,6
1761601207399222,AM POST,These ads ran without a disclaimer,251,1
107955847697178,Yo voto consciente,Magali Condori Salas,251,26
100158742036857,Carolina Escalera-Alcaldesa,Marco Antonio Cardozo Jemio,251,14
816640765136234,ChildFund Bolivia,ChildFund Bolivia,250,5
105469978210428,Trabajar para crecer,Jorge Meruvia Uriona,250,3
671371166307204,Margoth Segovia,Omar Quiroga García,250,3
110435377462094,Mery Canedo,Hugo Gonzalo Guevara Espada,250,1
900093213426701,Viacha Informa,Viacha Informa,250,2
100827591966951,Blizzard bolivia,Mario Alejandro Gutierrez Estrada,250,1
303817100271309,Potosí MTS,Ronald Wilson Morales Llerena,250,1
349628862748984,Camacho mi Gobernador,Ubaldo Perez Ferreira,250,4
479285342097950,AeroTime,These ads ran without a disclaimer,250,13
106276244748560,Roxana Pérez Del Castillo,Elias Flores Galarza,250,3
113990473618159,Ruta de la Democracia,These ads ran without a disclaimer,249,3
100147105920511,Popot sport,These ads ran without a disclaimer,248,24
104290438351449,Silvana Mucarzel Concejal Municipal,Lorena Karina Ortiz Roman,248,2
115766059968334,Noticentral,Andrés Rodríguez Rodríguez,248,4
1293477610766656,Canvas: Escuela de Comunicación Política,These ads ran without a disclaimer,248,9
1050016968380928,Marketing Digital Bolivia,Rómulo Vargas Betancourt,247,3
110656094180786,Cesar Mentasti,These ads ran without a disclaimer,246,6
107955847697178,Yo voto consciente,Paola Quisbert,246,22
104866724344754,Erwin Villalba,Erwin Villalba Rodas,246,4
888923494518786,Instituto CATEC Oruro,These ads ran without a disclaimer,245,1
193394557345243,Devex,These ads ran without a disclaimer,244,29
907248689641639,Bolivia Sky Medical Supplies & Equipment LLC,Ale Pita Romero Loza,244,8
1787672338224884,Secretaría Municipal de Gestión Ambiental y Energías Renovables,These ads ran without a disclaimer,244,3
295534797500471,Propeterra,These ads ran without a disclaimer,243,4
108009282076133,Store Sucre,These ads ran without a disclaimer,243,5
104131907634344,Rebeldía Libertaria,These ads ran without a disclaimer,243,3
406156266216789,Rosario Schamisseddine,Jorge Roberto Monzon Carrasco,242,5
107960520736859,SERECI Potosí,Jose Miguel Garabito Salas,242,5
119007666171830,PAT Bolivia,These ads ran without a disclaimer,241,2
758065350945550,Alan Echart Sossa,Adrián Oliva Alcázar,241,1
473654012824697,Juan Lombana Mercatitlán,These ads ran without a disclaimer,240,7
155863179553337,Los Mopris Del Tio Jhonny,Ricky Harold Moppi Ugarte,240,4
571430953260772,Việc Phụ Nữ Làm -BOSS HÀ Phương LY,Senaida Rojas Banegas,240,2
100190901739781,Ruben Roque Diputado Liderazgo 3000,Senaida Rojas Banegas,240,2
251304568854398,Mi Tierra Mi Casa,These ads ran without a disclaimer,240,2
103888325025796,Noemi Concejal,Beymar Zambrana Espinoza,240,3
103790591717139,Darinka Castedo Subgobernadora,Hormando Mariaca Jimenez,238,4
106415581387404,Daniela Landivar - Psicología Infantil y Crianza,Dany Roll Galvarro Ortiz,237,6
265752777272638,MakeSense,These ads ran without a disclaimer,236,4
345828766506242,Dante Jimenez Villegas,Waldo Denis Vera Ponce,236,10
107239444608524,Brizeida Hinojosa Sejas,Cimar Gustavo Segovia Ugarte,235,4
103024421822309,Rodolfo Subgobernador de Cercado-AHORA,Diego Rodal Aguilera,233,6
105412751355421,Consultora Contable S&H,Jose Miguel Huanca Lima,232,5
356790458027975,Viceministerio de Defensa Social y Sustancias Controladas,Wilmer Rivero Nino,230,3
421402534584778,CAF - banco de desarrollo de América Latina,These ads ran without a disclaimer,230,18
109437408167297,Delegación Presidencial para el Bicentenario de Bolivia,These ads ran without a disclaimer,230,1
100392035480929,Wilma Restaurant,Coordenada Digital,230,6
101634237915748,Rubens Design,Bryan Kevin Ramos Flores,230,5
101446091954036,Jose Luis Narvaez Flores,Marcelo Baldiviezo,229,2
103576078377387,Cumpa Nacho,Yessica Ortiz Duran,229,9
1238173096287495,Azur Games,These ads ran without a disclaimer,228,14
100100004680326,MasPotosi,Victor German Jimenez Lopez,227,3
167327710092323,Mollaei Law,These ads ran without a disclaimer,227,39
466215440582648,El Chuturubi,These ads ran without a disclaimer,227,1
104827554945061,Adalid Alcalde Llallagua 2021-2026,Elian Jimmy Mitma Zenteno,226,8
101151371947265,Severino Cafia,Bismarck Andrade Jimenez,226,6
102944142081831,Jeyson Auza,Kevin Marcelo Anibarro Guerrero,226,1
104674018248569,Benjamin Flores,Cristian David Flores Pereira,226,3
102362568613269,Prosperous LAND,These ads ran without a disclaimer,226,13
267596210241368,"Waldo y Marcelo, Primero la U",These ads ran without a disclaimer,224,3
107490094022326,Capacitación a Distancia CSCS - Ieduca,These ads ran without a disclaimer,224,1
168344136650371,Gutierrez Inversiones,These ads ran without a disclaimer,224,1
101227894950398,Servicio Nacional de Verificación de Exportaciones,These ads ran without a disclaimer,224,4
113282240467519,Victron Energy LatAm & Caribbean,These ads ran without a disclaimer,223,5
542678889114683,The Coca-Cola Company,These ads ran without a disclaimer,222,5
112459603919527,Sergio Maniguary Moura,These ads ran without a disclaimer,222,4
101700077911957,Ciudadano de a pie,These ads ran without a disclaimer,221,5
103051555135827,Nani Villavicencio,Ivannia Villavicencio Terrazas,221,7
533120790929344,Dr. Sergio Sandoval Jallalla Palca,These ads ran without a disclaimer,221,1
101859981613857,Sacaba Digital,Luis Alberto Padilla Franco,220,4
486783218122812,El Alto es Noticia BO,Teclea,220,2
1563616153883058,Jorge Roberto Monzón,Jorge Roberto Monzon Carrasco,220,4
104242115021022,Tio Jhonny Alcalde D-10,Javier Garcia Frias,220,11
102080415223216,Oscar Quispe,These ads ran without a disclaimer,220,8
100905911779337,Encuestas Elecciones Bolivia,These ads ran without a disclaimer,219,2
399754700104901,The CEO Magazine,These ads ran without a disclaimer,218,5
101775366076580,"Unidos Por La ""U"".",Big Bang,218,67
106023314108707,"Gonzalo ""Chulo"" Torrez",These ads ran without a disclaimer,217,4
102351595022048,Carlos Montaño Alcalde,These ads ran without a disclaimer,217,3
355503751139318,UAJMS - Posgrado,Balcazar Luis,216,3
109259194814604,Iván Manolo Lima Magne,Iván Manolo Lima Magne,215,2
109461481185176,Juventudes D-2,Carlos Andres Quiroz Salvatierra,215,32
100451548010483,MARÍA ARIAS  Alcaldesa 2021-2026,Ramses Orlando Vasquez Zabala,215,5
2381391318805462,Exponiendo memes chingones,Marizabeth Torrico Escudero,215,5
103362564359669,Mariel Peñaloza Lema,Mariel Peñaloza Lema,215,5
103004935092982,Gobierno Autónomo Municipal de Chulumani Gestión Ramiro Navia Avendaño,Duery Fernando Mayta Apaza,215,18
100297775422271,Daimer el concejal de los barrios,Juan Maldonado,214,5
206932622667492,Estudio Jurídico Chachaque & Asociados,David Chachaque Cerezo,214,5
101930358061333,Estefania Ocampo Moreno,Estefania Ocampo Moreno,214,2
140554836091476,Roly Aguilera Gasser,These ads ran without a disclaimer,213,1
1586395908272857,Divergente,These ads ran without a disclaimer,213,2
102292497814219,Voy con Alvaro,Play Creativo,213,12
832298706889408,111%,These ads ran without a disclaimer,212,1
426609331441871,Viralcomtv.,These ads ran without a disclaimer,212,3
109090153910405,Status Red Legal,Status S.R.L.,212,3
103276561855899,El Diario Virtual,El Diario Virtual,211,5
550627258326326,Comunidad de Derechos Humanos Bolivia,Comunidad de Derechos Humanos Bolivia,211,1
2308350932719017,Apoliz,Noe Turpo Bautista,210,1
292305971711503,Vamos Yacuiba,Vamos Yacuiba,210,4
1159137824203296,FONDESIF,Marion Samantha Miranda Marca,210,4
105599684771062,Venceremos la crisis,Jaime Chuquimia Bacotich,210,5
101684955981087,"Fernando ""El Peque"" Murguia",Angel Eduardo Siso Hidalgo,209,6
162964977170060,Solidar Suiza Bolivia,These ads ran without a disclaimer,209,6
108028323941770,Santero Mayor Dimas,These ads ran without a disclaimer,207,2
954162551399498,Vitaly Malkin,These ads ran without a disclaimer,207,15
320503974822994,EAE - Escuela de Abogados del Estado,These ads ran without a disclaimer,207,4
106480521436550,Lucas Yucra Alcalde Municipio de Tarabuco MAS IPSP,IMD Publicidad,206,2
104219851070440,SALAR - Software de RRHH,These ads ran without a disclaimer,206,4
100143348238761,Jeanine Añez Presidente 20-25 Circunscripción 52,Ricardo Dencker Cortez,206,1
108593277301144,Oscar Sogliano Tu Concejal,Marketing Digital Bolivia,206,1
774017546078480,Fernando Pinto Art,These ads ran without a disclaimer,206,1
113005134535306,Dr. Adrián Montoya - Rector UATF 2021 - 2025,These ads ran without a disclaimer,206,2
1123256381103825,Rodney Mercado,rodneycarlac58.org,206,3
106495580743268,JA. Montero - Moda en Cuero,These ads ran without a disclaimer,206,2
105469978210428,Trabajar para crecer,These ads ran without a disclaimer,205,3
464442714120263,Ulupica,These ads ran without a disclaimer,205,6
100648015418414,EVA COPA alcaldesa,Viviana Loza Pillco,205,13
141712204297945,Unidos Sembramos Esperanza,Diego Caballero,205,2
105511568066007,Pepe Zamora Mas-Ipsp,These ads ran without a disclaimer,204,9
104505876771126,BETAG,These ads ran without a disclaimer,204,2
270691903462983,FIRST CLASS Santa Cruz,These ads ran without a disclaimer,204,2
6013004059,The Economist,These ads ran without a disclaimer,203,62
115366836686423,Regrow My Planet,These ads ran without a disclaimer,202,379
700747296703613,New York Times Events,These ads ran without a disclaimer,201,1
102837188277541,Entretenimiento,These ads ran without a disclaimer,200,10
100349228993528,Drianka Ledezma,Daniel Hurtado,200,5
118849347831853,EGEI SRL - Bolivia,These ads ran without a disclaimer,200,1
101930348719321,Unidos Por Tecnología,These ads ran without a disclaimer,200,1
105005971583849,Jose Luis Rivero 2021 - 2025,Sherman Chavez Moron,200,1
1411473285739664,Katia Romero,These ads ran without a disclaimer,200,1
102871431383101,La villa informa,David Manzano Souza,200,1
293326614654657,Chipilo Morales,These ads ran without a disclaimer,200,1
107349951416686,No mentiras Viacha Bolivia,Kevin Alberto Chambi Quispe,200,2
106903251406388,Profe Lora - Concejal,República 2025,200,1
100776181991486,Cumbre de Juventudes,Eduardo Lizandro Plata Villca,200,1
328362691930177,Walter Vaca - Concejal,Walter Mendez,200,1
1239026999516818,Luis Fernando Camacho,Andres Medina Sotomayor,200,1
106005361014442,Yo soy C-8,Odin Mauricio Martinez Paris,200,1
105911351501113,Trinidad - Eje de Integración Económica,Trinidad - Pensamos en Grande,200,1
110192684070157,Virtual Educa Bolivia,Cristian Dennys Gonzales Pereira,200,4
110594177449564,Luis Guillermo Seoane,Mario Reque,200,4
101381478619413,Clemente & Sandy Asambleístas Ichilo,Clemente Ramos Condori,200,1
107671344425698,Jaimito Rivas - Diputado Supraestatal por Pando,Victor German Jimenez Lopez,200,1
150196381737701,Pastelería Coconut,Felipe Eduardo Zeballos Veraloza,200,2
702729743114100,Carlos Romero Bonifaz,These ads ran without a disclaimer,200,1
110737821053576,Sonia López,Adrian Angel Vargas Ibañez,199,4
111124297309863,Lindaura Rasguido Senadora por Oruro,Lindaura Rasguido Mejia,199,1
106413801004235,La Preguntita,Sirley Isabel Sanchez Gareca,199,4
