Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
107932094243505,modystyle,These ads ran without a disclaimer,≤100,1
101978933230493,DHL,These ads ran without a disclaimer,≤100,1
196647240520636,The Arab Hospital Magazine,These ads ran without a disclaimer,≤100,1
109291518258243,ExtenC - International Partners,These ads ran without a disclaimer,≤100,1
1143438032410831,الشارقة للأخبار Sharjah News,These ads ran without a disclaimer,≤100,1
209260229112443,Greenpeace غرينبيس,These ads ran without a disclaimer,≤100,10
102943334472587,مدار - Madar,These ads ran without a disclaimer,≤100,1
100312816107740,86866,These ads ran without a disclaimer,≤100,1
102130299317180,Easy Scanner-G,These ads ran without a disclaimer,≤100,1
128826702693257,Step One,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,12
102455332084563,santosh_bapi_2274,These ads ran without a disclaimer,≤100,1
121455727533216,sarujadubai,These ads ran without a disclaimer,≤100,1
1860782777346343,Astons Russia,These ads ran without a disclaimer,≤100,1
104033275293355,reemalharmoudi,These ads ran without a disclaimer,≤100,1
104029119142776,zvhcpj4615,These ads ran without a disclaimer,≤100,2
111290808260124,Nskweo5,These ads ran without a disclaimer,≤100,6
101579289290977,Zwain Bazaf,These ads ran without a disclaimer,≤100,1
1793342117618215,Peer Arif Shah,These ads ran without a disclaimer,≤100,2
107443998559079,Kafa consultancy,These ads ran without a disclaimer,≤100,1
100193775266518,Rayana_Oud,These ads ran without a disclaimer,≤100,1
634040580565189,بروفيسور أحمد أبوجمال,These ads ran without a disclaimer,≤100,1
110589645037003,ripplebiosolutions,These ads ran without a disclaimer,≤100,1
102945889772393,صحيفة الاتحاد - aletihad,These ads ran without a disclaimer,≤100,1
100808836140466,আল মদিনা পাক দরবার শরীফ,These ads ran without a disclaimer,≤100,1
980406042015963,UAE News,These ads ran without a disclaimer,≤100,1
107414028803842,Lead Agency,These ads ran without a disclaimer,≤100,2
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,17
68793499001,UNICEF,These ads ran without a disclaimer,≤100,2
369705626841200,احمد ناصر,These ads ran without a disclaimer,≤100,1
104558569096600,jiwon81455,These ads ran without a disclaimer,≤100,1
103700909176631,raheso4742,These ads ran without a disclaimer,≤100,1
107847177821253,NOW الشرق,These ads ran without a disclaimer,≤100,4
1586258308346730,Just_achar,These ads ran without a disclaimer,≤100,1
100696586305964,Fine Art Photography Prints by Rico X.,These ads ran without a disclaimer,≤100,3
107001432276483,UAE News12,These ads ran without a disclaimer,≤100,1
107305975434205,Free data23,These ads ran without a disclaimer,≤100,2
100489991542212,OQ,These ads ran without a disclaimer,≤100,1
113500036954694,ABDUL NUR METAL,These ads ran without a disclaimer,≤100,1
105448452269780,Lifestylecog,These ads ran without a disclaimer,≤100,4
1566818240304729,Ajman.Villas,These ads ran without a disclaimer,≤100,2
101747632522614,leaacollection,These ads ran without a disclaimer,≤100,3
107315458804432,Real Estate in Dubai from Islam,These ads ran without a disclaimer,≤100,1
108317544170945,erik.light,These ads ran without a disclaimer,≤100,1
1554828554819000,Gate,These ads ran without a disclaimer,≤100,1
102963665720452,JE Solutions,These ads ran without a disclaimer,≤100,1
105363439177647,structural_glass,These ads ran without a disclaimer,≤100,1
171674682901078,Shakti Ellenwood Precious Jewellery,These ads ran without a disclaimer,≤100,1
106645238979798,discover.emirates,These ads ran without a disclaimer,≤100,1
33497111948,Child Rights and You,These ads ran without a disclaimer,≤100,1
120613924682133,Business Gateways International LLC,These ads ran without a disclaimer,≤100,6
107901425340736,Благодійний Фонд Розвиток Країни,These ads ran without a disclaimer,≤100,2
171132542929029,Alfa Laval,These ads ran without a disclaimer,≤100,2
241375113298315,اللواء للأستشارات الهندسية,These ads ran without a disclaimer,≤100,1
114792858573639,Emirates Woman,These ads ran without a disclaimer,≤100,1
111325868440792,Alfareej Salon,These ads ran without a disclaimer,≤100,1
114449908580208,OSN+,These ads ran without a disclaimer,≤100,1
270532846753029,Roomours,These ads ran without a disclaimer,≤100,1
188834287832824,Times Square Center Dubai,These ads ran without a disclaimer,≤100,1
105691672142011,PlayArena Toys,These ads ran without a disclaimer,≤100,2
293628081041248,Afrah Gifts,These ads ran without a disclaimer,≤100,1
109770515219437,Artiv Photo Tiles,These ads ran without a disclaimer,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
104565852444285,docex33019,These ads ran without a disclaimer,≤100,1
1405705646357167,Tryport - Clothing Manufacturer,These ads ran without a disclaimer,≤100,4
134562273354532,Rive·Roshan,These ads ran without a disclaimer,≤100,1
102403711829263,artkorero,These ads ran without a disclaimer,≤100,1
100114088375722,Favelle Favco Group,These ads ran without a disclaimer,≤100,2
153887384672062,Doctors Without Borders / Médecins Sans Frontières,These ads ran without a disclaimer,≤100,1
104758415305616,Red Rose Jewellery,These ads ran without a disclaimer,≤100,1
111361091313,NICABM,These ads ran without a disclaimer,≤100,22
108979982026516,Mariya Dykalo-Burton,These ads ran without a disclaimer,≤100,6
111013698067543,doctor_colon_shakeoff,These ads ran without a disclaimer,≤100,1
101818024592455,sargisbazinyan,These ads ran without a disclaimer,≤100,1
107009842653217,Etisalat UAE,These ads ran without a disclaimer,≤100,1
101050069020297,meemgallery,These ads ran without a disclaimer,≤100,1
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100,8
101065884700192,GCF Riyadh,These ads ran without a disclaimer,≤100,1
102275175957781,Prinden,These ads ran without a disclaimer,≤100,1
476179919621255,Misbar - مسبار,These ads ran without a disclaimer,≤100,1
855254981507596,Al Jazeera O2 - الجزيرة O2,These ads ran without a disclaimer,≤100,1
101463556094402,einfdf554,These ads ran without a disclaimer,≤100,1
107387542190848,হেলথ ফুল,These ads ran without a disclaimer,≤100,1
73978195622,Abu Dhabi International Book Fair,These ads ran without a disclaimer,≤100,1
244108199019564,الأسواق العربية - Al Arabiya Business,These ads ran without a disclaimer,≤100,3
104142859125115,Merubah Nasib,These ads ran without a disclaimer,≤100,1
108843778037507,al.suyoh,These ads ran without a disclaimer,≤100,2
108856281686643,alshabiya_laundry,These ads ran without a disclaimer,≤100,1
104718191508869,mariam_allay,These ads ran without a disclaimer,≤100,1
103463561516755,Zein Zone زين زون,These ads ran without a disclaimer,≤100,1
107806937284867,Amrita Kudumbam UAE,These ads ran without a disclaimer,≤100,1
1724847890883088,Sheikh Saud bin Saqr Al Qasimi Foundation for Policy Research,These ads ran without a disclaimer,≤100,2
105016178642558,Enorthsafaris,These ads ran without a disclaimer,≤100,3
184411028242063,Raffles Seychelles,These ads ran without a disclaimer,≤100,3
112840984778252,OFW Balik Pamilya Project,These ads ran without a disclaimer,≤100,1
110470091436602,Ici Beyrouth,These ads ran without a disclaimer,≤100,18
175542959311586,Superyacht Life,These ads ran without a disclaimer,≤100,8
103483665947281,elhmni.vip,These ads ran without a disclaimer,≤100,1
101654565998446,s.candle1,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,40
101966486210244,sultan souq,These ads ran without a disclaimer,≤100,1
101916699499203,وقف الأمة ummetvakfi - sy,These ads ran without a disclaimer,≤100,1
339630283160450,Al Tayer Motors Land Rover UAE,These ads ran without a disclaimer,≤100,2
403091860074174,The Ethicalist,These ads ran without a disclaimer,≤100,1
1478930005708038,TomorroWoman,These ads ran without a disclaimer,≤100,7
110305757909105,Ecowatt,These ads ran without a disclaimer,≤100,4
105879368859775,deshayoune,These ads ran without a disclaimer,≤100,1
968643809909024,Mubariz Mansimov Gurbanoğlu,These ads ran without a disclaimer,≤100,1
101196995023959,Yeasin rubel vlogs,These ads ran without a disclaimer,≤100,1
175590267993,Al Majalla,These ads ran without a disclaimer,≤100,10
105453987668526,Riva Tours UAE,These ads ran without a disclaimer,≤100,1
111331981858583,Pakistan As MeMe,These ads ran without a disclaimer,≤100,1
1648806408679907,Development Academy for Training & Science Center,These ads ran without a disclaimer,≤100,1
377494175624325,عبدالناصر الواحي - Nasser Elwahy,These ads ran without a disclaimer,≤100,1
1019149011809217,thumbaymoideen,These ads ran without a disclaimer,≤100,1
101580536103938,mr.impawssible.pet.shop,These ads ran without a disclaimer,≤100,2
104254945736341,mznaa.ad,These ads ran without a disclaimer,≤100,1
103320404802710,uaehummer,These ads ran without a disclaimer,≤100,1
10250877124,Arab News,These ads ran without a disclaimer,≤100,4
104844188486232,Invierte en Dubai,These ads ran without a disclaimer,≤100,1
103172148607721,les_confiseries,These ads ran without a disclaimer,≤100,1
157495378430305,SaadaahNews سعادة نيوز,These ads ran without a disclaimer,≤100,2
106882027720933,Ugreen_Us,These ads ran without a disclaimer,≤100,3
105324778563581,psych.dlal.autism,These ads ran without a disclaimer,≤100,4
104242895956113,خادمین اپلائی ویزا لا,These ads ran without a disclaimer,≤100,1
101304435646725,Элитная недвижимость в Москве,These ads ran without a disclaimer,≤100,9
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
466883470324350,المحامى / عيسى الشحى,These ads ran without a disclaimer,≤100,1
447358056013838,Sayari Labs,These ads ran without a disclaimer,≤100,2
146481695371146,"มูลนิธิเพื่อสุนัขในซอย, ประเทศไทย (Soi Dog - in Thai)",These ads ran without a disclaimer,≤100,3
123583879574832,Alisha Moopen,These ads ran without a disclaimer,≤100,1
105300402197172,Garb Al Deera Emirati Cuisine - مطعم غرب الديرة للمأكولات الإماراتية,These ads ran without a disclaimer,≤100,1
1557231747832291,afikra,These ads ran without a disclaimer,≤100,4
110732475284468,Ehsas program.com,These ads ran without a disclaimer,≤100,1
216926965005999,HKTDC Exhibition Channel 香港貿發局展覽頻道,These ads ran without a disclaimer,≤100,1
109501631856985,Gencestyle,These ads ran without a disclaimer,≤100,3
105301182313111,ajman_dreamcity_raealestate,These ads ran without a disclaimer,≤100,1
106875275519862,Morocco AM 2023,These ads ran without a disclaimer,≤100,1
108160854795574,Muhammad Mahboob Akhtar,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,47
106962328721125,Collins4God media,These ads ran without a disclaimer,≤100,1
105638195621256,Ofw All Over the world today,These ads ran without a disclaimer,≤100,1
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,5
103001792501902,M.G Cleaning services,These ads ran without a disclaimer,≤100,2
110177867131162,Ajman Houses,These ads ran without a disclaimer,≤100,1
100391772682280,أوداج للعطور,These ads ran without a disclaimer,≤100,1
107079421233040,Jacqueline S Chinwe,These ads ran without a disclaimer,≤100,1
104851392390170,devi_phoenix,These ads ran without a disclaimer,≤100,1
327314054532951,TalkingTofu,These ads ran without a disclaimer,≤100,1
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,3
109181540429847,LeBlanc Jewellery,These ads ran without a disclaimer,≤100,2
1186272821387920,Invest In Sharjah,These ads ran without a disclaimer,≤100,1
110398128589448,MOHAMMAD RUMAN,These ads ran without a disclaimer,≤100,1
11142310777,DuckDuckGo,These ads ran without a disclaimer,≤100,3
105550278980561,Hj.Irmayanty,These ads ran without a disclaimer,≤100,2
108807695846538,PressReader,These ads ran without a disclaimer,≤100,2
106387109006813,Ahmad Faijan,These ads ran without a disclaimer,≤100,2
107658511652378,rsma.ae,These ads ran without a disclaimer,≤100,1
108258998739587,I Did not know,These ads ran without a disclaimer,≤100,8
100857876030792,Adele UKraine,These ads ran without a disclaimer,≤100,2
127035630643593,World Vision Philippines,These ads ran without a disclaimer,≤100,2
655159287883514,Berlin Art Institute,These ads ran without a disclaimer,≤100,4
947141812042694,Egypt Energy Show - Egypes,These ads ran without a disclaimer,≤100,5
101907775761859,الشرق رياضة,These ads ran without a disclaimer,≤100,2
