Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
101156181537651,Comox Valley Division of Family Practice,These ads ran without a disclaimer,≤100,1
162671473745718,Christian Reformed Centre for Public Dialogue,Christian Reformed Church of North America,≤100,2
100163675198975,jenszenroom,These ads ran without a disclaimer,≤100,1
115008366553318,"Tommy Vallée, page publique",These ads ran without a disclaimer,≤100,2
2013822252277825,Edward Jones- Financial Advisor: Trish McNamee,These ads ran without a disclaimer,≤100,1
498804310297015,Osgoode Ward Business Association,These ads ran without a disclaimer,≤100,1
198464494340541,earthfriendlysarah,These ads ran without a disclaimer,≤100,1
101538068543583,aminagerba,These ads ran without a disclaimer,≤100,1
112863183916817,ravneet.photography,These ads ran without a disclaimer,≤100,1
635782416815341,Made You Look Watercolour Prints,Mark Adam Burnison,≤100,1
116962653015278,Allen yonan,These ads ran without a disclaimer,≤100,1
2065243350366404,La Riposte syndicale,La Riposte syndicale,≤100,1
109530258240717,Fashion Sphynx .•Bambino•Elf Cat•.,These ads ran without a disclaimer,≤100,1
105176254557373,william_amos_pontiac,These ads ran without a disclaimer,≤100,2
463313853713857,"Littleace-tennis , KIDZ TNNIS",These ads ran without a disclaimer,≤100,1
254803851727245,the girl with the maps,These ads ran without a disclaimer,≤100,2
287831065255757,Anastasia Noz,These ads ran without a disclaimer,≤100,2
102315091856540,skullman1976,These ads ran without a disclaimer,≤100,1
100316548602636,KidCo. Collective,These ads ran without a disclaimer,≤100,1
565129433976898,Tony Duong - IG Wealth Management,These ads ran without a disclaimer,≤100,1
318516364920209,Michel Poissant conseiller municipal - district de Vimont,These ads ran without a disclaimer,≤100,1
101247651990772,AB News Canada,These ads ran without a disclaimer,≤100,1
299458467149586,Carrefour aliénation parentale Québec,These ads ran without a disclaimer,≤100,1
1430212627195336,"Lisa Naylor, MLA for Wolseley",J Elisabeth Naylor,≤100,1
1640855376194818,"Société pour l'Antispécisme, le Véganisme et l'Écologie - saveudem",These ads ran without a disclaimer,≤100,1
101392578348680,Crime Ministers,These ads ran without a disclaimer,≤100,2
2007836742580508,Bunny Bombshell Cosplay,These ads ran without a disclaimer,≤100,6
103666034966709,Dandy DIY Projects,These ads ran without a disclaimer,≤100,2
101976582246962,thehouseofwittenberg,These ads ran without a disclaimer,≤100,1
930935927106380,Association of IMS Students - AIMSS,These ads ran without a disclaimer,≤100,1
100276821361589,Canada Powered by Women,These ads ran without a disclaimer,≤100,1
109260074821967,Simurgh,These ads ran without a disclaimer,≤100,10
103910138862185,Per Ankh Project,These ads ran without a disclaimer,≤100,1
247159645351083,NODUS LABS - Network Analysis and Visualization,These ads ran without a disclaimer,≤100,6
9841548682,Telfer School of Management / École de gestion Telfer - uOttawa,These ads ran without a disclaimer,≤100,1
106876394266235,Pedoramt,These ads ran without a disclaimer,≤100,1
100477977979257,Sustainable.Travels,These ads ran without a disclaimer,≤100,1
228016100623098,Maelle Cabarrus -  ALaFolie,These ads ran without a disclaimer,≤100,1
498775223636895,Miraxess,These ads ran without a disclaimer,≤100,1
103921358417980,Reforest'Africa,These ads ran without a disclaimer,≤100,41
581521652328197,Midnight 00.00,These ads ran without a disclaimer,≤100,2
111135411731106,Rachel Stack,Rachel Elizabeth Stack,≤100,1
105997765486768,GreenCogs Sustainability,These ads ran without a disclaimer,≤100,2
2069566859941977,Time and History,These ads ran without a disclaimer,≤100,1
111506931751489,roamconmigo,These ads ran without a disclaimer,≤100,3
106325114803475,world.archive0,These ads ran without a disclaimer,≤100,1
105711922236062,SEEDS collectives,These ads ran without a disclaimer,≤100,1
414352702693779,Helen Conway Ottenheimer,These ads ran without a disclaimer,≤100,2
1338478866252254,IAP2 - BC & Yukon Chapter,Kevin Reece Shipalesky,≤100,1
2045293532348692,Cathy Lepage,These ads ran without a disclaimer,≤100,1
353039654402,ICI Mauricie Centre-du-Québec,These ads ran without a disclaimer,≤100,9
102790732099677,canada_mohajerrr,These ads ran without a disclaimer,≤100,1
132728760667716,Christine Hogarth,These ads ran without a disclaimer,≤100,2
1541702139193074,Baydjob,Jean Kindar Bury,≤100,4
754742591397482,Star Daughter Woman,These ads ran without a disclaimer,≤100,3
1228515700561640,Tonik,These ads ran without a disclaimer,≤100,1
1722247484756949,Chenla Children's Healthcare,These ads ran without a disclaimer,≤100,3
100358274998406,Galaxy Cove,These ads ran without a disclaimer,≤100,1
655064474520243,Parti Québécois Nicolet-Bécancour,These ads ran without a disclaimer,≤100,3
110499581259793,Plant Based Treaty,These ads ran without a disclaimer,≤100,2
211679169203925,Lakewood Appraisal Services,These ads ran without a disclaimer,≤100,1
519186928221952,Department of Irgoon and Israelis Abroad - WZO,These ads ran without a disclaimer,≤100,1
448922725577700,The Great North,The Great North,≤100,6
1464367597111576,L'Esprit libre,These ads ran without a disclaimer,≤100,2
177173318976186,"British High Commission, Ottawa",These ads ran without a disclaimer,≤100,1
1824349487859307,Kinga Surma,These ads ran without a disclaimer,≤100,1
109875350750113,Wooden Warrior,These ads ran without a disclaimer,≤100,1
154791497926643,The McMillan Mortgage Group - Mortgage Agents,These ads ran without a disclaimer,≤100,3
113695813362563,Bring Ben Home,These ads ran without a disclaimer,≤100,1
100570701634594,Canadian Politics Is Boring,These ads ran without a disclaimer,≤100,1
111191660516269,paigis0n,These ads ran without a disclaimer,≤100,1
1409446755869922,Boss Babe Lashes Official,These ads ran without a disclaimer,≤100,4
109174061400799,EDDY 2021,These ads ran without a disclaimer,≤100,1
101213454882177,Alzheimer's Children,These ads ran without a disclaimer,≤100,1
286294718549,HipHopFranco.com,These ads ran without a disclaimer,≤100,2
580432245699497,BrainBox AI,These ads ran without a disclaimer,≤100,1
269948376383248,The Brides' Project,These ads ran without a disclaimer,≤100,1
377612392332609,Living Canvas Tattoo,These ads ran without a disclaimer,≤100,1
284099955259358,Edward Jones Financial Advisor: Marc Nutford,These ads ran without a disclaimer,≤100,1
171011123444754,Regina Crime Stoppers,These ads ran without a disclaimer,≤100,1
334755816677159,Esra İnal,These ads ran without a disclaimer,≤100,1
170358669676814,MAXQDA,These ads ran without a disclaimer,≤100,2
571524949724696,Jefferson County Progressive Democratic Coalition,These ads ran without a disclaimer,≤100,1
106905648956080,Mokx Professional Services Ltd.,These ads ran without a disclaimer,≤100,1
414084529036426,SweetdealGta.com,These ads ran without a disclaimer,≤100,3
104307281676882,Angela McIntyre Move 4 Ward - Calgary,McIntyre Ward 4,≤100,1
103004588199561,Sport Store,These ads ran without a disclaimer,≤100,3
100439172340071,Chickenontherun.northbay,These ads ran without a disclaimer,≤100,1
109142924157388,Your West Central Voice,These ads ran without a disclaimer,≤100,2
310617966314658,Decoding Dyslexia Alberta,These ads ran without a disclaimer,≤100,1
299583636782215,Fredericton Community Foundation,These ads ran without a disclaimer,≤100,1
875530139185849,Hiroshima/Nagasaki Day Coalition - HNDC,These ads ran without a disclaimer,≤100,3
101262815164057,Appui à GNL,These ads ran without a disclaimer,≤100,2
517079271743012,Donorbox,These ads ran without a disclaimer,≤100,1
103314051779459,Round Table Discussion on Housing / Table ronde sur le logement,These ads ran without a disclaimer,≤100,3
405833806225629,Thunder Bay CEDC,These ads ran without a disclaimer,≤100,4
339035346552916,Unity For Equality,These ads ran without a disclaimer,≤100,12
178624455510672,Don Komarechka Photography,These ads ran without a disclaimer,≤100,3
22153056161,Ryerson University Alumni,These ads ran without a disclaimer,≤100,1
104390297698861,Charm & Teyah Digital Marketing,These ads ran without a disclaimer,≤100,1
104818481348811,seekingthesummits,These ads ran without a disclaimer,≤100,1
102578995944522,Michelle Arseneault for DDSB Trustee,Opportunities Now Inc.,≤100,1
235597449861947,British Asian Christian Association,These ads ran without a disclaimer,≤100,13
108446887277869,Karenfatima,These ads ran without a disclaimer,≤100,1
1472691852994659,"Hulabelle Swimwear, LLC",These ads ran without a disclaimer,≤100,2
108573908467804,Peacecopters,These ads ran without a disclaimer,≤100,4
100984987929724,Zone Abitibi,These ads ran without a disclaimer,≤100,1
367371850049621,"Pierre François Ouellette art contemporain, Montréal",These ads ran without a disclaimer,≤100,1
106939524683041,"Vic Lawlor, PC - Virginia Waters-Pleasantville",These ads ran without a disclaimer,≤100,3
155097092254,SciStarter,These ads ran without a disclaimer,≤100,1
166112084369,Casa Dorada Los Cabos Resort & Spa,These ads ran without a disclaimer,≤100,2
151909181514376,Juste pour rire Spectacles,These ads ran without a disclaimer,≤100,1
112886791182748,therestlessedge,These ads ran without a disclaimer,≤100,1
268443713183993,Région de L'Érable,These ads ran without a disclaimer,≤100,2
1521831464757618,Town of Sidney,These ads ran without a disclaimer,≤100,2
109196958271529,Contacts: Une étape à la fois,Centre de Justice de Proximité,≤100,1
148608295202882,Social Media Is Not Simple,These ads ran without a disclaimer,≤100,1
208810362481371,TEDxMontréal,These ads ran without a disclaimer,≤100,3
110214281463293,New Trend Apparel,Jay Jacob Hesse,≤100,1
132814335928,Eco Eyewear,These ads ran without a disclaimer,≤100,3
101646528675327,forcejeunesse,These ads ran without a disclaimer,≤100,1
132314743507119,Viviane Audet,These ads ran without a disclaimer,≤100,2
110215183850252,Moda Circolare - Sustainable Fashion Consulting Agency,These ads ran without a disclaimer,≤100,4
106050052227959,Val Johnson for SD23,Frithjof Petscheleit,≤100,1
1382948302030313,Social Planning Council of Winnipeg,These ads ran without a disclaimer,≤100,2
356732784921813,The Laurence Adams Network,These ads ran without a disclaimer,≤100,1
129999601835,Golden Gate University School of Law,These ads ran without a disclaimer,≤100,1
1850489121669070,Hobbii,These ads ran without a disclaimer,≤100,3
102833292110997,Lyndsay Montina for Mayor,Lyndsay Nicholle Montina,≤100,1
106599041733688,Prism,These ads ran without a disclaimer,≤100,1
1570329846611079,Joëlle Boutin - Coalition Avenir Québec,These ads ran without a disclaimer,≤100,1
101687308104356,Paarth Mittal 4 UVSS Director-At-Large,These ads ran without a disclaimer,≤100,4
1580746035533280,Terry Sheehan,These ads ran without a disclaimer,≤100,2
105495001900142,Hold The Line,These ads ran without a disclaimer,≤100,1
677023472365981,Only Clean Air: Helping to End Wood Smoke Pollution,These ads ran without a disclaimer,≤100,1
110621080316578,KT Equine,These ads ran without a disclaimer,≤100,1
1425510607677138,"বাংলাদেশ জাতীয়তাবাদী দল, কানাডা",These ads ran without a disclaimer,≤100,1
608177042698349,Love Runs,These ads ran without a disclaimer,≤100,1
173906312660532,The Rabbi Sacks Legacy,These ads ran without a disclaimer,≤100,1
106856151000638,Cancelled,These ads ran without a disclaimer,≤100,1
2208901302771833,Axé WorldFest,These ads ran without a disclaimer,≤100,1
117421536336456,One Race,These ads ran without a disclaimer,≤100,1
101023005000394,kerrys_beauty_bar,These ads ran without a disclaimer,≤100,2
2374191249277611,Income Security Peterborough,Amanda Sue Sterling,≤100,1
113412983405647,Canadian College of Technology and Business,These ads ran without a disclaimer,≤100,2
382960448846883,Umair Shaikh,These ads ran without a disclaimer,≤100,1
167873824012557,Oceanus,These ads ran without a disclaimer,≤100,5
276273182383874,Le Filon,These ads ran without a disclaimer,≤100,1
156174534743674,"IIYT Leadership & Team Training, Events & Consulting",These ads ran without a disclaimer,≤100,1
107248490954323,Bloodstockauction USA,These ads ran without a disclaimer,≤100,1
639714859528470,SWS Training & Consulting Inc.,These ads ran without a disclaimer,≤100,1
288867461152014,Fergusson Foundation,These ads ran without a disclaimer,≤100,1
735529586816374,Chokecherry Studios,These ads ran without a disclaimer,≤100,1
110308365233018,flowerware_,These ads ran without a disclaimer,≤100,3
101917177856619,Seaven.Seas,These ads ran without a disclaimer,≤100,1
104084981409830,Régime d'épargne étude et plus,These ads ran without a disclaimer,≤100,1
110660604910940,mothers4mentalhealthcarereform,These ads ran without a disclaimer,≤100,3
100253232572563,Faire carrière à l'UQAT,These ads ran without a disclaimer,≤100,2
105501982082307,Copyrace,These ads ran without a disclaimer,≤100,24
100409555702047,Charles Sue.Wah.Sing,These ads ran without a disclaimer,≤100,1
270868859956052,SEIZE - Solidarity Economy Incubation,These ads ran without a disclaimer,≤100,1
101322311831498,Opportunity for Everyone by Momsh Kristine,These ads ran without a disclaimer,≤100,1
1928146224155843,Karen Leone Designs,These ads ran without a disclaimer,≤100,1
808953902631700,Edward Friedman,Edward Friedman,≤100,1
8008233823,Concrete MOB,These ads ran without a disclaimer,≤100,1
327938434455798,Jodi Bernard - Century 21 Northumberland Realty,These ads ran without a disclaimer,≤100,1
231385230282784,Conseil de la Communauté noire de Gatineau (CCNG),These ads ran without a disclaimer,≤100,2
1550313361912803,Ellefsen,These ads ran without a disclaimer,≤100,1
100778874922430,Maragos Legal Services,These ads ran without a disclaimer,≤100,1
124653311060382,"Quartier de l'innovation, Montréal",These ads ran without a disclaimer,≤100,1
135312890499658,Commémoration citoyenne de l'attentat de la Grande Mosquée de Québec,Jacquelyn Smith,≤100,1
643692628978387,Доктор Сергей Обложко,These ads ran without a disclaimer,≤100,11
106167002165607,Leading Media,These ads ran without a disclaimer,≤100,1
457989087617669,Action for Dolphins,These ads ran without a disclaimer,≤100,6
104643734252506,TheBye,These ads ran without a disclaimer,≤100,1
551619998619010,rhythmandtreats,These ads ran without a disclaimer,≤100,2
107794078023949,Animals 101,These ads ran without a disclaimer,≤100,3
605236759681970,Trending Shop,These ads ran without a disclaimer,≤100,1
235621323769873,Books by NS Scholl,These ads ran without a disclaimer,≤100,1
927809933968663,The China Project,These ads ran without a disclaimer,≤100,20
204668306603197,"Joule, A CMA company",These ads ran without a disclaimer,≤100,1
2377331262538853,Généreuse Simplicité,These ads ran without a disclaimer,≤100,1
1534248353340554,Augustine Centre,These ads ran without a disclaimer,≤100,1
269887159286,Yukon Film Society,Elyc Sa,≤100,2
103119032228610,_.treyfadez._,These ads ran without a disclaimer,≤100,1
1716010855136017,Reimagine Ottawa,These ads ran without a disclaimer,≤100,2
191729048242,Santé Group HealthCare,These ads ran without a disclaimer,≤100,1
699698390432955,Page Couturière France Beauregard,These ads ran without a disclaimer,≤100,1
601314600063506,StoryMatters,These ads ran without a disclaimer,≤100,4
110021857165408,Cole Boland - Cambridge,These ads ran without a disclaimer,≤100,1
102925141791611,TR,These ads ran without a disclaimer,≤100,1
1973379716315791,The Woodstock School of Dance and Yoga Inc.,These ads ran without a disclaimer,≤100,1
109853514187094,excavatorblog,These ads ran without a disclaimer,≤100,3
1990880717882519,The China Current,These ads ran without a disclaimer,≤100,9
647659301966428,Alohas,These ads ran without a disclaimer,≤100,1
64676229680,Ayn Rand Institute,These ads ran without a disclaimer,≤100,3
839053549495368,Town of Smiths Falls,These ads ran without a disclaimer,≤100,1
163765960337527,Wishtrend,These ads ran without a disclaimer,≤100,2
167935087349,AISES,These ads ran without a disclaimer,≤100,5
233398473417657,True Torah Jews,These ads ran without a disclaimer,≤100,1
100586201896998,Decarb Connect,These ads ran without a disclaimer,≤100,2
121469287916474,CIDAL - Corporation d'innovation & développement Alma Lac Saint Jean Est,These ads ran without a disclaimer,≤100,1
300391750100257,Eagle Feather News,These ads ran without a disclaimer,≤100,4
106098217593284,Simon Weresch Ward 7,These ads ran without a disclaimer,≤100,1
677648348915164,Jean-François LeBlanc Conseiller Municipal Lac-Beauchamp Ville de Gatineau,These ads ran without a disclaimer,≤100,1
414858950050,Conservation Council of New Brunswick,These ads ran without a disclaimer,≤100,2
389481474491627,Mountain Life,These ads ran without a disclaimer,≤100,4
1050703015026693,Pleins Écrans,These ads ran without a disclaimer,≤100,2
460242340769788,Jenny Lorant,These ads ran without a disclaimer,≤100,2
189279284457640,Aurora Cultural Centre,These ads ran without a disclaimer,≤100,1
46252262617,Jersey Canada,These ads ran without a disclaimer,≤100,1
166365983458347,Fédération du personnel professionnel des collèges - FPPC,These ads ran without a disclaimer,≤100,2
111440088949968,"CBTU Ontario, Canada",These ads ran without a disclaimer,≤100,2
249726721764557,Continuum,These ads ran without a disclaimer,≤100,8
106574707639893,Surviving Corona,These ads ran without a disclaimer,≤100,2
1600670863508019,Renkuosi Lietuvą,These ads ran without a disclaimer,≤100,4
102362581891545,Vote/Votez Adin Chan for/pour AUS President,These ads ran without a disclaimer,≤100,1
115544663174885,JZ Media Agency,These ads ran without a disclaimer,≤100,2
321385468783399,"Christian St-Pierre, consultant marketing digital",These ads ran without a disclaimer,≤100,1
500317814043000,Spike & Toody,These ads ran without a disclaimer,≤100,1
317198048753630,Phil Houle-Gregg for Council,PHILIP ARTHUR M. HOULE,≤100,4
809168492792294,PPC Shefford,These ads ran without a disclaimer,≤100,1
224073394729672,Emmanuella Lambropoulos,These ads ran without a disclaimer,≤100,1
103710914794193,Couvercle,These ads ran without a disclaimer,≤100,4
104572241326753,Provest financial加拿大投資理財,These ads ran without a disclaimer,≤100,2
104092111547616,LMRT Immigration Persian,These ads ran without a disclaimer,≤100,2
116149733623536,Sofastoche - France,These ads ran without a disclaimer,≤100,9
473736140104995,Fire Guard,These ads ran without a disclaimer,≤100,1
114297628648462,Young Spirit Singers,These ads ran without a disclaimer,≤100,1
109089611733257,BCRC Justice Égale,These ads ran without a disclaimer,≤100,2
2169562756643051,France tv nature,These ads ran without a disclaimer,≤100,2
102619508702386,Star Royalties,These ads ran without a disclaimer,≤100,3
417113985102106,Lisa-Marie Wilson Barrie-Innisfil Federal Liberal Candidate,These ads ran without a disclaimer,≤100,1
1989812514586502,OFWCA - CNL Radioactive Waste Watch,These ads ran without a disclaimer,≤100,2
104732917738821,Too Deep 2020,These ads ran without a disclaimer,≤100,1
214958891882959,MSA McGill,These ads ran without a disclaimer,≤100,1
105427505643562,ex0self,These ads ran without a disclaimer,≤100,1
111584743722343,Canadian Ridesharing,These ads ran without a disclaimer,≤100,1
103574778765926,Cody Demerais For Métis Youth President,Cody Landon Demerais,≤100,1
2143679505703389,Freedom Conservative Party of Alberta,These ads ran without a disclaimer,≤100,1
112040273679608,Monasia - Association d’initiatives ESG entre l'Asie et Monaco,These ads ran without a disclaimer,≤100,5
1567391100218268,Justin Loncaric Realtor,These ads ran without a disclaimer,≤100,1
659851014046654,CTVM.info,These ads ran without a disclaimer,≤100,2
103287848125481,Ville de Montmagny,These ads ran without a disclaimer,≤100,2
316132565114345,Mode Choc,These ads ran without a disclaimer,≤100,1
106725257354198,Michael McMullen,These ads ran without a disclaimer,≤100,3
328973033854349,St. Mary Our Lady of the Seven Sorrows Roman Catholic Church,These ads ran without a disclaimer,≤100,1
130647387016166,COCDMO,These ads ran without a disclaimer,≤100,1
1809499899271893,Du học - Định Cư ACA,These ads ran without a disclaimer,≤100,2
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,≤100,2
110075781920121,Educate Punjab Project NGO,These ads ran without a disclaimer,≤100,4
721428084660038,Canadian College of Performing Arts,These ads ran without a disclaimer,≤100,2
1615062012090289,Saskatoon Open Door Society,These ads ran without a disclaimer,≤100,2
105131101205061,Église Sainte-Claire,These ads ran without a disclaimer,≤100,1
111069041670634,Pastry-beer.skyline,These ads ran without a disclaimer,≤100,9
108277707316082,Sack Scheer,Sack Scheer,≤100,3
503846836395194,Upper Nicola Band,These ads ran without a disclaimer,≤100,1
105342005127517,Candyress.ins,These ads ran without a disclaimer,≤100,9
1192020547491433,Altitude ressources humaines inc.,These ads ran without a disclaimer,≤100,1
104678127918205,Artwrk,These ads ran without a disclaimer,≤100,1
106991067611697,Livstrong,These ads ran without a disclaimer,≤100,1
318948695332130,Coolina USA,These ads ran without a disclaimer,≤100,1
222926358043423,All Things Bakelite,These ads ran without a disclaimer,≤100,2
112380540158024,SaintSauveur.ca,These ads ran without a disclaimer,≤100,1
475020935982293,Museums of Mississauga,These ads ran without a disclaimer,≤100,1
113320894349112,Tyler Oxford Real Estate,These ads ran without a disclaimer,≤100,1
206899223569246,Alpha Trip Centre,These ads ran without a disclaimer,≤100,1
107726931747049,Dino read,These ads ran without a disclaimer,≤100,4
288386101188929,Quebec Anglophone Heritage Network - QAHN,These ads ran without a disclaimer,≤100,2
102066058561135,Better Moo - d,These ads ran without a disclaimer,≤100,1
159178977466697,PEI Coalition for Women in Government,These ads ran without a disclaimer,≤100,1
113262940633687,Klinic Community Health,These ads ran without a disclaimer,≤100,2
100968385002042,Lifestyle & Covid-19,These ads ran without a disclaimer,≤100,2
109892771318041,Vastatum,These ads ran without a disclaimer,≤100,1
104242204750257,Lasclay,These ads ran without a disclaimer,≤100,3
144324642670371,Connection Lab,These ads ran without a disclaimer,≤100,1
676390669042001,SAGE Event Management,These ads ran without a disclaimer,≤100,6
110166224105801,Black Life Peace,Skylar Brian Linden,≤100,1
104535625764072,coachroshchak,These ads ran without a disclaimer,≤100,1
100975188376585,Coconut Legacy,These ads ran without a disclaimer,≤100,1
754567207914745,Tiffany Ford,Tiffany Ford,≤100,2
103350921127169,Vashikaran specialist in Canada and usa +919646904000,These ads ran without a disclaimer,≤100,3
428823931037192,Navjit Kaur,These ads ran without a disclaimer,≤100,2
138754069542966,Gunn's Hill Artisan Cheese,These ads ran without a disclaimer,≤100,2
130234743817695,"Michelle Stilwell, Parksville-Qualicum",These ads ran without a disclaimer,≤100,1
237556236283746,Nile Academy,These ads ran without a disclaimer,≤100,6
135666612320,CPAR (Canadian Physicians for Aid & Relief),These ads ran without a disclaimer,≤100,1
482163068652620,Doreen Assaad - Mairesse de Brossard,These ads ran without a disclaimer,≤100,2
500085197128957,Free West Papua Campaign,These ads ran without a disclaimer,≤100,2
110980938319091,HighRise Broker,These ads ran without a disclaimer,≤100,1
1441433225868911,Millwright Local 2309,These ads ran without a disclaimer,≤100,1
105872827942735,katapultmaps,These ads ran without a disclaimer,≤100,1
141339359225818,李毓芬 Tia Lee,These ads ran without a disclaimer,≤100,5
109756521981037,todayinhistory99,These ads ran without a disclaimer,≤100,3
172762059773311,Cudoo,These ads ran without a disclaimer,≤100,2
106700648906304,centre_a,These ads ran without a disclaimer,≤100,1
102106051663225,Evan Jolicoeur,These ads ran without a disclaimer,≤100,2
1024918337658881,Carte blanche,These ads ran without a disclaimer,≤100,1
103010738176620,silenceiscompliance.inc,These ads ran without a disclaimer,≤100,1
110119109055867,UBC Sustainability,These ads ran without a disclaimer,≤100,2
102222958744638,Femade,These ads ran without a disclaimer,≤100,2
105704457775032,Corie Rempel,These ads ran without a disclaimer,≤100,1
103014138665398,stonewallcanada,These ads ran without a disclaimer,≤100,3
106476387848150,Horror Movies Fan,These ads ran without a disclaimer,≤100,4
182194628477512,Meniga,These ads ran without a disclaimer,≤100,1
497496816954622,Arizona For Canadians,These ads ran without a disclaimer,≤100,1
1546117845692416,École hôtelière de la Montérégie,These ads ran without a disclaimer,≤100,1
101960628432088,"Elvis Loveless, Liberal Candidate for Fortune Bay-Cape La Hune",These ads ran without a disclaimer,≤100,1
108216198241949,Dr-ea-me DN1,These ads ran without a disclaimer,≤100,9
6806611165,LetsStopAIDS,These ads ran without a disclaimer,≤100,1
148754208475896,Agence Science-Presse,These ads ran without a disclaimer,≤100,1
1964018223706974,Simon-Pierre Savard-Tremblay député de Saint-Hyacinthe—Bagot,These ads ran without a disclaimer,≤100,4
184375128268079,Kamloops Elizabeth Fry Society,These ads ran without a disclaimer,≤100,1
1606310356050047,Co-op Refinery Complex,These ads ran without a disclaimer,≤100,1
131529136925512,Service Intégration Travail Outaouais (SITO),These ads ran without a disclaimer,≤100,2
101777176194548,Vincent P. Auguste,These ads ran without a disclaimer,≤100,4
2015745298661416,Millie,These ads ran without a disclaimer,≤100,1
248762845178912,Leading Edge Promo,These ads ran without a disclaimer,≤100,1
104877107534691,Kathleen Dixon for Vancouver Quadra,These ads ran without a disclaimer,≤100,1
102879217862653,Elect Jeff McNeil District 11 Archived for Educational purposes,Jeff McNeil,≤100,3
124762687698460,Semaine rimouskoise de l'environnement,These ads ran without a disclaimer,≤100,2
107955561239316,ReadyMan Basics,These ads ran without a disclaimer,≤100,1
109793387066987,Music at Christ Church Cathedral Victoria,These ads ran without a disclaimer,≤100,1
1086798584743791,Nav Shahram Vancouver Real Estate Specialist,These ads ran without a disclaimer,≤100,3
1138243612983820,Awake Dreamers,These ads ran without a disclaimer,≤100,2
527598077577728,YourForest Podcast,These ads ran without a disclaimer,≤100,2
191018791070558,Copper Branch,These ads ran without a disclaimer,≤100,1
1843305165956056,Karabas.ca,These ads ran without a disclaimer,≤100,1
106067235408602,saiyacounselling,These ads ran without a disclaimer,≤100,3
206329726880,Netwrix,These ads ran without a disclaimer,≤100,3
118339324905728,Josef Rakich Fitness,These ads ran without a disclaimer,≤100,4
652549885172370,Baraa Barazi,These ads ran without a disclaimer,≤100,1
126863034178538,COBAMIL,These ads ran without a disclaimer,≤100,2
1609396212648439,Women in Dance,These ads ran without a disclaimer,≤100,2
759181330814520,Paulina Zaborska,These ads ran without a disclaimer,≤100,1
112146517211718,The6sideprojects,These ads ran without a disclaimer,≤100,2
102162209049464,Syker Systems,These ads ran without a disclaimer,≤100,1
101499617870753,Angus Oliver Luxury Sheepskins,These ads ran without a disclaimer,≤100,2
379678955862120,Christina Mitas,These ads ran without a disclaimer,≤100,1
2112802792170682,Connexion-U,These ads ran without a disclaimer,≤100,2
103993434950493,LabZenn,These ads ran without a disclaimer,≤100,1
1632500200400611,Enuf,These ads ran without a disclaimer,≤100,1
106561437610616,Sebastian Franco-Monroy for Director of Events 2020,Marshall Scott-Bigsby,≤100,2
100120888294705,Leficomp,These ads ran without a disclaimer,≤100,1
129820748367,Cégep de Valleyfield,These ads ran without a disclaimer,≤100,1
236215959845047,ABL Immigration,These ads ran without a disclaimer,≤100,2
296844557030145,Juan Carlos Castro,These ads ran without a disclaimer,≤100,1
145680975500121,A Little Luxury Gifts & Hampers Australia,These ads ran without a disclaimer,≤100,5
206394616451896,Créneau Écoconstruction,These ads ran without a disclaimer,≤100,1
108156914009266,bforbusiness2,These ads ran without a disclaimer,≤100,3
102661621621881,art.engrave,These ads ran without a disclaimer,≤100,2
1998473577142454,Walmart Canada,These ads ran without a disclaimer,≤100,2
105508594550061,Remove the John A Macdonald Monument from Main Street Picton,These ads ran without a disclaimer,≤100,1
107355622098650,Acel Power.,These ads ran without a disclaimer,≤100,1
103453942450097,ISMI Montreal,These ads ran without a disclaimer,≤100,1
543398805714981,Pierre Lemieux,Official Agent for the Glengarry-Prescott-Russell Conservative EDA,≤100,1
1740598842857447,Studio 49,These ads ran without a disclaimer,≤100,1
607355066343841,K 3: Tracie O'Neil Horton,These ads ran without a disclaimer,≤100,5
99264574258,North York Women's Centre (NYWC),These ads ran without a disclaimer,≤100,2
448352875349385,Le Centre d’information juridique de l'Ontario - Legal Information Centre,These ads ran without a disclaimer,≤100,1
112564806860826,Wildflower Bee Farm,These ads ran without a disclaimer,≤100,1
139813746641,MacEwan University,These ads ran without a disclaimer,≤100,1
305791349525243,CDR Outaouais-Laurentides,These ads ran without a disclaimer,≤100,1
105524931037527,Heroic Rhino,These ads ran without a disclaimer,≤100,2
293563311131483,K1 Speed Canada,These ads ran without a disclaimer,≤100,1
1453189391595583,The Roll A Hippo Foundation,These ads ran without a disclaimer,≤100,1
111115013811274,Simplicibynichole,These ads ran without a disclaimer,≤100,1
1532309590375841,GoPure Skin Care,These ads ran without a disclaimer,≤100,1
104338884738869,Ipagnola LLC,These ads ran without a disclaimer,≤100,3
2283477865220524,Ian Martin Workforce,These ads ran without a disclaimer,≤100,1
252400514882743,Akira Auger Art,These ads ran without a disclaimer,≤100,1
1940052606309667,Kelly Mosser Podcast Media Strategist,These ads ran without a disclaimer,≤100,4
148478388627199,ATI AirTest Technologies,These ads ran without a disclaimer,≤100,1
231495627530496,GFN Productions,These ads ran without a disclaimer,≤100,1
168979243123643,Greenrock at Village Green,These ads ran without a disclaimer,≤100,2
101437562684102,Vote Lux Burgess for WRDSB Trustee,Andrew Luxon Burgess,≤100,1
2187826544628681,"American Tax Compliance, LLC",These ads ran without a disclaimer,≤100,1
