Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
106075478374380,Rafael Ortiz - Concejal 2021-2025,Arturo Raul Ortiz Erben,282258,8
167878593236712,UNICEF en español,These ads ran without a disclaimer,281894,13
114575858233744,Federico Campos LM Senador 15-4,Federico Campos LM Senador 15-4,280067,4
102897815479718,"JORGE Maldonado, concejal",Jorge Anibal Maldonado Aguero,280000,3
102556481201350,Carlín Sanabria,Soledad Bernal Simonelli,279993,2
1740379076237378,𝙂𝙀𝙍𝙈𝘼𝙉 𝙍𝙊𝙅𝘼𝙎,These ads ran without a disclaimer,279670,7
111799054893201,Ramón Salvioni,Silvana Beatriz Arevalos Piñarez,279309,14
103310184904370,Riki Mendoza,Mendoza Ricardo,278055,5
107874651510540,Victor Niella,Alfredo Raúl Merino Ávalos,277434,13
103247401860640,Sheila Concejal,Sheila Marizza Coronel Gomez,277078,7
478553825859623,Berni Villalba Intendente 2021,Edith Claudelina Martinez Mendez,276777,3
103422905337202,Laura Gamarra Concejal,Daniel Eugenio Trinidad Jara,276551,4
100325872341109,Roquito Olmedo,Fabio Roque Zaracho Pereira,276077,12
110561704867713,Miguel Castillo,These ads ran without a disclaimer,275815,3
105955799459700,Comité Descubra Brasil en Paraguay,These ads ran without a disclaimer,275163,1
104626191238665,Difundamos la verdad en Paraguay,These ads ran without a disclaimer,273576,1
124476131441330,Partido Hagamos,These ads ran without a disclaimer,273260,3
106983891952270,Deep Wallpaper-wei316,These ads ran without a disclaimer,272701,2
114875805837708,Pedro Agustín Ferreira Estigarribia,These ads ran without a disclaimer,271470,2
106911661437889,Carlos Gamarra - Oficial,Luis Carlos Velazquez Gamarra,271314,7
108403464736770,Edgar Acosta,Edgar Severiano Acosta Martinez,270654,7
1381168715533770,Paola Gaete - Concejal Lambaré  2021,Mario Ortega,270000,5
100877468832740,Luis Alder -  Concejal,Yamil Omar Gimenez,269999,5
597844650359666,Festival de Cine Lesbigaytrans,Aireana Grupo por los derechos de las lesbianas,269992,3
103392365819877,vidal_fernandez1,These ads ran without a disclaimer,269985,3
101449075164047,Elvina Intendente 2021 - 2025,Jose Antonio Rios Maldonado,269107,6
442917359110926,Seccional 18,Fernando Adrian Lopez Caballero,267922,6
101656099352587,Nilza Centurión Concejal x Central,Marcos Eusebio Meza González,267853,5
284038728365457,Alcides Samudio Cuevas,Alcides Samudio Cuevas,267285,12
217328148281564,Tierraviva a los Pueblos Indígenas del Chaco,Tierraviva,267266,6
1206201289505240,Dina Zaragoza,Guillermo Sebastián Cabrera,266794,12
102273645308882,Danny Trader,These ads ran without a disclaimer,266649,8
109490458518494,Ariel Franco,Ariel Franco,266068,12
103481838323045,Hugui Zichner Intendente,Victor Johani Alvarez Duarte,265947,4
105084148522447,"Municipalidad de San Cosme y San Damián, Administración Prof. Pablo Cabrera",InnovacionSosa,265767,8
687960531288184,Carlos Morel G,Carlos Adolfo Morel Gadea,265454,4
100588788587363,Fernando Ramírez,Fernando Luis Ramirez Gonzales,264212,10
106571872244971,Hugo Jiménez,Hugo Jiménez,264010,3
137185798532779,Víctor Cáceres 2021,Victor David Caceres Noguera,263769,6
565108056966122,Curiosity Stream,These ads ran without a disclaimer,261842,32
223736477748415,Derlis Larroza,Derlis Humberto Larroza Lopez,260847,2
908858595902245,Ing. Miguel Gómez,Dizaga,260595,6
107833595148374,Diputado José Rodríguez 2023 - 2028,José Rodríguez,260225,2
2048127242128313,José Espinoza Intendente Municipal,Samara Olinski Martini,260107,19
116874201329675,Jorge Galeano Senador 2023,Leticia Galeano Rodriguez,260039,7
100353925544688,Oscar Bobadilla Báez,Oscar Fernando Bobadilla Baez,259773,11
101498795974182,Alfredo Molinas,Luis Orlando Arce Fretes,259095,2
108701631270827,Rubén González,Ruben Rodolfo Gonzalez Gonzalez,258602,9
730014737178902,Carlos Ruiz Maciel,These ads ran without a disclaimer,258386,3
109969347205369,Nathalia Fretes Mercado,These ads ran without a disclaimer,258168,9
107297571636840,Joel Torres Souza,Jeremias Ramon Tadeo Da Silva Rojas,257930,5
656977504773013,Jakueke PY,These ads ran without a disclaimer,257481,5
110391984461681,Francisco Russo - Concejal de San Lorenzo,Francisco Russo,256972,1
109549034836418,Mariano Finestra Concejal,Silvana Beatriz Arevalos Piñarez,256000,9
100975932038932,Carol González-Concejal,Graciela Carolina Gonzalez Perez,255982,5
455228041179710,Codehupy,Codehupy,255930,2
111286427693657,Salvador Santacruz,Salvador Dejesus Santa Cruz Arambulo,255376,5
106440095014017,Dra.Maria Concepción Pane,Francisco Samuel Mellid Pane,255070,3
104181774966397,Jorge López,Jorge Gualberto Lopez Fernandez,255029,8
1631686950410539,Marta Raviolo,José Joaquim Fernandez Arzamendia,255000,5
2330280397223551,Ing. Elvio Enciso 2021,These ads ran without a disclaimer,254668,3
1655516401165621,Liz Rojas-Concejal Ñemby 2021,Norma Graciela Ávalos Lezcano,253608,5
112641680442221,José Jara,Jose Ramon Jara Recalde,253440,3
103771641731562,Carlos María Aquino T.,Carlos Maria Aquino Toledo,253440,6
102475506565219,Rolando Segovia-Páez,Rolando Segovia Páez,253422,4
1730630540553065,Curio,These ads ran without a disclaimer,252489,4
1608625919447826,Blanca Ovelar Senadora Nacional,Elecciones,251604,10
105264268511781,Lic. Lidio César Núñez 2021 - 2025,Assin Yamil Alvarenga Adlan,251370,4
184584456522418,ADS Paraguay,Claudio Dickel Cardozo,250175,7
104349688358332,Rosanna Rolón,Jessica Zavala Zalimben,250000,3
111514131760016,Julio Cabrera,Julio Cesar Cabrera Cabrera,249998,5
109487597854180,"Héctor Scholz ""Tío Neco""",Zulma Cristina Sosa Paredes,249995,6
1740566132872928,Antonela Gulino,Antonela Gulino,249964,5
102069159075837,Fabio Morales,Juan Roberto Villaverde Emategui,249757,5
594511160567719,UNFPA Paraguay,These ads ran without a disclaimer,248990,10
594511160567719,UNFPA Paraguay,Livia Mburucuyá Melgarejo Osorio,248488,5
272311513251585,Gladys Z. Cattebeke,Gladys Zunilda Cattebeke Servian,246357,9
104201681189518,mariepimpo,These ads ran without a disclaimer,246222,13
104607108441170,José Martinez Intendente CDE 2021- 2025,Silvino García Sotelo,246001,3
107607664569877,Cambio Republicano - Ña mopu'ã Caraguatay,These ads ran without a disclaimer,245873,4
103418014598055,Raúl Osnaghi,These ads ran without a disclaimer,245439,3
105659391664635,Eleuterio Céspedes Concejal,Rafael Antonio Báez Burguez,245343,3
1224355427639277,KTM Paraguay,These ads ran without a disclaimer,244746,3
323360187747688,País Solidario,Partido País Solidario,244716,3
110519067948636,Silvani Asilvera Concejal por Cordillera 2023,Rocío Cabañas,244376,7
104053087629116,SpyFinder Pro,These ads ran without a disclaimer,243672,1
100899746165808,"Derlis Maidana ""Comando Itapúa""",Ana Beatriz Sosa De Kaczuruk,243151,5
1212285345561100,Dra. Cynthia Ovando,Cynthia Teresa Ovando Alcaráz,242658,7
104671225087764,Elvira Fleitas,Saul Encina Yegros,241539,7
107981031330246,Profe Norma Intendente 2021,Maria Angelica Finestra Zaracho,241041,4
882011965178453,"Movimiento contra la violencia sexual hacia niñas, niños y adolescentes",Hugo Cesar Casco Galeano,240416,7
255852854856739,"Marco Augusto Ferreira, Autor",These ads ran without a disclaimer,240063,9
255852854856739,"Marco Augusto Ferreira, Autor",These ads ran without a disclaimer,240063,9
104212738133641,Dagoglianos,These ads ran without a disclaimer,240000,1
1641466279468337,Kambato Meza Diputado,Kambato Meza Diputado,239999,7
100783458709309,Edgar Martínez,Edgar Arnaldo Martinez Sanchez,239999,13
107892591960886,Lorena Barrios Concejal Departamental,Lorena Barrios,239757,3
109501977939660,"Oscar ""Cachito"" Reyes",Cesar Sotelo,239565,2
2213176982255676,Carlos Cáceres Ferreira,Carlos Caceres Ferreira,239292,3
106523488246868,Osvaldo Estigarribia Concejal Municipal 2021,Sirley Soledad Estigarribia Oliveira,239247,8
113828864913733,Carlos Escauriza,Carlos Escauriza,239203,1
388090517914968,Anne McTaggart for Clydebank & Milngavie,These ads ran without a disclaimer,238957,2
107851384828907,Ingeniero Eliodoro Marecos Concejal,Juan Ramon Marecos Dahlquist,238957,3
105199707946952,Crónicas del Caaguazú Noticias,Crónicas del Caaguazú Noticias,238949,4
104440518523500,Dina Cabañas,Partido de la Participación Ciudadana,238371,10
221829277840831,Luis Alberto Wagner,Luis Alberto Wagner,237145,2
505462589951808,Eduardo Florentin,These ads ran without a disclaimer,236511,6
109965323704607,"Juan ""Yango"" Espínola",PEDRO SANABRIA,235000,5
106263811462972,Autofix SRL,These ads ran without a disclaimer,233706,15
103469265177885,Cecilio Denis,Cecilio Medina Denis,233698,5
110042318505775,Zenaida La Senadora del Pueblo,Zenaida tú Senadora,233669,6
103419041661783,Profe Rota,Azuleta Estudio Creativo,233071,5
105696294700212,GuairaPress,GuairaPress,232199,13
107860488531638,David Cardozo,Adolfo David Cardozo,232107,9
104732024282312,Felix Campuzano - Ñemby,Norma Graciela Ávalos Lezcano,231615,9
100525492145633,Héctor Céspedes - Intendente,Fernando David Cardozo Bogado,230959,4
111855610290370,Christian Delbuono,These ads ran without a disclaimer,230548,6
479285342097950,AeroTime,These ads ran without a disclaimer,229761,13
147704927411355,Enrique Ferras,Felipe De Jesus Dominguez Sandoval,229590,13
109876951293023,Gunther Ehrenfried,Roberto Ricardo Ramirez Chaparro,229309,5
101396562641495,Diego Fernandez,Diego Fernández,229093,17
106734821722176,Salud Protegida Digitales,These ads ran without a disclaimer,228979,6
217754585663052,Movimiento Independiente Jóvenes por el Cambio,Anibal Ramon Bogado López,228976,3
328178537625772,Sergio Denis Rubinich,Sergio Denis Rubinich Coronel,227993,2
102819875307725,Matías Recalde,Jorge Matías Recalde Rodas,227384,6
1791982374362025,"Aireana, grupo por los derechos de las lesbianas",Aireana grupo por los derechos de las lesbianas,226971,3
1708011612774989,María Constancia Diputada,Virginia Lugo Silvero,225697,5
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,225397,13
1200472579981652,Cerveza Polar,These ads ran without a disclaimer,224475,2
973759732808932,Marito Rolón FDM,Mario Rolon Arevalos,224272,2
104550717766454,Frente Universitario de Alto Paraná,Pablo Daniel Bocca,223221,1
324941405046111,Gloría Sánchez Concejal 2021,Samara Olinski Martini,223026,12
1736728339727350,Sylvia Villalba,These ads ran without a disclaimer,222294,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,221067,3
111229034830671,Ing. Ramon Bogado 2023,These ads ran without a disclaimer,220500,2
101337619464712,Virginio Alvarenga,Virginio Alvarenga Valenzuela,219999,2
100787262207109,Nilsa Martinez-Vota Lista 31,Lucas Alvarenga Martinez,219964,3
129036137172305,Activa Group - Merchandising Paraguay,These ads ran without a disclaimer,219942,1
1368289846633212,Emilio Pavón-Diputado Nacional,Emilio Pavón Doldán,219904,5
101888488460094,Alberdi Crece - Victor Vázquez Intendente,Silvio Vazquez,219544,1
646122598841051,Zacarias GR Concejal Departamental 2023,Zacarias GR Concejal Departamental 2023,219211,8
103005139419910,Milciades Rolón - Concejal,Milciades Rolón - Concejal,218644,3
104226655226040,Revota,Revota,217234,2
1060865640590690,Pacto Global Paraguay,These ads ran without a disclaimer,217234,1
108950541383211,Wai Lee Chan Torres,Wai Lee Chan Torres  Concejal,217217,5
106622395371207,Rodney Ovelar,Wilson Armoa,216872,3
103923152034184,Johnny Caballero,Luis Alfonso Garcia Dominguez,216571,6
100718802707642,mauriespinolapy,These ads ran without a disclaimer,216003,5
111157821719874,Sonia Fleitas Senadora,Mister Co.,215442,2
216311481960,Bill Gates,These ads ran without a disclaimer,215355,17
103317335192199,Freddy Zeballos,Susana  Gabriela Britez Prieto,215153,6
101009135551092,Profe Sotelo - Concejal del Pueblo,Dario Enrique Alderete Báez,213795,5
82928774489,Panda Security,These ads ran without a disclaimer,212834,19
233654837608,La Crónica de Hoy,These ads ran without a disclaimer,212829,4
101623167971172,Diego Romero Diputado 2023,These ads ran without a disclaimer,212779,6
804997446264798,Chic Me,These ads ran without a disclaimer,212420,1
100486612607448,César Cardozo Diputado 2023. Itapúa.,Juan Gabriel Nuñez Caceres,211586,1
100218329504685,Javier Papo Saldivar,Silvana Beatriz Arevalos Piñarez,210990,12
103207518447025,Antonio Buzarquis Cáceres,These ads ran without a disclaimer,210989,4
104694559049063,Victoria Caballero,Francisca Victoria Caballero De Rojas,210905,3
316056528999754,Periodistas x el planeta,These ads ran without a disclaimer,210691,57
106687828348260,Pablito Santacruz,These ads ran without a disclaimer,210124,3
101757208638602,Carlos Alfonso,Fernando David Cardozo Bogado,210082,10
101974751957948,Luz Bella González - Concejal Municipal,Carlos Agustin Sanabria Garcete,210000,2
129783222666,Open English,These ads ran without a disclaimer,209993,3
150294649018041,Julia Murça,These ads ran without a disclaimer,209862,2
359307964420456,Terere Cómplice,These ads ran without a disclaimer,209373,7
185116848298293,Anahi Elizabeth,Anahi Elizabeth Troche Olmedo,209348,5
101744441970475,Jadiyi Lista 31,Jonathan Gómez,209030,5
100892224745967,Félix Ramos Intendente,Félix Ramos Florentin,209000,9
101246291435128,Nathalia Benítez - Concejal Departamental,Viviano Baez Gonzalez,208136,20
103242658572385,Diego Rotela Concejal,Diego David Rotelo Rojas,207852,4
112972970830782,José Luis 2021,Yeruti Maria Sanchez Esquivel,207830,3
111287547881241,Oscar Schapovaloff Müller Concejal 2021-2025,Richard Manuel Caceres Ortiz,207543,8
1238173096287495,Azur Games,These ads ran without a disclaimer,207386,14
101216409487462,Milca Mongelos,Fernando Ernesto Sedliak Rodas,206117,3
931709580253170,Municipalidad de Raúl Arsenio Oviedo,Viviano Baez Gonzalez,205685,17
105205301722861,Marcelo Jara,Marcelo Raul Jara Garcia,204995,1
358442097543367,Materia,These ads ran without a disclaimer,204908,22
1293477610766656,Canvas: Escuela de Comunicación Política,These ads ran without a disclaimer,204200,2
100844162626942,Roque Avalos Concejal,Juan Bautista Lujan,204185,7
106540962228308,Willian Bogarin 2022,Alfredo Raúl Merino Ávalos,203505,5
101875982054464,Tv Campo Py,Edgar Julian Boveda Alcaraz,202833,14
178447142669400,Willians Ferreira,Douglas Mateus Hendges,202752,2
102678249030885,Escuela de Posgrado Don Rubén Urbieta,These ads ran without a disclaimer,201411,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,201161,102
112644025098467,Eduardo Martinez Concejal Departamental,Eduardo Martinez Concejal Departamental,200943,8
105792487585664,Dr. Charly,Daniel Sánchez Riveros,200788,12
100814185635240,Partido Patria Querida Santa Rita,These ads ran without a disclaimer,200144,2
102889391544442,Dr. Mariano Leiva Paredes,Susana  Gabriela Britez Prieto,200000,3
113952303308006,Alberto Amarilla - Concejal,Santiago José Centurion Arevalos,200000,5
107365495659157,Juntos Podemos,Isrrael Velazquez Ruiz Diaz,200000,2
1859959450895366,"Juan ""Yoncor"" Corvalan - Concejal",Juan Corvalán López,200000,1
114176566795725,Jorge Caballero,Elias Moises Escobar Fernandez,200000,1
108646848761831,Jesús Gimenez,Ricardo Tadeo Fernández Ocampos,200000,1
537830107133929,Diego Navarro Pereira,Diego Ignacio Navarro Pereira,200000,1
104032415160310,Profesora Elva Galeano - Concejal,Elva Francisca Galeano De Maldonado,200000,5
107163751517708,HUGO NOE Intendente,Vero Martinez Riveros,200000,2
112866004765581,Taurino González,Devora Del Puerto,200000,2
106980674789211,Julian Cantero,Saturnino Antonio Gamarra Acosta,200000,4
104607205096937,Justo Melgarejo - Doctor,Movimiento Nueva Dirigencia Colorada,200000,1
396615703718168,Agrodinámica,Mister Co.,200000,5
105115098527352,Nestor Roux 2021,Norma Graciela Ávalos Lezcano,199983,2
101374968792374,Cleny Viera,Walter Osmar Tottil Barbote,199981,1
421062347998489,Partido Comunista Paraguayo,Partido Comunista Paraguayo,199966,2
1846462192329843,Sumate San Lorenzo,Norma Graciela Ávalos Lezcano,199948,1
333301118062984,Edu Rebruk,These ads ran without a disclaimer,199916,2
103546691878405,Arsenio Buss,Arsenio Buss,199915,1
1805213113063004,Angel Marquez,Liberty Tech,199816,1
102412925831644,Chabela Arrua,Iván Jorge Luis Acuña Britez,199493,11
175406365841914,Arnoldo Wiens,These ads ran without a disclaimer,199151,2
1456441001324352,Demetrio  Sosa,Demetrio Sosa Peralta,199100,3
111724010452603,Novella,These ads ran without a disclaimer,198841,2
101120904993762,Elías Bernal,Ghosting Outsourcing,198790,2
264040157417541,Carlos Lugo,Norma Graciela Ávalos Lezcano,198690,2
108594937937428,Cynthia Romero,Vero Martinez Riveros,198494,2
1805309279720550,El Observador Digital,Juan Roberto Villaverde Emategui,197973,10
625431804238219,Elecciones,Elecciones,197019,4
242409845802189,Universidad Autónoma del Paraguay,These ads ran without a disclaimer,196646,2
264888620230475,René Aranda,René Aranda,196622,5
101836386095130,Marcelo Barúa Acosta,Mary Cabral Franco,195999,1
1015560305140747,Emisora San José Obrero,Jose Ramon Jara Recalde,195511,3
852895398202830,Nani Arrúa,Georgia Maria Arrua De Dolinsky,195366,6
424213275080393,OdontoBrasil,These ads ran without a disclaimer,194890,1
104372161705747,HH Ledesma,Hermogenes Higinio Ledesma Britez,194714,4
107819568117987,Erwin López,Aldo Maria Erwin Lopez Cuevas,194599,4
109471534979745,Nixon 2023-2028,Jorge Amado Peralta Alarcón,194542,1
103246656063028,Tulio Díaz Diputado,SHOWVID Marketing Político,194394,3
101056748935548,Silva Intendente,Viviano Baez Gonzalez,194188,19
104005525098798,Edgar Gomez - Concejal,Maria Alexandra Peña Arrua,192780,16
103601205137304,Fredy Ortega - Encarnación,Fredy Ortega,192715,3
452079078163402,Jorge Adriano Fleitas Insfran,These ads ran without a disclaimer,192183,2
114209067077140,Hugo Silva Concejal,Fernando David Cardozo Bogado,192120,4
115905454455053,Chelo Maldonado,KaiAriel,192107,10
142062936237878,Goberna,These ads ran without a disclaimer,192054,12
531286317030276,Resistencia Ciudadana,Resistencia Ciudadana,191669,1
101495901976832,Arturo REY JARA,Carlos Báez,191557,14
852895398202830,Nani Arrúa,Showvid Marketing Político,191533,4
117939246728822,RADAR AUTO Center,Dennis Oviedo Albes,191263,3
1386037631635162,Hugo Ramírez,These ads ran without a disclaimer,191205,1
530599847034479,Ada ITW,These ads ran without a disclaimer,190986,1
100517825634150,Karencardozo_consultoria,These ads ran without a disclaimer,190918,1
2026515150910068,Dr. Christian Rodríguez Intendente 2021,Samara Olinski Martini,190556,14
109524138502127,Pedrito González Concejal Departamental 2023,Diego Tomas Martinez Patino,190441,6
100994271834756,El Chaqueñito,These ads ran without a disclaimer,190137,1
101311652106515,Abog. Lic. Amado Rodríguez,These ads ran without a disclaimer,189766,6
106330638402226,Centro de Formación y Capacitación Laboral CPC,These ads ran without a disclaimer,189645,3
100250388776084,Irene Concejal San Estanislao,Irene Gonzalez De Duarte,189455,4
107914001613649,Thomas Rivas- Concejal Dptal.,Thomas Rivas- Concejal Dptal.,188962,4
947217225666864,Beto Denis Concejal Departamental 2023,Bernardo Lopez,188656,2
102546105305180,Fabián Morales,Fabián Morales,187546,5
101921217880551,Ja viraliza,Aditardo Vazquez Rojas,186451,2
145406955472712,Periódico E'a,Periódico E'a,186003,3
1018568154880916,A2 Aprende y Aplica,These ads ran without a disclaimer,185652,9
1931792046849375,Daniel Romero,Jorge Daniel Romero Lovera,185023,3
105792371595453,Osvaldo Brunaga 2021,Osvaldo Ruben Brunaga Fretes,184994,3
325540631525675,En La Tecla,These ads ran without a disclaimer,184695,5
110332114744689,Oportunidades por el mundo,These ads ran without a disclaimer,184375,4
108055234794365,Cristina López,Miguel Angel Javier Alvarez Lopez,184363,4
115386205692372,Noguera Gobernador 2023,Julio Cesar Díaz Rolon,184150,4
102432445505325,State.Io,These ads ran without a disclaimer,183170,2
102334998422611,Dra. Oilda Ortega,Laura Rocio Estigarribia Alcaraz,182928,10
103640257692257,Christian Herrrera,These ads ran without a disclaimer,181963,4
102538315396258,TODO Por Carapeguá,These ads ran without a disclaimer,181028,4
421794717894717,FEDEM Py - Vecinalismo Paraguayo,These ads ran without a disclaimer,181028,2
437169856308185,Juntos por la Educación,These ads ran without a disclaimer,181028,4
101240942839739,Abraham Martinez,Abraham Martinez,180476,4
1454960108147601,Henri Ocampos 2023,Henri Ocampos 2023,180215,8
1644521299000789,Penayo Y ALGO +,Alejandro R Acosta,179999,2
106242221689344,Mario José Gómez,Dizaga,179588,13
2142387376059051,Ruben Azcona Jefe Camp. Mov. MUR,Rolando David BenítezGonzalez,179444,2
245812636069338,Carlos Báez - Concejal Municipal,Carlos Báez,179167,19
448800649025991,Nación Gamer,These ads ran without a disclaimer,179073,2
101577732604886,Ramona López,Junior Julian Lezcano Guerreros,178977,4
105324958340129,Sonia Mosqueira - Candidata a Intendente de Fernando de la Mora 2021-2025,Maria Lila Patrocinia Peña Urria,178322,11
105787598141250,Ever Rojas Borja,These ads ran without a disclaimer,176662,1
106821357930272,Victor Carrera Mereles,Victor Carrera,175982,14
109602811196150,Patria Querida San Antonio,Juan Sebastian Garay Medina,175866,2
104215741718672,Euclides De Godois,DGWorld,175579,1
111520431184247,Mauri Arrúa 2021,Mauricio Rafael Arrua Fernandez,175269,4
110696787726208,Abg. Venancio Vera,Venancio Vera Villalba,174607,6
106322217436002,Milciades Ortiz Concejal 2021-2025,Vicente Arquimedes Villalba Gonzalez,173931,6
50428070267,Utah Jazz,These ads ran without a disclaimer,173787,9
2545194018888389,Arnaldo Perez,Hugo Emilio Caballero Chena,173284,3
101359732304206,Share_M113_x2,These ads ran without a disclaimer,173063,6
103849005131217,David Concejal,David Eulalio Sandoval Ayala,172944,5
1692044864422160,Fuerza Republicana Amambay,Sergio Riquelme,171947,4
617537874946988,El Surtidor,These ads ran without a disclaimer,171637,2
100987505614892,Víctor Dárdano 2021,Norma Graciela Ávalos Lezcano,171354,2
109186175052605,Nito Chávez Diputado 2023,María Nelly Chavez Brizuela,170000,6
108664565218784,Pame González Concejal 2023,Pame González,170000,3
116090107184575,Bernardino Cáceres Martínez,Constantino Rodriguez Adorno,169999,18
101372398871435,Victor Oti Sánchez,Juan Jose Oteiza Servin,169996,5
108617365149222,Así es Cambyretá,Cenia Cabrera Ocampo,169946,4
123103782603258,KATUETE,Ana Leydis Jiménez de Molar,169777,8
1377391305886530,Abog. Enmanuel Gini Orué,Hugo Emilio Caballero Chena,169000,3
730636484346388,Angel Reyes 2021,Angel Maria Reyes Ricardo,168639,4
537406009612079,Fancy wallpaper-1,These ads ran without a disclaimer,168208,6
423472891360756,Alma Zen,These ads ran without a disclaimer,168000,1
355086237895869,La Fuerza DEL AGRO,German Amado Kretschmer Goralewski,167999,4
102399964671679,Aldo Sosa,Aldo Daniel Sosa Cuellar,167662,18
877443532445318,Emanuel Macedo,Carlos Emanuel Macedo Vera,167000,3
107076632304156,Mechi Roca,Maria Mercedes Roca Caballero,166841,2
227622537655549,CGTN en Español,These ads ran without a disclaimer,164955,18
100121995781904,Amada Sánchez Concejal,These ads ran without a disclaimer,164872,2
824632301207853,Jorge Gonzalez,Leila Cabrera Ayala,164474,4
1455665587853956,S Pastor Benitez,Sixto Pastor Benitez Flecha,164285,6
107466590660540,Pitu Caceres,Junior Julian Lezcano Guerreros,164000,4
285780602032681,Botito Lezcano,Jose Ivan Lezcano,163443,6
109734178710591,Sergio Coronel Concejal Departamental 2023,Sergio Coronel Ovelar,163404,5
100520825048827,Movant Connection,These ads ran without a disclaimer,163288,42
105837975790261,Marlene González Villanueva,Marlene Elisabet Gonzalez Villanueva,163144,2
110313300559942,Oscar Chicho Riquelme Diputado 2023,Oscar Riquelme,162527,6
364813900395917,Adilio Lezcano,Adilio Lezcano,162507,5
103424668478352,Fernando Peralta,Cesar Gabriel Ibañez Ferreira,161666,4
102745934574270,Alexi Gómez Benitez,Liberty Tech,161498,2
101109142284689,Victor Acosta Concejal,Horacio Cabrera,161465,6
109098160601290,Nelson Gimenez Concejal 2022,Marcos Andres González,159335,3
271720906203720,OIM México,These ads ran without a disclaimer,159082,3
115058696613596,Nelson Orue,Manolo Mereles Abegg,159060,7
862862090459595,Seba Villarejo,These ads ran without a disclaimer,159015,3
103133576079268,Cuarto Poder Paraguay,BN Consultores,158577,5
301344520359825,Carlitos Rejala,These ads ran without a disclaimer,158404,9
112813680890601,Fabio Enrique Araujo Intendente,Alberto Manuel Ortigoza Melgarejo,158190,5
100353038608161,Prof. Carlos Candia,Carlos Antonio Candia Delvalle,158188,5
836335889732822,German Martinez V,These ads ran without a disclaimer,158169,5
110282441138723,Nicolás CHASE,These ads ran without a disclaimer,158023,3
322699778588854,El Diario,El Diario,158000,3
1864809377102466,Víctor Casas Diputado,Samara Olinski Martini,157949,15
2333987749955638,Concejal Rubén Galeano,Rubén Moises Galeano Cáceres,157709,6
103681832340596,Kpeto Cano,Eric Fabian Benitez,156403,6
104490292387861,Margaret Bóveda Diputada 2023,Antonella Mateu Bóveda,156133,8
107926368225810,Silvio Chávez,Silvio Chavez Lopez,155954,6
826451914065258,Luisa Salapata Diputada,Luisa M. Salapata De Schneider,155568,4
495381173953526,Maru Crichigno,These ads ran without a disclaimer,155461,7
553707861476373,Cristianos Inclusivos del Paraguay,Vanessa Jazmín Ramírez Galeano,154960,3
102153471654987,La vida en una historia.,These ads ran without a disclaimer,154815,17
141150315963760,Projeto Iguassu - Aguas Grandes : Proyecto Iguassu - Aguas Grandes,These ads ran without a disclaimer,154766,1
111207565642883,Publitex Industria Publicitaria,These ads ran without a disclaimer,154727,7
827201027312903,César LANDY Torres,These ads ran without a disclaimer,153924,1
104120770953039,Rodrigo Rojas Cameroni,These ads ran without a disclaimer,153860,2
391214611454340,NotiFranco.com,Miguel Rolon Fernandez,153669,2
144607082285314,Justicia Electoral,These ads ran without a disclaimer,153175,2
220561518351175,Leila Gimenez,Milagros Castillo,152576,5
108457652036953,vero_castineira,These ads ran without a disclaimer,152213,1
105919501557702,Eugenia Junghanns,Maria Eugenia Junghanns Melgarejo,152064,5
106035425063935,Key VPN-Free VPN C,These ads ran without a disclaimer,152064,1
109554841853881,Bernardo Barrios,Bernardo Barrios Samudio,151628,5
108039248755059,bmucompany.py,Bruno Urbieta,151467,5
111001751686236,Marilda Alderete,José Del Carmen Alvarez Valdez,151034,3
110467485123168,Cecilio Ferreira,These ads ran without a disclaimer,150814,4
703677403399833,Kineticspy,These ads ran without a disclaimer,150349,1
104141339046306,Mutti Presidente,Jose Ramon Mutti Gimenez,150290,6
916556608501675,Apréndika,These ads ran without a disclaimer,150051,3
622171537882403,Ulise Martinez Tu Concejal,José Nicolás Martínez Jacquet,150000,8
111161658377268,Andrea Elizalde 2023,Andrea Elizalde 2023,150000,2
1902370296678570,Carlos Godoy,Juan Roberto Villaverde Emategui,150000,3
103653358056158,Urutau Publicidad,These ads ran without a disclaimer,150000,1
1041491046027926,Diego Britez Cardoso,Py Diego Vázquez,150000,1
102569965206993,Prof. Antonio Fernández - Intendente,Natanael Martinez Nuñez,150000,1
104383935296004,Carlos Weiberlen,Silvana Beatriz Arevalos Piñarez,150000,6
1528261850793349,Abogado Miguel Godoy Defensor del Pueblo Paraguay,These ads ran without a disclaimer,149986,2
148674428628750,El Taller de Políticos,Eduardo Valiente Dávalos,149980,2
104916418279174,Javiercito Pereira,Marcos David Carreras Almada,149966,2
106632764112753,Denis Cohene,Brahian Morel,149959,1
2073388599562584,Noelia Quintana Villasboa,Noelia Cristina Quintana Villasboa,149945,3
108417481466189,Nelson González,Marceloantonio De Jesus Samudio Cabral,149932,7
2425000214211356,Dialogo Azul - Lista 100 Encarnación,Julio Cesar Arevalos Ortiz,149909,8
252135908595715,Coop. Cumbre de la Cordillera. Arroyos y Esteros,Yisel Maria Esperanza Ojeda Lopez,149903,2
281556469214599,Viral,These ads ran without a disclaimer,149777,1
103663798677232,Enrique Ferreira,Mauricio Montaner,149711,2
