Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
340005359469274,Niels Rosenberg,Ole Sander,4790,33
122409711114194,The Nordic Council of Ministers and The Nordic Council,The Nordic Council of Ministers and The Nordic Council,4783,11
134276271384291,365discount,These ads ran without a disclaimer,4782,2
179875425454374,Det Konservative Folkeparti Hvidovre,Skræddergaard Ejner,4775,23
55393258521,Strup & Strup Kommunikation,Gitte Glibstrup,4768,6
158610284647898,Carsten Ullmann Andersen - Danmarksdemokraterne,Andersen Carsten Ullmann,4767,26
128753520516717,Simon Vanggaard,Nielsen Simon Alexander Vanggaard,4760,37
372304226446022,Tina Christensen,3F,4750,13
8611462388,Villy Søvndal,Villy Søvndal,4748,17
515169205230750,Social Sundhed,Social Sundhed,4748,18
310638582806533,Anders Krojgaard Lund,Anders Krojgaard Lund,4736,16
1637402156549835,Morten Bang - KV25,Morten Bang Rasmussen,4735,26
1297274843616409,Arbejdsgiverforeningen GLS-A,These ads ran without a disclaimer,4731,1
212157302685312,efolkeoplysning.dk,Jan Simmen,4721,47
106737299409142,Folkemødet,These ads ran without a disclaimer,4716,6
180689805129477,Feldballe Film & TV,Feldballe Film & TV,4713,14
100890942752656,Lars Bregnbak.   Danmarks Demokraterne,Lars Christian Bregnbak,4711,11
1002438993113445,Venstre Bornholm,These ads ran without a disclaimer,4708,15
1741535392727168,Alternativet Aarhus,Alternativet Aarhus,4703,32
355083705048259,Gunner Poulsen,Poulsen Gunner Kjerulf,4702,42
417156868638597,"Anne Sofie Uhrskov - Borgmesterkandidat, Venstre",Lars Moller Hansen,4701,14
108921884615059,Stride i Silkeborg byråd,Kristian Stride,4698,46
102166701426441,SpeakerBee,These ads ran without a disclaimer,4694,9
1067406419973163,Agrifarm Group,These ads ran without a disclaimer,4692,1
353331228049945,Nicki Ottevig - Byrådsmedlem,Nicki Ottevig,4690,38
108714557994346,Mads Hagen - Kandidat Venstre,X Mads,4687,36
111094857873974,Lasse Brunø - Konservative Rebild,Lasse Holmgren Brunø,4687,71
1974411949483368,Konservative Syddjurs,Det Konservative Folkeparti Syddjurs,4678,3
208207073453185,Asger Andersen - Fremtidens Vesthimmerland,Asger Andersen,4667,15
1732891513391281,Mette Poulsen,Poulsen Mette,4666,12
477566672359275,Malene Barkhus,Malene Loth Barkhus,4665,6
562606010460248,Enhedslisten Vesthimmerland,Ostergaard Rasmus Falck,4664,12
961149557339010,NG ZINK A/S,NG ZINK A/S,4663,22
163585004170601,Cømert Sonsuz,Cømert Sonsuz,4661,59
326834324085945,Christoffer Lorenzen,Christoffer Lorenzen,4658,20
190273501371925,Anne Sophie Callesen,Anne Sophie Callesen,4655,9
105371988483245,Allan Orland,Allan Orland,4645,14
135081213672482,Jesper Christensen,These ads ran without a disclaimer,4642,8
218996908596440,Lone Olsen - Politiker,Lone Olsen,4634,32
100717949063531,"Peter Vest, KD Fredensborg Kommune",Peter Vest,4631,7
100913339248794,"Alt det vi ikke siger højt, plus det løse - af Kristina Klindt","Alt det vi ikke siger højt, plus det løse - af Kristina Klindt",4628,27
88419746037,Pernille Rosenkrantz-Theil,ROSENKRANTZ-THEIL PERNILLE,4628,5
318006428379162,FOF Sydjylland,FOF Sydjylland,4628,4
102268428428778,Glenn Holland - Politiker,Glenn Holland,4628,22
111766448850791,Livslinien - forebygger selvmord,Livslinien - forebygger selvmord,4627,2
116675518017427,Jens Stenbæk,Jens Stenbæk,4623,6
115710210349396,Mette Hardam,Mette Hesberg Hardam,4616,27
101295202197250,Oplevelser i Næstved,Tikko,4614,1
534419433583719,Institut for Kultur og Læring - Aalborg Universitet,These ads ran without a disclaimer,4608,2
544705715588581,Kirkens Korshær,Kirkens Korshær,4607,1
100107049334048,STØT Ukraines soldater,These ads ran without a disclaimer,4598,9
1201766829899332,Dorthe Mehlberg-Dansk Folkeparti Sønderborg,Dorthe Mehlberg,4596,15
105351927711860,Become,Become A/S,4591,4
2201985456519790,Dustin,These ads ran without a disclaimer,4583,3
143162292925554,John Thomsen,John Thomsen,4581,15
155064488243915,Holger Schou Rasmussen,Jane Falster,4581,83
228240237037198,Line Barfod,Enhedslisten København,4580,3
220990757953070,Landsforeningen Spor,Landsforeningen Spor,4579,14
160573423963199,Spiir,Spiir A/S,4578,2
116023864423098,Gert Dyrn KristenDemokraterne,Dyrn Gert,4576,12
104794374469979,Simon Nyborg Jensen,Simon Nyborg Jensen,4573,13
386912995038962,Konservative Sjaelland,Holm Keld,4571,35
110732853906252,Sydhavnen LIV,SydhavnenLIV,4555,7
104504265304408,Lokallisten Lolland,Lokallisten Lolland,4553,12
499395530131886,Konservative i Struer Kommune,Nina Gøthche,4532,15
164310877084046,Camilla Hove Lund,Camilla Lund,4532,26
556272931232533,Schneider Electric,These ads ran without a disclaimer,4523,12
104080038702172,Emil Ulrik Andersen,Enhedslisten Allerød,4514,49
806787069416954,Karin Gaardsted,These ads ran without a disclaimer,4510,18
571912489521709,Benn Gandløse Vestergaard,Benn Gandlose Vestergaard,4506,76
1904599509778198,Charlotte Antonsen,Charlotte Antonsen,4504,4
216427141851307,Benny Hammer,Benny Hammer,4501,11
314560698753760,Øresundslinjen,These ads ran without a disclaimer,4501,3
167023866497769,Global skurvogn,Global skurvogn,4500,3
124652890930528,FO-Aarhus,FO Aarhus,4500,2
115075731851234,Skolelederforeningen,Skolelederforeningen,4500,8
1417372171814283,3F Byggegruppen,3F Byggegruppen,4500,8
448528911928393,Karsten Søndergaard - byrådsmedlem,Karsten Søndergaard,4499,18
1657224207917775,Rasmus Rasmussen,Rasmus Peter Sejerup Rasmussen,4498,5
1823610164628295,Sebastian Nielsen i Kerteminde Byråd,Sebastian Nielsen,4496,14
39233495912,Det Konservative Folkeparti,These ads ran without a disclaimer,4496,1
328803040502090,IBL Sprogservice,These ads ran without a disclaimer,4495,3
1402609546691566,Miljøpunkt Nørrebro,Miljøpunkt Nørrebro,4495,5
100156545474794,Felix Dalker,Felix Dalker,4491,32
126751254065787,Susanne Eilersen,Susanne Eilersen,4487,4
147680711972749,TUBA,TUBA,4487,4
348747229200158,Mikkel Bjørn,These ads ran without a disclaimer,4484,13
100727859069688,Patrick Lehto,Patrick Lehto Larsen,4482,16
110126118101226,KD Forsberg,Henrik Forsberg,4473,13
1863305493926398,Kim Hjerrild Alternativet,Kim Hjerrild,4468,10
355064131233543,Canon Denmark,These ads ran without a disclaimer,4461,3
126543540781090,Ældre Sagen,These ads ran without a disclaimer,4458,21
106791271368363,OK21: Alle offentligt ansatte er 3000 kr. mere værd,These ads ran without a disclaimer,4457,5
100488648922526,Rikke Kornval V - Køge Kommune,Marketinder ApS,4456,24
134625313276996,Nørrebro LIV,NørrebroLIV,4452,9
2260278404060386,Frederik Roland Sandby,Frederik Roland Sandby,4452,27
13611262361,Cyklistforbundet,Cyklistforbundet,4450,5
406620049392820,Socialdemokratiet Norddjurs,Brogaard Frank Nielsen,4450,23
456176268097215,Gert Løfgren  Dansk Folkeparti.,Gert Løfgren,4449,17
350841608365108,Democrats Abroad Denmark,Democrats Abroad Denmark,4441,19
103768273009338,ARKEN Museum for Samtidskunst,ARKEN - Museum for Samtidskunst,4441,9
443663389059671,Andreas Keil Politiker,Andreas Liske Keil,4437,18
114777238691209,Dennis Flydtkjær,Dennis Flydtkjær,4437,13
108167227325373,Delebarnets Vilkår,Hvor er far?,4432,17
1440326512874785,Bolighuset Ry,These ads ran without a disclaimer,4431,18
1693265994285292,Frederikshavn Kommune,Frederikshavn Kommune,4428,17
378400486022108,Kafé Kloden,Harriet Jensen,4415,26
271491613260426,Gang I Glostrup,Det Konservative Folkeparti i Glostrup,4414,45
184053431728935,Flemming Andersen,Andersen Flemming Jorgen,4412,7
1425276364351978,Maria Durhuus,Maria Durhuus,4410,34
110131401307719,Cecilie Winther Kristensen  - Dansk Folkeparti,Dansk Folkeparti,4406,1
58140803787,Lars Løkke Rasmussen,Lars Løkke Rasmussen,4404,4
105889450789754,Thomas Strømsholt,Thomas Strømsholt,4403,15
445657632847922,Giv Klimaet Lov,"Energi-, Forsyning- og Klimaministeriet",4402,3
2019159628199559,Genforeningen 2020,Kulturministeriet,4402,6
527398997320671,Anne Marie Geisler Andersen,Anne Marie Geister Andersen,4400,18
2106556632994519,PROJECTKIN,PROJECTKIN,4397,11
100766428741302,René Bredal,Re Ne Bredal,4396,8
531718860231670,"Refugees Welcome, Danmark","Refugees Welcome, Danmark",4391,17
409786973169158,Tru Earth,These ads ran without a disclaimer,4389,14
370810806637373,Sofie Seidenfaden,Sofie Seidenfaden,4388,16
106093825026320,Jens Nygaard - Politiker,Jens Nygaard Johansen,4385,46
108557991794635,Senioringeniørlisten,Lindskov Communication,4375,18
119506468661782,Kasper Ljung Pedersen - ildsjæl,Esben Kasper Ljung Pedersen,4363,17
720718118004471,Nivi Olsen,Nivi Olsen,4362,22
104731702087348,Katrine Daugaard - Liberal Alliance,Katrine Daugaard Christensen,4362,11
719853864726295,Mindvalley,These ads ran without a disclaimer,4359,39
100463589298036,Henriette Søvind - Politiker,Henriette Søvind,4351,9
108553734796464,Oplevelser i Hovedstaden,Tikko,4350,1
284423998400812,Enhedslisten Brønderslev,Enhedslisten Brønderslev,4350,6
1879148219038016,Ullrikke Caitriona,These ads ran without a disclaimer,4347,19
104021498923147,John Hoppe kandidat Det Konservative Folkeparti,John Hoppe kandidat Det Konservative Folkeparti,4347,7
107834181397117,Interesting Fact's,These ads ran without a disclaimer,4346,2
377070489810509,KRP.Fyn,Dyrn Gert,4346,57
804997446264798,Chic Me,These ads ran without a disclaimer,4345,1
105359555257589,Kathrine Monsrud Ekelund Politiker,Kathrine Monsrud Ekelund,4343,17
213614068752188,Dansk Folkeparti i Kolding kommune,Søren Brøndum Rasmussen,4339,11
1493650460890885,Kenneth Fredslund Petersen - Folketings Medlem - DanmarksDemokraterne,These ads ran without a disclaimer,4334,3
249867504876339,Grønne-Tage.DK,These ads ran without a disclaimer,4334,2
275631690912065,Peter Edward Aubert-Hentze,Peter Edward Aubert-Hentze,4333,18
1839487036324450,Allan Ritter - byrådsmedlem  i Vesthimmerland,Allan Ritter,4327,17
168054793817,Informations Forlag,Dagbladet Information,4325,5
110038557114533,Imagine5,5 Media,4324,9
556916614320900,Konservative i Ringsted,Konservative i Ringsted,4323,41
147445529107267,Folketingskandidat Jesper Højmark Esbensen,Jesper Højmark Esbensen,4311,11
1378501112236847,"Stine Isaksen, Alternativet",Isaksen Stine,4308,32
106928748191622,Helene Brochmann - SF,SF Gentofte,4307,14
1593726157314186,Tomas Dyrbye,Tomas Dyrbye,4306,31
511936635532121,Mette Skautrup,Mette Skautrup,4298,16
266790296879,Bloomberg,These ads ran without a disclaimer,4294,82
215672258528506,Furesø Ungepanel,Anne-Mette Munch Olsen,4290,6
223244287833038,Venstre Næstved,Venstre Næstved,4281,21
1558449170847972,Next Generation Democracy: Government that works in a technology driven era,Next Generation Democracy,4277,19
102903024913144,Thomas Rydahl - Det Konservative Folkeparti,Thomas Rydahl,4272,33
236626756458617,Siemens Danmark,Siemens Danmark,4266,15
100949595980127,Folketingskandidat Bitten Kvist Jakobsen,Bitten Kvist Jakobsen,4257,15
966292950121363,Christian Juhl,Enhedslisten,4254,15
285056042447429,Kristianna Winther Poulsen - Javnaðarflokkurin,Kristianna Winther Poulsen,4253,18
418179784893842,Enhedslisten Hillerød,Enhedslisten Hillerød,4252,16
103631455646619,Alexander Klitgaard Mikkelsen,Det Konservative Folkeparti,4252,8
262650085592882,Stem på Evan Holst,Evan Holst,4236,8
950713028384500,Mikael Simonsen - Venstre,Simonsen Mikael Kristiansen,4236,18
1282746495104126,Radikale Venstre Holstebro,Radikale Venstre Holstebro,4228,30
102095535548930,Michael Hendriksen - Danmarksdemokraterne,Michael Hendriksen,4227,13
164526593577108,Midtjysk El Center ApS,These ads ran without a disclaimer,4227,11
102483911679541,Regitze Harslund Sancoeur,Det Konservative Folkeparti,4223,10
107541731707953,Lise Thorsen Hansen,Lise Thorsen,4223,13
264758876946610,Venstre Middelfart,Venstre Middelfart,4218,3
1448006052123626,Michael Nedersøe - Dansk Folkeparti,Nedersøe Michael Kim Bladt,4215,33
1955595914671223,Sebastian Kaimson,Aarhus Konservative Vælgerforening,4213,17
101571448553649,Kenneth Sørensen Byrådspolitiker,Kenneth Pallisgaard Sørensen,4208,9
653357941414990,Kasper Nordborg Kiær,Kiær Kasper Nordborg,4206,9
137680126302210,Vesterbro LIV,VesterbroLIV,4205,6
108633964884701,Daniel Faber Threms - Gribskov,Daniel Tao Faber Threms,4204,17
106085439854417,Eniig,These ads ran without a disclaimer,4203,4
169148883262637,Konservative i Fredericia,Konservative i Fredericia,4202,19
1791831014442191,Christoffer Columbus - Greve byrådskandidat,Christoffer Columbus Wadil,4197,9
110694135092888,Kenneth Bjerg Andersen - Folketingskandidat,Kenneth Bjerg Andersen,4165,29
1393723264187922,Enhedslisten i Silkeborg byråd,Andersen Mikkel Zøllner,4163,16
193192587385759,Pernille Ivalo Frandsen - Venstre i Slagelse,Pernille Ivalo Frandsen,4162,9
315769668492971,Viva Danmark,Viva Danmark,4162,30
138979349477217,SIFA,SIFA,4161,1
109733527825752,Louise Zabel - SF i Hørsholm,Louise Carle Zabel,4152,26
105723258303685,Enhedslisten Fanø,Enhedslisten Fanø,4151,22
101917434922581,Wefood Tingbjerg,Folkekirkens Nødhjælp,4149,5
104190337630935,FGU Hovedstaden,Danni Nielsen,4139,19
1427602130822979,Konservative i Brøndby,Konservative i Brøndby,4138,14
526616710705073,Troels Ravn,Ravn Troels,4136,51
103631455646619,Alexander Klitgaard Mikkelsen,Alexander Klitgaard Mikkelsen,4135,19
106577821136598,VORES Kommune - LTK,Lars Bisgaard,4135,21
104081391755892,Geomatic,Geomatic,4134,2
2399205093469033,Irish Tax Agency,These ads ran without a disclaimer,4125,1
134437989956158,Anders Johansson,Johansson Anders Retz,4122,19
108753414392521,Politik.design - Politiker Bjarne Lastein,Bjarne Lastein,4111,2
1320982537920670,Anna Overlund,Overlund-Sorensen,4110,20
329532847151539,KPnet.dk,Arbejderpartiet Kommunisterne,4110,19
728041607316950,Danpo,Danpo,4109,10
455246371536581,Henrik Engedahl,Engedahl Henrik Bo,4107,16
1570552809858689,Tandlægeforeningen,These ads ran without a disclaimer,4105,2
109485604288958,Get Tested,These ads ran without a disclaimer,4104,5
225620247781,Betty Nansen Teatret,These ads ran without a disclaimer,4102,32
288867351299619,Globalnyt,These ads ran without a disclaimer,4101,9
1007909662643712,CEDA - Center for Muslimers Rettigheder i Danmark,CEDAR - Center for Dansk-Muslimske Relationer,4100,3
1563924853664543,Louise Louring - Borgmesterkandidat,Louise Lingren Louring,4100,6
190899834388,PROSA - fagforeningen kun for it-professionelle,PROSA,4100,16
666916009988625,Per Bruun Andersen - Mit politiske jeg,Per Bruun Andersen,4099,9
400065060108378,Jørgen Suhr,Jørgen Suhr,4099,8
156993437653924,Ungdomsringen,Ungdomsringen,4094,21
304425760437287,Alberte Højgaard - Venstre Varde,Alberte Højgaard,4088,28
153347971489,Jan Bjergskov Larsen - Politiker,Larsen Jan,4081,16
187130535161703,Søren Larsen - byrådsmedlem i Fredericia,Søren Larsen,4079,8
1349784818445006,Jakob Næsager,Konservative i København,4077,21
312681889666081,Venstre Nordfyn,Brunse Mikkel Lyng Rahbek,4074,7
104308311205881,Termonet Danmark,Termonet Danmark,4070,4
1664959567149320,Wholesome Culture,These ads ran without a disclaimer,4059,94
214188925679343,Marcus Guldager,Marcus Guldager,4055,31
117580505339347,Dansk Folkeparti Svendborg,Larsen Marianne Mix,4054,39
635283260257377,Süleyman Yücel - Venstre,Süleyman Yücel,4048,16
149895305741456,Bo Vestergaard - Konservative Randers,Bo Vestergaard Hansen,4042,7
101260101532301,Nordvest LIV,NordvestLIV,4042,8
111223671197582,Jens Friis Felber I Haderslev,Jens Friis Felber,4033,25
1758638061043907,Brøndby Kommune,Ahmad Ali Wachah,4032,6
105141540966714,Elou,Elou,4031,3
101529208905120,Jan Agermose - KV,Jan Agermose,4025,6
102908218825849,Mikael Jensen,Mikael Lund Jensen,4023,8
105756031358152,Simon Knudstrup - medlem af kommunalbestyrelsen i Ballerup,Simon Knudstrup,4021,23
115614388597922,Socialdemokratiet i Middelfart Kommune,Socialdemokratiet,4016,5
489764525536,People'sPress,These ads ran without a disclaimer,4016,4
117975516343,NORDJYSKE,These ads ran without a disclaimer,4015,5
100703255465031,Kandidat til KV21 for socialdemokratiet,Gert Barslund,4012,7
100301201747751,"Blå Kors Genbrug, Rødovre",Jytte Jensen,4010,17
414048915331046,Socialdemokraterne i Helsingør Kommune,Socialdemokraterne i Helsingør Kommune,4007,7
112488380887035,Bjørk Lange Olsen,Bjørk Kristensen,4002,17
100423681446198,Virksomhedsguiden,These ads ran without a disclaimer,4001,12
221153291386123,"Lars-Christian Brask, Venstre",Brask Lars-Christian,4001,6
653920314633115,SF Aabenraa,SF,4001,15
117973763374350,Elsa Berg,Elsa Berg,4000,12
574052992790327,Frirummet,Frirummet,4000,4
876480675781005,DTL Vestjyllands Vognmandsforening - VVF,DTL Vestjyllands Vognmandsforening - VVF,4000,2
1238103363031829,DEO rejser,Rasmus Nørlem Sørensen,4000,7
426710364116751,Kvæg,SEGES Innovation P/S,4000,4
105452445239833,Ole Gade i Folketinget,Rinse Meijer,4000,2
796255540533364,Hanne Bjørn,Benjamin Elberth,4000,6
281421992030474,Erik Christensen,Erik Christensen,4000,8
113555862534,SF Ungdom,SF,3999,4
106503861078900,Mathias Schwartz Kirkegaard - Konservativ i Greve Kommune,Mathias Schwartz Kirkegaard,3997,22
106111554643017,Kitty Gamkinn,Kitty Smedsgaard Gamkinn,3995,23
604169540059266,Stem og bestem - EU,Stem og bestem - EU with Facebook ad credits,3992,35
100408952410173,Steen A. Stephansen,Steen Allan Stephansen,3991,20
108637624649464,Niels Lund,Niels Lund,3991,11
183419485021611,Lars Carstensen - Det Konservative Folkeparti,Carstensen Lars Nicolai,3985,9
106878234828761,Jimmy Støttrup Jensen - Byrådsmedlem i Vesthimmerlands Kommune,Jimmy Støttrup Jensen,3985,19
101340802128749,Christian Bülow - Kandidat KV21 for Dansk Folkeparti Frederiksberg,Christian Bülow,3980,12
107644544815793,"Anita Lund Kjær, SF. Byrådskandidat, Herning Kommune.",Anita Lund Kjær,3978,7
836079926518724,Growforit,Do Something,3976,2
487679171999001,Danske Bank,Danske Bank,3976,8
411042269671603,Jens Møller Jensen - formand for Rønne Venstre,Jensen Jens Moller,3970,6
37418732903,Danske Skoleelever,Danske Skoleelever,3963,6
1426135944281935,Jytte Rabæk Schmidt - Norlys repræsentantskabsvalg,Jytte Rabæk Schmidt - Norlys repræsentantskabsvalg,3962,1
111095867334448,Rent Hav,These ads ran without a disclaimer,3957,8
106403305155876,Mathias Morgen - KV21,Mathias Rylander Morgen,3951,15
347817498673199,Marie Louise Christensen,Marie Louise Christensen,3939,18
376060695861577,Politikens Forlag,These ads ran without a disclaimer,3937,9
291780644793452,Henrik Møller,These ads ran without a disclaimer,3936,15
839249709578255,CrowdFarming,These ads ran without a disclaimer,3935,9
107019041565904,Siff Tang Lassen - C,Det Konservative Folkeparti,3929,18
135450373750376,Milad Rajabi - Byrådskandidat for Guldborgsundlisten,Milad Rajabi,3925,5
133821829996011,EU i Danmark,These ads ran without a disclaimer,3910,11
110080914751861,Simon Tang KV21 “Danmarks kærligste kommune”,Simon Tang Pedersen,3906,50
270832826679410,Torsten Nielsen,Torsten Brask Møller Nielsen,3906,18
105160074972952,Lars Bregnbak - Det Konservative Folkeparti i Gribskov,Lars Christian Bregnbak,3905,18
270200350065215,John Harpøth,John Harpøth,3903,24
2523889497695259,JOOLL,Torp Anders,3902,10
162348510458815,Roskilde Handelsskole,These ads ran without a disclaimer,3900,1
112590300603328,Per Allerup - Konservative,Per Allerup,3899,16
429710167109094,Múte Bourup Egede,Múte Egede,3898,54
106183604945855,Johs Østergård - Byrådskandidat,Johannes Østergård,3894,19
186533038055286,IT på AAU,These ads ran without a disclaimer,3889,7
101202102527136,Du&Jeg Foreningen,Steffen Peter Mackeith Borup Hansen,3889,5
102983182024724,Steen Skovhus,Steen Skovhus,3886,13
105009728640766,Henrik Løwenheim Kjærsvold-Niclasen KV21,Henrik Christian Løwenheim Niclasen,3884,17
156809114337509,Crossing Borders,Crossing Borders,3884,19
108553734796464,Oplevelser i Hovedstaden,These ads ran without a disclaimer,3883,12
30734472203,Brandbjerg Højskole,Brandbjerg Højskole,3882,6
110041817565474,Complete7,Complete7,3882,27
261742681009514,Pernille Søndergaard - Moderaterne,Pernille Søndergaard,3881,52
101553898795574,Jonas Niemann - SF,SF Gentofte,3880,16
1678732762339362,Byrådspolitiker Anne Mette Bang Rasmussen,Rasmussen Anne Mette,3879,17
1987954044580914,Jakob Thiemann - politiker,These ads ran without a disclaimer,3877,3
989318804435019,Socialdemokratiet i Holbæk Kommune,Socialdemokratiet i Holbæk Kommune,3870,21
1034293230028143,Jakob Bo Berthelsen kandidat til Byrådet i Roskilde,Jakob Berthelsen,3869,23
107910644679222,"Borgmester, Lars Storgaard",Camilla Juhl Storgaard,3867,15
586127898068971,Mads Frandsen - Silkeborg Byråd,Mads Frandsen - Silkeborg Byråd,3866,25
100348282234428,Grethe Olivia Nielsson,Grethe Olivia Nielsson,3866,24
653357941414990,Kasper Nordborg Kiær,Kasper Nordborg Kiær,3864,15
908861832623547,Ib Bjerregaard,Ib Bjerregaard,3853,35
493821064327890,Frank Sørensen Dansk Folkeparti,Dansk Folkeparti,3848,5
456176268097215,Gert Løfgren  Dansk Folkeparti.,Dansk Folkeparti,3841,16
108736060531214,Universal Robots,These ads ran without a disclaimer,3838,8
108638637547456,Martin Iversen,Jesper Olsen,3837,12
100813922051097,Jeppe Korreborg Pedersen - Byrådsmedlem i Vesthimmerlands Kommune,Jeppe Korreborg Pedersen,3833,18
1870887783135114,Jesper Frost Rasmussen,Jesper Frost Rasmussen,3819,9
111902564485238,Jes Halfdan,Jes Halfdan Nielsen,3818,60
263046153799101,Lev dyrevenligt med Dyrenes Beskyttelse,These ads ran without a disclaimer,3816,3
279383622197240,Per Møller,These ads ran without a disclaimer,3814,4
494055430686614,"Torben Christensen, Politiker, Favrskov Radikale Venstre","Torben Christensen, Radikale Venstre",3811,18
330982924314138,Simon Pihl Sørensen 1. Viceborgmester Lyngby-Taarbæk Kommune,Simon Pihl Sørensen,3810,11
109755227855158,Niels C. Christiansen Kristendemokraterne,Niels Christian Christiansen,3809,24
519677024898789,Stinus Lindgreen - Radikale Venstre,These ads ran without a disclaimer,3806,8
101029905426067,Peter Ruberg Kristensen - Byrådskandidat Mariagerfjord,Poter Ruberg Kristensen,3805,14
456249524517694,Rasmus Sømod,Rasmus Brunsgaard Sømod,3804,25
163693837526135,Ann Lindhardt,Ann Lindhardt,3801,24
317620975022729,Socialdemokratiet Internationalt,Socialdemokratiet Internationalt,3800,2
1343667199001109,Mogens Stig Møller,Moller Mogens Stig,3793,23
155716264299292,Niels Hedehus - en uafhængig stemme i Tryghedsgruppens Repræsentantskab,Niels Hedehus - en uafhængig stemme i Tryghedsgruppens Repræsentantskab,3793,8
162952140548832,Christoffer Buster Reinhardt,Christoffer Buster Reinhardt,3791,10
112849347733198,StempåOle,Ole R. Würtz,3790,13
104037422002003,Jacob van Dijk - Liberal Alliance,Van Dijk Jacob Offer,3789,8
323593167678077,Socialdemokratiet i Vallensbæk,Socialdemokratiet i Vallensbæk,3786,20
24277116026,CPH:DOX,These ads ran without a disclaimer,3784,4
819684188163173,Liberal Alliance Ringkøbing-Skjern,Soren Moller Christensen,3782,15
234290023402609,Geodrilling,Andersen Soren,3778,1
127460080650972,"Fagbevægelsens Ungdom - Elever, Lærlinge og Studerende",Niels Peter Dollerup Jørgensen,3776,3
105588348406625,Sascha Fich,Sascha Fich,3772,18
665462313475794,Lise Bech,Dansk Folkeparti,3770,16
106238368667069,Lasse Haugaard Pedersen i Folketinget,Pedersen Lasse Haugaard,3769,11
230928363621840,Roseline.Academy,Hansen Line Gesso Storm,3768,21
1722520228078847,Female Invest,These ads ran without a disclaimer,3767,31
101500148837411,Marcus Danielsson - Venstre i Region Sjælland,Marcus Danielsson - Venstre i Region Sjælland,3763,6
588505651243292,Lauge Larsen · Politiker i Region Nordjylland,Lauge Jensen Larsen,3763,8
144108509849460,Dansk Folkeparti i Gribskov,Brian Jørgensen,3760,68
821993651187919,Flemming Møller Mortensen,Hans Christian Gørup Nielsen,3758,18
188158685065765,Bo Libergren,These ads ran without a disclaimer,3756,10
100545772159715,Venstre i Assens kommune,Venstre i Assens Kommune,3755,19
185869861744510,LLO - Lejernes Landsorganisation Danmark,Lejernes Landsorganisation Danamrk,3755,3
393486437446456,Mark Grossmann,These ads ran without a disclaimer,3754,15
256887120082,EDC,These ads ran without a disclaimer,3751,2
1669913126575106,KPK Døre og Vinduer,These ads ran without a disclaimer,3750,2
1399751040275268,AutoBranchen Danmark,AutoBranchen Danmark,3750,5
108078325238131,DH Vestegnen,DH Vestegnen,3750,4
265160783513074,KD - KristenDemokraterne på Fyn,KD - KristenDemokraterne på Fyn,3739,23
100128239058377,Rebecca Plomin - Det konservative Folkeparti,Rebecca Plomin,3729,15
159212261332870,"Niels Jørgen Pedersen - Borgmesterkandidat, Venstre, Thisted Kommune",Niels Jorgen Toft Pedersen,3726,4
104743442430993,Kim Christiansen - politiker,Dansk Folkeparti,3726,6
107853282035931,Susie Jessen - Danmarksdemokraterne,Susie Janet Jessen,3721,14
1645789372341625,Venstre Langeland,Venstre Langeland,3720,13
168657049964070,Karina Rohrberg Jessen,Thomsen Hans Kargaard,3716,7
111842637958621,"Lise Østermark Larsen, Folketingskandidat for Venstre Holstebro",Lise Østermark Larsen,3708,24
594868447390894,Kenneth Jensen I Byrådsmedlem i Frederikssund,Kenneth Jensen,3705,17
112144450263508,Alex&Phil Børnemad,These ads ran without a disclaimer,3700,1
110021518139265,Lasse K. Andersen - kandidat til KV21 - Juelsminde/Hedensted,Lasse Kilde Andersen,3696,12
108362234667805,Diana Mose Olsen,SF Esbjerg,3694,11
139799693395937,Hovedstadens Letbane,Hovedstadens Letbane,3692,11
220205408103380,John Schmidt Andersen,John Schmidt Andersen,3687,16
416754568372426,Konservative i Køge Kommune,These ads ran without a disclaimer,3685,14
109334104282509,Rasmus Sylvest Mortensen,Rasmus Mortensen,3682,36
244553342570480,Politiker Claus Hansen,Claus Hansen,3677,21
193445758264942,Hedvig Vestergaard,Vestergaard Hedvig,3672,17
351588682161891,Dansk Infrastruktur,Dansk Infrastruktur,3672,14
405658566202892,Henrik Rønnow i Haderslev Kommunalbestyrelse,Henrik Rønnow,3672,17
332103627167661,Susanne Zimmer  MF,Zimmer Susanne,3671,29
1220360641465900,Arctic Import Nuuk,These ads ran without a disclaimer,3670,4
267297590272820,Jakob Ellemann-Jensen,These ads ran without a disclaimer,3668,1
234514245200865,Troels Boesen - Byrådskandidat i Odense,Troels Christian Nielsen Boesen,3667,30
140716706608231,Left To Survive,These ads ran without a disclaimer,3664,38
256725284456505,Anders Burlund - Liberal Alliance,Burlund Andres Preben,3663,20
113787803816994,Carsten Provstgaard,Carsten Nymand Provstgaard,3660,25
102105568623697,Søren Smalbro - Borgmesterkandidat for Venstre,Thomas Baggi,3654,6
190384727499918,Dea Kehler,Dea Kehler,3653,13
102841344807350,"Jan Færch - Gruppeformand, Det konservative folkeparti i Solrød Byråd",Jan Færch,3650,17
1452632708336329,Mette Hjermind Dencker,Dansk Folkeparti,3650,13
128290633918652,Silba Copenhagen,Silba Copenhagen,3644,7
205520736251918,Leon Sebbelin - lokalpolitiker i Rebild,Sebbelin Leon,3643,38
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,3642,7
