Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
804766666245937,Novo Nordisk Fonden,Novo Nordisk Fonden,80117,202
239624940212,HK Kommunal,HK Kommunal,79949,119
1719764131664489,Anne Honoré Østergaard,Anne Honoré Østergaard,79891,372
561507140593570,Hans Andersen,Hans Andersen,79742,127
12390252419,Region Nordjylland,Region Nordjylland,79400,80
28312410177,World Food Programme,These ads ran without a disclaimer,79308,288
1970205296611415,Norlys,These ads ran without a disclaimer,78860,20
111064405631701,nemlig,nemlig.com,78853,8
867877683280051,Weekendavisen,These ads ran without a disclaimer,78119,94
105529997937913,"Helle Laursen Petersen, Politiker",Helle Laursen Petersen,77598,135
111562544999934,Michael Monberg - Alternativet,Alternativet,77227,46
470510540054045,Teknologipagten,Primetime Kommunikation,77158,10
183312979158588,René Christensen - Dansk Folkeparti,Dansk Folkeparti,77154,84
1876515479043369,Knud Vincents - Borgmester,Venstre i Slagelse,76839,29
217477978335829,Erik Lauritzen,Erik Lauritzen,76817,165
405892706501089,Med Israel for fred - MIFF Danmark,MIFF (Med Israel for fred),76714,37
88238420094,Roskilde Universitet – RUC,Roskilde Universitet,76128,231
1002755833225691,Linea Søgaard-Lidell,Linea Søgaard-Lidell,76040,31
38203759052,GOSH COPENHAGEN,E. Tjellesen,75677,59
105586298238578,Rasmus Dahlberg i Folketinget,Rasmus Dahlberg,75481,95
101070612695482,Lean Milo,Lean Milo - Moderaterne,75283,19
533374726861312,Kim Edberg Andersen,Nye Borgerlige,75081,100
2093351790978732,Imprint: Learn Visually,These ads ran without a disclaimer,75017,5
433939516695535,Zendium,Unilever,74999,5
2026943437576033,plusimpact.io,plusimpact,74525,6
34290022401,Kristeligt Dagblad,Kristeligt Dagblad,74468,24
107692821813540,Michael Norup -  Konservativ Folketingskandidat,Michael Norup,73988,193
176457959174031,Simon Aggesen,Frederiksberg Konservative,73720,18
323782467803321,Carl Valentin,SF,73235,128
102429034973588,Lysogluft.nu,Altan.dk,73037,272
122938290795025,Magnus Barsøe,Magnus Barsøe,73024,222
243765466796,Vejle Kommune,Vejle Kommune,72769,138
100161418032681,EcoTree International,EcoTree International,72713,328
141366725876424,European Greens,European Greens,72705,331
115640115158981,SF Region Syddanmark,SF,72605,111
104855648907404,Klaus Nyengaard,Klaus Randel Nyengaard,72531,101
405892706501089,Med Israel for fred - MIFF Danmark,Rika Greenberg,72523,98
1891281481188095,"Efter- og videreuddannelse, VIA University College",VIA University College,72498,56
285033188190537,Thomas Medom,SF Aarhus,72323,66
166984636671085,Dansk Metal,Dansk Metal,72175,244
1838832583003746,Grøn Fjernvarme,FIF,71993,55
443229755771789,Erik Kjersgaards Bøger,Erik Kjersgaard Medier,71610,19
1819053985045200,Ulla Astman,Socialdemokratiet i Region Nordjylland,71190,87
109899075117401,"Thorkild Holmboe-Hay, Folketingskandidat Lolland-Falster",Thorkild Holmboe-Hay,70227,25
1653391011583152,Nicolaj Bang,Nicolaj Bang,70004,24
449803521791656,Stén Knuth,Sten Knuth,69983,109
236109223225664,Rug Solid,Rug Solid,69859,95
1033120613483808,AURA,AURA,69745,9
132364993978468,Andreas Steenberg,Streenberg Andreas Frost,69589,225
1121484411230596,Region Syddanmark,Region Syddanmark,69504,45
102944609541955,Den Danske Klimaskovfond,Den Danske Klimaskovfond,69439,79
110953988146557,Mads Samsing,HK Danmark,69353,78
2190488887846226,Petar Socevic,Petar Socevic,69352,263
252520351444054,Morten Østergaard,Radikale Venstre,69070,121
167412043730,Venstres Ungdom - VU,Venstres Ungdom - VU,68896,71
103317562106232,Klimakoalitionen KV21,Klimakoalitionen,68795,10
1704424023182897,Kongerækken,These ads ran without a disclaimer,68320,7
134780978775246,Mere arbejdsplads,Beskæftigelsesministeriet,68087,30
598134770273703,Danida,Danida,67789,31
109479202017806,Energistyrelsen,Energistyrelsen,67527,35
320982581296484,TV 2 Play,TV 2 Danmark A/S,67496,8
1396459723941912,Christian Rabjerg Madsen,Madsen Christian Rabjerg,67489,77
1002755833225691,Linea Søgaard-Lidell,Søgaard-Lidell Linea,67434,62
2079502855459920,Charlotte Broman Mølbæk,SF,67076,146
1497190180404355,Kira Marie Peter-Hansen,SF,66876,28
270431402967189,Benny Engelbrecht,Engelbrecht Benny,66819,88
105183344246708,Relatel,These ads ran without a disclaimer,66782,1
109777417966097,Syddjurs LIV,SyddjursLIV,66602,58
45178758245,Bibelselskabet,Bibelselskabet,66441,120
110777013721056,"Lars-Christian Brask, Liberal Alliance",Brask Lars-Christian,65986,98
101272095140798,Tomas Breddam,Tomas Breddam,65942,88
105127782690696,Fossilfri Fremtid,Fossilfri Fremtid,65908,36
321741538368636,Stram Kurs,det politiske parti Stram Kurs,65384,6
100187238981762,Oplevelser i København,Tikko,64898,34
546989505689609,Sólbjørg Jakobsen,Liberal Alliance Nordjylland,64729,20
1109822592433969,Waturu,Waturu Holding A/S,64481,15
377809518910165,Netcompany,Netcompany,64197,24
334571029981175,DM og MA studerende,DM,64004,50
732937233554118,Bünyamin Simsek,Bünyamin Simsek,63723,87
137685999659722,Jeppe Kofod,Socialdemokratiet,63179,50
106747038513816,SPOR - På Sporet af Danmark,Landbrug & Fødevarer F.m.b.A.,63100,6
100902795759004,Projekt Ung i velfærd,Ung i velfærd,63052,28
180658048629404,Kristendemokraterne,Kristendemokraterne,63036,42
110272581108922,"Søren Lahn Sloth, SF",SF Favrskov,62942,67
362875644473220,Kim Valentin,Valentin Kim,62784,96
1070819859727581,Erick Thürmer,Erick Thürmer,62640,66
259411291598741,Oceans2clean,Oceans2clean,62313,88
126084211821,Danmarks Socialdemokratiske Ungdom (DSU),Danmarks Socialdemokratiske Ungdom,62168,111
340621956038178,Henrik Sørensen - Det Konservative Folkeparti,Henrik Michael Borsholm Sørensen,62097,248
100167672198357,IDA Learning - kurser og efteruddannelse,IDA,61830,30
1222967887793900,Søren Windell,Søren Windell,61336,45
133615160025285,Rådet for Grøn Omstilling,Rådet for Grøn Omstilling,61145,64
1434441170209403,Carsten Kissmeyer,Kissmeyer Carsten,61118,52
129940943738051,Odense ser Rødt,Odense ser Rødt,60994,427
116591690194199,Mette With Hagensen,Socialdemokraterne Region SydDanmark,60927,194
108425518248313,GRASP,GRASP,60632,52
103351655288384,Horup Bolig A/S,Horup Bolig A/S,60583,13
1724068710936501,Anja C Jensen,HK Danmark,60125,147
507559565962956,KFUM's Sociale Arbejde,KFUM's Sociale Arbejde,59996,14
144493345745611,TV 2,TV 2 Danmark A/S,59981,7
1323811891079601,Lev Uden Vold,Lev Uden Vold,59689,46
137423296291470,Effektivt Landbrug,Effektivt Landbrug,59605,42
1902044243366919,Stop HPV - bliv vaccineret,These ads ran without a disclaimer,59569,46
372025753616,PFA Brug Livet Fonden,PFA Brug Livet Fonden,59545,235
1029970060346902,EWII,These ads ran without a disclaimer,59499,12
110611267881344,Risskov LIV,RisskovLIV,59163,52
193368914515878,Lederne Kompetencecenter,Lederne,58765,19
106468772046278,Project Greensand,Geelmuyden Kiese,58750,13
146956228206,Red Barnet Ungdom,These ads ran without a disclaimer,58627,110
264009771074617,Niels Fuglsang,Fuglsang Niels Peder Rindum,58533,410
1139567516084565,Copenhagen 2021 WorldPride & EuroGames,Happy Copenhagen with Facebook Ad Credits,57782,10
108449235916841,Økologisk Landsforening,Økologisk Landsforening,57756,21
1550050698545795,Artpusher Gallery,Artpusher,57745,314
990998001028850,Folkekirken Vesterbro,Folkekirken Vesterbro,56865,207
265531163485983,Danske Spil Casino,These ads ran without a disclaimer,56666,7
767023836764074,Peter Rahbæk Juel,Socialdemokratiet i Odense,56665,228
216311481960,Bill Gates,These ads ran without a disclaimer,56582,53
201640113193991,Børsen,These ads ran without a disclaimer,56553,44
229737453706271,Mogens Jensen,Socialdemokratiet,56551,27
683682235062292,Jens-Henrik Kirk,Kirk Jens-Henrik,56486,87
1401873849908337,Andreas Weidinger,Andreas Weidinger,56394,45
195241950525409,Studenterhus Aarhus,Studenterhus Aarhus,56367,50
2284894828455506,OKFakta,CO-industri,56131,25
389381838138010,Martin Rasmussen,HK Danmark,56005,67
315126268991751,Camilla Fabricius,Camilla Fabricius,55955,120
447217575331947,Martin Lidegaard,Martin Lidegaard,55807,66
136774967884,Konservative i Egedal,Jonathan Thrane Thomsen,55737,66
148262698530816,Audi Danmark,Audi Danmark,55647,28
142641498926,Fairtrade-mærket Danmark,Fairtrade-mærket Danmark,55565,158
147547541961576,Council of the European Union,Council of the European Union,55550,1107
1544958772491456,Marie Stærke,Marie Stærke,55410,21
104754988834397,Jakob Axel Nielsen,Det Konservative Folkeparti i Aalborg,55297,66
152307371499138,Änglamark,Coop,55158,8
1995019340791443,Naser Khader,Naser Khader,55123,16
1830039373940039,Sara Vergo,Djøf,54840,211
189743007654,Gyldendal,Gyldendal,54572,30
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,54488,51
101286428483346,Annette Blynel,SF Region Syddanmark,54451,117
334571029981175,DM og MA studerende,Dansk Magisterforening,54208,96
102514162425194,Frederik Vad,Nielsen Frederik Vad,54195,85
1122941634384463,Pelle Dragsted,Enhedslisten,54141,24
1039840406189567,Morten Klessen,Socialdemokratiet i Nordjylland,53892,72
421631444601562,Christina Krzyrosiak Hansen,Christina Hansen,53707,141
700095613395112,AarhusGuiden,AarhusGuiden,53635,31
319060951624796,BetterHome,Niels Kåre Bruun,53577,79
1688214178159008,BARONS,These ads ran without a disclaimer,53487,29
128483917218766,Verisure Danmark,These ads ran without a disclaimer,53482,2
105652505550626,Steffen W. Frølund,Steffen W. Frølund,53202,115
67220797992,Operation Dagsværk,Operation Dagsværk,53182,116
115366836686423,Regrow My Planet,These ads ran without a disclaimer,53155,878
102220115710109,Gitte Willumsen,Willumsen Gitte,53116,33
1869201333316421,Badya Hasan - بادية حسن,These ads ran without a disclaimer,52981,4
149221835677222,SMVdanmark,SMVdanmark,52771,104
433788933422274,Avisen Danmark,STEP A/S,52500,4
1104790642968068,Peter Seier Christensen,Peter Seier Christensen,52422,565
323452711195305,Rasmus Nordqvist,SF,52359,116
253955688339425,Brian Dybro,Brian Dybro,52323,79
1695276023875912,Astrid Søborg,Venstre Gladsaxe,52289,85
1952826148148615,Pengetanker by Danske Bank,Pengetanker by Danske Bank,52275,30
1751959911736210,Gitte Willumsen - Folketingskandidat for Venstre,Willumsen Gitte,52222,48
2229332167280623,"Marianne Karlsmose, KD-politiker",Kristendemokraterne,52146,25
123125015115654,Aktion Fars Orlov,Beskæftigelsesministeriet,52000,8
470433920022890,Nanna Bonde,Ottosen Nanna Bonde,51949,111
101354341782002,Red Omø Syd Havvindmøllepark,European Energy A/S,51947,8
267380880589587,YouSee Originals,These ads ran without a disclaimer,51700,9
1559060601030590,Lisbeth Bech-Nielsen,SF,51282,146
211175848943032,KFUKs Sociale Arbejde,KFUKs Sociale Arbejde,50797,30
764212570440726,Sampension,Sampension,50575,285
125526556332,Gymnasieskolernes Lærerforening,Gymnasieskolernes Lærerforening,50450,15
456543851540778,Nordic Solar,Marta Karadottir,50233,21
143304556048382,PostNord Danmark,These ads ran without a disclaimer,50091,2
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,49915,42
337897239700571,Peter Kofod - Dansk Folkeparti,Dansk Folkeparti,49834,77
108041771950114,Danmarksdemokraterne,Jacob Kjerumgaard,49781,124
26531882197,Peter Westermann,Westermann Peter,49730,349
217135424459,Karen Blixen Museum,Karen Blixen Museum,49673,430
123900591027437,Ellen Trane Nørby,Ellen Trane Nørby,49667,67
107632624972536,Lystrupliv,LystrupLIV,49640,65
735535959817481,Rotary Distrikt 1440,Rotary Distrikt 1440,49608,16
106117859442264,Chilly's,These ads ran without a disclaimer,49393,17
126084211821,Danmarks Socialdemokratiske Ungdom (DSU),DSU,49269,113
164752600281593,Joachim B. Olsen,Joachim B. Olsen,49182,63
924692171033381,"UNHCR, FN’s Flygtningeorganisation",UNHCR Danmark,49086,40
153005544821843,Mads C. Andersen,Mads Andersen,49026,36
116227401722605,Dansk Flygtningehjælp,These ads ran without a disclaimer,49025,162
728307113871618,Klaus Riskær Pedersen,Parti Klaus Riskaer Pedersen,48919,91
265494777233939,Nikolaj Leed Henriksen,Nikolaj Leed Henriksen,48732,241
448506455490582,Simon Hansen,Hansen Simon,48704,21
1554525611484429,Mads Fuglede,Mads Fuglede,48654,70
161801967707312,Frederik Bloch Münster,Münster Frederik Bloch,48261,76
100223332269206,Favrskov LIV,FavrskovLIV,47977,46
298161863627043,Gustav Juul,Gustav Juul,47795,38
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,47780,110
221368818036876,Helle  Bonnesen,Det Konservative Folkeparti,47774,53
1666889143631205,Drugstars,Claus Møldrup,47736,26
63503662682,Jyllands-Posten,These ads ran without a disclaimer,47682,43
366165650071333,Enhedslisten Køge,Rolskov Niels,47612,104
122469085070,Teknisk Landsforbund,Teknisk Landsforbund,47608,115
703754816720050,Grundfos DK A/S,Grundfos,47540,12
106509650777617,Gamle Mursten ApS,These ads ran without a disclaimer,47510,6
552317424812041,Glarmester Jørgen Fredegod Thomsen,These ads ran without a disclaimer,47478,25
58140803787,Lars Løkke Rasmussen,"Venstre, Danmarks Liberale Parti",47408,25
418179784893842,Enhedslisten Hillerød,Rasmussen Karl-Erik,47370,149
111330269562332,Anders Winnerskjold,Anders Winnerskjold,47225,128
226730295394801,Tomorrow,Tomorrow Collective Aps,47172,21
107575374711850,SAGA DK,Saga,47033,50
306991986917897,Familielandbruget,Familielandbruget,46989,21
108721937550160,Plastindustrien - Plastic Pavilion,Jespersen Louise Brochner,46800,15
133707013355759,Danner,These ads ran without a disclaimer,46798,9
394222523017,stiften.dk,Århus Stiftstidende,46721,50
299880716702992,KIU - Patientforeningen Kræft i underlivet,KIU - Patientforeningen Kræft i underlivet,46499,21
103493782327951,Tobias Grotkjær Elmstrøm,Tobias Grotkjær Elmstrøm,46160,91
539568842764605,Christoffer Aagaard Melson,Melson Christoffer Aagaard,46040,55
106582697719101,Peter Larsen,Peter Larsen,45957,112
665216113917321,Rent Hero,These ads ran without a disclaimer,45942,2
141469835910081,COWI,COWI,45647,128
164636120266963,Dansk Folkehjælp,Dansk Folkehjælp,45642,24
220884988385840,Magnus Von Dreiager,Magnus Von Dreiager,45585,149
111051074711032,Monika Rubin,Monika Afzali,45384,54
112565907996376,Peter Have,Moderaterne,45000,6
343032915551482,Valgtest til EU-valget 2024,Dansk Folkeparti,45000,14
532412506910835,HOFOR,HOFOR,44920,12
368634453338332,Thomas Danielsen,Danielsen Thomas Nolsoe,44802,23
23488866416,Ateistisk Selskab,Ateistisk Selskab,44695,87
684016791662654,Christina Egelund,Liberal Alliance,44675,91
284571169850,Nyt Europa,Nyt Europa,44459,147
117975516343,NORDJYSKE,NORDJYSKE,44370,49
142467658760,Laserfoto,These ads ran without a disclaimer,44316,1
99632942471,Læger uden Grænser (MSF),These ads ran without a disclaimer,44265,99
572838916149824,ARGO,ARGO,44264,14
196889620497930,Kristian Guldfeldt,Guldfeldt Kristian Siemons,44189,54
348713338478849,Samira Nawa,Samira Nawa,43986,58
102000981581794,Compleo Health Nordics,Compleo Health,43925,12
413428678669332,Venstre i Jammerbugt Kommune,Venstre Jammerbugt,43807,29
2798719490153637,Kuzma Pavlov Jensen,Det Konservative Folkeparti,43728,9
1704812646456237,SEGES i marken,Landbrug & Fødevarer F.m.b.A. SEGES,43665,56
66971052034,Hjerteforeningen,Hjerteforeningen,43505,96
108721937550160,Plastindustrien - Plastic Pavilion,These ads ran without a disclaimer,43365,13
119273737935326,Maria Pryds,Maria Pryds,43310,98
340189926157676,Jeppe Bruus,Jeppe Bruus,43297,14
104414898912918,GOTO Sønderborg,GOTO Sønderborg,43240,14
285033188190537,Thomas Medom,Thomas Medom,43234,191
142831282424266,Åbent Landbrug,Landbrug & Fødevarer,43222,47
110524953886201,Sundhedsstyrelsen,These ads ran without a disclaimer,43184,7
290304768567003,Stem på klima og et højt ansvarligt afkast i P+,Demokratisk Erhvervsnetværk,43088,32
285722315449568,Mai Villadsen,Enhedslisten,42672,34
180919889239757,Kenneth Mikkelsen,Venstre,42597,52
108178817716556,Energi+,WeMedia ApS,42596,47
260007123501,Verdo,Verdo Holding A/S,42460,62
106355174776321,Christian Budde,Christian Opstrup-Privat,42246,137
159207557466874,ProjectZero - Sammen når vi nullet,ProjectZero - Sammen når vi nullet,42049,34
140362986068964,Retten til Liv,Kerstin Hoffmann,41959,13
108411634385852,Heidi Printzen,Aarhus Konservative Vælgerforening,41570,54
172015929586612,Modstrøm - Brug energien bedre,These ads ran without a disclaimer,41559,2
484301691651773,Thomas Elong,Thomas Elong,41547,48
2304761463086862,Borgerlisten - Herning Kommune,Borgerlisten Herning Kommune,41540,75
108211097343581,Rød-Grøn Ungdom,Rød-Grøn Ungdom,41339,17
864373427248898,Dybbøl Banke Skansegården,Dybbøl Banke Skansegården,41254,25
145989963343,Lise Müller,SF,41128,65
138684796689622,Steen Vindum - Silkeborg Byråd,Steen Vindum,41099,97
700191296727686,MENY,MENY,41000,5
1638487316462005,Kim Bjoernstrup,Kim Bjoernstrup,40822,46
104560517780052,Klimafolkemødet,Klimafolkemødet,40781,18
973837682721591,Thomas Tonsberg Schlie - Venstre,Thomas Tonsberg Schlie,40770,328
110968767844640,Norddjurs LIV,NorddjursLIV,40737,44
80717675854,Søstrene Grene,These ads ran without a disclaimer,40726,8
1791759817712146,Katrine Robsøe,Robsøe Katrine Kjaer,40523,47
641310642745388,Grethe Nørtoft Saabye,Grethe D Moller Nortoft Saabye,40196,27
718327901589937,Mette Thiesen,Mette Thiesen,40107,62
1667366646866527,Mads Panny,Mads Panny,40085,62
1033120613483808,AURA,AURA Energi,40081,19
111474633945760,Anders Storgaard,Anders Engelbrecht Storgaard,40051,216
167504053262711,Kvindernes Sidste Arbejdsdag,"Paid for by 3F, Teknisk Landsforbund, Forbundet Kultur og Information, Radiografrådet, HK, Fagbevægelsens Hovedorganisation, DM, Djøf, FAOD, Socialrådgiverne, IDA, Forsikringsforbundet, SL, GL, Danske Fysioterapeuter, Prosa. The campaign is managed by REVOLT Agency.",39994,3
185741612014,Nordisk Ministerråd og Nordisk Råd,Nordisk Ministerråd og Nordisk Råd,39936,99
121774257973219,"Jonas Ring Madsen, Gruppeformand for Socialdemokratiet. Solrød Byråd",Madsen Jonas Ring,39920,65
221131391257614,Humanistisk Samfund,Humanistisk Samfund,39917,130
113241872062337,Skole og Forældre,Skole og Forældre,39860,51
181330585392156,Skattestyrelsen,These ads ran without a disclaimer,39803,33
100353351758744,Danmark redder maden,ONE/THIRD,39801,37
366939412915,Din Sundhedsfaglige A-kasse - DSA,Din Sundhedsfaglige A-kasse - DSA,39739,67
107605434134987,Digitale krænkelser koster,Ligestillingsafdelingen i Miljø- og Fødevareministeriet,39729,29
159972227956433,"3F Privat Service, Hotel & Restauration",Thorkild Holmboe-Hay,39701,14
458650074898193,Indblik.dk,Indblik.dk,39685,153
1877705062505422,Ren madglæde,These ads ran without a disclaimer,39518,45
1679159822318963,Maistic - Komposterbart & Plastfrit,Maistic - Komposterbart & Plastfrit,39486,176
566443056754736,Egil F. Hulgaard - Politik,Peter Hojmark Trasborg,39462,46
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,These ads ran without a disclaimer,39428,30
100282381897734,Frederik Enevoldsen i Folketinget,Frederik Valdemar Brondahl Enevoldsen,39420,21
134653173217499,"Lars Barfoed: Rådgiver, Foredragsholder, Blogger","Lars Barfoed: Rådgiver, Foredragsholder, Blogger",39395,49
1492301517467484,Vivi Nør Jacobsen,SF Albertslund,39377,75
