Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
1950076708632822,Osama el shahed - أسامة الشاهد,Osama el shahed - أسامة الشاهد,8015,72
115336178238866,النائب - محمود عبدالعليم منصور,النائب - محمود عبدالعليم منصور,8012,52
105460291956286,𝐒𝐓𝐄𝐏𝐒 𝓜𝓪𝓻𝓴𝓮𝓽𝓲𝓷𝓰 𝓐𝓰𝓮𝓷𝓬𝔂,𝐒𝐓𝐄𝐏𝐒 𝓜𝓪𝓻𝓴𝓮𝓽𝓲𝓷𝓰 𝓐𝓰𝓮𝓷𝓬𝔂,7952,5
103591834853142,Hamoda Mohamed Hamoda - حموده محمد حموده,Mahmoud Raafat Idris,7912,16
309185532622066,"مــصــــــر، مــمـــكــن Masr, Momken",These ads ran without a disclaimer,7837,3
108144649338092,الاشتراكيون الثوريون,الاشتراكيون الثوريون,7800,12
112104061532678,أصدقاء جمعية البر و التقوى,These ads ran without a disclaimer,7749,5
109096874777571,محمد عبدالبارى-Mohamed abdelbari,محمد عبدالبارى-Mohamed abdelbari,7745,28
108891297972556,New Selection Investment,These ads ran without a disclaimer,7743,5
119765711216201,Zamalek Lovers,Zamalek Lovers,7707,9
300230063420035,وزارة التضامن الاجتماعي,These ads ran without a disclaimer,7664,11
106526915742456,الجمهور - Algomhor,These ads ran without a disclaimer,7582,2
368119983327926,العربي الجديد,These ads ran without a disclaimer,7550,65
10250877124,Arab News,These ads ran without a disclaimer,7541,5
103654346135453,أخبار محلية- عرب نيوز,These ads ran without a disclaimer,7534,2
104566234553726,مؤسسة مناخ أرضنا للتنمية المستدامة,Saber Mahmoud Osman,7500,4
103649525984417,Dr. Islam Nasralla د.إسلام نصر الله,These ads ran without a disclaimer,7445,1
517902401572546,European Union in Egypt,European Union in Egypt,7367,22
897099200457446,Altin Beauty,These ads ran without a disclaimer,7345,11
104758268428654,أديب الرياضة,أديب الرياضة,7323,20
318588451644003,Adam Vital Healthcare,These ads ran without a disclaimer,7312,1
103086629281243,محمد الشنراوي,Mariam Ahmed Hamouda,7268,80
102063155690238,MEC Academy,These ads ran without a disclaimer,7263,3
115044990257839,Study Early Church,These ads ran without a disclaimer,7260,2
1724148267695799,بيت الحكمة 2.0,These ads ran without a disclaimer,7229,11
380937009024559,Kashqol كشكول التعليمى,Kareem Ahmed Abdul Ghani,7107,81
100391255098382,Amal Ramzy,Basem Ragab,7102,46
77319320825,Queen Rania,These ads ran without a disclaimer,7076,1
100391255098382,Amal Ramzy,Amal Ramzy,7048,46
597990847030734,Narrative Summit,Ibrahim Gamaleldin,6927,6
103429981452280,Hesham ElhagAly - هشام الحاج علي,Hesham ElhagAly - هشام الحاج علي,6909,92
105733727785522,النائب محمود قاسم,النائب محمود قاسم,6868,4
105096455624550,Tamer abdelhamid - تامر عبد الحميد,حسين السيد,6799,10
116150420230445,الدكتور حسام المندوه الحسيني عضو مجلس النواب,These ads ran without a disclaimer,6797,15
103530204733921,النائب مصطفي الكحيلي,النائب مصطفي الكحيلي,6773,12
100989841697034,محمد على ابوحجازى ـ عضو مجلس الشيوخ المصري,محمد على ابوحجازى ـ عضو مجلس الشيوخ المصري,6756,72
522458607878947,DW - السلطة الخامسة,These ads ran without a disclaimer,6738,4
272031499850256,GEC Academy-Study For FE,These ads ran without a disclaimer,6719,1
102437171630109,النائبة حنان عمار,النائبة حنان عمار,6671,60
215391868505225,"Dr. Khaled Gawdat, Obesity Egypt Clinic",These ads ran without a disclaimer,6635,1
105322721599496,الدكتور محمد زكي الوحش,الدكتور محمد زكي الوحش,6593,30
380937009024559,Kashqol كشكول التعليمى,Kashqol كشكول التعليمى,6569,88
117417824715607,Hamdy Ashour - حمدي عاشور,Hamdy Ashour - حمدي عاشور,6568,7
866153827088050,Bankawy - بنكاوى,Hany Adel,6545,72
282759032673313,مهندس محمد سعد الصمودي,مهندس محمد سعد الصمودي,6532,36
131189377574,MDPI,These ads ran without a disclaimer,6489,84
108210648333964,محمود طاهر -Mahmoud Taher,حسين السيد,6488,31
105295784663620,المهندس/ محمد رشاد  البرتقالى,Saeed Abd-Almonem,6450,5
226777847381002,مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء - مصر,These ads ran without a disclaimer,6446,8
111675408313515,Lisbon Energy Summit,These ads ran without a disclaimer,6393,2
233349383356169,القاهرة والناس,These ads ran without a disclaimer,6381,2
132123303328748,Kamal A. Helal,These ads ran without a disclaimer,6371,5
573028226546985,Russian Kitchen,These ads ran without a disclaimer,6365,1
119924677872767,عمرو عويضة,عمرو عويضة,6355,61
113909224980171,Gihad Hamza,These ads ran without a disclaimer,6285,11
101009088774421,حزب حماة الوطن,These ads ran without a disclaimer,6284,7
1501130023252581,Ahmed Raafat - أحمد رأفت,Ahmed Raafat - أحمد رأفت,6279,105
1282523968514064,المهندس يستحق,المهندس يستحق,6269,15
109403378629606,Allure Clinic,These ads ran without a disclaimer,6263,8
261220720714681,الصفحه الرسمية للمركز القومى لثقافة الطفل  - مصر,الصفحه الرسمية للمركز القومى لثقافة الطفل  - مصر,6240,26
107096734501088,النائبة منى عمر عضو مجلس النواب,Shymaa Adel,6223,34
119041404539578,Dr Ahmed El Masry ig 2,These ads ran without a disclaimer,6158,1
471653686268913,مطعم صبحي كابر,These ads ran without a disclaimer,6152,2
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,6030,14
101531545886809,معاً لانقاذ المهندس المصرى خالد سعد زغلول,Mona Mostafa,6011,2
112132621789349,Support Youssef - عشان يوسف,Support Youssef - عشان يوسف,6000,3
2102862883129084,حجازى للاستشارات القانونية,حجازى للاستشارات القانونية,5987,44
103591461628829,GunnerZ - جـانـرز,These ads ran without a disclaimer,5961,2
101586878327765,Hassanein Tawfiq - حسانين توفيق,حسين السيد,5926,31
691246177723161,CGTN Arabic,These ads ran without a disclaimer,5919,5
1468182163420849,وزارة البيئة المصرية - Ministry of Environment,Abdelkareem Ehab Abdelmoem Taher,5913,28
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,5909,2
104557275823271,Islamic Coin,These ads ran without a disclaimer,5897,7
103866962304422,Misr Properties,These ads ran without a disclaimer,5888,10
186241024881357,زين العابدين توفيق,These ads ran without a disclaimer,5847,2
250435678143660,Green Investment,These ads ran without a disclaimer,5842,8
292473967602416,مصر ٢٠٣٠,أسواق للمعلومات,5812,73
1481404695520337,المهندس ايهاب منصور عضو مجلس النواب,المهندس ايهاب منصور عضو مجلس النواب,5811,5
270822342771661,Heba Elshanarawy- هبة الشنراوي,tahiamasr,5796,55
110446467315915,موسوعة الرياضة الشاملة,موسوعة الرياضة الشاملة,5782,17
108268188512494,Evernow,These ads ran without a disclaimer,5707,2
112072071382470,أحمد الفار - Ahmed Elfar,أحمد الفار - Ahmed Elfar,5705,39
298138254162621,النادي الليبرالي بالقاهرة,النادي الليبرالي بالقاهرة,5682,24
111705215150566,فريق أهل السنة بافريقيا,These ads ran without a disclaimer,5656,1
101009088774421,حزب حماة الوطن,محمد السيد عبد الستار,5652,10
111361831850599,Ahmed Elbaz   احمد الباز,Ahmed Elbaz   احمد الباز,5623,7
764353836981278,الصفحه  الرسمية للعميد نور ابوستيت,الصفحه  الرسمية للعميد نور ابوستيت,5588,18
102765221685871,كشف فساد مجلس اداره قريه ذهبيه,كشف فساد مجلس اداره قريه ذهبيه,5582,25
318749652165610,مؤسسة آل سعيد الشبراوي للتنمية,مؤسسة آل سعيد الشبراوي للتنمية,5550,25
106601255263721,Egy Eats,These ads ran without a disclaimer,5543,4
327683687088303,محمود تمام - Mahmoud Tammam,محمود تمام - Mahmoud Tammam,5534,13
109703094050156,City Club,These ads ran without a disclaimer,5512,6
113791238657176,قناة العربية  Al Arabiya,These ads ran without a disclaimer,5477,4
597559790371644,نادى الزهور الرياضى,نادى الزهور الرياضى,5475,43
142288373333,HIMSS,These ads ran without a disclaimer,5438,1
111340408378650,سارة الزمالكوية,سارة الزمالكوية,5428,11
101010185701187,Regenix,These ads ran without a disclaimer,5409,8
106586485351141,أشرف الشبراوي أبو العلا - Ashraf Abo Elela,Elsayed Mohamed Ali,5343,18
8304333127,The Wall Street Journal,These ads ran without a disclaimer,5341,2
356274428186848,Capital Dream,These ads ran without a disclaimer,5288,2
104857565499480,زيارات أفضل أساتذة العظام من جامعة القاهرة و القصر العيني للصعيد,These ads ran without a disclaimer,5254,5
798673866859390,ETC TV,These ads ran without a disclaimer,5220,41
1065400016865037,Sahar Talaat Mostafa - سحر طلعت مصطفى,Sahar Talaat Mostafa - سحر طلعت مصطفى,5220,66
108927510969680,الصفحة الرسمية للنائبة د. صبورة السيد,Mariam Ahmed Hamouda,5216,163
102009978822734,مراتب سيلى-seealy mattress,These ads ran without a disclaimer,5212,1
68793499001,UNICEF,These ads ran without a disclaimer,5173,5
175521552500415,ElAdl Party - حزب العدل,These ads ran without a disclaimer,5155,1
1475556192690692,النائب أحمد بدوى,النائب أحمد بدوى,5110,5
1534049543322074,Andalusia Conferences,These ads ran without a disclaimer,5097,2
591526454353713,MICA,These ads ran without a disclaimer,5076,1
122508780947916,عبدالله خالد مصطفى,لينك جروب لنظم المعلومات,5060,5
106586485351141,أشرف الشبراوي أبو العلا - Ashraf Abo Elela,Ashraf Abouelela,5045,17
142329112477770,البنك الدولي,These ads ran without a disclaimer,5036,42
534327886687978,مخرج الاعلانات هاني محسن,These ads ran without a disclaimer,5024,7
459384307440544,Andersen in Egypt,Andersen in Egypt,5018,7
112661983978977,مبادرة بُناة مصر الرقمية,These ads ran without a disclaimer,5000,1
101322439049658,طيار احمد ابوسعده,احمد ابوسعده,5000,1
176956519017843,الحزب المصري الديمقراطي الاجتماعي,Mona Shammakh,5000,31
185026544699752,الدكتور علي عواد شحاته المحامي بالنقض,الدكتور علي عواد شحاته المحامي بالنقض,4994,2
204082049607696,Misr El Kheir Foundation -  مؤسسة مصر الخير,These ads ran without a disclaimer,4962,3
101837288924546,Muslimi,These ads ran without a disclaimer,4934,91
181977982755896,Novartis Egypt - نوڤارتس مصر,These ads ran without a disclaimer,4922,1
101288461667738,Senator Yasser Zaki - النائب ياسر زكى,Senator Yasser Zaki - النائب ياسر زكى,4912,36
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,حسين السيد,4896,18
100292755395193,مقابر جنة الخلد,These ads ran without a disclaimer,4848,25
984983751610290,كارافان للسياحة caravan tours,These ads ran without a disclaimer,4841,3
132954683232343,نشأت حتة Nashat Heta,نشأت حتة Nashat Heta,4839,46
483599275329013,El Wazeer - الوزير,These ads ran without a disclaimer,4808,9
231494494748857,أمانة المجالس النيابية والمحلية - حزب حماة الوطن أمانة القاهرة,محمد عبدالبارى الشليمى,4744,39
1727577894013195,عيادة الدكتور خالد حامد لأمراض القلب والقسطرة القلبية,These ads ran without a disclaimer,4738,2
450656444999180,احمد منصور العساس,احمد منصور العساس,4737,2
102883459081121,Mohamed Taher - محمد طاهر,حسين السيد,4736,18
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,حسين السيد,4731,25
335058193032514,عبد الرحمن,These ads ran without a disclaimer,4724,17
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,4670,12
