Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
80338114015,Adresseavisen,Adresseavisen,500,1
1426195737629892,Ullern Venstre,Oslo Venstre,500,2
307707036819009,Erlend Svardal Bøe,These ads ran without a disclaimer,500,1
102657018108570,Håvard Halvorsen - Ordførerkandidat i Nord-Aurdal,Håvard Halvorsen - Ordførerkandidat i Nord-Aurdal,500,3
533072530539963,Lavrans Kierulf,Drammen FrP,500,1
268174881681,Bygdelista Framover,Bygdelista Framover,500,2
100290415699280,Byggmester Søderlund As,These ads ran without a disclaimer,500,1
1668682936756479,Ove André Hanssen Johannessen - Fremskrittspartiet,Ove André Hanssen Johannessen - Fremskrittspartiet,500,3
118341138355726,Tana Høyre,Troms og Finnmark Høyre,500,1
127783020620943,Kilden kjonnsforskning.no,These ads ran without a disclaimer,500,2
182254024870,Midgard vikingsenter,These ads ran without a disclaimer,499,1
132368899297,Framtiden i våre hender,Stian Tobias Schøyen,496,7
159629284090448,Andøy Venstre,Andøy Venstre,496,1
186160118142076,Syklistforeningen i Oslo,Syklistenes Landsforening i Oslo,496,3
1546362168956783,Fosterhjem Midt-Norge,These ads ran without a disclaimer,495,1
106626288917020,Reidar Albertsen - FrP,Reidar Albertsen - FrP,495,4
101903508281567,The Dude's Threads,These ads ran without a disclaimer,492,12
214351281833,Dassault Systèmes,These ads ran without a disclaimer,492,19
149147255109855,Kirkens SOS,These ads ran without a disclaimer,492,1
118927351789762,Volda KrF,Henning Holsvik,488,7
198379696860105,Nordland Høyre,These ads ran without a disclaimer,487,2
162027551369342,Hope4u MagoB og Trondheimsveien 332 på Eidsvoll Verk,Hope4u,486,1
100708115764701,ORST GM,These ads ran without a disclaimer,486,106
103483272252744,Utdanningsforbundet Harstad,Utdanningsforbundet Harstad lokallag,486,3
101936732006615,Naturvernforbundet i Ås,Naturvernforbundet i Ås,482,3
176370189723,SOR,These ads ran without a disclaimer,480,1
183221071542107,Vg2 Anleggsgartner Til Mysen Vgs,Navigatio AS,480,1
164369780243330,Athenas Norge,These ads ran without a disclaimer,480,1
109864430600141,NorseRecruitment,These ads ran without a disclaimer,480,5
572167033209411,Meløy Venstre,Cecilie Hegge,479,3
100748489635276,Buskerud SV,Buskerud SV,477,2
400450383668894,REDD Repparfjorden,These ads ran without a disclaimer,469,1
116121844898700,FAST_Organisation,These ads ran without a disclaimer,466,2
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,465,71
101736202769573,Even Jacobsen - Venstre,Even Jacobsen - Ordførerkandidat for Ringerike Venstre,464,3
126842761364857,Trøndelag MDG,These ads ran without a disclaimer,462,2
356036511726622,Rødt Møre og Romsdal,Sigve Torland,460,3
1716435615238662,MiRA-Senteret,MiRA-Senteret,460,2
289098651297423,Annika Brandal - V,Annika Brandal - V,460,5
269812559699260,Support Page Verification,Engerdal Arbeiderparti,460,4
152451474837468,NAPA Group,These ads ran without a disclaimer,458,16
223625887650887,NY TID & Orientering,These ads ran without a disclaimer,456,1
882048001925695,Statsforvalteren i Vestfold og Telemark,These ads ran without a disclaimer,453,2
108917895838519,Vennesla FrP,Vennesla FrP,451,3
414392738634442,Vestre Slidre Arbeiderparti,Innlandet Arbeiderparti,450,3
674385802571770,KAOS,These ads ran without a disclaimer,450,2
103051818279392,Stemmer fra Tårnet - en politisk løypemelding fra Drammen,Stemmer fra tårnet,450,4
144202335602714,Festspillene i Kristiansund,These ads ran without a disclaimer,447,1
276004372428994,Prysmian Group,These ads ran without a disclaimer,446,2
591988314148347,Ås SV,Ås SV,444,7
115424631821000,Clarion Hotel Stavanger,These ads ran without a disclaimer,443,1
103936718783623,Thomas Sørnes,Thomas Rene Bilstad Sørnes,443,6
155062287893925,Stiftelsen Norsk Mat,These ads ran without a disclaimer,440,3
174505082606765,Øksnes SV,Øksnes SV,439,3
140741825957408,International Medical Relief,These ads ran without a disclaimer,438,4
2345269782397274,Dovre Arbeiderparti,Dovre Arbeiderparti,438,4
105114295252657,MDG,Morten Punnerud Engelstad,438,4
383192078391118,Greenhouse Software,These ads ran without a disclaimer,436,7
170182359507634,EU. News,These ads ran without a disclaimer,436,6
104002928883686,Somatic Institute For Women,These ads ran without a disclaimer,434,6
382081373056,BMW Group,These ads ran without a disclaimer,432,18
304033187135783,Senterpartiet i Viken,These ads ran without a disclaimer,429,2
164730696902466,Mental Helse,These ads ran without a disclaimer,428,3
1565862733671347,Time FrP,These ads ran without a disclaimer,423,7
36218282743,Røde Kors,These ads ran without a disclaimer,422,1
485290418240956,ROCKWOOL,These ads ran without a disclaimer,422,2
300547040062428,Oslo Sosialistisk Ungdom,Oslo Sosialistisk ungdom,420,3
173372119396579,Nore og Uvdal Senterparti,Nore og Uvdal Senterparti,420,8
264484833591793,WSP Norge,WSP Norge,417,1
167472573272165,Mindvalley на русском,These ads ran without a disclaimer,417,28
1629110813846272,Lånke Arbeiderlag,Bjørnar Strøm Larsen,413,1
111101427877165,Deep Instinct,These ads ran without a disclaimer,412,25
33483001033,SV - Sosialistisk Venstreparti,These ads ran without a disclaimer,411,9
668356196549585,Holmestrand MDG,Heidi Skreen,410,3
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,410,19
128851913808230,ARENA - Centre for European Studies,ARENA Centre for European Studies,409,1
1899805196916618,LO Rogaland,These ads ran without a disclaimer,408,2
103377668330393,Mirësi Për Botën,These ads ran without a disclaimer,407,5
113511181713195,Quantum Ai,These ads ran without a disclaimer,406,4
112857077857582,Omo - Weight Loss With Psychology,These ads ran without a disclaimer,406,15
387399218056327,Coop Prix Trofors,These ads ran without a disclaimer,405,1
136615146513839,Agder FrP,These ads ran without a disclaimer,404,2
138370333527008,Viken fylkeskommune,These ads ran without a disclaimer,404,2
128545867303186,Norsk Folkehjelp Bergen,These ads ran without a disclaimer,403,1
702356189879706,Hammerfest SV,Hammerfest Sosialistisk venstreparti,403,2
426527214073962,Amphiro,These ads ran without a disclaimer,402,2
113275862050709,Næringslivets Hovedorganisasjon,These ads ran without a disclaimer,402,2
148402325247,Asker kulturhus,These ads ran without a disclaimer,400,1
186626994701210,Forbundet for Ledelse og Teknikk (FLT),These ads ran without a disclaimer,400,3
427534917270154,Norsk Fjernvarme,Norsk Fjernvarme,400,1
202988719716011,Fjaler Arbeidarparti,Fjaler Arbeidarparti,400,1
339726746591,Pedagogstudentene i Utdanningsforbundet,Pedagogstudentene i Utdanningsforbundet,400,1
228675827199953,Embassy of Ukraine in Norway,These ads ran without a disclaimer,400,1
333333470864074,Øyvind Misje - Venstre,Eigersund Venstre,400,1
104623741601546,Grete Wold Stortingsrepresentant,Vestfold og Telemark SV,400,2
200651796624871,St. Hanshaugen Venstre,Oslo Venstre,400,1
108807871010096,Pressens hus,Foreningen Pressens hus,400,1
175040092620704,Forus,These ads ran without a disclaimer,400,2
100801458772891,Sparebankforeningen,Sparebankforeningen,400,1
119963809399496,Legenes klimaaksjon,Legenes klimaaksjon,400,4
312169835526717,Sauda Venstre,Rogaland Venstre,400,4
1960137957598461,Bryne næringsforening,These ads ran without a disclaimer,399,1
118068574546313,Pensjonistpartiet Drammen,Geir Blom,399,5
108820607704245,KOM24,These ads ran without a disclaimer,396,4
1220981994590364,FT Partner Content,These ads ran without a disclaimer,396,113
155145077878456,Sentralt Ungdomsråd i Oslo (SUR),These ads ran without a disclaimer,396,1
1512306542398325,Kvinnedagen 8. mars i Tromsø,These ads ran without a disclaimer,395,1
8304333127,The Wall Street Journal,These ads ran without a disclaimer,395,2
120352625309832,Polyfuels Group AB,These ads ran without a disclaimer,392,3
193077640749905,Grünerløkka MDG,Grünerløkka MDG,391,1
124392204317537,Gjerdrum Venstre,Gjerdrum Venstre,390,2
104877488982288,SLB,These ads ran without a disclaimer,385,8
565108056966122,Curiosity Stream,These ads ran without a disclaimer,382,18
52406888377,Utrop - Norges første flerkulturelle avis,Utrop - Norges første flerkulturelle avis,382,3
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,381,4
103057921635136,Folkets Parti Bergen,These ads ran without a disclaimer,381,4
191412049053,Østlandets Blad,These ads ran without a disclaimer,380,1
111498562255342,Harstad SV/ Hárstták SG,Harstad SV/ Hárstták SG,380,3
100282791980863,Trønderbataljon1,These ads ran without a disclaimer,378,4
103642311168469,Børre St. Børresen - samfunnsengasjert,These ads ran without a disclaimer,378,5
109567834843761,Лало Каменов / Lalo Kamenov,These ads ran without a disclaimer,377,1
113615355316959,WIRED UK,These ads ran without a disclaimer,376,38
764241357036366,Skaun Høyre,Skaun Høyre,373,6
109921824939975,World Park,These ads ran without a disclaimer,373,1
121465284286491,Marius Bismo - Ap,Ordførerkandidat Marius Bismo,370,3
210560981317,Nasjonalforeningen for folkehelsen,Nasjonalforeningen for folkehelsen,369,4
100721465613846,Opplevelser i Stavanger,These ads ran without a disclaimer,367,2
178407168996,Holberg Prize,These ads ran without a disclaimer,366,4
122698804261194,Isdager,These ads ran without a disclaimer,366,3
182073298490036,Gaia,These ads ran without a disclaimer,365,1
106956112154599,Politiker Stian Omdalsmoen Froland FrP,Ordførerkandidat Stian Omdalsmoen Froland FrP,365,3
404692959719798,AssisterMeg,These ads ran without a disclaimer,364,12
387075338568282,Pressure,These ads ran without a disclaimer,364,1
107402798535015,Umbrella Jubilation,These ads ran without a disclaimer,364,1
103642311168469,Børre St. Børresen - samfunnsengasjert,Børre Børresen,362,2
855155514838205,Ordfører i Rakkestad - Karoline Fjeldstad,Ordfører i Rakkestad - Karoline Fjeldstad,362,4
170578859467775,Harainbow,These ads ran without a disclaimer,361,40
201750567259728,Velferdkonferansen,These ads ran without a disclaimer,360,1
118927351789762,Volda KrF,Volda KrF,360,3
154352147943400,Nes FrP,Nes FrP,360,4
21603349508,NOAH - for dyrs rettigheter,These ads ran without a disclaimer,355,1
821683257923657,Rødt Haugaland,Rødt Haugaland,354,9
176449902493387,Clarins,These ads ran without a disclaimer,354,4
708863685880978,Bømlo Senterparti,Bømlo Senterparti,351,8
112607104243826,Peggy Hessen Følsvik,These ads ran without a disclaimer,351,2
793257517373607,Evercoach by Mindvalley,These ads ran without a disclaimer,350,4
135274579954794,Vågå Arbeiderparti,Innlandet Arbeiderparti,350,2
190602137653809,Trondheim Senterparti,Trondheim Senterparti,350,1
189066721248582,Alver Venstre,Alver Venstre,350,4
452109075477,Sandnesposten,These ads ran without a disclaimer,349,2
109997808014510,Maria Miller,These ads ran without a disclaimer,347,2
305357516208078,Torstein Tvedt Solberg,These ads ran without a disclaimer,346,2
110549464599263,Buzz Information,These ads ran without a disclaimer,345,1
209606089053723,Vennesla senterparti,These ads ran without a disclaimer,345,7
537151543098242,Bjugn Sparebank,These ads ran without a disclaimer,343,1
267093316643456,Oslo Venstre,These ads ran without a disclaimer,342,1
894187360686799,Pia Dyberg Interior Design,These ads ran without a disclaimer,341,1
103490038735519,Sørlandspolitiker - Nils Nilsen,These ads ran without a disclaimer,339,1
117533694607651,Jørgen Julius Johansen - kandidat for Høyre til kommunestyret i Rælingen,Jørgen Julius Johansen - kandidat for Høyre til kommunestyret i Rælingen,339,3
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,339,25
108224434041132,AUF-studenter i Trondheim,These ads ran without a disclaimer,338,2
149758581522,Jærbladet,These ads ran without a disclaimer,337,2
21506277966,Acronis,These ads ran without a disclaimer,336,19
2195191114073865,TAKT,These ads ran without a disclaimer,335,1
168437419860049,Nei til EU,These ads ran without a disclaimer,334,2
315603771494,Milaap,These ads ran without a disclaimer,332,44
224157514327700,happn,These ads ran without a disclaimer,330,1
188661004494191,Agder Sparebank,These ads ran without a disclaimer,329,1
1875902792622658,Øygarden Arbeidarparti,Ingvild Skaar,328,7
244739015388925,Bluefin FX Market,These ads ran without a disclaimer,328,4
853089684811986,Victoriafestivalen Kviteseid,These ads ran without a disclaimer,328,1
182870111754966,Meløy kommune,These ads ran without a disclaimer,327,1
656462304404326,Служба розшуку дітей,These ads ran without a disclaimer,327,20
690242244399816,Fagforbundet Agder,These ads ran without a disclaimer,327,3
150573824998821,Internasjonalt Seminar,These ads ran without a disclaimer,326,4
2008045212780352,"LIM-likestilling, integrering og mangfold",These ads ran without a disclaimer,325,3
195630593782513,BikeForPeace,These ads ran without a disclaimer,325,1
280435112825,Romerikes Blad,These ads ran without a disclaimer,323,1
46364297805,Eva Weel Skram,These ads ran without a disclaimer,323,1
507312395951024,Sketchar.io,These ads ran without a disclaimer,322,3
275888355911503,Xnowmate,These ads ran without a disclaimer,321,9
192118077470765,Sørlandsparken,Sørlandsparken,320,2
101120891482015,TronTalks,TronTalks v/Studio O as,320,2
1981140498790257,Ringsaker FrP,Andre Røed Kristiansen,320,3
100136809551789,Mona Elisa Rustad,These ads ran without a disclaimer,320,1
537266973117738,Politiker Roy Håkon Friskilæ,These ads ran without a disclaimer,320,1
203861381312,Tidsskriftet Sykepleien,These ads ran without a disclaimer,319,8
106939485471151,Ordførerkandidat Yngve Magnus T. Fosse - Høyre,Ordførerkandidat Yngve Magnus T. Fosse - Høyre,319,4
244113082404012,Norsk Presseforbund,Norsk Presseforbund,318,2
102387532370864,Desire Hope,These ads ran without a disclaimer,316,3
108308727759130,Tor Inge på Tinget,Tor Inge Eidesen,315,2
244347532249880,ONE FOR ISRAEL Ministry,These ads ran without a disclaimer,314,10
1542031859156355,Reistadløpet,These ads ran without a disclaimer,313,1
106760317764169,Jærbu,Preben Z Møller,313,2
92376343177,DJ TONY TOUCH,These ads ran without a disclaimer,312,11
102478231696175,BIOpads,These ads ran without a disclaimer,310,8
121335057940976,Øyer SV,These ads ran without a disclaimer,308,2
101936798583902,Thomas Johansen -Miljøpartiet De Grønne,Thomas Johansen,307,5
1716435615238662,MiRA-Senteret,These ads ran without a disclaimer,307,2
227438343945838,Forum for utvikling og miljø,These ads ran without a disclaimer,304,3
109168649155765,Kampanje Jobb,These ads ran without a disclaimer,304,3
127420547646282,Medbyggerne,These ads ran without a disclaimer,303,2
112564955077010,News,These ads ran without a disclaimer,302,1
109524131941256,Lurøy Høyre,These ads ran without a disclaimer,301,2
1671606459737526,Gjesdal Venstre,Venstre,301,3
1262544973818653,Helsepartiet,These ads ran without a disclaimer,301,1
412013495658019,Aurland Senterparti,David Underdal,300,1
220501644709429,Cinemateket Trondheim,These ads ran without a disclaimer,300,1
173528366080069,Åmot SV,Åmot SV,300,1
193610867343696,Nord-Odal Arbeiderparti,Innlandet Arbeiderparti,300,1
100612318709397,Fredrik Holm,Viken Høyre,300,1
117713808416616,Grønn By,These ads ran without a disclaimer,300,1
645370232524026,Erling Moe,Trondheim Venstre,300,1
259959540813063,Søndre Land Arbeiderparti,Innlandet Arbeiderparti,300,3
183670992404454,Evje og Hornnes SV,Agder SV,300,1
105730909240514,VANG AP,Vang Arbeiderparti (Ap),300,2
113712178324570,Kenneth Mørk,Kenneth Mørk,300,2
1645087842413022,Meløy SV,Meløy SV,300,5
1583556525028108,Johan E. Hustad,These ads ran without a disclaimer,299,1
190913051002833,Nei til Atomvåpen,These ads ran without a disclaimer,297,1
345626636056884,Wild,These ads ran without a disclaimer,295,11
599316740192350,kumu,These ads ran without a disclaimer,294,16
1984620174988993,1945 Air Force,These ads ran without a disclaimer,293,1
138054820115371,Importadora Industrial GT,These ads ran without a disclaimer,292,1
247737061757125,Neuro News,These ads ran without a disclaimer,291,26
110846065598676,Pride Art / Skeive Kunstnere Norway,These ads ran without a disclaimer,291,2
186681194527236,Libra-Official,These ads ran without a disclaimer,290,12
133916526619886,Vestfold og Telemark KrF,Vestfold og Telemark KrF,289,3
219212891435404,Ullensaker FrP,These ads ran without a disclaimer,288,4
109765114889924,Prime EVA,These ads ran without a disclaimer,288,7
1388548264745259,LinkedIn Talent Solutions,These ads ran without a disclaimer,287,5
158733667366,Much Better Adventures,These ads ran without a disclaimer,287,1
89151782746,Fauna & Flora,These ads ran without a disclaimer,287,9
227287787462229,Skien Arbeiderparti,These ads ran without a disclaimer,287,4
1117115381719369,Familieboliger fra Webu,These ads ran without a disclaimer,286,1
437153699802747,Brendan Kane,These ads ran without a disclaimer,285,7
132461327482880,Personlige Gaver AS,These ads ran without a disclaimer,285,5
799717050416363,Sognefjord,Even Halås Søreide,285,1
1394801860755000,Klondike Game Fans,These ads ran without a disclaimer,285,1
114319561948157,PCRF - Palestine Children's Relief Fund,These ads ran without a disclaimer,285,17
577050979296097,Måløy Vekst,These ads ran without a disclaimer,285,1
1911806245536305,Alver SV,Alver SV,284,4
1411266592462879,Storytel,These ads ran without a disclaimer,284,11
238316819691949,Destinasjon Vollen,These ads ran without a disclaimer,283,3
299379963407705,OPP,These ads ran without a disclaimer,282,2
102043485455258,Venstredama Hulda,Hulda Tronstad,282,3
107586311767908,Delicacy Estate,These ads ran without a disclaimer,281,14
169224529781627,"LIN - Likestilling, Inkludering og Nettverk",These ads ran without a disclaimer,281,1
137745812966957,Karrieresenter Østfold,These ads ran without a disclaimer,281,5
198115886941069,Velferd.no er en del av Dagens Perspektiv,These ads ran without a disclaimer,277,2
109712155457567,Politiker Paal Ravnaas,Politiker Paal Ravnaas,276,4
107862825603742,Partiet Sentrum Grimstad,Partiet Sentrum Grimstad,275,7
182080585172687,Palestinakomiteen på Sunnmøre,These ads ran without a disclaimer,274,2
108047825945595,NSR - Norgga Sámiid Riikkasearvi,These ads ran without a disclaimer,272,1
101884955911787,Lev i Nord-Norge,Nettrakett,271,1
10606591490,TIME,These ads ran without a disclaimer,269,8
269903676771231,LO Brussel,LO,269,1
1560992730831610,Årstad Høyre,Årstad Høyre,268,3
1667134193537538,Folgefonnsenteret,These ads ran without a disclaimer,267,1
316553905027100,Stefanusalliansen,These ads ran without a disclaimer,267,3
598278500204912,Avisa Gaula,These ads ran without a disclaimer,267,4
113447613420674,Waterfall Security Solutions,These ads ran without a disclaimer,267,5
9814846723,Eric Edmeades,These ads ran without a disclaimer,267,3
100904822517086,Non-Trivial,These ads ran without a disclaimer,265,13
110662521660603,Ordførerkandidat Kenny Rettore,Guttorm Stangeland,265,6
258357757657262,Thermo Fisher Scientific,These ads ran without a disclaimer,265,8
130964186926070,Østre Toten Arbeiderparti,Østre Toten Arbeiderparti,262,7
217924108073667,EU.News,These ads ran without a disclaimer,261,3
119787264706852,Trondheim FrP,These ads ran without a disclaimer,260,10
402677536461567,AllMatters,These ads ran without a disclaimer,259,6
446773845399934,Porsgrunns Dagblad,These ads ran without a disclaimer,258,7
111741406871047,UN Global Compact Norge,These ads ran without a disclaimer,258,1
1457393831142096,8. mars Trondheim,These ads ran without a disclaimer,258,1
126008427465390,Hamarregionen Utvikling,These ads ran without a disclaimer,256,3
1416263752016042,Vaksdal Arbeiderparti,Vaksdal Arbeiderparti,255,4
148719675190424,Time Arbeiderparti,Time Arbeiderparti,254,3
270746343377367,FLR,These ads ran without a disclaimer,253,11
106479017486767,Mercy to Humanity - جَمْعِيَة رَحْمَةً لِلْعَالَمِين,These ads ran without a disclaimer,252,14
436485136496210,Ullern Arbeiderparti,Ullern Arbeiderparti,251,3
109694697539764,Aeroclass,These ads ran without a disclaimer,251,3
105131778536919,Syttiseks,These ads ran without a disclaimer,250,1
1628882677340794,Bamble Senterparti,Bamble Senterparti,250,1
102237764949547,Simen Sandelien - politiker,Simen Sandelien,250,1
194910124050141,PM Danielsen interiør og kontorutstyr,These ads ran without a disclaimer,250,1
151697418224839,Vågan SV,Vågan SV,250,1
108385285696849,KILDN Fjordmetro,Tertnes Holding,250,1
122027734518157,Stavanger SV,Stavanger Sosialistisk Venstreparti,250,1
318307454940170,Simonsen Vogt Wiig,These ads ran without a disclaimer,250,2
110285067026257,Marianne Sivertsen Næss,Finnmark Arbeiderparti,250,1
119983534743185,Løten Arbeiderparti,Løten Arbeiderparti,250,3
705318652888711,Stovner Arbeiderparti,Stovner Arbeiderparti,250,1
103032958320099,Woke.no,These ads ran without a disclaimer,250,1
103074955617728,Hitra Senterparti,These ads ran without a disclaimer,250,1
1684406315140541,Folloregionens Næringsforening,These ads ran without a disclaimer,250,1
117116221650427,Smaabyen Flekkefjord,These ads ran without a disclaimer,250,1
132908100136687,Lærdal SV,Vestland SV,249,1
1829963527268477,Sør-Aurdal Arbeiderparti,Innlandet Arbeiderparti,249,1
109078099138889,Renewable Energy Group,These ads ran without a disclaimer,249,12
725448257816441,Rendalen Høyre,Rendalen Høyre,248,2
108500801808800,Puply,These ads ran without a disclaimer,247,3
438113362933413,Vestland SV - Sosialistisk Venstreparti,These ads ran without a disclaimer,247,3
106771284784239,Simon Friis Larsen - kristen politiker,"Simon Larsen, Kommunikasjon og media",247,3
346116816548563,Senior Norge Asker og Bærum,These ads ran without a disclaimer,247,3
427965204031078,Yeşil Sol Parti Norveç,These ads ran without a disclaimer,246,2
107770521680526,Lost In Your Eyes,These ads ran without a disclaimer,246,1
107257894940068,Trine Fagervik,These ads ran without a disclaimer,246,2
644507742275769,Oslo Pride,These ads ran without a disclaimer,245,4
175354165837662,AwareGO,These ads ran without a disclaimer,244,2
994919977192143,Gjøvik kommune,These ads ran without a disclaimer,243,3
251360678068375,Newblacks,These ads ran without a disclaimer,242,73
108468474192301,INP - Industri- og næringspartiet,INDUSTRI- OG NÆRINGSPARTIET,242,1
169089466987244,Comize Work,These ads ran without a disclaimer,242,1
252543211444728,Transform - Trondheim World Festival,These ads ran without a disclaimer,241,1
113928037554482,Godhetstyrannen,These ads ran without a disclaimer,241,4
70878187198,ARK Bokhandel,These ads ran without a disclaimer,241,4
105972391283822,Derimot.no,These ads ran without a disclaimer,241,2
230601403660044,Trondheim Grønne Studenter,Christopher Bergli Hermansen,240,2
201743103201343,Osen Arbeiderparti,Kristian Momyr,240,1
434458416677732,Torsketruten,These ads ran without a disclaimer,240,1
117556978003623,TS News,These ads ran without a disclaimer,238,1
102213642573397,Zavala Hester,These ads ran without a disclaimer,238,5
106620807391911,Roche,These ads ran without a disclaimer,237,10
156697847701519,"Storm Elektro AS, Sarpsborg",These ads ran without a disclaimer,236,1
198104122303,Likestillings- og diskrimineringsombudet,These ads ran without a disclaimer,236,6
123288564086337,Business Lite,These ads ran without a disclaimer,235,2
275134453422069,Health Socks,These ads ran without a disclaimer,235,6
771462172882741,OnePath Network,These ads ran without a disclaimer,235,7
101040998564678,Hjemsol,These ads ran without a disclaimer,235,1
50749027772,FEELGOOD,These ads ran without a disclaimer,235,1
668356196549585,Holmestrand MDG,These ads ran without a disclaimer,234,3
289683304433819,Rælingen Høyre,These ads ran without a disclaimer,234,4
2012617162329822,AI Chat · Chatbot Assistant,These ads ran without a disclaimer,234,15
156699477697590,Lillehammer kulturskole,These ads ran without a disclaimer,234,1
110815611422003,edwardmoon01,These ads ran without a disclaimer,232,2
258714427616165,Trøndelag FrP,These ads ran without a disclaimer,232,5
238018029731440,Narkotikapolitikk.no,These ads ran without a disclaimer,232,2
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,229,17
113203984151753,Veo,These ads ran without a disclaimer,228,1
209053838344,Interkultur,These ads ran without a disclaimer,227,1
111220795604060,Medaljen for lang og tro tjeneste,These ads ran without a disclaimer,226,3
72809987258,Universitetet i Stavanger,These ads ran without a disclaimer,225,1
1217779104990014,Øystre Slidre SV,Øystre Slidre SV - Sosialistisk Venstreparti,225,3
5777172751,Splunk,These ads ran without a disclaimer,224,1
102021952558486,FREYR Battery,These ads ran without a disclaimer,223,6
171084109588975,Vikebladet Vestposten,These ads ran without a disclaimer,222,5
312799697843,Eikerbladet,These ads ran without a disclaimer,222,3
113572027176271,E-Recommendation,These ads ran without a disclaimer,222,1
151249241554620,Viasat History,These ads ran without a disclaimer,222,2
132993273425738,Avisa Nordhordland,These ads ran without a disclaimer,221,1
123588051585783,Crocword Puzzle Community,These ads ran without a disclaimer,221,2
101480108037319,Domestika,These ads ran without a disclaimer,221,15
1624379211162509,Molde Næringsforum,These ads ran without a disclaimer,220,1
119169274818932,Landkreditt Bank,These ads ran without a disclaimer,219,1
574162319776824,HEAL,INDIVIDUAL HEALTH SYSTEMS AS,217,2
111930338491892,"Adelheid Frost Mykland, Arbeiderpartiet",Ordførerkandidat Adelheid Frost Mykland,216,10
103323442123459,psykologidrake,These ads ran without a disclaimer,216,1
114432135478,NOAS - Norsk organisasjon for asylsøkere,These ads ran without a disclaimer,215,1
119992217779767,Euro Новости,These ads ran without a disclaimer,215,1
101721379158602,Gausdal Vaktmestertjenester,These ads ran without a disclaimer,215,1
811803499167101,Valand Burger og Grill,These ads ran without a disclaimer,214,1
126895400704503,Rogaland Høyre,These ads ran without a disclaimer,214,1
219161471478757,Venstrealliansen,These ads ran without a disclaimer,214,1
127187187348820,Kaspersky,These ads ran without a disclaimer,214,7
186227402234068,CodeOp,These ads ran without a disclaimer,213,12
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,213,3
103054386398829,Driva,These ads ran without a disclaimer,213,1
130260323761912,STL Norge - Samarbeidsrådet for tros- og livssynssamfunn,These ads ran without a disclaimer,213,3
185921911272015,Trade-News,These ads ran without a disclaimer,213,12
103110162325050,ALT-2,These ads ran without a disclaimer,211,1
125583187296247,OLA en helt vanlig uvanlig fyr,These ads ran without a disclaimer,211,2
103077389814473,Kristiansand SV,Andreas Landmark,211,2
412466965476140,IKAJ Norge,These ads ran without a disclaimer,210,3
109744289041884,Aftenbladet,These ads ran without a disclaimer,210,1
480940115305312,Bjerknessenteret,These ads ran without a disclaimer,210,2
205484042817621,Statsforvalteren i Nordland,These ads ran without a disclaimer,209,1
10150118920220372,Parat,These ads ran without a disclaimer,208,5
109675210820281,Det Blaa Kartel,These ads ran without a disclaimer,208,1
369966183399814,Konservativt Drammen,These ads ran without a disclaimer,208,9
101458912908465,Ida og Victor til Universitetsstyret,Victor Botnevik,208,2
106011835799782,EU-News,These ads ran without a disclaimer,208,1
133052380101315,Conexus,These ads ran without a disclaimer,207,2
112632125462357,Gjøvik og Toten Venstre,Gjøvik og Toten Venstre,207,7
91073901338,Hitra-Frøya lokalavis,These ads ran without a disclaimer,206,6
241325515913677,Bryggens Venner,These ads ran without a disclaimer,206,2
1656590977890066,IDEO U,These ads ran without a disclaimer,205,2
366566553683362,UNG I JOBB,These ads ran without a disclaimer,205,1
105106018624924,Kanawahe News Media,These ads ran without a disclaimer,205,2
1936340146391862,Ørjan Jacobsen Fjeldstad,These ads ran without a disclaimer,205,1
352161675198,Nordland Musikkfestuke,These ads ran without a disclaimer,205,1
110114378680265,EU-News,These ads ran without a disclaimer,204,1
101898579405725,Wiadomości dnia,These ads ran without a disclaimer,204,1
103448852597500,Lettuce,These ads ran without a disclaimer,204,10
106813518749336,Latvijas Ziņas.,These ads ran without a disclaimer,204,3
104917964995264,Kirkenes Næringsforening,Kirkenes Næringsforening,203,1
430910927754241,مؤسسة منبر الأقصى الدولية,These ads ran without a disclaimer,203,1
106784215026463,Alvexo Europe,These ads ran without a disclaimer,202,2
105693391906823,Foreningen Tryggere Ruspolitikk - Oslo,These ads ran without a disclaimer,200,2
116638121353611,Rødt Trysil,Rødt Trysil,200,4
108137439269914,Færder Arbeiderparti,These ads ran without a disclaimer,200,2
111361091313,NICABM,These ads ran without a disclaimer,200,51
390674997698939,Oslofjordmuseet,MiA - Museene i Akershus,200,1
105799611419757,Nordpodden,These ads ran without a disclaimer,200,1
851079721622789,ProjektorPøblene,Mads Faste Liang Nilsen,200,1
100194083395723,Holtålen Arbeiderparti,Dag Knudsen,200,2
790177591119924,Sunnfjord SV,Vestland SV,200,1
386135308137953,Musikkforlagene,These ads ran without a disclaimer,200,1
137072279836930,Gran Arbeiderparti,Gran Arbeiderparti,200,1
237960449596300,Time kommune,TIME KOMMUNE,200,1
110285067026257,Marianne Sivertsen Næss,Marianne Sivertsen Næss,200,1
