Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,12719706,90
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,12702183,465
326763130286,Borsod Online,Borsod Online,12687568,604
285071633307384,A Legnagyobb Vállalkozás,Legnagyobb Vállalkozás Kft.,12674014,116
147633001941737,kisalfold.hu,kisalfold.hu,12647324,599
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,12482281,431
506244332746545,TEOL.hu,TEOL.hu,12411523,635
296310837699,vaol.hu,Mediaworks Hungary Zrt.,12356746,589
664749840618152,Veres Pál,Függetlenek a Szinva Városáért Egyesület,12340656,141
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,12338704,604
125953004085398,Kemma.hu,Kemma.hu,12140666,625
122922027734811,feol.hu,Mediaworks Hungary Zrt.,12116335,588
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,12099016,584
320986996098,zaol.hu,Mediaworks Hungary Zrt.,12089863,590
128573907819549,Fekete-Győr András,Fekete-Győr András,12050035,376
113684438795574,Párbeszéd - Zöldek,Párbeszéd Magyarországért,11935815,755
47198507012,LMP - Magyarország Zöld Pártja,LMP - Lehet Más a Politika,11851916,256
248172631940,Mandiner,Mandiner,11822207,395
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,11802249,609
116905388345518,veol.hu,Mediaworks Hungary Zrt.,11732501,579
141366725876424,European Greens,European Greens,11720658,35
851784814892644,Simicskó István,KDNP frakció,11708645,291
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,11661620,598
101132471267061,EzaLényeg.hu - Miskolc,EzaLényeg.hu,11588813,1483
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,11563845,620
129255963785124,Heol.hu,Heol.hu,11538270,598
1627127484170228,NHC24,Mediaworks Hungary Zrt.,11454592,571
154685134568504,Agroinform.hu,Agroinform.hu,11449227,1360
276554411147,Szabolcs Online,Szabolcs Online,11030296,512
683873478294797,Kunhalmi Ágnes,Magyar Szocialista Párt,10383003,69
267882727864,Kubatov Gábor,Fidesz Frakció,10262889,380
788960034452071,Potápi Árpád János,Potápi Árpád János,9959071,311
728260423984010,Böröcz László,Fidesz frakció,9888970,287
345496092135627,Hír TV,Mediaworks Hungary Zrt.,9883789,249
276466898323,Hajdú Online,Hajdú Online,9676976,339
1880809845328535,Dobrev Klára,Kormányváltás 2022,9557117,144
193702058028595,Lázár János,Lázár János hivatalos oldala,9545853,925
1421142201482838,Németh Szilárd,Fidesz frakció,9226599,271
106230544086256,EzaLényeg.hu - Pécs,EzaLényeg.hu,9206974,1976
109414841321682,Magyar Falu Program,Magyar Falu Program,8874256,310
122702771108697,Magyar Hírlap,Magyar Hírlap Kiadói Kft.,8792923,1862
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,8789258,1450
102159197929139,Terra Blue,Görög Ádám,8642503,616
202099276507678,24.hu,24.hu,8587344,711
321422908590395,Mindenki Magyarországa Mozgalom,Márki-Zay Péter,8471002,1398
529941717209471,Orbán Balázs,Fidesz,8386024,186
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,8237193,630
215138878595900,Európai Bizottság Magyarországi Képviselete,Európai Bizottság Magyarországi Képviselete,8124295,176
440386766094990,"Dr. Oláh Lajos, Terézváros és Erzsébetváros országgyűlési képviselője",Dr. Oláh Lajos,7959896,634
607398386415342,Nemesi Pál,Nemesi Pál,7941862,400
781150971947219,Jakab Péter,Országgyűlés Hivatala Jobbik Frakció,7907306,196
1878531865537365,Kálmán Olga,Kálmán Olga Hivatalos oldala,7875019,231
100885331634501,EzaLényeg.hu - Heves,EzaLényeg.hu,7864410,1308
1370610756389472,Tőzsdeikereskedés.hu,Tőzsdeikereskedés.hu Kft,7845340,903
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,7637887,2129
103306314387366,1 Magyarország Kezdeményezés,Roma Sajtóközpont Egyesület,7583001,248
1506534279599659,"Aki Orbán ellen van, az velünk van",Orbán ellen vagyunk,7456924,376
167604093409160,Promenad24,Csanád Média Kft.,7328228,459
109413374263225,Kontra,Ctrl-T Creative Zrt.,7193007,387
748348838626461,888.hu,Mediaworks Hungary Zrt.,7184178,123
510019792386607,Emberi Erőforrások Minisztériuma,Emberi Erőforrások Minisztériuma,7178993,118
110076321491398,Ez Kell magazin,ezkellmagazin.hu,7107168,812
267168140529488,György László,Magyarország Kormánya,7103031,131
113375923695023,Fidesz Budapest,Fidesz Budapest,7091943,471
108248022589754,Bosch Magyarország,Bosch Magyarország,7049407,1101
554058754619723,IKEA,IKEA,6969478,19
110149601578231,GeriJoca,Megafon,6937239,9
632806306818605,Novák Katalin,Fidesz,6843063,94
149061108240,Kocsis Máté,Kocsis Máté,6832325,351
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,6831085,233
230385242742,KDNP és Frakciója,KDNP frakció,6810438,806
108422757383800,EzaLényeg.hu - Debrecen,EzaLényeg.hu,6704589,1097
227990271950152,Koncz Zsófia,Koncz Zsófia,6684000,232
104276131833016,Planet Budapest 2021,Planet Budapest 2021,6615361,88
781150971947219,Jakab Péter,kormanytvaltok.hu,6591515,97
294815374340858,Donáth Anna,Momentum Mozgalom,6584098,240
1237616006358749,Kékes Online,Kékes Online,6558038,2623
123910440019,Renew Europe,Renew Europe Group,6546093,55
107260737656222,EzaLényeg.hu - Balatonvidék,EzaLényeg.hu,6535084,728
101028767982783,Ne dolgozz ingyen,PDSZ - Pedagógusok Demokratikus Szakszervezete,6468289,802
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,6219559,544
108096777416791,EzaLényeg.hu - Nógrád,EzaLényeg.hu,6215607,1254
791195177725997,V-Akták,V-Akták,6143723,394
131283758531,HVG,HVG Kiadó ZRt.,6099686,561
101899688012247,EzaLényeg.hu - Győr,EzaLényeg.hu,6092468,1116
44847086574,Amnesty International Magyarország,Amnesty International,6092467,35
113211046794496,Jámbor András,Jámbor András Imre,6036544,805
111194957256687,EzaLényeg.hu - Tiszaújváros,EzaLényeg.hu,6025772,1267
161361167407820,Tuzson Bence,Tuzson Bence,6010990,1185
421262681731198,Vasarnap.hu,Kovács K. Zoltán Alapítvány,5998790,1224
136387873164491,Csárdi Antal,Csárdi Antal országgyűlési képviselő,5927133,246
108988690853942,Kásler Miklós,Kásler Miklós,5911890,505
321422908590395,Mindenki Magyarországa Mozgalom,kormanytvaltok.hu,5909086,119
112879632128020,Novák Előd,Mi Hazánk Mozgalom,5904090,52
100105868381582,EzaLényeg.hu - Dél-Balaton,EzaLényeg.hu,5871195,1600
100680114833776,EzaLényeg.hu - Nyíregyháza,EzaLényeg.hu,5714409,1292
114322993270501,EzaLényeg.hu - Dél-Buda,EzaLényeg.hu,5651430,1773
506348326210466,Ungár Péter,Ungár Péter,5612638,314
244669668913278,Ökopolisz Alapítvány,Ökopolisz Alapítvány,5609941,207
104109317974186,EzaLényeg.hu - Gödöllő,EzaLényeg.hu,5411010,813
100505208108482,Budapest Városháza,Budapest Főváros Önkormányzat,5410611,269
103478164920832,Rubicon Intézet,Rubicon Intézet,5409630,476
106332960773994,Kék Bolygó Alapítvány,Kék Bolygó Klímavédelmi Alapítvány,5365616,662
170187966339475,Life.hu,Mediaworks Hungary Zrt.,5254258,442
113132560042939,Alakszai Zoltán,Alakszai Zoltán,5251708,96
103058664760919,Dr. Kiss János,Fidesz - Magyar Polgári Szövetség,5248686,152
105498381997307,Pegazus.Info,pegazusinfo.hu,5216642,638
108162020743292,EzaLényeg.hu - Csongrád,EzaLényeg.hu,5196977,721
184890488198962,Bana Tibor,Bana Tibor,5163786,711
1094845533905589,Sára Botond,Sára Botond,5157086,182
85568463466,Mérce,Mérce,5155074,1967
152408681635243,Hírklikk.hu,Hírklikk.hu,5152890,166
954672701251045,Hiros.hu,Kecskeméti Televízió Nonprofit Kft.,5113080,57
208726209161904,Z. Kárpát Dániel,Országgyűlés Hivatala Jobbik Frakció,5094108,207
103240651824854,Mi Hazánk Mozgalom,Mi Hazánk Mozgalom,5063214,206
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",5052401,75
733923476636885,Szatmáry Kristóf,Kristóf Szatmáry,4961228,759
107270767561186,EzaLényeg.hu - Fehérvár,EzaLényeg.hu,4911513,1309
113622593341249,EzaLényeg.hu - Észak-Pest,EzaLényeg.hu,4886014,1879
76748198685,Budapest Pride,Budapest Pride,4872808,259
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzata,4862786,188
122159141138679,Magyar Helsinki Bizottság / Hungarian Helsinki Committee,Magyar Helsinki Bizottság / Hungarian Helsinki Committee,4856185,202
734217673259088,Ujhelyi István dr.,MSZP,4843423,46
111935763510882,EzaLényeg.hu - FerencJózsef,EzaLényeg.hu,4819161,1541
103321041942760,O1Games,These ads ran without a disclaimer,4796707,77
109422090604934,EzaLényeg.hu - Veszprém,EzaLényeg.hu,4784866,786
127539005484626,Very Important Planet,thevip.hu,4770717,96
1215492498464496,Angyal Károly,Angyal Károly Tibor,4757602,496
108061120908329,EzaLényeg.hu - Dél-Pest megye,EzaLényeg.hu,4727976,1040
164061553749320,Nemzeti Televízió,Alfahír Hírportál,4703700,108
1622954144645540,Századvég Konjunktúrakutató,Századvég Gazdaságkutató,4594271,725
1917999545117733,Paradigma Intézet,Paradigma Intézet Nonprofit Kft.,4587096,151
121836924971984,Magyar Közigazgatási Ösztöndíjprogram,Magyar Közigazgatási Ösztöndíjprogram,4525122,94
104079124643473,EzaLényeg.hu - Nagykunság,EzaLényeg.hu,4523629,484
110365580508798,EzaLényeg.hu - Csepel-Soroksár,EzaLényeg.hu,4497072,1364
447204268797621,RTL.hu,RTL.HU,4452449,609
528938113912149,Baranyi Krisztina,Baranyi Krisztina,4428783,92
100268121697631,EzaLényeg.hu - Ferihegy,EzaLényeg.hu,4424580,662
160102384102712,Szél Bernadett,Szél Bernadett,4418193,1734
506348326210466,Ungár Péter,LMP - Lehet Más a Politika,4390086,119
118152054556475,Deák Dániel,Megafon,4335570,10
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,4310060,233
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,4297984,320
145997492091863,Dr. Pap Sándor,Fidesz,4293312,155
100103228401991,Axióma,Axióma Kulturális Alapítvány,4267982,337
109839144060468,EzaLényeg.hu - Komárom,EzaLényeg.hu,4243423,712
163959823808746,VS,Mediaworks Hungary Zrt.,4224972,59
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,4209303,279
187301974635606,Gyurcsány Ferenc,Kormányváltás 2022,4203312,104
105732844476472,EzaLényeg.hu - Pilis,EzaLényeg.hu,4139422,542
113276761357389,Stop Russia NOW,These ads ran without a disclaimer,4130164,9
101627321446580,Fürjes Balázs,Dr. Fürjes Balázs,4128355,171
104376304613639,EzaLényeg.hu - Ózd,EzaLényeg.hu,4101558,748
278117815576023,EU Justice and Consumers,The European Commission's Directorate-General for Justice and Consumers,4099929,16
112693416940703,EzaLényeg.hu - Nagykanizsa,EzaLényeg.hu,4084434,873
102111214501804,EzaLényeg.hu - Szombathely,EzaLényeg.hu,4044237,1033
155560531137359,Dorosz Dávid,Párbeszéd Magyarországért,4042925,193
510078013063912,Rózsa László Péter,Rózsa László Péter,4009978,214
100775685851127,Legyél te a plusz egy,Szivárvány Misszió Alapítvány,3997504,64
1567420900021321,Kara Ákos,Kara Ákos,3970034,1835
2309737912651039,Péterffy Attila,Péterffy Attila,3965846,301
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,3962918,495
1232913973409781,Provident Pénzügyi Zrt.,These ads ran without a disclaimer,3957250,64
105065104544062,EzaLényeg.hu - Barcika,EzaLényeg.hu,3957188,810
110599127880387,ELK RTUK,MEGA FILM Kft.,3954618,159
415653125518050,Hajnal Miklós,Momentum Mozgalom,3952258,192
321422908590395,Mindenki Magyarországa Mozgalom,Mindenki Magyarországa Mozgalom,3945317,124
113458260024230,EzaLényeg.hu - Körút,EzaLényeg.hu,3939944,1141
100401808007704,EzaLényeg.hu,These ads ran without a disclaimer,3912017,292
105316514364415,EzaLényeg.hu - Szeged,EzaLényeg.hu,3841813,1480
104904202114339,Romák a tisztességes politikáért,Romák a Tisztességes Politikáért,3809360,60
2291596937833656,Grezsa István,Grezsa István - polgármesterjelölt,3796124,111
114381110268794,EzaLényeg.hu - Dunakeszi,EzaLényeg.hu,3790314,1092
1425355697692924,Dr. Tóth Bertalan,MSZP,3787795,178
386132578063762,Balaicz Zoltán,Balaicz Zoltán,3764887,623
100561241325032,EzaLényeg.hu - Baja,EzaLényeg.hu,3748501,1023
100195391542032,EzaLényeg.hu - Szolnok,EzaLényeg.hu,3733473,797
161884671213989,Dr. Siposné Bodrozsán Alexandra,Momentum Mozgalom,3727486,221
111964067179768,EzaLényeg.hu - Esztergom,EzaLényeg.hu,3664242,690
110350256997424,Öreg Huszár,Öreghuszár,3655680,96
206829842043,Rétvári Bence,Rétvári Bence,3651241,457
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,3585321,926
284187002052790,Lengyel Máté,Jobbik Magyarországért Mozgalom,3575686,291
126893087354793,Európai Parlament,Európai Parlament,3549551,492
127539005484626,Very Important Planet,Kilencvenkilenc Mozgalom Egyesület,3539518,30
306318386058001,Dr. Molnár Csaba,Demokratikus Koalíció,3495805,85
149061108240,Kocsis Máté,Fidesz,3474628,115
122801817729926,Vodafone Hungary,Vodafone Hungary,3463845,40
136088969880141,AirHelp,These ads ran without a disclaimer,3457469,163
113028273433856,Budafok-Tétény / Közösségre kapcsolva,Közösségre kapcsolva 22,3417859,45
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,3406205,402
803718556320915,Csöbör Katalin,Fidesz,3398552,234
136489826373485,MINap Online l miskolci hírforrás,Miskolci Kommunikációs Nonprofit Kft.,3394801,48
105774734948091,Hungarian Conservative,Hungarian Conservative,3388596,828
114490623590809,EzaLényeg.hu - Viharsarok,EzaLényeg.hu,3372216,701
101039441455767,EzaLényeg.hu - Rózsadomb,EzaLényeg.hu,3368716,1150
132593883577930,Dr. Keresztes László Lóránt,Dr. Keresztes László Lóránt,3366220,719
107792104113928,EzaLényeg.hu - Baranya,EzaLényeg.hu,3306336,1865
115839966623459,EzaLényeg.hu - Kaposvár,EzaLényeg.hu,3301415,796
108395900927334,Kovács István,Kovács István Megafon,3298377,91
101627321446580,Fürjes Balázs,Fidesz,3291633,65
108713637342803,EzaLényeg.hu - Békéscsaba,EzaLényeg.hu,3285508,759
2158405567819066,Fülöp Attila,Fülöp Attila,3268205,366
100321944862320,EzaLényeg.hu - City,EzaLényeg.hu,3250890,1242
100299381703981,Ps TV,PestiSrácok.hu,3243314,101
682448271826776,Cseh Katalin,Momentum Mozgalom,3241859,92
243470906428319,Juhász Hajnalka,Juhász Hajnalka,3162741,97
161361167407820,Tuzson Bence,Fidesz,3157991,426
211156277497,WWF Hungary,WWF Hungary,3154543,377
762305787130420,Józsefvárosi Fidesz,Józsefvárosi Fidesz,3131283,125
205025536183141,Vác Online,Vác Online,3129767,510
306318386058001,Dr. Molnár Csaba,DK Delegation of the Progressive Alliance of Socialists & Democrats in the European Parliament,3127686,63
132593883577930,Dr. Keresztes László Lóránt,LMP - Lehet Más a Politika,3110463,301
101127251609900,EzaLényeg.hu - Hajdúság,EzaLényeg.hu,3096775,1094
105141277870718,EzaLényeg.hu - Dél-Somogy,EzaLényeg.hu,3091299,937
203389926415069,Magyar Honvédség,Magyar Honvédség,3087119,20
1425221564382928,Varga László,Varga László,3078594,448
147547541961576,Council of the European Union,Council of the European Union,3055171,901
104510071266834,EzaLényeg.hu - Szigetszentmiklós,EzaLényeg.hu,3048046,812
143382602349078,Kiss László,Kiss László,3029708,202
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,3025516,569
537817739693723,Brain Bar,Brain Bar,3024120,316
881398955358662,Mándi László,Momentum Mozgalom,3019664,159
320701218553533,Alternatíva Párt,Alternatíva párt,2994381,1622
751133218288660,XXI. Század Intézet,Közép- és Kelet-európai Történelem és Társadalom Kutatásáért Közalapítvány,2987824,303
694941900537141,Ágh Péter,Fidesz,2983346,583
132593883577930,Dr. Keresztes László Lóránt,Dr. Keresztes László Lóránt - Zöld Média Ügynökség Kft.,2972559,632
316126915581282,Digitális Kutatások Intézete,Digitális Kutatások Intézete,2960089,55
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,2935693,298
136873753073862,Nőkért Egyesület,Antoni Rita Judit,2912625,56
116609705085092,BP18,BP18,2895637,55
110707027739332,Pesti Riporter,Gerilla PresS Lapkiadó és Médiatanácsadó Kft.,2884401,68
1891873320906361,MÁV,MÁV,2876175,30
787543418088198,Németh Zsolt,Fidesz,2862721,54
1461534750733248,Schmuck Erzsébet,LMP - Lehet Más a Politika,2851184,153
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,2848788,715
113162623559665,EzaLényeg.hu - Érd,EzaLényeg.hu,2848312,734
114173103624040,EzaLényeg.hu - Vácipoly,EzaLényeg.hu,2820068,443
745695918854943,Nyugati Fény,Nyugati Fény,2790885,52
1697376657149476,Dr.Szabó Ervin,Dr. Szabó Ervin,2767625,334
100225554872217,EzaLényeg.hu - KöKi,EzaLényeg.hu,2759197,864
104380414613222,EzaLényeg.hu - Budavidék,EzaLényeg.hu,2729253,783
1560795780732708,"Székely Sándor, az Igen Szolidaritás országgyűlési képviselője",Országgyűlés Hivatala,2725226,378
115230488549915,Political Capital (HU),Political Capital Kft,2720299,33
106085772033466,Pintér András Gábor,PAG szerint,2717302,57
103497688965956,Rainer-Micsinyei Nóra,noraszerint.hu,2716968,45
53447723449,Publicus Intézet,Publicus Kutató és Tanácsadó Kft.,2715314,1565
620030171664750,Mi Hazánk Mozgalom,Mi Hazánk Mozgalom,2709751,52
101748601905805,Deutsch Tamás,Fidesz,2706038,50
465622183555129,Tállai András László,Fidesz,2702357,327
1377431695828132,Nagy István,Dr. Nagy István,2693474,199
637488193032112,Kővári János,Kővári János Valér,2691366,190
176736266308423,Kiss László,Momentum Mozgalom,2659361,188
278992483155,Tordai Bence,Párbeszéd Magyarországért,2659012,148
525574220799452,Alfahír,Kiegyensúlyozott Médiáért Alapítvány,2658617,245
156847374371871,Szabó Tímea,kormanytvaltok.hu,2652362,31
730999340617214,Gábor Pintér,Dr. Pintér Gábor,2650863,148
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,2637777,132
118999471127652,Kammerer Zoltán,Kammerer Zoltán,2620941,1236
103775058183838,Molnár Áron,Áron szerint,2620236,39
488817334569808,Dr. Binszki József,Demokratikus Koalíció,2619880,68
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,2593146,1653
505454183141061,Barcza Attila,Barcza Attila,2584923,795
525574220799452,Alfahír,Alfahír Hírportál,2576287,63
607398386415342,Nemesi Pál,These ads ran without a disclaimer,2559311,104
157621789351784,Kiss László,Momentum Mozgalom,2558416,110
893102994164960,Hohn Krisztina,Hohn_Krisztina_Zöld_Baranya_Kft_Ügynökség,2552323,315
113527130190024,EzaLényeg.hu - Tatabánya,EzaLényeg.hu,2548400,749
1788976674749685,Törő Gábor,Törő Gábor,2543828,796
101834551925324,20K - Húszezer ember az ország tízezer pontján egy teljes napon át.,Tiszta Választásokért Alapítvány,2538336,186
101234361488097,Gór Csaba,Dr. Gór Csaba,2521499,348
112064378854586,Terror Háza Múzeum / House of Terror Museum,Terror Háza Múzeum / House of Terror Museum,2505861,154
423317774385144,Magyar Demokrata hetilap,Demokrata,2498487,87
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,2495577,247
162344823835042,atlatszo.hu,atlatszo.hu,2494494,322
111663773711521,EzaLényeg.hu - Eger,EzaLényeg.hu,2487547,857
246722998817639,Rónai Sándor,DK Delegation of the Progressive Alliance of Socialists & Democrats in the European Parliament,2485200,79
1580459282191804,Agrármarketing Centrum,Agrármarketing Centrum,2483776,50
122801817729926,Vodafone Hungary,These ads ran without a disclaimer,2477143,7
267168140529488,György László,György László magánszemély,2477013,214
308154079343580,Kovács Zoltán,Magyarország Kormánya,2475000,17
193640214178356,Gyopáros Alpár,Gyopáros Alpár,2474498,214
1425355697692924,Dr. Tóth Bertalan,Magyar Szocialista Párt,2438476,74
110081190537626,EzaLényeg.hu - Óbuda,EzaLényeg.hu,2433464,890
155560531137359,Dorosz Dávid,kormanytvaltok.hu,2430055,25
1588782514740130,Grundfos Magyarország,Grundfos Magyarország,2420796,15
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,2410809,147
977398622334966,Aliatic,These ads ran without a disclaimer,2405530,1
206160682739388,Harrach Péter,Harrach Péter,2382828,210
142020589304689,Dr. Pósán László,Fidesz - Magyar Polgári Szövetség,2373894,267
506348326210466,Ungár Péter,Ungár Péter országgyűlési képviselő,2372858,86
694941900537141,Ágh Péter,Ágh Péter,2357651,919
105140281027554,Hírnyolc,Hírnyolc,2355821,525
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,2355487,127
2552532618151148,Újpesti Hírek,Újpesti Hírek,2336346,108
132720449036,Magyar Kerékpárosklub,Magyar Kerékpárosklub,2326865,195
103141961544400,Future of Debrecen,Future of Debrecen Egyesület,2317777,496
106294184226989,Pulai András,Pulai András szerint,2303238,45
682448271826776,Cseh Katalin,Cseh Katalin,2298343,89
