Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
108734485468283,Aerospace African Forum,These ads ran without a disclaimer,1385,1
110478615281151,Sleemblog9ja,These ads ran without a disclaimer,1385,1
572745266237459,WhiteRose Realtors And Investment Ltd,These ads ran without a disclaimer,1385,1
102099465861051,beredible_zoe_,These ads ran without a disclaimer,1385,1
105878032368148,Dare Adeleke,These ads ran without a disclaimer,1385,1
109992798294853,Good View Hunting,These ads ran without a disclaimer,1385,2
101309139072258,Roundview MEDIA Concept,These ads ran without a disclaimer,1385,1
1415953441956155,Orbex,These ads ran without a disclaimer,1385,1
1418847414842462,Asia Youth International MUN,These ads ran without a disclaimer,1383,3
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,1380,3
110875931414896,My Rights Ng,These ads ran without a disclaimer,1380,1
103514412494642,gafarodubote,These ads ran without a disclaimer,1374,1
103205701024387,jasoncunningham8278,These ads ran without a disclaimer,1371,1
1216652781680457,Nigeria Youth SDGs Network,These ads ran without a disclaimer,1366,2
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,1364,15
1811928029026496,BlessWorld Foundation International,These ads ran without a disclaimer,1362,1
111235245059662,"Class 045 Media Sphere, INT",These ads ran without a disclaimer,1362,1
274138756817,Architonic,These ads ran without a disclaimer,1360,1
107995438633409,United African Republic,These ads ran without a disclaimer,1357,4
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,1357,34
101960345515145,BODEI Grassroots Development Initiative,These ads ran without a disclaimer,1356,1
110861658082667,Planet One,These ads ran without a disclaimer,1351,1
106399915654905,Abdulkahar Usman Musa,These ads ran without a disclaimer,1350,1
1465635020352759,Bayelsa Connect,These ads ran without a disclaimer,1348,1
104215577917785,Big Dutchman Nigeria,These ads ran without a disclaimer,1347,1
702494983203542,Covenant Couple & Covenant Child Ministry,These ads ran without a disclaimer,1341,3
104580814933921,Coach Mitchell H.,These ads ran without a disclaimer,1339,3
111722624972522,DFlash lounge,These ads ran without a disclaimer,1338,2
683436135352620,Rothoblaas solutions for safety,These ads ran without a disclaimer,1337,1
105432731650370,Wakil Thomas Medugu,These ads ran without a disclaimer,1335,3
114056063718054,Francisca_Ovie,These ads ran without a disclaimer,1335,1
112052438353873,Africa STARS-Elites,These ads ran without a disclaimer,1330,1
687361044794150,The Emerging leaders In Nigeria,These ads ran without a disclaimer,1329,1
501298030018514,I Stand With Peter Obi Campaign Group,These ads ran without a disclaimer,1327,4
108649797590799,Motpost,These ads ran without a disclaimer,1324,2
103944582416795,Jonathan oboite campaign organisation,These ads ran without a disclaimer,1322,4
113015815026861,Awada abughi obosi,These ads ran without a disclaimer,1321,2
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,1315,64
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,1312,27
108823255222839,"UN Women's Solidarity Movement for Gender Equality, Edo State Chapter.",Ehis Agugu,1311,1
633442413953268,Dr. Moses Raphael,These ads ran without a disclaimer,1309,1
113121056737086,Pazinoecc,These ads ran without a disclaimer,1306,2
101118819542653,Kenneth Gbagi,These ads ran without a disclaimer,1304,5
101481765473683,Fylmn,These ads ran without a disclaimer,1300,1
705288276197758,MZ ROYAL,These ads ran without a disclaimer,1298,1
110078327321837,Halima Waziri,These ads ran without a disclaimer,1298,2
107715772042314,Illuminati society,These ads ran without a disclaimer,1295,1
2418153335109799,Perdana collection,These ads ran without a disclaimer,1294,4
411368726333436,Kelvin Simeon,These ads ran without a disclaimer,1294,1
101141292637017,Norland investment limited,These ads ran without a disclaimer,1291,1
100631105933175,danagogowenikebriggs2023,These ads ran without a disclaimer,1289,2
108575020886084,Gabby Africa,These ads ran without a disclaimer,1288,1
105908835561874,Legit. ng,These ads ran without a disclaimer,1286,3
109733581790836,Sponsored Ads,Oritsesholaye Agnes Edun,1286,2
293458007760489,Obasanjonews24.com,Ehabahe Abbey Lawani,1283,1
239479583379,Fenton,These ads ran without a disclaimer,1283,1
110748765187488,Mc Shaba1,These ads ran without a disclaimer,1281,2
105583568829580,PoliticsNiger Blog,PoliticsNiger Blog,1279,2
105479391285185,Dr. Uwemedimo Udo,These ads ran without a disclaimer,1279,2
111814534972529,Wharrleymillz,Olawale Millz,1277,3
223495844457800,China Plus Culture,These ads ran without a disclaimer,1274,9
402685743676956,E-Volve Energy,These ads ran without a disclaimer,1274,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,1269,111
102806665348082,Nwaonugha Sopuruchi Promise,Nwaonugha Promise,1269,5
272103266213664,Eric Atasia,These ads ran without a disclaimer,1269,1
191347651290,China Daily,These ads ran without a disclaimer,1265,5
372105410181055,The Kingsmen Studios,These ads ran without a disclaimer,1265,1
105177395839256,Eminirekan Prayer Ministry,These ads ran without a disclaimer,1265,1
187148324672551,Drums School Finders,These ads ran without a disclaimer,1264,2
104213298516074,Elia Mary Entertainment,These ads ran without a disclaimer,1260,1
1492939347703469,MediaTek,These ads ran without a disclaimer,1256,2
110250768050959,IMPT - The Impact Project,These ads ran without a disclaimer,1253,7
354997094525178,African Women in Leadership Organisation,These ads ran without a disclaimer,1252,2
2092924957605425,Solis,These ads ran without a disclaimer,1251,7
183712788374180,DeGovernor,These ads ran without a disclaimer,1246,3
102322559420207,Faniyi Wale,These ads ran without a disclaimer,1245,3
101821489148070,Dream Land Real Estate,These ads ran without a disclaimer,1244,1
107047125010410,relationship.and.reality,These ads ran without a disclaimer,1243,1
109513427359802,jim_adie,These ads ran without a disclaimer,1236,1
111244868244552,Loveth Reality Tv,These ads ran without a disclaimer,1234,2
100773055801838,Mperor Fabrics,These ads ran without a disclaimer,1230,1
7783116506,Animals Asia,These ads ran without a disclaimer,1229,45
1251330868235684,Oyena Bisholo,These ads ran without a disclaimer,1227,1
864807310526359,lagoscleancars,These ads ran without a disclaimer,1227,1
342505102498595,"Public Service And Administration, RSA",These ads ran without a disclaimer,1224,1
213507770682317,Savage to Marriage,These ads ran without a disclaimer,1224,3
830222270442495,Radiant,These ads ran without a disclaimer,1223,1
100135869657139,Cy Digital Hustle,These ads ran without a disclaimer,1222,1
105491508897506,K-night comedy,These ads ran without a disclaimer,1219,1
112309038857988,Efe Nathan.,These ads ran without a disclaimer,1219,1
103225595784208,JAMES Gold Master,These ads ran without a disclaimer,1219,2
106825248748503,fecundusmagazine_,These ads ran without a disclaimer,1219,1
106422145011477,olubhunmi,These ads ran without a disclaimer,1214,1
105038771733246,trade_with_news,These ads ran without a disclaimer,1214,1
103663411408578,moyosoreoluwae,These ads ran without a disclaimer,1213,2
107330481994434,Jobs,"Olatunde Matthew, Olamilekan",1207,1
1407101292883562,Myke Ikoku,These ads ran without a disclaimer,1205,1
112321221453632,Alarrt App,Alarrt App,1205,2
100476558696177,A'isha Abdul,These ads ran without a disclaimer,1205,1
275416439191032,Hon - Dr Mohammed Wakil,These ads ran without a disclaimer,1200,7
107547731877963,NNPP Worldwide Platform,NNPP Worldwide Platform,1200,1
115858478138273,BBC News Hausa,These ads ran without a disclaimer,1200,1
105211255716536,Ugosimba Creative_Minds,These ads ran without a disclaimer,1199,4
106054975470735,Online Business Builder,These ads ran without a disclaimer,1199,1
105073818805489,Ubassey,These ads ran without a disclaimer,1198,1
100341782709319,Global Economy 2022,These ads ran without a disclaimer,1197,1
2151445524976146,The Kingdoms Treasures With Cyndy Grace,These ads ran without a disclaimer,1196,1
107664581899588,Inception Security,These ads ran without a disclaimer,1196,3
110545283640046,abuja_events,These ads ran without a disclaimer,1194,1
315603771494,Milaap,These ads ran without a disclaimer,1191,75
103275019077027,african_structuresandhistory,These ads ran without a disclaimer,1186,1
2332837953706535,Gerald N. Udonsi,These ads ran without a disclaimer,1184,1
220353389618,The Local Sweden,These ads ran without a disclaimer,1183,2
186299725347548,Uka theresa ngozi,These ads ran without a disclaimer,1182,2
108021895182881,Brainbox MHR 2023,These ads ran without a disclaimer,1180,1
105566705817358,Nasiru Achida Muhammad,These ads ran without a disclaimer,1180,1
103423415866044,2322322322,These ads ran without a disclaimer,1180,1
108585045188395,Tee's Closet,These ads ran without a disclaimer,1178,2
2224456744459447,Prof Bart Nnaji Support Group,These ads ran without a disclaimer,1178,1
103446592361201,johnnyoppermann,These ads ran without a disclaimer,1177,2
477522008967542,Benneth Nwankwo 0fficial Page,Benneth Nwankwo 0fficial Page,1176,2
175246079729394,Jaysmart Ventures,These ads ran without a disclaimer,1173,1
100696586305964,Fine Art Photography Prints by Rico X.,These ads ran without a disclaimer,1172,2
101363272477008,officialasiwajubat,These ads ran without a disclaimer,1171,1
553504015015753,Survivals Creativity,These ads ran without a disclaimer,1171,1
428330584294526,Conversations with BOM,Busayo O. Morakinyo,1171,1
226045621524475,Dei gratia furniture,These ads ran without a disclaimer,1170,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,1168,39
105618258917544,Military Power,These ads ran without a disclaimer,1168,1
103324194952898,sxod_xvx,These ads ran without a disclaimer,1167,1
133802223457730,ECLT Foundation,These ads ran without a disclaimer,1167,2
111837658185380,blueprintafric247,These ads ran without a disclaimer,1167,1
107976682098916,The LF’S,These ads ran without a disclaimer,1166,2
102016492838251,Yung doc,These ads ran without a disclaimer,1164,1
102701091653001,HHH Tec Ltd,These ads ran without a disclaimer,1164,1
100063946080198,,These ads ran without a disclaimer,1163,1
100523081383791,Ace Real Estate Development Limited,These ads ran without a disclaimer,1162,1
133372010036917,University of Leicester,These ads ran without a disclaimer,1161,1
110310194756667,Coalition of Young Professionals for Osibanjo-COYONG,These ads ran without a disclaimer,1161,2
351687753504,Tottenham Hotspur,These ads ran without a disclaimer,1161,1
416924905814952,Hon.Justice Innocent Umezulike Foundation,These ads ran without a disclaimer,1161,1
19067106477,Mo Ibrahim Foundation,These ads ran without a disclaimer,1161,1
113545171334347,FunnyCluster,These ads ran without a disclaimer,1161,1
111561881485997,Valington Homes and Properties LTD,These ads ran without a disclaimer,1154,1
102570182633354,puregreenafricainitiative,These ads ran without a disclaimer,1154,2
155248158653090,Comfort Benjamin,These ads ran without a disclaimer,1152,2
1183909415068797,Polo vista sewing,These ads ran without a disclaimer,1150,1
110305757909105,Ecowatt,These ads ran without a disclaimer,1148,2
101998985507590,Atiku Kawai Yobe State,These ads ran without a disclaimer,1145,1
105238652197663,Hon Abdulkadir Hassan,Aminu Gamandi,1144,4
102286385642222,Oky Period Tracker,These ads ran without a disclaimer,1144,3
104213733254731,E-Reporter News,These ads ran without a disclaimer,1143,1
103021232312243,Redemption Reporters,These ads ran without a disclaimer,1143,1
108974874154249,Universal Peace Federation - Africa Region,These ads ran without a disclaimer,1140,5
100286655119854,Edo State Ministry of Environment and Sustainability,These ads ran without a disclaimer,1140,1
132618365380023,Nmesomedia,These ads ran without a disclaimer,1139,1
104179854944235,WasteRush.info,These ads ran without a disclaimer,1137,4
107553642079836,Metaforce Ecosystem,These ads ran without a disclaimer,1137,1
115714947019115,kulang.sports.academy,These ads ran without a disclaimer,1137,2
104081782193447,waziriproperty,These ads ran without a disclaimer,1137,1
156339174771270,Hon Kelechi Nwogu Fans,These ads ran without a disclaimer,1134,1
474949016032212,Akin Fadeyi Foundation,These ads ran without a disclaimer,1134,1
103121642714614,Sonma_Kiddies Thrift,These ads ran without a disclaimer,1130,2
103218639203039,grapeland_property_concepts,These ads ran without a disclaimer,1129,1
103659405842336,The Earth Has A Fever - TEHAF,These ads ran without a disclaimer,1127,3
100272216049863,majedhalawi1,These ads ran without a disclaimer,1126,2
1509451939279618,Hon. Iduma Igariwey Enwo,These ads ran without a disclaimer,1126,1
111501590587543,KY Nnamdi,These ads ran without a disclaimer,1123,1
1932161397031244,Ghettoboi Sean Bukah,These ads ran without a disclaimer,1122,1
102411515058359,Lovejusticepeace,These ads ran without a disclaimer,1121,3
100572165945775,Buuch,These ads ran without a disclaimer,1121,1
102582952645278,Peter Obi investment,These ads ran without a disclaimer,1116,2
102169824695398,Rero TV,These ads ran without a disclaimer,1113,2
104722954897925,Enugu State Governorship Zoning,These ads ran without a disclaimer,1112,1
325075228229581,Abians for Good Governance,These ads ran without a disclaimer,1112,1
247948076152607,Kenny D & G Fabrics,These ads ran without a disclaimer,1111,1
113385100982020,xmplegxd_,These ads ran without a disclaimer,1107,1
112098121369776,American Journal of Environment and Climate,These ads ran without a disclaimer,1107,1
100847148708960,Bello Ambassadors Network BAN,Nneli Gahmoua Randy,1106,2
110362273803498,GBR support Tinubu,These ads ran without a disclaimer,1104,5
105598632334669,John Ayang -APC Ikot-Abasi HOA #YouthSlot,John Ayang -APC Ikot-Abasi HOA #YouthSlot,1104,2
221689034570016,CanRelocate Immigration Consulting,These ads ran without a disclaimer,1104,1
101266795952246,Meta History Museum of War,These ads ran without a disclaimer,1099,1
101765272321607,Tinubu Support Group - USA Chapter,These ads ran without a disclaimer,1099,2
105430965742020,edosman2002,These ads ran without a disclaimer,1096,2
108932841904392,United Friends for Atiku - UFFA,These ads ran without a disclaimer,1091,1
111788951862366,Prince Opeyemi Benjamin Ogunlami Campaign Media,Titilayo Ayodele Oretuga-Jilla,1087,1
108319878430462,Amanda Eze,These ads ran without a disclaimer,1087,2
101842055628119,yotender_global,These ads ran without a disclaimer,1086,1
115187161482587,The Sam Harvard,These ads ran without a disclaimer,1086,2
111469953708744,julianadief,These ads ran without a disclaimer,1085,2
2045648479040373,CT Naija,These ads ran without a disclaimer,1082,1
101686508142207,Flowerbud News,These ads ran without a disclaimer,1079,1
104931805504174,Hon. Bolaji J. Kelani Solidarity Group,These ads ran without a disclaimer,1078,4
107774402707635,Wuhan University,These ads ran without a disclaimer,1075,2
108242908660278,Ellavic fabrics,These ads ran without a disclaimer,1074,1
100722408729129,Gabriella  Kikwaki Author,These ads ran without a disclaimer,1073,2
102685069032780,Income Decade,These ads ran without a disclaimer,1072,1
112551104558687,Obidient Citizens,These ads ran without a disclaimer,1070,1
179873330794212,Kristocoin,These ads ran without a disclaimer,1069,2
111175868352859,National Mandate Group Adamawa state chapter,These ads ran without a disclaimer,1067,1
1551994548353542,Precious Lemmy,These ads ran without a disclaimer,1066,1
8409118252,NVIDIA,These ads ran without a disclaimer,1065,1
106353562400099,Hope,These ads ran without a disclaimer,1063,2
105953165456551,Hon Umar Abubakar Danfari,Aminu Gamandi,1060,1
107248915476720,bermix_cleaners,These ads ran without a disclaimer,1059,2
108389141875372,MC3in1 Comedian,MC3in1 Comedian,1058,3
107095468721551,Rt. Hon. Mazi Oliver Osi PhD,These ads ran without a disclaimer,1057,1
101984869438435,Redbird Media,Adedayo Tolulakin Oderinu,1055,1
110691618510441,Auwal Galadima Jemomi,These ads ran without a disclaimer,1055,3
105102791641220,Vergetea Properties,These ads ran without a disclaimer,1055,1
111080237841874,BeingArmoured,These ads ran without a disclaimer,1053,1
108165847620952,Halimran printing,These ads ran without a disclaimer,1049,1
247472402802098,Wincovers Properties Ltd,These ads ran without a disclaimer,1047,1
164432246934163,Chopard,These ads ran without a disclaimer,1045,2
105660688552900,Derrick Oritsematosan Agberen,These ads ran without a disclaimer,1044,1
2552060571686733,Novakid Polska,These ads ran without a disclaimer,1043,2
106308342386937,Nigeria Go better,These ads ran without a disclaimer,1042,1
102643294482512,Small Alhaji,Tajudeen Adeyemi Adefisoye,1041,4
101720932494983,The_fabrics_store,These ads ran without a disclaimer,1041,1
1403790946309972,Reliable Offers,These ads ran without a disclaimer,1040,1
1546863435538354,Ruckey Peniel,These ads ran without a disclaimer,1036,1
100354399290808,iamola10,These ads ran without a disclaimer,1035,1
100868992778352,Akwa Ibom APC Media and Publicity Secretariat,Ekpo John,1032,3
782880811918303,Chosen Revival News -CRN,These ads ran without a disclaimer,1030,1
105374827709614,Delta State Ministry of Girl Child Entrepreneurship & Development,These ads ran without a disclaimer,1028,1
111605175108853,Jinduh,These ads ran without a disclaimer,1028,1
2234385543475783,Koe Mee,These ads ran without a disclaimer,1025,1
110585941802138,BBC news Nigeria,These ads ran without a disclaimer,1023,1
111146641746679,Indies,These ads ran without a disclaimer,1023,2
104159205628990,AIT News,These ads ran without a disclaimer,1022,1
108826884046957,Alex Sandvoss art,These ads ran without a disclaimer,1022,2
118193131249402,official.york,These ads ran without a disclaimer,1021,1
137722999750651,GE Power,These ads ran without a disclaimer,1020,2
364865103976450,Pan African Music,These ads ran without a disclaimer,1019,1
111446015173624,spinbylablaco,These ads ran without a disclaimer,1019,1
190328352596716,JAMG Partner,These ads ran without a disclaimer,1019,1
769095856453652,Axel Arigato,These ads ran without a disclaimer,1019,1
111131098177941,Help Ukraine,These ads ran without a disclaimer,1019,1
112155861750698,Silverbacks Valley,These ads ran without a disclaimer,1019,1
103611588623807,icygirlb9,These ads ran without a disclaimer,1019,1
423519241069092,Rural 21 - The International Journal for Rural Development,These ads ran without a disclaimer,1019,1
107696974979325,zuoftgehoert,These ads ran without a disclaimer,1019,1
103286731467883,Psychedelic Spotlight,These ads ran without a disclaimer,1015,23
256622738002928,MC Prince Fineboy,These ads ran without a disclaimer,1015,2
118749776588867,It's Tunna beat,These ads ran without a disclaimer,1015,2
267410650127820,NRD Companies,These ads ran without a disclaimer,1014,4
106012864880687,flexzy_7,These ads ran without a disclaimer,1012,2
106347647639649,Eric Acha,These ads ran without a disclaimer,1010,1
100150428777585,obafunshyrecords,These ads ran without a disclaimer,1009,1
109651119184108,Hilton Seychelles Labriz Resort & Spa,These ads ran without a disclaimer,1009,1
111556711354056,ZION TV,These ads ran without a disclaimer,1009,1
102157285294566,Embroidery services and Sales of Machines and its spare part,These ads ran without a disclaimer,1007,1
102810799378272,Joe Ikenwe,These ads ran without a disclaimer,1006,2
107280108323471,One Garden - Community for the Curious,These ads ran without a disclaimer,1004,4
103173162233460,afrinomica,These ads ran without a disclaimer,1004,2
116936484346287,DADDY REGS,These ads ran without a disclaimer,1004,2
110934620530689,Hon Nwankwo Promise Chibuzo,These ads ran without a disclaimer,1002,2
101212031733737,Fagam Investment,These ads ran without a disclaimer,1001,7
109951638176053,If I am President,Pius Okocha,1000,1
100104176253470,Prophèt Onyedikachi Ogozi,These ads ran without a disclaimer,1000,1
105079735653326,Ikechukwu_Lifecard,These ads ran without a disclaimer,1000,1
107983234846458,Akwa Ibom APC Media and Publicity Secretariat,Ekpo John,1000,1
102174116047747,Fada Alexx,These ads ran without a disclaimer,1000,1
468260367339330,Egolikuma Felemotiom,Egolikuma Felemotiom,1000,1
1894141744143974,The Informant247,These ads ran without a disclaimer,1000,1
100064089814990,,These ads ran without a disclaimer,1000,1
243301035738648,Izzitalk Phenomenon,These ads ran without a disclaimer,1000,1
1671065556279724,Mc Popoolar,These ads ran without a disclaimer,1000,1
106040729123661,GREAT IFA OLOWO,These ads ran without a disclaimer,1000,1
113620154919040,Authenticate home,These ads ran without a disclaimer,998,1
104670982397911,Akwaibom Obidient Mega March,These ads ran without a disclaimer,996,1
114782877052965,APC KWARA STATE,Fafoluyi Olayinka Micheal,995,1
111233646958668,FrontLine News,Frontline News Limited,995,1
101649078927056,Metro Times,Micnaij Media Limited,994,1
111130618325019,MC Archbishop,These ads ran without a disclaimer,994,1
100488759434306,Hon. Maryam Musa Geda - Maman Taraba 2,Ismaila Aminu Sharubutu,993,1
100816402268921,Taska Ahlullah,These ads ran without a disclaimer,993,1
111029698470755,ave.fit.muse,These ads ran without a disclaimer,991,1
102082519251834,tbrain_bg,These ads ran without a disclaimer,991,1
102663435821513,Al-Mustapha Solidarity Movement Sponsored By KK OIL and GAS,Al-Mustapha Solidarity Movement Sponsored By KK OIL and GAS,991,2
109317150656483,Machine Comedy,These ads ran without a disclaimer,989,1
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,988,1
232952545017,IntraHealth International,These ads ran without a disclaimer,988,2
108728551731924,Bigg Things Coming,These ads ran without a disclaimer,987,1
107277732053799,DigitalEmpire Media,These ads ran without a disclaimer,985,1
103836265854612,Pharmacist Initiated Knowledge-Hub,These ads ran without a disclaimer,984,1
323543815072083,Issues OnGround,These ads ran without a disclaimer,984,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,983,67
102094772453010,Takem Empowerment Initiative,These ads ran without a disclaimer,983,1
102244022809256,NCS Auction Sales,These ads ran without a disclaimer,981,1
106875288757936,Peter Obi and Yusuf Datti Ahmed Supporters,These ads ran without a disclaimer,978,1
124285820927337,Durham University Business School,These ads ran without a disclaimer,975,4
103738965759765,voice_ofthe_people_with_janada,These ads ran without a disclaimer,974,1
108288695424034,"Muktar Betara Aliyu, OON",Betara Media,973,1
2317168595167184,Segun Showunmi,These ads ran without a disclaimer,971,1
113417350515399,MR. Localman,These ads ran without a disclaimer,965,1
103983572995108,RoboForex,These ads ran without a disclaimer,963,4
111514428363516,Brain Booster,These ads ran without a disclaimer,962,1
114138970351269,Stini's Home,These ads ran without a disclaimer,961,3
101626669435406,Hassan Idris,These ads ran without a disclaimer,961,1
1711350889084767,XKLAMATION AGENCY,These ads ran without a disclaimer,956,1
103853195540437,Sodabe,These ads ran without a disclaimer,956,1
108792707174002,Gabytech Media Resources,Mustapha Owen Adamu,955,1
101390515866991,Kingsley Udo,These ads ran without a disclaimer,954,3
102904019383484,Reliable.Mama TV,These ads ran without a disclaimer,953,1
108104925454309,De Lawman,These ads ran without a disclaimer,952,2
605599926578140,Distinguished Senator Yakubu Oseni Media Crew,These ads ran without a disclaimer,951,1
394664937556288,9ja update - Predict and Win Airtime & Data,These ads ran without a disclaimer,950,1
103780842189170,Politics - Within Nigeria,WITHIN NIGERIA MEDIA LTD,950,1
105364235106286,autoslambrono,These ads ran without a disclaimer,949,1
100354864998758,Ideation Hub Africa,These ads ran without a disclaimer,945,1
108777062025094,Prince Olusegun Eletu Alli,These ads ran without a disclaimer,942,3
105011471960249,Gbim-Gbande LAW Practice,These ads ran without a disclaimer,941,1
110494608237011,Global Sisters Report-Africa,These ads ran without a disclaimer,940,1
2165983337048601,LeverforChange,These ads ran without a disclaimer,937,1
106712057732346,kennysaintbest,These ads ran without a disclaimer,937,1
110365435179591,Clef joe,These ads ran without a disclaimer,937,1
100103442899099,UIYM AGRIC,These ads ran without a disclaimer,935,2
702838019847005,Anwulika Udanoh,Anwulika Udanoh,932,3
108451918357403,Baba Alasepe,These ads ran without a disclaimer,930,1
106841965540279,Me and you for reel,These ads ran without a disclaimer,930,1
108478362148323,Peter obi condition,These ads ran without a disclaimer,930,2
299737907470435,Zendy,These ads ran without a disclaimer,930,6
200575740571729,Ibrahim Auwal Maigoro,These ads ran without a disclaimer,930,2
1495062327433191,Sunhak Peace Prize,These ads ran without a disclaimer,929,8
703560646419061,Dr. Elly K,These ads ran without a disclaimer,924,2
101480136099128,Kasham Keltuma,These ads ran without a disclaimer,923,1
106168929021186,Abdulrazaq Support Group,These ads ran without a disclaimer,923,1
193342920825918,China News 中国新闻网,These ads ran without a disclaimer,923,1
1472931979612061,Frakas Mo'fire,These ads ran without a disclaimer,923,1
261197550954993,Wole Ogunmolasuyi  West Foundation  Oof,These ads ran without a disclaimer,923,1
110634268239028,Ngozi RBK Okafor,These ads ran without a disclaimer,923,1
525421700832365,Protectors of The Wood Adventure Series,These ads ran without a disclaimer,923,3
104538281267964,AccessAgric,These ads ran without a disclaimer,923,2
102418705007821,The Men of Honour,These ads ran without a disclaimer,923,1
415270942200578,Adam Smith Works,These ads ran without a disclaimer,923,1
107283538081782,Leadership Reform Network,These ads ran without a disclaimer,923,1
111482448253168,ItzGlow stylz,These ads ran without a disclaimer,923,2
107989287786839,Grace Assembly Christian Church - GACC,These ads ran without a disclaimer,923,1
1896278964020131,Realtor Moses Onyebuchi,These ads ran without a disclaimer,923,1
104058705992961,Erhiyojare O. Fidelis,These ads ran without a disclaimer,923,1
1126428877370419,Office of the Head of Civil Service of the Federation,These ads ran without a disclaimer,923,1
124259947659211,Rockcity FM 101.9,Rockcity 101.9FM,923,1
116528341354465,azeezat2021,These ads ran without a disclaimer,923,2
104974544289267,PR Primusltd,These ads ran without a disclaimer,923,1
169005873659020,Advertise With Us,Advertise With Us,923,1
109466785028287,Prince Dr Emeka Eze,These ads ran without a disclaimer,923,1
100884021788047,BFA. NEWS1,These ads ran without a disclaimer,923,2
21508860465,International Center for Journalists,These ads ran without a disclaimer,923,2
2572166726130246,Miracles in America with David E. Taylor,These ads ran without a disclaimer,923,2
103666461988947,Nana Queen TV,These ads ran without a disclaimer,923,2
195457563804483,Meezan Bank Limited,These ads ran without a disclaimer,923,2
107476338341692,Kora FPL Champions,These ads ran without a disclaimer,923,2
105501525214110,NFL Africa,These ads ran without a disclaimer,923,2
106466618935334,Inerepamo H. Amakoromo,These ads ran without a disclaimer,923,1
1565626243670199,Interstyle Nigeria,These ads ran without a disclaimer,923,1
111589478346181,KidaOne,These ads ran without a disclaimer,923,1
276762515673385,Hauwy's Musings,These ads ran without a disclaimer,923,1
113804797131162,Marvelux Id,These ads ran without a disclaimer,923,2
188449171924363,H.R Emir of Ibadan,Ajibola Muhammed Isa,923,1
678954262167350,Discover China,These ads ran without a disclaimer,923,2
1567937160174274,"Say It Wit Yo Chest, LLC",These ads ran without a disclaimer,923,1
117555136777315,officialbigv,These ads ran without a disclaimer,923,2
1098700843576349,Green Growth Africa,These ads ran without a disclaimer,923,1
105757497780406,GITFIConline,These ads ran without a disclaimer,923,1
131180680396417,Global Press Journal,These ads ran without a disclaimer,923,1
107720268500004,danakedauthor,These ads ran without a disclaimer,923,1
385270409010621,Face of Peace Nigeria,These ads ran without a disclaimer,923,1
103590994968659,OneNature,These ads ran without a disclaimer,923,1
863132847189517,Гражданство ЕС - Aristipp,These ads ran without a disclaimer,923,1
349837788460874,CRI Kiswahili,These ads ran without a disclaimer,923,1
105200958457900,Nupe Empire,These ads ran without a disclaimer,923,1
557729444728158,Nkasiobi Violet Uluocha,These ads ran without a disclaimer,923,1
2232989190256487,Lagos Commodities and Futures Exchange,These ads ran without a disclaimer,923,2
104509425633850,nneomabenson,These ads ran without a disclaimer,923,1
112077568186317,peterobi_23,These ads ran without a disclaimer,923,2
164364700395188,Denis & Lenora Foretia Foundation,These ads ran without a disclaimer,923,1
191015535345,Youth For Technology Foundation,These ads ran without a disclaimer,923,3
106488065347073,shokyye,These ads ran without a disclaimer,923,1
112068195112966,_iamlegendofficial,These ads ran without a disclaimer,922,1
106214637756146,OOU PRIME,These ads ran without a disclaimer,921,1
110398415079886,tiktok_trendingmusic,These ads ran without a disclaimer,919,1
105186325813166,worldentertainmenttv12,These ads ran without a disclaimer,918,5
106460282356333,News Nigeria,These ads ran without a disclaimer,918,3
118420731234931,Prince Adewale Egbedun,Ril Stories,918,3
106548655251843,Her Dimples,These ads ran without a disclaimer,917,1
111253214989453,AMB Okiemute Ossai NNPP,These ads ran without a disclaimer,915,3
103490625895739,Chief Mallam Zakki,These ads ran without a disclaimer,914,1
101188571364758,Airjara Travels and Tours,These ads ran without a disclaimer,913,2
108665305024042,OSMA Fabric Store,These ads ran without a disclaimer,911,1
116319956477567,Double-J,These ads ran without a disclaimer,911,1
1785449408355504,Hon. Patrick Ukah,These ads ran without a disclaimer,910,1
117314131275448,ahman_times_,These ads ran without a disclaimer,909,2
106703335306742,Tinubu movement for the less privilege,These ads ran without a disclaimer,909,1
112179150123450,Chrisayo Resources Nigeria Limited,These ads ran without a disclaimer,909,1
109925888386016,Hon Ibrahim Musa Italiya,These ads ran without a disclaimer,906,2
229174240432735,Adetola Kayode's Fan Page,These ads ran without a disclaimer,905,2
111035518310060,Prof. Joseph Rishante,Azchem,901,2
190126634445277,Africa Defense Forum ADF Magazine,These ads ran without a disclaimer,900,3
805875933121984,Mrfantastic,These ads ran without a disclaimer,900,1
108994797498496,Theo John-Phillips,These ads ran without a disclaimer,899,3
104259995384396,ajsobomb,These ads ran without a disclaimer,895,1
100374094850405,Akomolafe Olumide Paul,These ads ran without a disclaimer,895,1
