Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
107067182263965,KAURA RAPID RESPONSE TEAM,KAURA RAPID RESPONSE TEAM,35000,4
103177569070325,Ibrahim Babajide Obanikoro,adeToyan Adeniji-Adele,34831,7
105365332063074,Adebayo4President2023,Adebayo4President2023,34721,3
1649827781900895,Wonderman Digitals,Daniel Oj Chukwuka,34628,5
106075104922169,Otomrealestate,Otom Real Estate,34599,1
111675408313515,Lisbon Energy Summit,These ads ran without a disclaimer,34442,4
1813961455356524,Sen. Lawrence Ewhrudjakpo,Akinyemi Opeyemi Oluwaseun,34217,11
406378596210754,New National Star,Michael Obiekwe,34157,7
104535995796552,Integrity Radio,These ads ran without a disclaimer,34157,2
949093795118175,The New Breed,The New Breed,34079,34
110736294893082,مكتبة للقوانين واللوائح والسوابق القضائية النيجيرية,Abdulkareem Sadiq,33590,40
485216031890818,微博,These ads ran without a disclaimer,33250,1
102126542194217,Reps Aspirants Forum -RAF,Ibrahim Yusuf Ahmad,33194,6
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,33171,27
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,33142,14
104009615779917,Engineer Jeremiah Abiola Awoyeye,Olayemi Olamide Awoyemi,33124,7
103334948473152,ReprezentMe,ReprezentMe,33074,8
101813086045206,Hon. Suleiman Abdulrazak Sariki,Hon. Suleiman Abdulrazak Sariki,33014,53
108067478661339,The Ephraim Inyang Project,Akwaowo Adiakpan,32946,25
102100982493089,Akin Ogunbiyi Communication Team,Oloruntosin Sadiq Sanusi,32564,16
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,32563,71
101501795704961,Sen Yakubu Lado Tv,Ayodeji Adeola Badru,32381,63
730020170407220,Silverbird Film Distribution,These ads ran without a disclaimer,32303,1
102450809270806,Kangiwa 360,Yusuf Salisu Funtua,32074,15
100409491729776,Hon Francis Okoye,Hon Francis Okoye,31988,6
105675572013946,Sapele Mirror News,Oghenebrorhie Okotie,31857,27
108212905118997,BECD-Volunteers,BECD-Volunteeers,31849,17
124252504303223,UNICEF (FR),UNICEF,31568,58
111118467094462,Teslim Kolawole Folarin,Teslim Kolawole Folarin,31467,7
100888606051719,Hon. Matthew U Okorie,Prince Nnamdi Ogbuinya,31229,21
105580098826545,Fr. Hyacinth Iormem Alia,"Rev. Fr. Hyacinth Iormem Alia, PhD",31145,50
1703163179968105,Natou P. Sakombi,These ads ran without a disclaimer,31069,4
100119618576089,Asuku Media Centre,Asuku Media Center,30998,4
109086344721836,Jeremiah Nedu Music,These ads ran without a disclaimer,30926,8
100959666038604,Wazobia Polls,Abagolu Emmanuel,30926,6
102516156017583,Glorious jy3,These ads ran without a disclaimer,30926,3
105041005595631,Choc News,Chocnews Media Ltd.,30922,24
100439202789299,Easyoh,These ads ran without a disclaimer,30821,4
102041986049282,International School Of Light,International School Of Light,30598,1
465413003994573,Dataphyte,Dataphyte,30425,10
158495220841380,Indomie,These ads ran without a disclaimer,30025,2
101940305146672,The New Nigeria Unifiers Movement,Isaac Ukpahiu'ojo Agene,30000,1
106746234702890,E.D.O TV,John Obijeme Ii,29976,34
542678426136174,Angon Engineering Ltd,These ads ran without a disclaimer,29881,4
105034115537046,Peter Obi support forum,Leke David,29572,16
174171286017363,The Sister Accord,These ads ran without a disclaimer,29532,1
735401593245834,Hembe/Adejor Campaign Organisation,El-Ngugar Agav,29499,6
111107928341278,Obidient APP,These ads ran without a disclaimer,29353,5
154441408306502,NHRC Nigeria,National Human Rights Commission,29304,7
267223730041864,Olisa Agbakoba Legal,Olisa Agbakoba Legal,29137,4
100595249525719,Benjamin Kayode Adereti Support Group,Benjamin Kayode Adereti Support Group,29105,10
103384532398714,sweetlife_wisdom,These ads ran without a disclaimer,29033,2
100317148553351,Justin Truth Media,Okolie Ejime Justin,29004,6
788935831266243,4Point Real Estate Inv. Ltd,These ads ran without a disclaimer,28898,1
1726955277362180,Haske-Kudla Satumari,Haske-Kudla Satumari,28678,4
106383298278667,Merlin,These ads ran without a disclaimer,28618,1
225710764287253,Stephen Akintayo,These ads ran without a disclaimer,28226,1
108196610945393,H.E Dr Nasir Yusuf Gawuna,Ayodeji Adeola Badru,28204,54
225476400846533,World Cities Summit,These ads ran without a disclaimer,28039,2
108728551731924,Bigg Things Coming,BIGG THINGS COMING. ORG,27956,31
353265182185073,Brace-up The Young,Brace-up The Young,27869,5
106551294452380,VGL Energy And Power Technology,These ads ran without a disclaimer,27822,1
241652942562933,Yomi Idowu,Adfol Global Enterprise,27724,6
119629194743652,Lee Kuan Yew School of Public Policy,These ads ran without a disclaimer,27711,2
105164591909159,Everything Governor Abdullahi Audu Sule,DIRECTORATE OF STRATEGIC COMMUNICATIONS,27695,3
1067862503344056,University of Aberdeen - School of Biological Sciences,These ads ran without a disclaimer,27310,2
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,27185,8
605599926578140,Distinguished Senator Yakubu Oseni Media Crew,Hamzat Amoto Muhammedjamiu,27101,6
109812795052071,Bernard Mikko Org,Blueleaf Productions Limited,27100,4
111901560465601,Jaha Dukureh,These ads ran without a disclaimer,26865,2
451256781884275,Klondike Adventures,These ads ran without a disclaimer,26698,2
106871370841727,Energy & Utilities,These ads ran without a disclaimer,26347,2
105936207857939,soleil.space,These ads ran without a disclaimer,26310,2
2249254108728941,Alh. Yahaya Barambu Project,Alh. Yahaya Barambu Project,25990,16
795399164144337,Henrich Bankole Akomolafe,These ads ran without a disclaimer,25875,3
1465277613537493,"Engr. Dideolu Falobi, FNSE",These ads ran without a disclaimer,25849,2
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,25766,54
225109604576213,Upendi Travel & Tours,These ads ran without a disclaimer,25720,3
101561625974035,Dr. Paul Akika,Dr. Paul Akika,25701,6
102700542477906,Tinubu2023,Leke David,25654,7
194110890622942,Leadership News,Leadership News,25579,2
102231108586223,Dr Mazadu Dader Bako For Governor,Adeniyi Sanmi Olatunde,25571,2
109744321383785,CWCDA,Cwcdafrica-the cans foundation,25484,18
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,25446,10
101871719365706,ADP Credible Alternative,ADP Credible Alternative,25419,9
100942556095402,surpriseby_b,These ads ran without a disclaimer,25360,4
340816213205575,The New Nigeria Group,The New Nigeria Group,25116,1
109880244986042,Caleb Mutfwang,Team Caleb Mutfwang,25000,1
107449188487509,Arewa Decide 2023,Mustapha Lawal,24856,7
111662865072332,ecotechfuellessgen,These ads ran without a disclaimer,24806,3
111613868484577,Politicsnow,Politicsnow,24798,6
113161984477489,ndis.ng,These ads ran without a disclaimer,24581,1
105414824421242,householdbylizzy,These ads ran without a disclaimer,24221,1
109405722042764,"Federation of Muslim Women's Association in Nigeria- ""Fomwan""",Akinola Toba Julius,24185,7
564164890619351,Abia Vanguard,OBIDOGO,24050,2
114421513654385,Technical Centre for Climate Change and Agricultural Development,These ads ran without a disclaimer,23999,8
194110890622942,Leadership News,Samuel Chukwunalue Ossai,23996,5
103095281543234,Cross River 2023,Thomas Andrew,23908,4
1563230160440766,Take A Part Now,These ads ran without a disclaimer,23768,3
131189377574,MDPI,These ads ran without a disclaimer,23616,52
106249275554842,ONDcampaignteam,Michael Roche Ideva,23578,3
111783969059,Tony Robbins,These ads ran without a disclaimer,23541,2
133218714065251,Hon. Olubunmi Tunji-Ojo,Hon. Olubunmi Tunji-Ojo,23475,6
111540531539769,TC Health,These ads ran without a disclaimer,23467,2
100698662405023,Peace peter1,These ads ran without a disclaimer,23458,1
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,23184,21
1110350222476415,E-Fore Communications & Consult,Anthony Abu,23070,1
129971303736958,Opteon Products,These ads ran without a disclaimer,23024,3
103142149226136,ICM & Associates,Olaitan O Folorunsho,22973,2
111989374734629,Akarachi Campaign Organization,Akarachi Campaign Organziation,22761,7
260451584306863,"Rep. Ogundu Kingsley Chinda, MHR",Hanacho Marvin Chinda,22551,7
108470271673101,grvlagos,These ads ran without a disclaimer,22518,2
100907415408413,Danielle Parish Drake Bridal,These ads ran without a disclaimer,22405,1
558074207621646,Chuck Browne Productions,These ads ran without a disclaimer,22396,1
105703985639895,Peter Obi investment,These ads ran without a disclaimer,22326,3
1092100050851029,Adron Homes,These ads ran without a disclaimer,22315,1
106989832113829,ODOHmeter 2023km,ODOHmeter 2023km,22291,6
101427116150092,Themrtrilllife,These ads ran without a disclaimer,22265,3
997867026912183,Rt. Hon. Abubakar Yahaya Kusada,Mustapha Lawal,22115,12
7268844551,Rotary International,These ads ran without a disclaimer,22068,3
100379992259983,AV Networks,These ads ran without a disclaimer,22050,4
105827948663647,Within Nigeria,WITHIN NIGERIA MEDIA LTD,22037,4
1248567965158274,Gafa TV,Gafa TV,22000,2
529270033854166,Stanford Africa Business Forum,These ads ran without a disclaimer,21976,4
108300928112742,234 Intel,234 Intel,21912,6
700262017000210,NigeriaVotes.ng,These ads ran without a disclaimer,21739,4
139961332693535,Society for Africans in the Diaspora,These ads ran without a disclaimer,21694,2
339402980083263,The ADCNewTrybe,TheADCNewTrybe,21691,2
395010344195839,Itodo Properties,These ads ran without a disclaimer,21690,4
107207931828456,Next Thing Technologies,These ads ran without a disclaimer,21671,6
107594758592831,Campaign Team for Barr. Uju Kennedy,Tamara Queen,21635,6
515362745940042,APC NewsOnline,Tisser Joseph Agenawua,21581,2
100854544997653,Gborogbosi Support Movement,These ads ran without a disclaimer,21579,17
112690837245787,Newsrand,Newsrand,21532,21
1546092662290244,Mickos Media,Mickos Media,21494,4
157568834301930,UNOPS,These ads ran without a disclaimer,21487,4
111730747025090,ALIYU ADAMU BAPPA,Aliyu Adamu Bappa,21445,9
150908915410375,Phynnet,Nero-Christopher Nwachukwu,21290,3
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,21286,9
208685479508187,U-Report Global,These ads ran without a disclaimer,21233,10
121993505866316,Lagos State Ministry of Economic Planning and Budget,These ads ran without a disclaimer,21233,1
689083121439548,Classic Wears,These ads ran without a disclaimer,21099,4
553504015015753,Survivals Creativity,Survivals Creativity,21000,2
102416422418475,luxurypac_abuja,These ads ran without a disclaimer,20641,5
128728490537179,Asuquo Ekpenyong,Prince Charles Ekanem Iv,20529,17
1108711572555122,GE Africa,These ads ran without a disclaimer,20453,2
114899590230768,Hon. Rahman Owokoniran,Nature Of God Foundation,20316,8
127346097343715,Saving Moses,These ads ran without a disclaimer,20310,3
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,20281,9
119921809408007,Don King Media,Don King Media,20279,4
205279466743027,Lux Terra Leadership Foundation,These ads ran without a disclaimer,20244,3
2038873953057925,Nigerlite Times,Nigerlite Times,20203,14
273475106700480,Peter Obi Support Network,These ads ran without a disclaimer,20200,1
430329924067320,Medtech Africa,Nelson Dorbo Igbiriki,19980,1
466367390777759,State Of The Nation - Nigeria,Burbles Media,19566,10
110663718456426,Tiwa Ntiwa Ambassador Network,Ire-Ebanije Alex Oloruntoba,19535,6
600402833721886,Erumura David 4 DTHA Uvwie Constituency,David Erumura Enawore,19494,13
134278719946186,Bayer,These ads ran without a disclaimer,19479,9
101737869081072,Dangiwa Progressive Youth-KATSINA,Aminu Jafar,19411,10
108863654077750,For the Love of Country,for the love of country with atinuke,19256,2
106145662404273,thekinglulu_,These ads ran without a disclaimer,19198,6
1662239013832778,The Bridge Leadership Foundation,The Bridge Leadership Foundation,19185,2
101689546025867,Koinpac,Koinpac,19094,4
100391171881746,Matrixliveng.com,Matrixliveng.com,19087,25
103284191565929,Keysquare Homes And Properties Limited,These ads ran without a disclaimer,18960,1
1617885935139653,The Liberator,The Liberator,18874,4
108741524217559,Mayorspeaks,These ads ran without a disclaimer,18723,6
105809992346341,Peter Obi investment,These ads ran without a disclaimer,18611,6
406240544044,Dto-Bbb Gubernatorial Campaign Group,Dto-Bbb Gubernatorial Campaign Group,18598,5
100357172823685,Sanusi BICHI for Jagaban,Sanusi BICHI for Jagaban,18500,2
108288695424034,"Muktar Betara Aliyu, OON",Shaakaa Victor,18500,1
100648286200482,Barr. Okey Ezea Media Office,Michael Nnamdi Okenwa,18491,40
115561869807429,African Democratic Congress HQ,TheADCNewTrybe,18470,1
103851434818512,The Heritage Times,These ads ran without a disclaimer,18345,1
800966353274558,Sam Egube,These ads ran without a disclaimer,18324,12
365043640576562,Chukwuka Monye,Tony Ekatah Udomiaye,18284,4
203283343044987,United Youths of Naija,United Youths of Naija,18267,5
1591259194534724,Vatebra,Vatebra,18223,1
511448885678014,Henry Seriake Dickson,These ads ran without a disclaimer,18099,2
106388082071240,F.C Ogbundiogu Campaign Organisation,Chimobi Ogbundiogu,18097,15
568487499838700,Joshua Iginla Ministries,These ads ran without a disclaimer,18096,3
110182654040953,Ebonyi State Movements For Change,Prince Nnamdi Ogbuinya,18094,14
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,18058,2
87257252420,Stellenbosch University,These ads ran without a disclaimer,18041,1
230577728875298,Joeysparlour,These ads ran without a disclaimer,18041,1
214697158909990,Huawei Digital Power,These ads ran without a disclaimer,18002,3
100936082617506,Dr. Ibrahim Bello Dauda,Prince Alabi,18000,2
100353569285410,How to Lift Nigeria out of Poverty,Dakyel Longji Shamnas,18000,1
104766062946934,Street Project Foundation,These ads ran without a disclaimer,17994,1
150687245048969,BattaBox,These ads ran without a disclaimer,17868,3
100578378209416,bisi_ilaka,bisi_ilaka,17745,6
112498591639701,Deola Azeez,ADEOLA AZEEZ FOUNDATION,17698,11
104316382480437,Atiku Reporters,Atiku Reporters,17689,8
102089872458695,Malami Online Media,Mustapha Muhammad Shehu,17667,7
113891508248179,Chi market place,Chinemere Okoro Wilfred,17609,5
674374605962850,Future of Life Institute,These ads ran without a disclaimer,17590,6
106365687995326,Property Grid,These ads ran without a disclaimer,17588,1
131664893560695,Origins OSU,These ads ran without a disclaimer,17535,21
351750911920719,100 Million,These ads ran without a disclaimer,17429,6
105626218831079,fierce_licorice,These ads ran without a disclaimer,17408,1
701090923257144,Within Nigeria,WITHIN NIGERIA MEDIA LTD,17400,4
169876108479467,Biyi Otegbeye Campaign Organization,Biyi Otegbeye Campaign Organization,17362,4
115556161158674,Legborsi Yamaabana 4 House of Reps 2023,Legborsi Yamaabana 4 House of Reps 2023,17337,2
112490788185086,GSP Forum,These ads ran without a disclaimer,17116,1
102823605038626,Phoenix Relations,These ads ran without a disclaimer,17107,1
236777913086342,Auwal Lawan Shaaibu Aranposu,Auwalu Lawan Sha'aibu,17093,3
110338541289138,AHMED ALIYU Sokoto TV,Ayodeji Adeola Badru,16997,38
931245060365549,Rep. Abdullahi Idris Garba - AIG,Nafiu Tanko Bignaf,16987,16
106804501674694,Naked Truth Productions,Naked Truth Productions,16856,9
109327661589838,dukeofbariga,These ads ran without a disclaimer,16839,3
103322465767953,Baba Gida Gida movement,Baba Gida Gida Movement,16780,6
100425002574358,HON. Modestus Osakwe,Vincent Uzochukwu Ahanotu,16680,3
110749725183865,Jamalife global investment plc,These ads ran without a disclaimer,16623,3
102461042764515,"Directorate of New Media & Strategic Publicity, APC-Badagry Federation",Adeosun Abdulwahab Adebowale,16617,12
108435045525899,Hon Gibson Reuben,Peter Reuben,16617,2
126739647374777,Herbert Mensah,These ads ran without a disclaimer,16617,1
409379392868813,Ringazworld,These ads ran without a disclaimer,16602,1
108766901873454,CROWD 1 INT,These ads ran without a disclaimer,16582,2
110250330354380,Discover Beijing,These ads ran without a disclaimer,16562,8
144607848957101,Hon. Segun Olulade,Hon. Segun Olulade,16496,3
109140701764721,PETER OBI: The Right Man For The Job,These ads ran without a disclaimer,16389,3
374779663276452,CSO News 24,CSO News 24,16211,2
711009978986796,广交会,These ads ran without a disclaimer,16155,4
540007846019648,Nigeria Governors' Forum,Nigeria Governors' Forum Secretariat,16155,1
106070655406606,Aseyori 2023,Saheed Olanrewaju Yisa,16054,5
104200539142781,Peter obi investment,These ads ran without a disclaimer,16037,4
100333712585761,Ife Salako Campaign Organization,Olawale Habeeb Oduntan,15991,7
113615355316959,WIRED UK,These ads ran without a disclaimer,15932,6
108976588043083,AA ZAURA TV,Ayodeji Adeola Badru,15917,37
623071791483721,OgaPublic Mouth Comedy,These ads ran without a disclaimer,15828,1
104161202181569,The House of Parliament,The House of Parliament,15800,6
110670751707495,RAINM,These ads ran without a disclaimer,15797,4
108127815200325,Newscroll.info,These ads ran without a disclaimer,15694,1
101917628467245,Virtuous Con,These ads ran without a disclaimer,15542,2
105997422320113,Ambassador. Onijala4Senate Kwara South,Olutola Onijala,15528,5
