Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
1612843852277789,Jason Colonio,These ads ran without a disclaimer,≤100,3
226340004415678,Hook and Net,These ads ran without a disclaimer,≤100,3
103188924799150,Récord Deportes,These ads ran without a disclaimer,≤100,1
112696747905114,Psicólogos Transparencia,Julio Eduardo Flores Sanchez,≤100,1
100309972366548,Dr. Carlos Chaiña,Juan Miguel Yana Cahuana,≤100,1
101990709245575,Podemos con Dupuy,Christian Fernandez Alcarraz,≤100,1
119761185263657,Robert Rafael,Robert Rafael,≤100,1
106069358502137,eduardo_castillorivas,These ads ran without a disclaimer,≤100,1
100717776103169,Sandra Roldán por Simbal,Eduardo Cristobal Ascuña Gamio,≤100,1
102274155646211,Miki Astete Machaca - Cairani con FE TACNA,Gustavo Davis Cardenas Mamani,≤100,2
101028912271370,Carreras Técnicas,These ads ran without a disclaimer,≤100,1
482741898464147,Librería Aurea ediciones,These ads ran without a disclaimer,≤100,1
100382264732654,Luz Medina Z,Luz Evelyn Medina Zuniga,≤100,4
812555298878305,Linder Del Aguila,These ads ran without a disclaimer,≤100,1
108977081439733,Maru Digitals,These ads ran without a disclaimer,≤100,1
1812297282329742,Jorge Triana,These ads ran without a disclaimer,≤100,1
103538404942319,Alfredo Santiago,Jamil Alexis Rey Añi,≤100,2
100874371936474,Robert Gutiérrez,Robert  Pastor Gutierrez Zuñiga,≤100,1
217189298953744,Parroquia María Madre de Dios  - Callao,These ads ran without a disclaimer,≤100,1
102269539299113,Alipio Hinostroza por Vitoc,Luis Angel Perez,≤100,1
250852305414229,Revista VOZ - Perú,These ads ran without a disclaimer,≤100,2
100457165843333,Juan González,These ads ran without a disclaimer,≤100,1
110638867066585,Activa Mujer Peru,These ads ran without a disclaimer,≤100,1
110149991490903,Ricardo Castro - Somos Perú,Jessica Jasmin Valverde Cueva,≤100,1
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,≤100,5
287940405085613,symriseag,These ads ran without a disclaimer,≤100,10
102393515563884,Renovación Popular - Surquillo,These ads ran without a disclaimer,≤100,1
557305264790619,Fentecamp Noticias,These ads ran without a disclaimer,≤100,2
109668938661487,sinargollas,These ads ran without a disclaimer,≤100,1
104060112987589,Acción por el Bien Común,Acción por el Bien Común,≤100,2
228448875146,OtraMirada,These ads ran without a disclaimer,≤100,1
103281751597066,xskarma,These ads ran without a disclaimer,≤100,6
150294649018041,Julia Murça,These ads ran without a disclaimer,≤100,2
422829467919473,Bahia Producciones,These ads ran without a disclaimer,≤100,1
112269528025020,1er Congreso Internacional De Técnicos,These ads ran without a disclaimer,≤100,1
109808225725403,DAR Perú,These ads ran without a disclaimer,≤100,7
113848626942123,Ing. Gustavo Villarreal,These ads ran without a disclaimer,≤100,1
109352497956525,Pedro Castillo con el Agro,These ads ran without a disclaimer,≤100,3
108612497416881,Yull's Moda,These ads ran without a disclaimer,≤100,1
315659968914693,FICEM,These ads ran without a disclaimer,≤100,4
127753947324297,Chimbote,These ads ran without a disclaimer,≤100,2
106996878019406,Denisse Takamura,These ads ran without a disclaimer,≤100,1
100450535115096,Comité Sindical Clasista Luis Ottivo,These ads ran without a disclaimer,≤100,2
467867539919427,Clorid S.A.,These ads ran without a disclaimer,≤100,2
622531148393890,Fullcenter Pinto Perú,These ads ran without a disclaimer,≤100,1
614213625740769,Eric Chávarri - Regidor Provincial,These ads ran without a disclaimer,≤100,1
103382641827523,Renovación Popular  PALAO SMP,These ads ran without a disclaimer,≤100,1
105179731625342,Emociones TV,These ads ran without a disclaimer,≤100,1
104389829255538,ashantiperu,These ads ran without a disclaimer,≤100,1
502210806626309,Hernando Cevallos Flores -,These ads ran without a disclaimer,≤100,1
437153699802747,Brendan Kane,These ads ran without a disclaimer,≤100,6
253506185210874,Comandante Letizia,These ads ran without a disclaimer,≤100,7
501281283413954,Andrés Alcántara Paredes,These ads ran without a disclaimer,≤100,5
2267606770047128,GFS - Gide Falcon Sanchez,These ads ran without a disclaimer,≤100,3
100119549653333,Perú En Pie De Lucha,These ads ran without a disclaimer,≤100,4
307129002672433,El Show de Ursula,These ads ran without a disclaimer,≤100,1
109824238171396,Elías Rodríguez Página Oficial,Real Marketing SAC,≤100,1
101300898999455,Adolfo Ampuero - Alcalde de Requena 2022,These ads ran without a disclaimer,≤100,1
1525478184381209,Victor Pauca,Victor Pauca,≤100,2
104182228353126,Criterio público Lima,Liliana Lisset Huertas Castillo,≤100,2
600615296622761,Infocorp Soluciones / SBS,These ads ran without a disclaimer,≤100,2
1701288433446644,Paul Jaimes,These ads ran without a disclaimer,≤100,4
104796372369368,Johnny Mamani Ponce,Ronald Jimmy Salazar Gutierrez,≤100,1
206489283537650,Escuela De Capoeira Cangaço Perú,These ads ran without a disclaimer,≤100,1
111416417309570,Aprende y Emprende,These ads ran without a disclaimer,≤100,16
636497753413671,Trujillo al Día,Trujillo al Día,≤100,1
327227155333708,Deisy Hurtado,These ads ran without a disclaimer,≤100,2
280519188672788,Diego Martin,These ads ran without a disclaimer,≤100,1
102774482016586,zupayperu,These ads ran without a disclaimer,≤100,1
179573686021149,Unmasking the killer of the missing Beaumont children,These ads ran without a disclaimer,≤100,1
1634937416745008,Cambio Climático Bolivia,These ads ran without a disclaimer,≤100,2
105874811922036,Propuesta México,These ads ran without a disclaimer,≤100,1
102957345114079,Leo Lopez Al Congreso Por El Callao Nº3,These ads ran without a disclaimer,≤100,2
105332434753172,Criss Diaz,These ads ran without a disclaimer,≤100,3
460808220672847,Sknail Lab,These ads ran without a disclaimer,≤100,7
103952294693477,Súper Ofertas,These ads ran without a disclaimer,≤100,3
104015975718339,Los Amigos De Benavides,Edwin Betto Solis Fabián,≤100,1
117718283687512,La Unión despertó,These ads ran without a disclaimer,≤100,1
109125921336241,Bruja mayor de Huancabamba,These ads ran without a disclaimer,≤100,1
102010865913983,Fuera de la caja,These ads ran without a disclaimer,≤100,1
133132730192504,AMOpportunities,These ads ran without a disclaimer,≤100,1
534284396949027,Ilich López,These ads ran without a disclaimer,≤100,1
227253180622253,Innovación Ciudadana,These ads ran without a disclaimer,≤100,1
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100,3
116010356976825,Nelcy Heidinger,These ads ran without a disclaimer,≤100,5
1973901582861042,Lucía Alvites,Leslie Paola Ilave Talaverano,≤100,1
104387711608684,Mónica Guillen Rojas,These ads ran without a disclaimer,≤100,3
104622121026372,Earth Breeze,These ads ran without a disclaimer,≤100,3
1904004986573057,Ancash en la Web,These ads ran without a disclaimer,≤100,1
1507392009575216,Asesoria Naranja,These ads ran without a disclaimer,≤100,3
142831894575558,CanalG.pe Germán Espejo,These ads ran without a disclaimer,≤100,3
843834422465565,EliteClass,Marvin Vila,≤100,3
103711888409347,CETPRO HZG JULIACA,These ads ran without a disclaimer,≤100,3
103218915010607,elprofearanda18,These ads ran without a disclaimer,≤100,3
287760106368118,Energía Latam,These ads ran without a disclaimer,≤100,2
100973978322875,jalvaradoe93,These ads ran without a disclaimer,≤100,1
104809565009183,Romulomuchoalcongreso2021,These ads ran without a disclaimer,≤100,1
608513866167702,Jacobo Vaisman,These ads ran without a disclaimer,≤100,4
103599774917248,Kelly Garcia Apolaya,These ads ran without a disclaimer,≤100,1
712497678888071,Unión de Frentes Regionales del Perú UFREP,These ads ran without a disclaimer,≤100,1
107363638205021,Ciudadanía Vigilante Perú,These ads ran without a disclaimer,≤100,2
247553595743,Candidatos Políticos,Jhonatan Alfredo Flores Cuya,≤100,1
101850175578354,Ingenieros por el cambio,These ads ran without a disclaimer,≤100,2
510461892338582,Un Principito Liberal,These ads ran without a disclaimer,≤100,2
103923308463831,Perú Noticias,These ads ran without a disclaimer,≤100,1
553032711846150,Estudio Jurídico Alcántara Castillo & Asociados,These ads ran without a disclaimer,≤100,1
109115837640594,Academia Peruana de Derecho - Página Oficial,These ads ran without a disclaimer,≤100,1
123235041462,The Fraser Institute,These ads ran without a disclaimer,≤100,1
543033582843478,Cámara Legal Hans Kelsen,These ads ran without a disclaimer,≤100,1
100465565327285,Percymanriquealcongreso,Percy Manrique Villavicencio,≤100,1
157639697774098,Pro Mujer,These ads ran without a disclaimer,≤100,3
102088501832393,Somos Perú - Región Moquegua,These ads ran without a disclaimer,≤100,2
112278741452082,Zeverinasociados,These ads ran without a disclaimer,≤100,2
101088148584439,Rosina Polar Paz,These ads ran without a disclaimer,≤100,1
100518369056521,Juntos UNI,These ads ran without a disclaimer,≤100,13
177007216319610,Página: Armando Lezano,These ads ran without a disclaimer,≤100,6
1975140796039218,Habitaciones Super,These ads ran without a disclaimer,≤100,1
468490760220000,MEMES UNMSM,These ads ran without a disclaimer,≤100,2
100266408434172,Radio Huaracinito - TV Digital,These ads ran without a disclaimer,≤100,4
102809298445090,Yo apoyo a Pedro Castillo,These ads ran without a disclaimer,≤100,1
100310259386862,Diario El Moralino,These ads ran without a disclaimer,≤100,1
47446118027,Ollanta Humala Tasso,These ads ran without a disclaimer,≤100,1
337165273127578,IPSST SSMA Perú,These ads ran without a disclaimer,≤100,1
102121478598912,Frepap - Iquitos,These ads ran without a disclaimer,≤100,4
113772834645499,Carlos Feijoó - Gobernador 2023,These ads ran without a disclaimer,≤100,1
108423549242145,KR3 Bats,These ads ran without a disclaimer,≤100,2
108074619278902,"Experto en Pueblos Indígenas, Dchos Humanos y Cooperación Int.",These ads ran without a disclaimer,≤100,1
102576459277292,wearetheplanet_wheretostart,These ads ran without a disclaimer,≤100,6
105664271983783,Top Global Investments,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,2
100688202432362,"Lista Nº 1 Mariano Larrea ""Decano 2022-2023""",These ads ran without a disclaimer,≤100,2
644740285725628,Cursos de H4ck 2022,These ads ran without a disclaimer,≤100,1
104999109220924,La Vikinca,These ads ran without a disclaimer,≤100,1
107456245443914,Julio César Mungi Nuñez,Joel Jesus Montero Olivera,≤100,5
107646804619910,Angel Reyes Torpoco al congreso por JUNÍN,Chocomuseo,≤100,2
200857600643943,Intercambio,These ads ran without a disclaimer,≤100,3
106662961014416,Miracles Of Faith,These ads ran without a disclaimer,≤100,1
106022591377327,María Milagros Rivera Garretas,These ads ran without a disclaimer,≤100,1
2079991985390610,Vusal abdullayev,These ads ran without a disclaimer,≤100,1
440038866353265,Reality In Words,These ads ran without a disclaimer,≤100,2
472058086186358,Ari Rivera,These ads ran without a disclaimer,≤100,3
163865610423285,ASK corp.,Andres Gomez Gil,≤100,2
190010265716,Cisco Networking Academy,These ads ran without a disclaimer,≤100,5
113425276768867,Doble U Radio,These ads ran without a disclaimer,≤100,1
740730659600184,Daniel Medina,These ads ran without a disclaimer,≤100,1
436625463811758,Piura Noticias Al Día,These ads ran without a disclaimer,≤100,1
100516041321452,Best Offers 2022,These ads ran without a disclaimer,≤100,3
112324023473143,Claudia Solana Psicóloga Educativa,These ads ran without a disclaimer,≤100,1
102850544730367,Pedrito Huaman - Alcalde de Belén 2022,These ads ran without a disclaimer,≤100,1
1895946487128914,Easysec,These ads ran without a disclaimer,≤100,6
101167288998275,Dtumbes Noticia,These ads ran without a disclaimer,≤100,1
232485057272626,Luis Enrique Ballón Soria,These ads ran without a disclaimer,≤100,2
283795905631433,Ideas Creativas  LyL,These ads ran without a disclaimer,≤100,2
1742524589141928,Valsertech,Erick Daniel Martinez Galicia,≤100,1
1775138612708900,Pablo Ramirez,Jhonatan Alfredo Flores Cuya,≤100,1
103987792029798,Perú Libre - 26 de Octubre,These ads ran without a disclaimer,≤100,2
112523403476670,Base Bolivar - Peru Libre Ica,These ads ran without a disclaimer,≤100,3
108620524397807,Juan Aurich Alcalde de Chiclayo,These ads ran without a disclaimer,≤100,3
213665419517813,Arturo Ayala,These ads ran without a disclaimer,≤100,1
331228343898036,VARA para Decano del CAI,These ads ran without a disclaimer,≤100,1
103080905703748,Mi Vida Verde Oficial,These ads ran without a disclaimer,≤100,25
108743637537786,Javier Espinoza - Perú,These ads ran without a disclaimer,≤100,1
105855971541071,Renato Pedro Espinoza Gonzales,These ads ran without a disclaimer,≤100,1
107997521110755,DJ Jean Oficial Peru,Jean Phierre Ricaldi Leon,≤100,1
116810611021588,Dennis Alvarado Carrasco Alcalde de surquillo 2023-2026,Ronny Alvarado,≤100,1
102227792475394,MIRA - Ocuviri,Reynaldo Edwin Valdez Aparicio,≤100,1
104797654772527,Interbarrios VES,These ads ran without a disclaimer,≤100,1
110133817575085,US VISA by Will Rodriguez,These ads ran without a disclaimer,≤100,1
613387472179438,Venta & Alquiler de Propiedades Lima_Peru,These ads ran without a disclaimer,≤100,1
487979137908736,Taquito FEROZ,These ads ran without a disclaimer,≤100,1
313147282877461,La Resistencia Perú,Alexandra Ekaterina Rojas Tazza,≤100,2
112848947301180,Hotel Las Terrazas De Caral,Angelica Rosales,≤100,1
446500919206720,Dr. William Asencios,These ads ran without a disclaimer,≤100,1
477898019250195,Juntos Podemos +,Ivonne Olga Barzola Martel,≤100,1
100127746258979,Noticias PERÚ,Noticias Cusco Peru,≤100,1
1075713422467788,Maral Noticias,Mariluz Rodriguez Alayza,≤100,1
875718415936717,Artesanía  Beteta Sac - Grabados Personalizados,These ads ran without a disclaimer,≤100,2
114536850268284,El Derecho en el Perú,Jimmy Santiago Leon Ortiz,≤100,4
769757196386581,Vũ Kỳ Thư 30,Luis Eduardo Yauri Huaman,≤100,2
342848867156418,La Voz Del Pueblo Con El Dr. Luciano Gutierrez,These ads ran without a disclaimer,≤100,5
263543124394309,Somos José Jerí - Somos Perú,These ads ran without a disclaimer,≤100,2
105256018844607,GUT Centro Médico Ginecológico,Tatiana Castillo,≤100,1
105957337968297,Voluntariados,These ads ran without a disclaimer,≤100,1
102562709075144,Pachita - Rolando Pachamango,These ads ran without a disclaimer,≤100,2
203515016489297,ISLAM 101 Boston,These ads ran without a disclaimer,≤100,1
319494591577188,Edwin Castellanos,Luis Antonio Sandoval Silva,≤100,1
2316333721922144,5TO PODER,These ads ran without a disclaimer,≤100,5
111512800625323,Juntos Por El Perú - San Juan de Miraflores,These ads ran without a disclaimer,≤100,1
100410115408441,Asesoramiento Contable & Venta Al Estado,These ads ran without a disclaimer,≤100,1
543884139120889,Juan Carlos Díaz al Congreso,These ads ran without a disclaimer,≤100,1
253301521363297,Municipalidad Distrital de Comas,These ads ran without a disclaimer,≤100,2
101318572739080,Luis Felipe Romero Peña - Politico,Luis Felipe Romero Serrato,≤100,2
1397400133835470,Voces Ciudadanas,Voces Ciudadanas,≤100,1
180613946980827,Chanel Ruiz - Amigos,These ads ran without a disclaimer,≤100,1
107667760875865,Marco Rios,These ads ran without a disclaimer,≤100,9
108161247779620,Clarita Mera al Congreso,These ads ran without a disclaimer,≤100,2
259215427519347,Telas Lafayette,These ads ran without a disclaimer,≤100,3
