Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
1366892303449939,Partido Republicano,Partido Republicano,389029815,1721
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,208668737,488
881095048648989,José Antonio Kast,José Antonio Kast,168951535,120
231350380299380,Las Últimas Noticias (LUN),Las Últimas Noticias (LUN),157980437,1517
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,153170330,965
104189318481439,Minería y Futuro,Minería y Futuro,148160452,1206
10192152668,Renovación Nacional,Renovación Nacional,138513889,1276
1548643738480723,Asistencia Deudores,Asistencia Deudores,136162593,208
52263787734,Unión Demócrata Independiente,Unión Demócrata Independiente,130478173,1569
108922248816222,Secretaría de Participación Ciudadana,Secretaría de Participación Ciudadana,129243397,234
177384889097855,Gabriel Boric,Gabriel Boric Font,125569775,711
103820310982935,Sichel Presidente,Sebastián Sichel Ramirez,109355659,450
881095048648989,José Antonio Kast,José Antonio Kast Rist,109241026,173
114405611929952,Gobierno de Chile,Gobierno de Chile,107821960,527
159639460764792,LATAM Airlines,LATAM Airlines,107172808,41
241687479200177,Claudio Orrego,Claudio Orrego,104979108,501
342240665893084,Rojo Edwards,Rojo Edwards,92674408,1027
103527991214141,Cero DICOM,Cero Dicom,90955383,68
118966711309765,Lo que nadie quiere,Chile en Contra,88809961,265
157644624667815,Joaquín Lavín,Joaquin Lavin Infante,69448218,425
105798328215264,Asistencia Familia,Asistencia Familia,66618332,67
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,63071803,905
102188475875534,Franja Ciudadana,Franja Ciudadana,62358951,196
100817405336960,Chiara Barchiesi Can. Diputada,Chiara Natalia Barchiesi Chavez,58854537,452
1147280035388437,ARAUCO,ARAUCO,55095793,51
219605241425430,Partido Socialista de Chile,Partido Socialista de Chile,47420803,963
106423590853145,Fundación Ciudadanos en Acción,Fundación Ciudadanos en Acción,46939607,172
153785764804185,Catalina Parot,Catalina Parot Gobernadora,46398161,401
386634201382499,Marco Enriquez-Ominami,Partido Progresista de Chile - PRO,46129554,296
28023147497,Partido Comunista de Chile,Partido Comunista de Chile,45225066,213
669777673091551,Yasna Provoste Campillay,Yasna Provoste Campillay,44708348,341
103229085697056,La Mejor Constitución,Contodo SpA,44071179,100
108508235191644,Aprueba x Chile,ApruebaXChile,43919917,79
228557190541436,BancoEstado,BancoEstado,42311514,558
103898195370022,Mañalich Senador,Jaime Mañalich,41884959,260
742589802465506,Reforma la Reforma,Fundación Ciudadanos en Acción,41234745,202
527441447268308,Copec,COPEC S.A.,41078617,164
105160864730079,Con Todo,Contodo SpA,39910860,178
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,39738323,47
113838817025219,Coperiodistas,Coperiodistas,39383017,617
103820310982935,Sichel Presidente,Sebastian Sichel,38581919,524
2220992967918013,Disney+,These ads ran without a disclaimer,37845790,1
100714821561761,Tenemos que Hablar de Chile,Tenemos que Hablar de Chile,36487960,212
113153381003177,Natalia Piergentili,Natalia Piergentili,35982102,568
285417644878678,Red Antofagasta,Diarios en Red,35750303,652
107311071433169,Renovación Nacional  - Elecciones 2021,Renovación Nacional,33713178,354
102660885525434,Con mi plata NO,Con mi plata No,33319332,355
1502798646437265,Gabriel Silber,Gabriel Silber,33180010,63
131284493409605,La Fuerza de Chile,Es mejor para Chile,32576852,327
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,32387202,506
1059804450772270,Antonio Barchiesi,Antonio Barchiesi,32248422,76
104189318481439,Minería y Futuro,Mineria y Futuro,31791517,1045
139070762323,Eugenio Ortega Frei Senador,Eugenio Frei Ortega,31635699,682
105091012517593,Bruno Baranda,Campaña Bruno Baranda,30854231,196
106037731330237,CentroAvance,Centro Avance,30766520,387
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,30671485,264
580663538777736,Consejo Minero,Feedback Comunicaciones,29669281,245
1912600479013504,Karina Oliva Pérez,Karina Oliva,29290425,721
371453409556353,Red Coquimbo,Diarios en Red,27738969,414
102330345216941,René Cortázar,René Cortazar,27544426,72
100960362020992,Bernardo Fontaine,Bernardo Fontaine,26170647,471
718373214989965,Senador Gustavo Sanhueza Dueñas,Gustavo Sanhueza,26022819,387
113264930412981,Kwai-SA-music,These ads ran without a disclaimer,25527380,434
105686434842088,Paz Charpentier,Paz Rajcevich,25086853,206
113034028357700,Jaime Ravinet,Jaime Nicolas Ravinet De La Fuente,24920285,137
113924653318737,ICF,ICF,24625995,398
1618694568424968,Corproa,CORPROA Atacama,24574416,331
101671294918962,Kwai-SA-dance,These ads ran without a disclaimer,23917731,426
373673936059220,Evolución Política,Evópoli,23525843,134
107263295165672,Saca La Voz,Saca La Voz,23149918,91
109549237317172,El Baquedano,El Baquedano,22632769,138
107734807826108,Juan Pablo Rodríguez O,Juan Pablo Rodríguez Constituyente,22552995,291
351583768232100,Red Tarapaca,Diarios en Red,22402919,423
167238607031235,Tomás Fuentes Barros,Tomás Andres Fuentes Barros,22181894,305
116976616814213,Somos Ciudadanos,Acción Republicana,21988597,751
105167202072,Mario Desbordes,Mario Desbordes,21773903,196
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,21632956,5
307330256067716,Red Atacama,Diarios en Red,21512982,406
211676538936148,Fundación Reforestemos,Fundación Reforestemos,21408205,369
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,21286485,1239
874580086051545,Radio Pauta,Pauta,21188946,169
410608772316031,UNICEF Chile,UNICEF Chile,21069010,139
117971414554702,Juan Sutil,Juan Sutil Candidato,21054912,1091
331662318094832,Susana Hiplan Diputada D13,Susana Hiplan Steffan,20902571,153
104486411593023,"Alejandro Fernández, Constituyente",Alejandro Fernández,20457287,197
216911928319871,Banco Bci,Banco Bci,20423046,30
113719650939372,Diputada Paula Labra,Paula Camila Labra Besserer,20400357,160
104857081932390,Paulina Vodanovic,Paulina Vodanovic,20359296,131
108426420902413,Kwai-SA-funny,These ads ran without a disclaimer,20243558,442
455524668180184,Manuel Millones,Manuel Millones Chirino,20222520,256
116976616814213,Somos Ciudadanos,Fuerza del Sentido Común,20211833,678
102564818428752,Francisco Orrego Constituyente,Francisco Orrego Bauzá,19918555,169
108984725135423,Proyectovoceschile,Proyecto Voces,19820625,72
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,19796388,988
100500142739661,Hagamos una Buena,Hagamos una buena,19460598,284
104487498154013,Agenda Transparencia,Agenda Transparencia,19396540,377
103405819029334,Juzga Tu Mismo,Juzga Tu Mismo,19286573,389
103463095024719,Curiocity,Curiocity,19151228,306
756450494522524,Andrés Jouannet Diputado,Andrés Jouannet,18981851,846
101974549147072,El Futuro,Ernesto Alejandro Jara Encina,18313369,146
132980113233888,Bisagra TeVe,Bisagra TeVe,18279511,72
103671391166560,La Coordinadora,La Coordinadora,17707082,154
1436530563295625,El Líbero,El Líbero,17364732,139
292561364107245,Centro de Estudios Públicos,Centro de Estudios Públicos CEP,17361506,1929
315848538612115,Diarios En Red,Diarios en Red,17136586,254
558224964238853,Anglo American,Anglo American,17069768,116
103042212434289,Nuevo Camino,Nuevo Camino,17017377,138
102019462029011,V más V,V más V,16709129,340
1618935114997147,Fundación Pacto Social,Fundación Pacto Socal,16671893,59
841835799296441,Juan Irarrázaval Diputado,Juan Eduardo Irarrázaval Rossel,16657928,115
100530315179865,Gonzalo de la Carrera C,gonzalo armando de la carrera correa,16641495,204
365592126843567,Guido Benavides,Guido Benavides,16208422,143
105560941738247,Movilizando Chilenos,Movilizando Chilenos,16196286,150
342958192219,Secretaría General de Gobierno,Secretaría General de Gobierno,16079886,15
109514637047257,Previsión y Finanzas,Eduardo Fabian Jerez Sanhueza,15838668,111
105277601553924,Raul Celis Constituyente,Raúl Celis,15684471,179
354577281616467,Martín Arrau,Carlos Martin Arrau Garcia-Huidobro,15515122,139
1734138270238312,Guillermo Teillier del Valle,Guillermo Teillier del Valle,15403055,118
108632461650733,Emprende Libre,Plataforma Emprende Libre,15274613,30
386634201382499,Marco Enriquez-Ominami,Marco Enríquez-Ominami,15271328,267
418281855197789,Democracia Cristiana,Democracia Cristiana,15139364,399
103463095024719,Curiocity,Curiocíty,15097606,369
367616300031121,Andrea Molina Oliva,Andrea Molina Oliva,15038009,224
628303047364442,Dr. Marco Antonio Núñez,Marco Antonio Nuñez,14925276,189
467568780054778,Asociación de Aseguradores de Chile,Asociación de Aseguradores de Chile,14845594,199
796328770514384,Diputado Sebastián Torrealba,Diputado Sebastián Torrealba,14839545,386
106436551981059,Amarillos Por Chile,Amarillos Por Chile,14678665,27
680475562417785,Convergencia Social,Convergencia Social,14666023,208
109615570880157,Luciano Rivas Stepke,Luciano Rivas,14631961,158
257465991058055,El Periodista,elperiodista.cl,14526344,217
115808554792561,Carlos Galleguillos Carvajal,Carlos Andres Galleguillos Carvajal,14414772,197
102368675553526,Educación Libre y Diversa,Educación Libre y Diversa,14382777,62
101752441403530,Chile Vamos x el Rechazo,Renovación Nacional,14155299,148
106364334764800,Felipe Hubner,Felipe Hubner Constituyente,14037317,272
177384889097855,Gabriel Boric,Campaña Gabriel Boric Presidente,13984472,232
100606052976302,Gloria Hutt,Gloria Hutt,13799114,262
1858158721090958,Cervecería AB InBev,Cervecería AB InBev,13720182,42
104113027885379,Pablo Maltés,Pablo Maltés,13679006,198
2241627812774263,Felipe Cruz - Alcalde de Recoleta,Felipe Cruz - Alcalde de Recoleta,13505086,86
111039884136294,Marco Antonio Sulantay,Marco Antonio Sulantay,13450522,407
111752477262273,LOMI Chile,These ads ran without a disclaimer,13350635,33
236362990084573,SQM,SQM,13293439,752
116783318348697,Universidad Católica de Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,13227299,33
815623888560147,Renato Garin González,Renato Garin González,13108693,307
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,13090840,196
572161723127136,Copsa Chile,COPSA Chile,12956241,290
26929188652,El Observatodo,MiVoz.cl,12847364,10663
2257351691213562,Noticias que marcarán pauta,Noticias que marcarán pauta,12642673,285
113214221882111,ReSimple,Inbrax Consultoría Servicios Importacion y Exportacion Sociedad SPA.,12490763,580
117396934582415,Cuidemos la Infancia,Cuidemos la Infancia,12228711,182
110051890552558,Felipe Valdovinos Diputado,Felipe Alonso Valdovinos Rodriguez,11958014,166
101530818315159,Arturo Zúñiga Jory,Arturo Zuñiga Constituyente,11938824,165
1101427233255754,Christopher White,Christopher White Bahamondes,11891659,671
228285103998999,Fundación Piensa,Fundación P!ensa,11885960,134
102660885525434,Con mi plata NO,Con mi plataNo,11872170,52
114628888236450,Andrés Palma Irarrázaval,Andres Palma Irarrazaval,11785564,90
312127322272939,Vestuá Chile,These ads ran without a disclaimer,11640491,10
78239901502,Diario Financiero,Grupo DF,11529868,399
103521025108298,Angelo Barchiesi - Alcalde,Angelo Gustavo Barchiesi Chávez,11507942,128
104668318283169,El Profesor Luis Silva,El Profesor Luis Silva,11496199,55
102539741837154,Profesororregodiputado14,Profesor Cristobal Orrego,11474549,120
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,11471652,413
108291914947259,Mi Derecho a Educar,Felipe Varela,11457408,80
1054903651281508,Francisco Undurraga,Francisco Undurraga,11454372,73
1371598689579424,Tere Marinovic Constituyente D10,Tere Marinovic,11443163,51
1609608385955307,Sergio Gahona Salazar,Sergio Gahona,11382652,426
181189911970230,Alberto Undurraga V,Alberto Undurraga,11373018,387
447687308653098,Marcela Hernando,Marcela Hernando,11277235,92
107368866114430,Felipe Kast,Evópoli,11211361,25
356972484624,Gensuite,Gensuite,11055808,167
150331635097423,Servicio Electoral de Chile,Matias Retamal,11037765,165
179807960327162,Ignacio Briones Rojas,Ignacio Briones Rojas,11032457,109
100530315179865,Gonzalo de la Carrera C,Gonzalo Armando De La Carrera Correa,10987399,119
152487464792442,El Dínamo,eldinamo,10815405,12
111926048277428,Hagamos Otra,These ads ran without a disclaimer,10745015,477
354577281616467,Martín Arrau,Martín Arrau,10735543,213
256214294989170,DaleProfe,daleProfe,10711364,535
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,10634845,399
301596847064228,Estación Araucanía,Alejandro Tomas Martini Iriarte,10618766,41
52263787734,Unión Demócrata Independiente,Víctor Santiago Mesías Sandoval,10509854,72
243541299064994,Red Biobio,Diarios en Red,10505426,127
115211516522502,Agenda Central,Agenda Central,10445557,235
232758476801257,Andrés Longton Diputado,Andrés Longton en Terreno,10431884,88
106436551981059,Amarillos Por Chile,Amarillos por Chile,10402820,142
167209271613632,Gonzalo Blumel,Gonzalo Blumel,10352810,129
172277313691851,Chile Liberal,Chile Liberal,10297474,215
488008574616542,George Bordachar,George Raphael Bordachar Sotomayor,10201147,810
19270352324,Universidad Andrés Bello,Universidad Andrés Bello,10195900,317
104101398349213,Daniela Peñaloza,daniela peñaloza,10169150,167
103585565389429,Tomás Hoffmann Diputado,Fernando Tomás Hoffmann Opazo,10146801,76
418281855197789,Democracia Cristiana,Partido Demócrata Cristiano,10134620,141
254197958436896,Loreto Carvajal Senadora,María Loreto Carvajal Ambiado,10026830,87
181208945236608,Patria Progresista,Partido Progresista de Chile - PRO,10018721,264
103431027936004,Cámara Minera de Chile,Cámara Minera,9967351,173
168888263183966,Javier Macaya,Javier Macaya Danus,9927868,60
833378750055074,Estación Araucanía 91.5 FM,Alejandro Tomas Martini Iriarte,9927137,42
1481249878794749,Accióneducar,Acción Educar,9913037,164
315848538612115,Diarios En Red,Diarios En Red,9841558,110
128727267750492,Pablo Kast,Pablo Andrés Kast Sommerhoff,9805491,115
104224427947088,Circula el Plástico,Metrix,9781560,159
112425627127118,Hernán Larraín M.,Hernán Larraín M.,9698555,55
1996533120566261,Pablo Silva Amaya Gobernador,Pablo Silva,9675389,204
387052031412729,Senador Juan Luis Castro,Juan Luis Castro,9673250,90
101410545629033,Ignacia Gómez,Ignacia Gómez Martínez,9665233,173
105513119231933,Sur Informativo,Sur Informativo,9475256,189
221901754840837,ACCIONA.Chile,ACCIONA Chile,9439552,241
104423404939052,Pauline Kantor,Pauline Kantor Pupkin,9427400,311
131816203524762,Cristián Monckeberg,Cristián Monckeberg,9179637,114
761606963919174,Somos Aclara,Somos Aclara,9141159,190
105292082486576,Edmundo Eluchans,Edmundo Eluchans Urenda,9063280,176
179469489118356,UDLA Chile,UDLA Chile,9020784,164
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,9014350,206
778883025542963,Luciano Cruz-Coke,Luciano Cruz-Coke Carvallo,8999976,57
176403320629798,Patricio Zapata,Patricio Zapata Larraín,8999808,41
112089607203762,Consejo del Salmón,Consejo del Salmón,8974773,261
102423335548109,Rocío Donoso - Candidata Constituyente,Rocío Donoso Senadora,8963120,297
92599798397,Ena von Baer,German Pinela,8940034,118
194708347256755,Puranoticia.cl,Puranoticia.cl,8860057,503
103696801724186,Marcos Emilfork,Marcos Alberto Emilfork Konow,8772182,90
260111984014486,Clínica Alemana de Santiago,Clínica Alemana de Santiago,8734410,42
632687896928177,Oscar Crisóstomo,Oscar Manuel Crisóstomo Llanos,8679525,299
337344323005423,Lo Barnechea,Lo Barnechea,8655158,236
136796589683760,Marcela Sabat Fernández,Senadora Marcela Sabat Fernández,8614906,19
111985720928105,Eduardo Cornejo Diputado,Eduardo Cornejo,8590469,138
101761458511272,Jorge Insunza,Jorge Insunza,8526278,669
943786008981725,Diputado Jorge Duran,Jorge Duran,8520101,29
107339088943210,Yerko Ljubetic,Yerko Ljubetic,8502447,100
110326244492990,Servicio de Protección,Mejor Niñez,8499074,47
108520748585669,Creando Puentes,Creando Puentes,8482841,71
110835964029132,Var Constitucional,Var Constitucional,8419086,104
102519497939579,El_Descueve,El Descueve,8408253,41
103012321689468,Constanza Hube - Constituyente,Nelson Mauricio Jesús Medina Muñoz,8350262,101
101768275587438,Francisca Valdés,Maria Francisca Valdés Vigil,8325772,23
41379678029,Jacqueline Van Rysselberghe Herrera,Jacqueline Van Rysselberghe Herrera,8299601,54
109682694226920,Daniel Por Temuco,Daniel Por Temuco,8288721,127
1762345270667658,Dr. Jorge Acosta,Jorge Marcelo Acosta Acosta,8269021,99
410608772316031,UNICEF Chile,These ads ran without a disclaimer,8252135,91
112407784437154,Guillermo Roa,Guillermo Roa,8195617,139
104009952620870,Mario García Araucanía,Mario García Araucanía,8177607,12
678477038956445,Felipe Alessandri,Felipe Alessandri,8168884,103
107527918044955,Jorge Correa Sutil,Jorge Correa Sutil,8156947,83
101674392265825,Fernando Monsalve Diputado Distrito 12,Fernando Monsalve,8130352,117
101439071476201,Laboratorio Chile - Teva,Laboratorio Chile S.A.,8127993,17
230684276986545,Ministerio de Desarrollo Social y Familia,Ministerio de Desarrollo Social y Familia,8096249,136
107093257774503,Rodrigo Díaz W.,Rodrigo Gonzalo Díaz Worner,8059999,174
1483637141885269,Nicolás Preuss,Nicolás Preuss,8053882,105
106439364689745,Jaime Flores,Jaime Andres Flores Sierralta,8027716,27
376923292342392,Instituto Res Publica,Instituto Res Publica,7995052,56
855311658006240,Jorge Díaz Ibarra,Jorge Elias Gregorio Diaz Ibarra,7963637,94
100658508695899,Patricio Fernández,Patricio Fernández,7940530,804
1672033609511326,Colores del Norte,SQM,7930735,510
933640600045572,Municipalidad de La Florida,Municipalidad de La Florida,7918665,3
194204914541311,El Racional,El Racional,7916545,78
130550720303550,DuocUC,Duoc UC,7907330,31
100478056319678,Héctor Urban Constituyente,Héctor Urban Constituyente,7877454,5
122258358636926,Sound of Freedom Movie,These ads ran without a disclaimer,7876057,1
105259924824779,Juan de Dios Valdivieso,Juan De Dios Valdivieso Tagle,7834670,133
1396460303715065,Carozzi,Carozzi,7822482,28
94340934765,LarrainVial,LarrainVial,7795180,616
2111897292173997,Andrea Camargo,Andrea Camargo,7768007,605
134266343340823,Dafiti,These ads ran without a disclaimer,7740403,1
105190744869869,Tomás Guevara Constituyente Distrito 8,Tomas Guevara Agüero,7740385,132
110923894378644,Dr. Manuel Inostroza,Manuel Adrián Inostroza Palma,7720483,8
353148054773282,Daniel Manouchehri Diputado,Daniel Manouchehri,7717528,188
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,7717383,259
204893094895351,Daniela Cabezas Senadora,Daniela Cabezas,7584622,316
365656800216110,Senador Pedro Araya,Senador Pedro Araya,7577744,166
139070762323,Eugenio Ortega Frei Senador,Eugenio Ortega Frei,7576232,210
197854613570459,Cerveza Corona Chile,These ads ran without a disclaimer,7566870,6
100382911834077,Miguel Concha-Manso Candidato a Alcalde de Peñalolén,Miguel Andrés Concha Manso,7547658,266
113194374358815,Compromiso Minero Chile,Compromiso Minero,7516877,88
151676178849005,Felipe Donoso Castro,Felipe Guillermo Donoso Castro,7497022,256
111831181812892,Raimundo J. Palamara Stewart,Raimundo J. Palamara Stewart,7490450,26
108689020607707,Ricardo Cifuentes Lillo,Ricardo Cifuentes,7434907,123
105420648229976,Sol Letelier,Sol Letelier,7413624,112
1384299824969897,Luis Pardo,Diputado Luis Pardo,7280096,72
328404122180,Red Maule,Diarios en Red,7279295,119
103765878387298,Andrés Carey,Andres Carey Carvallo,7276947,43
100476318997145,Pablo Verdugo Vergara,Pablo Ignacio Verdugo Vergara,7264871,147
105034125493562,La Convención al Instante,La Convención al Instante,7216112,131
1692474031024909,Derecho A La Educación: SIN LETRA CHICA Iniciativa Nº 73.682.,Macarena Venegas Constituyente,7175300,117
358368075293637,Juan Pablo Saez,Juan Pablo Saéz Rey,7129089,130
166759673441249,Alejandra Placencia,Alejandra Placencia,7119632,133
184832415268678,Diputado Camilo Morán B.,Diputado Camilo Morán B.,7114454,133
104865379653366,Guido Girardi,Guido Girardi,7053324,87
110951722267366,World Vision Chile,World Vision Chile,7021022,68
116346351346835,Valeria Cárcamo Vidal,Valeria Angélica Cárcamo Vidal,6994083,55
257773836107444,Ricardo Ortega Perrier,Ricardo Ortega Perrier,6952887,296
107515481678237,Alvaro Pezoa Senador,Alvaro Emilio Pezoa Bissieres,6950983,86
112547898173,Programa de las Naciones Unidas para el Desarrollo - PNUD Chile,Programa de las Naciones Unidas para el Desarrollo - PNUD Chile,6931077,35
104227587699342,Amigos de la república,Amigos de la república,6901083,140
110973617472618,50+ El Congreso que nos une,Juan Ignacio Garcia Montes,6854744,49
591373478191895,Samuel Galvez Derpich,Samuel Andrés Gálvez Derpich,6853519,377
411851492489649,Somos CMPC,CMPC,6850623,175
148679245198934,Grupo Security,Grupo Security,6844567,29
108291914947259,Mi Derecho a Educar,Mi Derecho a Educar,6832817,116
202075853244691,Red Valparaiso,Diarios en Red,6831627,121
100693961769576,Tarek Giacaman Mahana,Tarek Giacaman,6795213,47
101022471358725,El orgullo de ser chileno,El orgullo de ser chileno,6759681,122
105425444926500,Víctor Hugo Castañeda Diputado,VICTOR HUGO CASTAÑEDA VARGAS,6728174,40
520568698090192,Abastible,These ads ran without a disclaimer,6639902,2
102639241814811,Alfredo Moreno Constituyente - D17,Vote por Alfredo Moreno,6635018,94
254829463089961,Juan Pablo Rivera - Diputado 2022,Juan Pablo Rivera,6616437,120
108959827541884,Ignacio Marín Abuín,José Ignacio Marín Abuín,6609026,211
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,6602574,185
107073112032170,Volvamos a decir que NO,Volvamos a decir que no,6602129,96
104668318283169,El Profesor Luis Silva,Profesor Luis Silva,6568673,46
100455295231697,Parlamento del Mar,Parlamento del Mar,6560915,109
107589831659514,Diego Bulnes Valdés,Diego Bulnes Valdes,6518788,195
145481385321565,Despega Chile,Contodo SpA,6516801,38
100137955194341,Camila Merino,Camila Merino C.,6421707,34
387052031412729,Senador Juan Luis Castro,Rodrigo Guillermo Troncoso Proharam,6383494,94
101248444922540,Pescadores Industriales del Biobío,Pescadores Industriales del Biobío,6371700,308
111840606927906,Yolanda Pizarro Carmona,Yolanda Pizarro,6360493,64
1922301354718571,Miguel Crispi,Miguel Crispi Diputado,6349616,175
1099360673500418,Jorge Sabag,Jorge Sabag,6341981,127
212672485793114,Frank Sauerbaum,Frank Sauerbaum,6304999,218
511206245636926,Matías Walker Prieto,Matías Walker,6292349,317
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia (PPD),6264422,521
968772086505075,Gerardo Espíndola Rojas,Gerardo Alfredo Espíndola Rojas,6242180,440
100382911834077,Miguel Concha-Manso Candidato a Alcalde de Peñalolén,Miguel Andres Concha Manso,6219863,202
1106638076061044,Carlos Recondo,Carlos Recondo,6161165,49
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,6138735,410
111477215224712,Marlenne Durán,Marlenne Durán,6115681,113
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,6115365,73
1144622032257537,Diputado Guillermo Ramírez,Guillermo Ramirez,6112424,45
112352960479247,Hacheismo,Hacheismo,6083718,68
273168169362020,Ministerio de Salud Chile,Ministerio de Salud,6071111,9
288901728254264,"Monckeberg, Consejero Regional",Manuel José Monckeberg,6067426,68
104001891721324,Sara Larraín Ecologista,Sara Larraín Constituyente D11,6044049,393
100942448494149,Fernanda Pinochet,Fernanda Pinochet,6036725,128
120372434674223,Achs Seguro Laboral,Asociación Chilena de Seguridad ACHS,6027967,49
365619150140207,Red Araucania,Diarios en Red,6009423,107
102910952424998,Otra Constitución,Otra Constitución,6003769,39
200033693376679,Norte Verde,Inmobiliaria Norte Verde Spa,5999057,115
103980021668576,Luis Mayol / Constituyente Araucanía,Luis Mayol Constituyente,5986053,202
1147280035388437,ARAUCO,These ads ran without a disclaimer,5985848,30
103683908018782,IDD - Instituto Desafíos de la Democracia,Instituto Desafíos de la Democracia,5959690,37
263603857464444,"Fernando Neira Politico Ecologista, Mano Dura con Corrupción y Delincuencia",Fernando Erik Neira Pezoa,5938874,58
143360859486032,Alejandro Bernales Maldonado,Alejandro Javier Bernales Maldonado,5902154,139
232447240437545,Jorge Guzmán Zepeda,Jorge Enrique Guzmán Zepeda,5855512,68
19591763420,Mallplaza,Luis Olavarria,5852256,1
247284741960102,Corporación Humanas,HUMANAS with Facebook ads credits,5835296,4
105401378902037,Yo Elijo Mi Escuela,Yo elijo mi escuela,5835289,69
126540307959523,Pamela Jadell Echague,Marlene Pamela Jadell Echague,5822920,92
119515629892632,Eduardo Cretton,Eduardo Andrés Cretton Rebolledo,5812888,82
104471131635136,Carlos Ominami,Carlos Ominami,5806461,64
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,5801940,357
103888834787093,CHILE VAMOS X EL APRUEBO,Chile Vamos X El Apruebo,5797663,22
314461342013814,Miles Chile,CORPORACIÓN MILES with Facebook ad credits,5791950,81
313508416035362,David Cabedo Rosas,David Cabedo Rosas,5755904,140
148912831865161,Asociación de Industriales de Antofagasta - AIA,AIA Antofagasta,5742382,126
1310373605644729,Martita Fresno M Concejal,Concejal Martita Fresno,5737340,45
104497311518155,Macarena Bravo,Macarena Bravo Constituyente,5737173,104
778883025542963,Luciano Cruz-Coke,Evópoli,5721187,7
106350290746882,Marcela Cubillos,Marcela Cubillos,5703179,37
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,5701350,25
184648448264684,Jose Antonio Gomez Urrutia,Miguel Angel González Carrillo,5687780,83
102983088449276,Ossa Constituyente,Juan Luis Ossa Constituyente por Distrito 26,5685171,103
108756891269370,Lester Calderón,Lester Calderon,5663030,174
101107795243180,Javiera Toro Cáceres,Javiera Alejandra Toro Cáceres,5645554,121
633155053521322,Cristóbal Lira,Juan Cristobal Lira Ibañez,5625500,46
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,5591169,36
118527638180849,Ministerio de la Mujer y la Equidad de Género,Negocios de Familia,5576824,6
1715542162000038,Librería En El Blanco,Librería En el Blanco,5565711,84
115494366959668,Ruth Olivera,Dale Publicidad Limitada,5510060,117
114833109949097,Frente Cacerola,Frente Cacerola,5505354,235
100629246179774,Arturo Phillips,Arturo Phillips,5504739,46
101200421606621,Valentín Matus Martínez,Jorge Luis Andres Hermosilla Torres,5463917,73
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,5452692,145
115447711895370,Good Neighbors Chile,ONG Good Neighbors Chile,5450969,116
2184780975166998,Ricardo Rincón González,Francisco Javier Silva Padilla,5439423,265
617248328929150,Tomás Vodanovic,Tomás Vodanovic Escudero,5432670,250
951596031517442,La Constitución de la Confianza,La Constitución de la Confianza,5425673,666
111375463904195,Core Jacqueline Jorquera,Jacqueline Jorquera,5419084,128
251004928252260,Quieroelegir,Quieroelegir,5417817,19
104782822559247,Jose Antonio Urrutia,Agustin Orrego,5385498,191
259154587826710,Rodrigo Vattuone,Rodrigo Andres Vattuone Garces,5378828,291
1384455488528563,Sociedad Nacional de Minería,Sociedad Nacional de Minería,5367482,171
79643899411,Fundación Las Rosas,Fundación Las Rosas,5364148,94
103303247695129,Internet 21,Internet21,5361924,103
103824254972649,Aristides Benavente,Aristides Benavente,5351133,158
565268927289925,Sacha Razmilic,Sacha Iván Razmilic Burgos,5346382,133
1058891450859211,Diputado Leonardo Soto,Diputado Leonardo Soto,5339968,143
402269163197048,Open Plaza Chile,These ads ran without a disclaimer,5338669,11
1880363765543549,Juan Ignacio Latorre Senador,Juan Ignacio Latorre Senador,5328595,275
104972364433436,"Juan Carlos Gazmuri, Abogado Independencia",Gabriel Alejandro Ventura Pentenero,5311083,175
100937848641018,Francisco Javier González,Francisco Javier González Silva,5291762,19
1557117211279019,Progresismo Con Progreso,Progresismo Con Progreso,5274795,33
137510593443379,Beatriz Sánchez,Campaña Beatriz Sánchez,5238408,33
632687896928177,Oscar Crisóstomo,Oscar Crisóstomo,5232318,219
100447419569628,Demócratas Chile,Demócratas,5226603,264
