Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
100644628735796,Janet Mena Cortes Concejala por TilTil 2021.,Janet del Carmen Mena Cortés,4870,1
103968618177167,Felipe Olivares Movimiento Social Aguirrino,These ads ran without a disclaimer,4864,1
554687114902277,Liseberth Guillaume,These ads ran without a disclaimer,4863,12
419733491878944,Pewün compostaje,These ads ran without a disclaimer,4858,1
1939623623024575,Meliden Los Andes,These ads ran without a disclaimer,4854,1
101551662319853,Investing Magacín,These ads ran without a disclaimer,4851,22
112331986889458,Yo mujer quiero,These ads ran without a disclaimer,4851,1
1899273870322312,Angel Guerrero,These ads ran without a disclaimer,4849,2
327765430659638,Innovaqua,These ads ran without a disclaimer,4848,2
1005582339504555,ICuadra,These ads ran without a disclaimer,4843,2
422476594821691,Victor Manuel Parra,These ads ran without a disclaimer,4842,1
2062520527385538,Flor Weisse Novoa,These ads ran without a disclaimer,4841,1
101172636244002,YoAnulo,These ads ran without a disclaimer,4839,1
100220945417891,Carmen Paz Abarca Lepe,These ads ran without a disclaimer,4836,2
110718217389098,Evelyn Navarro Vera,These ads ran without a disclaimer,4834,1
632305610288716,El camba pizzero,These ads ran without a disclaimer,4832,1
667898786563887,Fernando Verdugo,These ads ran without a disclaimer,4831,1
108613744354984,Aldo Valle Acevedo,These ads ran without a disclaimer,4830,1
1635950396698311,Revista Infortambo Chile,These ads ran without a disclaimer,4824,3
0,Instagram User 1169960721,These ads ran without a disclaimer,4823,1
333602894252825,Ricardo  Rodríguez  Rivas,These ads ran without a disclaimer,4823,3
109770823739302,mbgiovanardi,These ads ran without a disclaimer,4823,2
108630664956769,Leslie Sánchez 91,These ads ran without a disclaimer,4822,2
105075971723442,Arie Saul,These ads ran without a disclaimer,4816,1
371953592949825,Chile Hipnosis,These ads ran without a disclaimer,4815,1
105830468490282,Catalina Christoph,Catalina Christoph Lyng,4814,6
819977261490778,Carolina Cucumides Diputada,These ads ran without a disclaimer,4811,3
1007285935985675,Carolina Soto Tapia,These ads ran without a disclaimer,4811,1
1411822752235563,Juan Carlos Reinao Marilao,These ads ran without a disclaimer,4806,2
692964814072870,DOC FILES,Cristian Contreras Radovic,4804,3
108825317745059,Fernando Sepúlveda B.,These ads ran without a disclaimer,4803,1
106173341676908,gmpsicologia.ps,These ads ran without a disclaimer,4800,1
111045777705549,Temas en Discusión,Samuel Abelardo Jiménez Moraga,4800,6
2661524350531266,Pedro Valencia Cortés,These ads ran without a disclaimer,4799,5
106043161533987,unconcejalcomotu,Guillermo Esteban Fuentes Guzman,4799,2
103870945076143,"Miguel Fonseca, Propuestas para una Nueva Constitución",These ads ran without a disclaimer,4798,7
2211497688892291,Acticare Senior - Reloj GPS para adulto mayor,These ads ran without a disclaimer,4798,1
969738899776955,Patricio Arancibia Zumelzu Tomé,These ads ran without a disclaimer,4798,3
285480075260392,Progresistas Araucanía,Rodrigo Alejandro Gonzalez Perez,4797,3
105171645710555,Cindy Macías,These ads ran without a disclaimer,4797,4
263145320927355,Clínica Bupa Santiago,These ads ran without a disclaimer,4796,3
261688417788577,Christian Vasquez RN,These ads ran without a disclaimer,4796,1
105022805277836,DSH,These ads ran without a disclaimer,4794,1
105430471506270,2023 Christmas Sale,These ads ran without a disclaimer,4792,2
1287963584680214,Alejandra Sepúlveda Machaca Machaca,These ads ran without a disclaimer,4786,1
100912541413695,Más Impulso,These ads ran without a disclaimer,4783,3
105327461609490,Paulina Piñeiro - Las Condes,Jorge Antonio Barraza Reyes,4781,1
102039238462316,Francisco Caamaño Constituyente,These ads ran without a disclaimer,4781,2
114670433712674,Salfa Maquinaria,These ads ran without a disclaimer,4777,2
257637497777618,José Luis Ávila Barahona,|Jose Luis Avila Barahona,4777,1
103821959078196,Unidos en contra,These ads ran without a disclaimer,4777,1
821430017924241,Sungrow,These ads ran without a disclaimer,4777,11
1168100603247597,Perff Studio,These ads ran without a disclaimer,4774,4
102866642159027,Coyhaique con Karina Acevedo Diputada,Karen Orrego,4768,1
106890967582966,Ignacio Silva,Ignacio Silva,4767,1
28860662568,Gastón Saavedra,These ads ran without a disclaimer,4764,1
101816388584260,Marie Claude Mayo,These ads ran without a disclaimer,4757,2
102858988359820,Francisco Rubilar Concejal de Quellón,These ads ran without a disclaimer,4757,1
103427175044696,Octavio Casas Lazcano,These ads ran without a disclaimer,4755,1
104735638605644,Claudia Barria Monroy,These ads ran without a disclaimer,4754,4
110736017068455,Terapia Ocupacional UDD,These ads ran without a disclaimer,4751,1
102522341915814,Mind Lifestyle,These ads ran without a disclaimer,4749,12
106086715152776,Encuentro Conmigo,These ads ran without a disclaimer,4746,1
105008741586912,Heinrich von Baer,These ads ran without a disclaimer,4745,1
106763815434033,Jornadas Educación Ambiental,These ads ran without a disclaimer,4741,3
1389830778010593,Caritas Chile,These ads ran without a disclaimer,4741,1
347703129635481,Claudia Srdanovic Cárdenas,These ads ran without a disclaimer,4737,1
106281408033080,Julio Ramos Díaz X Atacama,Roddy Humberto Millones Troncoso,4737,1
297721173924341,Aarqhos,These ads ran without a disclaimer,4736,1
154834354377844,ProfitPartners,These ads ran without a disclaimer,4734,1
114049244642998,Blu blu & co,These ads ran without a disclaimer,4731,5
106791658469584,Maricha Cartes,These ads ran without a disclaimer,4726,1
108151698433593,Cortalacoquimbo,These ads ran without a disclaimer,4722,2
108632461650733,Emprende Libre,These ads ran without a disclaimer,4721,1
106479318153202,climatetracker_es,These ads ran without a disclaimer,4721,22
103599874873858,Alejandro Poblete - La Cisterna,These ads ran without a disclaimer,4718,1
1762630627334299,Alamiro Garrido Cáceres,These ads ran without a disclaimer,4714,1
100554099712955,progremones,These ads ran without a disclaimer,4711,1
379090702250118,Khuska Diseño & Construcción Rústica,These ads ran without a disclaimer,4711,1
108141351050292,Encuestas Chile,These ads ran without a disclaimer,4711,1
103026399532781,el_cronicante,These ads ran without a disclaimer,4711,1
27452683494,Borracho,These ads ran without a disclaimer,4711,1
1821711684710041,Pharol,These ads ran without a disclaimer,4711,1
104159619222941,politicalfreestyles,These ads ran without a disclaimer,4711,2
1211892075492720,Carolina Lavín,These ads ran without a disclaimer,4711,1
605786122847654,Subsecretaría de Pesca y Acuicultura,Subsecretaría de Pesca y Acuicultura,4711,2
105236148413499,chilean_mate,These ads ran without a disclaimer,4711,1
105969408112254,Ernesto Fernández León,Jose Carlos Chacin Hernandez,4711,1
389405907827451,Dávila Vespucio,These ads ran without a disclaimer,4711,1
109058942049333,Rossi HJu,These ads ran without a disclaimer,4711,2
104894674505318,Tienda Canterano,These ads ran without a disclaimer,4711,1
101389312454789,paulinavelosom,These ads ran without a disclaimer,4711,1
629092697717928,Lara Jean's Closet,These ads ran without a disclaimer,4711,1
102084642248499,Michael RON CORE 2021,These ads ran without a disclaimer,4711,1
0,Instagram User 8112733155,These ads ran without a disclaimer,4711,1
103157201466746,Tienes Opciones,These ads ran without a disclaimer,4711,1
733998890144801,Diario de Osorno,These ads ran without a disclaimer,4711,1
359043865171004,"Red Leburó ""Educación y Salud Mental""",These ads ran without a disclaimer,4711,1
108915485452176,She's Mercedes Chile,These ads ran without a disclaimer,4711,3
105766752008553,Gracedock Planet,These ads ran without a disclaimer,4711,1
1834432493464708,ImpresosG4 Ltda,These ads ran without a disclaimer,4711,2
100143478247561,Vicfotoyvideo,These ads ran without a disclaimer,4709,1
100511168514635,Ciudadano de Las Condes,These ads ran without a disclaimer,4709,1
104870901380310,apruebo_concon_apruebo,These ads ran without a disclaimer,4701,1
112591207756805,lore_spaudo_psicologa,These ads ran without a disclaimer,4698,1
838696612930515,La Minga San Miguel,These ads ran without a disclaimer,4689,1
113648894571166,Neutraliza,Neutraliza,4686,1
102254435281572,Reaprende Las Matemáticas,These ads ran without a disclaimer,4685,1
106357431047139,Pedro Marileo Lavin,These ads ran without a disclaimer,4680,1
109119597628503,Gustavo Pacheco Figueroa,These ads ran without a disclaimer,4679,1
105718457730784,maquillandopermanente,These ads ran without a disclaimer,4678,2
101634025704451,Trashnfts,These ads ran without a disclaimer,4674,1
106488288197293,Lisbeth Bermejo,These ads ran without a disclaimer,4670,2
2240377692892290,Talca Capital,These ads ran without a disclaimer,4670,1
106784488019341,Silvana Rivas psicóloga Clínica,These ads ran without a disclaimer,4667,2
206094672801018,Santiago Cano la Rosa,These ads ran without a disclaimer,4667,1
581798845845488,Daniel Díaz Gallardo,These ads ran without a disclaimer,4665,1
441138329291322,OGX Chile,These ads ran without a disclaimer,4663,1
100279802517191,jobie4814,These ads ran without a disclaimer,4658,1
102706311709658,danielaginestar,These ads ran without a disclaimer,4658,2
115159970403247,Ignacio Gutiérrez Álvarez,These ads ran without a disclaimer,4657,1
0,Instagram User 1788916227,These ads ran without a disclaimer,4655,1
874580086051545,Radio Pauta,These ads ran without a disclaimer,4651,4
105268127765432,Por una Nueva Constitución,These ads ran without a disclaimer,4650,2
1413170212158080,Hablemos De,These ads ran without a disclaimer,4648,1
1586651771640495,Mundo belleza,These ads ran without a disclaimer,4644,1
1336751689704634,El Impopular,These ads ran without a disclaimer,4639,3
100626188752635,Idalia Mujica Jaque,These ads ran without a disclaimer,4637,5
471873942904311,ALMA - Asociación Libertaria de Magallanes,These ads ran without a disclaimer,4637,3
105024247612563,Dyonn,These ads ran without a disclaimer,4636,10
104565491676853,Claudio Bravo Sánchez Concejal Valparaíso 2021,Claudio Bravo,4635,3
111567521302385,Igor Verdugo Herrera.,These ads ran without a disclaimer,4632,1
133428383507029,Hora Constituyente,These ads ran without a disclaimer,4630,3
107364024764984,Susana Yáñez,These ads ran without a disclaimer,4624,4
100457165843333,Juan González,These ads ran without a disclaimer,4621,1
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,4621,16
106045865045142,dr.pabloperez,These ads ran without a disclaimer,4620,1
102973692445085,Gran Fondo Curacaví,These ads ran without a disclaimer,4618,1
103887714759233,Farmacias Ecuafarma,These ads ran without a disclaimer,4616,1
101574605270950,Nazir Farrán concejal,These ads ran without a disclaimer,4616,2
108542480679619,Linares Constituyente,Matías Sebastián Valdebenito Valenzuela,4610,4
110691713868415,Mauricio Donoso Colchagua,Mauricio Donoso Colchagua,4605,3
103572085313135,latedelascondesvip,These ads ran without a disclaimer,4604,1
103466454865988,Luciano Verdugo,Luciano Verdugo,4604,1
104095764932463,Matías Menares San Juan,These ads ran without a disclaimer,4603,1
1908448919410729,Ignacio Fica Alcalde,These ads ran without a disclaimer,4601,2
100939038324387,Duque Herrera,These ads ran without a disclaimer,4600,2
104482414775545,Florentino Riffo Araneda,These ads ran without a disclaimer,4600,3
113392776805676,Karin Gutierrez,These ads ran without a disclaimer,4600,2
100488022089834,Arlett Mora - Abogada,Sebastian Elias Olivares Retamal,4600,4
106561281124450,Economías Complejas,Economías Complejas Chile,4598,2
241101442668496,Libreria Literata,These ads ran without a disclaimer,4596,2
108851591280968,Yesenia oliva bascur,These ads ran without a disclaimer,4594,2
101587158447719,nomasabusosexualinfantil,These ads ran without a disclaimer,4592,1
1161168410560665,Yo OPINO En Democracia.,These ads ran without a disclaimer,4590,2
100326031840862,javimoralesegura,These ads ran without a disclaimer,4589,2
850117751764357,Alcalde Jorge Del Pozo,These ads ran without a disclaimer,4587,2
713538832415978,Hugo Jofré Rodríguez,These ads ran without a disclaimer,4586,1
110697974746755,George E Well's Planet,These ads ran without a disclaimer,4584,1
0,Instagram User 5953559082,These ads ran without a disclaimer,4582,1
100302212358573,Antofagasta con Yasna Provoste,Carlos Andrés López,4580,1
102516944918095,diputadofuenzalida,These ads ran without a disclaimer,4579,6
128402697709850,Jacqueline Sepúlveda,These ads ran without a disclaimer,4577,2
107859792001167,Consultant Agency,These ads ran without a disclaimer,4575,2
2059897157624557,Propagandopolis Librería,These ads ran without a disclaimer,4571,3
751669558350065,Patricio Sanhueza Ulloa,These ads ran without a disclaimer,4569,2
895380717305636,Manuel Bello Núñez,These ads ran without a disclaimer,4566,1
262972957086680,Teatro Del Lago,These ads ran without a disclaimer,4564,1
100976135247448,Mariela Núñez Ávila,These ads ran without a disclaimer,4563,2
256082706304105,Omar Santana Consejero Regional,These ads ran without a disclaimer,4561,1
947126428730157,Natalia Garrido Toro,These ads ran without a disclaimer,4561,2
106410874751926,Sebastian Robinson Silva,Sebastián Rodolfo Robinson Silva,4556,2
108149880580904,Tusfondos.com,These ads ran without a disclaimer,4554,1
391387864969982,Prisoners Defenders,These ads ran without a disclaimer,4553,3
110394744070476,frases_cristianas144,These ads ran without a disclaimer,4552,30
806854976083966,Partido de la Gente Comuna de Coyhaique,These ads ran without a disclaimer,4549,1
108036498389588,PDG Noticias Live Chile,These ads ran without a disclaimer,4548,2
0,Instagram User 1460900051,These ads ran without a disclaimer,4548,1
0,Instagram User 5996448913,These ads ran without a disclaimer,4548,1
8866493906,Corfo,These ads ran without a disclaimer,4548,1
103724452258400,Ministerio HUT Antofagasta,These ads ran without a disclaimer,4547,2
122115704210281,Maria Aparecida VS,These ads ran without a disclaimer,4545,4
100761111535413,Yo voto el 25 de octubre,These ads ran without a disclaimer,4544,1
759597390860490,Ernesto Velasco La Serena,These ads ran without a disclaimer,4543,2
103898502184529,Sj tech,These ads ran without a disclaimer,4540,2
106185091443519,Giovanna Moreira Almonacid,These ads ran without a disclaimer,4536,2
112124727585651,Juan Tapia Tapia,These ads ran without a disclaimer,4534,2
166686520690887,Trabajos Con y Sin Experiencia,These ads ran without a disclaimer,4533,1
102337507977811,Apivita,These ads ran without a disclaimer,4531,1
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,4525,8
101719405252614,Reina Aburto Consejera Regional Provincia de Talagante,Reina Andrea Aburto Naveas,4520,3
100355688483229,,Cristian Andrés Cabezas Mundaca,4519,1
617248328929150,Tomás Vodanovic,These ads ran without a disclaimer,4516,1
92599798397,Ena von Baer,These ads ran without a disclaimer,4516,1
336993506663029,Del Valle Gourmet,These ads ran without a disclaimer,4515,1
163350934071053,Marcelo Barrientos Barrientos,These ads ran without a disclaimer,4515,1
102760931820062,Natividad Manqui - Concejala electa por Valdivia,These ads ran without a disclaimer,4513,2
1211393698956482,Aukan Maipú -Guardería y After School Artístico Cultural,These ads ran without a disclaimer,4509,2
600714166958045,Priority Educa,These ads ran without a disclaimer,4504,1
1129165077110784,Cómo Voto,These ads ran without a disclaimer,4504,1
103790502088469,Ricardo Soto Flores Core Aysen 2021,Ricardo Hernan Soto Flores,4500,1
102240658699554,Comercial OyP,These ads ran without a disclaimer,4500,1
100273705129023,María Angélica Ojeda Keka,These ads ran without a disclaimer,4500,1
110359621094125,Adolfo González Concejal 2021 Putre,Adolfo Enrique González Roncal,4500,1
108330838243035,Eduardo Hinostroza CORE,Eduardo Hinostroza Ruiz,4500,1
1442743776035329,Koradih,These ads ran without a disclaimer,4500,1
744819885648319,Defensores Región del Maule,Juan Francisco Pulgar Castillo,4500,1
215173515593830,Taller Chagual,These ads ran without a disclaimer,4500,1
102658615167462,Karl Harder Concejal Alto Hospicio,Karl Harder Concejal Alto Hospicio,4500,1
224378975528281,Navidad Aprueba de salida,These ads ran without a disclaimer,4500,1
1872835013041924,Pinturas Impact Colors,These ads ran without a disclaimer,4498,1
400646766650321,Blinkist,These ads ran without a disclaimer,4498,4
103131218647105,Alex Cárdenas Vargas - Concejal,Alex Alcides Cardenas Vargas,4497,1
168377211674778,Nino Ayala Concejala,These ads ran without a disclaimer,4491,1
105391831607675,roberto.corream,These ads ran without a disclaimer,4488,1
171029831341158,carlitospachecodiaz,These ads ran without a disclaimer,4488,1
1277375275741049,Grupo Legal Green,These ads ran without a disclaimer,4485,1
173826709422430,Cambiatuneumatico,These ads ran without a disclaimer,4485,2
107819010971117,Patriotas por Chile,These ads ran without a disclaimer,4481,5
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,4481,1
595171347652438,Guillermo Cáceres Núñez,These ads ran without a disclaimer,4478,2
470736210584,Cambridge Judge Business School,These ads ran without a disclaimer,4477,1
766265230230323,Lumen,These ads ran without a disclaimer,4476,1
1039224182870068,UpGrade Brands,These ads ran without a disclaimer,4466,1
107356788964003,ricfabelo1973,These ads ran without a disclaimer,4465,1
1177991132302593,Avanzar UC,These ads ran without a disclaimer,4464,1
536094683193967,Diego Figueroa Beecher,These ads ran without a disclaimer,4458,2
644531746012721,Conoce Alto Maipo,These ads ran without a disclaimer,4457,1
101203744672694,CFT Estatal Región de Valparaíso,These ads ran without a disclaimer,4456,1
104597548390998,andy.sushi_trinidad,These ads ran without a disclaimer,4448,1
1885921581623703,ProstaGenix.com,These ads ran without a disclaimer,4448,1
108270034889647,Bajolalupa,These ads ran without a disclaimer,4446,1
102882077929675,Estudio Ciudadano,These ads ran without a disclaimer,4445,1
234472245021,Manning Publications,These ads ran without a disclaimer,4442,1
1247434085425966,Outlier.org,These ads ran without a disclaimer,4442,5
101435928159420,VCO,These ads ran without a disclaimer,4441,3
642922739060262,Blueberries Consulting,These ads ran without a disclaimer,4440,18
327354841995814,La 5ª Movida,These ads ran without a disclaimer,4440,1
613861802344833,Cynthia Zak,These ads ran without a disclaimer,4438,3
111967013731903,Goldwind,These ads ran without a disclaimer,4438,24
341602806175844,Isidora Chile,These ads ran without a disclaimer,4435,1
110256861419167,Lysade Masaje Armonizante,These ads ran without a disclaimer,4434,1
116524780166885,jorge.castillo.u,These ads ran without a disclaimer,4431,1
234952014084732,GURU,These ads ran without a disclaimer,4431,18
101748665611790,Sea Cleaner Divers,These ads ran without a disclaimer,4430,1
110849917762920,Info Electoral Biobío 2021,Hans Enrique Villagrán Vidal,4429,2
109583494796084,Veeleaf,These ads ran without a disclaimer,4429,1
125373842193949,Mudanzas EcoMovers,Ricardo León Donoso,4428,1
247815465249577,Congreso Judio Latinoamericano,These ads ran without a disclaimer,4427,13
125634587462941,SOUNDQ,These ads ran without a disclaimer,4417,20
437153699802747,Brendan Kane,These ads ran without a disclaimer,4410,6
1534940820070635,Red de RRHH,These ads ran without a disclaimer,4407,2
210831422598960,Javier Sandoval Ojeda,These ads ran without a disclaimer,4402,1
100151095867963,ProfMetal,These ads ran without a disclaimer,4400,1
628376290617992,Pacifico Television,Pacifico Medios,4400,1
101718301961697,Erna Quilodrán Concejal 2021,Benjamin Gabriel Gutiérrez Rodíguez,4400,1
315603771494,Milaap,These ads ran without a disclaimer,4399,53
104287135475997,Chile Regenerativo,These ads ran without a disclaimer,4394,1
240840943082962,Movimiento Laudato Si,These ads ran without a disclaimer,4391,3
127187187348820,Kaspersky,These ads ran without a disclaimer,4391,8
29195076598,Radio Futuro,These ads ran without a disclaimer,4389,2
114161368655452,Magíster en Administración de la Construcción UC - MACUC,These ads ran without a disclaimer,4388,3
109408320585270,Modato kids,These ads ran without a disclaimer,4386,1
103330614770934,Ocean Project,These ads ran without a disclaimer,4385,39
105586114493227,Stagemarketing,These ads ran without a disclaimer,4384,1
127607778696064,Somos Caleta,These ads ran without a disclaimer,4378,3
103412535696150,sy_generamos_sintesis_,These ads ran without a disclaimer,4378,1
101076618579130,Rodrigo Salazar Jimenez por Mariquina,These ads ran without a disclaimer,4377,2
1508307132635174,Lunatica,These ads ran without a disclaimer,4377,1
101678565588837,Natalio Mamani,These ads ran without a disclaimer,4373,3
101488935692612,jeanflores,These ads ran without a disclaimer,4367,1
255232814884898,Eduardo Pacheco,These ads ran without a disclaimer,4360,1
102109021958592,cristobalrodriguezolivar,These ads ran without a disclaimer,4357,1
102272658707551,San Pedro Mejor,These ads ran without a disclaimer,4356,1
114892043972810,Eduardo González Rojas - #Esposible.,Freddy Andrés Urquiola Bravo,4350,1
1110739118987531,"Rolando Suárez, Revolución Democrática.",These ads ran without a disclaimer,4350,2
269691220205024,Hugo Baeza B,These ads ran without a disclaimer,4349,1
104792112041563,Prensa Dignidad,These ads ran without a disclaimer,4348,3
104081355023625,Waldo García Araneda,These ads ran without a disclaimer,4346,1
100695305223039,Igualdad Recoleta,These ads ran without a disclaimer,4343,2
102565911210767,Archivo Larrea,These ads ran without a disclaimer,4332,2
155553277637988,Qian967 de,These ads ran without a disclaimer,4325,1
108758077611511,Defensa Deudores Norte,These ads ran without a disclaimer,4323,1
101812425507450,marioundurragaconstituyente,These ads ran without a disclaimer,4320,1
108683877718345,Juan Luis Bustos Cariaga,These ads ran without a disclaimer,4319,2
807768772717741,Nicolarrrs,These ads ran without a disclaimer,4317,2
381278425219490,Sol y Lluvia al Festival de Viña,Magdalena Caceres Salinas,4315,2
110650101064128,Luis Blanco Concejal,Giovanni Riffo,4315,1
0,Instagram User 4862354723,These ads ran without a disclaimer,4314,2
730238507162118,Cryptonary,These ads ran without a disclaimer,4310,6
252368758638656,Periodismo UFRO,These ads ran without a disclaimer,4307,2
113116648557720,David Norambuena,David Norambuena,4300,3
215992228253013,Mauricio Torres Ferrada,These ads ran without a disclaimer,4296,1
217756128258134,Fundación Caserta,These ads ran without a disclaimer,4292,1
102784916122371,Dr. Antonio H,These ads ran without a disclaimer,4287,1
101459139466483,organica.om,These ads ran without a disclaimer,4286,1
103785405479646,PudahuelxBoric,These ads ran without a disclaimer,4275,1
405377810214910,Léeme+,These ads ran without a disclaimer,4275,3
368406377320003,Página: Cata Droguett,These ads ran without a disclaimer,4273,2
631919047441735,natividad_florece,These ads ran without a disclaimer,4272,1
103035461381937,sanitizo_ls,These ads ran without a disclaimer,4270,2
1990216721225025,Huella Regional,These ads ran without a disclaimer,4268,2
649800651816977,Tengo Fe en Calle Larga,These ads ran without a disclaimer,4266,3
102966014700231,Rodrigo Logan,These ads ran without a disclaimer,4265,2
0,Instagram User 9549828832,These ads ran without a disclaimer,4265,1
106207411855542,Roxana Gallardo Core,These ads ran without a disclaimer,4263,3
199870903214192,Buena Fortuna Store,These ads ran without a disclaimer,4261,3
553717067994412,El Nortero,These ads ran without a disclaimer,4260,3
114381355389633,Teddy Bear,These ads ran without a disclaimer,4259,2
254157165108396,V&M Vasquez&Montenegro,These ads ran without a disclaimer,4258,1
109705557065148,Jesús Cord Millar,These ads ran without a disclaimer,4250,2
319360854774007,Tanner,These ads ran without a disclaimer,4249,2
1745358322401971,Revista Letra C,Elizabeth Maria Vergara Carrasco,4243,1
102023751671829,Nature Italy,These ads ran without a disclaimer,4239,12
973200712773273,Brit Chile,These ads ran without a disclaimer,4237,3
117887701304132,somosdefensoria,These ads ran without a disclaimer,4236,1
0,Instagram User 2348048470,These ads ran without a disclaimer,4235,1
210826609455328,Periódico El Cayumanque,These ads ran without a disclaimer,4232,3
296438217073791,11th Hour Racing,These ads ran without a disclaimer,4231,5
1540167186034944,Leo Contreras Abogado,These ads ran without a disclaimer,4230,3
106305808713785,Fundación Red Abortando Mitos De La Sexualidad,These ads ran without a disclaimer,4228,3
137030692821876,Susan Smith,These ads ran without a disclaimer,4228,1
1837833186532981,Fundación Educación Sexual Ahora,These ads ran without a disclaimer,4227,3
108910541434204,Digital Puyehue,These ads ran without a disclaimer,4226,6
993225900736836,Incoludido,These ads ran without a disclaimer,4225,3
1973838092901913,Consejero Regional Doctor Juan Vukusich Covacic,These ads ran without a disclaimer,4224,1
106262042247119,Emprende y Estudia,These ads ran without a disclaimer,4223,1
149396045121093,APEC - Asia-Pacific Economic Cooperation,These ads ran without a disclaimer,4222,2
100439429047336,cesarcastillomaldonado,These ads ran without a disclaimer,4219,1
208052209745397,Abogada Erika Viñales,These ads ran without a disclaimer,4218,1
800438330102641,Pro-Nutrition Chile,These ads ran without a disclaimer,4216,1
100979089555293,Jose Bedoya,These ads ran without a disclaimer,4212,12
176337595733443,RONY,These ads ran without a disclaimer,4203,8
102251054759728,Fundación País Digno,Franciscocristobal Guilardes Morales,4202,1
100822905078776,sebacaiceobacon,These ads ran without a disclaimer,4202,2
449526401827366,Roberto Rojas Acosta,These ads ran without a disclaimer,4202,1
101449098523032,Juan Vilches Concejal,These ads ran without a disclaimer,4202,7
118466913484997,Helmuth Martínez  Ex-Convencional,Helmuth Jacobo Martinez Llancapán,4202,3
101414708538016,Rodrigo Tapia,Circle Asesoría Gráfica,4202,1
610809309782087,Comando Quillón Yasna Provoste Presidenta,Claudio Alonzo Arriagada Diaz,4201,2
160806947826310,Concejal Patricio Neira Brizuela,These ads ran without a disclaimer,4201,1
1036577656696026,Carolina Cáceres Del Canto,Carolina Andrea Caceres Del Canto,4201,1
116700933790566,Jorge Yañez Candidato a Concejal,Jorge Yañez Torres,4201,2
101690701659589,Matías Rubio Concejal Las Cabras 2021 - 2024,These ads ran without a disclaimer,4201,1
106038318129298,Daniel Moraga Alcalde,Leandro Antonio Faúndez Escobar,4200,1
1701214226788049,Contigo Valdivia NO puede,These ads ran without a disclaimer,4200,1
1477426599184863,Distribuidora  Dinamika style,These ads ran without a disclaimer,4194,1
112627250919612,Centro ENALHI,These ads ran without a disclaimer,4193,1
101498595261372,Viviana Abud - Constituyente Distrito 15,These ads ran without a disclaimer,4192,2
103077725500350,Pedro Sáez Candidato CORE II,These ads ran without a disclaimer,4192,3
116885726903869,Yanaida Padilla Canessa,These ads ran without a disclaimer,4191,4
101320445304899,Luz  Alca Turra,These ads ran without a disclaimer,4188,1
103333484392655,Roberto Vega Campusano,These ads ran without a disclaimer,4188,2
106657231777964,aquilesbaezah,These ads ran without a disclaimer,4178,1
103452848266508,The Latam Post,These ads ran without a disclaimer,4174,12
631858910183393,Cacao Ancestral,These ads ran without a disclaimer,4173,1
370798662998343,El Golfo,These ads ran without a disclaimer,4171,3
102371144884962,TVBee World,These ads ran without a disclaimer,4171,29
103078081753395,Los Ríos Aprueba,These ads ran without a disclaimer,4170,1
210826609455328,Periódico El Cayumanque,Francisco Javier Fuenzalida Munoz,4169,2
460156598098179,Gleixner Gestión Inmobiliaria,These ads ran without a disclaimer,4168,1
455524668180184,Manuel Millones,These ads ran without a disclaimer,4163,2
116706926839633,Braindom,These ads ran without a disclaimer,4156,12
106346521634623,Sportz Bonanza Buddy,These ads ran without a disclaimer,4155,1
427810900693420,MF Fire,These ads ran without a disclaimer,4155,26
0,Instagram User 5587681127,These ads ran without a disclaimer,4155,1
688131427879966,Subversiva.FM,These ads ran without a disclaimer,4152,3
17043549797,MIT Technology Review,These ads ran without a disclaimer,4146,56
1460511967393401,DLeche,These ads ran without a disclaimer,4146,2
320303114649481,Entechprise,These ads ran without a disclaimer,4145,1
363052421088892,Dr Rodrigo Castro,Francisco Campos Parra,4144,5
102017991882729,Xuxa Álvarez,These ads ran without a disclaimer,4142,2
101856316242277,Diputado Cosme Mellado,Cosme Mellado Pino,4140,1
0,Instagram User 7690087290,These ads ran without a disclaimer,4139,1
148990315217343,Rossana Sanhueza Muñoz,These ads ran without a disclaimer,4137,1
103097625233311,PUCV Sostenible,These ads ran without a disclaimer,4136,2
214922876568523,Glowing Beauty,These ads ran without a disclaimer,4136,1
102935234656533,Eva Láser,These ads ran without a disclaimer,4136,1
147781598640554,Publicidad UDD Santiago,These ads ran without a disclaimer,4136,1
605180843301571,Familias defensoras del planeta,These ads ran without a disclaimer,4135,14
659017647506563,Fundación Aracataca,These ads ran without a disclaimer,4135,1
111713390285823,Van4Chile,These ads ran without a disclaimer,4131,2
198351250198668,Primus Immigration,These ads ran without a disclaimer,4131,1
108406351823709,Defensoría Trabajadores,Javier Andres Collao Sickert,4128,1
110743404873638,Psicóloga Pamela Torres,These ads ran without a disclaimer,4127,2
104170288324729,Thiare Guevara,These ads ran without a disclaimer,4126,4
1137738076245111,Educación Sagrada Familia DAEM,These ads ran without a disclaimer,4125,1
108085872292314,Jorge Morales - El cambio que nos une,Jorge Morales,4125,1
104112968334912,Rodrigo Díaz,These ads ran without a disclaimer,4124,3
102439882526396,clau886,These ads ran without a disclaimer,4121,1
112745326874457,Atalía Mar,These ads ran without a disclaimer,4120,2
