Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library
112225491465564,djoung,These ads ran without a disclaimer,≤100,1
101529295033705,Cheah Pou Hian Fans,These ads ran without a disclaimer,≤100,1
102973495453862,Fifarasol_psainatul,These ads ran without a disclaimer,≤100,1
100424635145301,My Cocoons,These ads ran without a disclaimer,≤100,2
153913844764991,NL Alumni Network Indonesia,These ads ran without a disclaimer,≤100,1
116404986432132,thomas_k,These ads ran without a disclaimer,≤100,1
109323854829811,Minute VPN Android,These ads ran without a disclaimer,≤100,2
100921901983553,BUE - N -ovela,These ads ran without a disclaimer,≤100,3
2079633679001251,YK Teoh • 股票特训赢,These ads ran without a disclaimer,≤100,3
101192095132061,Mohd Fauzi,Mohd Fauzi Bin Mohd Hanif,≤100,1
512421508793066,PBAG,These ads ran without a disclaimer,≤100,1
651317978312003,SH Chooi Fasteners Sdn Bhd,These ads ran without a disclaimer,≤100,1
107993181612889,Tok Pa Comms,These ads ran without a disclaimer,≤100,3
100552416205020,mastergohdessert,These ads ran without a disclaimer,≤100,1
109413760716926,Alexander Frusis,These ads ran without a disclaimer,≤100,2
101092768569536,家把豪聲音,These ads ran without a disclaimer,≤100,1
103150521199917,Fast financial independence in 72 hours,These ads ran without a disclaimer,≤100,8
308758984463,Rolf Sorg PM International,These ads ran without a disclaimer,≤100,5
1397239640325249,SAIFUL AMBAR ABDULLAH AMBAR,These ads ran without a disclaimer,≤100,1
1284361398256146,Takaful Haiqal Anuar,These ads ran without a disclaimer,≤100,1
105570188070018,Yugto,These ads ran without a disclaimer,≤100,7
101716142731085,Taufiq Johari,These ads ran without a disclaimer,≤100,2
107619438515542,Apa Rakyat Johor Mau 柔虎郎爱虾米?,Ng Yap Hwa,≤100,1
102931885970104,P.201 Batang Lupar,These ads ran without a disclaimer,≤100,1
102303134507801,Ocean Purpose Project,These ads ran without a disclaimer,≤100,24
387985251680150,Dapur Ammara,These ads ran without a disclaimer,≤100,1
107642985455936,Hoàng Nam Số,These ads ran without a disclaimer,≤100,2
101013818643110,Harith Ahmad,These ads ran without a disclaimer,≤100,1
105109631667859,心在澳,These ads ran without a disclaimer,≤100,1
811960952148896,Melaka My Hometown 我来自马六甲,These ads ran without a disclaimer,≤100,1
102369237920597,Hajra Hanapi,These ads ran without a disclaimer,≤100,1
102086352482361,Premium Fast Capital,These ads ran without a disclaimer,≤100,1
104350364640088,美信子 meixinzi,These ads ran without a disclaimer,≤100,1
234015135197543,Mask kf94 atstore,Zharfan Bin Badrul Hisham,≤100,2
106814980696887,etikagroup_my,These ads ran without a disclaimer,≤100,2
109718837371908,Specialist KL&Selangor Project,Lee Kian Chong,≤100,1
105295538504651,小夫妻,These ads ran without a disclaimer,≤100,1
102540362526527,Spinelief+ 好膝饮 MY,These ads ran without a disclaimer,≤100,1
111508197374332,ADB Southeast Asia Development Solutions - SEADS,These ads ran without a disclaimer,≤100,9
101367112234481,Chantelle's Secret,These ads ran without a disclaimer,≤100,2
137442579211,Bangladesh Youth Leadership Center (BYLC),These ads ran without a disclaimer,≤100,2
1610133952575628,Demokrat UKM,These ads ran without a disclaimer,≤100,2
1164694603562682,FastTony.es,These ads ran without a disclaimer,≤100,2
105314891370509,Prima Malaysia,These ads ran without a disclaimer,≤100,1
100451175332539,Coway Best Wehh,Muhammad Syameal Bin Ismail,≤100,1
109533594060766,希盟政府倒台探索,These ads ran without a disclaimer,≤100,1
407130453471689,Armada Beaufort,These ads ran without a disclaimer,≤100,2
100527411918996,花语轩富贵花Innocence Adenium,These ads ran without a disclaimer,≤100,1
110072573801774,sodapop.crochet,These ads ran without a disclaimer,≤100,1
1484226604967529,DRESS Bridesmaid MURAH,These ads ran without a disclaimer,≤100,3
106592567803359,Loan_ayank,These ads ran without a disclaimer,≤100,1
102879464621401,Ficus Bistro,These ads ran without a disclaimer,≤100,1
106625661945906,batiklukys,These ads ran without a disclaimer,≤100,1
290190314438,The West Australian,These ads ran without a disclaimer,≤100,2
1695496727260451,Daily Talk 天天谈,These ads ran without a disclaimer,≤100,1
1742813385986186,MamaClub,These ads ran without a disclaimer,≤100,2
33308238802,Asian Institute of Management,These ads ran without a disclaimer,≤100,3
1753673204847390,Desserto Sharifah,These ads ran without a disclaimer,≤100,2
110029238561943,Zakwan FWD Takaful Advisor,These ads ran without a disclaimer,≤100,3
460727927294310,Mr. Shangkong & His Cameras,These ads ran without a disclaimer,≤100,2
106712167933137,聽港—銅鑼灣,These ads ran without a disclaimer,≤100,4
283083101015,Majlis Belia FELDA Malaysia,These ads ran without a disclaimer,≤100,3
101249114823865,Stokis Eignfinity Malaysia,These ads ran without a disclaimer,≤100,1
103007525249329,朵莉思的衣櫥,These ads ran without a disclaimer,≤100,1
624681677657230,Morris Hairdressing,These ads ran without a disclaimer,≤100,1
141656159188926,Siong Leng,These ads ran without a disclaimer,≤100,2
105393075624468,Aberdeen Consultant Group,These ads ran without a disclaimer,≤100,1
110518830686971,Easy Meals 美食外送服务,These ads ran without a disclaimer,≤100,1
101415451507305,De'Haqq Tiara,These ads ran without a disclaimer,≤100,3
103660254750182,Borneo Netizen Community,These ads ran without a disclaimer,≤100,1
368194657215717,Times Higher Education Connect,These ads ran without a disclaimer,≤100,7
110554587377058,静观世事，笑看人生,These ads ran without a disclaimer,≤100,1
314493812468941,SaverAsia,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,15
102076288211635,Janji Sihat,These ads ran without a disclaimer,≤100,1
150091355046222,Kube Publishing,These ads ran without a disclaimer,≤100,1
440902859280970,GodSaidManSaid,These ads ran without a disclaimer,≤100,4
285530825204,Klitschko,These ads ran without a disclaimer,≤100,72
118734678831973,Friends of Dr. Zulkifli Al-Bakri,Friends of Dr. Zulkifli Al-Bakri,≤100,1
103017174792654,David Ong - 王俊仲,These ads ran without a disclaimer,≤100,1
2065281827036558,Wirawati P174 Penampang,These ads ran without a disclaimer,≤100,1
1739043016307377,Illustra Bukukafe,These ads ran without a disclaimer,≤100,2
306497759398309,Borneo Eco Film Festival,These ads ran without a disclaimer,≤100,1
216103591933171,"Khalid, Iqbal & Associates",These ads ran without a disclaimer,≤100,1
103375089296409,Kurang Tabiat Kerap Ke Tandas,These ads ran without a disclaimer,≤100,3
117478396778246,Ahmed Alansari 2020,These ads ran without a disclaimer,≤100,1
108191560738547,Ellzar Consultant,These ads ran without a disclaimer,≤100,1
109501631856985,Gencestyle,These ads ran without a disclaimer,≤100,5
1933678086862524,Primavalet,These ads ran without a disclaimer,≤100,1
401788663279891,Yayasan Sofa Negeri Sembilan,These ads ran without a disclaimer,≤100,1
107302588853555,Great_Aston Technology,These ads ran without a disclaimer,≤100,1
319932354389,Revolution,These ads ran without a disclaimer,≤100,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,≤100,25
111873467357324,WapCar 大马中文汽车网,These ads ran without a disclaimer,≤100,1
674108052781088,圣约翰科技大学马来西亚校友会,圣约翰科技大学马来西亚校友会,≤100,1
112177278825671,King's College London Alumni,These ads ran without a disclaimer,≤100,6
100992951555434,Azmin FC,Jamal Bin Taharin,≤100,1
1997429833858876,Institute for Essential Services Reform,These ads ran without a disclaimer,≤100,1
181097776760473,Rumah Idaman Mampu Milik,These ads ran without a disclaimer,≤100,1
316747825721349,Rollic,These ads ran without a disclaimer,≤100,2
111666357335239,Hamild Hj Awang,These ads ran without a disclaimer,≤100,1
103000768523104,Dee Car Rental setapak kuala lumpur,These ads ran without a disclaimer,≤100,1
16895448634,World Bank Publications,These ads ran without a disclaimer,≤100,1
109371437585911,Long Time No Sea,These ads ran without a disclaimer,≤100,1
105052467774153,Mass trader,These ads ran without a disclaimer,≤100,1
116724990063808,Chan Chun Kuang 陈俊广 - CK,Chun Kuang Chan,≤100,3
257137894309103,《車主》雜誌（Automobile Magazine Hong Kong）,These ads ran without a disclaimer,≤100,3
104816136726801,Railwaymens Union of Malaya - RUM,These ads ran without a disclaimer,≤100,1
280532568711714,Jabatan Penerangan Sabah,These ads ran without a disclaimer,≤100,2
356886851153644,MadeinBolivia,These ads ran without a disclaimer,≤100,2
105023031434682,One VR - V Power The New World,These ads ran without a disclaimer,≤100,1
105258674613675,Oilyvanders,These ads ran without a disclaimer,≤100,1
115501193640495,nazaalakija,These ads ran without a disclaimer,≤100,1
106205468563255,Sentry,These ads ran without a disclaimer,≤100,1
2264627903785437,Cask Trade,These ads ran without a disclaimer,≤100,1
1868718373367930,The Brenthurst Foundation,These ads ran without a disclaimer,≤100,1
1605695236391652,MAPC Art,These ads ran without a disclaimer,≤100,1
924853734252365,Sivarasa Rasiah,These ads ran without a disclaimer,≤100,1
110664134736521,Mohd N Amin,These ads ran without a disclaimer,≤100,1
110668773865735,Pilihan Raya Kampus UTeM,These ads ran without a disclaimer,≤100,2
105070597957026,Atlantic Pacific Japan -APJ-,These ads ran without a disclaimer,≤100,5
345626636056884,Wild,These ads ran without a disclaimer,≤100,14
479890462396927,Kedidi Kaki Palsu 100% buatan tangan-Malaysia,These ads ran without a disclaimer,≤100,1
753470295012391,Broadcastmaker,These ads ran without a disclaimer,≤100,2
105073814526079,OFFEN Malaysia,These ads ran without a disclaimer,≤100,1
152737408235306,Mary Haddock-Staniland,These ads ran without a disclaimer,≤100,2
100529492089407,Derrick H,These ads ran without a disclaimer,≤100,1
106705141242513,Twitter to FB,These ads ran without a disclaimer,≤100,1
110200391557476,gwenyolo,These ads ran without a disclaimer,≤100,1
105637775242917,青丘文化 Green Hills Publishing House,These ads ran without a disclaimer,≤100,1
118187888198787,מדברים｜כי אלוהים שווה שיחה,These ads ran without a disclaimer,≤100,1
112823380885451,我是中國人,These ads ran without a disclaimer,≤100,1
158727684953987,Alan Tee Boon Tsong - 郑凯聪,These ads ran without a disclaimer,≤100,2
148747191113,MASTIKA,Utusan Binders,≤100,2
103240828771331,"Penduduk Perumahan JPS, Rumah Panjang, Lorong Kulit",These ads ran without a disclaimer,≤100,2
24901355594,Alvis Loo 盧雋澕 Sandakan,These ads ran without a disclaimer,≤100,3
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
101193781637538,sumbangan.com,These ads ran without a disclaimer,≤100,1
102481932371190,All Translator Pro for Android,These ads ran without a disclaimer,≤100,1
2191223600915587,Ir. Abdul Aziz Julkarnain,These ads ran without a disclaimer,≤100,1
1011160672261971,Parti Amanah Negara,Parti Amanah Negara,≤100,1
109219254789247,NEArt,These ads ran without a disclaimer,≤100,1
436077080256887,TAN NAN CEN 陈南振,Nan Cen Tan,≤100,1
104757798541791,Gold Gym,These ads ran without a disclaimer,≤100,1
528494620686865,Qiqis Bundle,These ads ran without a disclaimer,≤100,1
106243025159434,ONLYS Wardrobe,These ads ran without a disclaimer,≤100,1
107501341177672,4D ToTo & Magnum Lottery Live,These ads ran without a disclaimer,≤100,1
220935294654186,DIY.org - The Social Learning App For Kids,These ads ran without a disclaimer,≤100,4
298632664088871,Tanjak Sonsang Asam Pedas,These ads ran without a disclaimer,≤100,1
108794527651589,BPRM Advisor,Jun Yuan Ang,≤100,1
190706804846378,Danfoss Asia Pacific,These ads ran without a disclaimer,≤100,34
105750181265632,yung_foodkee,These ads ran without a disclaimer,≤100,1
234535423558415,CGTN App,These ads ran without a disclaimer,≤100,6
106955107903290,Система  акселерации бизнеса,These ads ran without a disclaimer,≤100,21
104342738515735,Akmal Melan,These ads ran without a disclaimer,≤100,4
100463388237836,成長黑客 Manos,These ads ran without a disclaimer,≤100,2
101694224712049,A Bathing Wear,These ads ran without a disclaimer,≤100,1
100326968974035,朱修健-财商之道2.0,These ads ran without a disclaimer,≤100,2
103976841378585,NASR - Nusantara Academy for Strategic Research,These ads ran without a disclaimer,≤100,1
1594688967514654,AW Printing Studio,Ashraf Wee Sze Khang,≤100,1
113842012083430,Caltex Hentian R&R Gua Musang,These ads ran without a disclaimer,≤100,1
104801675783784,Mazween Mokhtar,These ads ran without a disclaimer,≤100,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,6
109586381551736,MF Studio,These ads ran without a disclaimer,≤100,1
107122585151345,Infra Water Sendirian Berhad,These ads ran without a disclaimer,≤100,1
101892384834290,Azizul Bachok,These ads ran without a disclaimer,≤100,1
1647955211958817,和丰华侨医社 Pertubuhan Wa Khiew Yi Shea,These ads ran without a disclaimer,≤100,4
139725123403618,Renlogy People Academy - Malaysia,These ads ran without a disclaimer,≤100,2
327600208133133,CMYGroup - Join Rockwills here,These ads ran without a disclaimer,≤100,1
104125744691796,Vy Shop,Nurul Almahida Binti Basri,≤100,2
504436556623535,June Leow,These ads ran without a disclaimer,≤100,2
100765051589931,volleyball,These ads ran without a disclaimer,≤100,1
114263258683146,Thirst Magazine,These ads ran without a disclaimer,≤100,1
345383962211058,Infineon Technologies AG,These ads ran without a disclaimer,≤100,8
102202384790269,DiFluid,These ads ran without a disclaimer,≤100,3
100732462967117,DNitez睡眠宝 - 专攻睡不着,These ads ran without a disclaimer,≤100,1
112631230866735,小白链,These ads ran without a disclaimer,≤100,1
111239113795372,Yuki Yap童装,These ads ran without a disclaimer,≤100,1
1661845490767014,Movalt,These ads ran without a disclaimer,≤100,1
145643245456953,Jack Hibbs,These ads ran without a disclaimer,≤100,3
105873674851791,UMNO-Bandar Sri Sendayan,These ads ran without a disclaimer,≤100,1
916978688351013,Amanah Kawasan Jasin,These ads ran without a disclaimer,≤100,1
215235858543525,BORGEOUS,These ads ran without a disclaimer,≤100,1
100702668688490,sweetdreamspastry20,These ads ran without a disclaimer,≤100,1
1895080557168977,Rosea Landora Tea,These ads ran without a disclaimer,≤100,1
