Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
109805620719201,Roots & Nature,These ads ran without a disclaimer,≤100,1
125228104170897,Coompanion,These ads ran without a disclaimer,≤100,4
325198544201108,Miljöpartiet de Gröna i Skövde,Miljöpartiet de gröna i Skaraborg,≤100,1
339035346552916,Unity For Equality,These ads ran without a disclaimer,≤100,8
122258561118674,Filipstads Tidning,These ads ran without a disclaimer,≤100,2
102508965262888,合肥工业大学,These ads ran without a disclaimer,≤100,2
101624925411767,Emergency Reactor,These ads ran without a disclaimer,≤100,2
571596473345497,Property2invest in Turkey,These ads ran without a disclaimer,≤100,6
100146645582890,NyFramtid,These ads ran without a disclaimer,≤100,1
2150235491893639,"Camilla Andersson, handledare",These ads ran without a disclaimer,≤100,1
113631690030002,Mayorsofeurope.eu,These ads ran without a disclaimer,≤100,1
105477297606557,Weheat,These ads ran without a disclaimer,≤100,1
105944742083406,Ukrainian_Lives_Matter,These ads ran without a disclaimer,≤100,5
364703610061236,Swedenewert,These ads ran without a disclaimer,≤100,1
109569567341631,ale_graffix,These ads ran without a disclaimer,≤100,1
1094324843916090,WeAreDevelopers,These ads ran without a disclaimer,≤100,2
109540451693131,Sisyfos Film Production,These ads ran without a disclaimer,≤100,2
107791407614643,Hint,These ads ran without a disclaimer,≤100,1
730092787044505,Jumali SanoTri,These ads ran without a disclaimer,≤100,3
1944125399140630,Rainbow Riots,These ads ran without a disclaimer,≤100,3
92288319748,Global Peace Index,These ads ran without a disclaimer,≤100,3
111659671444174,umea_events,These ads ran without a disclaimer,≤100,1
113314761378712,Bistro & Deli Ölandschoklad,These ads ran without a disclaimer,≤100,1
309231132505649,ICA Supermarket Byske,These ads ran without a disclaimer,≤100,1
328728877200,Biblioteken i Kungsbacka,These ads ran without a disclaimer,≤100,1
312256486026496,Helena Bjälkemo,These ads ran without a disclaimer,≤100,2
339629226151583,Sverigedemokraterna Eslöv,These ads ran without a disclaimer,≤100,2
107810395970444,Redbubble,These ads ran without a disclaimer,≤100,2
104638637982465,IMS Health Inc.,These ads ran without a disclaimer,≤100,1
170429372981803,Austrian Wine,These ads ran without a disclaimer,≤100,1
2041839476289255,Konrad-Adenauer-Stiftung Nordic Countries Project,These ads ran without a disclaimer,≤100,1
105816785393574,Tisora.eu,These ads ran without a disclaimer,≤100,1
102597275178955,National Park Rescue Campaigns,These ads ran without a disclaimer,≤100,8
109573865405275,EUToday,These ads ran without a disclaimer,≤100,1
515881025140911,Parks Project,These ads ran without a disclaimer,≤100,6
195587574474388,Zero Waste Produce Bags,These ads ran without a disclaimer,≤100,7
134355419550,Cicerone Press,These ads ran without a disclaimer,≤100,2
522352627884473,ICA Supermarket Pärlan,These ads ran without a disclaimer,≤100,1
1677004039019188,Leyanas Hijab,These ads ran without a disclaimer,≤100,1
111216133617186,People by PostNord,These ads ran without a disclaimer,≤100,2
109206269139235,ICA Supermarket Prima Sävedalen,These ads ran without a disclaimer,≤100,1
109829520756552,Rekokassan - Tjäna pengar till klassen eller laget,These ads ran without a disclaimer,≤100,1
235935286742928,Real Life Lore,These ads ran without a disclaimer,≤100,4
106250544096944,Missionsprovinsen Syd,These ads ran without a disclaimer,≤100,1
108358524677345,畫啦啦少兒美術,These ads ran without a disclaimer,≤100,2
1799721466995234,Klimatbalans,These ads ran without a disclaimer,≤100,2
103709823119700,Susedalens församling,These ads ran without a disclaimer,≤100,1
825617804186159,Ica Nära Finnboda,These ads ran without a disclaimer,≤100,2
109720235765154,RA Motor,These ads ran without a disclaimer,≤100,1
104081368077405,Mosaik Vänersborg - موزاييك فنشبوري,These ads ran without a disclaimer,≤100,2
112502804794164,Країна Миру - Country of Peace,These ads ran without a disclaimer,≤100,2
119878348024795,ULOBA,These ads ran without a disclaimer,≤100,3
100480051845788,"Coop, rädda Amazonas och klimatet - sluta sälja brasilianskt kött",These ads ran without a disclaimer,≤100,1
448369049039314,Outdoors Tribe,These ads ran without a disclaimer,≤100,8
339003582967023,Globe Estate & Builders,These ads ran without a disclaimer,≤100,1
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,10
101005388841706,Lemu,These ads ran without a disclaimer,≤100,3
1425375951072505,Mathias Tegnér,These ads ran without a disclaimer,≤100,1
300029590037931,Ica Supermarket Nordmaling,These ads ran without a disclaimer,≤100,1
818479978167069,Vänsterpartiet Märsta-Sigtuna,These ads ran without a disclaimer,≤100,1
802493036491370,Alvexo,These ads ran without a disclaimer,≤100,2
102600862620765,7ofakind_floraldesign,These ads ran without a disclaimer,≤100,1
2239374652990606,Socialdemokraterna i Gagnef,These ads ran without a disclaimer,≤100,4
322894499218,VAL 2022  Erika Svanström,These ads ran without a disclaimer,≤100,2
132011730204757,Debating Europe,These ads ran without a disclaimer,≤100,8
420594604736397,Soheila Fors,These ads ran without a disclaimer,≤100,1
261927427684566,Kapacastromstad,These ads ran without a disclaimer,≤100,2
138339046210064,Villaägarna,These ads ran without a disclaimer,≤100,1
202938459747673,Edblad,These ads ran without a disclaimer,≤100,4
133363669861151,Capital Chronicles Daily,These ads ran without a disclaimer,≤100,11
1800399083580716,Språkvänner i Linköping,These ads ran without a disclaimer,≤100,1
105171192862790,UNRWA,These ads ran without a disclaimer,≤100,6
764893650241446,Equal -För ett jämlikt Stockholm,These ads ran without a disclaimer,≤100,1
417079235334465,Runescape Memers,These ads ran without a disclaimer,≤100,1
399496364175274,"Vida na Suecia, com Celia Regina",These ads ran without a disclaimer,≤100,4
113837943670979,The Tattooist,These ads ran without a disclaimer,≤100,1
109643445215122,Mats Dafnäs,Mats Olav Dafnas,≤100,1
106554538549651,Peter Josefsson Medborgerlig samling,These ads ran without a disclaimer,≤100,1
2203608429682203,Save The Seas,These ads ran without a disclaimer,≤100,25
104596931853285,No Plastic It's Fantastic,These ads ran without a disclaimer,≤100,1
877769155648992,International Citizen Hub Lund,These ads ran without a disclaimer,≤100,1
113653530407513,ICA Supermarket Örsundsbro,These ads ran without a disclaimer,≤100,1
401562476683854,ICA Supermarket Gamleby,These ads ran without a disclaimer,≤100,1
221571161239992,Falcon.io,These ads ran without a disclaimer,≤100,2
347391652582722,Marvel Lover,These ads ran without a disclaimer,≤100,1
104122527780790,Vintrotastic,These ads ran without a disclaimer,≤100,2
1636501563148344,IronPanda,These ads ran without a disclaimer,≤100,6
482686928565355,Cointreau,These ads ran without a disclaimer,≤100,1
131406493571885,Kalmar Science Park,These ads ran without a disclaimer,≤100,3
107626864425980,Vienna Region,These ads ran without a disclaimer,≤100,5
365685333954209,Eastwest European Institute,These ads ran without a disclaimer,≤100,6
235920449787536,ICA Supermarket Lund,These ads ran without a disclaimer,≤100,1
44383001500,HolyClothing,These ads ran without a disclaimer,≤100,5
1779451685669205,Mårda,These ads ran without a disclaimer,≤100,2
190756917679932,NCP Nordic Comfort Products,These ads ran without a disclaimer,≤100,2
713072832058160,Creative Peoples,These ads ran without a disclaimer,≤100,2
164137413639916,ICA Supermarket Vagnhärad,These ads ran without a disclaimer,≤100,1
173346596034118,Jönköping Energi,These ads ran without a disclaimer,≤100,2
232527280487751,Next Green,These ads ran without a disclaimer,≤100,1
0,Instagram User 8373591688,These ads ran without a disclaimer,≤100,1
110098587050238,Puls PL,These ads ran without a disclaimer,≤100,1
172436013688336,Energy effective solutions AB,These ads ran without a disclaimer,≤100,1
954308147985952,Ica Supermarket Hårstorp Finspång,These ads ran without a disclaimer,≤100,1
103756790979680,Generación celestial,These ads ran without a disclaimer,≤100,2
2091420517552737,FoodUnfolded,These ads ran without a disclaimer,≤100,6
1567007666765696,Thermia Arvika,These ads ran without a disclaimer,≤100,1
122091471180248,Sentient Trader,These ads ran without a disclaimer,≤100,2
1763335117223785,Centerstudenter Skåne,These ads ran without a disclaimer,≤100,1
105191088331950,Breathtaking News China,These ads ran without a disclaimer,≤100,1
559805297696819,Medborgarskolan Helsingborg,These ads ran without a disclaimer,≤100,2
101851428317082,GALLERI HIND,These ads ran without a disclaimer,≤100,1
2456954270996173,Framgångsliv,These ads ran without a disclaimer,≤100,1
164462567074835,JCDecaux Sverige AB,These ads ran without a disclaimer,≤100,1
205763753563998,David Andreas Official,These ads ran without a disclaimer,≤100,1
148073655244830,Sverigedemokraterna Falköping,These ads ran without a disclaimer,≤100,1
248285048536236,Moderaterna i Karlshamn,These ads ran without a disclaimer,≤100,1
109126057136949,Bortom isbjörnens rike,Fredrik Granath,≤100,1
108780460548951,SAF Nicco,These ads ran without a disclaimer,≤100,1
221519211219558,Anthon Gyllensten - C,These ads ran without a disclaimer,≤100,2
1136870073140210,Wettersol AB,These ads ran without a disclaimer,≤100,1
117893668076754,Hluthafinn,These ads ran without a disclaimer,≤100,1
593599334364052,Almedalsveckan,These ads ran without a disclaimer,≤100,1
216315208881175,Kristdemokraterna i Hallsberg,These ads ran without a disclaimer,≤100,3
230905100107709,Socialdemokraterna - i Enköping,Enköpings Socialdemokratiska Arbetarekommun,≤100,2
102894378954837,Lentia AB,These ads ran without a disclaimer,≤100,2
479225338754688,Östra Sveriges Luftvårdsförbund,These ads ran without a disclaimer,≤100,3
150975641590784,Stena Fastigheter,These ads ran without a disclaimer,≤100,1
114079691772508,Business Way,These ads ran without a disclaimer,≤100,1
221718981014887,78K For You,These ads ran without a disclaimer,≤100,1
209907932417789,Golfbladet,These ads ran without a disclaimer,≤100,1
101069401679187,ICA Supermarket Byttorp,These ads ran without a disclaimer,≤100,1
149918168924116,POSK i Håbo pastorat,These ads ran without a disclaimer,≤100,1
2403001593090253,Stimish AB,These ads ran without a disclaimer,≤100,1
421376414913966,Instituto Conscientia,These ads ran without a disclaimer,≤100,1
256148111215223,Länsförsäkringar Älvsborg,These ads ran without a disclaimer,≤100,2
121130255078,Palestinagrupperna i Sverige,These ads ran without a disclaimer,≤100,1
101393292991954,DiscoverU,These ads ran without a disclaimer,≤100,7
571018412931233,Moderaterna i Sandviken,These ads ran without a disclaimer,≤100,1
614919198603007,Cultbytes,These ads ran without a disclaimer,≤100,1
106327439143612,Fire Joker,These ads ran without a disclaimer,≤100,2
557371071421495,On Trend Stuff,These ads ran without a disclaimer,≤100,1
204285642776223,Euro Life,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,3
289701944742233,Superdatascience,These ads ran without a disclaimer,≤100,1
172829982880419,stoppapressarna.se,These ads ran without a disclaimer,≤100,1
286658671378720,Syria Relief & Development,These ads ran without a disclaimer,≤100,1
295051291037813,CodeGym,These ads ran without a disclaimer,≤100,3
1844649882458179,Kristdemokraterna Ekerö,These ads ran without a disclaimer,≤100,1
102500691600337,FreeKazakhs,These ads ran without a disclaimer,≤100,3
690167674732029,Lena Hallengren,These ads ran without a disclaimer,≤100,2
389444141129085,NOGU,These ads ran without a disclaimer,≤100,4
671287302948595,Skellefteå Pride,These ads ran without a disclaimer,≤100,1
282432614960695,Current news,These ads ran without a disclaimer,≤100,4
191958540819106,Knowit Experience SE,These ads ran without a disclaimer,≤100,2
165737720134388,Bergmark,These ads ran without a disclaimer,≤100,6
393037280875657,Europe in my region,These ads ran without a disclaimer,≤100,14
824167727674858,Mahoor,These ads ran without a disclaimer,≤100,2
100810955777178,Dalfestivalen,These ads ran without a disclaimer,≤100,1
106721065083448,Fredrik Zandrén MP - ett hållbart Ekerö,Lars Fredrik Zandrén,≤100,2
161846840564564,Knivsta kommun,These ads ran without a disclaimer,≤100,1
1405252783069521,Jesu Kristi  Kyrka av Sista Dagars Heliga - Sverige,These ads ran without a disclaimer,≤100,2
1436166409956219,Markaryds kommun,These ads ran without a disclaimer,≤100,1
293499000689192,OG Clean Fuels,These ads ran without a disclaimer,≤100,1
335191666548391,Michel Brasserie,These ads ran without a disclaimer,≤100,2
107605898799291,Новости Дня,These ads ran without a disclaimer,≤100,1
111042153825643,Metroklubben,These ads ran without a disclaimer,≤100,1
278473288882164,Ica Supermarket Lindome,These ads ran without a disclaimer,≤100,1
221608514665269,Clarion Hotel Amaranten,These ads ran without a disclaimer,≤100,1
104094564778724,Wz2-d r e ame novel,These ads ran without a disclaimer,≤100,19
961635207199448,Moderaterna i Bankeryd & Bottnaryd,These ads ran without a disclaimer,≤100,2
369281854237,Ica Supermarket Ålidhem,These ads ran without a disclaimer,≤100,1
817340481616324,Västerviks Socialistförening,These ads ran without a disclaimer,≤100,2
362293261038460,ICA Supermarket Söder,These ads ran without a disclaimer,≤100,1
216151785079535,RO-Gruppen,These ads ran without a disclaimer,≤100,1
338794416161508,ICA Supermarket Trivselköp,These ads ran without a disclaimer,≤100,1
976713975849020,Raptor Booking,These ads ran without a disclaimer,≤100,2
625107021262384,Foodpowerr,These ads ran without a disclaimer,≤100,3
100692974723458,Studio Womanhood,These ads ran without a disclaimer,≤100,1
