Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
190577763347,Svenska Turistföreningen,These ads ran without a disclaimer,5333,3
1712328802392294,Paroc Skandinavien,Paroc AB,5326,4
182667815652758,Feminism & Gestaltning,Hillerbrand Rune Johanna Maria,5316,8
2096243023943539,Telge Återvinning,Telge Återvinning,5314,9
1413778618876526,StreetGäris,STREETGÄRIS,5310,5
207364469446997,Djurens parti,Eriksson Monica Maria Therese,5309,3
164539323567730,Moderaterna Karlskoga,Emma Amanda Sofia Lindgren,5299,34
776538829218458,Socialdemokraterna i Älvsjö,Lind Andreas Gustav Alexander,5294,9
154956994679599,Vänsterpartiet Dalarna,Fredholm Kajsa,5291,22
992162877621131,HK för ett bättre klimat,Gemma Hjordemyr,5290,443
817539501695869,Hyber,Markus Hjelm,5280,13
151002205051297,Moderaterna Örnsköldsvik,Moderaterna i Örnsköldsviks Kommun,5276,8
415552042234038,Vi måste prata,ViMåstePrata,5276,18
606077262818825,Verbum AB,Hultcrantz Lindberg Karin Marianne,5257,3
273402369438867,By Billgren,These ads ran without a disclaimer,5254,3
230922527418793,Ostkustens Framtid,Ostkustens Framtid,5251,27
147672065396607,Sverigedemokraterna Linköping,These ads ran without a disclaimer,5250,7
468768335061,Sveriges ungdomsråd,Sveriges ungdomsråd,5247,10
101057449983892,Moderaterna Helsingborg,Moderaterna Helsingborg,5244,9
103930228254426,Moderaterna i Tingsryds kommun,Moderaterna i Tingsryd,5244,53
287747958729614,Väsbyalliansen,Väsbyalliansen,5241,17
228671011420851,"Erik Ciardi, C, Kalmar",Bengtsson Qvarnström Bert B Filip,5240,5
1435848109992880,Liberalerna Katrineholm,Liberalerna Katrineholm,5239,4
818253338348945,Mora kommun,These ads ran without a disclaimer,5236,3
177274463784620,Nätupproret.se,These ads ran without a disclaimer,5233,1
178392422290780,Gratis i skolan,These ads ran without a disclaimer,5228,9
313329548873106,Liberals in Lund,Liberalerna Lund,5226,10
116181085093710,Outdoorexperten,These ads ran without a disclaimer,5224,6
124054804309822,Tidningen Senioren,Tidningen Senioren,5222,38
106685181664779,Kristdemokraterna Hammarö,Kristdemokraterna Hammarö,5218,11
229796030493352,Moderaterna Vänersborg,Henrik Rikard Harlitz,5214,44
522679997923941,Christoffer - LinkedKurs,These ads ran without a disclaimer,5213,3
100272044922766,Centerkvinnorna Kalmar län,Centerkvinnorna Kalmar län,5210,3
107325667845984,Lyreco Sverige,These ads ran without a disclaimer,5201,2
1849562398465143,Afram Yakoub,Yakuob Afram,5200,4
1084852481531222,ÖppnaDörren,ÖppnaDörren,5200,3
164539323567730,Moderaterna Karlskoga,Moderaterna i Karlskoga,5199,15
1854995381382203,Centerpartiet Orust,Centerpartiet,5196,13
245598828855067,Pierre Thiam,These ads ran without a disclaimer,5194,16
115148865168902,Moderaterna i Gävleborg,These ads ran without a disclaimer,5194,5
1543032295946382,A Beautiful Soup,A Beautiful Soup,5189,15
269713143169986,Moderaterna i Sala,These ads ran without a disclaimer,5188,11
386825231374808,Moderaterna i Dalarna,These ads ran without a disclaimer,5175,5
122921334452204,RFSU Örebro,Emmalouise Elna Anita Lindström,5173,6
110099864940603,Cecilia Rosensten-Berg,Anna Helena Cecilia Rosensten-Berg,5173,5
108242974113305,Plantmore - for climate,Plantmore - for climate,5164,3
111240234890634,Rakhöger,Rikard Bergström,5154,11
435528019796532,Miinto,These ads ran without a disclaimer,5154,6
157426134878218,Bodens kommun,These ads ran without a disclaimer,5150,4
112745518756875,Katrineholms-Kuriren,Katrineholms-Kuriren,5149,8
102408355323580,Sara Lidqvist - KD,Lidqvist Sara Maria Elisabeth,5146,17
273960452353,Socialdemokraterna Tyresö,These ads ran without a disclaimer,5142,5
234963796648343,Kristdemokraterna Nyköping,Lars Lundqvist,5140,44
108118075286419,Patrick Amofah Centerpartiet,Centerpartiet i Stockholm,5137,6
116551365038257,Vänsterpartiet Borås,Vänsterpartiet Borås,5132,24
407562109374842,Strengnäs Tidning,Strengnäs Tidning,5130,6
54601820767,Uppsala universitet,These ads ran without a disclaimer,5128,18
190443868093673,Naturskyddsföreningen i Tranås,Naturskyddsföreningen i Tranås,5126,7
109845107083417,Bravo novel,These ads ran without a disclaimer,5125,65
186221904743410,Bliwa,These ads ran without a disclaimer,5125,5
1493271850885799,Centerpartiet i Eksjö kommun,Centerpartiet Jönköpings län,5112,5
620568641396215,Kristdemokraterna Köping,Kristdemokraterna i Köping,5111,4
261049637294871,LF Uppsala,Sebastian Andersson,5110,5
259762040834891,Two Dots,These ads ran without a disclaimer,5107,1
314198681994215,SSU Uppland,SSU Uppland,5106,15
171485892943500,Socialdemokraterna i Jönköping,Socialdemokraterna i Jönköping,5106,8
1040487469355385,Navan,These ads ran without a disclaimer,5102,1
575521206217600,Filip Zackrisson - Liberal,Zackrisson Filip Mikael,5100,7
90734649918,Alla tiders kyrka,Sandstrom John Roger Lennart,5100,10
289736244510034,Centerpartiet i Sotenäs,Olof Börjesson,5099,32
116656535030057,Campus Skellefteå,These ads ran without a disclaimer,5097,8
173014382750265,Malmö Yrkeshögskola,Malmö Yrkeshögskola,5096,3
370182686393713,Centerpartiet Lidingö,Patrik Buddgård,5095,9
106720584209927,Luleå Business Region,Luleå Business Region,5092,8
399587283566053,"Helena Lindahl, C, Västerbotten","Helena Lindahl, C, Västerbotten",5090,22
539708689473963,Liberalerna Hallstahammar,Liberalerna Västmanland,5089,14
594864470559908,Transammans,Bartholdsson Geetha Amalia,5085,8
334037884228,Mälarenergi AB,These ads ran without a disclaimer,5082,7
457816914990274,happn,These ads ran without a disclaimer,5082,1
106925977801904,Emelie Nyman,Emelie Louise Patricia Nyman,5081,10
32334375453,Kattjouren,These ads ran without a disclaimer,5080,6
322706139913,KUI - KompetensUtvecklingsInstitutet,These ads ran without a disclaimer,5078,14
183031871858967,Miljöpartiet de gröna i Solna,Bernhard Huber,5070,17
1577598732458905,Vänsterpartiet Gotland,These ads ran without a disclaimer,5070,35
108606768485583,Vuksan Rovčanin,Vuksan Rovčanin,5069,34
269023740216512,Orkla FoodSolutions SE,Carla Lind Andersson,5067,8
113888463720637,Recticel Insulation Sverige,These ads ran without a disclaimer,5065,5
347042219226566,RCC Chiquinquira,These ads ran without a disclaimer,5056,4
321670347944266,Kristdemokraterna i Dalarna,These ads ran without a disclaimer,5053,5
182071278533994,Moderaterna i Lindesberg,Moderaterna i Lindesbergs kommun,5049,8
118022251584290,Uppsala University,These ads ran without a disclaimer,5048,5
613187065410458,Centerpartiet Götene,Centerpartiet,5048,28
199940200160870,Järnkoll,Jennie Soläng,5037,11
120634585355666,LuXembourg - Let's Make It Happen,These ads ran without a disclaimer,5035,22
2388354714741824,EcoInnova,These ads ran without a disclaimer,5035,8
1431478057107460,Barkarbystaden,These ads ran without a disclaimer,5035,3
718274508569269,MABI Hyrbilar - Mora,Berglund Robin Ove,5033,5
106182808321955,Borgerligt Alternativ i Växjö Stift,Borgerligt Alternativ i Växjö Stift,5032,6
107541718689004,Medborgerlig Samling Åstorp,Medborgerlig Samling Åstorp,5032,48
693181197442078,Sverigedemokraterna Åstorp,Peter Lindberg,5025,17
764893650241446,Equal -För ett jämlikt Stockholm,Equal,5022,6
126052760507,Mama Cash,These ads ran without a disclaimer,5016,94
1359442884155278,Järvaveckan,Moritz Tashnizi Andre Kave,5014,3
1496480357246749,Sverigedemokraterna Hudiksvall,Sverigedemokraterna Hudiksvall,5014,8
2171970199486213,Jesper Skalberg Karlsson,Jesper Skalberg Karlsson,5010,17
1753157761397002,Moderaterna Region Jönköping,These ads ran without a disclaimer,5005,13
131869713514404,bytbil.com,These ads ran without a disclaimer,5000,1
44015482829,United Nations Development Programme - UNDP,Wedonthavetime.org,5000,2
331277770389986,Amnesty i skolan,Amnesty International Sverige,5000,1
106670945500445,SKP22,John Tage Hakan Jonsson,5000,2
1550565435200255,Ytterjärna Forum,Maria Torshall,5000,1
151323812131794,JobbCenter i Boden,Bodens kommun,5000,2
108128960737175,Jens Sjöström,Robin Pettersson Wäsche,5000,1
104223002573748,Project 1882,Djurens Rätt,5000,3
377004059035112,UNg FN-förbundet,Svenska FN-förbundet,5000,3
259494917449401,Sveriges Elevkårer,Sveriges Elevkårer,5000,2
671522289558142,Riksidrottsförbundet,Sveriges Riksidrottsförbund,5000,1
358960316179,Högskolan Dalarna,Högskolan Dalarna,5000,2
103588465421454,Valsverket,These ads ran without a disclaimer,5000,1
189950861189350,McVitie's Sverige,These ads ran without a disclaimer,5000,4
355113523668,Kommunistiska Partiet Göteborg,Kommunistiska Partiet Göteborg,5000,20
155827111120275,Extrem,Extrem Skis,5000,1
111446601633963,Nexhat Shabani,Nexhat Shabani,5000,10
294691637638491,Malmö Eid Festival,Ibn Rushd Studieforbund,5000,1
335332543421,Försvarshögskolan,These ads ran without a disclaimer,4999,1
108573088657119,Jim Lindström,Jim Lindström,4999,7
106086449104083,Visa pengarna,Visa pengarna,4999,1
177611198953756,Revisionskonsulterna J Hägglund,Revisionskonsulterna J Hägglund AB,4999,1
104643181166450,Varbergspartiet,Varbergspartiet,4997,28
107673651534521,Daniel Berner politiker,Daniel Berner,4996,3
418682095245473,Kryssa Juno till riksdagen - Liberalerna Östergötland,Juno Maria Petra Blom,4983,6
116621488352172,Centerpartiet i Göteborg,These ads ran without a disclaimer,4983,3
107396820894226,Kristdemokraterna Kungsholmen,Kristdemokraterna Kungsholmen,4982,13
156384364406114,Skara kommun,Skara kommun,4980,11
203456916453291,Socialdemokraterna i Tierps kommun,Socialdemokraterna i Tierps kommun,4980,24
638005553032221,Hammarby Sjöstad 2.0,Rickard Dahlstrand,4979,1
42408984480,Barometern,Gota Media,4974,4
167881423259229,Vänsterns Studentförening Stockholms Universitet,Carlos Alexander Carvajal,4971,5
234406603429481,Kommunal Stockholms län,Kommunal Stockholms län,4969,25
100596842256348,Vänsterpartiet i Mariestad,Vänsterpartet i Mariestad,4968,25
173678806012988,Nordisk Hjälp,These ads ran without a disclaimer,4968,5
684055691708671,Vänsterpartiet i Krokom,Vänsterpartiet Krokom,4962,17
101631799357145,Amanda Kanange,Amanda Kanange,4953,7
100620872651321,Reformen.se,These ads ran without a disclaimer,4952,21
172975959409388,Världens historia,These ads ran without a disclaimer,4951,17
175313275829770,Miljöpartiet Mölndal,Miljöpartiet de gröna Mölndal,4951,10
926176144194442,Förbättra entreprenörsskatten,Svenskt Näringsliv,4940,18
358786473035,Fagerhult,Fagerhults Belysning AB,4936,12
1524759817827083,Loomis Sverige AB,These ads ran without a disclaimer,4935,3
522946521184548,Stefan Olsson,Stefan Olsson,4934,4
279257251883,Piratpartiet Örebro,Piratpartiet Örebro,4933,5
1667602383260592,Moderaterna i Kungsör,Yrjö Björkqvist,4927,31
387728583624,Salas Bästa,Hanna Westman,4927,17
602053453278014,NIBE,These ads ran without a disclaimer,4925,10
112117590414915,Jan Jönsson,These ads ran without a disclaimer,4919,1
285356031666197,Arbetsvärlden,Arbetsvärlden,4917,20
157864225635,Hyresbostäder i Norrköping,Hyresbostäder i Norrköping,4908,2
1254365384601425,Bräcke vårdcentral Nyhälsan,These ads ran without a disclaimer,4907,1
466179240430095,Anna Starbrink - Liberalerna,Elin Frisk,4900,13
313007902903542,Erik Persson,Liberalerna kandidat,4898,7
498054483889012,Centerpartiet Höganäs,Centerpartiet Höganäs,4885,33
377620908986237,Moderaterna Gävle,Moderaterna i Gävle,4882,15
1696550210560945,Sverigedemokraterna Upplands Väsby,Sverigedemokraterna Upplands Väsby,4882,13
226818664039386,Moderaterna Öckerö,Moderaterna Öckerö,4880,13
111148198300301,FосusСоіn,These ads ran without a disclaimer,4877,1
421838938609178,Energy ConFusion,These ads ran without a disclaimer,4867,1
75156542868,Anna Hård af Segerstad,Anna Segerstad,4864,31
182950825653779,Zmash Jobs,These ads ran without a disclaimer,4864,1
104054138718832,Aeroled,These ads ran without a disclaimer,4859,7
101412695856366,Knapptryckarna Dalarnas Läns SIDA,Jakobsson Marie Irene,4853,22
152105868140026,Utrikespolitiska Föreningen vid Umeå universitet,Utrikespolitiska föreningen vid Umeå Universitet,4853,23
184860694892925,Skyltmax.se,Skyltmax.se,4850,10
414711081944826,Liberalerna i Upplands Väsby,Liberalerna Upplands Väsby,4850,8
434357663256684,Student i Vision,Vision,4850,6
101279692718287,Magnus Rönnerfjäll - Centerpartiet,Lars Jonas Magnus Rönnerfjäll,4844,7
192916004118333,De Fria,De Fria,4842,23
147403105296560,Föreningen Norden,Föreningen Norden,4841,8
60068877157,Socialdemokraterna i Norrbotten,Friberg Camilla Kristina,4837,14
1627991033943249,Hela Vara Kommuns Bästa,Hela Vara Kommuns Bästa,4836,20
268315547028118,Moderaterna Innerstaden,Hans Nicklas Gretzer,4836,3
214714535294863,Moravänstern - Vänsterpartiet Mora,Jenny Isabelle Louise Larsson,4834,12
111550553569420,Dorights,Dorights,4833,6
106168628298428,Riktpunkt,Riktpunkt,4832,42
108998661600951,Hanna Lundin Jernberg Liberalerna,Hanna Helena Lundin Jernberg,4825,20
103335428875611,Lokal Framtid Örnsköldsvik,Lokal Framtid,4819,28
110028930477717,Klimat,Martin Goblirsch,4818,19
597732487037039,Moderaterna i Blekinge,Moderaterna i Region Blekinge,4812,8
114615907892044,Our Products,Issa Issa,4806,9
1139599896134889,Moderaterna i Brännkyrka/Älvsjö,Moderaterna i Brännkyrka,4806,18
764881470202582,Eddy G,These ads ran without a disclaimer,4802,2
192567580603,Ttela,These ads ran without a disclaimer,4800,13
119602958631277,Demokraterna i Norberg,Christer Filipsson,4799,38
283378461855807,Socialistiskt forum,ABF Stockholm,4797,13
577195832352497,Moderaterna Borlänge,Mediagruppen Dalarna AB - Bombini,4796,7
1853373041640130,Cecilia Elving,Cecilia Elving,4794,3
184974592076,P4 Malmöhus Sveriges Radio,These ads ran without a disclaimer,4794,3
238077549585894,Malmö Stadsarkiv,Malmö Stadsarkiv,4791,20
144580066134672,Economist Impact,These ads ran without a disclaimer,4785,30
343459706117402,Word Collect,These ads ran without a disclaimer,4781,3
110810911423939,John Droguett,John Luis Droguett Salinas,4773,12
182471621785780,Länsförsäkringar Östgöta,These ads ran without a disclaimer,4772,4
106671264212905,Kristdemokraterna Hylte,KD Hylte,4771,20
164288553591681,LRF Västerbotten,LRF Västerbotten,4767,23
115219002018409,Miljöpartiet de gröna i Växjö,Isak Folcker,4765,21
307004529426647,Vår Framtid - Ånge kommun,Vår Framtid,4763,6
102314391895432,Ezkapara TV,These ads ran without a disclaimer,4762,6
1193671840649194,Vänsterpartiet Lerum,Vänsterpartiet Lerum,4760,12
1243789685638222,Folkstyret,Ströberg Mikael,4754,27
160736919403,Företagarförbundet,These ads ran without a disclaimer,4754,12
709322182527961,Martin Ådahl,Centerpartiet,4752,5
488439967871997,Moderaterna i Stenungsund,Moderaterna i Stenungsund,4751,11
1122488134543426,Kristdemokratiska kvinnoförbundet i Skåne,Agneta Kristin Lindskog,4750,32
323156205347,Vänsterpartiet,These ads ran without a disclaimer,4748,2
1836365373266980,Cooking Diary,These ads ran without a disclaimer,4747,1
322662512103,Elevernas riksförbund,Elevernas Riksförbund,4746,18
117921155040339,Socialdemokraterna i Fagersta,Marino Wallsten,4739,22
476072725790144,Sverigedemokraterna Bromölla,Filip Persson,4738,14
546413422039291,Musikhögskolan Ingesund,Musikhögskolan Ingesund,4735,4
1396464600662655,Magnus Hellmark - Centerpartiet,Magnus Hellmark,4733,6
425360998043771,สินค้าไทยในสวีเดน,These ads ran without a disclaimer,4731,4
305733156201821,Vänsterpartiet Storstockholm,These ads ran without a disclaimer,4715,16
175873745789190,Vänsterpartiet Göteborg,These ads ran without a disclaimer,4708,7
606545112726074,Partiledarutfrågningarna i Vårgårda,Equmeniakyrkan,4704,23
220849554780771,Rasmus Möller - Politiker i Lidköping - M,Moderaterna Lidköping,4700,6
131096313625313,Rent a Tent <> Linköping-Norrköping,Rent a Tent <> Linköping-Norrköping,4700,9
165955540109563,EU Careers Sweden • Universitets- och högskolerådet,These ads ran without a disclaimer,4698,5
2100149783361416,Jobba i Alvesta kommun,KSMG,4696,2
1487723904891057,Sten Bergheden - M,Sten Ingvar Bergheden,4695,18
417177012435264,Västerbottens folkhögskola,Västerbottens folkhögskola,4694,7
136477236687873,Sharp Cookie Advisors AB,Sharp Cookie Advisors AB,4690,14
1773525662972524,Socialdemokraterna Hallsbergs kommun,Lars Billström,4688,10
147691039224649,Tretorn,Tretorn,4687,11
272028832976380,Centerpartiet Ängelholm,Ingegerd Birgitta Carlsson,4685,10
142351826474205,Eolus Vind AB,Eolus Vind AB,4685,8
147868325286010,Skövde kommun,These ads ran without a disclaimer,4684,1
221366528502969,Anders Almgren,Socialdemokraterna i Lund,4681,12
101117032403521,Travel-Dey,These ads ran without a disclaimer,4677,3
1852128091712917,Kristdemokraterna Ödeshög,Kristdemokraterna Ödeshög,4672,17
399044617221,Vi Lärare,These ads ran without a disclaimer,4653,4
1308296045984813,Adnan Dibrani - Socialdemokraterna,Dibrani Adnan,4647,4
208503306397121,Kristdemokraterna Rättvik,Kristdemokraterna Rättvik,4646,13
287695354586062,CIBAC Party-List,These ads ran without a disclaimer,4644,7
110038103985174,Inspektionen för vård och omsorg,These ads ran without a disclaimer,4643,1
542362382605869,Matteappen Magma,These ads ran without a disclaimer,4642,2
146835005410015,Socialdemokraterna i Region Sörmland,These ads ran without a disclaimer,4642,8
103312446472124,Socialdemokraterna i Mora,ANNA-CARIN NICE MATTSSON,4640,25
671368716225745,Socialdemokraterna Vellinge,Karin Barbro Agneta Persson,4636,7
337587266360398,Sko-Forum,These ads ran without a disclaimer,4636,1
111515784025210,Centerpartiet i Malung-Sälen,Asny Katrin Halvarsson,4630,19
195995784338636,Liberalerna Ystad,Liberalerna Ystad,4630,8
103116771609252,Enskilda Högskolan Stockholm - University College Stockholm,Enskilda Högskolan Stockholm,4630,3
2372721109716752,Soporteonline.com.ar,These ads ran without a disclaimer,4627,3
440499852652191,Miljöpartiet de gröna i Uppsala län,Miljöpartiet de gröna Uppsala län,4623,5
104399084278086,Socialisterna - Välfärdspartiet Uppsala,Socialisterna Välfärdspartiet Uppsala,4621,25
374742579289874,Jämställd Utveckling Skåne,Jämställd Utveckling Skåne,4620,4
538534712963130,CUF Västernorrland,CUF Västernorrland,4617,7
117944114905336,Ledarna - Sveriges chefsorganisation,These ads ran without a disclaimer,4617,6
188616781161573,World Animal Protection Sverige,These ads ran without a disclaimer,4615,19
1688214178159008,BARONS,These ads ran without a disclaimer,4614,8
1637235179915122,Medborgerlig Samling Södermanland,Medborgerlig Samling Södermanland,4614,23
123705994148511,Anton Sjöstedt - Politiker,Anton Sjöstedt,4609,25
120014639840682,Frida Nilsson - Centerpartiet,Frida Nilsson,4604,9
1287223391365382,Naturskyddsföreningen i Blekinge,Naturskyddsföreningen i Blekinge,4598,14
769689373178831,Sjukvårdspartiet Västernorrland,These ads ran without a disclaimer,4595,24
309283471958,Hyresgästföreningen Region Sydost,Mats Olof Claesson,4593,5
136417186373996,Malmö universitet,These ads ran without a disclaimer,4592,9
1097725653720125,Sossariboo,Boo socialdemokratiska förening,4592,25
110708028146377,Beata Allen kandidat 2022 Centerpartiet,Beata Allen,4580,9
181590825305317,COWI Sverige,COWI AB,4575,2
500234340030446,MUF Härnösand,Melker Skoglund,4568,1
526683617389695,Rejlers,Rejlers AB,4565,1
15223945415,Svenska kyrkan,These ads ran without a disclaimer,4560,2
286176164588316,Kryssa Jesper Lindholm för klimaträttvisa,Kryssa Jesper,4559,13
138898442878760,Lindströms Bil,These ads ran without a disclaimer,4558,2
147084478668777,Vänsterpartiet Hofors,Vänsterpartiet Hofors,4554,15
666488120043442,Vänsterpartiet Norrtälje,Vänsterpartiet Norrtälje,4549,27
232771530238295,Liberalerna Ljungby,Liberalerna,4548,6
104150768465045,Med Israel för fred - MIFF Sverige,These ads ran without a disclaimer,4547,4
462804940464135,Lysekilspartiet,Björn Bexér Martinsson,4545,21
100332306021176,Acko Ankarberg Johansson,Kristdemokraterna,4544,5
826965517348162,LINK Arkitektur,LINK arkitektur,4538,29
1371798766279823,Kaunis Iron,These ads ran without a disclaimer,4537,11
110420284961,SFS - Sveriges förenade studentkårer,Sveriges Förenade Studentkårer,4536,10
162866610403861,SolidEngineer,Johanna Doorn,4525,18
153620962993,RFSU Uppsala,Ulrika Dane Rfsu,4525,7
1768135556732404,Anteiku Tatto Studio & body piercing,These ads ran without a disclaimer,4523,41
351875968164908,Liberalerna Bromma,Liberalerna Bromma,4518,44
157785100941358,Region Skåne,Region Skåne,4517,3
2061745450592187,Erik Liljeberg - Moderaterna,Liljeberg Erik Hans,4515,3
636674963068916,Vänsterpartiet Sundsvall,Vänsterpartiet Sundsvall,4513,16
1557300247877493,Karlholm Strand,Karlholm Strand,4513,2
177800338944751,Hyresgästföreningen region Stockholm,These ads ran without a disclaimer,4512,10
451256781884275,Klondike Adventures,These ads ran without a disclaimer,4511,5
164355807916,Moderaterna i Jönköpings Län,These ads ran without a disclaimer,4507,10
664030067045642,Sverigedemokraterna Bollnäs,Sverigedemokraterna Bollnäs,4504,8
1429379000693011,Solinnovation.se,These ads ran without a disclaimer,4504,3
189361506081,Allas,These ads ran without a disclaimer,4502,3
143771795688415,Vänsterpartiet Ängelholm,Oscar Saul Funes Galindo,4502,15
515107371913663,Samling för Sigtuna,Samling för Sigtuna,4502,4
1694758184070779,Sverigedemokraterna Ekerö,Anne Cecilia Fors,4501,21
303651326752820,1177 Västerbotten,KSMG,4500,1
106270541499392,Filip Haugland,Filip Haugland - Kristdemokraterna,4500,6
2256836864595743,Susanna Gideonsson,Handelsanställdas förbund,4500,6
592229251236244,SEM AB,SEM AB,4500,3
268315547028118,Moderaterna Innerstaden,Moderaterna Innerstaden,4500,7
183829141649898,SV Stockholms län,Studieförbundet Vuxenskolan Stockholms län,4500,12
419549398177787,Region Kronoberg,KSMG,4500,2
555683434553241,Liberalerna Lund,Karlson Christoffer Johan,4499,2
154369674717313,Socialdemokraterna Blekinge,Socialdemokraterna i Blekinge,4493,10
264426550246963,Kalmar fortsatt framåt - Socialdemokraterna i Kalmar,HELLMAN LINUS PER-ERIK,4490,4
66732884076,Farhang.nu,Farhang.nu,4484,6
246496118807270,Rejmes Lastvagnar,These ads ran without a disclaimer,4481,4
513912625356916,Vård för pengarna,Vård för pengarna,4470,10
545798672223378,Vänsterpartiet Finspång,Vänsterpartiet Finspång,4467,34
1481124795271269,Swerock,These ads ran without a disclaimer,4465,11
1506025182942351,Miljöpartiet de gröna i Malmö,Miljöpartiet De Gröna I Malmö,4463,7
737343579656732,Socialdemokraterna i Eksjö kommun,Socialdemokraterna i Eksjö kommun,4450,18
186258296859,Kommunistiska Partiet i Växjö,"Kommunistiska Partiet, Växjö",4448,15
303963156401468,Centerpartiet Halland,These ads ran without a disclaimer,4448,9
103915918247717,Bulletin,These ads ran without a disclaimer,4447,10
1308296045984813,Adnan Dibrani - Socialdemokraterna,Ghafari Sebastian,4446,7
258559677939181,Liberalerna Arvika,Liberalerna Arvika,4446,21
103705215128651,We Select Jobs,These ads ran without a disclaimer,4445,10
211516458939094,Vellinge kommun,Vellinge kommun,4445,5
965154510165786,Sverigedemokraterna Ockelbo,Sverigedemokraterna Gävleborg,4443,8
190924054264295,Lund University School of Economics and Management,Ekonomihögskolan vid Lunds universitet,4430,6
101117025226319,Nilar,These ads ran without a disclaimer,4429,3
114360618604497,Malmö Konsthall,Malmö Konsthall,4428,14
352247356426,Piratförlaget,Piratförlaget,4422,7
122701824418046,ADRA Sverige,ADRA,4418,16
297923747637590,Eva B Arnesson - KD,Eva B Arnesson - KD,4413,43
120216874723147,Svenskt Sigill,These ads ran without a disclaimer,4411,9
902764029818093,Childxfoundation,Child 10,4409,10
718752751650333,OTM Eko Energi AB,These ads ran without a disclaimer,4408,4
587316768342742,Romer i Stockholm,Romer i Stockholm,4400,4
498767116802809,Vänsterpartiet Region Stockholm,These ads ran without a disclaimer,4400,9
185150584869922,Sverigedemokraterna Södermanland,Sverigedemokraterna Södermanland,4397,3
537334199630875,Essity Careers,These ads ran without a disclaimer,4396,17
160861607809204,Funktionshinderbanan,These ads ran without a disclaimer,4395,3
1630862710497879,Oatly,These ads ran without a disclaimer,4394,2
623375534361141,Displate,These ads ran without a disclaimer,4393,68
271153896328530,Investing.com,These ads ran without a disclaimer,4392,202
1495860637344440,Centerpartiet i Sunne,SUNNE KOMMUNORG AV CENTERPARTIET,4391,21
439408222749809,Socialdemokraterna Västmanland,Socialdemokraterna i Västmanland,4381,15
242795945821731,Centerpartiet Lund,Centerpartiet Lund,4379,8
790133291013775,Vegoforum,Svensk mat- och miljöinformation,4374,10
459334801186030,Upplyst,Upplyst,4371,10
102243155727226,Dalälvens Demokratiska Parti,Roberth Phegasus Björk,4370,11
103425979164892,uturn.mobi,uturn.mobi,4355,11
214714535294863,Moravänstern - Vänsterpartiet Mora,Vänsterpartiet Mora,4355,20
615617541806809,Vänsterpartiet Jämtland Härjedalen,Vänsterpartiet Jämtland Härjedalen,4351,21
450439405144673,RadioPlaySE,Maja Thomhave,4351,8
1216240075170185,Svensk Live,Svensk Live,4345,11
111167028176337,Позвони России,These ads ran without a disclaimer,4344,2
334176537293865,Vänsterpartiet Höör,Vänsterpartiet Höör,4343,32
707565442772760,Castellum AB,Castellum AB,4336,6
103953609645359,SCB - Statistiska centralbyrån,Statistiska centralbyrån,4336,12
1307727569320278,Moderaterna i Arboga,Soderland Anders Mikael,4336,5
316312461895002,Protect Our Winters Sweden,Nicole Modigh,4331,3
156298131645410,Kristdemokraterna Eslöv,Estenlund Per Samuel,4329,7
237863203023150,Vänsterpartiet Umeå,Sellstedt Karl Sven Andreas,4328,17
1992227544209769,Fredrik Brange,Norrman Brange Fredrik Oskar,4327,12
18880778360,ActionAid Sweden,These ads ran without a disclaimer,4321,12
105224888660907,Jakt och Politik,Moderaterna,4300,5
139047112785592,Centerpartiet Linköping,Felix Grönqvist,4300,5
107989304685378,Alstra,These ads ran without a disclaimer,4299,3
220353389618,The Local Sweden,The Local,4297,12
313671265509,Tankesmedjan Tiden,Schulin Amanda Elisabeth,4296,4
799284903479521,Hyresgästföreningen region Mitt,Collin Petra Jessica,4296,20
359314984223280,Lambertsson Sverige AB,Camilla Sjödin,4296,10
740435795991095,Kristdemokraterna i Örkelljunga,Kristdemokraterna Örkelljunga,4292,17
604511589576144,Socialdemokraterna Bjuvs kommun,Socialdemokraterna i Bjuvs kommun,4287,9
521160684613077,Vänsterpartiet Hudiksvall,Vänsterpartiet Hudiksvall,4285,30
111646266888014,Frivillig Röda Korset Karlstad,Ingegerd Hedén,4281,19
110158785148809,Daniel Holking,HOLKING CARL-JOHAN DANIEL,4276,24
115517698509744,Lantmännen Career,These ads ran without a disclaimer,4270,3
791705077698284,HPSolartech,These ads ran without a disclaimer,4268,3
1404655373128699,Kristdemokraterna i Hultsfred,Anders Andersson,4261,120
519827801393427,Liberalerna Danderyd,Peter Dörlich,4256,32
167324900499535,Ola Persson - Region Värmland,Ola Olof Per Persson,4252,8
183977047233,Centerpartiet i Hedemora,Mediagruppen Dalarna AB - Bombini,4250,5
154533721332462,Centerpartiet i Stockholms län,These ads ran without a disclaimer,4249,1
114239835279467,Argon Audio,These ads ran without a disclaimer,4241,1
1165662146817903,Personal care assistants Stockholm FA Assistans,These ads ran without a disclaimer,4241,1
939004146262372,Volt Sverige,Rolf Michael Holz,4240,13
563609460751251,Emilia Bjuggren,Socialdemokraterna i Stockholm,4234,7
706368992811946,Liberalerna Skurup,Liberalerna Skurup,4233,11
155972594455768,Moderaterna i Knivsta,Moderaterna i Knivsta,4231,5
101694568427294,Baggy.se,These ads ran without a disclaimer,4228,27
503184230205740,Nej till vänster i välfärden,Oliver Rykatkin,4226,4
