Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
101549598153966,vonkurotsuki,These ads ran without a disclaimer,222,1
107555694411597,小 说 阅 读 吧,These ads ran without a disclaimer,222,7
134771529879464,Dr. Hyun Jin Preston Moon,These ads ran without a disclaimer,222,2
235729379872117,Bayad,These ads ran without a disclaimer,222,1
106307257663380,dlandreality,These ads ran without a disclaimer,222,1
1583047495355297,Doc Alfie Bonifacio - Smile Angelenos,These ads ran without a disclaimer,222,2
788086151326661,Style by Rizzy,These ads ran without a disclaimer,222,1
111096728040902,Birdutek,These ads ran without a disclaimer,222,5
135801289794462,The TLC Solution,These ads ran without a disclaimer,222,1
104620532552372,Hogi Weight Loss Milk Center,These ads ran without a disclaimer,222,1
102241004822128,Кришталево Чиста Україна,These ads ran without a disclaimer,222,1
107545511879275,Live Ukraine Animals,These ads ran without a disclaimer,222,1
101507579114996,PayDay,These ads ran without a disclaimer,222,1
100260835925389,Liubinga-4,These ads ran without a disclaimer,222,1
462680307174451,Lightborn,These ads ran without a disclaimer,222,6
155445994470600,Pitstop Motors Inc.,These ads ran without a disclaimer,222,1
1655053987872024,Bloomberg Green,These ads ran without a disclaimer,222,2
186659698074780,David Pack,These ads ran without a disclaimer,222,1
101746235324622,Chocostore,These ads ran without a disclaimer,222,2
440544503154879,Klinio - Diabetes Management App,These ads ran without a disclaimer,222,2
116588970207770,7-In-1 Online Business,These ads ran without a disclaimer,222,1
103933902461892,Tritydo - Say goodbye to your lung disease in 7 days of use,These ads ran without a disclaimer,222,4
105861294966787,IAMWorldwide SATX,These ads ran without a disclaimer,222,2
110717760826936,National Ballet of China,These ads ran without a disclaimer,222,1
665492966949443,When Women Pray God Answers.,These ads ran without a disclaimer,222,1
1895858737325468,Familia Abusados,These ads ran without a disclaimer,222,1
102107497851841,Donald's Empire,These ads ran without a disclaimer,222,2
101541845851770,AMBE na 2022,These ads ran without a disclaimer,222,1
832562600168627,Free Heroins Hold: The Dylan Pearson Project,These ads ran without a disclaimer,222,1
103587522233627,Dito,These ads ran without a disclaimer,222,1
16387505591,International Rivers,These ads ran without a disclaimer,222,1
200146900023955,American Dream Network,These ads ran without a disclaimer,222,3
111601978085938,Pashoky,These ads ran without a disclaimer,222,1
113738296657544,Kelly Oliver,These ads ran without a disclaimer,222,2
105543638683108,ChenguanjiE,These ads ran without a disclaimer,222,1
104477242040437,Team Mercado Chavez Robles,These ads ran without a disclaimer,222,1
113410323861882,Save_your_heart,These ads ran without a disclaimer,222,1
525421700832365,Protectors of The Wood Adventure Series,These ads ran without a disclaimer,222,3
335419916512727,International Jazz Day,These ads ran without a disclaimer,222,1
2109108252661643,OpenPark.us,These ads ran without a disclaimer,222,1
462018777253886,UFC Fight Pass,These ads ran without a disclaimer,222,2
130897002880,Parsons School of Design,These ads ran without a disclaimer,222,1
1231268420292112,Philosophyofgoodnews,These ads ran without a disclaimer,222,2
288658944601468,Al-Amal Foundation - Reyadah,These ads ran without a disclaimer,222,1
105359824568190,VIEA,These ads ran without a disclaimer,222,1
106399771418489,Magnesium Oil Spray,These ads ran without a disclaimer,221,1
166803224046060,LGUSuite,These ads ran without a disclaimer,221,2
1655824624721898,Broadcasters' Forum Online,These ads ran without a disclaimer,221,2
1271173266230816,Inspire Financial Community,These ads ran without a disclaimer,221,1
105207158508226,Kay Inday Sara Lilipad Ang Pilipinas,These ads ran without a disclaimer,221,1
153883896059,戒邪淫/淫,These ads ran without a disclaimer,221,2
117679042975587,Center for Market Education,These ads ran without a disclaimer,221,1
107434401890074,Pro Philippines,These ads ran without a disclaimer,221,10
1909669545774052,SK Brgy. 168 Deparo,These ads ran without a disclaimer,221,1
107375504353152,NERKS ART tailoring,These ads ran without a disclaimer,220,1
1834551350138926,MIKOK,These ads ran without a disclaimer,220,1
365146224120080,Memecore,These ads ran without a disclaimer,220,1
109591787259223,Let Us Thrive Foundation,These ads ran without a disclaimer,220,12
108805471621689,Go - Duterte Ako,These ads ran without a disclaimer,220,1
841515879314129,EGG Philippines,These ads ran without a disclaimer,220,2
106658591979559,Mac&J window blinds trading Bacolod branch,These ads ran without a disclaimer,220,1
104717325519912,JBADC Childcare Matina,These ads ran without a disclaimer,220,1
103161482150207,Manny Darimbang,These ads ran without a disclaimer,220,1
111357238071562,Avida Sales Corp. by Angela Fei Bonaobra,These ads ran without a disclaimer,220,1
1426574284236014,Mommy Bloggers Philippines,These ads ran without a disclaimer,220,3
347008942518276,Zamoranos JEFF,These ads ran without a disclaimer,220,1
106310757702558,Miss Kayapa,These ads ran without a disclaimer,220,1
109516773791429,El Covido,These ads ran without a disclaimer,220,1
110845307227779,Lamrag Sinirangan,These ads ran without a disclaimer,219,2
100175622906267,Save Palawan's Forests,These ads ran without a disclaimer,219,2
101492822843057,Alpha Bookkeeping Services,These ads ran without a disclaimer,219,1
2152946938263808,Salon De Pamplona,These ads ran without a disclaimer,219,2
104482538979434,uaeinmanila,These ads ran without a disclaimer,219,1
107592760665091,Solid Cavite,These ads ran without a disclaimer,219,2
112499003505294,Gsus - Green & Sustainable Lifestyle,These ads ran without a disclaimer,219,3
106712808491049,Travelpedia,These ads ran without a disclaimer,219,4
105735297436954,checkin.ph,These ads ran without a disclaimer,219,2
1730630540553065,Curio,These ads ran without a disclaimer,219,3
106687475324860,"Team Leni Robredo - Talayan, QC",Nestie Bryal Cosipag Villaviray,219,2
111353157087307,7000,These ads ran without a disclaimer,218,1
101870002163027,Lulu Chat,These ads ran without a disclaimer,218,1
789873511120587,All About Circuits,These ads ran without a disclaimer,218,8
140598786059467,"Марк Котлярский, журналист и писатель",These ads ran without a disclaimer,217,1
100727442359828,Weather Forecast,These ads ran without a disclaimer,217,1
2152590788324757,Amigoz Advertising Services,Amigoz Advertising Services,217,2
106991971702604,"Maloles, Atty Raquel",These ads ran without a disclaimer,217,2
457773217702135,ConvertKit,These ads ran without a disclaimer,217,5
198472083586083,YATTA (Youth Advocates Through Theater Arts),These ads ran without a disclaimer,216,1
112002663703171,Printwear.ph,These ads ran without a disclaimer,216,4
292688165857277,Urdaneta ang Bayan ko,These ads ran without a disclaimer,216,1
104132928436816,Online Pinoy Negosyante,These ads ran without a disclaimer,216,2
439913236046535,L's Pearls and accessories,These ads ran without a disclaimer,216,1
1631700653789286,Moving On,Rebecca C. Sorelo,216,2
556831647720327,The Nib,These ads ran without a disclaimer,216,5
1713587738738869,Prayer & Passports,These ads ran without a disclaimer,216,1
108127151673292,"Konsehal Vj Porte Pagbilao, Quezon",These ads ran without a disclaimer,216,4
212428362170262,"NGO & Civil Society Center, Asian Development Bank ADB",These ads ran without a disclaimer,216,4
247680168724723,Nurses for Change Movement,These ads ran without a disclaimer,215,2
357667454844489,Go Future Fresh,These ads ran without a disclaimer,215,6
132405688679997,Mitsubishi Amazing Deals - Philippines,These ads ran without a disclaimer,215,1
402374586906969,DKT WomanCare Global,These ads ran without a disclaimer,215,2
112390038015570,Kevin Cosme,These ads ran without a disclaimer,215,1
106740608840417,Century Properties by Gian Carlo de Guiño,These ads ran without a disclaimer,215,4
73798979803,The Asian Banker,These ads ran without a disclaimer,215,3
148207349232909,"Medic Central - Bls, Acls, Ecg with Intubation Demo and Basic Phlebotomy",These ads ran without a disclaimer,215,1
102409696027581,Elly Nawlngpakesayuo,These ads ran without a disclaimer,214,2
326863914048836,Francorp Ph (Franchise Consultant),These ads ran without a disclaimer,214,1
105744932277590,Bambusa Innovations,These ads ran without a disclaimer,214,1
207737989356663,Called To Rescue PH,These ads ran without a disclaimer,214,1
104845298876764,Jonathan Mihocek,These ads ran without a disclaimer,214,1
121011179296668,Waki world,These ads ran without a disclaimer,214,6
107294608879324,habibiecenter,These ads ran without a disclaimer,213,1
388213658246759,Save Money and Invest Wisely,These ads ran without a disclaimer,213,1
145724399481740,Choy Alas Batang Pasay,Marvin Soon Salinas,213,1
311278685609822,Fundacja Centaurus,These ads ran without a disclaimer,213,2
98081062483,Lifeword,These ads ran without a disclaimer,213,1
101293305890123,DREAM Team,These ads ran without a disclaimer,213,5
107171364443530,CareHub Medical Services,These ads ran without a disclaimer,213,6
186906798633097,Bayan-Natin,These ads ran without a disclaimer,213,2
111134734119728,Ecclesia Reformanda,These ads ran without a disclaimer,212,2
106234994931521,Liezel Tayson,These ads ran without a disclaimer,212,2
110114478470489,GAB Eye Care Clinic,These ads ran without a disclaimer,212,2
115167317834606,Great Life for You,These ads ran without a disclaimer,212,1
106421505079537,BLM Black Lies Matter,These ads ran without a disclaimer,212,1
7243996982,Voices of Youth,These ads ran without a disclaimer,212,3
218012662375766,SK Jeni Sebastian,These ads ran without a disclaimer,212,1
101430518529700,Milly by Paperdolls,These ads ran without a disclaimer,211,1
186792721453489,IAM Online Business At Home by Jesriel,These ads ran without a disclaimer,211,2
1609554346035347,"79th Infantry ""Masaligan"" Battalion, 3ID, PA",These ads ran without a disclaimer,211,1
100734598980267,Direk Jerico Vir Filomeno,These ads ran without a disclaimer,211,4
122071886366019,Regional Juvenile Justice and Welfare Committee - IV Mimaropa,Juvenile Justice and Welfare Council,211,1
101181941813098,Regional Juvenile Justice and Welfare Committee - CAR,Juvenile Justice and Welfare Council,211,1
120243386510776,Team Leni Robredo RIZAL,These ads ran without a disclaimer,210,1
112032927373714,Mga Bayani Ng Marikina,These ads ran without a disclaimer,210,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,210,14
120781447628331,Bantz Nessa,These ads ran without a disclaimer,210,1
259547204248504,Toquero Photography and Video,These ads ran without a disclaimer,210,1
100745759207652,"Manuel ""Lakay"" Taytayon Supporters",These ads ran without a disclaimer,210,4
588628864866921,Gateway Bridge Educational Consultancy  Laguna Branch,These ads ran without a disclaimer,210,1
1313013865423596,Cherry DV Agoyaoy,These ads ran without a disclaimer,210,2
107225011094980,Negros Now Daily / Negros Weekly,These ads ran without a disclaimer,210,1
109953897520236,Regional Juvenile Justice and Welfare Committee - XII,Juvenile Justice and Welfare Council,210,1
1077816825610769,Uplatz,These ads ran without a disclaimer,210,9
101203912269484,Nabi's Shop,These ads ran without a disclaimer,210,2
111170443789013,RAK TV,These ads ran without a disclaimer,209,1
112502631205207,"18 Maristela ""Pidong""",These ads ran without a disclaimer,209,3
103805691670966,June,These ads ran without a disclaimer,209,1
1338453529569914,BasaPilipinas,These ads ran without a disclaimer,209,1
109953897520236,Regional Juvenile Justice and Welfare Committee - XII,These ads ran without a disclaimer,209,1
101985302208896,MRPG Ukay-Ukay Supplier,These ads ran without a disclaimer,209,1
104799671303164,Stem Cell - Purtier Placenta,These ads ran without a disclaimer,209,4
103985842548932,Studio Hyte,These ads ran without a disclaimer,209,1
2195252990788775,COY16,These ads ran without a disclaimer,209,1
103339248910207,IKsplor,These ads ran without a disclaimer,209,1
893209804167472,"Ukay Ukay Direct Supplier Baclaran,Pasay City",These ads ran without a disclaimer,209,1
110648848539107,Pangasinan Push Bike,These ads ran without a disclaimer,209,1
100802455642108,Closet ni Calcifer,These ads ran without a disclaimer,209,1
100220464994125,今夜小情歌,These ads ran without a disclaimer,209,2
100744108065114,MIT Center for Sustainable Resource Management,These ads ran without a disclaimer,209,1
104070804549354,Saviors power 4 System,These ads ran without a disclaimer,209,2
100129772225102,SmartMed Pharmacy,Emmanuel Saguinsin Paras,209,1
111114001507274,Shizzo,These ads ran without a disclaimer,208,1
222066802055834,Miss Sticker Gaming,These ads ran without a disclaimer,208,1
106101375030276,Armor shop online,These ads ran without a disclaimer,208,2
107966241769028,ChenguanjiF,These ads ran without a disclaimer,208,1
246942952499014,Regional Juvenile Justice and Welfare Committee - VIII,Juvenile Justice and Welfare Council,208,1
105860308519010,Instamedix Medical Service,These ads ran without a disclaimer,208,1
1350618661689697,Board Member Pastor Ross Resuello,These ads ran without a disclaimer,208,2
105331095684317,RAFFY Tulfo Supporters,These ads ran without a disclaimer,208,1
114269956946636,materials_vs,These ads ran without a disclaimer,208,2
113710667012361,Arte Catolica,These ads ran without a disclaimer,208,1
831448973626558,IOI 2021 Singapore,These ads ran without a disclaimer,208,1
2223335664563130,OneConnect Financial Technology,These ads ran without a disclaimer,208,1
103459395004038,HSG - Health So Good Clinics and Diagnostics Center,These ads ran without a disclaimer,208,2
100247269117232,Color game PH,These ads ran without a disclaimer,208,1
109823444811518,KakamPink,These ads ran without a disclaimer,207,5
103358801230156,Versatile Printing Services,These ads ran without a disclaimer,207,2
860014680805318,Cabela and Schmitt,These ads ran without a disclaimer,207,1
110487618061943,Possible Lucks - HK,These ads ran without a disclaimer,207,5
1996719267287983,Jhandhi Online,These ads ran without a disclaimer,207,1
112225491465564,djoung,These ads ran without a disclaimer,207,1
1645459409043340,Haj Aura,These ads ran without a disclaimer,207,5
103332751858886,Tambayan ni Juan,These ads ran without a disclaimer,207,1
109960267304852,Gripgo,These ads ran without a disclaimer,207,1
106785924167671,Heesbigirl,These ads ran without a disclaimer,207,7
633395826695804,SGD Coffee,These ads ran without a disclaimer,206,1
105000761317631,PATAS,These ads ran without a disclaimer,206,1
103113119155897,Libin Theatre Medical,These ads ran without a disclaimer,206,2
111016327285581,HarmonyUp,These ads ran without a disclaimer,206,4
108882578364315,"The working ""Benguet Cowboy""",These ads ran without a disclaimer,206,2
691837981195521,Direct supplier Vigan Longganisa and Bagnet Wholesale.,These ads ran without a disclaimer,206,1
1148445221837910,DEYM,These ads ran without a disclaimer,206,2
116790723781247,Laag Kape Bantayan - Main,These ads ran without a disclaimer,206,2
116142384742596,Dr.Paragis PH-1,These ads ran without a disclaimer,206,1
271656540197991,Ate EM’s Travel & Tours,These ads ran without a disclaimer,206,1
107474007681615,Donate to Save Yemen Lives,These ads ran without a disclaimer,206,1
805528809522075,Philippine Council for Agriculture and Fisheries,These ads ran without a disclaimer,206,3
263126185543164,Ninong,These ads ran without a disclaimer,206,1
104713441350381,Join the Hype,These ads ran without a disclaimer,206,2
116987266749517,Cenon Mayor,These ads ran without a disclaimer,206,1
104978095463897,jadmakeupatelier12,These ads ran without a disclaimer,206,1
373028172828341,La Salle College Antipolo,These ads ran without a disclaimer,206,1
100431148202500,Moonlight Online,Caloy Tebada,206,1
109247933882927,JMS Printing Services,These ads ran without a disclaimer,206,2
204159256274716,The Third Secret of Fatima,These ads ran without a disclaimer,205,1
102735835760757,Aventurado,These ads ran without a disclaimer,205,1
1073428896179455,"Vice Mayor Sebastian ""Baste"" Duterte",These ads ran without a disclaimer,205,2
623761824782109,Zanvos,These ads ran without a disclaimer,205,9
105447758557208,Batang Kyusi,These ads ran without a disclaimer,205,5
110454827965403,Trending Stories,These ads ran without a disclaimer,205,1
1733260306933913,Department of Science and Technology - Surigao del Norte,These ads ran without a disclaimer,205,9
101384365181685,Tita Eda's Page,These ads ran without a disclaimer,205,1
110653721970889,Stavellan reflectors,These ads ran without a disclaimer,205,1
101055604941706,Labao Para sa Tanan,These ads ran without a disclaimer,205,2
1623532741211909,XS Multimedia,These ads ran without a disclaimer,205,1
108565577535100,Extremely Together Philippines - Panaghiusa,These ads ran without a disclaimer,205,2
113917093683542,Barakojuan,These ads ran without a disclaimer,205,1
104123265218872,FBFM,These ads ran without a disclaimer,204,2
225170267856908,TSM - Silent No More,These ads ran without a disclaimer,204,2
123538756117291,Bonnav Tax and Accounting Services,These ads ran without a disclaimer,204,1
105753587508989,𝑽𝒂𝒍 𝑫𝒆𝒗𝒂𝒏𝒔𝒉𝒂,John Robert Val Calongsod Tenso,204,8
102000755210880,"Konsehal Melvin ""Jun"" Lamata",Moses Pascual Mañara,204,2
109433824064879,Project Golden Apple,These ads ran without a disclaimer,204,1
1262156320556186,ARTMO,These ads ran without a disclaimer,204,1
101621892390570,The Print Studio,These ads ran without a disclaimer,203,1
105173721927638,HMO Talk Philippines,These ads ran without a disclaimer,203,2
105716345293804,Anakbanwa,These ads ran without a disclaimer,203,1
113998053805011,Jonson E-bike San Joaquin,These ads ran without a disclaimer,203,2
108478750585751,Barojabo Alfeche Roberto Jave,These ads ran without a disclaimer,203,2
285403455681355,Railway Children India,These ads ran without a disclaimer,203,1
106543767709864,Hear My Voice- Women's Network,These ads ran without a disclaimer,203,11
2129567504029169,The Cathay YSS Distributors Company Inc.,These ads ran without a disclaimer,203,2
106834337892564,Jcoms,These ads ran without a disclaimer,202,1
111062940480245,Gail Jao,These ads ran without a disclaimer,202,3
280538086472,We Love Gumaca,These ads ran without a disclaimer,202,4
101939458459064,MUDRA Vlogger,These ads ran without a disclaimer,202,1
195225217279783,Jessa Flores-Mier,These ads ran without a disclaimer,202,1
100350625140195,Dental Valley Clinic,Darwin Bamba Resuello,202,1
175913779279666,May TAMA ka,These ads ran without a disclaimer,202,1
101044349154897,Portable Suob by Doc Willie Ong,These ads ran without a disclaimer,202,1
110207801349284,Aborlan Moving Forward,These ads ran without a disclaimer,202,6
1722520228078847,Female Invest,These ads ran without a disclaimer,202,2
110533887159688,GO Ilocos,These ads ran without a disclaimer,202,1
102033158578719,Devon Car Rental,Anthony Tamisen,202,1
106974648147279,KFC Pelepens,These ads ran without a disclaimer,202,1
526327500799853,China.org.cn,These ads ran without a disclaimer,202,2
102418909039091,Tanauan City of Sins,These ads ran without a disclaimer,201,1
604342493073354,The Conjugal Dictatorship of Ferdinand and Imelda Marcos,These ads ran without a disclaimer,201,1
100682055794821,Business Music Lovers,These ads ran without a disclaimer,201,2
157629281005241,한국서부발전,These ads ran without a disclaimer,201,1
203463343524444,Rotary Club of Roces,These ads ran without a disclaimer,201,3
103670975378146,Air Tool - Fast VPN B,These ads ran without a disclaimer,201,4
108998725157447,Chinooks Sta Cruz Branch,These ads ran without a disclaimer,201,1
103397605241994,Manny Pacquiao Supporters,These ads ran without a disclaimer,201,1
102570325255802,BRO JOHN Castriciones Supporters,These ads ran without a disclaimer,201,2
106160905222215,BBM SARA D. 2022,These ads ran without a disclaimer,201,1
101782209083335,Hagon,These ads ran without a disclaimer,200,1
106941132032710,Miagao News,Andrea O. Guanco,200,1
108497858498498,Pilipinas Para sa 4Ps Party-List,These ads ran without a disclaimer,200,2
107203548673186,Miagao Group,Andrea O. Guanco,200,1
115276843718541,Ofisina Resources Corporation,These ads ran without a disclaimer,200,1
104110388048177,Zoelife The Advantage,Angelyn Valmadrid Detablan,200,3
683055952088991,Edno Joson - CPM Official,These ads ran without a disclaimer,200,1
1423504567780761,KL Printing Shop,These ads ran without a disclaimer,200,1
101401954966956,Kurtieee Gaming,Kurt Axl Bernal,200,3
106563078106456,Bahaghari,Klent G. Pacao,200,1
107973837478337,JamNim Galleries & Stuff,Nikki Bagni Mutyangpili,200,2
156382321149349,Employees' Compensation Commission,These ads ran without a disclaimer,200,1
107163977907895,Manding Suman Latik - Katipunan,These ads ran without a disclaimer,200,1
105214985471178,Constitutional Law II,These ads ran without a disclaimer,200,1
192060861517876,CBRC PASAY,These ads ran without a disclaimer,200,1
111508334003973,hans_olanggo_candido,These ads ran without a disclaimer,200,1
2233788386875174,Team Maila Ting,Xyvelster Mari M Macababbad,200,1
113080740160982,Zonta Club of Nueva Vizcaya,These ads ran without a disclaimer,200,1
100819861663810,Mary Angeline Bauson,These ads ran without a disclaimer,200,1
109027587647736,Aegi's Bliss - Region 12,These ads ran without a disclaimer,200,2
703122979740831,Bash Sports Wear,These ads ran without a disclaimer,200,1
104179028579790,A&L Ukay Apparel - Mini Bodega,These ads ran without a disclaimer,200,1
104107531577239,Councilor Michelle Sweet,These ads ran without a disclaimer,200,1
101231002104798,Paz Radaza for 2022 Mayor,These ads ran without a disclaimer,200,1
112103741380648,Partido Federal ng Pilipinas - Imus Chapter,These ads ran without a disclaimer,200,2
111695717408750,"CSWDO-City of Balanga, Bataan",These ads ran without a disclaimer,200,1
102752638531432,TEK Ocampo Davao City,These ads ran without a disclaimer,200,1
102822401532550,Good Job Stamps,These ads ran without a disclaimer,200,1
197109110626229,Richjoy onlineshop,Richard Viray Serote,200,1
111920097297147,Chree's cocoon takeout,These ads ran without a disclaimer,200,1
108902241469624,Zone 8 muslim community,These ads ran without a disclaimer,200,1
101974458022032,Khea&klyde Collection,These ads ran without a disclaimer,200,1
111392281485640,Acierto Beauty & Health Products,These ads ran without a disclaimer,200,1
547821942058909,Pilipinas Today,These ads ran without a disclaimer,200,1
360837800665662,RonoThrift,James Edward Jaena  Fugata,200,1
100259295891565,Mitsubishi Imus Best deals by Lester Atienza,These ads ran without a disclaimer,200,1
104081968130559,Amazing Business Opportunity For Life,These ads ran without a disclaimer,200,1
1200458073468453,Harvy Deleon,Harvy Delmo De Leon,200,1
102957488332770,Bella Boutique,These ads ran without a disclaimer,200,1
175954075783225,UP Theta Epsilon Sorority UPLB,These ads ran without a disclaimer,200,2
105457575612971,MC SUGBU Properties,These ads ran without a disclaimer,200,1
105651975475427,Ta Goal One,These ads ran without a disclaimer,200,1
102283401675924,MCJ seatcover,These ads ran without a disclaimer,200,1
105620215206568,"Kristel ""Ytel"" Dela Cruz",These ads ran without a disclaimer,200,1
106572531430066,Dapit-Hapon,Rohanna Mae Escoreal Recoter,200,2
114535904477124,BBMS UNION of Supporters,These ads ran without a disclaimer,200,1
715805232121074,"Lyleth’s Overlooking Restaurant, Events & KTV",These ads ran without a disclaimer,200,1
103154251830656,Boss Jow Printing Services,Jowell Rivera Gonzales,200,1
407931162591064,THG Botique,These ads ran without a disclaimer,200,2
100182951789011,ALPHA Financer,These ads ran without a disclaimer,200,1
105065108626243,Robredo 2022 Iloilo,These ads ran without a disclaimer,200,2
107798968228121,Micah Yvana Hustle,Micah Yvana Macapagal Vardeleon,200,1
101615278076193,Customize & Personalize Dog Harness & Accessories Philippines,These ads ran without a disclaimer,200,1
429660797493860,BAYAN - Laguna,Justin Antonio Garcia Umali,200,1
103199138839258,Tropang Advance,Gauden-joe Olivar Sumayod,200,1
113577606697776,Konsehal Chester Tadena Dumas,Chester Tadena Dumas,200,2
104533784688124,Frugal Living,Madeline Tumamao Cantor,200,1
105776338544909,Maureen Pantoja Photography,These ads ran without a disclaimer,200,1
101002148617687,TEAbucks,Chrisselle  Padullo Saracho,200,1
115389810339118,The Fine Life Market,These ads ran without a disclaimer,200,1
1696815410631911,Phi Palmos,These ads ran without a disclaimer,200,2
118436009559594,RC Macapinlac Review & Training Services- official,These ads ran without a disclaimer,200,2
103470325418663,MACO Muslim YOUTH Association,These ads ran without a disclaimer,200,1
101107628740188,"Joval John Samonte, RN",These ads ran without a disclaimer,200,1
101605402356726,Newbhert tv.,These ads ran without a disclaimer,200,2
106195751170375,Bossmarvs.gaming,Marvin Yves Tamondong Daguro,200,1
111544217833478,GoCloset,These ads ran without a disclaimer,200,1
108893987411503,DepEd Tayo - Youth Formation - Baybayog National High School,These ads ran without a disclaimer,200,1
106356961706982,Your FOSS - Financial One Stop Shop,These ads ran without a disclaimer,200,1
105717574410876,Master 2Pher.,Christopher Degala Borja,200,2
130642386989321,JIL Malabon,These ads ran without a disclaimer,200,1
107709681013451,Viral Trending Videos,Joana May Balamay Santiago,200,1
869150623171617,KUYA Mark TV,Zetineb Sej,200,3
104326845831252,Katropang Jhed,These ads ran without a disclaimer,200,4
105717471881665,Capt. Horeb Dela Cruz,These ads ran without a disclaimer,200,1
111343261038917,Baste Benedicto,These ads ran without a disclaimer,200,1
108283584815888,Attractive Baby Liking Contest,These ads ran without a disclaimer,200,1
108832791512843,BBM Team - Bataan,These ads ran without a disclaimer,200,1
107195047362135,Julius Disamburun Official,Keccy Ignes Derilo,200,2
104592845334662,Librarians for Leni,These ads ran without a disclaimer,200,1
1676413332572493,Cole.tura Arts and Crafts,These ads ran without a disclaimer,200,1
276053969751174,Solar Home Supplies & Services,These ads ran without a disclaimer,200,1
103673421090652,Live Well Medical and Diagnostic Center,These ads ran without a disclaimer,200,1
106468498873924,MP Overruns Dagupan,These ads ran without a disclaimer,200,1
242030546484840,Divastar_KLao,These ads ran without a disclaimer,200,1
107273238268684,S&C’s Graphic Tees & Bags,Camiel Bautista Asuncion,200,1
295138811111735,Kriz Ibales of Momentum Music Festival,These ads ran without a disclaimer,200,2
1010272815715613,UE Kapit-Bisig,These ads ran without a disclaimer,200,1
1615337228769727,PinkyRed CDO OnlineShop,These ads ran without a disclaimer,200,1
108048801821976,Able Books,These ads ran without a disclaimer,200,2
104057595448645,"Architect Marjory ""Dondon"" Montalban Morano my SB",These ads ran without a disclaimer,200,1
342234192575459,Dr. Francis Myles,These ads ran without a disclaimer,200,1
173950306610482,Jamie’s Closet PH,These ads ran without a disclaimer,200,1
101294388280131,Mang Bolly's Meat Co.,Renz Sentinerial Paulite,200,3
110582138258477,Apple blossoms thrift,These ads ran without a disclaimer,200,1
110996614722343,Classique World Online Shop,These ads ran without a disclaimer,200,1
104127605471650,Maganda Hotel - Angeles,These ads ran without a disclaimer,200,1
106553164302565,Manila's Affordable Condominium,These ads ran without a disclaimer,200,1
107087188371586,Banna Blends Rice Coffee,These ads ran without a disclaimer,200,1
104491788476725,Dr.Corin Juliet Carlson - Dermatologist,These ads ran without a disclaimer,200,3
122177874534,Asian Center for Missions,These ads ran without a disclaimer,200,1
110573424754608,KILOS: Klima at Kalusugan,These ads ran without a disclaimer,199,2
105896731441964,H Dffd,These ads ran without a disclaimer,199,1
103755381235723,A&H Trading,These ads ran without a disclaimer,199,7
101194152369317,Konsehal Crispin “Coco” Magsombol,These ads ran without a disclaimer,199,1
1172014592877256,9.0 Niner Malolos Official,These ads ran without a disclaimer,199,1
113720040468080,Dishwashing kit atpb,Jason Bernardo Masakayan Pascua,199,1
107793461718437,4510 Real Talk,These ads ran without a disclaimer,199,1
106251331271908,Weiying Online Store,These ads ran without a disclaimer,199,1
156145737845714,W Talent Management,These ads ran without a disclaimer,199,1
103012638109790,Calculo Ph Tax Consultancy Services,Calculo Ph Tax Consultancy Services,199,2
102007992442299,Save Ukraine Society - SUS,These ads ran without a disclaimer,199,1
545255965897208,Kapampangan,These ads ran without a disclaimer,198,1
159494834756780,Marycris B. Caoile Bookkeeping Services,These ads ran without a disclaimer,198,1
101369142362673,Social Workers for LENI 2022,These ads ran without a disclaimer,198,1
2253786298221017,Mommy Moments PH,These ads ran without a disclaimer,198,4
102878304613665,Global Heroes,These ads ran without a disclaimer,198,17
108897172051370,Renaissance School of Science and Technology,These ads ran without a disclaimer,198,1
105485421594841,Certified UPS Mindanao,Giovanni Laurente Mainit,198,1
444184996423612,Fairies Will by Heidi,These ads ran without a disclaimer,198,1
109495457470209,The Empowered Juan,These ads ran without a disclaimer,198,1
164344500263690,Beijing Review,These ads ran without a disclaimer,198,2
1065863586765727,MarinosFam,These ads ran without a disclaimer,198,1
107322718068361,Aris Mr Agri Arzaga,These ads ran without a disclaimer,198,1
102681311503941,AKI Apparel,These ads ran without a disclaimer,198,1
102310114616853,Alexis Plays,These ads ran without a disclaimer,198,1
352651051982829,Samantha Vaughn // 初暁 �,These ads ran without a disclaimer,198,1
1573379969657329,Smart Communities,These ads ran without a disclaimer,198,1
105209348607832,Hon. Reggie “G4” David,These ads ran without a disclaimer,197,2
110644820562937,Robert M. Ursua,These ads ran without a disclaimer,197,1
1538467713131322,Davao City Funeral Flower Wreath,These ads ran without a disclaimer,197,2
105246385375911,Doctor Organic Ph,These ads ran without a disclaimer,197,1
109136271220177,Jovalyn’s Apparel,These ads ran without a disclaimer,197,1
111636150555277,AR Tees,These ads ran without a disclaimer,197,1
321370778357477,Team Mr Suave Konsehal Veluya Iba Naman Supporters,These ads ran without a disclaimer,197,4
105686207632282,KA PENNY,These ads ran without a disclaimer,197,1
108658970912847,Pinoy Latest Trend Online,These ads ran without a disclaimer,197,1
470313319810363,Tonye  Barango-Selfcare & Health Strategist,These ads ran without a disclaimer,197,2
357140194441966,Rianne Cuevas,These ads ran without a disclaimer,197,1
108516598485178,Uniteam Pilipinas,These ads ran without a disclaimer,197,4
