Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100616215857559,Yrmos,These ads ran without a disclaimer,4462,5
338248977500078,Rich Dad E-books 1.0,These ads ran without a disclaimer,4452,6
108756408239590,KAP EBOY JUAN,Josephine T. Supnet,4450,6
106668104474832,MG Gateway by Lysle P. Delfino,Lysle Delfino,4446,7
100362982703368,Filcompreneur Rider Adonis Silva UNBRK,These ads ran without a disclaimer,4440,2
211271956064121,"外交部 Ministry of Foreign Affairs, ROC（Taiwan）",These ads ran without a disclaimer,4439,2
103237941949580,JLP Apparel and Trading Gapan City,These ads ran without a disclaimer,4438,6
103370658556738,Bryan Cinco,Jason Renomeron Cinco,4435,9
107761135120542,Peter Ryan T. Flores III,Mariel Louise Cortes Flores,4432,11
101857325059222,UVA TEA - Authentic Rubelyn Gador  #09059711328,Rubelyn Agaton Gador,4429,5
101642655452218,Jinky Bitrics Luistro-Batangas 2nd District 2022,Envoy Virtual Solution,4422,7
103150301959498,Councilor Karl Pamo,These ads ran without a disclaimer,4419,7
111967557314171,Ishq ne 'ġhālib' nikammā kar diyā varna ham bhī aadmī the kaam ke,These ads ran without a disclaimer,4416,1
112477225386,TINGOG! Carolinian Party,Rachelle Joy Tan,4414,12
119782219424139,Urban Deca Homes Manila,Isiah Nielson Sereño Quimboy,4410,2
106625104799066,Gising Pilipino 2022,These ads ran without a disclaimer,4400,3
105066924195597,Councilor Cindy Rojas,Robert Jan  Carriedo Torres,4400,5
313058729156531,CWS Party-list Construction Workers Solidarity,Jebsesn Torregosa Valiente,4400,2
256709464455358,Charita Chato Junio,"Junio, Alexandre Jr Torino",4400,4
102900735719502,Friends of BM King Gutierrez,Lemuel Anne Arandia Malazarte,4397,7
346960692897920,Amazing Pure Organic Barley Philippines,These ads ran without a disclaimer,4382,5
909476522473405,National Youth Movement for the West Philippine Sea,These ads ran without a disclaimer,4379,8
113033381019107,Atty. Bulilit Martinez Solid Supporters,Eleuper Joshua Lukban Martinez Jr.,4378,9
109126578231436,MINGLANILLA Viral and Trending,Dunn Xander Carbon Perez,4376,2
112477225386,TINGOG! Carolinian Party,Gea Abigail Uy Ecoy,4376,67
101876965949915,Good-looking novels,These ads ran without a disclaimer,4375,2
189361261236882,SAN JAIME ES RISA,These ads ran without a disclaimer,4375,3
103843827691213,SSS Help,These ads ran without a disclaimer,4370,3
112312353838469,ABOT Pilipinas,Zerwin Reyes Olitan,4366,54
438864196131860,Junjun Del Rosario Batallones,These ads ran without a disclaimer,4364,3
109275810879873,Poster Child Ph,These ads ran without a disclaimer,4361,6
1029417633739417,EJ Ballesteros Joson,Tropa ni EJ,4360,16
1017409354981291,Cong. Peter B. Miguel,These ads ran without a disclaimer,4357,1
100667769054642,Buildbetterph Supporters,PBJ Mediaworks,4352,3
111219101436574,Juan Tamad Wag Tamad,Mirror Digital Communications,4349,4
106352075165169,e-Boto,These ads ran without a disclaimer,4345,12
104799091657823,Kyle Davis For MA,These ads ran without a disclaimer,4341,3
103580685581306,Poker,These ads ran without a disclaimer,4339,2
101977002094901,Lương Y: Dương Thị lan Chữa Trĩ 0362.999.235,These ads ran without a disclaimer,4339,34
105404558676204,On W Sky,These ads ran without a disclaimer,4338,3
2267061093338436,Diana Credo Apigo - Tayag,These ads ran without a disclaimer,4336,5
104233105375797,BM Enzo Concepcion,Enzo Concepcion,4335,3
107478862028628,Konsehal Giulius Samson,Giulius Samson,4330,6
256096381430228,DreamWorks Asia Pacific,These ads ran without a disclaimer,4322,2
246725867240213,Niña's Apparel,These ads ran without a disclaimer,4321,4
120764136430843,Doctor Willie Ong,These ads ran without a disclaimer,4321,2
113442371111099,Engr. Henry Medina,Abbey Marie Olegario Medina,4320,4
1578365695814294,"LSG Industrial & Office Products, Inc.",These ads ran without a disclaimer,4314,1
105610008554150,Allen Viray Ariosa,These ads ran without a disclaimer,4311,13
289836037704927,Greenergy Solar PH,These ads ran without a disclaimer,4310,3
346369219569145,Smart Newsroom,These ads ran without a disclaimer,4307,3
2384607771822174,"Office of the Vice Governor - Benguet, 2019-2022",These ads ran without a disclaimer,4305,19
105837404758081,Urban Deca Homes Ortigas BEST DEALS,Isiah Nielson Sereño Quimboy,4300,1
110352894966508,Bangon Consolacion,Chito Oplimo Aragon,4300,6
102655228999030,Coun. TED Costina Walang,Teddy Costina Walang,4300,2
401967370677593,Art Mercado,Aran Jay Genodia Sicat,4298,9
104198655368452,Team Lugud Fernandino,Angela Gabrielle Rodriguez Yusi,4294,14
107813971586235,Election Tshirt,These ads ran without a disclaimer,4293,2
107578995145614,GGA Home Doc,These ads ran without a disclaimer,4288,1
440459709390224,Hitachi Energy,These ads ran without a disclaimer,4288,34
329261510555045,Unilab Careers,These ads ran without a disclaimer,4285,1
2170085816537395,Perc Jomini Villacorta,PJ Villacorta Supporters,4283,5
107287881049310,Weekend,These ads ran without a disclaimer,4279,1
106164397610819,Properties in Rizal by VGFR,Mary Grace Valdez,4277,10
109976794859715,Alaminos Laguna for Leni 2022,Alaminos for Leni,4273,7
101026992499358,Lino O. Montilla,Lino Ortizo Montilla,4265,2
101634025704451,Trashnfts,These ads ran without a disclaimer,4263,3
104952747965500,PhilSTAR Life,These ads ran without a disclaimer,4258,3
119184075400178,Noel Juan,Noel Jr Dela Peña Juan,4255,7
107575064099908,OurEnergy2030,These ads ran without a disclaimer,4251,13
105051831969744,LocGov Law-for-All,Alberto C. Agra,4250,6
104502658667599,Konsehal Derick Berroya,These ads ran without a disclaimer,4245,5
429502990547778,"Jocelyn ""JOY"" Pesquera",These ads ran without a disclaimer,4244,4
104455018518117,Figure In,These ads ran without a disclaimer,4242,1
110573004733377,Tatay Rody Supporters,PBJ Mediaworks,4241,3
102340588645251,Team Nograles,Daog ang Barangay kay Nograles,4241,9
111528737331212,Medalya atbp.,These ads ran without a disclaimer,4233,13
101719329209226,Para sa Bayan,Jennifer Chua Lim,4231,2
100225129212859,Poled,These ads ran without a disclaimer,4228,9
109867628173478,Ronin Leviste,Roberto Antonio See Leviste,4224,7
238380769550373,Janise Iriberri Bakeshop,Jan Vincent Quintos Iriberri,4219,3
379913535548828,Espra,These ads ran without a disclaimer,4210,4
1107651346040678,DJ Game Remix in Thailand,These ads ran without a disclaimer,4209,1
1995268497225829,Maya Business,These ads ran without a disclaimer,4209,1
622079108263088,Kusug Tausug Partylist Zamboanga Satellite Office,Unido Zamboangueno,4208,13
109600864166176,Fantastic read,These ads ran without a disclaimer,4204,10
117771606296439,ChrisLyn's Online Shopping,These ads ran without a disclaimer,4204,16
200221643356497,Upsilon Sigma Phi,Upsilon Sigma Phi,4203,2
103927458377613,Man with A Vision,MAN WITH A VISION,4202,6
269556637292218,Bloomfields Flowershop in Digos City,These ads ran without a disclaimer,4201,10
103841311526109,Akari 永,Virtual Ally,4200,13
1729607710456066,PCkLin,Ma. Christina Castor Belga,4199,7
100645062400466,Finest HONEY,These ads ran without a disclaimer,4197,2
112889587230697,Looking for Juan,Looking for Juan,4196,10
100325025560868,Hypothesis Philippines,Antonio Hermosilla Tolentino,4195,3
197186436974903,Department of Tourism - Philippines,These ads ran without a disclaimer,4193,8
103955148650832,Coun. Niko Gabriel,Niko Gabriel,4190,10
104083842133959,Filina Strana,These ads ran without a disclaimer,4189,11
101889188328588,Ako Bicol Online TV,These ads ran without a disclaimer,4188,4
111969617334812,Gahi Ni Bai - Worldwide,Malvern Agusan Esparcia,4187,12
235557440690295,NEDA XI,Jonnadeth Sicat Coja,4185,2
107132981927487,Team Joemar Legaspi 2022,John Paul Inosanto Rollo,4172,3
104481228698019,Hirit sa Pagbabago Calumpit,OrangeStratComms,4170,2
102670618102667,Mayor JR Santos,These ads ran without a disclaimer,4169,5
105888405221567,Maiba Naman - Team DAD ng Pulilan,OrangeStratComms,4168,2
542371856135798,Mitch Vlogs,Marydel Separa Flores,4166,2
102033281934379,Wendel Avisado Avid Supporters,Cyrell Juyo Alingasa,4164,16
106298821846832,DAD ng Bulakan,OrangeStratComms,4162,2
290824170953345,Lian Pecho Aldabe,Leeanne Aldabe Cortez,4156,3
110559598160254,Health today,These ads ran without a disclaimer,4154,1
111641734677014,Elena Sharov,These ads ran without a disclaimer,4154,1
212837682821296,Enframe,These ads ran without a disclaimer,4152,1
110299581243966,USC Councilors of UP Alyansa,UP ALYANSA,4152,11
105282697977910,Kumbati Cebu,Kumbati Cebu,4151,28
51626468389,UNESCO,These ads ran without a disclaimer,4139,6
104723421664394,carla_baisa,These ads ran without a disclaimer,4136,1
102814848938610,Marcos-Duterte Uniteam Cebu,Francis Jonathan So Torralba,4135,3
105414913766,Pastor Apollo C. Quiboloy,These ads ran without a disclaimer,4133,1
101807072278620,Cagayan de Oro City Information Channel,Jerome L. Jungco,4126,3
110463704610731,Cute Kiwi,These ads ran without a disclaimer,4125,2
103694428753322,Become bulik,These ads ran without a disclaimer,4122,5
302819832734,Ondoy Borja,These ads ran without a disclaimer,4119,11
106953441647887,MarkLakbay,Mark Miranda Aquino,4118,27
106524641808563,Cavite na-ISKO 2022,Irene May Grepo Opulencia,4114,3
119610838121994,About Cebu,About Cebu,4112,9
103068751918252,Miyabe Tamu,These ads ran without a disclaimer,4108,4
187135961328184,HealthCore,These ads ran without a disclaimer,4101,3
107525411171131,Cong. Gabby Bordado,These ads ran without a disclaimer,4101,12
578768915796236,AngKampilan,Simon Lennard Roldan Pitao,4100,5
105818542106543,Gamma,These ads ran without a disclaimer,4098,1
159033841711118,Team Mahipus,These ads ran without a disclaimer,4098,2
402094303169317,BWI Global Union,These ads ran without a disclaimer,4094,10
107152378001663,Pompee La Viña para sa Bag-ong Cagayan,Jose Gabriel Maestrado La Viña,4094,1
475940615811456,TRUST Pinay,These ads ran without a disclaimer,4093,3
102230768615185,Inquirer News Initiative,These ads ran without a disclaimer,4091,3
1178761455494973,IAM WorldWide Opportunity by Aulbreen Dave,These ads ran without a disclaimer,4088,2
288943651496984,Arcadis,These ads ran without a disclaimer,4084,1
54034422460,DAKILA,These ads ran without a disclaimer,4084,2
106889775267356,Liquid Cinema,These ads ran without a disclaimer,4083,1
2115452865419678,Lolit Dalumpines Eleccion,These ads ran without a disclaimer,4081,12
102427391108518,R3 Printing Services,These ads ran without a disclaimer,4078,3
845620825830146,Deel,These ads ran without a disclaimer,4077,8
413934979205389,Aunell Ross,Aunell Ross,4074,4
108857905026264,Sollo,These ads ran without a disclaimer,4071,1
696039257092916,ARISE Church,These ads ran without a disclaimer,4069,12
212732770186,Tom MacDonald,These ads ran without a disclaimer,4060,4
110508567811292,I'll Mark U,These ads ran without a disclaimer,4057,6
109702597868688,James S. Edduba,Edgar Habana Ruado,4051,5
519699361443605,Municipal Government of Tboli,Antonio Renubas Cabinbin Iv,4050,11
109710341495997,Atty. Alex Abaton,Cosairi Abedin Maniri,4050,10
620563708319693,P4P - Power for People Coalition,These ads ran without a disclaimer,4044,5
102502545152691,Vabanm Vab,These ads ran without a disclaimer,4043,2
76038736444,Legal Rights and Natural Resources Center,These ads ran without a disclaimer,4043,4
101870272300428,Em Ang for Councilor 2022,Em Legaspi Ang,4033,4
104084935695718,Digital Pinoys,Digital Pinoys,4032,8
110705970630605,Shantahl Whitening Set PH,These ads ran without a disclaimer,4029,4
107543641557914,Grab Now,These ads ran without a disclaimer,4027,1
106742008449562,CARLO DELA CRUZ,Garcia Rollie James Marella,4026,8
197392763607719,Alpha Kappa Rho Empire,Deutsch Mark Aficial Cabinta,4026,4
694728977271850,Konsehal John Nikki Sotto,John Nikki Pangilinan Sotto,4020,11
111084158015394,ourenergy2030,These ads ran without a disclaimer,4007,7
106538398587703,Heallth,These ads ran without a disclaimer,4005,1
106237951188938,Fulleros Botox Builders and Design,These ads ran without a disclaimer,4004,3
109493824249756,BBM - SARA Uniteam SOLID,These ads ran without a disclaimer,4004,9
675371289312782,JG Worldwide,JG Media,4004,1
103292125682614,"Dr. Dante ""Dokie"" Doletin",Michael Dan Doletin,4003,4
194815805968,Kasama Leaders Movement,Nel Joseph Mozol,4002,5
108718348476388,Willie Ong and Madicine,These ads ran without a disclaimer,4002,1
102023275717286,Habi.Dgte,These ads ran without a disclaimer,4001,5
109550428024613,Bagong Version para sa tamang Direction,Reynante Dominguez Bagadiong Jr.,4001,14
108285398860955,Evolve Republic,Trisha Maureen Tampos Escasa,4000,8
104694344514101,Halalan 2022,Clutch Media,4000,5
109815748143404,TATO NAMAN 2022,Tato Mendoza Supporters,4000,8
238680873732751,Filipinas Next Message,WFPH,4000,1
103790965320856,Konsehal Gerry Sangga,Sheila Rose Nape Sangga,4000,1
222763397748433,"Francisco ""Bimbo"" L. Fernandez",Portia Teresita Banaynal Fernandez,4000,2
116987266749517,Cenon Mayor,Karen Delos Reyes Cainday,4000,2
322295778137,Ayala Malls TriNoma,Ayala Malls TriNoma,4000,1
108489921553473,F1rst Ko Si Leni,Team Leni Robredo,4000,1
103152762100656,Mark Cojuangco,Footsteps Digital Advertising,4000,3
1809996225715230,Governor Roel Ragay Degamo,Arminda's Cabin In The Sky,4000,2
109824251728384,"Bagong Pilipinas, Bagong Mukha","Bagong Pilipinas, Bagong Mukha",4000,2
106769451798249,"Tara Nueva Ecija, Kay Ping Lacson Na",Ping Galing Nueva Ecija,4000,4
100713659220854,Cong. Omar Fajardo,Friends of Omar Fajardo,4000,2
101984968604477,Hon. Atty Cheryl P. Deloso-Montalla,"Magpantay, Ar-jay Calimlim",4000,2
106547277362276,Do It Right,These ads ran without a disclaimer,4000,2
2435463876470284,Konsehal Alexson Diaz,Alexson Valeda Diaz,4000,3
111278810389720,Ariel Lim,Fernando Jr. Franco Roque,4000,3
105610635422885,Hindang Reformist Group,Elena Shella Tejada Villamor,4000,3
106214011821755,Andrei Paspe Pantin,Glenna Hope Joyce Tuazon Catedral,4000,2
108003808200923,Central Perks,Tyrone Joy Galasinao Dagdag,4000,2
103924921481943,UniTeam East Coast USA,These ads ran without a disclaimer,4000,4
268860413143,Reform,Michael Del Rosario Vergara,3999,12
727575037603798,Voting Centino,Rabboni Mark Jay Centino Borbon,3999,4
107319515069135,Kuya Louie Redoble,Francisco Martin Larracas Perfecto,3999,7
158239567537549,Faber-Castell,These ads ran without a disclaimer,3999,2
101255874817081,Minglanilla OPEN FORUM,Christina Garcia,3998,4
225170267856908,TSM - Silent No More,The Silent Majority - Silent No More Inc.,3997,3
104346047782609,Serbisyong Dalisay,Gen. Guillermo Eleazar for Senator Movement,3996,4
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,3996,7
104721128827714,Sana ONG Kap Jun ONG Councilor 2022,Leorenz Medina Estialbo,3995,8
109978044989438,Mountaineers for Truth,Agerico Montecillo De Villa,3994,3
242980563064616,Kay Cong. Gabby Bordado pa rin,Kay Cong. Gabby Bordado Pa Rin,3994,8
1389522197754830,IMark’s Gadgets,These ads ran without a disclaimer,3991,2
125646661448322,Jes Camara,John Albert Atanacio Cueba,3991,3
145265112840190,Kasama Ka Sa Pag-Unlad,iSapience Digital,3990,3
436449323776343,Secret Message,Virtual Ally,3989,8
848968995480590,"Hi-Value Multi Expert Diagnostic & Laboratory Center, Inc.",These ads ran without a disclaimer,3988,5
102394101663244,Romance L i b r a r y,These ads ran without a disclaimer,3988,3
102941692364446,Vodaeda,These ads ran without a disclaimer,3988,1
113104793811079,Kwentong Bayanihan,WCKD Ways Digital Marketing,3986,5
103820855432634,Healthy Hair Essentials,These ads ran without a disclaimer,3983,3
104129188952977,Thomas Tundagui Jr. for Governor 2022  Ifugao Province,Thomas Jr. Timmoog Tundagui,3980,11
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,3978,88
101424618671325,Elmer V. Catulpos,These ads ran without a disclaimer,3975,3
1987827104777967,IslamReligion.com - Tagalog,These ads ran without a disclaimer,3971,1
993863987386544,WeTalk Philippines,These ads ran without a disclaimer,3964,10
204073849604265,Woman Talks by Lactacyd,These ads ran without a disclaimer,3961,4
526646450741818,Love Baronda,These ads ran without a disclaimer,3960,10
116987266749517,Cenon Mayor,Antonio Hermosilla Tolentino,3956,6
2138180972943905,Kaliwete,Leomar Jose Nieva Doctolero Jr.,3956,4
112170614469187,RJL toktok delivery.ph,These ads ran without a disclaimer,3956,8
105738982093260,Coun. Mylen Yaranon Supporters - Baguio City,Liam Ramir Guirnalda Yaranon,3951,6
100461849486706,Fred Pascual,Department of Trade and Industry,3950,2
395770260443559,Eastspring Investments,These ads ran without a disclaimer,3948,4
546020309656800,Tres Kantos - Javellana Estante Duron,Limuel Sotto Celebria,3939,3
106984554674515,Lance Terencio,Melvin Ante Gonzaga,3936,6
975981575749224,All UP Academic Employees Union - Los Baños,All UP Academic Employees Union - Los Baños,3935,3
102937322078237,Medicated Balm with Collagen,Joint Health Solutions,3932,1
50428070267,Utah Jazz,These ads ran without a disclaimer,3931,13
110156668108682,Team Bersamin-Edaño 2022,Gherald Plurad Edano,3929,11
119790231047264,Laban ng Bayan Since 1896,The Daily Dosage Booster,3926,13
103475535451738,"Jerry ""Je-an's"" Flores De La Cruz",Cheryll Argen Almonares Geronimo,3920,6
1759941490758280,Jerry Treñas,Jose Juan Paolo Sarabia Treñas,3916,5
1100865783265699,Janus de Leon,Jan Oliver Zuñiga DeLeon,3915,2
104314401285937,Security Bank NO Collateral Personal Cash Loan,These ads ran without a disclaimer,3909,3
110645812298362,Pilipino Star Ngayon,These ads ran without a disclaimer,3904,1
131023423582752,Philippine Software Industry Association,These ads ran without a disclaimer,3900,1
106689838245804,Political Sabong Online,OrangeStratComms,3900,8
413263135546594,Magic's Kingdom Hot Spring Private Resort and Pool,These ads ran without a disclaimer,3900,5
241460385914300,Belinda Sales Canlas Writer Editor Communicator,Shiloh Ruthie Sales Canlas,3900,6
106936671762595,"Atty. Edgardo ""Ed"" Prospero",Philip Lawrence Delgado Prospero,3899,6
107276230982250,Regional Roundup,Augusto Jr Hamoy Kimpo,3896,9
105837862009417,MegaNovel: Fictions,These ads ran without a disclaimer,3891,7
328791301298128,Atty. Jem Sy,Angelica Jandusay Marcenes,3891,4
105843681189173,Nan Gerona,Fernan B. Gerona,3890,5
111519627964869,Kuya Sterling My BBM-2022Gensan Alkalde Movement,These ads ran without a disclaimer,3886,22
108315390509232,"Rudolph ""Roding"" Ganzon",Ailalay,3885,5
2192054814384762,Spex Appeal Repair Services,These ads ran without a disclaimer,3883,2
259343647965199,Inside Dinagat Islands,Julius Magallano Budlat,3878,6
102473332421168,Coach Gabs Garcia Supporters for Board Member 6th District of Cebu,Melvin Ante Gonzaga,3877,5
140441793233304,Cooking Madness - A Chef's Game Community,These ads ran without a disclaimer,3877,1
136988179785811,Siiga beauty 絲嘉美肌中心,These ads ran without a disclaimer,3877,1
98876727842,Cummins Inc,These ads ran without a disclaimer,3876,2
107798024207889,United 6111,EMPLEYADO,3875,2
139149407984,MANILA BULLETIN,These ads ran without a disclaimer,3869,3
569158643556552,Jom Bagulaya,Jose Mario Satorre Bagulaya,3868,3
104413122240776,Edson Ardosa's Political Ad,Kandy Mae Benson Rabina,3866,4
102657565234648,Silvestre Bello III,These ads ran without a disclaimer,3865,2
102890597822775,bm RIBY VILLEGAS,Sheree Celeste Erfe Villegas,3860,9
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,3857,16
103919605552896,Angkol SAM - Samuel Panilagao,Vlntn Gabutan,3856,3
344216410278205,Palawan Vanguard,Palawan Vanguard,3851,1
110819264859463,"Ontong, Fabio Jr. - My Congressman 1st District of Bohol",Hanjhen Julio,3850,2
106838103994109,Olinsterg College,Nilzen Fisico Gret,3850,4
103278881030727,Borongan City Information Office,Steven Aboniawan Santisteban,3849,7
124556371433238,Online Huntahan sa Batangas,Melvin Ante Gonzaga,3844,1
326670658161024,Parokya ng Hesus Nazareno,Parokya ng Hesus Nazareno,3842,5
280042003801887,Negosho atbp,These ads ran without a disclaimer,3841,14
100921901983553,BUE - N -ovela,These ads ran without a disclaimer,3839,7
104666712201744,Engr. Arnaldo Bragais,Joshua Eduard Bragais Ilagan,3838,5
460083471066021,Tambayan NG BAYAN,These ads ran without a disclaimer,3831,2
106616904139853,Safe and Fair Philippines: Babaeng BiyaHero Campaign,These ads ran without a disclaimer,3831,2
104501102134732,Ed “Tulpo” Villanueva,Ed Paulo Villanueva,3830,5
102847104779940,Dreame-SUE,These ads ran without a disclaimer,3821,4
722220287801832,"Voyager Innovations, Inc.",These ads ran without a disclaimer,3821,1
232479886816529,Cambridge Institute for Sustainability Leadership,These ads ran without a disclaimer,3817,1
107145165083628,6 Roge Beldeneza Jr. for SB Member,Rogelio Jr Duran Beldeneza,3811,6
100804775369076,Pastor Dimver Andales,Israel Bayotas Mamat,3810,3
101604791387608,Useless Content Has A Page,These ads ran without a disclaimer,3810,1
109304508149531,E-books resources,These ads ran without a disclaimer,3803,27
812050372185435,SMS Machine Broadcast Asia,These ads ran without a disclaimer,3803,5
103884737633730,Mawe Pamisaran - Atong Tipik Ug Kabahin Sa Kalambuan,Queenees Hope Soterol Luces,3802,4
108812704932805,Konsehal Felmar Jojo Mendiola-Floridablanca,Adrian Gaza Tolentino,3800,6
107147315074266,Leyte Isko Movement 2022,Jason Renomeron Cinco,3799,5
112769134655262,The Coming Storm,These ads ran without a disclaimer,3794,4
272383090339106,Team Unity Resuello - Resuello,Team One,3794,3
107394107564142,Lechon ni El Presidente,These ads ran without a disclaimer,3791,9
342779865911965,"Envirokonsult Equipment and Services, Inc.",These ads ran without a disclaimer,3790,2
103081871615452,Konsehal MAYLA Natividad 19,Gem Salvosa Natividad,3789,14
100649511897423,John-John Garcia,These ads ran without a disclaimer,3789,3
159409207464212,Kidify,These ads ran without a disclaimer,3788,1
104303768248593,Riders Pit Stop PH Mandaue Cebu,These ads ran without a disclaimer,3783,3
104131138682149,"Marivic ""Bac - Bac"" Cabuguas",Jason Roy Catedral Cabuguas,3782,11
103510492106577,Adam Lee,Paolo Jose Luis Razon Rabat,3780,6
377612782381275,人民網・日本,These ads ran without a disclaimer,3770,8
617384062064972,Principalia Sa Bulalacao,These ads ran without a disclaimer,3766,5
859236867585736,StarRésine Maroc,These ads ran without a disclaimer,3766,3
101308502203590,Congressman Romeo S. Momo Sr.,Bernard Arbert Querido,3765,7
105678265300463,HA AN DUONG for diabetes,These ads ran without a disclaimer,3760,4
105312191688593,Councilor Julius Lim Duran,Julius Lim Duran,3759,6
448615088659046,Commissioner Mar Masanguid,Red Sobrecarey Masanguid,3758,14
108716480730147,Cong Jing Paras,Cong Jing Paras,3756,35
104039758934689,Uni Merch,These ads ran without a disclaimer,3755,1
1624993044485014,DDS News,Myrna Aguilar Carlos,3740,1
106167922080515,Kristin Uy,These ads ran without a disclaimer,3735,5
110542928262526,"Vice Mayor Cesario ""Cesar"" Muñez",Mary Jaclyn Muñez Cabahug,3734,7
109698021730862,"Ross ""Popoy"" Caballero",James Phil Lugo Villaber,3732,3
110445260878102,MagneGold Oil Spray,These ads ran without a disclaimer,3730,1
102176148918096,Aping Baluyut / Alagang Barangay,Dexter Loor,3730,5
104504271886074,Assiabu,These ads ran without a disclaimer,3721,11
112021471433846,Marites Of Tandag,Dunn Xander Carbon Perez,3721,8
103055288222505,We PROVIDE Lifestyle,These ads ran without a disclaimer,3721,7
101211295675468,1Abeleda - Konsehal,Geremy Tafalla Abeleda,3715,24
103249945443427,Fix rashig,These ads ran without a disclaimer,3711,2
105830211643956,Yugto-MT2,These ads ran without a disclaimer,3711,1
306752886048003,Bagong Los Baños,These ads ran without a disclaimer,3711,3
111168511226928,Top-hit romance,These ads ran without a disclaimer,3711,2
108814381793514,SofiBlog,These ads ran without a disclaimer,3711,1
352138321962665,Atoy Santos Mangaban,Jose Mari Mungcal Mangaban,3700,13
106332468561976,Darwin Gamez Concepcion,Marissa Gamez Concepcion,3700,11
166332186724215,Councilor Johnny C. Lazaro,"Lazaro, Juan Carlo Casilang",3698,2
105742935444039,Navotas Halalan 2022,These ads ran without a disclaimer,3695,2
103832762326817,Proud Nagueño,These ads ran without a disclaimer,3689,1
1161535720642306,Kaya Ko Pa Kaya?,These ads ran without a disclaimer,3688,1
111337121310403,Carl Balita for Senator Movement Calabarzon,Carl Balita Supporters,3683,5
1473969232915792,ScienceDirect,These ads ran without a disclaimer,3680,2
105131775177152,OKSI Volunteers Movement,METAPIXEL Incorporated,3679,12
680338185452617,Nanette Medved-Po,These ads ran without a disclaimer,3672,2
306565539844554,ARKE Customize Printing Services,Erick Malabag Omilio,3672,4
241760300079317,Sneakers Chief PH,These ads ran without a disclaimer,3669,4
107087441257682,Hair Maxium,These ads ran without a disclaimer,3666,6
106294234493154,IN Palawan For Sale,These ads ran without a disclaimer,3665,2
105828354921760,Triccia Dacer 2022,These ads ran without a disclaimer,3660,2
357157551040690,KOHLER,These ads ran without a disclaimer,3657,2
105806708960852,Webfic - Read Romance Story,These ads ran without a disclaimer,3655,5
1102018193189575,Bioleagues,These ads ran without a disclaimer,3654,7
113218860536775,Riders Pit Stop PH Consolacion Cebu,These ads ran without a disclaimer,3651,4
100957918806215,Oliver Oscar Garcia Infante,Zandro Magsino Panganiban,3649,32
102621295184909,Road MARK,Binhi at Lupa,3644,5
106050022068931,Rowcharl Engineering Services & Supply,Kriss Cua Rodriguez,3643,8
107038011800868,Badok Magarce,Jaren Atrero,3642,1
110308374090258,KC Hongs Sumblimation,These ads ran without a disclaimer,3639,9
110663881479276,Marketing Consultant,June Ruth Cawis Lardizabal,3637,1
101734675255042,TBEA Sunoasis,These ads ran without a disclaimer,3633,2
379486108824076,BGI Genomics,These ads ran without a disclaimer,3630,4
110902058583859,WAVE for a better future,These ads ran without a disclaimer,3629,8
582644082406423,GVL Printing,These ads ran without a disclaimer,3629,3
1318981771505899,SM City Puerto Princesa,These ads ran without a disclaimer,3626,2
1329741273707017,Creative Fabrica,These ads ran without a disclaimer,3624,1
106703465251691,Tips today,These ads ran without a disclaimer,3623,1
102202384790269,DiFluid,These ads ran without a disclaimer,3622,3
109841307561437,Riders Pit Stop PH Lapu Lapu Cebu,These ads ran without a disclaimer,3620,4
108604546667244,Mayor Bing Diestro-Aquino,These ads ran without a disclaimer,3618,15
101674998989483,Allen Baluyut,Allen Dale Dela Cruz Baluyut,3613,13
1273577889485477,Kroi Diel,Brylle Fabre Roquero,3608,7
171795872872353,ISPI - Istituto per gli studi di politica internazionale,These ads ran without a disclaimer,3605,6
216728172211793,GO Na Tayo,These ads ran without a disclaimer,3604,2
107897738327295,Bjorn Bulki,These ads ran without a disclaimer,3603,3
1082810271729728,Orofini Jewellery,These ads ran without a disclaimer,3602,1
171586954606267,"Fuji Electric Co., Ltd.",These ads ran without a disclaimer,3601,4
279360360974,BALDEO muli para Konsehal,Elton Rex Bautista Baldeo,3600,1
124874341524917,Online Book Store,These ads ran without a disclaimer,3600,1
103733191524431,Liuxininbeijing,These ads ran without a disclaimer,3600,17
105642554259980,Troy Sining Printing Services,These ads ran without a disclaimer,3597,10
1546734952233762,Danny Caballero - The Sportsman,Elycrisjoe Merin Dela Cuesta,3596,7
102367662118792,Purple Cake Shop,These ads ran without a disclaimer,3595,10
109812467322446,AV Face Mask,Sherwin Yanzy Ferrer Enriquez,3591,5
1866409470301136,Defend Duterte PH,These ads ran without a disclaimer,3589,2
106521338472525,Board Member Engr. Alvin T. Mallari,Diomar Dizon Lagunero,3589,5
608252436040372,Unspoken Thoughts,These ads ran without a disclaimer,3587,2
275175112891680,Bureau of Customs - Port of Davao,These ads ran without a disclaimer,3586,12
345218886041318,Gen. Irving M. Malunda,Kent Borromeo Malunda,3585,7
105918645374511,Abi Bagabaldo,Abigail Jashael Venida Bagabaldo,3584,12
110098024989997,SB Clothing PH,These ads ran without a disclaimer,3578,2
101971347894515,Trend Guru,These ads ran without a disclaimer,3577,5
