Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
104202844812872,US Expats Financial Services - An International Perspective,These ads ran without a disclaimer,20262,1
1619969771657694,Yidan Prize,These ads ran without a disclaimer,20262,29
1649528535323114,Hotel Rio Mayo,These ads ran without a disclaimer,20252,10
673253696197873,Camila Sosa Maciel - Nutricionista,These ads ran without a disclaimer,20248,1
103085191290232,Colombia Vive-2,Colombia Vive,20217,16
107586201538047,Total Wellness VA,These ads ran without a disclaimer,20215,1
109055864884148,Lista Colombia Humana - Unión Patriótica Jamundí,These ads ran without a disclaimer,20206,2
107674287680588,crianzalab,These ads ran without a disclaimer,20205,3
110470247022461,Cultura financiera.,These ads ran without a disclaimer,20205,1
292030071346491,idioticias,These ads ran without a disclaimer,20205,1
152211468318453,UMCTV,These ads ran without a disclaimer,20201,2
207288312671811,Código Nuevo CN,These ads ran without a disclaimer,20191,2
104689215417888,Adriana Gutiérrez Castañeda,These ads ran without a disclaimer,20177,1
100998451759225,Estamos con Ruby Estrella,These ads ran without a disclaimer,20167,2
426308704568306,Ecosmética,These ads ran without a disclaimer,20152,2
108823520888733,Rusmel Torres Publicaciones,Rusmel Torres Martinez,20130,1
100481529198176,Patty cardenas,These ads ran without a disclaimer,20130,1
100311354704046,Vladimir Olaya,INGENIUS MEDIA,20130,2
304908471702,Puppy Export Tienda Para Mascotas,These ads ran without a disclaimer,20124,1
137748986398908,DBA Acústica y Control de Ruido,These ads ran without a disclaimer,20111,1
100571472466795,dairagalvissenadora,These ads ran without a disclaimer,20098,2
1781811488744074,Tiendas ara,These ads ran without a disclaimer,20087,3
110633960808692,Ginecoibg2020,These ads ran without a disclaimer,20075,1
101834308953397,Huaya GFCI USB Receptacle,These ads ran without a disclaimer,20074,1
104844275159864,Conversemos Rionegro,Andres Aristizabal,20060,1
740568502715995,Wilson Arias,These ads ran without a disclaimer,20059,5
231748067181796,Todos con Taita Polivio Leandro Rosales al Senado,Rigoberto Rosero Benavides,20048,3
1859397824354441,DistriAro,These ads ran without a disclaimer,20043,2
133429527316627,Indignados Puerto Tejada,These ads ran without a disclaimer,20024,1
100176049199224,Edison Salazar Bonilla,Edison Salazar Bonilla,20005,2
103230505776834,Periódico Voces Regionales,Jaime Montaño Castro,20001,3
340331863253824,Maria Juliana Shek,These ads ran without a disclaimer,20000,2
809433982445537,Nuevas Generaciones - Partido Conservador,Partido Conservador Colombiano,20000,2
485751244965916,Sergio D. Rodriguez,Sergio Rodriguez,20000,1
102618298198991,Libros orion,These ads ran without a disclaimer,20000,1
2030077330634081,Mis Amigos Animales,These ads ran without a disclaimer,20000,1
187359728363148,Fernando Betancourt López,Fernando Betancourt López,20000,1
104179468946402,diamondbysaith,These ads ran without a disclaimer,20000,1
2329536030605700,Laboyanos.com,Laboyanos.com,20000,1
519422578258945,Secretaría de Infraestructura del Cauca,Ana Maria Ocampo Coutin,20000,1
112902273842829,Chocó está en vivo,These ads ran without a disclaimer,20000,1
660760074343201,Programa Cuba,Paula Catalina Rodriguez Vega,20000,1
1988366774551126,Desenrédese Noticias,Jaimer Cantillo Bello,20000,1
1785434151513379,Boutique Love,These ads ran without a disclaimer,20000,1
109407687600670,,These ads ran without a disclaimer,20000,1
284992558277119,Cinéfagos Net,These ads ran without a disclaimer,20000,1
2296601127237079,Libreria Tali,These ads ran without a disclaimer,20000,1
645160346094456,simpiox,These ads ran without a disclaimer,20000,2
342822052452132,Alcaldía Local de Ciudad Bolívar,These ads ran without a disclaimer,20000,1
1762727630530172,Bou&you,These ads ran without a disclaimer,20000,1
1391958607697828,Paola Holguín,These ads ran without a disclaimer,20000,5
589246904761561,"Observatorio ""El Nuevo Topo""",Cristian Nicolás Quintero Mesa,20000,1
106924521049125,Johan Solano Torres,Johan Solano Torres,20000,2
318504111549606,Urabá Televisión,These ads ran without a disclaimer,20000,1
406396666212791,Sebastián Téllez,Sebastian Tellez Valencia,20000,1
148657446937462,Noticias Chocó,These ads ran without a disclaimer,20000,1
268162276634016,Luis Felipe Rodriguez Rodas,These ads ran without a disclaimer,20000,1
208173746321321,Entérate Pereira,Carolina Lozano,20000,2
101223008495741,Juan Ahumada,These ads ran without a disclaimer,20000,1
107490238596683,Equipo Boyacá,Equipo Boyacá,20000,1
106596217346972,Gustavo Alberto Echeverri Pérez,Gustavo Alberto Echeverri Perez,20000,1
101540635135476,Geloealoe,These ads ran without a disclaimer,20000,1
2411017915794898,Claudia Porras-Fuerza Socorro,Sergio David Rojas Ortiz,20000,1
110388451318366,Juntos Podemos Sincelejo,Yamile Salazar Marin,20000,1
889055708099864,Héctor Rodríguez,Hector Julio Rodriguez Sierra,20000,2
106287665048145,Sebastian Bedoya,Sebastian Bedoya,20000,1
188525271192407,Juan Qüenza,These ads ran without a disclaimer,20000,1
583762312318476,Noti-Yari Digital,Yeniver Valderrama Cárdenas,20000,1
109478423884722,Créditos por Libranza Cotrian,These ads ran without a disclaimer,20000,1
106013597842592,Luznanny consejera,These ads ran without a disclaimer,20000,1
105820105099260,revistacensor,These ads ran without a disclaimer,20000,1
107914934987304,jorgendiaz01,These ads ran without a disclaimer,20000,1
106128777969524,Jacfastfood,These ads ran without a disclaimer,20000,1
108695791569617,Games Now,Nicolás Cantor,20000,1
114963445355770,Jackzuly  Rueda - nana,Jackzuly Yannith Rueda,20000,1
114889324854356,Juanpis Gonzalez Neiva,These ads ran without a disclaimer,20000,1
101192142018696,Andrés Giovanny Holguín Piñeros,These ads ran without a disclaimer,20000,1
1369521469740034,Procaña Gremio Cultivadores Caña de Azucar,Procaña,20000,1
102172492286649,Pacto Histórico Guatapé,These ads ran without a disclaimer,19999,1
100743328756267,Centro De Pensamiento Y Estudios Políticos,Eduardo Llano Camacho,19999,1
111684190956504,Salud al día,These ads ran without a disclaimer,19998,1
102446288301948,Paradisemakeup,These ads ran without a disclaimer,19998,1
1039190346118599,Corporación para el Desarrollo Siglo XXI,These ads ran without a disclaimer,19998,2
112541945070623,Diego Castaño,Juan Pablo Rincon Jaramillo,19997,1
108894730487215,Mayorista Liz,These ads ran without a disclaimer,19991,1
453611241495117,El Norte Hoy,These ads ran without a disclaimer,19984,2
105473107629721,jhon_igua_5,These ads ran without a disclaimer,19981,1
1745148529108924,Coach Martita,These ads ran without a disclaimer,19980,4
903859609734444,Infórmate Casanare,Infórmate Casanare,19969,1
106475460888094,DT Libranzas,Diego Salcedo,19969,1
584236655387047,Fundación San Sebastian,Ivonne Montoya España,19955,1
122214614482148,UNIVDEP,These ads ran without a disclaimer,19946,1
481214249006897,Modayestilon&g,These ads ran without a disclaimer,19944,2
160708677342730,Terminales Medellín,Terminales de Transporte de Medellín S.A.,19930,2
114820206543863,Yamil Lima,These ads ran without a disclaimer,19908,2
112977861628957,Fuerza Campesina Diego Agreda,These ads ran without a disclaimer,19907,2
110249334884527,Escuela Tecnica De Automovilismo AutoEspinal,These ads ran without a disclaimer,19895,1
102834471259982,Escuela Virtual Del Deporte,Humberto Rodriguez Rangel,19895,1
112349827140476,llevelo_domicilios,These ads ran without a disclaimer,19894,3
100763139006368,Universo de la Salud Animal,These ads ran without a disclaimer,19875,8
2267640606822808,Cristian Zuluaga,Cristian Zuluaga,19858,1
114129871548446,Esoterismo karel,These ads ran without a disclaimer,19849,5
101683512029876,Edgewell Personal Care,These ads ran without a disclaimer,19840,1
1933862843513302,Confekaren SAS,These ads ran without a disclaimer,19833,1
110286733973505,Luis Carlos Peña Mosquera,These ads ran without a disclaimer,19800,1
468500940381072,Casas con Subsidio,These ads ran without a disclaimer,19796,1
101282587374839,Indesco SAS,These ads ran without a disclaimer,19788,1
1612190815746602,PRECAVID,These ads ran without a disclaimer,19755,1
612896155891505,Jorge Camilo Abril Tarache,These ads ran without a disclaimer,19755,1
102504355001253,Venta de Bienes Raíces,Edison Alegria,19746,1
106116840835000,Fire,These ads ran without a disclaimer,19746,1
581925339151781,SIG Latam,These ads ran without a disclaimer,19730,2
186563371986853,"Mi Hermosa Santa Catalina De Alejandría Bolívar ""Catana""",Juan Carlos Ardila Marin,19725,1
1746857162037906,Techo Propio,These ads ran without a disclaimer,19714,1
111772280654284,Dinastía Vallenata,These ads ran without a disclaimer,19695,1
1711479929132317,Periodismoaldía.com,NOVINPRO®,19695,1
102017584954408,santiagoestre,These ads ran without a disclaimer,19657,3
108524331839508,Carlos E Castro,These ads ran without a disclaimer,19627,1
102326496051110,Fans Juan Carlos Upegui,These ads ran without a disclaimer,19627,2
1449838958490963,The Risen Dread,These ads ran without a disclaimer,19622,1
235262256915678,La Voz Tolima,These ads ran without a disclaimer,19595,1
161419017760839,Aida Quilcue,These ads ran without a disclaimer,19595,1
102142306129584,Coach Bank,These ads ran without a disclaimer,19595,1
219532635511014,maplascali1,These ads ran without a disclaimer,19586,1
168143483244019,Education International,These ads ran without a disclaimer,19570,1
113650030435512,Corrupción Antioquia,These ads ran without a disclaimer,19566,1
108965674246884,Diario ViveelMeta,Vive El Meta,19563,6
224485354683882,Luis Fernando Guerra,Luis Fernando Guerra Gómez,19522,3
255129798279312,Coral Gardeners,These ads ran without a disclaimer,19522,2
1935931856454063,Entusiasta Toyota,These ads ran without a disclaimer,19511,2
2158452544383721,Federico Baudino,These ads ran without a disclaimer,19503,1
319527888151975,Revista La Injusticia,These ads ran without a disclaimer,19490,1
88792296524,QUINTINO,These ads ran without a disclaimer,19466,2
107547157271410,Destinotour SAS,These ads ran without a disclaimer,19465,1
174599872598131,BSG Institute,These ads ran without a disclaimer,19464,4
286577305411755,Zapatosmara,These ads ran without a disclaimer,19464,1
109035694974738,Laura Vaca Perilla,These ads ran without a disclaimer,19444,2
102151362193169,soylilianapabon,These ads ran without a disclaimer,19442,1
494424400677681,Minga Juvenil Nariño,These ads ran without a disclaimer,19433,1
630782964095035,Acción Ética Docente,These ads ran without a disclaimer,19424,1
1857164587852141,Rebels Media,These ads ran without a disclaimer,19418,1
2317618755002063,TuResumen,These ads ran without a disclaimer,19417,7
379128332236727,Diálogo Chino,These ads ran without a disclaimer,19412,6
171795872872353,ISPI - Istituto per gli studi di politica internazionale,These ads ran without a disclaimer,19411,6
106081525464698,SOY Patrimonio - Pienso Investigo y Conecto,These ads ran without a disclaimer,19396,3
205767783239028,Nubia López Morales,These ads ran without a disclaimer,19380,1
2434618916569284,Jeraldin Vera,These ads ran without a disclaimer,19376,1
110732035096725,a_quien_pts_le_importa,These ads ran without a disclaimer,19372,1
105573027740657,Andres Felipe Muñoz,These ads ran without a disclaimer,19370,1
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,19370,28
103168198734444,limary_store,These ads ran without a disclaimer,19368,1
196681527046115,Parque E,These ads ran without a disclaimer,19365,1
108956944804764,jnbramillan,These ads ran without a disclaimer,19349,1
110960724875192,adolfoplacer66,These ads ran without a disclaimer,19339,1
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,19324,9
113864344550006,Castilla La Nueva L100 y CR,Nancy Navarrete,19311,5
105083831132791,Personería Municipal de Aguachica Cesar,These ads ran without a disclaimer,19309,1
1534479240193929,Dra Alexandra Vargas,These ads ran without a disclaimer,19303,1
114841084871669,alfredoyermain,These ads ran without a disclaimer,19301,1
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,19295,4
543286905737230,Qualcomm,These ads ran without a disclaimer,19284,2
1711791412457949,Armando Navarro,These ads ran without a disclaimer,19277,1
100213505039456,Servicios MusicalesRd,These ads ran without a disclaimer,19277,3
106972380679534,El Rey De Europa,These ads ran without a disclaimer,19267,2
192965917894330,Fundación Mundo Mujer,These ads ran without a disclaimer,19260,1
1436068303192393,Juan Parada Concejal,Andres Felipe Parada Moreno,19255,1
103867901149278,Préstamos a Militares y policía pensionados secretaria de educacion,These ads ran without a disclaimer,19237,1
113345111358868,Restaurante paradise,These ads ran without a disclaimer,19230,3
1587750428166453,MANÍ Casanare mi pueblo,These ads ran without a disclaimer,19219,2
1401594956730806,Juan Gabriel Becerra Soluciones Gastronómicas,These ads ran without a disclaimer,19212,2
111575396867589,Jhon Jairo Imbachi López,These ads ran without a disclaimer,19202,2
1653819678270007,Virgilio Huergo Gomez,These ads ran without a disclaimer,19184,2
1097079197138557,Camilo Fandiño,Camilo Fandiño,19180,1
233868740354156,Alextremo,These ads ran without a disclaimer,19174,2
113969280442597,Información pentecostal,These ads ran without a disclaimer,19170,1
101921697885706,Alexandra Giraldo Ledesma,Fabian David Castillo Loaiza,19165,1
2253325554915375,ACTA - Alianza Ciudadana por Támesis,These ads ran without a disclaimer,19165,1
940578932687990,Martha Gamba Daza Representante Independiente de Rena Ware,These ads ran without a disclaimer,19165,1
386252852217600,Género y Metodologías,These ads ran without a disclaimer,19162,2
536360293511883,Daniel Castro Mogollon,Daniel Castro,19156,7
102705087754376,Orlando de la Espriella Ortiz,These ads ran without a disclaimer,19089,3
107874774432720,Arte en Boga,These ads ran without a disclaimer,19070,1
101706021369486,Qqta Se Ve,These ads ran without a disclaimer,19055,1
2698863870143580,VestNow.io,These ads ran without a disclaimer,19042,1
1139185436148447,Asomóvil,These ads ran without a disclaimer,19034,1
108526041037913,"Red de Mujeres Afrolatinoamericanas, Afrocaribeñas y de la Diáspora - Mx",These ads ran without a disclaimer,19021,1
447482968625986,Conteo Consorcio,These ads ran without a disclaimer,19021,1
108329524671069,Camilo Trujillo,These ads ran without a disclaimer,19019,2
111089714889641,Comité Petro Presidente,These ads ran without a disclaimer,19010,1
220618484673570,De tanto en tanto /Welcome,These ads ran without a disclaimer,19005,1
214351281833,Dassault Systèmes,These ads ran without a disclaimer,19000,3
109279577481934,collectifv,These ads ran without a disclaimer,19000,2
116075433441828,DonJosebraseriayparrilla,These ads ran without a disclaimer,18997,1
108530965197044,ExpEje,These ads ran without a disclaimer,18980,1
161999180502449,World Food Programme,These ads ran without a disclaimer,18979,3
104162279355204,Nuevas Ideas: Una Historia Diferente,Diomara Montañez Peñaranda,18969,1
1649789198610782,Alcaldia Municipal de Granada Meta,Alcaldia Municipal de Granada Meta,18968,1
100593444956690,Colectivo Kábitat,Kábitat,18967,2
106750558455234,chrisflakoo,These ads ran without a disclaimer,18948,1
102846954406635,EverGreen Capsules,These ads ran without a disclaimer,18945,1
101465104901302,Zona Gamers,These ads ran without a disclaimer,18942,2
104391394249966,Eduardo Salcedo,These ads ran without a disclaimer,18941,1
851680034864966,Proantioquia,These ads ran without a disclaimer,18937,1
106203279065788,"No lo quiero, lo necesito",Alejandro Devia Rodriguez,18919,1
102901891067846,Luis Eduardo Díaz Mateus,These ads ran without a disclaimer,18884,2
1041644422545296,SuperGiros Casanare,These ads ran without a disclaimer,18881,3
100291396044112,ministrocosquilla,These ads ran without a disclaimer,18881,1
113469153428978,Seguros y Pólizas Magu LTDA,These ads ran without a disclaimer,18880,1
1424559607684555,Saber Lonja Certificaciones,Erika Liliana Cubillos Cadena,18880,1
112644790909181,TRUST Alianza Financiera,These ads ran without a disclaimer,18879,1
119744236087617,Helvetas Perú,These ads ran without a disclaimer,18876,15
102609714879918,gastronomiavalluna,These ads ran without a disclaimer,18858,1
398954010114650,Gobernación del Departamento del Cesar,These ads ran without a disclaimer,18840,1
347451145320280,USAID Colombia,These ads ran without a disclaimer,18840,1
219681104824314,Cencala,These ads ran without a disclaimer,18825,1
161761021035434,Francisco Pantoja,These ads ran without a disclaimer,18823,1
1523434004376549,Renzo García,These ads ran without a disclaimer,18804,1
113906673659959,Naliboutique,These ads ran without a disclaimer,18793,1
109179704183266,Cleomedes Bello,These ads ran without a disclaimer,18783,1
104396554302549,Norma Baquero,Natalia Del Pilar Bernal Castro,18769,2
115389084796366,plastic2energy,These ads ran without a disclaimer,18761,1
2246097455660539,Ramiro Chaux Restrepo,These ads ran without a disclaimer,18761,1
1196379990565084,Mundo Chica Latina,These ads ran without a disclaimer,18761,4
238109199564644,La Gente Dice,These ads ran without a disclaimer,18761,2
617936758239753,Pastor Roman Orellana,These ads ran without a disclaimer,18761,1
439907262802977,Consulado H. de Israel en Guayaquil,These ads ran without a disclaimer,18761,1
109383217407885,Chloé Zhou,These ads ran without a disclaimer,18761,1
124527917594208,Rashel Diaz,These ads ran without a disclaimer,18761,1
1536635736584201,Autismo: Comunidad Mundial,These ads ran without a disclaimer,18761,1
115009537479523,Ada Gonzalez,These ads ran without a disclaimer,18761,1
985173398241132,Gloria Bournigal,These ads ran without a disclaimer,18761,2
101489371398502,billacosta23,These ads ran without a disclaimer,18761,1
102804505832588,Editorial Wicca,These ads ran without a disclaimer,18761,1
107487844713809,ccshalomccs,These ads ran without a disclaimer,18761,1
26764039116,Universia Colombia,These ads ran without a disclaimer,18761,1
261964042343367,Marlon Cantillo Borrero,These ads ran without a disclaimer,18761,3
1551324511668304,Trilogy Colombia,These ads ran without a disclaimer,18761,1
100956891290963,Drivepedia Autos,These ads ran without a disclaimer,18761,3
613861802344833,Cynthia Zak,These ads ran without a disclaimer,18761,5
101959432576224,musicamdemujer,These ads ran without a disclaimer,18761,1
110975983745817,Hablemos de Beisbol,These ads ran without a disclaimer,18761,3
963544923665103,Lubricaronline,These ads ran without a disclaimer,18761,1
106878384842082,Dra Carmen Millie García- Albarrán,These ads ran without a disclaimer,18761,1
107030355231553,anasantana41333,These ads ran without a disclaimer,18761,3
376819729546554,Noufel,These ads ran without a disclaimer,18761,1
179175252108775,FreightWaves,These ads ran without a disclaimer,18761,3
110041137985206,Escuela Alteridad,These ads ran without a disclaimer,18761,1
29613956643,Laura Bruzual Fotografía,These ads ran without a disclaimer,18761,1
366761680100332,5entidos,These ads ran without a disclaimer,18761,2
103109245499810,masaya_ennyc,These ads ran without a disclaimer,18761,1
127659373911257,Pelikan Latino,These ads ran without a disclaimer,18761,1
494421104072895,El Giro de Rigo Costa Rica,These ads ran without a disclaimer,18761,2
104551971776113,Vive Compliance Magazine,These ads ran without a disclaimer,18761,1
1409540342672816,Alberto Almaguer Rocha,These ads ran without a disclaimer,18761,1
120046071417424,Judith Mateo (Página Oficial),These ads ran without a disclaimer,18761,2
100842471764807,andre.armenante,These ads ran without a disclaimer,18761,1
239503953056785,RAMPS Logistics,These ads ran without a disclaimer,18761,5
103606494700779,El team de la palominha,These ads ran without a disclaimer,18761,1
100696535974513,Somos U'wa,These ads ran without a disclaimer,18761,1
242994426243951,Martha Peralta Epieyu,These ads ran without a disclaimer,18761,1
176518329854108,Alianza para la Paz,These ads ran without a disclaimer,18761,1
348554108927758,Yesid Giraldo Restrepo,These ads ran without a disclaimer,18761,1
104068864762136,Luigi Plotter,Luigi Alejandro Torres Osorio,18749,1
113326593546868,Alcaldía de Ciénaga Magdalena,"Alcaldía de Ciénaga, Magdalena",18733,3
108097540912657,Sibundoy Humano,These ads ran without a disclaimer,18731,1
107356790909972,See You in Heaven,These ads ran without a disclaimer,18714,1
241983789319872,4S Consulting Technologies SAS,Nelson Mauricio Garcia Zamora,18690,1
104875174240157,Jhon Rojas,Jhon Rojas,18679,2
22437985072,Alibaba.com,These ads ran without a disclaimer,18667,1
441206253346231,El Arcano de la Filantropía #Millenial,Juan Pablo Dominguez Burbano,18665,7
102993492342181,humbertodelacallesantander,These ads ran without a disclaimer,18656,2
234932023335459,Monica Goes Green,These ads ran without a disclaimer,18637,4
251292808253299,Canadian College,These ads ran without a disclaimer,18620,1
113529741650662,Ética Periodística,These ads ran without a disclaimer,18620,1
995214207312606,Lumanager,These ads ran without a disclaimer,18605,2
103497512309292,Comité Petro Presidente 2022 - Fundación,Joel Barranco Flórez,18600,2
174182432664377,agencia de viajes y excursiones cosmos tours,These ads ran without a disclaimer,18584,1
105947387619232,natyru10,These ads ran without a disclaimer,18584,1
102880852149221,Martyn maujo,These ads ran without a disclaimer,18573,7
106139831738505,EOSDA Forest Monitoring,These ads ran without a disclaimer,18573,5
1013449992051964,Daquan,These ads ran without a disclaimer,18564,17
100712438384053,purpose_books,These ads ran without a disclaimer,18554,1
102043382600388,Amarres Poderosos,These ads ran without a disclaimer,18548,1
104545374710015,Alma Brand Store,These ads ran without a disclaimer,18543,7
1064762566976965,Asociación Colombiana de Osteoporosis,These ads ran without a disclaimer,18540,21
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,18534,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,18534,7
102713792170177,Man_2_M113,These ads ran without a disclaimer,18526,1
100809731670586,Tienda Sweet Daddy,These ads ran without a disclaimer,18512,2
101380345769714,Belen Caro,Belen Lucia Caro Varela,18500,2
287760106368118,Energía Latam,These ads ran without a disclaimer,18499,2
109352728237059,pedrosantana_55,These ads ran without a disclaimer,18472,1
101820322602366,EcoEmprende,These ads ran without a disclaimer,18468,1
110422598646775,Fuerza Ciudadana Cauca y Popayán,Daniel Felipe Martínez Galíndez,18467,1
75517735600,Orianna,These ads ran without a disclaimer,18450,1
103458015542096,edwinleonmontero,These ads ran without a disclaimer,18435,2
112258138004249,Ing Jahir Julián Cruz Motta,Jahir Julian Cruz Motta,18421,1
101772341304724,HUILA Digital,These ads ran without a disclaimer,18407,4
893178297385978,Con Responsabilidad y Sentido Social,These ads ran without a disclaimer,18378,1
911937678912125,Consejo Noruego para Refugiados - NRC,These ads ran without a disclaimer,18364,15
112861831392052,cuadernospolares,These ads ran without a disclaimer,18346,1
167464443856086,Saval Fashion Vestidos de Baño,These ads ran without a disclaimer,18344,1
115440666575630,Alí Bantú Ashanti,These ads ran without a disclaimer,18330,2
1668886976475466,David Gutierrez Mantilla,These ads ran without a disclaimer,18323,3
103319791907791,Dignidad Agropecuaria Boyacá,José Luis Bohórquez Lopez,18320,1
108562965017764,vaccottifer,These ads ran without a disclaimer,18285,7
103083234567175,La Tapa,Karolina Diaz,18270,1
1663401877211989,Jaime Andrés Pérez Cotrino,Jaime Andres Perez,18270,1
106836208267350,Instituto Internacional De Asesoría y Mejoramiento Profesional Ceipej,These ads ran without a disclaimer,18259,2
429229817191552,SuperGIROS Centro del Valle,These ads ran without a disclaimer,18192,1
100247831951723,Duque Counters SAS,Jose Julian Duque Giraldo,18185,2
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,18184,2
248923591847,tatuajesbarranquilla,These ads ran without a disclaimer,18182,3
227789625906229,Cívica Programas,These ads ran without a disclaimer,18178,3
353424645828196,Maria Emma Mejía,These ads ran without a disclaimer,18171,2
109569788011645,aghori.ofc,These ads ran without a disclaimer,18169,1
101568824795375,I.S.I Rio,These ads ran without a disclaimer,18149,1
321371755010310,Bolivarball,Joe Luis Pastrana Fuentes,18137,8
646766738800406,Terroir Café,These ads ran without a disclaimer,18115,1
104719801894357,"Laritza Torres, Realtor",These ads ran without a disclaimer,18104,2
1853908234863904,Movimiento Ambiental Campesino Del Oriente De Caldas,German Alberto Restrepo Pineda,18085,1
186491771427767,DClass Academia de Belleza,These ads ran without a disclaimer,18074,1
126801191437251,Diego Javier Osorio,These ads ran without a disclaimer,18067,4
2175463205999392,David Mora,Cesar Augusto Limas Barrios,18059,1
1903313509744364,Estrategia Democrática,These ads ran without a disclaimer,18057,2
104015742220554,Mimic,These ads ran without a disclaimer,18011,5
190942584277332,La Iglesia de Jesucristo de los Santos de los Últimos Días - Caribe,These ads ran without a disclaimer,18010,1
969992599723669,La Palabra en el Ágora,Hugo Wilber Castillo Mesino,18007,1
2153405974702386,Mario Sanchez,These ads ran without a disclaimer,18000,1
105593328193527,Hagamos que pase,Luis Miguel Betancourt Gonzalez,18000,1
109278610516245,Oscar David Rojas Aguilar,These ads ran without a disclaimer,18000,1
1487300154615273,Miss Chá,These ads ran without a disclaimer,18000,1
108217267180311,Euler Guerrero 102,These ads ran without a disclaimer,18000,1
107174755254464,i.avo_,These ads ran without a disclaimer,18000,1
105946795816031,Daniel Mejía Carmona,Daniel Stiven Mejia Carmona,18000,1
109596590576283,bugasobreruedas,These ads ran without a disclaimer,18000,1
815622545437033,Bandola Estereo Emisora de Mani 88.7,Jesús Alberto Cruz Medina,17999,1
116227006443842,Salud y Bienestar con Johanne Velhagen,These ads ran without a disclaimer,17979,1
107356147731782,1 Millonario Emprende,These ads ran without a disclaimer,17939,2
112039678504645,Alfonso Lastra,Alfonso Lastra Fuscaldo,17925,2
455707674498268,Fundación Bolívar Davivienda,These ads ran without a disclaimer,17905,4
100495372484792,Informes de Primera,These ads ran without a disclaimer,17870,1
1300872183264315,SuiMei Chung Transgeneracional Evolutivo,These ads ran without a disclaimer,17867,6
354855117875613,海外在住者向けインターネットビジネスコンサルティングの株式会社コンテンツラボ,These ads ran without a disclaimer,17862,1
373939575957395,Muebles Tugó,These ads ran without a disclaimer,17855,1
511370508930038,Palabras Mass,Edwin Alberto Diaz Baez,17843,4
176337595733443,RONY,These ads ran without a disclaimer,17819,8
1524393017786540,Testimonio de Nariño,These ads ran without a disclaimer,17815,3
106023887961995,Sergio Zúñiga,Sergio Zúñiga,17791,3
111735517171989,SADA asesores,These ads ran without a disclaimer,17781,1
109925787396271,Cursos a Distancia,These ads ran without a disclaimer,17776,1
165525366896608,Soka Gakkai,These ads ran without a disclaimer,17758,2
110224401397689,Jovenes Liberales,These ads ran without a disclaimer,17730,2
164440683618048,Observatorio Misionero,These ads ran without a disclaimer,17729,1
487435191279777,Acerta LATAM,These ads ran without a disclaimer,17718,2
103400565521948,Adriana Coronado,These ads ran without a disclaimer,17710,1
285530825204,Klitschko,These ads ran without a disclaimer,17708,70
101279456066700,Armenia Gospel Festival,These ads ran without a disclaimer,17703,1
292662598004194,Futurum Careers,These ads ran without a disclaimer,17700,1
106566047360892,10-in-10,These ads ran without a disclaimer,17700,6
189528265944141,trucha_que_hay_mojarra,These ads ran without a disclaimer,17700,1
124285820927337,Durham University Business School,These ads ran without a disclaimer,17700,5
1948146328605588,Yeniver Valderrama Cárdenas,Yeniver Valderrama Cárdenas,17690,1
108434100822289,Tolima Online,These ads ran without a disclaimer,17688,1
1255039581182565,Por Si Las Moscas¡¡ y no lo sabes?,These ads ran without a disclaimer,17680,1
103215578466089,Datalimon,These ads ran without a disclaimer,17679,1
108291301605849,Mg. Dr. Meditesis-Tesis y trabajos de investigación,These ads ran without a disclaimer,17679,1
107716761904956,Radar Comunicaciones,These ads ran without a disclaimer,17679,1
102892614961959,Christian Samir Mendez,These ads ran without a disclaimer,17669,2
117592091643709,Tree of Life Ministries｜Evangelism in Israel,These ads ran without a disclaimer,17659,11
102420429294614,Luque Academy,These ads ran without a disclaimer,17653,4
111970163829578,yaryduque_,These ads ran without a disclaimer,17646,1
105705737892339,Terapia andromedana para la connession con el amor cosmico,These ads ran without a disclaimer,17626,2
107966524449588,Aguante Popular,Aguante Popular,17576,2
104337260973748,María Mesa - Comienza Tu Éxito,These ads ran without a disclaimer,17551,2
104399698849666,Catherine Chaves,These ads ran without a disclaimer,17549,1
103956181043275,Applywave,These ads ran without a disclaimer,17541,2
108217267180311,Euler Guerrero 102,Viviana Acosta Montenegro,17514,2
1005613302856159,North College,These ads ran without a disclaimer,17503,1
274138756817,Architonic,These ads ran without a disclaimer,17500,2
269091583169303,INALDE Business School,These ads ran without a disclaimer,17486,4
338222953194480,RuletaRusa.mx,These ads ran without a disclaimer,17476,2
100852705894527,Soy Camilo Toro,These ads ran without a disclaimer,17450,2
1647925548794693,Pacific Training Group,These ads ran without a disclaimer,17437,1
103027155116705,Revocatoria Ciudadana por Popayán,These ads ran without a disclaimer,17421,1
2093203277671762,Equipo A21 Colombia,These ads ran without a disclaimer,17420,1
105938037781013,Libreria el paisita,These ads ran without a disclaimer,17415,2
113247760421469,Leera,These ads ran without a disclaimer,17401,1
2061561920624160,Tienda Peluches - Peluchea,These ads ran without a disclaimer,17395,1
2196228237090997,Pacto Histórico,Adriana Maria Pineda,17383,1
150294649018041,Julia Murça,These ads ran without a disclaimer,17379,2
