Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
108950991375336,Viaje al Capitalismo,These ads ran without a disclaimer,154,1
104784711492573,Vegin: Veganismo más cerca,These ads ran without a disclaimer,153,4
1273298506031417,Aymar Celdrán,These ads ran without a disclaimer,153,4
107959414725548,TBR,These ads ran without a disclaimer,152,1
31121558686,BBVA Careers,These ads ran without a disclaimer,152,8
953657811446042,Conciencia Nacional por la Libertad Religiosa,These ads ran without a disclaimer,151,3
491193064340177,Magnolia,These ads ran without a disclaimer,151,1
106059244083103,Joaquín GARLO,These ads ran without a disclaimer,151,1
101480108037319,Domestika,These ads ran without a disclaimer,150,16
108461261385857,willydebellis,These ads ran without a disclaimer,150,1
202086536594407,Illapa Culturas Andinas,These ads ran without a disclaimer,150,1
106394448760115,Movimiento9demayo.OFUCIPE,These ads ran without a disclaimer,150,1
100509085447805,Votá Sí Canelones,These ads ran without a disclaimer,150,1
101811091332954,Página Lucas Nuñez,These ads ran without a disclaimer,149,1
216604452329165,FBS CopyTrade,These ads ran without a disclaimer,149,10
674510629327594,Progreso Al Día,These ads ran without a disclaimer,148,2
103978234633267,Centro Educativo Internacional UY,These ads ran without a disclaimer,147,3
135053636508786,VISME,These ads ran without a disclaimer,147,1
655677861495023,Fundación Douglas Piquinela,These ads ran without a disclaimer,146,1
103395569085,Soundview Executive Book Summaries,These ads ran without a disclaimer,145,6
1873887226202854,dreamsseller.org,These ads ran without a disclaimer,145,1
104724807913019,Betina Ayerza,These ads ran without a disclaimer,145,1
131189377574,MDPI,These ads ran without a disclaimer,145,55
109715491190869,Flavia Coelho Lima,These ads ran without a disclaimer,144,3
721629447857727,567 El Espacio,These ads ran without a disclaimer,144,1
102500441374150,"Acercando historias, taller de actividades lectoras.",These ads ran without a disclaimer,143,1
100599315480423,Vota Sí Florida,These ads ran without a disclaimer,142,1
220578951476257,Mario Saban,These ads ran without a disclaimer,142,2
165994241805637,Imperio Automatico Latam,These ads ran without a disclaimer,142,3
615659932113852,O Corpo Explica,These ads ran without a disclaimer,142,8
100707144889357,Fundación  Madres del Cerro,These ads ran without a disclaimer,142,5
1004594526257124,Esteña 103.1,These ads ran without a disclaimer,140,1
547321212422991,12min - Resúmenes de Libros,These ads ran without a disclaimer,140,2
125751280950949,Microsoft,These ads ran without a disclaimer,140,1
107445305072987,comite33orientales,These ads ran without a disclaimer,139,1
105306707909619,aquarianarose,These ads ran without a disclaimer,138,2
104058061554142,ellegadotv,These ads ran without a disclaimer,138,1
215403830512085,Comité El Galpón 2021,These ads ran without a disclaimer,138,2
1018568154880916,A2 Aprende y Aplica,These ads ran without a disclaimer,137,9
110336638100765,El Archivo - Periodismo de investigación,These ads ran without a disclaimer,136,3
275584892528695,Coordinadora de Protección Animal,These ads ran without a disclaimer,135,1
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,135,12
182073298490036,Gaia,These ads ran without a disclaimer,135,1
101189622424531,Martin Sastre,These ads ran without a disclaimer,133,1
103252317700354,Mindvalley En Español,These ads ran without a disclaimer,133,1
806867913046028,Gus Marcos,These ads ran without a disclaimer,133,7
185620042005,STgenetics,These ads ran without a disclaimer,133,3
105320824613939,Unired UY,These ads ran without a disclaimer,132,2
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,132,17
105753725396242,laboticalibros,These ads ran without a disclaimer,132,1
110361961971071,Életviteli tanácsadás,These ads ran without a disclaimer,130,1
487493841675239,Pica por todos los Compas,These ads ran without a disclaimer,130,1
1603350726623176,Tato,These ads ran without a disclaimer,129,2
111917558300996,MPP 609 Rivera,These ads ran without a disclaimer,129,1
954162551399498,Vitaly Malkin,These ads ran without a disclaimer,129,14
215138065124,Louis Vuitton,These ads ran without a disclaimer,128,1
632190073510776,Mucho Más Que Dos,These ads ran without a disclaimer,128,5
215611715290660,Casa Grande Canelones,These ads ran without a disclaimer,127,1
109706497349934,Memorias de la Bacanal,These ads ran without a disclaimer,127,1
120534571925544,Valley Irrigation,These ads ran without a disclaimer,126,1
368757963825913,WasteFuel,These ads ran without a disclaimer,126,4
119006106155684,PI Energy,These ads ran without a disclaimer,125,31
190010265716,Cisco Networking Academy,These ads ran without a disclaimer,124,5
539053372829376,WEB AMIGA Julio César Talamás,These ads ran without a disclaimer,122,2
109798007304888,María Elisa Areán,These ads ran without a disclaimer,122,2
127300780745687,Lista 21,These ads ran without a disclaimer,122,1
106681925185979,izquierda.enmarcha_sj,These ads ran without a disclaimer,121,2
108044164907517,Espacio Amplio,These ads ran without a disclaimer,120,1
105833642825677,Caras y Caretas,These ads ran without a disclaimer,120,3
110290010673277,makeupviviap,These ads ran without a disclaimer,119,1
104444729065513,Victoria Segovia,These ads ran without a disclaimer,118,12
968151736651915,Servicio de Impuestos Nacionales,These ads ran without a disclaimer,118,1
873646862722406,Unión Latinoamericana De Ciegos,These ads ran without a disclaimer,117,1
100520825048827,Movant Connection,These ads ran without a disclaimer,117,39
150697481638754,educations.com,These ads ran without a disclaimer,116,2
103239254680262,Diaz Marshall Asociados,These ads ran without a disclaimer,116,1
105842865183776,Aawenwenwen_05_M113,These ads ran without a disclaimer,116,1
108729435044190,BoBo Wallpaper-1,These ads ran without a disclaimer,116,1
124268200573417,Pablo Fuentes Diputado,These ads ran without a disclaimer,116,1
101713391609676,Dr.E.,These ads ran without a disclaimer,116,1
1624025971216660,Star,These ads ran without a disclaimer,116,1
100292515620905,Tap vpn A,These ads ran without a disclaimer,116,1
106779754987894,Se tiene que saber Uruguay,These ads ran without a disclaimer,116,2
190681119457,Mariana Vernieri - Autora,These ads ran without a disclaimer,116,1
1062587583760015,TerraGenesis,These ads ran without a disclaimer,116,1
108076674205499,Extramuros Revista,These ads ran without a disclaimer,116,2
359445987528403,Coordinadora HUGO HEIJO -Las Piedras-18 de Mayo,These ads ran without a disclaimer,116,1
1245931182164216,Muslim World League,These ads ran without a disclaimer,116,1
420207241325309,Plumasul,These ads ran without a disclaimer,116,1
512472399147561,Cabo Films,These ads ran without a disclaimer,115,1
1046756078773086,La Paloma Comité de Base FA Rocha,These ads ran without a disclaimer,115,1
246505656059271,Loma Cueros,These ads ran without a disclaimer,115,1
101708298905612,No te rindas 828 Salto,These ads ran without a disclaimer,114,1
106590451327407,The Daddest Papacito,These ads ran without a disclaimer,114,3
101801685891012,Revista Knowable,These ads ran without a disclaimer,113,8
809829809193027,Lista 1 FEMI,These ads ran without a disclaimer,113,1
106155822122127,Bindi.World,These ads ran without a disclaimer,112,4
1597662877113235,AZOFRAS,These ads ran without a disclaimer,112,1
112882433783067,VPN Free,These ads ran without a disclaimer,112,7
215235492404474,Aventurate UY,These ads ran without a disclaimer,111,1
493412680704282,Partido Comunista de Uruguay,These ads ran without a disclaimer,110,2
448800649025991,Nación Gamer,These ads ran without a disclaimer,110,2
141439489290396,DC Racing Team,These ads ran without a disclaimer,109,1
109455471404593,En Defensa de la Seguridad Pública,Alejandro Matias Roverano Ayala,109,1
1355426087883151,Crypto.com,These ads ran without a disclaimer,108,1
277360322399176,Actualidad,These ads ran without a disclaimer,107,2
2304598519808584,711 Flores,These ads ran without a disclaimer,107,1
1766516823604324,Penguin M.D.,These ads ran without a disclaimer,107,4
121891206077996,FAO en español,These ads ran without a disclaimer,107,3
692455564099037,Aldecoa Abogados,These ads ran without a disclaimer,107,1
101632755617862,perroqueladraqueladra,These ads ran without a disclaimer,106,1
1992169167690755,Harry Potter: Hogwarts Mystery,These ads ran without a disclaimer,106,1
100253532441620,Rafael Santos,These ads ran without a disclaimer,106,8
113144840371430,CSATV,These ads ran without a disclaimer,105,2
168784053795347,Fondo Monetario Internacional,These ads ran without a disclaimer,104,5
101936655372179,Agrupacion “La Chispa”,These ads ran without a disclaimer,104,1
808524562656390,Presidente,These ads ran without a disclaimer,104,1
101275828890283,Movimiento Nacional en Defensa de la Seguridad Social,These ads ran without a disclaimer,103,2
105947574145662,Vertiente Artiguista Cerro Largo,These ads ran without a disclaimer,103,1
108227670925848,fabianaconti08,These ads ran without a disclaimer,102,1
122543727499138,Mpp Castillos,These ads ran without a disclaimer,102,2
109711080636522,Club Zonal G,These ads ran without a disclaimer,101,1
102735185159501,luz_luna_terapias,These ads ran without a disclaimer,101,1
102589364730064,Sheriff Lanches,These ads ran without a disclaimer,≤100,2
103125987964523,Leandro de León 609 los Mujica Joaquín Suárez,These ads ran without a disclaimer,≤100,1
107987224847375,aba.yomii,These ads ran without a disclaimer,≤100,1
1547894518860184,Luis Lisboa,Luis Humberto Lisboa Ferreira,≤100,1
1411037385803970,FADA - FA,These ads ran without a disclaimer,≤100,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100,20
101088355884261,lo_veo_lo_quiero_boutique,These ads ran without a disclaimer,≤100,1
101069038128875,Responder FA,These ads ran without a disclaimer,≤100,1
305828002808516,INHOPE - International Association of Internet Hotlines,These ads ran without a disclaimer,≤100,1
623302408295940,Larrobla FC.,These ads ran without a disclaimer,≤100,2
104734541126045,Aníbal Pereyra Huelmo,These ads ran without a disclaimer,≤100,1
100206771940080,Panda Kosmos,These ads ran without a disclaimer,≤100,1
875278045948237,Destino Centro - Sur,These ads ran without a disclaimer,≤100,2
112040704731277,A l l n o v e l-RS,These ads ran without a disclaimer,≤100,5
1518651488459376,upf.uy,These ads ran without a disclaimer,≤100,1
102813287963252,Gonzalo Soria,These ads ran without a disclaimer,≤100,1
1428408544046887,Flacso Uruguay,These ads ran without a disclaimer,≤100,5
111149694662345,Mpp_ciudaddelacosta,These ads ran without a disclaimer,≤100,1
111667684910712,felipeescalonae,These ads ran without a disclaimer,≤100,1
140609392651493,Centro Alemán de Información para Latinoamérica,These ads ran without a disclaimer,≤100,5
843368949126854,Formula Santander,These ads ran without a disclaimer,≤100,1
103281751597066,xskarma,These ads ran without a disclaimer,≤100,6
112072113787802,janique_official,These ads ran without a disclaimer,≤100,5
108746781556121,Liliana Capece Presidenta,These ads ran without a disclaimer,≤100,1
387436378029294,Adriana Balcarcel,These ads ran without a disclaimer,≤100,2
103924835103006,Comunicación365,These ads ran without a disclaimer,≤100,1
108199421140067,Librería Cronopios,These ads ran without a disclaimer,≤100,1
582186198923928,Juan Sartori Tacuarembó,These ads ran without a disclaimer,≤100,1
687589164666184,MasterClass,These ads ran without a disclaimer,≤100,2
208189704820,Ellen MacArthur Foundation,These ads ran without a disclaimer,≤100,4
103683845312665,barbero_campos_fazendas,These ads ran without a disclaimer,≤100,2
876958885698243,Bortolot Gelato & Caffe,These ads ran without a disclaimer,≤100,2
104622121026372,Earth Breeze,These ads ran without a disclaimer,≤100,3
153955617984812,Radio Internacional de China en español,These ads ran without a disclaimer,≤100,3
101301132011093,Cien.online,These ads ran without a disclaimer,≤100,2
104053087629116,SpyFinder Pro,These ads ran without a disclaimer,≤100,1
199080090110576,doinGlobal - Global Community.,These ads ran without a disclaimer,≤100,3
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100,11
100585368762690,euclidescribe,These ads ran without a disclaimer,≤100,1
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,≤100,1
102649952373571,juanvinuesa83,These ads ran without a disclaimer,≤100,1
40677416439,IE University,These ads ran without a disclaimer,≤100,1
240721716105751,B JONES,These ads ran without a disclaimer,≤100,4
101634025704451,Trashnfts,These ads ran without a disclaimer,≤100,1
357251385085313,Alliance to End Plastic Waste,These ads ran without a disclaimer,≤100,12
165816620142958,MP - Medicina Personalizada,These ads ran without a disclaimer,≤100,1
2294729937432959,Laboratorio Agualab Maldonado.,These ads ran without a disclaimer,≤100,1
102897375582862,Caminovela,These ads ran without a disclaimer,≤100,11
151203664917967,Departamental  Flores PCU,These ads ran without a disclaimer,≤100,1
29092950651,TED,These ads ran without a disclaimer,≤100,5
341595469244630,Amigos de la Tierra Internacional,These ads ran without a disclaimer,≤100,1
975859242488864,End Violence Against Children,These ads ran without a disclaimer,≤100,4
524098344646946,Stanford Uruguay,These ads ran without a disclaimer,≤100,1
101712848437140,nacholegari,These ads ran without a disclaimer,≤100,2
214606895274066,Tällberg Foundation,These ads ran without a disclaimer,≤100,15
1553595798273552,Coche escuela Ana Laura,These ads ran without a disclaimer,≤100,2
254681821938,Vishen,These ads ran without a disclaimer,≤100,20
108637620485364,Brain Nuggets,These ads ran without a disclaimer,≤100,43
528778890831814,Ag.Divisa Blanca Línea Nacional,These ads ran without a disclaimer,≤100,1
104259799088160,Daily Rumble,These ads ran without a disclaimer,≤100,1
112640470580058,emporium.oficial,These ads ran without a disclaimer,≤100,1
21460499009,Globant,These ads ran without a disclaimer,≤100,2
1374826826104281,Sensibo,These ads ran without a disclaimer,≤100,5
200178993435612,La Corniche,These ads ran without a disclaimer,≤100,1
119167918117814,Kerry Hart,These ads ran without a disclaimer,≤100,1
112439816895168,arturov_lovesphoto,These ads ran without a disclaimer,≤100,1
2009798972471052,Gabriel de Carvalho - Espanol,These ads ran without a disclaimer,≤100,2
114634400231828,Club del Miedo UY,These ads ran without a disclaimer,≤100,1
835879739787640,Endurance Lifestyle,These ads ran without a disclaimer,≤100,2
107504087800459,ZimVie Dental,These ads ran without a disclaimer,≤100,5
698974256785676,Bayer Cono Sur,These ads ran without a disclaimer,≤100,11
752257724798641,Ir Maldonado,These ads ran without a disclaimer,≤100,1
101105011520238,alma_y_universo,These ads ran without a disclaimer,≤100,2
359662234073844,Tierras de los Andes,These ads ran without a disclaimer,≤100,2
102319991983243,Alianzasietetresocho Florida,These ads ran without a disclaimer,≤100,3
1185554848242437,Travelers With Cause,These ads ran without a disclaimer,≤100,1
383311258408684,SciDev.Net: América Latina,These ads ran without a disclaimer,≤100,5
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,3
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,10
100694966010922,USAenEspañol,These ads ran without a disclaimer,≤100,7
281556469214599,Viral,These ads ran without a disclaimer,≤100,1
331746776850750,Univadis,These ads ran without a disclaimer,≤100,2
26897053321,Erepublik,These ads ran without a disclaimer,≤100,1
101257289086007,Fecovi Uruguay,These ads ran without a disclaimer,≤100,1
30664024188,Medscape,These ads ran without a disclaimer,≤100,9
307404919623041,Plan con Causa,These ads ran without a disclaimer,≤100,1
488629597893093,Goodwall,These ads ran without a disclaimer,≤100,2
103185325615086,Chamana UY,These ads ran without a disclaimer,≤100,2
322712447766536,Fundación Gonzalo Rodríguez,These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,25
1404833206403762,Jornal Fronteira Meridional,These ads ran without a disclaimer,≤100,3
1329741273707017,Creative Fabrica,These ads ran without a disclaimer,≤100,1
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,≤100,4
402577713868913,Fenikks,These ads ran without a disclaimer,≤100,1
94005676787,Hitachi Vantara,These ads ran without a disclaimer,≤100,1
101535831469644,ITS America Events,These ads ran without a disclaimer,≤100,1
127780574066648,Mypostersucks,These ads ran without a disclaimer,≤100,1
101443721586040,lacasa8astrologia,These ads ran without a disclaimer,≤100,2
106152954688107,División de Ambiente y Cambio Climático-IDR,These ads ran without a disclaimer,≤100,1
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100,10
1547894518860184,Luis Lisboa,These ads ran without a disclaimer,≤100,1
103508057949082,Pistas Sonoras UCR,These ads ran without a disclaimer,≤100,2
117402242032,Alternativas y Capacidades AC,These ads ran without a disclaimer,≤100,1
104722751816273,Diplomatura en Bioarquitectura,These ads ran without a disclaimer,≤100,7
957702064349852,Volkswagen Group - Culture,These ads ran without a disclaimer,≤100,1
104204428019174,Viajar es Mundial,These ads ran without a disclaimer,≤100,4
108923542529195,Eurofarma,These ads ran without a disclaimer,≤100,3
104401217909899,RoboForex,These ads ran without a disclaimer,≤100,10
106465511052948,Francisco Capandeguy,These ads ran without a disclaimer,≤100,1
2263465973726775,Felipe Schipani,These ads ran without a disclaimer,≤100,1
900263666789175,Vinventions Latinoamérica,These ads ran without a disclaimer,≤100,3
128071033870721,Voz de América,These ads ran without a disclaimer,≤100,5
1457901470969537,Rosanna Biglia,These ads ran without a disclaimer,≤100,4
100685148155347,Friends of Confucius,These ads ran without a disclaimer,≤100,1
1521572141421469,Rescate Fauna Marina - Uruguay,These ads ran without a disclaimer,≤100,1
195138202091,Parentz Talk,These ads ran without a disclaimer,≤100,7
103702553068252,Cambria Press,These ads ran without a disclaimer,≤100,2
108973664751100,Abogada Irina Aguiar,These ads ran without a disclaimer,≤100,1
103125685188832,The Carbon Sink,These ads ran without a disclaimer,≤100,10
110332114744689,Oportunidades por el mundo,These ads ran without a disclaimer,≤100,4
101774591486214,Gail Taylor Music,These ads ran without a disclaimer,≤100,2
130025717077175,The Orangutan Project,These ads ran without a disclaimer,≤100,12
147109888636038,Netafim,These ads ran without a disclaimer,≤100,4
101822658967881,Lista 304,These ads ran without a disclaimer,≤100,1
100773438987835,Standard Industries,These ads ran without a disclaimer,≤100,4
925758667776466,Սփյուռքի Գլխավոր Հանձնակատարի Գրասենյակ Diaspora High Commissioner's Office,These ads ran without a disclaimer,≤100,1
107467785107264,Abiuy Store,These ads ran without a disclaimer,≤100,2
1928946690676941,Orgonitas,These ads ran without a disclaimer,≤100,1
100584522818905,tribucrianza.tbo,These ads ran without a disclaimer,≤100,1
2207019756221530,Avancemos,These ads ran without a disclaimer,≤100,4
386230141846675,Departamental Salto PCU,These ads ran without a disclaimer,≤100,1
105803788685424,Advantere,These ads ran without a disclaimer,≤100,12
110612398530770,Fronteira Criativa,These ads ran without a disclaimer,≤100,1
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,≤100,9
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,≤100,12
110339967042411,LastObject,These ads ran without a disclaimer,≤100,13
101229819148814,Reen Records,These ads ran without a disclaimer,≤100,8
112533267967308,La Luc NO se toca.,These ads ran without a disclaimer,≤100,2
1397407170273459,Graduatez.,These ads ran without a disclaimer,≤100,5
103364088523533,Book of fun,These ads ran without a disclaimer,≤100,3
523871451103064,Tabaré Amaral Edil Departamental,These ads ran without a disclaimer,≤100,1
914812531904532,Jóvenes con la 12,These ads ran without a disclaimer,≤100,1
200449364236710,Enzo Malán Diputado,These ads ran without a disclaimer,≤100,1
101337244637057,Project Makeover,These ads ran without a disclaimer,≤100,1
381238999186620,Linda_uy,These ads ran without a disclaimer,≤100,2
110323445015716,espacio.mejor,These ads ran without a disclaimer,≤100,1
105120908197871,Diario Salto Al Día,Diario Salto Al Día,≤100,2
101343598732865,VME - Verdad Mentira Engaño,These ads ran without a disclaimer,≤100,3
363598600726453,Centro Juvenil Cuatro Vientos,These ads ran without a disclaimer,≤100,1
103452848266508,The Latam Post,These ads ran without a disclaimer,≤100,12
117002277093851,Celeb Insider,These ads ran without a disclaimer,≤100,6
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,4
207745179235873,Thomas Hübl,These ads ran without a disclaimer,≤100,4
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,158
106700507499365,E-LEVENC,These ads ran without a disclaimer,≤100,2
1964664310476208,Radicales,These ads ran without a disclaimer,≤100,1
310082752437679,Alvaro Reyes,These ads ran without a disclaimer,≤100,2
439271216137690,Christianity Today en español,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,71
162299027799758,Santiago Altivo Esteves,These ads ran without a disclaimer,≤100,1
172091919941356,Semanario La Mañana,These ads ran without a disclaimer,≤100,2
20665390582,Medical Aid for Palestinians,These ads ran without a disclaimer,≤100,9
115009537479523,Ada Gonzalez,These ads ran without a disclaimer,≤100,1
351636681544850,Agenzia Giornalistica Aise,These ads ran without a disclaimer,≤100,9
1349664441784081,Instituto Iberoamericano de Derecho Electoral,These ads ran without a disclaimer,≤100,2
1812297282329742,Jorge Triana,These ads ran without a disclaimer,≤100,1
141410969326615,Indústria Metalúrgica Barriga Verde Ltda,These ads ran without a disclaimer,≤100,1
357353037620018,UVirtual,These ads ran without a disclaimer,≤100,3
100162738241949,Xu Zeyu,These ads ran without a disclaimer,≤100,11
1482174305394430,el pupitre de Pilu,These ads ran without a disclaimer,≤100,6
101005388841706,Lemu,These ads ran without a disclaimer,≤100,1
100979089555293,Jose Bedoya,These ads ran without a disclaimer,≤100,12
1721571661286608,Yulsfmpodcast,These ads ran without a disclaimer,≤100,2
567053583366726,Frente Amplio Pdu Oficial,These ads ran without a disclaimer,≤100,2
103080905703748,Mi Vida Verde Oficial,These ads ran without a disclaimer,≤100,21
103600819168005,RegalVerse,These ads ran without a disclaimer,≤100,4
102575091587667,LISTA 456 Flores,These ads ran without a disclaimer,≤100,1
102022139029779,eduardo.rojas.1983,These ads ran without a disclaimer,≤100,2
102968832307130,Defensa De La LUC,These ads ran without a disclaimer,≤100,1
1716195311953156,Convocatoria Seregnista - Progresistas - Tacuarembó,These ads ran without a disclaimer,≤100,1
203124260024655,Naxos en Español,These ads ran without a disclaimer,≤100,2
185108681825382,Museo Torres García,These ads ran without a disclaimer,≤100,1
385385178182941,SIGNUS Ecovalor,These ads ran without a disclaimer,≤100,7
108833861560623,Nuevoespacio,These ads ran without a disclaimer,≤100,1
1497502300316673,Jeff Mosil - Negocios De Elite,These ads ran without a disclaimer,≤100,4
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,5
259215427519347,Telas Lafayette,These ads ran without a disclaimer,≤100,2
1746857162037906,Techo Propio,These ads ran without a disclaimer,≤100,1
2206144029670954,Talvi Reisch 600,These ads ran without a disclaimer,≤100,1
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100,7
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,41
1408474549421296,IFE Conference del Tecnológico de Monterrey,These ads ran without a disclaimer,≤100,2
101045305757029,a_for_activist,These ads ran without a disclaimer,≤100,2
100410262417590,cgu.agronomia,These ads ran without a disclaimer,≤100,1
368406377320003,Página: Cata Droguett,These ads ran without a disclaimer,≤100,1
470736210584,Cambridge Judge Business School,These ads ran without a disclaimer,≤100,1
379128332236727,Diálogo Chino,These ads ran without a disclaimer,≤100,3
106378488178161,Javier Díaz,These ads ran without a disclaimer,≤100,1
101414535360571,Raise Three Fingers,These ads ran without a disclaimer,≤100,12
106205580964390,universo.etereo,These ads ran without a disclaimer,≤100,1
103279321978942,Cristopher Horta,These ads ran without a disclaimer,≤100,1
110775711048317,cryptofilia,These ads ran without a disclaimer,≤100,3
110258935668204,Ismael Cala,These ads ran without a disclaimer,≤100,2
102135868295347,horasdegracia,These ads ran without a disclaimer,≤100,1
102984361463961,Igrow Academy,These ads ran without a disclaimer,≤100,12
1439512002880022,Martín Pereira Rejala,These ads ran without a disclaimer,≤100,4
176337595733443,RONY,These ads ran without a disclaimer,≤100,8
7724542745,Manchester United,These ads ran without a disclaimer,≤100,1
224897877637858,LGC Biosearch Technologies,These ads ran without a disclaimer,≤100,2
426308704568306,Ecosmética,These ads ran without a disclaimer,≤100,2
104226688164327,Universal Plus,These ads ran without a disclaimer,≤100,2
105862731753911,nicolasmartinelli.uy,These ads ran without a disclaimer,≤100,2
1840427712720136,Bruno Acosta,These ads ran without a disclaimer,≤100,4
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,≤100,1
106025095512593,Corazón Celeste,These ads ran without a disclaimer,≤100,1
721278904661778,Diputado Alfredo Fratti,These ads ran without a disclaimer,≤100,1
339564343041531,Danfoss México,These ads ran without a disclaimer,≤100,1
111814565623,Aapresid,These ads ran without a disclaimer,≤100,5
105425548651466,Sondramacol,These ads ran without a disclaimer,≤100,6
110304924585889,The Searial Cleaners,These ads ran without a disclaimer,≤100,2
198351250198668,Primus Immigration,These ads ran without a disclaimer,≤100,1
103046768912487,Las mejores novelas,These ads ran without a disclaimer,≤100,3
2045499365531050,Luisa Rodríguez Cattaneo,These ads ran without a disclaimer,≤100,2
104167375558733,ignaciomendezpn,These ads ran without a disclaimer,≤100,1
105023408085597,adrianjuri,These ads ran without a disclaimer,≤100,1
161704781305446,The Spark Company,These ads ran without a disclaimer,≤100,16
107756041807121,oxfam_es,These ads ran without a disclaimer,≤100,2
278226958949773,DJ CYN,These ads ran without a disclaimer,≤100,3
111361091313,NICABM,These ads ran without a disclaimer,≤100,28
104747077816343,Instituto Superior de Inteligencia Social,These ads ran without a disclaimer,≤100,3
162443707130652,"Yoga Punta del Este, Asociación Uruguaya de Yoga",These ads ran without a disclaimer,≤100,1
107600958493138,Bobo wallpaper,These ads ran without a disclaimer,≤100,1
315603771494,Milaap,These ads ran without a disclaimer,≤100,26
193253236405,Fundació Mies van der Rohe,These ads ran without a disclaimer,≤100,1
103141177795111,Nicolás Guillenea,Nicolas Guillenea Marmol,≤100,2
208463585839891,Living Future Institute,These ads ran without a disclaimer,≤100,1
860273677381610,Municipio de Ecilda Paullier,These ads ran without a disclaimer,≤100,1
110572970307422,José Luis #pollo García Pinasco,These ads ran without a disclaimer,≤100,1
113433361345082,Mariale de Viaje,These ads ran without a disclaimer,≤100,1
105791061350146,sapientiacultura,These ads ran without a disclaimer,≤100,2
104857837889022,Médecins Sans Frontières / MSF,These ads ran without a disclaimer,≤100,1
1203457496335752,Corax Foundation,These ads ran without a disclaimer,≤100,1
2327667407514858,ALPLA Group,These ads ran without a disclaimer,≤100,1
542887979388340,Victor Somma,These ads ran without a disclaimer,≤100,1
458679087668202,Mi Congreso,These ads ran without a disclaimer,≤100,1
309315803204604,Borrazás fotografía,These ads ran without a disclaimer,≤100,2
103512969698091,Le Tour de France,These ads ran without a disclaimer,≤100,1
103934207741083,Selena Ryan,These ads ran without a disclaimer,≤100,1
101094681346404,BPS Multicolor,These ads ran without a disclaimer,≤100,1
2146853078664510,Ana Cebrián Grafica,These ads ran without a disclaimer,≤100,1
708035705916709,Homefans,These ads ran without a disclaimer,≤100,1
100528535996999,Kolapse,These ads ran without a disclaimer,≤100,2
1905944246314035,Matchwornshirt,These ads ran without a disclaimer,≤100,6
113176005044352,Go Punta,These ads ran without a disclaimer,≤100,1
104235568121743,salealtoque.uy,These ads ran without a disclaimer,≤100,1
105989847783837,Dreame story,These ads ran without a disclaimer,≤100,7
103606405342689,milagros_maylin,These ads ran without a disclaimer,≤100,1
105308968887793,Artigas cara a cara,These ads ran without a disclaimer,≤100,1
110887661232069,Two Sides América Latina,These ads ran without a disclaimer,≤100,1
1752292871720169,DSM Latam,These ads ran without a disclaimer,≤100,3
395946737156161,iPanda,These ads ran without a disclaimer,≤100,1
101660089132919,Scanner,These ads ran without a disclaimer,≤100,1
100118245757018,richard_tessier14,These ads ran without a disclaimer,≤100,1
387487677973035,Princípio Animal,These ads ran without a disclaimer,≤100,2
100120908552080,Criptofilia,These ads ran without a disclaimer,≤100,2
103898502184529,Sj tech,These ads ran without a disclaimer,≤100,2
158017089688179,Lista 7 Otro Colegio,These ads ran without a disclaimer,≤100,3
106654065081743,MKAKKOii- 0830- 4,These ads ran without a disclaimer,≤100,4
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,17
111573004318464,UScan - Mobile Document Scanner,These ads ran without a disclaimer,≤100,5
113638230545630,ruben_mgaha,These ads ran without a disclaimer,≤100,1
401226360314390,España Abogados,These ads ran without a disclaimer,≤100,1
127187187348820,Kaspersky,These ads ran without a disclaimer,≤100,4
105713535270251,MIS Libros,These ads ran without a disclaimer,≤100,2
224075811538475,Daniel Lopez,These ads ran without a disclaimer,≤100,1
106086715152776,Encuentro Conmigo,These ads ran without a disclaimer,≤100,1
105122941812932,Private-unlimited VPN-1,These ads ran without a disclaimer,≤100,1
613861802344833,Cynthia Zak,These ads ran without a disclaimer,≤100,3
107720268500004,danakedauthor,These ads ran without a disclaimer,≤100,1
100196989145903,Poppo South Asia,These ads ran without a disclaimer,≤100,1
