Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
107347068538276,Hrannar Bragi Eyjólfsson,Hrannar Bragi Eyjólfsson,35597,10
323996294599843,Þórdís Kolbrún Reykfjörð Gylfadóttir,Þórdís Gylfadottir,35350,6
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,35218,338
1412682625667454,T-listinn Flóahreppi,Sigurjón Andrésson,35062,4
1695889637360770,Hempire,These ads ran without a disclaimer,34901,22
1958787881108126,Sjálfstæðisfélag Suðurnesjabæjar,Einar Jón Pálsson,34837,29
218020061613734,UBS,These ads ran without a disclaimer,34493,38
112509524685591,Hildigunnur Gunnarsdóttir - 3.-4. sæti,Hildigunnur Gunnarsdóttir,34406,5
100844262467068,Eiður í 4. sæti,Eiður Ævarsson,34186,12
101591319198175,Liv Ása Skarstad,Liv Åse Skarstad,34100,6
103506018985892,Vinir Mosfellsbæjar,Michele Rebora,34050,16
133161106866852,Vinstri græn í Norðvesturkjördæmi,Vinstrihreyfingin - grænt framboð,34000,4
196853517177415,Rósa Guðbjarts,Rósa Guðbjartsdóttir,33392,5
145087982874607,Ragnhildur Jónsdóttir,Ragnhildur Jónsdóttir,33359,8
106673121576182,Hafdís Hrönn Hafsteinsdóttir,Hafdis Hafsteinsdóttir,33040,8
168329176638670,Skúli Helgason,Skúli Þór Helgason,32998,16
101027552553019,Helga Margrét Marzellíusardóttir,Helga Margrét Marzellíusardóttir,32938,3
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,Jóhanna Gunnarsdóttir í stjórn VR 2023,32728,7
117319908319010,Maskína,Markaðs- og miðlarannsóknir ehf.,32680,1
102230298624586,Gauti Jóhannesson,Gauti Jóhannesson,32498,7
737169626371453,Heimildin,These ads ran without a disclaimer,32402,7
570066733027271,Píratar í Norðausturkjördæmi - PíNA,Píratar,31986,3
101832879103335,Helga Jóhanna í bæjarstjórn,Helga Jóhanna Oddsdóttir,31087,10
519095321817515,Origo Ísland,These ads ran without a disclaimer,30811,3
108903535125501,Umbót í Reykjanesbæ,Umbót í Reykjanesbæ,30488,9
105504941580153,Guðbergur Reynisson,Hermann Nökkvi Gunnarsson,30010,6
109655584949292,Guðfinnur Sigurvinsson,ab marketing,30000,3
104733418273995,Pétur Óli Þorvaldsson,Pétur Þorvaldsson,29710,2
105986171646268,Diljá Mist,Sjálfstæðisflokkurinn,29425,3
248986568895243,Speechify,These ads ran without a disclaimer,29238,22
103170375309337,Örvar Marteinsson á Alþingi,Örvar Már Marteinsson,29098,2
95948853302,Þjóðminjasafn Íslands/ National Museum of Iceland,These ads ran without a disclaimer,28858,3
120092145337652,Miðflokkurinn í Suðurkjördæmi,Miðflokkurinn Suðurkjördæmi,28400,8
109538177984669,Ásmundur Friðriksson Alþingismaður,Ásmundur Friðriksson,27910,1
804997446264798,Chic Me,These ads ran without a disclaimer,27901,1
102745942052943,Kristrún Frostadóttir,Kristrún Frostadóttir,27699,2
101932415753127,Stein Olav í 5.-6. sæti,Stein Olav Romslo,27445,7
475136726354344,Sara Dögg,These ads ran without a disclaimer,27357,17
1543844002577014,Vinstri Græn - Norðaustur kjördæmi,Vinstrihreyfingin - grænt framboð,27338,5
156690387698504,Ástþór Magnússon,Ástþór Magnússon,27049,2
123226304387484,BHM,These ads ran without a disclaimer,26474,7
626987914308883,PlanetCare,These ads ran without a disclaimer,26455,34
103521361512913,Þorbjörg S. Gunnlaugsdóttir,Thorbjorg Sigridur Gunnlaugsdottir,26271,7
186713821952918,Bæjarlistinn Hafnarfirði,Guðlaug Svala Kristjánsdóttir,26113,22
107322985195175,Þorleifur Örn,Guðmundur Sigurjónsson,25363,6
959609464208153,Þorkell Heiðarsson,Þorkell Heiðarsson,25199,7
307728402894530,Landsnet,These ads ran without a disclaimer,25056,3
103805934561472,Sjálfstæðisflokkurinn í Múlaþingi,Oddný Daníelsdóttir,24744,16
342201726674,Í-listinn í Ísafjarðarbæ,Í-listinn,24724,15
342201726674,Í-listinn í Ísafjarðarbæ,Arna Lára Jónsdóttir,24723,10
1016761808389143,Lilja Dögg Alfreðsdóttir,These ads ran without a disclaimer,24620,7
306020763657196,Hanna Katrín Friðriksson,Viðreisn,24305,5
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Sjálfstæðisflokkurinn,23549,3
101172802506753,Eyjólfur Gíslason 2. sæti - Fögnum fjölbreytileika Reykjanesbæjar,Eyjólfur Gíslason,23425,4
213650330688133,Jakob Frímann Magnússon,Jakob Frímann Magnússon,23282,1
115009651874730,Framsókn og aðrir framfarasinnar í Rangárþingi eystra,Framsókn og aðrir framfarasinnar í Rangárþingi eystra,23151,22
198586833529332,Grænni byggð/Green Building Council Iceland,Þórhildur Fjóla Kristjánsdóttir,23000,2
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,22966,6
2375329499365063,Verkalýðsfélagið Hlíf,Verkalýðsfélagið Hlíf,22385,6
469345739849527,Sjávarútvegsráðstefnan,Sjávarútvegsráðstefnan,22328,5
102357972341739,Jana Katrín Knútsdóttir,Jana Katrín Knútsdóttir,22325,4
108903535125501,Umbót í Reykjanesbæ,Úlfar Guðmundsson,22317,9
118812014799320,Samfylkingin í Grindavík,Samfylkingin Grindavík,22000,3
161766604471687,Arna Hagalínsdóttir,Arna Björk Hagalínsdóttir,21663,5
1140584139325931,Bessastaðabaráttan,Bessastaðabaráttan,21520,2
113213393870569,Jón Steindór Valdimarsson,Viðreisn,21498,7
48461087026,Eirberg,These ads ran without a disclaimer,21219,1
363131034159178,Ásgeir Sveinsson,Ásgeir Sveinsson,21150,6
106347034462013,Frelsum Frjálsa,Sveinbjörg Birna Sveinbjörnsdóttir,21010,13
102788073095774,XS Árborg,Samfylking í Árborg,20999,6
111565390687787,Ágúst Ólafur Ágústsson,Ágúst Ágústsson,20700,4
138647152868217,Samband ungra Framsóknarmanna,Ung Framsókn,20500,2
139797983415647,Stefán Vagn Stefánsson,Stefán Vagn Stefánsson,20480,4
101690875815902,Framfaralistinn í Flóahreppi,Framfaralistinn í Flóahreppi,20387,13
611855072330276,Uppreisn: Ungliðahreyfing Viðreisnar,Uppreisn: Ungliðahreyfing Viðreisnar,20298,2
106050641974043,Gauta Skúla í 5. sætið,Gauti Skúlason,20275,5
317158175535179,BitLife,These ads ran without a disclaimer,19738,8
100460265170594,Vinnvinn,These ads ran without a disclaimer,19512,2
110029914731018,María Rut,María Kristinsdóttir,19353,6
226524739301620,Jórunn Pála Jónasdóttir,Jórunn Pála Jónasdóttir,19329,2
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,19295,8
276274722490886,Alþýðusamband Íslands - ASÍ,These ads ran without a disclaimer,18978,4
1436536773235060,Helgu í formann VR,These ads ran without a disclaimer,18853,8
262118120505790,Betra Ísland,Íbúar - Samráðslýðræði ses,18826,2
127758293960074,Evrópuhreyfingin,These ads ran without a disclaimer,18803,7
341809185958722,Píratar í Reykjavík,These ads ran without a disclaimer,18653,3
229395400522118,Samtök grænkera á Íslandi,Vigdís Fríða,18607,6
114388201909436,Fjarðabyggð,Fjarðabyggð,18514,3
1707581159551637,Storytel,These ads ran without a disclaimer,17993,1
104133318772253,Kristín Björnsdóttir í framboði,Kristín Björnsdóttir,17904,3
168020096546889,Bolli Héðinsson - hagfræðingur,Bolli Héðinsson,17795,15
98673036962,ROLDA,These ads ran without a disclaimer,17789,77
101543285799505,Guðmundur Ármann 2. sæti,Guðmundur Ármann Pétursson,17641,7
100432118699839,XD í Múlaþingi,Sjálfstæðisflokkurinn í Múlaþingi,17454,9
719853864726295,Mindvalley,These ads ran without a disclaimer,16986,27
154893001218870,ADHD samtökin,Hrannar Björn Arnarsson,16864,4
101023045921486,K-Listi Þingeyjarsveit,Linda Björk Árnadóttir,16757,20
109091011430956,Ultra Fighter: Supernova,These ads ran without a disclaimer,16425,14
110917194834199,Steinþór Jón Gunnarsson Aspelund,Steinþór Jón Gunnarsson,16418,3
106044921522841,Lilja Rannveig,Lilja Rannveig Sigurgeirsdóttir,16394,7
604742389649107,Seekers Notes,These ads ran without a disclaimer,16110,11
111445176928554,Líf án ofbeldis,Líf án ofbeldis,15990,9
178847272147064,Almannavarnadeild ríkislögreglustjóra,These ads ran without a disclaimer,15961,3
1397224697253477,Solid Clouds,These ads ran without a disclaimer,15688,1
103450025687079,M-listi Samfélagsins,Ingibjörg Hanna Sigurðardóttir,15513,7
103797582262361,Axel Þór Eysteinsson í 3. - 4. Sætið,Axel Þór Eysteinsson,15333,9
1668318270123734,Guðmundur Ari - Bæjarfulltrúi á Seltjarnarnesi,Guðmundur Sigurjónsson,15300,4
1958874890813838,Jarðarvinir,These ads ran without a disclaimer,15000,2
210376412645728,Skiltakarlarnir,Ólafur Sigurðsson,15000,2
291017694084757,Helga Þórisdóttir 2024,Félag um framboð Helgu Þórisdóttir,14924,3
305776536834809,Verðlagseftirlit ASÍ,These ads ran without a disclaimer,14846,1
209319395907675,Hildur Sverrisdóttir,Sjálfstæðisflokkurinn,14571,3
106897704961035,Samfylkingin í Suðurnesjabæ,Samfylkingarfélagið í Suðurnesjabæ,14266,4
137553629644363,Viska - stéttarfélag,Fræðagarður,14257,2
106488355097002,Viðreisn í Norðvesturkjördæmi,Viðreisn,14000,4
756566054479878,Samtök fyrirtækja í velferðarþjónustu,Samtök fyrirtækja í velferðarþjónustu,13874,2
110876113798560,Okkar auðlind,These ads ran without a disclaimer,13808,1
6013004059,The Economist,These ads ran without a disclaimer,13737,69
115004407855176,Magnea Gná - borgarfulltrúi Framsóknar í Reykjavík,Magnea Gná Jóhannsdóttir,13680,7
299827573507844,Sjálfstæðisflokkurinn í Norðurþingi,Sjálfstæðiflokkurinn í Norðurþingi,13433,9
245267163673,Bryndís Haraldsdóttir,These ads ran without a disclaimer,13431,10
137524753533383,Miðflokkurinn,These ads ran without a disclaimer,13408,34
172861986833238,Lovísa varabæjarfulltrúi,Lovísa Björg Traustadóttir,13302,3
1963578177098328,Loftslagsverkfall - Fridays for Future Ísland,Ungir umhverfissinnar,13000,2
1884962341832844,Góðvild,These ads ran without a disclaimer,12794,2
115004407855176,Magnea Gná - borgarfulltrúi Framsóknar í Reykjavík,Magnea Gná - borgarfulltrúi Framsóknar í Reykjavík,12790,4
185741612014,Nordisk Ministerråd og Nordisk Råd,These ads ran without a disclaimer,12527,5
106447694832744,Við fólkið í landinu,Við fólkið í landinu,12400,3
105087925423596,Örn Viðar,Örn Viðar Skúlason,12389,9
527077880637327,Samfylkingin á Akranesi,These ads ran without a disclaimer,12180,6
102854889755864,Á-listinn Rangárþingi ytra,Á-listinn - Rangárþingi ytra,12140,5
113366314593529,Inga Rós í 6. sæti - Garðabær,Inga Rós Reynisdóttir,12114,8
138497182848796,Ungt jafnaðarfólk,Ungir jafnaðarmenn,12000,2
1958753184339398,Rósa Björk Brynjólfsdóttir,Samfylkingin,11500,3
891307104382857,Alexandra Briem,Alexandra Briem,11400,3
108480804898397,Nordisk Råds miljøpris,These ads ran without a disclaimer,11220,3
100401809251881,Gígja Sigríður Guðjónsdóttir í 4. sæti,Gígja Sigríður Guðjónsdóttir,11210,3
117923164930140,Lifandi vísindi- Lifandi saga,Lifandi vísindi- Lifandi saga,10999,11
104622121026372,Earth Breeze,These ads ran without a disclaimer,10979,4
2045547565663331,Viðreisn í Mosfellsbæ,Viðreisn,10937,4
306360479381197,Festa - miðstöð um sjálfbærni,Festa,10752,5
106281268122087,Guðveig Lind Eyglóardóttir,Guðveig Lind Eyglóardóttir,10629,8
157843114233487,Landssamtökin Geðhjálp,These ads ran without a disclaimer,10601,2
1840044019373493,Karlmennskan,These ads ran without a disclaimer,10412,1
41021009350,Framsókn,These ads ran without a disclaimer,10340,1
100138115009337,Jafnvægisvogin - Hreyfiaflsverkefni FKA,These ads ran without a disclaimer,10096,2
1957061114582771,Vinstri græn í Garðabæ,Ingvar Arnarson,10002,4
138518192828146,Viðskiptablaðið,Myllusetur ehf.,10000,1
223414661007104,Rannsóknarskýrsla heimilanna,These ads ran without a disclaimer,10000,1
137524753533383,Miðflokkurinn,Fjóla Björnsdóttir,10000,2
241503652726,Katrín Jakobsdóttir,Vinstrihreyfingin - grænt framboð,10000,1
179747155671,Háskólinn í Reykjavík,Háskólinn í Reykjavík,9999,2
105172888323384,Rannsókn um viðhorf í heimsfaraldri,Jón Ingi Hlynsson,9999,1
106990674134193,Miðflokkurinn -Þingeyjarsýslu,Miðflokkurinn-Þingeyjarsýslu,9900,6
264905493366726,Viktor Traustason 2024,Viktor Traustason 2024,9830,2
242035537982,Ragnar Bjarni Zoëga,Ragnar Bjarni Zoëga Hreiðarsson,9799,1
232479886816529,Cambridge Institute for Sustainability Leadership,These ads ran without a disclaimer,9764,4
690052147690383,Skipulagsstofnun,Skipulagsstofnun,9600,7
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,9384,87
102948841613696,Loftslagsráð - Icelandic Climate Council,These ads ran without a disclaimer,9370,5
202072990520464,F-listinn Eyjafjarðarsveit,Kjartan Sigurdsson,9302,4
109407681639241,Dagbjört í 2. sæti,Dagbjört Snjólaug Oddsdóttir,9285,5
100223869297561,Gísli Stefánsson,Gisli Stefansson,9277,7
122834791074815,"Vilhjálmur Bjarnason, stjórnmálamaður",Vilhjálmur Bjarnason,9021,4
218508415010642,Sjálfstæðisfélag Kópavogs,Signy Skuladottir,9000,1
108286944223978,Íbúalýðræði,Óskar Steinn Ómarsson,9000,3
259818144132368,Sameyki stéttarfélag í almannaþjónustu,These ads ran without a disclaimer,9000,2
166802253467224,Ung vinstri græn - UVG,Ásrún Ýr Gestsdóttir,9000,3
105818888034867,Ingibjörg Isaksen,Ingibjorg Isaksen,9000,3
565108056966122,Curiosity Stream,These ads ran without a disclaimer,8980,31
106447694832744,Við fólkið í landinu,Trausti Breiðfjörð Magnússon,8800,1
182679738438175,Félag íslenskra náttúrufræðinga,These ads ran without a disclaimer,8746,2
104637695240751,Vilborg Þóranna,Tómas Ellert Tómasson,8652,3
171223536255246,WHO Regional Office for Europe,These ads ran without a disclaimer,8637,4
177805202304763,Mosfellsbær,These ads ran without a disclaimer,8555,1
114540789916898,Íslensk - indverska viðskiptaráðið - ÍIV,Félag atvinnurekenda,8500,2
518059384974166,Foreldraráð Hafnarfjarðar,Stefán Már Gunnlaugsson,8411,1
226420604114883,Akureyrarbær,These ads ran without a disclaimer,8233,5
111420374868678,Örvar Jóhannsson,Örvar Jóhannsson,8103,5
152804904889,Samfylkingin,These ads ran without a disclaimer,8085,3
77144867225,Norræna húsið  The Nordic House,These ads ran without a disclaimer,8079,3
1390745591150821,NRC - Norwegian Refugee Council,These ads ran without a disclaimer,8014,52
100206615660276,Eylíf heilsa,Eylíf heilsa,8000,2
230042774042342,Landssamband veiðifélaga,Jón Helgi Björnsson,8000,1
159222514136040,Iðan fræðslusetur,These ads ran without a disclaimer,8000,2
867962259958927,Airinum,These ads ran without a disclaimer,7919,98
104664781473030,Breið þróunarfélag,These ads ran without a disclaimer,7910,2
129796363737534,Garðabær,These ads ran without a disclaimer,7853,2
102671809019906,Ingvar Pétur í 1. sæti,Ingvar Pétur í 1. sæti,7825,3
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,7800,3
19746387261,Humane Society International,These ads ran without a disclaimer,7764,55
259762040834891,Two Dots,These ads ran without a disclaimer,7761,1
101778915382780,Iða Marsibil,Iða Marsibil,7710,4
100451933698060,AdVenture Communist,These ads ran without a disclaimer,7566,8
1899243206850125,FitCoach by Welltech,These ads ran without a disclaimer,7335,8
1587835178108517,Ekill.is,These ads ran without a disclaimer,7318,2
898898563535615,Heyrnar-og talmeinastöð,These ads ran without a disclaimer,7226,1
554816891238278,List Án Landamæra Listahátíð,List án landamæra,7000,2
381853468555706,Svandís Svavarsdóttir,Vinstrihreyfingin - grænt framboð,7000,1
436551626426579,Rótin,Rótin,7000,2
101499425572219,Farsæll ferill: Völundarhús tækifæranna,These ads ran without a disclaimer,6999,1
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,6995,3
109247597606932,Levy & Frey,These ads ran without a disclaimer,6989,17
451256781884275,Klondike Adventures,These ads ran without a disclaimer,6969,3
106065484513801,Merge Friends,These ads ran without a disclaimer,6866,4
687589164666184,MasterClass,These ads ran without a disclaimer,6838,4
282409695449893,Inga Björk,Inga Bjarnadóttir,6805,4
133049684195650,Miðflokkurinn í Reykjavík,These ads ran without a disclaimer,6778,1
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,6762,14
1088526451278157,VG á Suðurnesjum,Vinstrihreyfingin - grænt framboð,6740,2
1474448462788057,B listi Framsóknar og annarra framfarasinna,These ads ran without a disclaimer,6615,10
148872571795434,Viðskiptaráð Íslands,These ads ran without a disclaimer,6615,1
240802852621546,Útvarp Saga,Útvarp Saga,6575,59
343459706117402,Word Collect,These ads ran without a disclaimer,6565,3
562978630853952,Egill Þór Jónsson - Reykjavík,These ads ran without a disclaimer,6454,5
242609809198052,Dómkórinn í Reykjavík,These ads ran without a disclaimer,6446,1
513010928803215,Sjálfstæðisflokkurinn í Borgarbyggð,Lilja Björg Ágústsdóttir,6393,2
328771631175563,"Breeze: mood journal, diary",These ads ran without a disclaimer,6361,1
54662962022,Guðlaugur Þór Þórðarson,These ads ran without a disclaimer,6358,2
628688953820696,Loftkastalinn / Vinnustofa Hilmars,These ads ran without a disclaimer,6250,4
367725539535,mbl.is,These ads ran without a disclaimer,6214,5
112404581072567,Bjarney Bjarnadóttir,Bjarney Bjarnadottir,6000,2
481181928748754,Störf á Landspítala,These ads ran without a disclaimer,6000,2
168067143253961,Pipar\TBWA,Pipar\TBWA,6000,1
121710823418515,Danith Chan,Sveinn Óskar Sigurðsson,6000,1
104208481905566,Njáll Ragnarsson,Njáll Ragnarsson,6000,3
109236130684510,Bolli,These ads ran without a disclaimer,6000,1
104927565327788,Íslensk-taílenska viðskiptaráðið,Félag atvinnurekenda,6000,1
107386791943122,A - listi allra  / A - for all,Vigdís Eva Steinþórsdóttir,5941,9
102736235538317,Evmotors.live,These ads ran without a disclaimer,5849,12
168496349938791,Hjólafærni,These ads ran without a disclaimer,5831,1
103118144427643,Big Rig Racing Game,These ads ran without a disclaimer,5796,20
245094455536925,FOUR PAWS,These ads ran without a disclaimer,5783,272
510756569101060,Íslensk erfðagreining,These ads ran without a disclaimer,5765,3
127543717939525,Hafnartorg,These ads ran without a disclaimer,5661,1
125306400851591,Alþjóðamálastofnun Háskóla Íslands,These ads ran without a disclaimer,5569,2
110339967042411,LastObject,These ads ran without a disclaimer,5516,32
1238173096287495,Azur Games,These ads ran without a disclaimer,5509,8
103138642237019,Bíótekið,These ads ran without a disclaimer,5501,1
153705438660098,Þórdís Lóa,Þórdís Lóa,5500,1
100837441761567,BÚUM VEL,These ads ran without a disclaimer,5498,2
510146012705842,Viðreisn Árborg,Viðreisn í Árborg,5487,2
158974357493471,Skotveiðifélag Íslands Skotvís,These ads ran without a disclaimer,5486,1
