Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
131664893560695,Origins OSU,These ads ran without a disclaimer,13433,21
106421395338723,Elie Bitar - إيلي البيطار,These ads ran without a disclaimer,13433,1
197668123591139,الجمعية اللبنانية للتأهيل والتنمية Taaheel,These ads ran without a disclaimer,13284,1
111827451664224,Fateh Tv قناة,These ads ran without a disclaimer,13284,2
187939517893593,ARIJ,These ads ran without a disclaimer,13284,1
107720268500004,danakedauthor,These ads ran without a disclaimer,13284,1
2113582132220200,World Banknote Auctions,These ads ran without a disclaimer,13134,3
107342268716182,IHA Health,These ads ran without a disclaimer,13133,1
494954657195381,"Taller d'Art, Cultura i Creació",These ads ran without a disclaimer,13017,6
101220519492,Good News from Finland,These ads ran without a disclaimer,13017,7
113704773876975,Sustainable Japan by The Japan Times,These ads ran without a disclaimer,12400,3
1230170470351907,Lebanese Taekwondo Federation,These ads ran without a disclaimer,12388,2
1495062327433191,Sunhak Peace Prize,These ads ran without a disclaimer,12306,8
108124797587355,wa3d.zakaria,These ads ran without a disclaimer,12273,1
109662488246997,Explore Haikou,These ads ran without a disclaimer,12239,4
287940405085613,symriseag,These ads ran without a disclaimer,12239,4
105535055794455,Taqamena,These ads ran without a disclaimer,12239,2
111395774367123,Sircles project,These ads ran without a disclaimer,12239,1
424554751718984,AlAin Français,These ads ran without a disclaimer,12194,2
421554937862583,UCT Dubai,These ads ran without a disclaimer,12194,1
100544355509085,الصفحة الرسمية للشيخ بلال محمد شعبان,These ads ran without a disclaimer,11937,2
116714671369596,mairabstocco,These ads ran without a disclaimer,11925,1
110984824783069,Kanz Al Jeel,These ads ran without a disclaimer,11809,1
174532709290967,FBS Markets Inc.,These ads ran without a disclaimer,11791,1
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,11663,1
165525366896608,Soka Gakkai,These ads ran without a disclaimer,11522,7
111622410196045,State of Youth,These ads ran without a disclaimer,11369,14
179175252108775,FreightWaves,These ads ran without a disclaimer,11343,3
323588103454,منظمة العفو الدولية,These ads ran without a disclaimer,11230,2
171795872872353,ISPI - Istituto per gli studi di politica internazionale,These ads ran without a disclaimer,11205,5
219612384781411,Bloomberg Philanthropies,These ads ran without a disclaimer,11045,9
111428507183903,Canadian Institute for International Law Expertise,These ads ran without a disclaimer,11013,1
212732770186,Tom MacDonald,These ads ran without a disclaimer,11013,3
1198498803640966,The East Gate,These ads ran without a disclaimer,10858,3
1418847414842462,Asia Youth International MUN,These ads ran without a disclaimer,10817,3
140643048143435,حفريات ميديا,These ads ran without a disclaimer,10746,4
156850176567,المجلة,These ads ran without a disclaimer,10746,6
604009266788505,T-House,These ads ran without a disclaimer,10741,6
145643245456953,Jack Hibbs,These ads ran without a disclaimer,10597,2
371171589575669,China.org.cn,These ads ran without a disclaimer,10597,7
478128558990850,womena,These ads ran without a disclaimer,10506,5
402052193189194,Siemens,These ads ran without a disclaimer,10381,3
1374826826104281,Sensibo,These ads ran without a disclaimer,10299,5
110571321910625,عرب اوهايو,These ads ran without a disclaimer,10299,1
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,10299,5
101525515674889,فضائية عودة-فلسطين,These ads ran without a disclaimer,10149,1
254498791261734,Enfants de Lumière,These ads ran without a disclaimer,10149,1
109238562080845,adeel.sajid,These ads ran without a disclaimer,9875,1
221991447852022,Al Wasat Magazine,These ads ran without a disclaimer,9875,1
1002212629872227,Fawaz Chawk,These ads ran without a disclaimer,9875,1
1469091106705711,Trends Research & Advisory,These ads ran without a disclaimer,9858,6
198317336853861,Qatar Airways,These ads ran without a disclaimer,9851,2
414715048574430,UNFPA Arabic - صندوق الأمم المتحدة للسكان للدول العربية,These ads ran without a disclaimer,9851,1
113860331311065,Unusual building,These ads ran without a disclaimer,9739,14
108136791055556,YEP MED,These ads ran without a disclaimer,9702,1
117443068305863,INSS - The Institute for National Security Studies,These ads ran without a disclaimer,9495,2
104238192067446,Fox'oclock,These ads ran without a disclaimer,9403,2
210963862280920,Moellhausen,These ads ran without a disclaimer,9392,1
187062254656817,عربي TRT,These ads ran without a disclaimer,9239,1
517231405008910,Global Landscapes Forum,These ads ran without a disclaimer,9067,19
8539814909,International Animal Rescue,These ads ran without a disclaimer,8986,9
114172218635785,INJAZ Lebanon,These ads ran without a disclaimer,8955,1
418775708189870,Social Movement Technologies,These ads ran without a disclaimer,8955,1
19740928752,World Animal Protection,These ads ran without a disclaimer,8800,8
146822255731958,Fast Travel Games,These ads ran without a disclaimer,8738,1
911589982259614,Виктория Круть Трансформационный тренер,These ads ran without a disclaimer,8657,6
488782827814626,International Labour Organization,These ads ran without a disclaimer,8657,1
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,8507,1
110978427034251,ناصر محمود سليمان,These ads ran without a disclaimer,8507,1
1624719531139543,The North Life  Magazine,These ads ran without a disclaimer,8507,1
477555019265993,خربشات,These ads ran without a disclaimer,8441,2
207268042645317,Macquarie Group,These ads ran without a disclaimer,8312,10
107090382200300,turfqatar,These ads ran without a disclaimer,8264,1
1478568739050062,Charles Arbid,These ads ran without a disclaimer,8209,1
280141015420291,European Union and the Palestinians,These ads ran without a disclaimer,8060,8
112361134789467,Cryptocurrency Coin Files,These ads ran without a disclaimer,8035,1
116433386467652,الشريف سليمان,These ads ran without a disclaimer,7895,1
107828991897841,Katuwang Ng Mga Ofw Para Matulongan,These ads ran without a disclaimer,7815,1
101978933230493,DHL,These ads ran without a disclaimer,7745,2
109006062775474,ملتقى الحوار FDHRD,These ads ran without a disclaimer,7687,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,7621,17
113608008709874,Hotel Villa Real,These ads ran without a disclaimer,7579,6
106249000192,CME Group,These ads ran without a disclaimer,7469,1
102945889772393,صحيفة الاتحاد - aletihad,These ads ran without a disclaimer,7463,2
193394557345243,Devex,These ads ran without a disclaimer,7463,7
199157597154556,QUB - Faculty of Engineering and Physical Sciences,These ads ran without a disclaimer,7301,1
352144688790283,ila Bank Bahrain,These ads ran without a disclaimer,7164,13
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,7164,1
315603771494,Milaap,These ads ran without a disclaimer,7087,44
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,7085,6
1637519203176011,ClearFox Wastewater Treatment,These ads ran without a disclaimer,7085,2
2224548474255886,أبناء الضنية,These ads ran without a disclaimer,6920,2
148548965168926,NSF,These ads ran without a disclaimer,6866,2
107624034440955,Help Us Rise,These ads ran without a disclaimer,6866,1
100223175785179,Emeraude,These ads ran without a disclaimer,6759,2
152451474837468,NAPA Group,These ads ran without a disclaimer,6756,3
133372010036917,University of Leicester,These ads ran without a disclaimer,6740,1
105995915010626,magmardinian,These ads ran without a disclaimer,6716,1
107251311869768,Destination Abu Dhabi,These ads ran without a disclaimer,6637,1
1632894420306260,Edumotion,These ads ran without a disclaimer,6567,1
164344500263690,Beijing Review,These ads ran without a disclaimer,6567,1
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,6521,6
105572575011321,Mazahri,These ads ran without a disclaimer,6418,1
109547748202856,ITranslator - 100+ language 2,These ads ran without a disclaimer,6418,3
270076210418807,جمال بن حويرب,These ads ran without a disclaimer,6418,1
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,6365,1
102088069159266,Elizabeth Marshall Digital,These ads ran without a disclaimer,6365,1
100290862007245,The New Phoenician Republic of Lebanon,These ads ran without a disclaimer,6274,1
457161944345756,Sawa Organization مؤسسة سوا,These ads ran without a disclaimer,6269,1
102908412384239,Maggie Mhanna,These ads ran without a disclaimer,6269,1
1469752156670918,Youth China,These ads ran without a disclaimer,6269,1
1244891025642787,النائب فيصل الصايغ - MP Faysal Sayegh,Anbaa Online,6119,1
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,6119,1
681612925280341,المكتب الإعلامي المركزي,These ads ran without a disclaimer,6119,1
101286118673417,sherenemelania,These ads ran without a disclaimer,6119,1
108740247282263,Yoyu,These ads ran without a disclaimer,5991,4
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,5970,3
997123347052487,China Taiping Life Insurance Hong Kong Company Limited太平人壽（香港）,These ads ran without a disclaimer,5939,1
516831332089940,مجلس عفرين المدني,These ads ran without a disclaimer,5831,2
167018946648283,Arab Health,These ads ran without a disclaimer,5829,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,5821,44
674374605962850,Future of Life Institute,These ads ran without a disclaimer,5820,4
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,5767,3
821430017924241,Sungrow,These ads ran without a disclaimer,5672,8
102650939442149,b.u.t.t.e.r.f.l.y_e.f.f.e.c.ts,These ads ran without a disclaimer,5626,2
111535028099492,New Reality,These ads ran without a disclaimer,5571,1
100637975324893,ميسلون للثقافة والترجمة والنشر,These ads ran without a disclaimer,5564,1
112192393947217,Cleanup: Phone Storage Cleaner,These ads ran without a disclaimer,5522,3
153887384672062,Doctors Without Borders / Médecins Sans Frontières,These ads ran without a disclaimer,5384,2
10423517786,Harvard Business Review,These ads ran without a disclaimer,5373,1
909905955702143,رابطة المحامين السوريين الأحرار Free Syrian Lawyers Association,These ads ran without a disclaimer,5372,3
100702895298550,صفحة اخبار بيروت,These ads ran without a disclaimer,5224,1
100971502069332,د. دينا سيد عبدالله الرفاعي,These ads ran without a disclaimer,5224,2
1456998184564952,عربي بوست,These ads ran without a disclaimer,5180,1
95775573753,Frontiers,These ads ran without a disclaimer,5145,10
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,5108,40
102504238965672,womenofcryptonft,These ads ran without a disclaimer,5075,4
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,5075,1
166591246714313,Tetra Pak,These ads ran without a disclaimer,5055,4
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,5054,11
101143101978399,SAT-7 خبز الحياة,These ads ran without a disclaimer,5026,1
130369030334301,KidsRights,These ads ran without a disclaimer,4943,5
70877580782,IFC - International Finance Corporation,These ads ran without a disclaimer,4925,12
144485286167033,Arab-German Young Academy of Sciences and Humanities,These ads ran without a disclaimer,4778,1
102330857856180,Souheil Abi Saad,These ads ran without a disclaimer,4778,2
266790296879,Bloomberg,These ads ran without a disclaimer,4776,5
102040279188611,Support Ukrainians WW,These ads ran without a disclaimer,4627,3
110177838368464,Freedom Grams,These ads ran without a disclaimer,4614,3
2047862178864123,رابطة عائلات قيصر - Caesar Families Association,These ads ran without a disclaimer,4589,1
167878593236712,UNICEF en español,UNICEF,4478,20
105943994975741,The FUTURE ARMENIAN / ԱՊԱԳԱ ՀԱՅԿԱԿԱՆԸ,These ads ran without a disclaimer,4478,1
103708639111335,World News And Economy,These ads ran without a disclaimer,4469,1
