Page ID,Page name,Disclaimer,Amount spent (SAR),Number of ads in Library
478128558990850,womena,These ads ran without a disclaimer,≤100,6
150316231506061,Jibon 20,These ads ran without a disclaimer,≤100,1
106446285894251,Amanuel Abinet,These ads ran without a disclaimer,≤100,1
109534787605542,Mohammed Al-Issa محمد العيسى,These ads ran without a disclaimer,≤100,3
101050069020297,meemgallery,These ads ran without a disclaimer,≤100,1
103272019256086,Black Magic specialist,These ads ran without a disclaimer,≤100,1
180188128507300,Thailand office Game Winner20,These ads ran without a disclaimer,≤100,1
482525658494607,سعودي اوتو,These ads ran without a disclaimer,≤100,1
102371825798124,akug.izibweemmanuel,These ads ran without a disclaimer,≤100,1
111734761994693,Mahi win tpis,These ads ran without a disclaimer,≤100,1
101619808541852,Usman Khaja,These ads ran without a disclaimer,≤100,1
100123529785565,jaya bersama,These ads ran without a disclaimer,≤100,1
101370178530180,lafifilm,These ads ran without a disclaimer,≤100,2
106509944169590,sultan_albadi,These ads ran without a disclaimer,≤100,1
103759112035761,مجمع أصداء الصحة الطبي,These ads ran without a disclaimer,≤100,1
101942205318114,bonianf,These ads ran without a disclaimer,≤100,1
1438076366477515,التلفزيون العربي,These ads ran without a disclaimer,≤100,5
179293651939617,Immigration Canada,These ads ran without a disclaimer,≤100,1
117423331329455,Career Goals HQ,These ads ran without a disclaimer,≤100,1
111776728674300,Khalid Sidig,These ads ran without a disclaimer,≤100,1
101280872837632,Ubor-mall- Skin care products,These ads ran without a disclaimer,≤100,3
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,18
743199805779919,الموقف المصري,These ads ran without a disclaimer,≤100,13
169257739813336,لافونتين فنادق ومنتجعات  - Lafontaine Hotels & Resorts,These ads ran without a disclaimer,≤100,1
104708872716400,مطاعم دوار العمدة,These ads ran without a disclaimer,≤100,1
104296829221484,adi_labadi,These ads ran without a disclaimer,≤100,1
109033468947182,GreeCap Investments,These ads ran without a disclaimer,≤100,1
113289045004738,أهل السنة والجماعة في اليمن,These ads ran without a disclaimer,≤100,1
104143855870527,Mahmoud El Shekh Hosni,These ads ran without a disclaimer,≤100,1
106405865747389,World News,These ads ran without a disclaimer,≤100,1
119666034725265,Aster DM Healthcare,These ads ran without a disclaimer,≤100,3
105703351303368,South India Distance Education,These ads ran without a disclaimer,≤100,1
1298580286989029,Salimbeni1891,These ads ran without a disclaimer,≤100,1
106609741725098,البيان لخدمات الطلاب في مصر وتركيا,These ads ran without a disclaimer,≤100,3
2054952568116144,وائس آف بانڈاہ موسم خان,These ads ran without a disclaimer,≤100,1
172720001100793,تميز,These ads ran without a disclaimer,≤100,3
102228429359927,ഹരി പനങ്ങാട്ടൂർ,These ads ran without a disclaimer,≤100,1
109057724017790,Arshad shareef &imran Riyadh,These ads ran without a disclaimer,≤100,1
182120524993447,ထိုင်းသခင်,These ads ran without a disclaimer,≤100,1
335644502963885,France visa processing ajency,These ads ran without a disclaimer,≤100,2
1997429833858876,Institute for Essential Services Reform,These ads ran without a disclaimer,≤100,1
104971998759196,hasstaleb,These ads ran without a disclaimer,≤100,2
137560999447482,Fuwei2,These ads ran without a disclaimer,≤100,1
110572752004082,Admin Durjoy Vhai,These ads ran without a disclaimer,≤100,1
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,≤100,2
226717388297,Bayes Business School - formerly Cass,These ads ran without a disclaimer,≤100,3
1572847152968383,Plant Based News,These ads ran without a disclaimer,≤100,1
187498301110577,Anas Elsafi,These ads ran without a disclaimer,≤100,1
1072373372855849,Hindawi,These ads ran without a disclaimer,≤100,2
171116746074558,jalalkzulfiqar,These ads ran without a disclaimer,≤100,1
414645712302029,The Diplomatic Affairs,These ads ran without a disclaimer,≤100,1
56777943052,One Young World,These ads ran without a disclaimer,≤100,13
104642812714991,থাইল্যান্ড লটারি টিপস,These ads ran without a disclaimer,≤100,1
107988705550681,artdealermo,These ads ran without a disclaimer,≤100,1
109569663928564,Stay with Prabowo,These ads ran without a disclaimer,≤100,17
379592699288721,Firas Al Nimri - فراس النمري,These ads ran without a disclaimer,≤100,2
150381534828757,KSA Today,These ads ran without a disclaimer,≤100,1
191347651290,China Daily,These ads ran without a disclaimer,≤100,7
110137481947943,الاميره سحاب بنت عبدالله بن عبدالعزيز آل سعود,These ads ran without a disclaimer,≤100,1
111446015173624,Spin.fashion,These ads ran without a disclaimer,≤100,1
109960711754860,Abdelrahman Abdallah Mohamed,These ads ran without a disclaimer,≤100,9
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,79
100713584736803,nskstyles,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,9
174334992649479,Yasir Khan Suri - YKS,These ads ran without a disclaimer,≤100,29
100897898699884,Emirates Loves Pakistan,These ads ran without a disclaimer,≤100,4
105619712545699,عيادات بيوتي كود لتجميل الاسنان,These ads ran without a disclaimer,≤100,1
130909720316890,Arabs in Bosnia 2 عرب البوسنة,These ads ran without a disclaimer,≤100,1
122285224307242,Save saudi workers,These ads ran without a disclaimer,≤100,1
103866962304422,Misr Properties,These ads ran without a disclaimer,≤100,1
112978311647691,Saudi Arabi Kingdom K.S.A,These ads ran without a disclaimer,≤100,1
935155729926015,GD Today,These ads ran without a disclaimer,≤100,2
604009266788505,T-House,These ads ran without a disclaimer,≤100,10
119054947849423,globalchild1,These ads ran without a disclaimer,≤100,1
103959692515544,kafi.art,These ads ran without a disclaimer,≤100,1
151102024749877,Office agency 8,These ads ran without a disclaimer,≤100,1
104052716135571,Get rich currency,These ads ran without a disclaimer,≤100,1
108936058691220,شركة المدائن للسياحة و السفر,These ads ran without a disclaimer,≤100,1
151038741428902,অনিল গোসাই,These ads ran without a disclaimer,≤100,1
803367573152701,Mood Masters Coffee Roasters محامص مود ماسترز للقهوة المختصة,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,27
221384057723020,Qqq 20,These ads ran without a disclaimer,≤100,1
683436135352620,Rothoblaas solutions for safety,These ads ran without a disclaimer,≤100,1
109226917144959,هيئة التفاوض السورية - اللجنة الدستورية السورية,These ads ran without a disclaimer,≤100,2
28928259418,"Saïd Business School, University of Oxford",These ads ran without a disclaimer,≤100,1
372521722608729,thlathatna,These ads ran without a disclaimer,≤100,1
172704679249809,Engr Saleem Khan,These ads ran without a disclaimer,≤100,1
232723884078472,زهراءباقر�سفيرة الإيجابية,These ads ran without a disclaimer,≤100,1
101060549729432,VTP Homes,These ads ran without a disclaimer,≤100,1
158374924028022,abeeralqadiofficial,These ads ran without a disclaimer,≤100,2
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,16
205835479275356,Forhad3,These ads ran without a disclaimer,≤100,1
104242895956113,خادمین اپلائی ویزا لا,These ads ran without a disclaimer,≤100,1
112483255125084,Coral Research & Development Accelerator Platform,These ads ran without a disclaimer,≤100,1
336191116236522,Royal Pandora,These ads ran without a disclaimer,≤100,1
270481376154304,8888888,These ads ran without a disclaimer,≤100,1
213732435151752,নুসরাত জাহান,These ads ran without a disclaimer,≤100,1
117859338009835,Thailand lottary 1,These ads ran without a disclaimer,≤100,1
101841928817987,Building Solid Financial House,These ads ran without a disclaimer,≤100,1
1808437622806849,Mamun Saifan,These ads ran without a disclaimer,≤100,1
118038291301808,Bantuan Ekonomi,These ads ran without a disclaimer,≤100,3
104776869086859,ajman.real_estate_property,These ads ran without a disclaimer,≤100,16
105001212624990,Berita Nyata Beredar Mendapatkan Bantuan,These ads ran without a disclaimer,≤100,1
114423291546916,Moyj UddinSharif Ruel MP,These ads ran without a disclaimer,≤100,1
109265078176055,essabinharib,These ads ran without a disclaimer,≤100,1
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,≤100,4
188872144758,CCTV,These ads ran without a disclaimer,≤100,15
113070048372301,iamhadiiw,These ads ran without a disclaimer,≤100,1
337864932747511,مكتب خاص,These ads ran without a disclaimer,≤100,1
123258424207449,عيادة الدكتور ياسر راضي لطب الاسنان,These ads ran without a disclaimer,≤100,1
52156396459,Workhuman,These ads ran without a disclaimer,≤100,1
160300883835288,Hamid Mashal,These ads ran without a disclaimer,≤100,1
101421246054298,semo_86,These ads ran without a disclaimer,≤100,1
108998641909867,Beautician Course in Rawalpindi Islamabad Pakistan,These ads ran without a disclaimer,≤100,1
173612265846594,قاطعوا ألمانيا - Boycott Germany,These ads ran without a disclaimer,≤100,5
108153168223463,alanoud.mg,These ads ran without a disclaimer,≤100,1
109673452030391,Sma İbrahim Umut Ol,These ads ran without a disclaimer,≤100,3
153157561220103,Geo Larkano,These ads ran without a disclaimer,≤100,2
1819477648166582,Salem Jassem Mubarak,These ads ran without a disclaimer,≤100,1
1486831468292650,ملتقى سيدات أبوظبيAbu Dhabi Ladies Forum,These ads ran without a disclaimer,≤100,1
109565388409633,initiativemastery,These ads ran without a disclaimer,≤100,1
1305997972876112,special Oudh in UAE Trust Us,These ads ran without a disclaimer,≤100,2
323059384220419,3up Boss,These ads ran without a disclaimer,≤100,2
212678334118657,drmuthanasartawi,These ads ran without a disclaimer,≤100,1
173584065837950,Kibriya,These ads ran without a disclaimer,≤100,1
112866171785446,Balik Bayanihan Project,These ads ran without a disclaimer,≤100,1
106155748392483,Zinnia,These ads ran without a disclaimer,≤100,1
172358165969671,amesohosnn,These ads ran without a disclaimer,≤100,2
235811952943417,Ainoul Islam Islam,These ads ran without a disclaimer,≤100,2
102737888742787,هيئة تطوير محمية الإمام عبدالعزيز بن محمد الملكية,These ads ran without a disclaimer,≤100,1
172401092625062,coppelia.veasna.photography,These ads ran without a disclaimer,≤100,1
109827338508800,Charles Woodward,These ads ran without a disclaimer,≤100,1
284121441462236,akram.alassar,These ads ran without a disclaimer,≤100,1
100196329706795,eva_photo_artwork,These ads ran without a disclaimer,≤100,1
395097957880442,CFS • Circular Fashion System,These ads ran without a disclaimer,≤100,1
204550786073447,Saudi win,These ads ran without a disclaimer,≤100,1
103356302663388,wiredwhite,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,2
110971788707635,Agent canada 2,These ads ran without a disclaimer,≤100,1
173130474741,Yahia Gouasmi,These ads ran without a disclaimer,≤100,2
109565790801145,Global Consciousness Support,These ads ran without a disclaimer,≤100,1
286094071469577,VINCI Energies,These ads ran without a disclaimer,≤100,5
391438230714256,কোটা সংস্কার আন্দোলনের প্রবাসী উইং,These ads ran without a disclaimer,≤100,1
112063015058912,selma_news_muse,These ads ran without a disclaimer,≤100,1
143132542219784,Support 77Z,These ads ran without a disclaimer,≤100,1
106595752360527,Speakeazy Academy,These ads ran without a disclaimer,≤100,1
100950489452869,Mo ghoneizhvej,These ads ran without a disclaimer,≤100,1
103945868416849,imctc.ar,These ads ran without a disclaimer,≤100,2
107598021860130,ND Innovation,These ads ran without a disclaimer,≤100,1
101059676268411,بے پروا,These ads ran without a disclaimer,≤100,1
208393952352847,Thu 22,These ads ran without a disclaimer,≤100,1
105424640803008,TRT World Forum,These ads ran without a disclaimer,≤100,7
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100,10
235929326261028,Sajid 1,These ads ran without a disclaimer,≤100,1
109607192044558,alameerah.92,These ads ran without a disclaimer,≤100,1
1467717140177798,محمد الطـوخي Mohamed Eltokhy,These ads ran without a disclaimer,≤100,1
109680055503737,raj811261,These ads ran without a disclaimer,≤100,1
112275678521830,KISAH NYATA SAYA,These ads ran without a disclaimer,≤100,4
210702416502891,K T A Muneer,These ads ran without a disclaimer,≤100,1
152050917997456,سمو الاميره سحاب بنت عبدالله بن عبدالعزيز آل سعود,These ads ran without a disclaimer,≤100,1
102289192935475,Tareq Zaino,These ads ran without a disclaimer,≤100,1
102878304613665,Global Heroes,These ads ran without a disclaimer,≤100,4
112905571417586,forever_bahrain2,These ads ran without a disclaimer,≤100,1
355889217610588,Property Finder-EG,These ads ran without a disclaimer,≤100,3
402052193189194,Siemens,These ads ran without a disclaimer,≤100,4
297272653725208,Baltimore Aircoil International nv,These ads ran without a disclaimer,≤100,3
100221432835645,Peter Eskander,These ads ran without a disclaimer,≤100,1
221708681033675,Deepak Ys,These ads ran without a disclaimer,≤100,1
111354898341022,Quality Affordable Properties in Ph,These ads ran without a disclaimer,≤100,2
112665238372559,Jaber Hussain,These ads ran without a disclaimer,≤100,6
109054555069662,Investing Digest,These ads ran without a disclaimer,≤100,25
103682745385357,Apip.online,These ads ran without a disclaimer,≤100,1
103465465114439,Streaming Asia,These ads ran without a disclaimer,≤100,2
383417901515930,বাংলাদেশ হাউজ লোন প্রবাসীদের জন্য,These ads ran without a disclaimer,≤100,1
115599231576729,Juwel Rana,These ads ran without a disclaimer,≤100,1
945880048763316,Action For Hope العمل للأمل,These ads ran without a disclaimer,≤100,1
0,Instagram User 5655841200,These ads ran without a disclaimer,≤100,1
129734280234277,Tofauel online office,These ads ran without a disclaimer,≤100,1
100153681450237,تاج لورين للعناية بالجسم والبشرة,These ads ran without a disclaimer,≤100,1
170125329497993,Visa Of Work permit in Canada,These ads ran without a disclaimer,≤100,1
188490387688929,প্রবাসী কল্যাণ ব্যাংক লিমিটেড,These ads ran without a disclaimer,≤100,1
135765409617178,Thai World .থাইল্যান্ড,These ads ran without a disclaimer,≤100,2
119398024423169,umiop97,These ads ran without a disclaimer,≤100,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,2
135633066305521,Bold Hobbies Villa,These ads ran without a disclaimer,≤100,2
107276652306235,حقائق السودان,These ads ran without a disclaimer,≤100,2
158079370714694,Office agency 9,These ads ran without a disclaimer,≤100,1
101759532732828,IK Fane page,These ads ran without a disclaimer,≤100,1
156037537771507,Kia Egypt,These ads ran without a disclaimer,≤100,2
1089268297829539,KSRM,These ads ran without a disclaimer,≤100,2
107813972344542,থাই //টিপস,These ads ran without a disclaimer,≤100,1
340532642481074,خدمه العملاء,These ads ran without a disclaimer,≤100,1
157324324125353,سمو الأميرة سحاب بنت عبدالله بن عبدالعزيز آل سعود,These ads ran without a disclaimer,≤100,1
184228674779904,CM Aminul Bahar,These ads ran without a disclaimer,≤100,1
287365401416091,Chef Sabry al farhan Hotel,These ads ran without a disclaimer,≤100,1
178893565567457,Alkhidmat Foundation Pakistan,These ads ran without a disclaimer,≤100,1
194338763768400,Canada Emigration,These ads ran without a disclaimer,≤100,1
116857918066778,TLH Reckoning - Tallahassee,These ads ran without a disclaimer,≤100,1
105850022286911,Raja vai,These ads ran without a disclaimer,≤100,1
106009972111521,gps__travel,These ads ran without a disclaimer,≤100,1
115750498213148,Mahin choudhury,These ads ran without a disclaimer,≤100,2
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,4
719853864726295,Mindvalley,These ads ran without a disclaimer,≤100,2
108830375572141,Monir 9,These ads ran without a disclaimer,≤100,1
394213003764633,PLM,These ads ran without a disclaimer,≤100,1
119852777721351,الأمير مقرن بن عبدالعزيز آل سعود,These ads ran without a disclaimer,≤100,1
112409631772792,ベストプライス 5,These ads ran without a disclaimer,≤100,4
165467519986860,md yasin,These ads ran without a disclaimer,≤100,1
105110832361515,Job visa 5.0,These ads ran without a disclaimer,≤100,1
198160574149515,Tigrai2018idol,These ads ran without a disclaimer,≤100,1
228336613704884,Lineneen,These ads ran without a disclaimer,≤100,1
101787666251843,prince_majoudi,These ads ran without a disclaimer,≤100,1
166231173251276,عادلة بنت عبد الله بن عبد العزيز آل سعود,These ads ran without a disclaimer,≤100,1
108907993857457,دورات عربي دوت كوم DawratArabi.Com,These ads ran without a disclaimer,≤100,1
107625059099576,Canada Jobs Golden Visa,These ads ran without a disclaimer,≤100,1
197375690291165,Arab Center for Research and Policy Studies,These ads ran without a disclaimer,≤100,2
115718438510230,University College of Bahrain (Official),These ads ran without a disclaimer,≤100,1
211251428729326,binmohmrya,These ads ran without a disclaimer,≤100,1
106763511177991,Red Sea International Film Festival,These ads ran without a disclaimer,≤100,1
2015613118552160,YEW,These ads ran without a disclaimer,≤100,1
108864261441196,Crypto Masters ME,These ads ran without a disclaimer,≤100,1
106341131134920,Talk it Out with Li Jingjing,These ads ran without a disclaimer,≤100,2
100509996321616,وثيقة الشرف العراقية الموحدة,These ads ran without a disclaimer,≤100,1
141372482598678,Heritage Fine Jewelry,These ads ran without a disclaimer,≤100,1
109767332109857,Asharq Documentary الشرق الوثائقية,These ads ran without a disclaimer,≤100,2
303703482823107,سمو الاميره سحاب بنت عبدالله بن عبدالعزيز آل سعود,These ads ran without a disclaimer,≤100,1
174463059867376,Hamad Altaee,These ads ran without a disclaimer,≤100,1
104681448066330,Ikram Khan,These ads ran without a disclaimer,≤100,1
106742842250837,HD LIVE,These ads ran without a disclaimer,≤100,1
326017920600448,Md Sagor Ali,These ads ran without a disclaimer,≤100,1
153353194533512,Kazi Ibrahim Mollah Win Tips ลอตเตอรี่ไทย2024,These ads ran without a disclaimer,≤100,2
214109882315169,jagonews24.com,These ads ran without a disclaimer,≤100,1
388465411266182,Tunisia plus +,These ads ran without a disclaimer,≤100,1
0,Instagram User 5141457084,These ads ran without a disclaimer,≤100,1
174532709290967,FBS Markets Inc.,These ads ran without a disclaimer,≤100,1
107291789035999,سحاب آل سعود,These ads ran without a disclaimer,≤100,1
111369155386593,Newton Winifred,These ads ran without a disclaimer,≤100,1
697358387785288,rohanea00,These ads ran without a disclaimer,≤100,1
301528076370860,Yousuf Ali,These ads ran without a disclaimer,≤100,1
137031282833933,سمو الاميره سحاب بنت عبدالله بن عبد العزيز ال سعود,These ads ran without a disclaimer,≤100,1
186826384515211,Work Visa Canada,These ads ran without a disclaimer,≤100,1
107321462150831,MM Tour & Travel Agency,These ads ran without a disclaimer,≤100,1
107860608163838,Super Fun,These ads ran without a disclaimer,≤100,1
114266481767599,প্রবাসীদের কল্যানে,These ads ran without a disclaimer,≤100,1
104474711476359,aviation_dl,These ads ran without a disclaimer,≤100,1
119364947931863,Saql Center,These ads ran without a disclaimer,≤100,2
147807771758755,Thai lottery king.1,These ads ran without a disclaimer,≤100,1
102885474864193,Souria post - سوريا بوست ميديا,These ads ran without a disclaimer,≤100,4
103256125928448,alwleed6900,These ads ran without a disclaimer,≤100,1
107533071766680,The ACEToken,These ads ran without a disclaimer,≤100,1
103562941842084,Asharq Business Technology اقتصاد الشرق تكنولوجيا,These ads ran without a disclaimer,≤100,2
104510316041905,Md Rakib Chowdhury,These ads ran without a disclaimer,≤100,1
103807342676783,Babylicious,These ads ran without a disclaimer,≤100,1
265724196627284,GCC healthcare license near me,These ads ran without a disclaimer,≤100,1
1792594410959796,Pita Guys,These ads ran without a disclaimer,≤100,3
102838882271105,NovelReader,These ads ran without a disclaimer,≤100,9
101541719547489,Fantsy.land.e_markiting,These ads ran without a disclaimer,≤100,1
106090378945134,ignorant_art_by_ivan,These ads ran without a disclaimer,≤100,1
199009566624518,Master tips 2,These ads ran without a disclaimer,≤100,1
319389384599958,বাংলাদেশ সরকারি অনুমতি লোন,These ads ran without a disclaimer,≤100,1
161051420431998,Canada page,These ads ran without a disclaimer,≤100,1
101439172535645,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100,4
1391937984161128,السماعيل لفرش السيارات,These ads ran without a disclaimer,≤100,1
201866279677581,PKB 2.0,These ads ran without a disclaimer,≤100,1
110385525323269,Alia Autism Centers,These ads ran without a disclaimer,≤100,1
102224325029636,Sunčica studio,These ads ran without a disclaimer,≤100,1
327980297066099,نايف الحميد للتعقيب جدة,These ads ran without a disclaimer,≤100,1
146627512070062,International Air Transport Association (IATA),These ads ran without a disclaimer,≤100,3
104119104816293,ثورة لبنان من الإغتراب,These ads ran without a disclaimer,≤100,1
364010243463442,মো:হাবিবুর রহমান,These ads ran without a disclaimer,≤100,1
127066743828282,কানাডা ভিসা প্রসেস KL/B,These ads ran without a disclaimer,≤100,1
109359281790182,التضامن والتكافل,These ads ran without a disclaimer,≤100,1
338311389371979,مؤسسة دعم للجميع,These ads ran without a disclaimer,≤100,1
112770805029284,Asharq Podcasts الشرق بودكاست,These ads ran without a disclaimer,≤100,2
252347697959733,Humanitarian Cooperation Foundation for Children of Special Needs,These ads ran without a disclaimer,≤100,3
119790984389029,alanfalbookshop,These ads ran without a disclaimer,≤100,1
244388838756785,GAPS Relief,These ads ran without a disclaimer,≤100,1
337212373152578,Pinoy Arabia ME,These ads ran without a disclaimer,≤100,1
109928495279264,DiggFun Photo1,These ads ran without a disclaimer,≤100,1
351244834736685,Conquer Countries,These ads ran without a disclaimer,≤100,2
109737765550288,Thai lotto tips,These ads ran without a disclaimer,≤100,1
106608058809509,Islamic Solidarity Sports Association - ISSA,These ads ran without a disclaimer,≤100,2
106278032154366,m5_jj,These ads ran without a disclaimer,≤100,1
100251899848800,شبكة الرائد الإعلامية,These ads ran without a disclaimer,≤100,1
110986024899859,haiderart75,These ads ran without a disclaimer,≤100,1
141235089067936,yasirkm,These ads ran without a disclaimer,≤100,1
1830007260613456,Bhutan Khabar,These ads ran without a disclaimer,≤100,1
307550342611950,Haya,These ads ran without a disclaimer,≤100,1
105550748790947,Bdgeega,These ads ran without a disclaimer,≤100,1
109212520619194,عقارات لبنان,These ads ran without a disclaimer,≤100,1
319755924879986,أنا إنسان - I am a human,These ads ran without a disclaimer,≤100,1
151564324705981,Discustsion.store,These ads ran without a disclaimer,≤100,13
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,≤100,1
105492588841950,المملكة العربية السعودية,These ads ran without a disclaimer,≤100,1
159665047473380,Switch Energy Alliance,These ads ran without a disclaimer,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,3
103697922099853,Investing Journal,These ads ran without a disclaimer,≤100,15
121066106828899,تطبيق مزارعكم,These ads ran without a disclaimer,≤100,1
406174899481646,Ahl Masr Foundation - مؤسسة أهل مصر,These ads ran without a disclaimer,≤100,1
103936292243719,Shawlsons,These ads ran without a disclaimer,≤100,1
116903224629510,Shahid ali,These ads ran without a disclaimer,≤100,1
129276440271988,Warker visa,These ads ran without a disclaimer,≤100,1
108308421532193,অামরা বি এন পি পরিবার,These ads ran without a disclaimer,≤100,1
162654160275504,আকবর কবিরাজ,These ads ran without a disclaimer,≤100,1
102325529467079,PPP,These ads ran without a disclaimer,≤100,1
101301006330050,maleksokkariyya,These ads ran without a disclaimer,≤100,1
978420498967432,العربي 2,These ads ran without a disclaimer,≤100,7
138894485976020,Visa Immigration Jobs 3,These ads ran without a disclaimer,≤100,1
197357273617106,المركز العربي للأبحاث ودراسة السياسات,These ads ran without a disclaimer,≤100,21
169206636463427,مؤسسة  صناع الحياة - Life Makers Foundation,These ads ran without a disclaimer,≤100,2
103034042652173,Inverytical-i,These ads ran without a disclaimer,≤100,10
104958878519671,معرض إي-رف الافتراضي للكتاب,These ads ran without a disclaimer,≤100,1
106255328062070,f_saifalden,These ads ran without a disclaimer,≤100,1
0,Instagram User 7513547296,These ads ran without a disclaimer,≤100,1
157660888148152,SY+,These ads ran without a disclaimer,≤100,1
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,≤100,2
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,7
325151317351204,Rashid vai 02,These ads ran without a disclaimer,≤100,2
106798582243527,Md Zia Uddin,These ads ran without a disclaimer,≤100,1
101286012481487,babybubble,These ads ran without a disclaimer,≤100,1
121293360953824,عايض مبارك الخلف الدوسري,These ads ran without a disclaimer,≤100,3
845039715506074,Anything Canada,These ads ran without a disclaimer,≤100,1
109032368915026,estalnahyan,These ads ran without a disclaimer,≤100,1
104188315803088,بانڈیاں گھوڑیکیر BG,These ads ran without a disclaimer,≤100,2
134817043058950,Solution 856,These ads ran without a disclaimer,≤100,1
276980498840116,Prabashi home,These ads ran without a disclaimer,≤100,1
116446154839404,Abaj Kejayaan kami,These ads ran without a disclaimer,≤100,2
126804350511939,Carlo Matos,These ads ran without a disclaimer,≤100,1
105638195621256,Ofw All Over the world today,These ads ran without a disclaimer,≤100,1
1893837667312115,التحالف الإسلامي العسكري لمحاربة الإرهاب,These ads ran without a disclaimer,≤100,2
163435076857729,প্রবাসী কল্যাণ ব্যাংক,These ads ran without a disclaimer,≤100,1
100375941828041,DAO PropTech,These ads ran without a disclaimer,≤100,1
180698228461562,Types for Real Estate,These ads ran without a disclaimer,≤100,1
130983800090438,New Home,These ads ran without a disclaimer,≤100,2
106157461342918,Faisal M Aldhafeeri,These ads ran without a disclaimer,≤100,25
114026984953056,شركة دلة لتعليم قيادة السيارات,These ads ran without a disclaimer,≤100,1
112034521979293,MOHAMED ELMAHDI ELTAYAYEB ELMAHDI,These ads ran without a disclaimer,≤100,1
980400642002990,Xtreme Digital,These ads ran without a disclaimer,≤100,1
173771992497262,RenuTek,These ads ran without a disclaimer,≤100,1
101262401717682,m.qurt,These ads ran without a disclaimer,≤100,1
193201747366443,Google Bard AI,These ads ran without a disclaimer,≤100,1
102096062812204,Magic1420-02,These ads ran without a disclaimer,≤100,5
109394287227673,පිට රටක තනි උනු අපි,These ads ran without a disclaimer,≤100,1
108835558335592,HimalPress,These ads ran without a disclaimer,≤100,1
108405728924337,Ochena Ekjon,These ads ran without a disclaimer,≤100,1
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100,7
104966035200129,البروج -elburoj,These ads ran without a disclaimer,≤100,1
105034939286870,Rushd Foundation - بنیاد رشد,These ads ran without a disclaimer,≤100,1
106430408579312,Mohammed bin Rashid Al Maktoum Global Water Award,These ads ran without a disclaimer,≤100,8
105653372641172,Jaliyah Phan,These ads ran without a disclaimer,≤100,1
218427701350852,فزيو تريو,These ads ran without a disclaimer,≤100,1
104004462456378,blh,These ads ran without a disclaimer,≤100,1
115527131595417,أحلام الواعر,These ads ran without a disclaimer,≤100,1
120462447696785,سمو الاميرة سحاب بنت عبدالله بن عبدالعزيز ال سعود,These ads ran without a disclaimer,≤100,1
102470932575768,Saudi Arabia winners today,These ads ran without a disclaimer,≤100,1
110824087752298,Wang Guan - public page,These ads ran without a disclaimer,≤100,7
1164694603562682,FastTony,These ads ran without a disclaimer,≤100,2
105844949024159,Millimeter,These ads ran without a disclaimer,≤100,1
320415147831008,منحه الامير محمد بن سلمان,These ads ran without a disclaimer,≤100,1
103052339179538,Radiokeralam 1476,These ads ran without a disclaimer,≤100,2
110951461871262,عاصم الشرعبي,These ads ran without a disclaimer,≤100,1
151625244696772,Sadik Hasan,These ads ran without a disclaimer,≤100,1
100153766375424,Noemi Ratke DDS,These ads ran without a disclaimer,≤100,1
378491012597207,وزارة الأوقاف والإرشاد,These ads ran without a disclaimer,≤100,5
2512803288745863,أجياد للأسرة و الطفل  Agyad Family and Kids  حدائق الأهرام,These ads ran without a disclaimer,≤100,1
137407839446311,Canadian embassy,These ads ran without a disclaimer,≤100,1
102477742553018,Aurorannie,These ads ran without a disclaimer,≤100,1
237468837098774,Concord Developments,These ads ran without a disclaimer,≤100,1
108245017766966,Madinah US,These ads ran without a disclaimer,≤100,2
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,≤100,4
106433607604424,Go Smart,These ads ran without a disclaimer,≤100,2
1643141409322787,DW جعفر توك,These ads ran without a disclaimer,≤100,10
102097986213000,Niaz Aleem Khan PAk,These ads ran without a disclaimer,≤100,1
134642226389961,_r9,These ads ran without a disclaimer,≤100,10
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
106205285575214,DForce Platform,These ads ran without a disclaimer,≤100,3
103820145901402,abo_khaled00x,These ads ran without a disclaimer,≤100,3
177089242161949,Sadia7,These ads ran without a disclaimer,≤100,1
157760670759667,Nadeem,These ads ran without a disclaimer,≤100,1
1866967606946947,إبراهيم كوريش - ibrahim Korish,These ads ran without a disclaimer,≤100,6
117936457898219,بابكر عثمان,These ads ran without a disclaimer,≤100,1
