Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
103270756062594,ทนายกาย ธนินท์ธร ภูมราช เบอร์ 2 เขต 2 นนทบุรี,ธรรมนูญ ภารารักษ์,6149,25
1702983763101249,รองเท้ามือสองเมืองบาดาล,รองเท้ามือสองเมืองบาดาล,6149,6
111872548439787,เพื่อนอุทัย,Jeerawat Rungruangkittiyos,6139,23
107303851128892,หน่วยงานคุ้มครองสิทธิผู้เสียหายในคดีอาญาออนไลน์,These ads ran without a disclaimer,6128,7
113023081702937,ประชาธิปัตย์ ตราด,Thanchita Sakharet,6115,6
246128511926319,สำนักงานพิสูจน์หลักฐาน,These ads ran without a disclaimer,6104,5
2010948295651267,สมพงษ์ โสภณ - ระยอง,สมพงษ์ โสภณ - ระยอง,6100,10
101529018228824,รวมไทยสร้างชาติ นครศรี เขต 9,สุวิทย์ ช่วยขุน,6090,12
279417352523067,กฤษณ สุนทรกิจพาณิชย์,Narong Thongphantha,6078,3
162362430989569,อดีตนายกเมืองท่าข้าม สุราษฎร์ธานี,อดีตนายกเมืองท่าข้าม สุราษฎร์ธานี,6071,8
103229331135244,Eigshow Thailand,These ads ran without a disclaimer,6064,9
110934958280202,The Klass Clinic,These ads ran without a disclaimer,6055,3
112359841958182,Christophere,These ads ran without a disclaimer,6004,1
106891138382189,ประมวล สีแสง - ศรีสะเกษ เขต 2,ประมวล สีแสง - ศรีสะเกษ เขต 2,6000,3
332333187489387,ตังค์โต Know-how by Thai Credit Bank,These ads ran without a disclaimer,6000,1
493026767870664,พรรคพลังประชารัฐ,พรรคพลังประชารัฐ,6000,14
102264295456894,Sirin Sanguansin - สิริน สงวนสิน,Lidear Nunarnan,5971,47
100572899408383,Ya Clinic ศูนย์บริการความงามแบบครบวงจร,These ads ran without a disclaimer,5971,1
236426992889653,หลักสูตรร่วมเป็นสว.จุดเปลี่ยนไทย2567,หลักสูตรร่วมเป็นสว.จุดเปลี่ยนไทย2567,5961,12
101298214810806,วรินทร์ เอกบุรินทร์ - Warin Ekburin,วรินทร์ เอกบุรินทร์ - Warin Ekburin,5934,19
102706368182851,อ๊บ วัดจันทร์ก้าวหน้า - ฤกษ์ชัย สว่างสินธุ์,อ๊บ วัดจันทร์ก้าวหน้า - ฤกษ์ชัย สว่างสินธุ์,5919,10
2219167821675645,Vote Eddy,These ads ran without a disclaimer,5918,1
494189467277672,Agenda,บริษัท ดิ อาเจนด้า จำกัด,5914,19
115970968131874,UTN Today,Sue Siam Company Limited,5898,17
107304892093610,Vote62,Vote62,5898,6
112879455190250,อยุธยาพรีเมี่ยมคาร์ โรจนะ-อยุธยา,These ads ran without a disclaimer,5885,1
909065845876688,Sabira,These ads ran without a disclaimer,5872,4
1297193787090107,โชคดี สายนำพามีลาภ ผู้สมัคร ส.ส.เขต 3 พิษณุโลก พรรคก้าวไกล,โชคดี สายนำพามีลาภ ผู้สมัคร ส.ส.เขต 3 พิษณุโลก พรรคก้าวไกล,5867,8
104036621722935,เบ็ญจวรรณ์ สุวานิชย์ - นายกเบญ,เบ็ญจวรรณ์ สุวานิชย์ - นายกเบญ,5858,21
142419879121823,Aek Udon International Hospital โรงพยาบาลเอกอุดร,โรงพยาบาลเอกอุดร,5857,7
1248734838475838,เงิบสินะคนไทย,เงิบสินะคนไทย,5823,4
112017071908382,ปอเจริญวิศว์ โสมวงษ์-ปอ เบอร์ 2,Pocharoenwit Somawong,5800,2
3080161418691131,Thailand FACT Today,Thailand FACT Today,5798,30
100743758841825,ฟ้าแจ่มใส,These ads ran without a disclaimer,5769,11
276537859877842,สาทิตย์ วงศ์หนองเตย,ปฐมพร จันทร์ผ่อง,5760,14
102265319349335,APEX Beauty - เซ็นทรัลอยุธยา,These ads ran without a disclaimer,5759,1
2126516294040344,ธีรพงศ์ เย็นใจ,ธีรพงศ์ เย็นใจ,5744,23
1023078414531349,The People,บริษัท เนชั่น นิวส์ จำกัด,5744,8
103528932296276,พรชัย วงศ์ล้อมนิล,Phurin Wonglomnil,5699,6
188249604353115,พัชรวาท วงษ์สุวรรณ,พัชรวาท วงษ์สุวรรณ,5663,8
157000310828619,Hulton Catterton Fondoklis,These ads ran without a disclaimer,5635,2
1971681839790712,พรรคก้าวไกล กรุงเทพ,Pinda Purodakanonda,5608,5
103728118380534,ศูนย์ช่วยเหลือเหยื่อคดีฉ้อโกงออนไลน์,These ads ran without a disclaimer,5581,8
104718795696173,Prescilla,These ads ran without a disclaimer,5577,2
111000398577675,Luxury Massage,These ads ran without a disclaimer,5573,1
363497427565755,กิ่งกาญจน์ ณ เชียงใหม่,กิ่งกาญจน์ ณ เชียงใหม่,5566,1
109132222106497,เอฟ ชนัตถ์ นันทปัญญา,These ads ran without a disclaimer,5551,6
108487258410524,มวยพักยก77,These ads ran without a disclaimer,5542,1
111298031674697,นเรศ ธำรงค์ทิพยคุณ,Sacha Kaewphrae,5527,7
391410177379037,คณะทำงาน คุ้มกันภัยทางเทคโนโลยีและคอมพิวเตอร์,These ads ran without a disclaimer,5517,6
209722602869947,Sgarlet by Wacoal,These ads ran without a disclaimer,5503,1
105546651850693,วีรนันท์ ฮวดศรี-Weeranan Huadsri-ทนายป๊อก,วีรนันท์ ฮวดศรี-Weeranan Huadsri-ทนายป๊อก,5500,4
101322409600860,ดร.ชาย สิทธิพล วิบูลย์ธนากุล,Move Forward Party,5492,30
105262632675202,วรศักดิ์ พรสัมฤทธิ์ - Worasak Pornsumrit,วรศักดิ์ พรสัมฤทธิ์ - Worasak Pornsumrit,5485,4
102523832562224,โก้ว่า..โอเค,These ads ran without a disclaimer,5457,3
330043837604755,เก๊าท์จ๋า ลาก่อน,These ads ran without a disclaimer,5404,8
309807936499087,สัณหพจน์ สุขศรีเมือง,These ads ran without a disclaimer,5396,5
105182661935162,ศุข ศักดิ์ณรงค์เดช,ศุข ศักดิ์ณรงค์เดช,5395,19
112196478453889,พรรครวมไทยสร้างชาติ ภูเก็ต,Puttipong Puenngam,5391,5
333300233203606,ศูนย์ป้องกันและปราบปรามการทุจริตฉ้แโกงทางออนไลน์,These ads ran without a disclaimer,5380,2
283155375658667,"จ่าสิบเอกพัฒณปกรณ์   ดอนตุ้มไพร ""จ่าเจี๊ยบ""",Sueb Supachai,5371,21
715838732136310,ธนเดช เพ็งสุข - Tanadej Pengsuk,ธนเดช เพ็งสุข - Tanadej Pengsuk,5358,35
110119528503129,สจ.วิชัย รวมไทยสร้างชาติ,These ads ran without a disclaimer,5339,7
230498977397325,เกษตรไทยไอดอล,These ads ran without a disclaimer,5335,2
104399295960330,เสมอ อ่อนมั่ง - Samer Aonmung,เสมอ อ่อนมั่ง - Samer Aonmung,5333,3
111088284349690,กันแดดกระชายธารธิกา เจ้าของแบรนด์,These ads ran without a disclaimer,5323,5
102452078298785,Beyond Code Academy,These ads ran without a disclaimer,5318,10
135850483235468,We by The Brain - เดอะ เบรน,These ads ran without a disclaimer,5313,2
112120188517336,Xue us,These ads ran without a disclaimer,5312,2
104235552531613,Technology center,These ads ran without a disclaimer,5259,6
185199601342376,พิกัดคำคม,These ads ran without a disclaimer,5217,1
102086178653943,วรวุธ ลีลานภาศักดิ์-Worawut Leelanapasak,วรวุธ ลีลานภาศักดิ์-Worawut Leelanapasak,5216,9
135581466507019,สยามรัฐ,สยามรัฐ,5209,14
102930888376245,Investment And Commercial,These ads ran without a disclaimer,5204,2
120468927657703,พรรคเสรีรวมไทย เขต 2 อุดรธานี,พรรคเสรีรวมไทย เขต 2 อุดรธานี,5198,4
105217818712004,พรรคสร้างอนาคตไทย,พรรคสร้างอนาคตไทย,5188,8
100156488333982,ศุภชัย นพขำ ปทุมธานี พรรคเพื่อไทย,สส.ศุภชัย นพขำ จังหวัดปทุมธานี พรรคเพื่อไทย,5183,12
206170396080634,Business Today Thai,Business Today Thai,5180,2
111203087295386,ดร.ทวนชัย นิยมชาติ,These ads ran without a disclaimer,5174,2
626713144033597,โครงการบ้าน ปาล์มสปริงส์-ศุภาลัย สงขลา,These ads ran without a disclaimer,5170,2
140327269360313,Advance BIO แอดวานซ์ไบโอ พลาสติกย่อยสลายได้,These ads ran without a disclaimer,5158,6
113782578365416,รวมไทยสร้างชาติ เชียงใหม่,ปรีชาพล รัตนมณี,5154,16
103235328974058,มติชน ชูทับทิม - อาร์ม,มติชน ชูทับทิม - อาร์ม,5147,5
103345439310956,เฟิร์ส ณปภัช เสโนฤทธิ์,ณปภัช เสโนฤทธิ์ - เฟิร์ส - Napaphach Senorit,5147,10
116114768127226,Idle Survivor Fortress Tycoon,These ads ran without a disclaimer,5141,1
104074131792878,ทนายแชมป์ - Olan Suttanaka - โอฬาร สุตตะนาคา,Pattanapong Seenoi,5131,21
105929502780726,VOA Thai,These ads ran without a disclaimer,5112,52
100907842842008,ยุทธชัย สุนทรรัตนเวช,ยุทธชัย สุนทรรัตนเวช,5099,2
205690209285342,Glossip,These ads ran without a disclaimer,5086,5
113464111728902,จำลอง ศรีสวัสดิ์ - Chamlong Srisawat,Khanakris Rojrat,5080,14
116668478038395,โด่ง ชัชวาล พรอมรธรรม,These ads ran without a disclaimer,5068,4
221185565356113,วิชาญ มีนชัยนันท์,วิชาญ มีนชัยนันท์,5068,30
104268231701683,บอย ธีระวัฒน์ พรรณะ ก้าวไกล - Theerawat Phunna MFP,These ads ran without a disclaimer,5029,3
142621129084261,TNN,"Tellscore Co., Ltd.",5000,2
108669011358316,PINGX,PINGX,5000,2
109027265795454,ThaiNews – ไทยนิวส์,ThaiNews – ไทยนิวส์,5000,1
114949711090768,ไอดี สปอร์ต ดีไซน์ ID Sport design ผลิตเสื้อพิมพ์ลาย ส่งทั่วไทย,These ads ran without a disclaimer,5000,1
119422981093998,วื้อวึน,วื้อวึน,5000,1
108635927540997,เทมส์ ไกรทัศน์,เทมส์ ไกรทัศน์,5000,1
113053042064880,Kapook,Kapook,5000,2
111893278854187,Dailynews - เดลินิวส์ออนไลน์,"SI-PHAYA PUBLISHING CO.,LTD.",5000,2
1121281977960276,ข่าวช่องวัน,Nitiyaporn Nearunchorn,5000,1
1405057026441619,Bright TV,Theepakorn Suwanmanee,5000,1
407194015987067,Ch7HD News,Ch7HD News,5000,1
131777330175392,MGR Online Politics,MGR Online Politics,5000,1
101905628954926,อาสาก้าวไกล อยุธยา,อาสาก้าวไกล อยุธยา,5000,1
100178345574537,ผู้นำโง่เราจะตายกันหมด,ผู้นำโง่เราจะตายกันหมด,5000,10
101837082267755,ศูนย์ช่วยเหลือรับแจ้งความคดีอาชญากรรมทางออนไลน์,These ads ran without a disclaimer,4989,1
110137775290521,พลตรี ภูษิต กุญชร ณ อยุธยา,These ads ran without a disclaimer,4970,16
354521772582709,ดร.ผึ้ง เกณิกา - Dr.Kenika,These ads ran without a disclaimer,4970,90
105505101947250,ปัญญารัตน์ นันทภูษิตานนท์ - Panyarut Nuntapusitanon,ปัญญารัตน์ นันทภูษิตานนท์ - Panyarut Nuntapusitanon,4961,19
109008738745779,2ต,Bunsong Rodyo,4950,25
105842562368215,ศูนย์ปราบปรามอาชญากรรมทางเทคโนโลยี,These ads ran without a disclaimer,4947,2
106110131636420,สาคร ก้าวไกล,อนุชัย ทุมมี,4936,8
392978947562206,C-Care The Collagen Expert,These ads ran without a disclaimer,4933,4
112562765084856,หนึ่ง ธนิท กิตติจารุรักษ์,Sueb Supachai,4929,18
100580028332640,ตีมือเชียร์ Clap-Thailand,Parawan Kuaseng,4928,2
193566374877998,กษิติ กมลนาวิน,กษิติ กมลนาวิน,4924,6
112084256875807,ศรัณย์วุฒิ ศรัณย์เกตุ,ศรัณย์วุฒิ ศรัณย์เกตุ,4911,8
310141425523630,กองบัญชาการตำรวจภูธรภาค 6,These ads ran without a disclaimer,4903,5
100472431655947,รีวิวผมสวย,These ads ran without a disclaimer,4902,1
103032009237473,Alexandes 42,These ads ran without a disclaimer,4887,2
1566210340310088,โพธิธวัช พัฒนาพงษ์ไชย - Potitawat Pattanapongchai,พรรคก้าวไกล (สำนักงานใหญ่),4863,3
101963962655058,พรรคพลังสหกรณ์,These ads ran without a disclaimer,4846,15
276794092393050,โรงพยาบาลยันฮี Yanhee Hospital,These ads ran without a disclaimer,4844,1
1880289705617051,ธนกร อุดรพิมพ์,Anuruk Anuan,4800,5
112256204554637,Krithiran Lersauritpakdee - กฤษฐ์หิรัญ เลิศอุฤทธิ์ภักดี,Krithiran Lersauritpakdee - กฤษฐ์หิรัญ เลิศอุฤทธิ์ภักดี,4782,3
109400174808661,ร่วมมือกันป้องกันภัยเงียบจากออนไลน์,These ads ran without a disclaimer,4779,3
101534472310960,พระเครื่อง พระบ้าน พระโบราณ โดย เฮียหยาง,These ads ran without a disclaimer,4750,3
107595118575384,แพร - ธัญธารีย์ สันตพันธุ์,แพร - ธัญธารีย์ สันตพันธุ์,4746,6
110043880745309,ร้านอำนวยเครื่องหมาย จังหวัดร้อยเอ็ด,These ads ran without a disclaimer,4732,2
1531013190473187,Love Idea,These ads ran without a disclaimer,4731,5
103886786011778,โสภณ  โกชุม หมายเลข 8 เขต 6 เชียงใหม่,Sopon Kochum,4720,3
109657922040925,หน่วยงานป้องกันปราบปรามการทุจริตและประพฤติมิชอบทางออนไลน์,These ads ran without a disclaimer,4703,3
585351924971542,"สหพัฒน์ ""กล้องวงจรปิด"" ศูนย์บริการมาตราฐาน",These ads ran without a disclaimer,4688,3
116903218021802,ลิขิต อัศวจารุวรรณ-พรรคประชาธิปัตย์,ลิขิต อัศวจารุวรรณ,4683,17
109153752063067,กลุ่มเพื่อนสุรินทร์,Patamon Padwichit,4673,1
398815747525049,Sarut Wattanasomboon - ศรุต วัฒนสมบูรณ์,Sarut Wattanasomboon - ศรุต วัฒนสมบูรณ์,4672,6
104407295765950,รถหลุดจำนำ มือสอง สภาพดี,These ads ran without a disclaimer,4670,1
284423006170,eduzones,eduzones,4660,7
109374672107915,อาร์มมี่ พชร ภูมิจิตร,Armyvcd Bhumichitr,4657,4
138815106307030,ศัลยกรรมตา by Masterpiece,These ads ran without a disclaimer,4640,1
108717058487250,Newmo Thailand,These ads ran without a disclaimer,4640,1
101789669033812,วันชัย สุทธิอารีกุล,วันชัย สุทธิอารีกุล พรรคชาติพัฒนากล้า,4617,16
100257869411978,Mong to Vu dep375494,These ads ran without a disclaimer,4611,1
100158499547196,พระบ้าน ล้านพุทธคุณ,These ads ran without a disclaimer,4605,1
115009281539131,ทรงศักดิ์ แซ่ลี้ - ดร.บอล,Songsak Saelee,4592,8
251576523395330,Peerapol Thatom-mfp,พีรพล ทะต่อม-Peerapol Thatom,4547,16
101826008585031,Thairath Plus - ไทยรัฐพลัส,These ads ran without a disclaimer,4540,7
106604711000879,Meta,These ads ran without a disclaimer,4519,1
112651368005838,เบน ธนิก อินต๊ะรัตน์-Thanik Intarat,Thanik Intarat,4519,4
101861489530398,มณีรัตน์ ลิมป์รัตนกาญจน์,Sitthikorn Toomsanthia,4514,13
104537351494521,ไกรฤกษ์ เสียนขุนทด - อาจารย์น้อย,ไกรฤกษ์ เสียนขุนทด,4500,3
105726825469331,GB - สรุปกฎหมายเพื่อไปบรรจุ,GB - สรุปกฎหมายเพื่อไปบรรจุ,4498,24
100915662043252,Denis Ads.,บริษัท เดนิส แอดส์ จำกัด,4491,4
113454537240048,พีร์ โรจนดารา บางแค ภาษีเจริญ,These ads ran without a disclaimer,4481,5
557037101061685,Newtv18,DN Media Company Limited,4480,3
1715401428724445,Bert Manit,These ads ran without a disclaimer,4459,3
109349285272354,อดุลย์ นิลเปรม,อดุลย์ นิลเปรม,4457,12
206156529458062,เชียงใหม่วีระกิจ 2008 - SCG Home Mart,These ads ran without a disclaimer,4453,3
103659592431739,ศูนย์รับเรื่องช่วยเหลือจากมิจฉาชีพทุกรูปเเบบ,These ads ran without a disclaimer,4452,2
110930557899196,สจ.เอ็กซ์ ภาณุพล ไชยโห เขต4 อำเภอถลาง จังหวัดภูเก็ต,ภาณุพล  ไชยโห ผู้สมัคร ส อบจ เขต4 อ.ถลาง,4449,9
100625449305797,The Eastern Ville,These ads ran without a disclaimer,4448,2
104442577719023,โปรโมชั่น by เอนไซม์ปู่ชีวก ปราณ,These ads ran without a disclaimer,4432,1
102882965599145,เจษฎา ดนตรีเสนาะ - Jetsada Dontreesanoa,Jetsada Dontreesanoa,4430,10
422843064240074,กองสารนิเทศ สำนักงานตำรวจแห่งชาติ,These ads ran without a disclaimer,4406,2
109073018122172,บัญชา สะและวงษ์ Buncha Salaewong,Ratchamon Thanapattanadusit,4405,7
109404485235732,ศิริวัฒน์ ขจรประศาสน์-ยอด,Supharat Sirisawat,4398,17
108165058854793,เพจปลาทูหอม ของดีจังหวัดสงขลา,These ads ran without a disclaimer,4395,14
111849701847926,VP Dental Clinic วีพี เด็นทัล -ทำฟัน รากเทียม ใส่ฟัน จัดฟัน -อุดมสุข 33,These ads ran without a disclaimer,4390,2
103416242532227,ศูนย์ช่วยเหลือเยียวยาเหยื่อมิจฉาชีพออนไลน์,These ads ran without a disclaimer,4374,4
110481857178216,SmileO2 เครื่องเติมอากาศบริสุทธิ์/ PM2.5 protection By Changkam Engineering,These ads ran without a disclaimer,4345,1
103418552677315,นันทวัชร์ กูลเกื้อศิประไพ,These ads ran without a disclaimer,4333,7
2527954790824450,Alpha Medical Clinic,These ads ran without a disclaimer,4329,18
1792542627703582,SCC ปั้นจั่น ผลิตและจำหน่ายเสาเข็ม บริการรับตอกเสาเข็ม,These ads ran without a disclaimer,4318,1
104299218601490,กระชังบก อธิวัฒน์ การประมง,These ads ran without a disclaimer,4315,12
112361931815905,เต็มบุญ ศรีธัญรัตน์,These ads ran without a disclaimer,4314,8
101225802154967,คลองไทย พัทยา ชลบุรี,คลองไทย พัทยา ชลบุรี,4294,3
109479500554299,เชียร์ลุง 2,เชียร์ลุง 2,4292,34
101101409529887,พรรคเพื่อไทย ระยอง เขต5,Aditap Nernplod,4288,14
2358600491090353,เพื่อนไก่ ห้องริ้ว,These ads ran without a disclaimer,4262,8
640476186084921,Singha Corporation,These ads ran without a disclaimer,4261,4
619255254817435,สากล ม่วงศิริ,These ads ran without a disclaimer,4247,4
542226425847003,DGA Thailand,These ads ran without a disclaimer,4241,2
100298682713615,เสื้อวินเทจ ลายมัน ผ้าดำ,เสื้อวินเทจ ลายมัน ผ้าดำ,4237,27
116293199770872,อาจารย์เชียง กัดไม่ปล่อย,These ads ran without a disclaimer,4230,4
104895879206630,EU 24,These ads ran without a disclaimer,4227,1
106643522277071,แป๊ะยิ้ม - ทรงศักดิ์ ส่งเสริมอุดมชัย,แป๊ะยิ้ม - ทรงศักดิ์ ส่งเสริมอุดมชัย,4200,4
110039920529437,KoreanHim 해안가,These ads ran without a disclaimer,4200,3
369294143865599,วินัย ภัทรประสิทธิ์,Vinai Phataraprasit,4200,14
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,4199,7
602290649902909,วัดตรีพัฒนาราม บ้านสามขา,These ads ran without a disclaimer,4184,1
142059359199114,FITWHEY อาหารเสริมสร้างกล้ามเนื้อ ลดไขมัน,These ads ran without a disclaimer,4161,1
1295058060513854,เต้ ทินภัทร ปัญจมหาลาภ Tinnapat Punjamahalap,Tinnapat Punjamahalap,4161,5
101294965893106,Coaching for Business Owner By LifeEnricher,These ads ran without a disclaimer,4159,2
109254041950203,อนุสรณ์ วุฒิชาติ,Panuwat Waiyaworn,4130,8
111192548290482,กมนทรรศน์ กิตติสุนทรสกุล - เอิร์ธ -,Kamonthas Kittisoonthornsakul,4120,4
594876047285284,ดร.วรสุดา สุขารมณ์,ดร.วรสุดา สุขารมณ์,4116,5
105584165811580,Ares,These ads ran without a disclaimer,4095,1
2322489704448400,"ณัฐพงษ์ ""KEN"" พิพัฒน์ไชยศิริ","ณัฐพงษ์ ""KEN"" พิพัฒน์ไชยศิริ เขตหนึ่งอุดรธานี",4065,3
756819654377206,ติดโปร - PRO addict,These ads ran without a disclaimer,4063,3
110256398069518,พิมพ์กาญจน์ กีรติวิราปกรณ์ - Pimkarn Kiratiwirapakorn,Pimkarn Kiratiwirapakorn,4059,10
104300855230874,Bomiofficial_th,These ads ran without a disclaimer,4046,2
114669753594622,N.C sirichai clinic-ศูนย์ควบคุมน้ำหนักและความงาม,These ads ran without a disclaimer,4045,1
101274425792459,กิตติพงศ์ รวยฟูพันธ์ - ส.ก.ไอซ์ เขตทุ่งครุ,These ads ran without a disclaimer,4022,6
107664694510311,อริย์ธัช ชาติอาริยะพงศ์,Arithach Chartariyapong,4019,15
110875427959947,ภก.ทรงวุฒิ สารจันทึก - หมอเสก,ทรงวุฒิ สารจันทึก,4005,9
100454798870209,พรรคเส้นด้าย - Zendai Party,These ads ran without a disclaimer,4000,1
236987470281961,ก้อย พรพิมล ธรรมสาร - Pornpimon Tharmmasan,ก้อย พรพิมล ธรรมสาร - Pornpimon Tharmmasan,4000,3
111448670463632,APEX Wellness,These ads ran without a disclaimer,4000,1
619556698479151,ชัชวาล อภิรักษ์มั่นคง,ชัชวาล อภิรักษ์มั่นคง,4000,12
111487811879209,กวี อัศวรัตน์,These ads ran without a disclaimer,3983,4
100959442840274,หน่วยงานช่วยเหลือเหยื่อถูกมิจฉาชีพฉ้อโกงทางออนไลน์,These ads ran without a disclaimer,3970,10
399718016875017,เสื้อกาวน์ ฟ้าริ้ว Anita,These ads ran without a disclaimer,3963,26
627028760673250,CatDumb,These ads ran without a disclaimer,3952,1
585280055138408,บังอาท 3 วัน เพจหลัก,These ads ran without a disclaimer,3928,6
106492485566151,วิชิต วราศิริกุล เพื่อทุ่งครุ-ราษฎร์บูรณะ เราทำได้,Nattagid Manasermwong,3889,28
104031902758570,สุวรรณี ว่องชล เบอร์ 3,สุวรรณี ว่องชล เบอร์ 3,3881,5
108134097342123,เสื้อยืดมือสอง ราชมงคลธัญบุรีคลอง6,These ads ran without a disclaimer,3863,3
110672681521491,พรรคชาติรุ่งเรือง - Chat Rung Rueang Party,พรรคชาติรุ่งเรือง - Chat Rung Rueang Party,3858,1
111122188630484,Pukkamon Nunarnan - ภคมน ลิซ่า หนุนอนันต์,Pukkamon Nunarnan - ภคมน ลิซ่า หนุนอนันต์,3853,38
111720268300763,สำนักงานจเรตำรวจ,These ads ran without a disclaimer,3835,1
105557040802043,กายคตา ลดปวดไม่ผ่าตัด,These ads ran without a disclaimer,3832,3
100188869702970,ทนายวิเชียร สุขพันธุ์ ทนายประชาชน,Kittipon Sujiwan,3830,9
108761892147486,M Phubeth - เอ็ม ภูเบศวร์,These ads ran without a disclaimer,3807,2
498202270235930,มนตรี ปาน้อยนนท์,มนตรี ปาน้อยนนท์,3806,5
111981083759952,พรรคก้าวไกล ตราด,Pannasate Numnoo,3804,9
108683518829164,ดร.ดุสิต  พันธุ์เสือ  พรรคประชาธิปัตย์จ. สมุทรปราการ เขต 2,Nuwat Chalerm-adirek,3802,3
1437621953211532,Madmatter Studio,These ads ran without a disclaimer,3786,3
100470265218307,อนงค์ เพชรทัต FC,อนงค์ เพชรทัต FC,3785,8
108635927540997,เทมส์ ไกรทัศน์,These ads ran without a disclaimer,3773,1
108239928902734,"ดร.สมบุญ วัชรถานนท์ ""ตึ้ง"" เบอร์ 5 พรรคเสรีรวมไทย",ปานฤทัย คูหา,3768,9
100849715387866,รักนาเดิม,รักนาเดิม,3767,17
1545656555649588,ดร.ยุ้ย เกษรา ธัญลักษณ์ภาคย์,These ads ran without a disclaimer,3766,7
100768276173714,โกดังรองเท้านำเข้า รองเท้าเพื่อสุขภาพ รองเท้ากันลื่น รองเท้าแก้รองซ้ำ,These ads ran without a disclaimer,3762,1
106180258805261,ดร.อร-ชนัญชิดา,ดร.อร-ชนัญชิดา,3759,1
1798435720478073,新華香港,These ads ran without a disclaimer,3757,8
104160867982553,PK-Jeans,These ads ran without a disclaimer,3751,1
274108073649,Ananda Development,These ads ran without a disclaimer,3748,12
789991318125212,พงศกร รัตนเรืองวัฒนา,These ads ran without a disclaimer,3743,6
109293730978064,พรรคก้าวไกล เชียงใหม่ - Move Forward Party Chiangmai,Visarut Sankham,3742,17
305823365953840,คณะทำงานหน่วยงานปราบปรามการฉ้อโกงผ่านโลกออนไลน์,These ads ran without a disclaimer,3730,2
420665148047878,เตรียมสอบเข้าหน่วยงานราชการ-อ.ทัด ปฐมภณณ์,These ads ran without a disclaimer,3729,3
100220206406780,เอ็ม ณัฐนิพัท กองพัทธนันท์,Natnipat Kongpattanan,3727,16
110472369005143,พีระพันธุ์ สาลีรัฐวิภาค - Pirapan Salirathavibhaga,These ads ran without a disclaimer,3720,2
100110082551425,ธิวัชร์ ดำแก้ว - Tiwat Dumkaew พรรคก้าวไกล,Wijuk Pruksuriya,3706,2
103412148259753,เสกสรร แป้นงาม - Seksan Panngam,เสกสรร แป้นงาม - Seksan Panngam,3700,34
119235304481580,เกื้อกูล ด่านชัยวิจิตร,เอกชัย มงคลสมัย,3694,13
102662962071319,สงขลาบ้านเรา,สงขลาบ้านเรา,3693,16
8304333127,The Wall Street Journal,These ads ran without a disclaimer,3688,5
110144991464196,กรอบลอยไวนิล แคนวาส บอร์ดไดคัท 99 บาท มีเก็บปลายทาง,Sakawtip Utha,3675,1
2012617162329822,AI Chat · Chatbot Assistant,These ads ran without a disclaimer,3669,15
129990773529609,ศุภมาส อิศรภักดี Supamas Isarabhakdi,ศุภมาส อิศรภักดี Supamas Isarabhakdi,3649,21
232275066632323,IRIS ช้อปของใช้,These ads ran without a disclaimer,3632,86
105960788419458,ทอม ภัทรดนัย ใหม่พระเนตร,ทอม ภัทรดนัย ใหม่พระเนตร,3622,2
154779693377050,นิวัตร สระพรม - Niwutr Sraprom,Sompong Rungrueng,3614,4
204016840519336,ศ.ดร.นฤมล ภิญโญสินวัฒน์ Prof.Dr.Narumon Pinyosinwat,These ads ran without a disclaimer,3604,6
119014337828730,พลังแห่งการให้เพราะเราคือเพื่อน,These ads ran without a disclaimer,3581,9
101429565962919,ณัฏฐณิชา สารบรรณ - Nattanicha Saraban,ณัฏฐณิชา สารบรรณ - Nattanicha Saraban,3572,5
101020516296166,วิราว์ วัฒนกิจ ผู้สมัคร ส.ส. พรรคก้าวไกล ตรังเขต3,Warrawee Wattanakit,3568,8
101257032785938,Apex Beauty - Terminal 21 Rama 3,These ads ran without a disclaimer,3565,8
709074666116125,Kumiko collagen,These ads ran without a disclaimer,3565,1
2877958345562989,พิบูลย์ รัชกิจประการ - Phiboon Ratchakitprakarn,พิบูลย์ รัชกิจประการ - Phiboon Ratchakitprakarn,3565,3
101865442617754,เบอร์เศรษฐี789,These ads ran without a disclaimer,3564,1
102146205760479,กำนันเก่ง ณัฐวัฒน์ เอี่ยมแย้ม,ณัฐวัฒน์ เอี่ยมแย้ม,3560,2
106033665788969,กฤต ชนนพัฒฐ์ นาคสั้ว,Fern Cattaleeya Chaiya,3557,6
347723328429452,สำนักงานคุ้มครองสิทธิและช่วยเหลือทางกฎหมาย,These ads ran without a disclaimer,3555,5
102477654678259,Givegoody,Pitiphat Sangngam,3546,5
103676131682228,ผู้ประกอบการ นายจ้าง และแรงงานต่างด้าว,These ads ran without a disclaimer,3545,1
101338259574803,สนธยา สุกุมล คุณปลื้ม FC,Eastern Thai News,3543,8
115922723434700,ครูเจพีสรุปย่อ for Teacher,These ads ran without a disclaimer,3543,7
115613383629627,ลุงตู่ วิ่ง สู้ ฟัด,These ads ran without a disclaimer,3501,5
112299217311362,บ้านและสวน ExplorersClub,บ้านและสวน ExplorersClub,3500,5
369513233713685,ไอยราเทวาลัย Aiyaradevalai,These ads ran without a disclaimer,3500,1
193806107454714,Bosisto's Parrot Brand,These ads ran without a disclaimer,3500,1
2230596726985945,ฮาย ปวิศรัฐฐ์ ติยะไพรัช,Kanyachan Sasom,3500,1
