Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
1754663564640489,Ekotech Group,These ads ran without a disclaimer,≤100,3
100329002964066,Voice Translator: Text,These ads ran without a disclaimer,≤100,2
101200039509571,หน่วยอาสาช่วยเหลือและจัดการคดีทางออนไลน์,These ads ran without a disclaimer,≤100,1
285093372087639,ผ้าแต่งบ้าน สไตล์วินเทจ,These ads ran without a disclaimer,≤100,1
111301453577933,สอบตำรวจตรวจคนเข้าเมือง,These ads ran without a disclaimer,≤100,1
104966198818646,Your store,These ads ran without a disclaimer,≤100,1
111726170297355,เอ๋ พระใหม่บางเขน,These ads ran without a disclaimer,≤100,3
46786770342,Barracuda Networks,These ads ran without a disclaimer,≤100,1
144220795446247,ဥူးကောဝိတ,These ads ran without a disclaimer,≤100,1
104011312047956,ផាន សុភីរៈ Phan Sophirak,These ads ran without a disclaimer,≤100,1
340577086006224,CRI German,These ads ran without a disclaimer,≤100,5
137994476260870,Thai Fight : King Of Muay Thai,These ads ran without a disclaimer,≤100,4
112084425126181,Komain Kantawateera,These ads ran without a disclaimer,≤100,1
232499536810430,MEET TAIWAN,These ads ran without a disclaimer,≤100,2
154623378559682,Saltread,These ads ran without a disclaimer,≤100,2
235022886367948,ทูทีสปอร์ต,These ads ran without a disclaimer,≤100,1
397281756319,Agency for Real Estate Affairs - AREA,These ads ran without a disclaimer,≤100,1
227236033981326,GCAP GOLD,These ads ran without a disclaimer,≤100,1
333794970138725,Gen.Bunchon - บัญชร ชวาลศิลป์,These ads ran without a disclaimer,≤100,3
369236784797,ไร่ปลูกรัก RAI PLUK RAK Thai Organic Farmer,These ads ran without a disclaimer,≤100,1
102031546057583,ตั๊ก อัยรินทร์ พันธุ์ฤทธิ์,These ads ran without a disclaimer,≤100,2
110252531890285,เสื้อแขนยาว สเวตเตอร์ ฮู้ด,These ads ran without a disclaimer,≤100,1
100927646006664,ฆ้อง ระฆัง กลองเพล ร้านช่างวุธฆ้องใหญ่ otop,These ads ran without a disclaimer,≤100,2
112323747226966,Thailand Can เครือข่ายอากาศสะอาด,These ads ran without a disclaimer,≤100,1
1615399975440959,สำนักงานนโยบายและยุทธศาสตร์การค้า,These ads ran without a disclaimer,≤100,2
163048580219117,Khaosod - ข่าวส่ด,These ads ran without a disclaimer,≤100,3
118162187912992,ซุปเปอร์บาส,These ads ran without a disclaimer,≤100,1
102671504737881,สมาคมเหรียญที่ระลึกแห่งประเทศไทย,These ads ran without a disclaimer,≤100,1
103963662781668,เสื่อปลูกต้นไม้กันน้ำได้,These ads ran without a disclaimer,≤100,2
1428899114033926,Free Burma,These ads ran without a disclaimer,≤100,1
101981918812659,Sindjus,These ads ran without a disclaimer,≤100,1
104550375922794,แคลเซียมคุณยู้ เยาวราช,These ads ran without a disclaimer,≤100,1
128050063917913,ISF (International School Sport Federation),These ads ran without a disclaimer,≤100,1
1193690844094654,Journal des Français à l'étranger,These ads ran without a disclaimer,≤100,2
311725700037,National Geographic Thailand,These ads ran without a disclaimer,≤100,1
246446489316015,Check in / เช็คอิน,These ads ran without a disclaimer,≤100,1
113246434953806,พรชัย เอี่ยมโสภณ,These ads ran without a disclaimer,≤100,1
108804408501784,ณพล เชยคำแหง,These ads ran without a disclaimer,≤100,1
105912613183084,HDP Thailand กีฬายิงปืนเพื่อสันทนาการ,These ads ran without a disclaimer,≤100,1
121183880947744,กีรติกานต์ พิมานเมฆินทร์ - สจ. ไก่,These ads ran without a disclaimer,≤100,1
103680371576683,โรงเรียนวิริยะเธียรวิทยา - Viriyatienwittaya School,These ads ran without a disclaimer,≤100,1
529057080475852,เอกชัย ยุติศรี,These ads ran without a disclaimer,≤100,1
1675360659149686,University of Aberdeen School of Geosciences,These ads ran without a disclaimer,≤100,2
105601238420125,ศุภพานี โพธิ์สุ ขวัญพูดแล้วทำ,These ads ran without a disclaimer,≤100,1
148647138323571,Jasper Chambers,These ads ran without a disclaimer,≤100,1
110273638831026,Brain Boost,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
1523501084543234,China Face,These ads ran without a disclaimer,≤100,6
100807692802422,ลูทีน เอ็มเอ็มซี เพจหลัก,These ads ran without a disclaimer,≤100,1
102558252464216,Pimphat Shop3,These ads ran without a disclaimer,≤100,5
111966648517565,VTG Nevermind,These ads ran without a disclaimer,≤100,1
105825742472113,คนรักเสรีพิศุทธ์,These ads ran without a disclaimer,≤100,1
287037591314305,Fanpage AC-NEWS,These ads ran without a disclaimer,≤100,1
1606193403010444,สักคิ้วสวยสามกอง Eyebrows tattoo,These ads ran without a disclaimer,≤100,1
107846782247412,พลตำรวจเอก รุ่งโรจน์ แสงคร้าม,These ads ran without a disclaimer,≤100,1
107235892483583,เคี้ยง-ศิรสิทธิ์ เลิศด้วยลาภ,These ads ran without a disclaimer,≤100,1
108825128736564,ดิฐชัย เพื่อไทย,These ads ran without a disclaimer,≤100,2
103289711114418,Super poll,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,62
239133929290556,ทนายธิดารัตน์ช่วยได้ รับปรึกษาปัญหากฎหมายทั่วราชอาณาจักร,These ads ran without a disclaimer,≤100,1
516787735395368,พระบ้าน  Intira,These ads ran without a disclaimer,≤100,1
102623929373200,Suphakit Manim,These ads ran without a disclaimer,≤100,1
0,Instagram User 5957217603,These ads ran without a disclaimer,≤100,1
101117979405626,สายใยแห่งรัก - เพจสำรอง,These ads ran without a disclaimer,≤100,2
348979775785691,The Urbanis,These ads ran without a disclaimer,≤100,1
115121535188191,Economist Impact events,These ads ran without a disclaimer,≤100,7
877897295903251,Him coffee story,These ads ran without a disclaimer,≤100,1
107806575615846,พลังสหกรณ์,These ads ran without a disclaimer,≤100,2
114206003454747,Babies Time,These ads ran without a disclaimer,≤100,1
184872541641123,ครูนครบาล,These ads ran without a disclaimer,≤100,2
173528014235955,press.only,These ads ran without a disclaimer,≤100,1
179833778739127,QS Quacquarelli Symonds,These ads ran without a disclaimer,≤100,1
814657565295282,ဘန်ကေါက်လမ်းညွန် ကိုစိုင်း,These ads ran without a disclaimer,≤100,1
116722931519090,แพนดี้ อินเตอร์ซิ่ง,These ads ran without a disclaimer,≤100,1
109038244596625,อาย เค้ก&เบเกอรี่ สาขาโคกกลอย,These ads ran without a disclaimer,≤100,1
235140083021047,ร้านเจริญอาหาร หน้า ร.พ.สมเด็จพระนางเจ้าสิริกิติ์,These ads ran without a disclaimer,≤100,1
115876199145,Enconcept E-Academy,These ads ran without a disclaimer,≤100,1
110188268014876,Simplot SEA,These ads ran without a disclaimer,≤100,4
101960558933746,ผู้ว่าฯเดี่ยว ไพบูลย์ #พิจิตร58,These ads ran without a disclaimer,≤100,1
107958501054646,Zap MilkTea Novaliches,These ads ran without a disclaimer,≤100,1
110668105327590,นายสุรศักดิ์ ไทยน้อย,These ads ran without a disclaimer,≤100,3
107033597729413,KiNdconnext,These ads ran without a disclaimer,≤100,1
107461581178009,FLEX SHOP,These ads ran without a disclaimer,≤100,1
102938817913614,ขายดี วินเทจ,These ads ran without a disclaimer,≤100,1
105712015594786,Diego Andrade,These ads ran without a disclaimer,≤100,2
1736307976637390,PlusLive เรียนออนไลน์สไตล์เด็กรุ่นใหม่,These ads ran without a disclaimer,≤100,1
137652462775076,Ai株式証券分析,These ads ran without a disclaimer,≤100,3
275758569814605,Cooking 4 All,These ads ran without a disclaimer,≤100,2
101724446024137,Play comme des garcons นำเข้าจากต่างประเทศ,These ads ran without a disclaimer,≤100,1
773611122670052,SkillLane,These ads ran without a disclaimer,≤100,1
101814199471980,Danuch Tanterdtid,These ads ran without a disclaimer,≤100,3
109032734820842,สบายดี 45+,These ads ran without a disclaimer,≤100,1
1843237335921975,ดร.ภิญโญ มีชำนะ,These ads ran without a disclaimer,≤100,1
101778379583184,ตีแผ่ แฉแหลก,These ads ran without a disclaimer,≤100,3
104629662564384,One thing special,These ads ran without a disclaimer,≤100,1
108996572015784,Burapha Sripholnok,These ads ran without a disclaimer,≤100,1
107612328588715,The Voters,These ads ran without a disclaimer,≤100,1
110804745282261,จั๋ง พงศ์ศรัณย์ อัศวชัยโสภณ,These ads ran without a disclaimer,≤100,1
104741408445798,Pengkuei Ben Huang Photography,These ads ran without a disclaimer,≤100,3
101243026294613,คนรักเมืองสองบาง,These ads ran without a disclaimer,≤100,1
110009572026703,พี่นึง ขายรถใหญ่อีซูซุลำไพล,These ads ran without a disclaimer,≤100,1
139295566138235,เจิมมาศ จึงเลิศศิริ -ปชป,These ads ran without a disclaimer,≤100,1
118052491685002,ปรึกษาทนายความ lawyers.in.th,These ads ran without a disclaimer,≤100,1
272045626260264,UpViral,These ads ran without a disclaimer,≤100,2
249515872608685,คนเดินดิน,These ads ran without a disclaimer,≤100,1
466647713426633,Adamas Richy Gemstone,These ads ran without a disclaimer,≤100,1
715838732136310,ธนเดช เพ็งสุข - Tanadej Pengsuk,These ads ran without a disclaimer,≤100,1
100227592660985,เซียงน้อยร้อยล้าน&ราชสีห์อีสานฟาร์ม,These ads ran without a disclaimer,≤100,1
109679621565028,พงศธร ศรเพชรนรินทร์,These ads ran without a disclaimer,≤100,2
100717682561759,DD Tree Garden,These ads ran without a disclaimer,≤100,1
112309685103162,ซื้อประกันแล้วดันรวย,These ads ran without a disclaimer,≤100,1
104405339037529,ธรรมสอนใจ1,These ads ran without a disclaimer,≤100,1
103393035778315,Alotofstylewe.com,These ads ran without a disclaimer,≤100,8
105252724519094,គេហទំព័រ សន្តិភាពប៉ុស្តិ៍,These ads ran without a disclaimer,≤100,1
33308238802,Asian Institute of Management,These ads ran without a disclaimer,≤100,5
106970095554293,လုၵ်ႈၸၢႆးဢွၼ်ႇ သၼ်လွႆၵေႃႇႁၢၼ်ႉ,These ads ran without a disclaimer,≤100,1
106759838881738,kim_jkflyin,These ads ran without a disclaimer,≤100,1
112495194216339,บางปูยั่งยืน,These ads ran without a disclaimer,≤100,1
1102940243126133,เที่ยวทุกที่ Boarding Pass,These ads ran without a disclaimer,≤100,1
1281617518611911,Ясно,These ads ran without a disclaimer,≤100,2
100292539834365,คนรัก ป้ายสวย สำนักงานขนส่งจังหวัดอุบล,These ads ran without a disclaimer,≤100,2
407195126118836,กรมตรวจบัญชีสหกรณ์,These ads ran without a disclaimer,≤100,1
104240442674527,ชัย รถสวย,These ads ran without a disclaimer,≤100,1
104818498648350,ปรีชาวิชญ์ ฉิมผกา,These ads ran without a disclaimer,≤100,1
111439135098355,Sermsuk Kasitipradit,These ads ran without a disclaimer,≤100,2
799450623410556,ホテルグレイスリー／Hotel Gracery,These ads ran without a disclaimer,≤100,1
121433480874070,BASK MAN,These ads ran without a disclaimer,≤100,1
113001706909463,ดร.เป้ นภาพร เพ็ชร์จินดา Dr.Napaporn Petchinda,These ads ran without a disclaimer,≤100,1
481318695969211,Wild For Change,These ads ran without a disclaimer,≤100,1
314508808421617,พลโท ดร.โสภณ ศิริงาม,These ads ran without a disclaimer,≤100,2
100920119555535,Kittisak Kittisak,These ads ran without a disclaimer,≤100,1
164970003360012,ข่าวช่วยคนไทยลำบาก,These ads ran without a disclaimer,≤100,2
108034041918073,มนัสนันท์ หลีนวรัตน์ - ฟลุ๊ค,These ads ran without a disclaimer,≤100,1
112870988861543,สมาคมพ่อตัวอย่างแห่งชาติ,These ads ran without a disclaimer,≤100,1
109798258673534,เอทีวี ราชบุรี,These ads ran without a disclaimer,≤100,1
101716929648526,Ritthirong Senrith,These ads ran without a disclaimer,≤100,3
106114488852497,บรามือโอบของแท้ งานนำเข้า.v2,These ads ran without a disclaimer,≤100,1
108994564161532,ISAN Insight,These ads ran without a disclaimer,≤100,1
104388422650669,ธนาธร โล่ห์สุนทร - Thanathorn Lohsoonthorn,These ads ran without a disclaimer,≤100,1
109368821521540,ล่องลอยผ้าเก่าv2,These ads ran without a disclaimer,≤100,1
1398443397102041,เทศบาลเมืองศิลาอำเภอเมืองขอนแก่น Sila Town Municipality,These ads ran without a disclaimer,≤100,1
1895001370607577,จิรวุฒิ สิงห์โตทอง,These ads ran without a disclaimer,≤100,1
112677758468397,ryantreefoundation,These ads ran without a disclaimer,≤100,2
114304525014632,BBM,These ads ran without a disclaimer,≤100,1
213167751873823,ยุทธนา ศรีตะบุตร,These ads ran without a disclaimer,≤100,2
199810594091512,สัมมนานครนายก,These ads ran without a disclaimer,≤100,5
100162189547154,KSS - Krungsri Securities,These ads ran without a disclaimer,≤100,1
112658885102459,Dr.Aroonwit Sujaritjan,These ads ran without a disclaimer,≤100,1
125542560637865,อาจาโร เฮิร์บ ภูมิธรรม นำภูมิปัญญา เพิ่มมูลค่าสมุนไพรไทย,These ads ran without a disclaimer,≤100,1
101870579498252,การ์ดงานแต่ง การ์ดงานบวช เหรียญโปรยทาน ราคาถูก By Peemai Studio,These ads ran without a disclaimer,≤100,1
100102585006037,ต๊ะต่อนยอนstyle by Tik Mr.team,These ads ran without a disclaimer,≤100,1
377156762146253,ศูนย์ช่วยเหลือการถูกอาชญากรรมทางออนไลน์,These ads ran without a disclaimer,≤100,2
107803772403875,ทนายพล กิตติพัฒน์,These ads ran without a disclaimer,≤100,1
187429968296722,Harvard Online,These ads ran without a disclaimer,≤100,4
111059341335570,กล้วยทอดลอยตัว,These ads ran without a disclaimer,≤100,1
143186742387692,PSCORE Korea,These ads ran without a disclaimer,≤100,4
106653035600035,El Gonso,These ads ran without a disclaimer,≤100,1
354375502299333,T-Shirt 2nd Store,These ads ran without a disclaimer,≤100,1
106705935507742,Billycity,These ads ran without a disclaimer,≤100,11
110884581805200,ikittyclay,These ads ran without a disclaimer,≤100,1
107052835523752,Asia Natural Gas & Energy Association - ANGEA,These ads ran without a disclaimer,≤100,1
100143801956567,เพื่อนร่วมงาน,These ads ran without a disclaimer,≤100,1
471425083274464,รีวิว For You,These ads ran without a disclaimer,≤100,1
293756127157692,เช่าชุด เดอะ โคเซ็ท หาดใหญ่ The Closet Hatyai,These ads ran without a disclaimer,≤100,1
104397305143528,Neko Maru Design Ads สาขา 7,These ads ran without a disclaimer,≤100,2
111753895574582,IC University of Applied Sciences- Amsterdam,These ads ran without a disclaimer,≤100,2
362460873844615,Alumni Politecnico di Milano,These ads ran without a disclaimer,≤100,1
336620687262,International Committee of the Red Cross,These ads ran without a disclaimer,≤100,1
296719920184724,ศิริชัย เผ่าบรรจง,These ads ran without a disclaimer,≤100,1
112393421244412,รถตู้ให้เช่าพร้อมคนขับใจดี,These ads ran without a disclaimer,≤100,1
1238068459648878,รับทำ ป้ายชื่อข้าราชการ ป้ายชื่อลูกเสือ ป้ายชื่อนักเรียน ป้ายชื่ออะคริลิค,These ads ran without a disclaimer,≤100,1
101348284792015,บริษัท กษมโฮม จำกัด,These ads ran without a disclaimer,≤100,1
147109888636038,Netafim,These ads ran without a disclaimer,≤100,6
108264268182006,Huawei Digital Power APAC,These ads ran without a disclaimer,≤100,1
103358459360272,ยีแอล บินซอและห์,These ads ran without a disclaimer,≤100,1
454619431223968,TIME Consulting,These ads ran without a disclaimer,≤100,1
196124590898259,ผ้าม่านเพชรบูรณ์เฮาส์ดีไซน์,These ads ran without a disclaimer,≤100,1
109521908637364,yonyuk.vtg,These ads ran without a disclaimer,≤100,1
115044628352625,สอยดาว ชีทสรุปของสรุป,These ads ran without a disclaimer,≤100,1
106705804357319,Bluetti Global,These ads ran without a disclaimer,≤100,1
132579906756944,United Nations ESCAP,These ads ran without a disclaimer,≤100,10
223678494169744,วงศพัทธ์ ตั้งนิยม แฟนเพจ,These ads ran without a disclaimer,≤100,1
115178604809909,เรือเอกพัฒน์พงษ์ คงผลาญ,These ads ran without a disclaimer,≤100,1
104311182461672,นายหัวทุเรียน,These ads ran without a disclaimer,≤100,1
158505314346240,New Delight,These ads ran without a disclaimer,≤100,3
102386009265966,Aline Antunes,These ads ran without a disclaimer,≤100,8
100761582502948,จารุพล เรืองสุวรรณ - อาจารย์จา,These ads ran without a disclaimer,≤100,1
346653018533733,Kasem Upara,These ads ran without a disclaimer,≤100,1
466505160192708,Initium Media 端傳媒,These ads ran without a disclaimer,≤100,2
103987159058500,ฟองเบียร์ แพรกษา,These ads ran without a disclaimer,≤100,1
112712868456091,ต้น พระสยาม,These ads ran without a disclaimer,≤100,1
151909049548,The Hong Kong Polytechnic University,These ads ran without a disclaimer,≤100,1
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,1
102838882271105,NovelReader,These ads ran without a disclaimer,≤100,9
131598273363501,Club Náutico El Chalet,These ads ran without a disclaimer,≤100,1
103905888862151,DMH News,These ads ran without a disclaimer,≤100,1
148596271662577,ข่าวติดเทรน,These ads ran without a disclaimer,≤100,1
122624434138404,นิกร คอนกำลัง,These ads ran without a disclaimer,≤100,1
105068972221936,beddingnice,These ads ran without a disclaimer,≤100,1
1721313428084052,The MATTER,These ads ran without a disclaimer,≤100,2
259037667917033,Rider 913 gallery,These ads ran without a disclaimer,≤100,1
113862788272954,ทรงชัยแอมบูแลนซ์,These ads ran without a disclaimer,≤100,2
104781379252553,อากาอิ ชูอิจิ เพียงวัน,These ads ran without a disclaimer,≤100,1
290231041158403,สอวช.,These ads ran without a disclaimer,≤100,1
101034006287116,MDPI Books,These ads ran without a disclaimer,≤100,3
235181793729573,The Secret Sauce,These ads ran without a disclaimer,≤100,1
1748844942025142,ห้องงานวิชาการ ByKitti,These ads ran without a disclaimer,≤100,2
142103812321521,ร้านพวงหรีดสุพรรณบุรี - Little garden florist,These ads ran without a disclaimer,≤100,1
106472909083753,พัทธนันท์ ฤทธิ์ชัยเรืองเดช,These ads ran without a disclaimer,≤100,2
102649634613229,Somboonsard Football Academy,These ads ran without a disclaimer,≤100,1
205577436148154,Bid เสื้อกันไหม,These ads ran without a disclaimer,≤100,1
103290836047096,พี่เอกจาตุรันต์#เพื่อนกันสมุทรปราการเขต 3,These ads ran without a disclaimer,≤100,2
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100,7
112489691693028,เอฟซี คุณหมออลงกต มณีกาศ,These ads ran without a disclaimer,≤100,1
113258943658593,SIMTEC,These ads ran without a disclaimer,≤100,1
107710077639041,หนูนา ครัวเมนูปลา สาขาปั๊มบางจากตรงข้ามห้างโลตัสน่าน,These ads ran without a disclaimer,≤100,1
316004665155000,SAP,These ads ran without a disclaimer,≤100,1
102290234805537,สร้างหลักล้านผ่านออนไลน์ ด้วยมือถือ,These ads ran without a disclaimer,≤100,1
101950768209481,CEAT Thailand Page,These ads ran without a disclaimer,≤100,1
110416448765352,ตามข่าวชาวบ้าน เจาะข่าวเด็ด นสพ.ตะวันใหม่นิวส์,These ads ran without a disclaimer,≤100,1
1390090321306489,toolmorrow,These ads ran without a disclaimer,≤100,2
169341169597076,รถผ้าป่าคว่ำ,These ads ran without a disclaimer,≤100,1
103712885946208,ท้าวเวสสุวรรณวัดแก้วสว่าง  พระยาเศรษฐี  จ.อุดรธานี,These ads ran without a disclaimer,≤100,1
105360734659052,เสื้อแขนยาว สเวตเตอร์แบร์นแท้มือสอง By Namfon shop,These ads ran without a disclaimer,≤100,3
32334159836,Altair,These ads ran without a disclaimer,≤100,1
148475051852754,Rockefeller Foundation,These ads ran without a disclaimer,≤100,7
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,10
106820112397756,ขายให้หมดไม่สนลูกใคร,These ads ran without a disclaimer,≤100,1
100486988544567,ไกด์ - วุฒิรักษ์ เเพงตาแก้ว - Wuttirak Pangthakaew,These ads ran without a disclaimer,≤100,1
235054839698793,กำจัดแมลงสาบ มด หนู ตายเรียบยกรัง 100%,These ads ran without a disclaimer,≤100,1
70455798384,Corner 43 Decor,These ads ran without a disclaimer,≤100,2
376751408848042,Orcinus Academy - House Of Trader,These ads ran without a disclaimer,≤100,1
112501782153475,โรงพยาบาลจุฬาภรณ์ ราชวิทยาลัยจุฬาภรณ์,These ads ran without a disclaimer,≤100,1
101987302591875,Meez_2hand.shop,These ads ran without a disclaimer,≤100,1
1744351959127328,Konrad-Adenauer-Stiftung Korea,These ads ran without a disclaimer,≤100,3
122095403210007900,ห้องปันสื่อปฐมวัย by Baifern,These ads ran without a disclaimer,≤100,1
104289248957259,Chinnabanchorn love,These ads ran without a disclaimer,≤100,2
806171329443599,ครูพี่ม้อค สร้างนักเขียน อาชีพไหนก็เป็นนักเขียนได้,These ads ran without a disclaimer,≤100,1
104436475227527,พันตำรวจเอกภิญโญ ป้อมสถิตย์,These ads ran without a disclaimer,≤100,1
106125296095006,East-West Seed,These ads ran without a disclaimer,≤100,2
117826917884774,Kornwiwat Tipsukchoku-dom,These ads ran without a disclaimer,≤100,2
168310026360392,Gaint the life,These ads ran without a disclaimer,≤100,1
123855516188372,ภาชินี เหลืองเพิ่มสกุล,These ads ran without a disclaimer,≤100,1
115094481655515,สุขใจ ราชวงษ์,These ads ran without a disclaimer,≤100,1
870505999695337,จ.เจริญรวมช่าง งานประตูเหล็ก-สแตนเลสและรับเหมาก่อสร้าง,These ads ran without a disclaimer,≤100,1
106665275706514,หยาบกระด้างประมูล,These ads ran without a disclaimer,≤100,1
351940631339060,ชนัดดา สงพัฒน์แก้ว,These ads ran without a disclaimer,≤100,1
1439843582900635,Ubonkids City Football Academy,These ads ran without a disclaimer,≤100,1
2547423648603867,Energy Tracker Asia,These ads ran without a disclaimer,≤100,19
540816682919617,ไก่ นครสวรรค์ fc,These ads ran without a disclaimer,≤100,1
746968125374340,มะละกอฮอลแลนด์ จำหน่ายต้นกล้าและเมล็ดพันธุ์ เพชรบุรี ชัยนาท,These ads ran without a disclaimer,≤100,1
713633428825216,โครงการบริหารธุรกิจมหาบัณฑิต เพื่อความเป็นเลิศ,These ads ran without a disclaimer,≤100,2
100357605430593,เตรียมสอบข้าราชการ By. Nai ส.,These ads ran without a disclaimer,≤100,3
731972834181045,ฤๅ - Lue History,These ads ran without a disclaimer,≤100,1
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,4
385630805568146,วิศิษฎ์ วัชรินทร์ ประชาธิปัตย์ เชียงใหม่ เขต6เชียงดาวไชยปราการ เวียงแหง,These ads ran without a disclaimer,≤100,1
1176359702374365,Startup Thailand,These ads ran without a disclaimer,≤100,1
109335605140131,Invest SEA,These ads ran without a disclaimer,≤100,17
1759673501015710,จักรยาน Tiger,These ads ran without a disclaimer,≤100,1
111317048481966,คอน ป้ะล่ะ,These ads ran without a disclaimer,≤100,1
112706641077875,สจ.ดนุภัทร์ เชียงชุม,These ads ran without a disclaimer,≤100,2
102002192154696,Weather Aware,These ads ran without a disclaimer,≤100,1
100378068249359,กฤตภพ สติดีนิติวงศ์ -Krittaphop Satideenitiwong,These ads ran without a disclaimer,≤100,1
1703627159765622,ณัฐทรัชต์ ชามพูนท ใหม่,These ads ran without a disclaimer,≤100,1
2444908715795603,ทันตแพทย์หญิงสรวีย์ ภัทรอิสริยาไชย หมอน้ำหวาน พรรคเพื่อไทยตรัง เขต1,These ads ran without a disclaimer,≤100,1
112501441848405,คณะก้าวหน้า - บางปลา,These ads ran without a disclaimer,≤100,1
150365761703762,UNDP Thailand,These ads ran without a disclaimer,≤100,1
106484999050462,เกษตกรท่าม่วง NO.3,These ads ran without a disclaimer,≤100,1
1023078414531349,The People,These ads ran without a disclaimer,≤100,2
104952531309471,Ding VintageShop198,These ads ran without a disclaimer,≤100,1
431771376910462,พรรคครูไทยเพื่อประชาชน,These ads ran without a disclaimer,≤100,2
100771725640770,พุทธกัลยา,These ads ran without a disclaimer,≤100,1
139281645927616,Hysw BI,These ads ran without a disclaimer,≤100,3
101253465442445,Kind + Jugend ASEAN,These ads ran without a disclaimer,≤100,1
222675386411840,KBR,These ads ran without a disclaimer,≤100,3
344873769369456,เทศบาลตำบลโนนชัยศรี อำเภอโพนทอง จังหวัดร้อยเอ็ด,These ads ran without a disclaimer,≤100,1
106913694944784,กำยาน ผ่อนคลาย,These ads ran without a disclaimer,≤100,1
175109346544970,Greater Pharma Shop,These ads ran without a disclaimer,≤100,2
857010541034877,ร้านป้ายเชียงราย,These ads ran without a disclaimer,≤100,1
115330581507462,อำนาจ สิทธิมงคล “พ่อกำนันน้อย”,These ads ran without a disclaimer,≤100,1
230759650409805,ดร.ปลอดประสพ สุรัสวดี,These ads ran without a disclaimer,≤100,1
266744843422391,Zoetis,These ads ran without a disclaimer,≤100,1
235430802991209,BioPro - บอกลาอาการลำไส้ใหญ่อักเสบหลังจาก 7 วัน,These ads ran without a disclaimer,≤100,1
112214671700161,Arun Pandey,These ads ran without a disclaimer,≤100,3
101800818822885,Fresh Life Canada - Thailand,These ads ran without a disclaimer,≤100,1
112079331608908,ที่นี่ นครพนม,These ads ran without a disclaimer,≤100,1
130894230263313,Plan For Kids,These ads ran without a disclaimer,≤100,1
263010790567890,ผ้าแดง Shop,These ads ran without a disclaimer,≤100,1
100136386247010,คณะประชาชนทวงความยุติธรรม 2553,These ads ran without a disclaimer,≤100,1
103150082000110,Bona Coffee กาแฟบำรุงกระดูก สายด่วนปรึกษา 096 9911 853,These ads ran without a disclaimer,≤100,1
434038506767876,Indian dress shop ขายชุดอินเดีย ราคาถูก,These ads ran without a disclaimer,≤100,1
175043896516780,"บำบัดทุกข์ บำรุงสุข  ""  หนุ่ม วีระ """,These ads ran without a disclaimer,≤100,1
153084098378802,สพลคลินิกฝังเข็ม,These ads ran without a disclaimer,≤100,1
330971977373504,Erawan Phangnga Hotel - โรงแรมเอราวัณพังงา,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,30
101526729554471,Mayuree Armatmontree,These ads ran without a disclaimer,≤100,1
106944952308354,อนุวัตร  เมืองมัจฉา,These ads ran without a disclaimer,≤100,1
109957128623716,คอนเสิร์ต บิ๊กวัน กันทรลักษ์ ออนทัวร์,These ads ran without a disclaimer,≤100,1
148345431686566,กิตติภัทร บัวขาว,These ads ran without a disclaimer,≤100,2
113436778249454,กฤษณ์ สุริยผล,These ads ran without a disclaimer,≤100,1
103900785236519,Avanza Libertad Chilecito,These ads ran without a disclaimer,≤100,1
463757927133367,SocDem Asia,These ads ran without a disclaimer,≤100,3
101975289240854,หมอพยอม ระวงศ์พันธุ์,These ads ran without a disclaimer,≤100,1
286467649825954,Mr.Book,These ads ran without a disclaimer,≤100,1
21474437688,Deloitte,These ads ran without a disclaimer,≤100,1
105826292451688,พลตำรวจตรี วัฒนา วงศ์จันทร์,These ads ran without a disclaimer,≤100,1
228073447064109,Arts Of Palestine,These ads ran without a disclaimer,≤100,3
268273643275673,Everything happens for a reason By Nathalie,These ads ran without a disclaimer,≤100,1
335109100414714,ชมพูแสงกล้าพันธ์กล้าไม้,These ads ran without a disclaimer,≤100,1
225852745026178,สถาบันวิจัยเพื่อการพัฒนาท้องถิ่น,These ads ran without a disclaimer,≤100,2
104256131044452,สำนักงานเขตบางกอกน้อย  Bangkoknoi district office,These ads ran without a disclaimer,≤100,1
1661303327263566,กลุ่มแม่บ้านเกษตรกรมะขามหวานธรรมชาติ,These ads ran without a disclaimer,≤100,1
250325984837149,งานชุมชน,These ads ran without a disclaimer,≤100,1
101794231527425,สส. สุภกร ตันติไพบูลย์ธนะ - Supakon Tangtiphaiboontana,These ads ran without a disclaimer,≤100,1
1155040271230506,PageantLover101,These ads ran without a disclaimer,≤100,1
111491091626019,Salim Hakimy سلیم حکیمی,These ads ran without a disclaimer,≤100,1
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100,34
106404698888894,ประมูลหมวกมืองสอง V.3 by แม่ลำดวน,These ads ran without a disclaimer,≤100,1
104082715441756,Nutsuda Jitkrom Move Forward Party - ณัฐสุดา จิตกรม พรรคก้าวไกล,These ads ran without a disclaimer,≤100,1
