Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
1750228421750333,Salon Canberra,These ads ran without a disclaimer,≤100,1
114474257057363,Opinion.Express,These ads ran without a disclaimer,≤100,1
299294296854152,Libraries in Wyndham,These ads ran without a disclaimer,≤100,1
508024855883743,Industrial Electrics,These ads ran without a disclaimer,≤100,3
1432804043638570,Brewarrina Races 2022,These ads ran without a disclaimer,≤100,1
1975834089328883,Our Living Outback,These ads ran without a disclaimer,≤100,1
118883634811868,BBC Earth,These ads ran without a disclaimer,≤100,2
104996240998202,Tiger Brokers Australia,These ads ran without a disclaimer,≤100,1
1082640811857009,Renegade Activists,These ads ran without a disclaimer,≤100,2
947415368658089,Hoxton Park Tigers Cricket Club,These ads ran without a disclaimer,≤100,1
720509364802971,Victorian Council of Churches,These ads ran without a disclaimer,≤100,1
80142697363,Xbox ANZ,These ads ran without a disclaimer,≤100,2
134857932100953,Reign in Blood,These ads ran without a disclaimer,≤100,1
106486211714935,Lebanese Youth in Australia,These ads ran without a disclaimer,≤100,1
1442031829411020,KILI PEACOCK ADVENTURES,These ads ran without a disclaimer,≤100,1
115480881521095,actually.its.anisa,These ads ran without a disclaimer,≤100,1
115191207844680,Lesbi-Educated,These ads ran without a disclaimer,≤100,3
106955861022814,Xuxuding-2,These ads ran without a disclaimer,≤100,1
106021985365091,Nikeold,These ads ran without a disclaimer,≤100,3
103950061594376,JStanion,These ads ran without a disclaimer,≤100,2
163649866980296,George Perris,These ads ran without a disclaimer,≤100,1
1612500715630228,Surf Collective,These ads ran without a disclaimer,≤100,1
110903181842296,animalpark_ukraine,These ads ran without a disclaimer,≤100,1
109522494237534,tikstocks,These ads ran without a disclaimer,≤100,1
100299019516207,ILoveNovel-Fantastic Books,These ads ran without a disclaimer,≤100,2
109119708382106,Pray for Ukraine,These ads ran without a disclaimer,≤100,1
101941555378477,Sales Capital,These ads ran without a disclaimer,≤100,1
149173685273324,BK Migration,These ads ran without a disclaimer,≤100,2
107584192113410,Smooth Sailor,These ads ran without a disclaimer,≤100,1
104565107925397,transformingece,These ads ran without a disclaimer,≤100,1
110091364946855,Health of the Ukrainian people ICF,These ads ran without a disclaimer,≤100,2
430362440333593,Arizona Jewish Life,These ads ran without a disclaimer,≤100,1
100191808929016,Star Pro Training,These ads ran without a disclaimer,≤100,1
102411694438958,CustomFeeling,These ads ran without a disclaimer,≤100,3
100748682585598,Trippy Psychedelics Mushrooms Edibles,These ads ran without a disclaimer,≤100,1
114229677063547,Recovery In The Middle Ages,These ads ran without a disclaimer,≤100,1
1193444734103932,Ape2o,These ads ran without a disclaimer,≤100,1
1147301318659611,Lighthouse Serenity,These ads ran without a disclaimer,≤100,1
635539293148432,Naked Apple Cider,These ads ran without a disclaimer,≤100,1
210633312410938,Dylan Reese,These ads ran without a disclaimer,≤100,7
106914041916553,naomitibbles,These ads ran without a disclaimer,≤100,2
2362921657278981,Pixiepie123,These ads ran without a disclaimer,≤100,1
105539302194191,Charging fun-wallpaper-v613,These ads ran without a disclaimer,≤100,1
108109934203874,Insta Shop Boutique,These ads ran without a disclaimer,≤100,1
276684962405161,China US Focus,These ads ran without a disclaimer,≤100,1
110095967929912,Best Of The Best On Kickstarter,These ads ran without a disclaimer,≤100,9
106621131613859,Happy Sponge,These ads ran without a disclaimer,≤100,2
110655638442909,Novel-9527,These ads ran without a disclaimer,≤100,2
111137977265704,Princess House con Marisol Rodriguez,These ads ran without a disclaimer,≤100,1
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100,12
109516742088375,Nine News,These ads ran without a disclaimer,≤100,1
401713240637776,BB Boulevard Books,These ads ran without a disclaimer,≤100,2
101424682051373,youngfly.mason,These ads ran without a disclaimer,≤100,1
104475131979606,Marie-Claude Tjibaou,These ads ran without a disclaimer,≤100,1
578773409470922,Terra.do,These ads ran without a disclaimer,≤100,1
101202848094891,Parame-Android-01,These ads ran without a disclaimer,≤100,2
106397457747172,TarZ Gaming,These ads ran without a disclaimer,≤100,1
112199774883489,Australian Veteran Community,These ads ran without a disclaimer,≤100,1
720587718066866,Taste,These ads ran without a disclaimer,≤100,2
101800332416241,Frisch Report,These ads ran without a disclaimer,≤100,1
109914394635268,Engnb Life,These ads ran without a disclaimer,≤100,1
108094577983273,Egretta Press,These ads ran without a disclaimer,≤100,1
110921754858182,Cokbd.shop,These ads ran without a disclaimer,≤100,4
205610116125621,Xaxis,These ads ran without a disclaimer,≤100,2
111377101049600,Nicolai Young,These ads ran without a disclaimer,≤100,1
110388598280411,Nk Reading,These ads ran without a disclaimer,≤100,1
978846378872201,ViewSonic,These ads ran without a disclaimer,≤100,1
1161595143958169,Aurora Women's Health,These ads ran without a disclaimer,≤100,1
101442025614806,Chancellor,These ads ran without a disclaimer,≤100,1
329101867107267,MM+J Architects,These ads ran without a disclaimer,≤100,1
104107547950730,Caldera House,These ads ran without a disclaimer,≤100,1
1391449541094972,Os Mais Lindos e Lindas da Paraíba,These ads ran without a disclaimer,≤100,1
196203050415103,The Global FoodBanking Network,These ads ran without a disclaimer,≤100,2
101982102230850,Boka ID,These ads ran without a disclaimer,≤100,1
110027285343376,Neptunne Collection,These ads ran without a disclaimer,≤100,1
889507617791756,Hirsh Marketing,These ads ran without a disclaimer,≤100,3
106946581944787,Help Ukraine,These ads ran without a disclaimer,≤100,1
107791424993439,SetTrendz.design,These ads ran without a disclaimer,≤100,2
7272781185,IMVU,These ads ran without a disclaimer,≤100,1
104615001473712,Legalise Cannabis Western Australia Party,Legalise Cannabis Western Australia Party,≤100,2
119167918117814,Kerry Hart,These ads ran without a disclaimer,≤100,1
105371218233740,Every Day Koala Story,These ads ran without a disclaimer,≤100,4
126983971342683,Vivoo,These ads ran without a disclaimer,≤100,1
103590365988182,PureSquare,These ads ran without a disclaimer,≤100,1
388943641294267,The Sun Exchange,These ads ran without a disclaimer,≤100,2
770091086372859,Bamboo Straw Girl - Bamboo Straws Worldwide,These ads ran without a disclaimer,≤100,3
1832206557018326,The Evolved Masculine,These ads ran without a disclaimer,≤100,1
101793159220123,deeveeland,These ads ran without a disclaimer,≤100,2
1722247484756949,Chenla Children's Healthcare,These ads ran without a disclaimer,≤100,1
102900875638509,Tủ sách nhà Vin,These ads ran without a disclaimer,≤100,1
1521837338127647,"Ashley Gordon, Manifestation Coach",These ads ran without a disclaimer,≤100,1
475891706160685,SSRC Senior Students Resource Center,These ads ran without a disclaimer,≤100,1
353467588809565,Etsy-uu.com1,These ads ran without a disclaimer,≤100,6
569138429820246,Stu News,These ads ran without a disclaimer,≤100,5
106968460711896,Nehemyhair,These ads ran without a disclaimer,≤100,2
113910037974799,Excuse Goose,These ads ran without a disclaimer,≤100,1
103448761632970,Solider,These ads ran without a disclaimer,≤100,1
1887678438164872,Den Of Weird,These ads ran without a disclaimer,≤100,1
1972085649727258,Reclink Australia,These ads ran without a disclaimer,≤100,1
122487376983,First Nations Deaths In Custody Watch Committee Inc.,These ads ran without a disclaimer,≤100,1
103952318821536,Fest Stories,These ads ran without a disclaimer,≤100,4
101925488300211,WriteCause,These ads ran without a disclaimer,≤100,2
156994147695787,Fairness In Religions In School,These ads ran without a disclaimer,≤100,1
101779465778802,Lullove.Shop,These ads ran without a disclaimer,≤100,2
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100,3
100369855088965,Dernières Nouvelles,These ads ran without a disclaimer,≤100,1
104177748302844,Unsolved Mysteries,These ads ran without a disclaimer,≤100,2
109569881576003,Score4Rights2022,These ads ran without a disclaimer,≤100,1
107250078940117,Impolite argument,These ads ran without a disclaimer,≤100,1
102190472839291,Sulky office,These ads ran without a disclaimer,≤100,1
107975101443406,Cocolevo,These ads ran without a disclaimer,≤100,4
311452426241387,TRIHARD,These ads ran without a disclaimer,≤100,1
100515248433583,Friday Bold,These ads ran without a disclaimer,≤100,4
144323549543186,OK.beachy,These ads ran without a disclaimer,≤100,1
163776481198,Rob Decoup,These ads ran without a disclaimer,≤100,1
103306044755996,Swift VPN,These ads ran without a disclaimer,≤100,1
105986877757810,Mission Burgers Ellenbrook,These ads ran without a disclaimer,≤100,1
109532681322690,Madinah Palestine,These ads ran without a disclaimer,≤100,1
105738627937963,Content Wizard,These ads ran without a disclaimer,≤100,4
102259954905489,Mommy Cocktail,These ads ran without a disclaimer,≤100,1
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,2
385250934989539,Camel Beach House,These ads ran without a disclaimer,≤100,1
102836641897493,MoNovel,These ads ran without a disclaimer,≤100,1
102948371675432,Max Boost and the Power-Ups,These ads ran without a disclaimer,≤100,1
114782391551086,Ascending Self by Fatima,These ads ran without a disclaimer,≤100,1
172634221551,Phillips,These ads ran without a disclaimer,≤100,1
231800156885653,PacBio,These ads ran without a disclaimer,≤100,1
316472562116929,Summer-jaguar.FA,These ads ran without a disclaimer,≤100,5
102114732063066,Enigma Magazines,These ads ran without a disclaimer,≤100,1
103586138310096,Vicinice,These ads ran without a disclaimer,≤100,6
347355856432349,Storyaholic,These ads ran without a disclaimer,≤100,1
1065990076933424,Noor Center / Masjid An-Noor - Wesleychapelmasjid,These ads ran without a disclaimer,≤100,3
103275928151686,PinaFair,These ads ran without a disclaimer,≤100,1
756835201085500,Hope For Ukraine,These ads ran without a disclaimer,≤100,1
116981568944452,Knowledge Bucket,These ads ran without a disclaimer,≤100,20
101034319016112,Australia Newsbreak,These ads ran without a disclaimer,≤100,1
115580341431530,emilyyoungauthor,These ads ran without a disclaimer,≤100,1
110712744633512,John W Beswick,These ads ran without a disclaimer,≤100,1
112789290519991,East African Coffee,These ads ran without a disclaimer,≤100,1
109086221828636,Her Moments,These ads ran without a disclaimer,≤100,4
102622811644139,Walbustore01,These ads ran without a disclaimer,≤100,7
7771932493,Alpha Epsilon Pi Fraternity,These ads ran without a disclaimer,≤100,1
871184772966519,Toothpaste Family Dentistry,These ads ran without a disclaimer,≤100,1
108452661636007,Noveland6,These ads ran without a disclaimer,≤100,2
102257824856318,Corollose,These ads ran without a disclaimer,≤100,5
101555185401112,Sassy Colored,These ads ran without a disclaimer,≤100,1
639313906239533,International Organization for the Family,These ads ran without a disclaimer,≤100,1
110184911592175,Fifis Stories,These ads ran without a disclaimer,≤100,1
110949215645414,Arise Women,These ads ran without a disclaimer,≤100,1
110322744888755,Trendyspread shop,These ads ran without a disclaimer,≤100,5
108227514746102,Shoppin Oasis,These ads ran without a disclaimer,≤100,2
105268685019332,사마리안퍼스 코리아,These ads ran without a disclaimer,≤100,2
101979902026414,Silhouette: Murder-Politics-New Orleans.,These ads ran without a disclaimer,≤100,2
107143101164442,Hehr,These ads ran without a disclaimer,≤100,1
111501220687382,Cr Nicky Luo,These ads ran without a disclaimer,≤100,1
103109594514739,Donna Williams,These ads ran without a disclaimer,≤100,1
101327565779918,john617dough,These ads ran without a disclaimer,≤100,1
2280352932222924,Re-open Duval High School,These ads ran without a disclaimer,≤100,1
102857548680182,Resger DH Store,These ads ran without a disclaimer,≤100,1
100820255934433,AWS Startups,These ads ran without a disclaimer,≤100,2
106067391386724,stephaniejohnsonpoetry,These ads ran without a disclaimer,≤100,1
105372087602238,Lisa O'Donnell - Labor for Chatsworth,These ads ran without a disclaimer,≤100,1
120732849800677,southxsavannah,These ads ran without a disclaimer,≤100,1
411989042481351,"Fraser Coast Peer Support for Substance Users, Family & Friends.",These ads ran without a disclaimer,≤100,1
345576692202164,Classical Wisdom Weekly,These ads ran without a disclaimer,≤100,3
108399335389115,keelkaa,These ads ran without a disclaimer,≤100,3
404839346242661,Jane Zamost: Always Evolving Art,These ads ran without a disclaimer,≤100,2
112955173843968,Just Peachy Basics,These ads ran without a disclaimer,≤100,1
107742893995095,Translator -AI & Real time,These ads ran without a disclaimer,≤100,1
105819417816329,Compulsion Podcast,These ads ran without a disclaimer,≤100,1
106240918276090,Best Gift,These ads ran without a disclaimer,≤100,1
100513955039181,fohster,These ads ran without a disclaimer,≤100,1
108137871142423,Yummy Shanny,These ads ran without a disclaimer,≤100,1
101588828323957,The International Wildlife Coexistence Network,These ads ran without a disclaimer,≤100,1
109853560836431,Horror Fanatics,These ads ran without a disclaimer,≤100,2
1552515798335108,Milestones Early Learning Marsden,These ads ran without a disclaimer,≤100,1
100300748543472,Jai Pie,These ads ran without a disclaimer,≤100,1
351613799354860,Ineffable Mobile Massage Therapy,Jackie Lee Van Niekerk,≤100,1
104135315465868,Corkaoridor,These ads ran without a disclaimer,≤100,12
279930092936759,The SHE Mark: SHEruns • SHEmakes • SHEowns • SHEgoverns,These ads ran without a disclaimer,≤100,1
103463615629294,ivlevyorke,These ads ran without a disclaimer,≤100,1
1561051697259934,Story of the Mind,These ads ran without a disclaimer,≤100,1
946317045534935,Stop Adani Townsville,Heather Joy Laurie,≤100,1
102706791515977,Vegan Volvo,These ads ran without a disclaimer,≤100,1
1610958518989059,Jake Moon,These ads ran without a disclaimer,≤100,1
108337694403965,小P不政經,Chiao Ting Huang,≤100,1
610831255716484,Bakhtar Community Organisation,Bakhtar Community Organisation,≤100,1
160230974014563,Loving Hut Australia,These ads ran without a disclaimer,≤100,1
105474611276358,Nat's Essential Oil Tribe,These ads ran without a disclaimer,≤100,1
500941510272080,PromoAmbitions,These ads ran without a disclaimer,≤100,1
499452120118978,One Direction Australia,These ads ran without a disclaimer,≤100,1
102063762321083,coriemarano,These ads ran without a disclaimer,≤100,2
100334832229679,gbdes1gns,These ads ran without a disclaimer,≤100,1
106214124457153,Ananda Kularatna - Hambanthota District UNP Leader,These ads ran without a disclaimer,≤100,1
298101866953988,Wild Valley Art Park,These ads ran without a disclaimer,≤100,1
106894086082609,Deaf Connect,These ads ran without a disclaimer,≤100,1
100818051418246,Exotic Veterinary Nurse Training,These ads ran without a disclaimer,≤100,1
119397009896837,Destination Safe Earth,These ads ran without a disclaimer,≤100,1
115309533240662,Kangaroo Project,These ads ran without a disclaimer,≤100,1
300337110631457,DENTtabs Pacific,These ads ran without a disclaimer,≤100,1
106992411195586,Tie-Dye Mania Cpt,These ads ran without a disclaimer,≤100,1
105464281062695,Amit Mandal Am,These ads ran without a disclaimer,≤100,2
911679632275179,Heather Marcus,These ads ran without a disclaimer,≤100,1
112564955077010,News,These ads ran without a disclaimer,≤100,1
335263649975532,COTA Australia - for older Australians,These ads ran without a disclaimer,≤100,1
1201050293344495,Uni SC Greens,These ads ran without a disclaimer,≤100,1
102562868915490,The Eco Fight,These ads ran without a disclaimer,≤100,2
589333794560586,Human Rights Documentary Screenings in Melbourne Australia,These ads ran without a disclaimer,≤100,1
106136738685504,Stop war with art,These ads ran without a disclaimer,≤100,1
100918404040583,Enough is Enough. Domestic Violence by Proxy QLD.,These ads ran without a disclaimer,≤100,1
101718626074857,3191 Love our Street,These ads ran without a disclaimer,≤100,1
1428712260734028,Maitland Community Care Services,These ads ran without a disclaimer,≤100,1
193050751340200,Roman Cortes,These ads ran without a disclaimer,≤100,1
2333030943431664,End Mass Migration Party,These ads ran without a disclaimer,≤100,1
102095374865146,brackenwytch,These ads ran without a disclaimer,≤100,1
206752786591339,Perta Thomson Partners - PTP,These ads ran without a disclaimer,≤100,1
109974041888049,dirty.bearded.pilgrims,These ads ran without a disclaimer,≤100,1
226641550769331,Dilmah Conservation,These ads ran without a disclaimer,≤100,36
106844078669204,Ynet - Magazine,These ads ran without a disclaimer,≤100,7
333321140692078,Play Smart,These ads ran without a disclaimer,≤100,3
109996270659617,Stephen Leeb PhD,These ads ran without a disclaimer,≤100,1
102880755347273,Beck and Khris keep it simple.,These ads ran without a disclaimer,≤100,1
106589278463851,freedomgenerationmum,These ads ran without a disclaimer,≤100,1
105897281001432,Andrew Cadman Group,These ads ran without a disclaimer,≤100,1
105943845770393,jrteenoceaniaregency2023,These ads ran without a disclaimer,≤100,1
116199048442496,Stellarossa Australia,These ads ran without a disclaimer,≤100,1
1401152966620574,Raymond La Fontaine,These ads ran without a disclaimer,≤100,1
101099708227406,78 Stars,These ads ran without a disclaimer,≤100,1
103255648937410,ha_ho_art,These ads ran without a disclaimer,≤100,1
167617896756732,Artist Mitzi Drysdale,These ads ran without a disclaimer,≤100,2
107904544212042,Community for UMSU,These ads ran without a disclaimer,≤100,3
437152009689936,PGSR Pty Ltd,These ads ran without a disclaimer,≤100,1
111673898270202,Preston Stew,These ads ran without a disclaimer,≤100,1
101508695555556,Workforce Australia - Local Jobs - Mid North SA,These ads ran without a disclaimer,≤100,2
523722731360984,Stepping Stone SA Childcare & Early Development Centres,These ads ran without a disclaimer,≤100,1
104268844706117,Josh Thomas - Independent for Johnston,These ads ran without a disclaimer,≤100,1
106553798343194,Ngarliyarndu Bindirri Aboriginal Corporation,These ads ran without a disclaimer,≤100,1
106252898312270,Filikos.Art,These ads ran without a disclaimer,≤100,1
369656869872324,We All Need Our Families,These ads ran without a disclaimer,≤100,1
287464208129273,TOOLO - Tool Library Blue Mountains,These ads ran without a disclaimer,≤100,1
253176742054957,FX Holden,These ads ran without a disclaimer,≤100,1
635219380317247,Discover Energy,These ads ran without a disclaimer,≤100,1
395094514400042,Soul Brand,These ads ran without a disclaimer,≤100,1
226016066076870,Better West - Altona North,These ads ran without a disclaimer,≤100,2
100566665978336,Support Ukraine,These ads ran without a disclaimer,≤100,6
106333371937771,Allrightevety15,These ads ran without a disclaimer,≤100,3
946317045534935,Stop Adani Townsville,These ads ran without a disclaimer,≤100,1
234952014084732,GURU,These ads ran without a disclaimer,≤100,11
272246572949648,WebMinds - Web Design Brisbane,These ads ran without a disclaimer,≤100,1
1488715258069115,Fuel Watch Australia,These ads ran without a disclaimer,≤100,1
265449894154961,Debney Meadows Primary School,These ads ran without a disclaimer,≤100,1
105273418239672,The Missing Millions Book,These ads ran without a disclaimer,≤100,1
131520373570636,Mojos Bar Fremantle,These ads ran without a disclaimer,≤100,1
138876992797995,Pura Vida,These ads ran without a disclaimer,≤100,3
139193441647598,Mnimi.org,These ads ran without a disclaimer,≤100,2
100290295376476,Rethink Recycling Co-Op,These ads ran without a disclaimer,≤100,3
438898406860334,The Strap King �,These ads ran without a disclaimer,≤100,3
106277381576173,Pirsee,These ads ran without a disclaimer,≤100,1
137039752979460,Every Home for Christ International,These ads ran without a disclaimer,≤100,2
1607347716206908,Tiger Bins and Skips,These ads ran without a disclaimer,≤100,1
109378140496280,Central West Regional Landcare Coordinator,These ads ran without a disclaimer,≤100,1
113339814683082,Simon Earle Labor,These ads ran without a disclaimer,≤100,1
691400674337481,Nuclear Free WA,These ads ran without a disclaimer,≤100,1
1291813510977272,The Private Part,These ads ran without a disclaimer,≤100,1
1694137480890757,Tokyo and Around Tokyo - En,These ads ran without a disclaimer,≤100,5
77362174867,Vege Chips,These ads ran without a disclaimer,≤100,3
877861022279779,Ashbury Estate,These ads ran without a disclaimer,≤100,1
147222325846454,We Are Cape York,These ads ran without a disclaimer,≤100,2
119675863159237,Launceston Gastronomy,These ads ran without a disclaimer,≤100,1
103822618707308,Thetechnodrom,These ads ran without a disclaimer,≤100,21
151739051649055,Unity Brisbane - Unity Reflections of Truth Inc.,These ads ran without a disclaimer,≤100,1
157297160958372,Harrup Park,These ads ran without a disclaimer,≤100,1
457134154670253,EVOL,These ads ran without a disclaimer,≤100,1
1933939600195987,CFMEU Manufacturing,These ads ran without a disclaimer,≤100,1
555540491514526,Luke Edmunds - Labor for Pembroke,These ads ran without a disclaimer,≤100,1
135959249943813,Pang Productions,These ads ran without a disclaimer,≤100,1
102047325365494,Parents Store,These ads ran without a disclaimer,≤100,2
280191172689224,Will Boyd,These ads ran without a disclaimer,≤100,2
251090472204931,Tees4Togo,These ads ran without a disclaimer,≤100,1
120773048603321,Payam Zamani,These ads ran without a disclaimer,≤100,2
101373319025411,Vkeasestore US,These ads ran without a disclaimer,≤100,8
108376060838509,Corporate Match 2.0,These ads ran without a disclaimer,≤100,1
1620880694660875,Nedlands Electors Association Inc.,These ads ran without a disclaimer,≤100,1
101511358342349,Labor for Moggill,These ads ran without a disclaimer,≤100,1
109825451860323,onpesare2nerv,These ads ran without a disclaimer,≤100,1
1677085752524993,Anlex 灝鏘移民,These ads ran without a disclaimer,≤100,1
104199848093107,Totallyearth,These ads ran without a disclaimer,≤100,1
542489092455903,"Rotary Club of Mawson Lakes Inc, SA, Australia",These ads ran without a disclaimer,≤100,1
17795893563,Australian National Maritime Museum,These ads ran without a disclaimer,≤100,7
642409189628714,Hare Krishna Community and Cultural Centre,These ads ran without a disclaimer,≤100,2
120272428033558,Hotel Kurrajong Canberra,These ads ran without a disclaimer,≤100,1
107759384755817,Local-Italy,These ads ran without a disclaimer,≤100,1
112852534971222,Peree Watson - Labor for Upper Hunter,These ads ran without a disclaimer,≤100,1
1069191473132747,Kuluin Early Learning Centre,These ads ran without a disclaimer,≤100,1
112240047726713,Silk Maison,These ads ran without a disclaimer,≤100,6
204847128458,World Parrot Trust,These ads ran without a disclaimer,≤100,7
106947851138289,Millennials Mistaking Boomers Mistaking The Betoota Advocate For News,These ads ran without a disclaimer,≤100,1
297228350473919,Psychologyforasafeclimate,These ads ran without a disclaimer,≤100,1
108182331623359,Buy Airspace,These ads ran without a disclaimer,≤100,2
223763504308897,Mez Gallifuoco,These ads ran without a disclaimer,≤100,1
104635125163129,Louisa Lawson Statue Project,These ads ran without a disclaimer,≤100,1
379303372116810,Kaynemaile Ltd,These ads ran without a disclaimer,≤100,1
2157883817796118,"The Links, South West Rocks",These ads ran without a disclaimer,≤100,1
107319358728319,Mauri Tech,These ads ran without a disclaimer,≤100,1
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,2
104693991858817,lukeysp00ky,These ads ran without a disclaimer,≤100,1
101911395217283,Complete. Studio,These ads ran without a disclaimer,≤100,1
104172681844940,Exsurgo,These ads ran without a disclaimer,≤100,1
348413242554025,Tino Rangatiratanga Maori Flag,These ads ran without a disclaimer,≤100,1
109541791960833,Maxinimum.online,These ads ran without a disclaimer,≤100,21
101730476131837,Movie Fan,These ads ran without a disclaimer,≤100,5
794616783903098,Almir Colan,These ads ran without a disclaimer,≤100,1
100254824748185,Jensog-UK,These ads ran without a disclaimer,≤100,16
148311175842378,FuryGift - RTG,These ads ran without a disclaimer,≤100,1
135156639833927,United Nations OCHA,These ads ran without a disclaimer,≤100,1
100998871410886,fridayswithfitz,These ads ran without a disclaimer,≤100,1
103825975748201,Investors Horizon,These ads ran without a disclaimer,≤100,1
1871945173131139,Mandy Hopper - Elite Performance Coaching,These ads ran without a disclaimer,≤100,1
109465614856687,Res-Q Computer Services,These ads ran without a disclaimer,≤100,1
287647443048737,11.fortyfive,These ads ran without a disclaimer,≤100,1
297759007553645,Check My Rebate,These ads ran without a disclaimer,≤100,2
100563052003706,Sunshine Coast First Nations Community Forum,These ads ran without a disclaimer,≤100,1
103254455352092,Capricorn Dinosaur Park and Mini Golf Yeppoon,These ads ran without a disclaimer,≤100,1
108087520855827,Native Threads Collective,These ads ran without a disclaimer,≤100,2
103937415237196,studiomikayla,These ads ran without a disclaimer,≤100,1
105385468865607,Mira D'Silva,These ads ran without a disclaimer,≤100,1
272716789756601,Renay Wells - Fashion Brand Developer,These ads ran without a disclaimer,≤100,1
103311607901310,Health and Wellbeing Queensland,These ads ran without a disclaimer,≤100,1
104005085867205,yasminmoradi80,These ads ran without a disclaimer,≤100,4
108633327931853,Geelong Renewables Not Gas,These ads ran without a disclaimer,≤100,1
132682333467543,"Croakey - Informed, engaged communities for health",These ads ran without a disclaimer,≤100,1
106927945623656,Learning with Leah,These ads ran without a disclaimer,≤100,1
109034061266811,Lemonade Footwear,These ads ran without a disclaimer,≤100,1
181477995294794,SYSPRO Global,These ads ran without a disclaimer,≤100,5
101215302028036,baezzang_crumbles,These ads ran without a disclaimer,≤100,1
109437641543445,Melbourne NRF Rally for Justice and Solidarity,These ads ran without a disclaimer,≤100,2
104686232443233,Quatinuetio-us,These ads ran without a disclaimer,≤100,4
100710412444302,Antoinetton-US,These ads ran without a disclaimer,≤100,12
13312255953,Mentone Girls' Grammar School,These ads ran without a disclaimer,≤100,1
103424028323709,John Franke,These ads ran without a disclaimer,≤100,1
105526211842148,Lukin Link East - Beach to Bush,These ads ran without a disclaimer,≤100,1
107112485097102,localeaustralia,These ads ran without a disclaimer,≤100,1
106345241026720,ARC Centre for Automated Decision-Making & Society,These ads ran without a disclaimer,≤100,1
103642318527593,Revolting WOMEN,These ads ran without a disclaimer,≤100,1
1219568211447797,Cape York Employment,These ads ran without a disclaimer,≤100,1
100238176018550,Simple_Minimal_Organised,These ads ran without a disclaimer,≤100,1
340126472764728,Somme 1914-1918,These ads ran without a disclaimer,≤100,2
101580428882521,adhoc_hospitality,These ads ran without a disclaimer,≤100,1
204876963745858,Apna Friends Channel,These ads ran without a disclaimer,≤100,1
100581559125151,Vantage Australia,These ads ran without a disclaimer,≤100,1
102441058153107,Dreame-Love-twice,These ads ran without a disclaimer,≤100,3
417969579003199,Indigenous Land and Justice Research Hub - UTS,These ads ran without a disclaimer,≤100,3
151980295513383,Off-Grid Living Festival,These ads ran without a disclaimer,≤100,1
104357072098583,blu_the_king_,These ads ran without a disclaimer,≤100,1
102865344788582,Djhyth,These ads ran without a disclaimer,≤100,1
1133114100041871,Jellis Craig Monash,These ads ran without a disclaimer,≤100,1
257522838466826,Liar Liar Politicians,These ads ran without a disclaimer,≤100,1
146350475426166,Tablelands Regional Council,These ads ran without a disclaimer,≤100,1
101939945070517,Goeaby shop,These ads ran without a disclaimer,≤100,6
117652425332022,Democracy for Dinner,These ads ran without a disclaimer,≤100,1
105947402076105,hauolicreative,These ads ran without a disclaimer,≤100,1
242754739217916,"Fleeties - Republic, Liberal Politics, World Affairs",These ads ran without a disclaimer,≤100,3
133555950030734,Thomson Reuters Legal Australia,These ads ran without a disclaimer,≤100,2
722887444499160,Barry Plant Eastern Group,These ads ran without a disclaimer,≤100,1
104865815071978,The Drink Swap,These ads ran without a disclaimer,≤100,1
457989087617669,Action for Dolphins,These ads ran without a disclaimer,≤100,3
104759162240054,Star for Life Ukraine,These ads ran without a disclaimer,≤100,1
2094332100800680,Purpose & Growth,These ads ran without a disclaimer,≤100,1
101517454843639,Save Our Jarrah Forest on the Darling Range,These ads ran without a disclaimer,≤100,1
686083784793064,"Kym McKay - Cr for Lockleys Ward, City of West Torrens - 2003 to Present",These ads ran without a disclaimer,≤100,1
163408894462985,University of Tasmania Liberal Students,These ads ran without a disclaimer,≤100,1
154220031033,Jamie Reeves,These ads ran without a disclaimer,≤100,6
105933558950898,Self Success Project,These ads ran without a disclaimer,≤100,1
28948081979,Alliance Rural & Remote Health,These ads ran without a disclaimer,≤100,2
304121433465064,Containers for Change QLD,These ads ran without a disclaimer,≤100,1
34440108608,Net Impact,These ads ran without a disclaimer,≤100,16
335533366604664,"The Just, Girl. Project",These ads ran without a disclaimer,≤100,1
178273662506520,Charles Strunk Councillor for Forest Lake Ward,These ads ran without a disclaimer,≤100,1
463457893711081,Black Dog Ball,These ads ran without a disclaimer,≤100,1
100462068517132,Accountability for Children in Education Western Australia - ACE WA,These ads ran without a disclaimer,≤100,2
1695933090660774,Capital Brewing Co.,These ads ran without a disclaimer,≤100,2
257420916161854,Carl Slape,These ads ran without a disclaimer,≤100,1
1374723796115345,Glashütte Original,These ads ran without a disclaimer,≤100,1
1344693882219954,Criminal Defence Lawyers Australia,These ads ran without a disclaimer,≤100,1
100732418899810,One Stop Beauty,These ads ran without a disclaimer,≤100,1
129270544559580,Pinnacle Migration Australia,These ads ran without a disclaimer,≤100,1
1493836514262440,KURE Magazine,These ads ran without a disclaimer,≤100,1
104075081763908,diagnosis_queer,These ads ran without a disclaimer,≤100,1
148361108591936,Casetify,These ads ran without a disclaimer,≤100,1
101745226847142,Fremantle RSL,These ads ran without a disclaimer,≤100,1
