Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
107790274483969,Deadly Alliance,These ads ran without a disclaimer,214,7
110329478409769,Hameed Mohammad,Cassidy Jill Pemberton,214,5
105830564925489,Catalyst Reflection,These ads ran without a disclaimer,214,13
102010132117138,Regen Action,These ads ran without a disclaimer,214,3
106289468005630,Advocates for the SA Outback,These ads ran without a disclaimer,214,7
101598458647997,Lifesparking,These ads ran without a disclaimer,214,5
2064017963864790,PB Physio,These ads ran without a disclaimer,214,2
1003639753067452,realcommercial.com.au,These ads ran without a disclaimer,213,4
106721891649024,Molly Marketing,MOLLY MARKETING,213,10
101887615978206,Unite for Western SRC,Jordan Darren Brett,213,7
109991938248243,Wordaily-Daily Word Puzzle,These ads ran without a disclaimer,213,1
107439162106763,Ryan Gilmour for Burnie City Council 2022,Ryan Jamie Gilmour,213,10
626220751105815,PLan: The Planning Action Network Inc,These ads ran without a disclaimer,213,2
104020842243140,Pilbara Minerals,These ads ran without a disclaimer,213,3
163853899103131,Aussie Solar Rebates,These ads ran without a disclaimer,213,3
112909794521771,Ryan Bakker - Candidate for division 7,RyanBakker4div7,213,2
111660530655628,Simon Vallone For Melton City Council - Watts Ward,Simon A Vallone,213,17
108873718194008,Allways Coffee,Allways Coffee,213,26
106741594696057,Phil Scott for South Metro - Pauline Hanson’s One Nation,Philip Dan Scott,212,6
103387135496180,Bill Ginn - Yass Valley Council Candidate,William Ginn Candidate for Yass,212,3
100298959267800,少英,These ads ran without a disclaimer,212,1
105558941941435,Andrew Barber A Fresh Perspective,Andrew Boyd Barber,212,3
102532921873740,People First Party,People First Party,212,24
107053992731534,Mulloon Institute,These ads ran without a disclaimer,212,2
181830211836261,Randwick City Council,These ads ran without a disclaimer,212,2
103246765633885,Neil Turner for Paterson - Pauline Hanson's One Nation,Neil Turner for Paterson,212,9
266092493537185,Moose Toys,These ads ran without a disclaimer,212,2
17417023655,Federation University Australia,These ads ran without a disclaimer,211,4
102950485857217,"Jonathan Parry, Greens for Fannie Bay",NT Greens,211,5
113057430884635,Solar PV Checker,These ads ran without a disclaimer,211,3
393649037338653,OSMEN Outdoor Furniture,These ads ran without a disclaimer,211,2
178428105845335,Vote 1 Toms for South Ward,Stephen Edward Toms,211,8
103642124399467,Energy Conservation,These ads ran without a disclaimer,211,2
107372257894553,Never Doubt Dan,These ads ran without a disclaimer,211,2
110818941452003,Morehackz Stories,These ads ran without a disclaimer,211,14
108675053902028,The Party Posters,These ads ran without a disclaimer,210,14
101753291888025,Bare Bouquets,These ads ran without a disclaimer,210,1
110310291461181,Residents for Deamalgamation,David Andrew Chuter,210,4
105406955209421,Suzanne Worner - Candidate for City of Vincent - North Ward,Suzanne Gail Worner,210,6
106890214832397,Harvey Lennon - Liberal for Clark,Harvey Lennon,210,6
1915186665431831,Charis Mullen MP,Charis Mullen MP,210,5
112591737315652,Australian Family Party,Australian Family Party,210,4
100281332788227,Provider One Consulting Services,These ads ran without a disclaimer,210,3
187307761281293,Yarra Trams,These ads ran without a disclaimer,210,5
296830467022294,Sydney Airport,These ads ran without a disclaimer,210,2
102635894840710,Manly Observer,Manly Observer,210,5
109100668361350,hatecrime.com.au,BrandUnity,210,5
256206645162199,International Christian Embassy Jerusalem - Australian Branch,These ads ran without a disclaimer,210,3
112379620616549,North Harbour Marina,These ads ran without a disclaimer,210,2
679334365439293,SDA Newcastle and Northern,SDA Newcastle,209,2
1398644583574701,Angels Hope Tasmania,Angelshope,209,3
105989847783837,Dreame story,These ads ran without a disclaimer,209,14
1471783199751487,Lynden Ferguson - Your West Tamar Councillor,Lynden Colin Ferguson,209,9
137834192908368,ANTAR,These ads ran without a disclaimer,209,4
5240049567,Carrie Underwood,These ads ran without a disclaimer,209,1
113722453502739,Liam Staltari - Liberal for Kalamunda,These ads ran without a disclaimer,209,2
735991349891349,Dave Pellowe,David James Pellowe,209,1
1849616518408886,Anderson v Westpac,Lenaa Anderson,209,9
159036027455144,Triple0 Medical Recruitment,These ads ran without a disclaimer,209,4
162337597145671,Cardinia Shire Council,Cardinia Shire Council,208,2
771947142920359,IReader,These ads ran without a disclaimer,208,48
164209820296796,Onya,These ads ran without a disclaimer,208,12
50283605463,Carriageworks,Carriageworks,208,4
106962044496399,Carmen Griffiths for Frankston City Council 2020 - South Ward.,Carmen Griffiths,208,6
91312457548,Coolaroo®,These ads ran without a disclaimer,208,2
106747674357144,Echo Publishing Australia,These ads ran without a disclaimer,208,1
257486295197047,Dr Sam McMahon,These ads ran without a disclaimer,208,4
109283601246176,Asian flower,These ads ran without a disclaimer,208,1
104533445404980,Elle for North Sydney Council,Elinor Prevost,208,1
102537945240112,Cardio Yard,These ads ran without a disclaimer,208,2
102651488955596,Rainbows Today,These ads ran without a disclaimer,208,9
843601892381164,Level Crossing Removal Project,These ads ran without a disclaimer,207,1
317587698703518,Jazida Productions,These ads ran without a disclaimer,207,1
609336902555154,Senator Jane Hume,These ads ran without a disclaimer,207,2
1672545256395697,Kathy Mansfield for Central Ward - Wellington Shire Council,Kathy A Mansfield,207,11
101553298834321,Ansa Notizia,These ads ran without a disclaimer,207,1
100453268208118,John Sipek for Rosehill Ward - Moonee Valley City Council,John Sipek,207,29
135745123436312,Cr Brooke Patterson,Brooke Patterson,207,22
104409948578300,Catriona Carver - Greens Candidate for Bayside,The Greens NSW,207,11
1065718750240315,East Coast Energy Solutions,These ads ran without a disclaimer,207,5
100296625299413,Scott McElligott Candidate for Division 10,Scott Anthony Mcelligott,206,5
101973031416081,Lachlan Hyde,Lachian Connor Hyde,206,4
110065770852933,Wyndham 2020 Elections,Sahana Ramesh,206,10
110165364957164,Andrea Leong - Fusion for NSW Senate,"FUSION: Science, Pirate, Secular, Climate Emergency",206,3
168904718992,MTV Australia,These ads ran without a disclaimer,206,1
275510232497256,The Lowy International School,These ads ran without a disclaimer,206,5
111546443774349,South Australia Home Funding,These ads ran without a disclaimer,206,1
108869321269411,TheSocialarm,These ads ran without a disclaimer,205,2
1915186665431831,Charis Mullen MP,Charis Mullen,205,3
100263662480862,Richmond Valley Council Group D,Robert John Hayes,205,2
1124659740933745,Murder in the Alps,These ads ran without a disclaimer,205,12
1929901883944573,"Alex Castle, City of Vincent Councillor - North Ward",Alexandra Castle,205,4
113229347013488,Jewels of the Wild West,These ads ran without a disclaimer,205,5
235383439921814,Defence Jobs Australia,These ads ran without a disclaimer,205,1
107971397417172,Scott Edwardes - Liberal for Kingsley,These ads ran without a disclaimer,205,2
379618086209016,"Joshua Shoobridge, Independent for the Bega Valley Shire",Joshua Wayne Shoobridge,205,4
10150148206725571,Expression Australia,These ads ran without a disclaimer,204,5
110749108244246,Cheryl Hammer - Liberal for Shepparton,Liberal Party of Australia (Victorian Division),204,1
234400984662317,Vasalia,Vasalia Govender,204,7
109863557532961,Troy Bailey - for Mildura Rural City Council,Troy William Bailey,204,9
1640953772832420,Harness Your Voice,These ads ran without a disclaimer,204,1
1009496485770219,"Bayside City Council, Victoria",These ads ran without a disclaimer,204,3
1802813699935871,Western Bulldogs Community Foundation,These ads ran without a disclaimer,204,1
703636239681006,노들담한의원,These ads ran without a disclaimer,204,2
361119460684443,SBS Tigrinya,SBS Tigrinya,204,5
793257517373607,Evercoach by Mindvalley,These ads ran without a disclaimer,204,3
560556524372038,West Australian Ratepayers & Residents Assoc. Inc,West Australian Ratepayers and Residents Association (WARRA) Inc,203,6
102311808210158,Sazedul Shohag,Md Sazedul Islam Shohag,203,4
102203185597683,Jacob Cass - Candidate for Parkes Shire Council,Jacob Paul Cass,203,7
207259946053,Gold Foundation,Gold Foundation,203,2
105776375177907,Phil Bedworth - Community info for Central West Ward - City of Wanneroo,Philip John Bedworth,203,10
515865445246730,"Cr Elli Petersen-Pik, City of Bayswater",ELLIAZ PETERSEN-PIK,203,1
106390138646799,Global Cooksafe Coalition,These ads ran without a disclaimer,202,2
112345933855754,Voices of Mackellar,Voices of Mackellar,202,5
107114934964366,The Parents Website,Independent Schools Victoria,202,5
682688485445038,Kristi Chapple - Break O'Day Councillor,Kristi Marie Chapple,202,2
104943119062594,"Mark Dabner, Circular Head Councillor Nominee",Mark Dabner,202,2
342915782508200,Dunsborough Progress Association Inc,Dunsborough and Districts Progress Association,202,1
105605824634636,"Jane Karslake for Camden, Glen Eira Council",Jane Louise Karlslake,202,10
388033921693680,Alyssa Hayden - Property Sales,"Alyssa Hayden, WA Liberal Party",202,29
234268152599,Bathroom Warehouse,These ads ran without a disclaimer,202,1
103436302028375,Marg Hogan - Marg Hogan Team,Margaret Hogan,202,8
139811752755560,City of Canada Bay,These ads ran without a disclaimer,202,4
882911048477195,Friends of New Acland Mine,These ads ran without a disclaimer,201,2
168993229831044,SBS Hindi,These ads ran without a disclaimer,201,10
106866191582358,Isaac Solomon - Candidate for Town of Gawler Council,Isaac Daryll Solomon,201,5
105501694627345,Chulan For Hume,Magiclab Australia,201,4
1453853398196958,Ticker Originals,These ads ran without a disclaimer,201,11
105741291248670,Cr Ally Munari - Moorabool Shire Council,Allison I Munari,201,9
158182817570932,Constable Care Foundation,These ads ran without a disclaimer,201,4
351061831633600,Epson,These ads ran without a disclaimer,201,2
113458893898579,Healthcare Professionals for Assisted Dying Choice,HPAD Choice,201,2
1975087926047988,MY Beauty Aesthetics Studio專業韓國半永久定妝及韓國證書課程,These ads ran without a disclaimer,201,3
113422053367087,Class PR,These ads ran without a disclaimer,200,2
103905922103480,The Hills Shire Liberals,Peter James Richard Gangemi,200,7
2067602000231245,Australian Volunteers Program,These ads ran without a disclaimer,200,10
100447215161844,Upper Hunter Plant Hire,These ads ran without a disclaimer,200,2
102523782044545,Etaro,These ads ran without a disclaimer,200,1
2047430575313256,Connie Bonaros MLC,SA-BEST,200,11
103110189781572,Impact Savings,Impact Savings Pty Ltd,200,8
139387754928292,Pod Plus Capsules,These ads ran without a disclaimer,200,23
102256154974734,LAVO,These ads ran without a disclaimer,200,1
216029662123709,Emma Hurst,Emma Hurst,200,2
107642824376645,PermaQueer,Lucas Andrew Dell,200,4
1684470031782716,The Left Qld,The Left Qld,200,1
141364606382303,enableHR,enableHR,200,6
516877551664411,Regional Development Australia Riverina,Regional Development Australia Riverina,200,2
287412797993075,USYD SRC - Sydney University Students' Representative Council,"Students' Representative Council, University of Sydney",200,1
136023409873444,Clear International Australia,Australian Christian Legal Society Ltd,200,1
101220646714573,The Matilda Centre,These ads ran without a disclaimer,200,2
496023860419751,"Nelson Gilmour, Greens candidate for Albany",The Greens (WA),200,3
102113831286291,Climate Act Now,These ads ran without a disclaimer,200,1
1630225080627137,Councillor Anthony Burke,Anthony Terence Burke,200,1
108629588027891,Dr Lachlan Clohesy for NTEU ACT Division Secretary,Lachlan Clohesy,200,1
331054550302254,Inner West Greens on Council,The Greens NSW,200,1
156939411038925,City Of Port Phillip,City Of Port Phillip,200,1
107928551548901,Fighters for our Region,Lisa Marjorie Willows,200,2
641418173146075,Chris Bonanno - LNP for Mackay,Chris Bonanno,200,1
416108165616293,Susan Woodbury Animal Justice Party Candidate for Bass,Animal Justice Party,200,2
759228327463131,Richard Watt Optometrist,These ads ran without a disclaimer,200,1
85556797741,Edith Cowan University (ECU),Edith Cowan University,200,2
100415329560,Ballarat & District Greens,Victorian Greens,200,6
114001797119430,Andrea Wildin - Greens for Stretton,Queensland Greens,200,3
675594052551881,Arts Access Victoria,These ads ran without a disclaimer,200,2
106936114474003,Peter Murphy - Greens for Inala,Queensland Greens,200,2
690846467617878,cohealth,These ads ran without a disclaimer,200,1
109378094247881,"Wayne Sanford - Nationals WA, Collie-Preston",Michelle Elson,200,1
216739665143530,DBH Lawyers,These ads ran without a disclaimer,200,1
572530609906016,Monash Labor Unity Club,Finn Croton,200,2
104151884753273,Charlotte Wang - Candidate for Lynden Ward,Charlotte Xiao Zhou Wang,200,2
292603211146425,Room 4 Pets,These ads ran without a disclaimer,200,1
107453537784130,Peter Kostos East Ward Candidate,Peter D Kostos,200,2
409751825819243,Queensland National Parks,These ads ran without a disclaimer,200,1
398717770894403,Stuart Grimley MP,Callum R Whitehead,200,2
100458841713828,South Metro Liberal Team,Nicolas Pierre Goiran,200,2
127581550595441,State Library of Queensland,State Library of Queensland,200,2
525912884573902,Christine Shaw Properties,These ads ran without a disclaimer,200,1
100966656322626,Place Score,These ads ran without a disclaimer,200,2
1777080942596298,Alyce Nelligan - The Greens for Toowoomba North,Queensland Greens,200,2
103910494463081,Queer Coffee,Lord John Drake Cooper,200,2
102838525682219,Andrew Chuter 4 Sydney,David Andrew Chuter,200,10
109230391433169,Edwin Johnstone for Hobart City Council 2022,These ads ran without a disclaimer,200,3
1555719451183806,Good Will Nurdle Hunting,Colleen Mary Hughson,200,2
312864609083771,Canary & Cage Bird Federation of Australia Inc.,Canary and Cage Bird Federation of Australia Inc.,200,1
563253933735200,Australian Medical Association,Australian Medical Association,200,2
259029627912038,Petersen Legal,Petersen Legal,200,1
114205670490099,"Xanthe Turner, Greens candidate for Mandurah",The Greens (WA),200,2
233361826708312,Tasmanian Conservation Trust,Tasmanian Conservation Trust,200,3
108450320981484,Carolyne Boothman for Latrobe City Council,Carolyne Marie Boothman,200,8
113228544485467,Elizabeth Flaherty,Elizabeth Flaherty,200,1
639269989485739,"Clayton Barr MP, Member for Cessnock",Brendan Scott Brooks,200,2
638092392885639,Living to the Max Occupational Therapy Services,These ads ran without a disclaimer,200,1
571601829568838,Australian Nursing and Midwifery Federation - ANMF Tasmanian Branch,Australian Nursing & Midwifery Federation Tasmanian Branch,200,1
316493965580815,Bird Boxes Australia,These ads ran without a disclaimer,200,1
28431613915,Charles Sturt University,These ads ran without a disclaimer,200,1
130025717077175,The Orangutan Project,The Orangutan Project,200,1
101015264723836,Josie Mira - The Greens for Algester,Queensland Greens,200,3
108323811476278,The People's Revolution,These ads ran without a disclaimer,200,1
285962668250152,Segmento Magazine - Unapologetically Italian,Segmento Magazine (Printed and On-Line),200,1
1571486523160063,Paula Luethen MP - Member for KING,South Australian Liberal Party,200,1
156871591009013,Your Community Health,These ads ran without a disclaimer,200,1
120129031679,Pro Bono Australia,Pro Bono Australia,200,2
1448560265368025,Jellis Craig Bayside & Glen Eira,These ads ran without a disclaimer,200,1
597445533660793,Save Rapid Creek,Andrew John Arthur,200,1
387719124755847,Marathon Health,These ads ran without a disclaimer,200,1
108807293845174,Jason Reynolds - Liberty Adviser,These ads ran without a disclaimer,200,1
813307852069829,MQ Realty,These ads ran without a disclaimer,200,1
327078277995123,John Tucker - Lib MP for Lyons,Julie Ann Hudson,200,1
113265130524975,Jeff  KRINS 4 Lyster,Jeffrey Kenneth Krins,200,3
133368266705284,Font Public Relations,Font Public Relations,200,5
928787510520860,Ben Pennings,Benkamin William Devenish Pennings,200,1
105895864459370,Catherine O'Flynn,Catherine M O'Flynn,200,3
103207558260853,Save Murwillumbah Schools,Kylie Anne Rose,200,1
109707551724664,"Matthew Thompson, LDP Candidate for Swan",Liberal Democrats,200,1
334089110133701,Town of Cambridge,Town of Cambridge,200,3
1613448608899027,Queer Greens Victoria,Victorian Greens,200,1
1500201613385189,Strata Community Association Qld,Katrin Watson,200,2
260521587615496,"Picnic Island, Freycinet, Tasmania.",Clement A Newton-Brown,200,2
2286308418351963,Shaun Bonétt,Precision Group,200,1
108115248250,EMILY's List Australia,EMILY's List Australia,200,1
104823174356835,The Australian Power Institute,These ads ran without a disclaimer,200,1
109729284708591,Team Woods - River,Team Woods - River,200,1
850215955156264,Ray Stevens MP,Ray Stevens MP,200,2
106000338700202,Sue Higginson,Lucy Clare Small,200,1
294247677393507,Nicole Lawder MLA,"Nicole Lawder, Liberal for Brindabella",200,2
242121836274501,Gerard Hayes HSU Secretary,Health Services Union NSW/ACT/QLD,200,1
369656869872324,We All Need Our Families,We All Need Our Families,200,2
107872411805760,Dean McCrae - Liberal Democrats for Riverina,Liberal Democrats,200,1
174448473018607,Women's Safety Services SA,Women's Safety Services South Australia,200,1
110139295177698,Matthew Lucas - Liberal Candidate for Prahran,Matthew Lucas,200,4
100853602042073,"Theresa Moss, Greens candidate for Cottesloe",The Greens (WA),200,3
100867235308295,Accelerator For Enterprising Women,Paige A Ellis,200,1
108337760975843,"Charles Pratt, Greens candidate for Bassendean",The Greens (WA),200,3
282896448420025,Hill’s Pet Nutrition,These ads ran without a disclaimer,200,1
423047521580952,"Treasures, not targets",Treasures Not Targets,200,1
110340613920028,Rotary Club of Newcastle Harbour,These ads ran without a disclaimer,200,1
102018878207644,Trent Wiseman - Community Advocate,LNP - Liberal National Party,200,1
104175412224376,Macedon Ranges Agriculture Alliance,These ads ran without a disclaimer,200,1
53481292060,National Association for the Visual Arts,National Association for the Visual Arts,200,2
107770297539002,zero-carbon 2030,Duncan John Ritchie,200,11
610414802457671,Lara Dalton MLA,Lara Dalton MLA,200,2
268699736483048,SBS Indonesian,SBS Indonesian,200,21
103015835616867,Zak Menhennett for Hinkler - Pauline Hanson's One Nation,Zak Jeffery William Menhennett,199,2
100918209040985,Nystas,These ads ran without a disclaimer,199,2
632406577152461,Fair Treatment,These ads ran without a disclaimer,199,1
109009117660099,David Dwyer - Liberal for Roe,Liberals WA,199,2
889192611192545,Ben Collier Team,These ads ran without a disclaimer,199,2
313500965360548,Townsville TicketShop,Townsville City Council,199,2
170618923964,Asialink,Asialink,199,6
106127801519267,Melanie Trethowan 4 Mid-Western Regional Council,Melanie Trethowan,199,1
109383414079642,Food Futures Company,These ads ran without a disclaimer,199,7
45675940303,QUT (Queensland University of Technology),These ads ran without a disclaimer,199,4
536898713105730,RespectMe,Vocational Partnerships Group,199,4
103158091520155,Stephen Currie: Candidate for Wetlands Ward,Stephen D F Currie,199,11
161549884247576,Energy Assist Group - Solar 4 You,Energy Assist Group Pvt Ltd (T/A Solar 4 You),199,1
100282771721851,Westwire Electrics,These ads ran without a disclaimer,198,2
107497460897995,Rhonda Lawson The Uncommon Life Coach,These ads ran without a disclaimer,198,1
459640760772252,SBS Tamil,These ads ran without a disclaimer,198,3
103110378334254,Power Rep Gym,These ads ran without a disclaimer,198,1
100388371949693,Christmas in Joondalup,Ian Goodenough MP,198,2
102283121590823,Moderny,These ads ran without a disclaimer,198,1
1632635066758891,Body Armour,These ads ran without a disclaimer,198,3
196080530960204,Sarah Connolly MP,These ads ran without a disclaimer,198,3
1852520761657982,4ocean,These ads ran without a disclaimer,198,22
194309982110,De Bortoli Wines,These ads ran without a disclaimer,198,2
1615334565417261,Dana Wortley MP - Member for Torrens,South Australian Labor,197,5
316398288467492,Shooters Union of Australia,These ads ran without a disclaimer,197,1
311803915889744,NT Health,These ads ran without a disclaimer,197,1
100724089098253,Leanne Farmer Sutherland Shire Independent Councillor,Leanne Jessica Farmer,197,3
540059152815469,Fairwater,These ads ran without a disclaimer,197,1
297228350473919,Psychologyforasafeclimate,Tammy Lea Schlitz,197,7
1545249975785626,Natalia Muszkat Councillor Gladstone Regional Council,Natalia Muszkat,197,5
270244086666755,Liverpool Labor,Nathan Matthew Hagarty,197,2
109460501240184,Defence News Australia,These ads ran without a disclaimer,197,3
1730662310497546,Western Australian Liberal Students,Western Australian Liberal Students,197,3
1415909318492005,Return and Earn,These ads ran without a disclaimer,197,2
161367697318172,Tania Mihailuk MP,Tania Mihailuk,197,11
208790446224243,Transperth,These ads ran without a disclaimer,197,1
223257216358125,Michelle Hurn for City of Canning,Michelle Ruth Hurn,197,3
108391465020364,Our Natural Legacy,These ads ran without a disclaimer,197,1
284699232403853,Adriana Christopoulos -Candidate for the Boorman Ward Mitcham Council,Adriana Christopoulos,196,12
217893111596180,Gaby McEwan - McGrath Estate Agents,These ads ran without a disclaimer,196,1
107806051620231,Goodman Group,These ads ran without a disclaimer,196,6
1198993790254720,Older Persons Advocacy Network,These ads ran without a disclaimer,196,2
103700041946358,Penny Ackery for Hume,These ads ran without a disclaimer,196,4
102295492272188,Aussie Solar Renewables,Aussie Solar Renewables,196,1
123921581578043,"Cr Stephanie Gray, Councillor for North Ward - City of Bayswater",These ads ran without a disclaimer,196,8
1003500753120602,"Vote Engr. Ahmed Zilani for Mayor, Mandurah City Council",Ahmed Hassan Zilani,196,13
102369552490504,Mel Cox - UNE,These ads ran without a disclaimer,196,1
166431660133152,Zambrero,These ads ran without a disclaimer,195,4
271369790026822,Cr. Lesley Boyd - South West Ward,Lesley Evelyn Boyd,195,6
1430446603889325,Joshua Reiter for Mayor of Onkaparinga,Joshua Adam Reiter,195,5
1904993009794007,The Invisible Woman,Just Gold Digital Agency Pty Ltd,195,3
151481792068802,Cr Karen Wheatland,Karen Anne Wheatland,195,2
100298118649165,الاستاذه افاق الكاظمي,These ads ran without a disclaimer,195,1
531110417012211,Nespresso,These ads ran without a disclaimer,195,1
204939926216898,Lloyds Auctions,These ads ran without a disclaimer,195,3
106259414576580,Danny Chamberlain for Wodonga Council,Danny P Chamberlain,195,8
789457931187225,Evan Yousif-Your Local Agent,Evan Yousif,195,17
522394997927024,Les Walker MP - Mundingburra,Les Walker - State Member for Mundingburra,195,5
527144883974202,CEPU Tasmania,Communications Electrical and Plumbing Union of Tasmania,195,4
105698737867822,Damien Williams for Kingston - Yammerbook ward,Damien J Williams,195,4
162986220426470,SafetyCulture,These ads ran without a disclaimer,195,11
202715843102864,Noonan's Martial Arts,Christopher John Noonan,195,2
108867940881784,Broad Radio,These ads ran without a disclaimer,195,24
103758875189696,Safe & Scenic Toodyay Roads,Safe and Scenic Toodyay Roads Inc.,194,11
102888255324078,Tania Salitra - The Greens,Greens NSW,194,3
100254034915746,Monika Ball Greens for Hornsby Council,Greens NSW,194,3
214351281833,Dassault Systèmes,These ads ran without a disclaimer,194,15
717273565768998,Councillor Roy McCullagh,Roy Francis Mccullagh,194,17
103313111217584,Nusrat Islam Borsha,These ads ran without a disclaimer,194,16
701468417336745,Financial literacy,These ads ran without a disclaimer,193,2
1831226077165222,JA2Go Life,These ads ran without a disclaimer,193,2
181890091876904,Medair,These ads ran without a disclaimer,193,4
108071587745649,"Meta for Government, Politics and Advocacy",These ads ran without a disclaimer,193,1
1416434325283724,Run Against Violence,These ads ran without a disclaimer,192,2
105855064918553,Hearing Aids Australia,These ads ran without a disclaimer,192,2
686622088396006,AUDA - .au Domain Administration,These ads ran without a disclaimer,192,1
107986417690231,Jacqui Pierce- Candidate for Queenscliffe,Jacqueline Pierce,192,3
110000595181269,Phillip Bigg for Deputy Mayor and Councillor of the Derwent valley,Phillip Michael Bigg,191,10
521926341287913,Left Action for UMSU,Anneke M Demanuele,191,5
100839062108923,Bays Water Club Collective,Glebe Rowing Club and Bays Water Club Collective,191,5
102688364864595,Rebekah Hogan - Labor for Moreland,Rebekah Rui Hogan,191,8
1631179873774162,Tanya Davies MP,Tanya Davies,191,7
106138071210574,Vote 1 Gail O’Brien Benalla 2020,Gail O'Brien,191,8
106802271185950,Councillor James Long,James Anthony Long,191,1
100652584936212,Elder Abuse Action Australia,These ads ran without a disclaimer,191,14
204876963745858,Apna Friends Channel,Harmeet Singh Bumrah,190,24
1702238183393988,Save Bondi Pavilion,These ads ran without a disclaimer,190,1
103786079092647,Sustainable Future Festival,These ads ran without a disclaimer,190,1
103078251508896,Suren Surender,Surender Surender,190,23
256535067773942,AUSMAR homes,These ads ran without a disclaimer,190,4
111323316221115,Councillor Matthew Rowse Kwinana Candidate 2021,Matthew James Rowse,190,3
101030158921274,Patrick Conolly - Mayor of Hawkesbury,Patrick Nicholas Conolly,190,3
104296891949007,Mayor Sam Coupland - Armidale Regional Council,Samuel Harcourt Coupland,190,4
113645300411479,Thomas Pewtress for Mount Waverley,Thomas S Pewtress,190,2
112362212810964,20 Metre Trees,Conservation Council SA,190,5
140676265957734,Canberra Declaration,These ads ran without a disclaimer,190,1
102767424888054,Joel Jammal,Joel Thomas Jammal,190,2
371452122926103,Mark Rodda - Standing up for Residents of Tamworth Regional Council,Mark Richard Rodda,190,14
1167376913283953,Cynthia Lui MP - Member for Cook,Cynthia Lui MP - State Member for Cook,190,3
110642458410112,Aidan Greenshields - Candidate for Babbage Ward - Mitcham Council,Aidan David,190,3
599316740192350,kumu,These ads ran without a disclaimer,189,17
1186767151467803,"Colin Holt MLC, Member for the South West Region",Colin James Holt,189,2
100959719644,The New Statesman,These ads ran without a disclaimer,189,9
358092024573099,Kyle McGinn MLC,WA Labor,189,4
59024478936,Monash University,These ads ran without a disclaimer,189,10
116433770262760,UCT- Unique College of Technology RTO: 91358,These ads ran without a disclaimer,189,1
121431422689775,Solutions Express,These ads ran without a disclaimer,189,7
101389435324350,Socialist Alliance FNQ,Socialist Alliance,189,5
101592161693080,Susan McIntyre,Susan A Mcintyre,189,10
1721301221433844,Representative Kandie Smith,These ads ran without a disclaimer,189,2
599674916748507,Liberals for Indi,Adrian C Wolter,188,3
291905734197987,Country Liberal Party,Country Liberal Party,188,2
265109910179569,Napcan,These ads ran without a disclaimer,188,7
104649682037730,John Clements - Independent Narrabri Shire Councillor,John Ewen Clements,188,6
140921279320600,Wiseman Lawyers,These ads ran without a disclaimer,188,6
384692365346110,Good For The Hood,These ads ran without a disclaimer,188,4
109958773741885,Cr Tony Revell - Surf Coast Shire Council,Anthony William Revell,188,4
101216632430741,Letitia Del Fabbro - Labor for Fadden,Paid for Letitia Del Fabbro for Fadden,188,5
213600268768216,Rare Cancers Australia,These ads ran without a disclaimer,188,4
435888093116231,Anytime Fitness,These ads ran without a disclaimer,188,1
1173619069318988,Professional Visa and Education Services,These ads ran without a disclaimer,187,18
155741827790976,Middle Park Bowling Club,These ads ran without a disclaimer,187,3
468906559794011,LaunchGood,These ads ran without a disclaimer,187,3
102064054963182,Hugh Morris-Dalton for Darebin,Hugh Morris-Dalton,187,7
2082889375322404,Reluctant Saviour,These ads ran without a disclaimer,187,2
2085443845030599,Male and female He created them,Philip Gregory Osmak,187,1
355760197827847,Bob Katter,Katter's Australian Party,187,5
83996318078,Change.org,These ads ran without a disclaimer,187,12
106558965189887,Robbie Palmer - Vote 1,Robert Duncan Palmer,187,5
235201911780651,Marie Curtis for Bull Creek - Leeming,Marie Turich Curtis,187,13
1108844389177276,Arc Infrastructure,These ads ran without a disclaimer,187,3
100136092277360,Noongar Mia Mia - Indigenous Housing for the Future,Noongar Mia Mia,187,7
104909221160236,Miquela Riley - Liberal for Fremantle,Liberals WA,187,2
364362536909391,International Space University ISU,These ads ran without a disclaimer,187,1
226830347447361,NordVPN,These ads ran without a disclaimer,187,13
674388585997232,Bruce Guan,These ads ran without a disclaimer,187,1
282915761783958,Food Revolution Network,These ads ran without a disclaimer,186,16
391118884617866,First Home Buyers Brisbane,These ads ran without a disclaimer,186,2
102597988123776,Real Quiet Australians Podcast,Maxim Salvador Otten-kamp,186,1
194100347349387,Next Generation Taekwondo,These ads ran without a disclaimer,186,1
8286673812,SEEK,These ads ran without a disclaimer,186,8
105735264524135,Paramount+,These ads ran without a disclaimer,186,9
110866874147741,ShEqual,These ads ran without a disclaimer,186,2
108238877668276,Tote Modern,These ads ran without a disclaimer,186,3
183187578378109,Public Education Foundation Ltd,These ads ran without a disclaimer,186,2
109909804824429,Shari Blumer for Griffith,Shari Blumer,186,4
204861347079936,The Fremantle Network,Christian John Mauri,186,7
530722967056992,Stepps,These ads ran without a disclaimer,186,4
1661921790795234,AIR NT,These ads ran without a disclaimer,186,3
108935484663771,Aviation Members Team,Wesley Peter Garrett,186,8
133982392939,The College Of Health and Fitness,These ads ran without a disclaimer,186,4
25261457983,RSPCA Australia,RSPCA Australia,186,9
108977767637479,Simple Simon Galli Seawinds Ward,Simon Galli,185,10
111120073976318,Naomi Horsley - Candidate for Central Ward Cardinia Shire,Robin L Horsley,185,1
114078648265941,Garden of Vegan,These ads ran without a disclaimer,185,2
340851949395342,Deakin University - Health,These ads ran without a disclaimer,185,9
